a2260023ba921b46ea37c631a09f33f8c43d08dc7fc673e9719ca53b5c9244e0,6406759b9d793842874e92e4ee3a818882c601cf96c764e1d098c1eed09e55ba,706413491bdc7593b2253e44e6fb6326d861b74aadd2ff69c2c08f0341767ee6,7831becc63b4fbaf0ca5a77eeec8478786434ffa9faa7f42f18c3ae0879f0c0d,e43bbdb6931fc38f423020d15a4398bc04648f63a6bbd05c4f9bdc5af144a16d,31571048bd9c03c5abb38336c38172724f79ec9e414b6ad7adb7694691977734,4d53a8589eeecd2922a870311b185c7da00babcb7f6e3c69df8695ebaeb17ae3,09a9d46d0eaf4140e2959f759a51a058016e484a3737853bbd81982fa92593b9,d7a29c60bfc08cc4c2e153bc9e9601aab42897ea3a1fe09e8937d1ee8ed1e621,44630c182a49435996fce771c3dcce24b787de73a606a0fd4ff0b8b5a4eed9f6,c436990e67de354addc49a4bfe0807aa97c119c5091ef33ba8a76e4bbca90c6b,94cf5d4d73400d5944a35983944a45f44da107263e2f709ee80feb9ebdd3178c,a1b275bc3a8ef3246d8dfe4e4bd7719e74dbd9111b87f8266e506a864e04c5c2,6ff850a1d297465441b3ad010b4956335cf2c62647c05b2841653408bc39cf5c,84c0f6807927690c288342ef794324dfde5292b1a95aac9f60b125c7e548a69b,04ed3803c070d54804663be8e2c8de0a51c266153133b2a3c21acb4e100b94bd,d8a1fa0f095f7397289fa1a74ccac6201c3a91b077a8e293c2fd175a7c3ac5e9,2fa4ffd58926bccde0acad5fe8e7995101ab43a50922c6c09518901f5eda9c17,cd65da23b5ac4f442738a83c8262c70d17bc6a39332a14de8e629dd00286be66,07e11aae912a4425b912d61149eb6ddfbe629b6d8882e8dfebb3aca3941e9f53,182f16dd548ea037eb4dcfe396a74a0c6694f8016c20678683c161faa03876c5,be472b40fa128baeac026447acb673bc95899421da4a1fb4d16446686162d3fb,16303b19164cb501be1dec1286e483a1a1fc44a418a0dcb6acb0d2540b2c2643,a28ad4f92abee13b71291570df33a2fc6aad7fd5fc6188a66c604a61e58abd76,674ec6ad1300ad929e474d8f6233120cd386b7bca116fa53bbcb4865b1c87880,b6846de94ef23fdad849ab1d1e21b91c0617957e8c7f0b1b5479169af076535f,8df1a0af6b45892c87ab0a2c4e932a95ca2f4e7da4846ebc975dc089f086beba,8bb281945f3d70e5db79f6a59fe95a5777536015144493a88ef72b01677494f2,01e75ea9a3197fb29597b340ea32810f4e70fa0a0c18eb74a839851b89025d78,35fdaba2b4fab0717afc1bcdb2ae9fdffbcef4711c426b9d2515aed8cd66beee,d3098b89975879eb26b385885f7d75ba5914b47e572431efd130a44e120b4f65,8eec5c39f991467a7037c37dac93005c2b548b01a734c713e439dea9989b5a7d,91b78c1a2cadb0e01a3598a8ac1b350d5620fd4f0a6740490d5f60ab7224d7bd,029aca253a4e83cfde60bf24c63b253e36d22aa5c1a5451da87d80e0b3237f02,6d1fe5f9743a70cb02700fbfa06462e21be8a8bdd9eee991705c499a1bd6fc7c,9d5d8c36d661948e3923f537cd22395559ddba7fd111eaa5ae4f3a4db22a8cc6,ac102dfb3823a46659efd2e60b5d08daa774015426df0ce8e1e135b3a9ddddb6,3f32434c287d4cf799cca97ab2043417d031a8fe1756636c2495d51c297571c6,286980f3c47d1c174c3130bb692e28c974de41e63a5e1910e70134cae62aea03,ad1311073e5b25e61021001448cdc2a4a37366d5edc6ed19559f6613c7e6a9e7,385061594e7b41bbac5c39bf4162a506f4d9e535f11deaaff8d1a22e423b10d0,25020c20fc05bd95761e5f6d87c4637bf73dabb1c69a27cdc31e0c23e7a316bd,4487f1e06905a1306f3c64bbefdfb8c3c195195bd8e08fa6a2c6b68c35b2fd28
"610070105","0","-21","bgm_M41","120","0","0","0","10070101","10070105","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-5","8","8","0","0","0","2021/11/01 16:00:00","101242","0","1","2021/11/19 15:59:59","bgm_M41","101243","0","610070121","bgm_M41","5","0","0","10070","100200","90","0","0","376"
"610070106","0","-3","bgm_M41","135","0","0","0","10070102","10070106","102781","102781","bgm_M41","bgm_M41","0","1","9","bgm_M41","某座無人島 1-6","9","9","0","0","0","2021/11/01 16:00:00","102782","0","1","2021/11/19 15:59:59","bgm_M41","102783","0","610070121","bgm_M41","6","0","0","10070","100710","90","0","0","-590"
"610070107","0","83","bgm_M41","135","0","0","0","10070102","10070107","102781","102781","bgm_M41","bgm_M41","0","1","9","bgm_M41","某座無人島 1-7","9","9","0","0","0","2021/11/01 16:00:00","102782","0","1","2021/11/19 15:59:59","bgm_M41","102783","0","610070122","bgm_M41","7","0","0","10070","100710","90","0","0","-406"
"610070108","0","-85","bgm_M41","135","0","0","0","10070102","10070108","102781","102781","bgm_M41","bgm_M41","0","1","9","bgm_M41","某座無人島 1-8","9","9","0","0","0","2021/11/01 16:00:00","102782","0","1","2021/11/19 15:59:59","bgm_M41","102783","0","610070121","bgm_M41","8","0","0","10070","100180","90","0","0","-327"
"610070109","0","-24","bgm_M41","135","0","0","0","10070102","10070109","102781","102781","bgm_M41","bgm_M41","0","1","9","bgm_M41","某座無人島 1-9","9","9","0","0","0","2021/11/01 16:00:00","102782","0","1","2021/11/19 15:59:59","bgm_M41","102783","0","610070121","bgm_M41","9","0","0","10070","100180","90","0","0","-131"
"610070110","0","67","bgm_M41","135","0","0","0","10070102","10070110","102781","102781","bgm_M41","bgm_M41","0","1","9","bgm_M41","某座無人島 1-10","9","9","0","0","0","2021/11/01 16:00:00","102782","0","1","2021/11/19 15:59:59","bgm_M41","102783","0","610070121","bgm_M41","10","0","0","10070","100711","90","0","0","47"
"610070111","0","-56","bgm_M41","150","0","0","0","10070102","10070111","102781","102781","bgm_M41","bgm_M41","0","1","10","bgm_M41","某座無人島 1-11","10","10","0","0","0","2021/11/01 16:00:00","102782","0","1","2021/11/19 15:59:59","bgm_M41","102783","0","610070121","bgm_M41","11","0","0","10070","100710","90","0","0","189"
"610070112","0","-83","bgm_M41","150","0","0","0","10070102","10070112","102781","102781","bgm_M41","bgm_M41","0","1","10","bgm_M41","某座無人島 1-12","10","10","0","0","0","2021/11/01 16:00:00","102782","0","1","2021/11/19 15:59:59","bgm_M41","102783","0","610070121","bgm_M41","12","0","0","10070","100710","90","0","0","388"
"610070113","0","-55","bgm_M41","150","0","0","0","10070102","10070113","102781","102781","bgm_M41","bgm_M41","0","1","10","bgm_M41","某座無人島 1-13","10","10","0","0","0","2021/11/01 16:00:00","102782","0","1","2021/11/19 15:59:59","bgm_M41","102783","0","610070121","bgm_M41","13","0","0","10070","100711","90","0","0","593"
"610070114","0","2","bgm_M41","150","0","0","0","10070103","10070114","101241","101241","bgm_M41","bgm_M41","0","1","10","bgm_M41","王城蘭德索爾 1-14","10","10","0","0","0","2021/11/01 16:00:00","101242","0","1","2021/11/19 15:59:59","bgm_M41","101243","0","610070121","bgm_M41","14","0","0","10070","100190","90","0","0","-359"
"610070115","0","-120","bgm_M41","150","0","0","0","10070103","10070115","101241","101241","bgm_M41","bgm_M41","0","1","10","bgm_M41","王城蘭德索爾 1-15","10","10","0","0","0","2021/11/01 16:00:00","101242","0","1","2021/11/19 15:59:59","bgm_M41","101243","0","610070123","bgm_M41","15","0","0","10070","100200","90","0","0","-17"
"610070116","1","-87","bgm_M41","240","0","0","0","10070201","10070201","101251","101251","bgm_M41","bgm_M41","0","1","16","bgm_M41","王城蘭德索爾 1-1","16","16","0","31018","0","2021/11/01 16:00:00","101252","0","2","2021/11/19 15:59:59","bgm_M41","101253","0","610070121","bgm_M41","16","3","2","10070","100200","90","28","0","-484"
"610070117","1","82","bgm_M41","240","0","0","0","10070201","10070202","101251","101251","bgm_M41","bgm_M41","0","1","16","bgm_M41","王城蘭德索爾 1-2","16","16","0","31050","0","2021/11/01 16:00:00","101252","0","2","2021/11/19 15:59:59","bgm_M41","101253","0","610070121","bgm_M41","17","3","2","10070","100590","90","28","0","-283"
"610070118","1","5","bgm_M41","270","0","0","0","10070201","10070203","101251","101251","bgm_M41","bgm_M41","0","1","18","bgm_M41","王城蘭德索爾 1-3","18","18","0","31018","0","2021/11/01 16:00:00","101252","0","2","2021/11/19 15:59:59","bgm_M41","101253","0","610070121","bgm_M41","18","3","2","10070","100190","90","29","0","-82"
"610070119","1","-127","bgm_M41","270","0","0","0","10070201","10070204","101251","101251","bgm_M41","bgm_M41","0","1","18","bgm_M41","王城蘭德索爾 1-4","18","18","0","31050","0","2021/11/01 16:00:00","101252","0","2","2021/11/19 15:59:59","bgm_M41","101253","0","610070121","bgm_M41","19","3","2","10070","100200","90","29","0","82"
"610070120","1","27","bgm_M41","300","0","0","0","10070201","10070205","101251","101251","bgm_M41","bgm_M41","0","1","20","bgm_M41","王城蘭德索爾 1-5","20","20","0","31018","0","2021/11/01 16:00:00","101252","0","2","2021/11/19 15:59:59","bgm_M41","101253","0","610070121","bgm_M41","20","3","2","10070","100190","90","30","0","257"
"610071101","0","-13","bgm_M41","120","0","0","0","10071101","10071101","100201","100201","bgm_M41","bgm_M41","0","1","8","bgm_M41","祈願海岸周圍 1-1","8","8","0","0","0","2021/11/18 16:00:00","100202","0","1","2021/11/27 15:59:59","bgm_M41","100203","0","610071121","bgm_M41","1","0","0","10071","100110","90","0","0","-831"
"610071102","0","72","bgm_M41","120","0","0","0","10071101","10071102","100201","100201","bgm_M41","bgm_M41","0","1","8","bgm_M41","祈願海岸周圍 1-2","8","8","0","0","0","2021/11/18 16:00:00","100202","0","1","2021/11/27 15:59:59","bgm_M41","100203","0","610071121","bgm_M41","2","0","0","10071","100480","90","0","0","-640"
"610071103","0","-45","bgm_M41","120","0","0","0","10071101","10071103","100201","100201","bgm_M41","bgm_M41","0","1","8","bgm_M41","祈願海岸周圍 1-3","8","8","0","0","0","2021/11/18 16:00:00","100202","0","1","2021/11/27 15:59:59","bgm_M41","100203","0","610071121","bgm_M41","3","0","0","10071","100480","90","0","0","-506"
"610071104","0","-103","bgm_M41","120","0","0","0","10071101","10071104","100021","100021","bgm_M41","bgm_M41","0","1","8","bgm_M41","祈願海岸周圍 1-4","8","8","0","0","0","2021/11/18 16:00:00","100022","0","1","2021/11/27 15:59:59","bgm_M41","100023","0","610071121","bgm_M41","4","0","0","10071","100020","90","0","0","-293"
"610071105","0","18","bgm_M41","120","0","0","0","10071101","10071105","100021","100021","bgm_M41","bgm_M41","0","1","8","bgm_M41","祈願海岸周圍 1-5","8","8","0","0","0","2021/11/18 16:00:00","100022","0","1","2021/11/27 15:59:59","bgm_M41","100023","0","610071121","bgm_M41","5","0","0","10071","100560","90","0","0","-127"
"610071106","0","56","bgm_M41","135","0","0","0","10071101","10071106","100021","100021","bgm_M41","bgm_M41","0","1","9","bgm_M41","祈願海岸周圍 1-6","9","9","0","0","0","2021/11/18 16:00:00","100022","0","1","2021/11/27 15:59:59","bgm_M41","100023","0","610071121","bgm_M41","6","0","0","10071","100020","90","0","0","77"
"610071107","0","-61","bgm_M41","135","0","0","0","10071101","10071107","100021","100021","bgm_M41","bgm_M41","0","1","9","bgm_M41","祈願海岸周圍 1-7","9","9","0","0","0","2021/11/18 16:00:00","100022","0","1","2021/11/27 15:59:59","bgm_M41","100023","0","610071122","bgm_M41","7","0","0","10071","100560","90","0","0","243"
"610071108","0","27","bgm_M41","135","0","0","0","10071101","10071108","102521","102521","bgm_M41","bgm_M41","0","1","9","bgm_M41","祈願海岸周圍 1-8","9","9","0","0","0","2021/11/18 16:00:00","102522","0","1","2021/11/27 15:59:59","bgm_M41","102523","0","610071121","bgm_M41","8","0","0","10071","100430","90","0","0","436"
"610071109","0","-62","bgm_M41","135","0","0","0","10071101","10071109","102521","102521","bgm_M41","bgm_M41","0","1","9","bgm_M41","祈願海岸周圍 1-9","9","9","0","0","0","2021/11/18 16:00:00","102522","0","1","2021/11/27 15:59:59","bgm_M41","102523","0","610071121","bgm_M41","9","0","0","10071","100440","90","0","0","617"
"610071110","0","54","bgm_M41","135","0","0","0","10071101","10071110","102521","102521","bgm_M41","bgm_M41","0","1","9","bgm_M41","祈願海岸周圍 1-10","9","9","0","0","0","2021/11/18 16:00:00","102522","0","1","2021/11/27 15:59:59","bgm_M41","102523","0","610071121","bgm_M41","10","0","0","10071","100430","90","0","0","790"
"610071111","0","-128","bgm_M41","150","0","0","0","10071102","10071111","102531","102531","bgm_M41","bgm_M41","0","1","10","bgm_M41","繁星降臨的銀河 1-11","10","10","0","0","0","2021/11/18 16:00:00","102532","0","1","2021/11/27 15:59:59","bgm_M41","102533","0","610071121","bgm_M41","11","0","0","10071","100630","90","0","0","-416"
"610071112","0","27","bgm_M41","150","0","0","0","10071102","10071112","102531","102531","bgm_M41","bgm_M41","0","1","10","bgm_M41","繁星降臨的銀河 1-12","10","10","0","0","0","2021/11/18 16:00:00","102532","0","1","2021/11/27 15:59:59","bgm_M41","102533","0","610071121","bgm_M41","12","0","0","10071","100631","90","0","0","-220"
"610071113","0","-106","bgm_M41","150","0","0","0","10071102","10071113","102531","102531","bgm_M41","bgm_M41","0","1","10","bgm_M41","繁星降臨的銀河 1-13","10","10","0","0","0","2021/11/18 16:00:00","102532","0","1","2021/11/27 15:59:59","bgm_M41","102533","0","610071121","bgm_M41","13","0","0","10071","100630","90","0","0","-76"
"610071114","0","92","bgm_M41","150","0","0","0","10071102","10071114","102531","102531","bgm_M41","bgm_M41","0","1","10","bgm_M41","繁星降臨的銀河 1-14","10","10","0","0","0","2021/11/18 16:00:00","102532","0","1","2021/11/27 15:59:59","bgm_M41","102533","0","610071121","bgm_M41","14","0","0","10071","100631","90","0","0","77"
"610071115","0","-59","bgm_M41","150","0","0","0","10071102","10071115","102531","102531","bgm_M41","bgm_M41","0","1","10","bgm_M41","繁星降臨的銀河 1-15","10","10","0","0","0","2021/11/18 16:00:00","102532","0","1","2021/11/27 15:59:59","bgm_M41","102533","0","610071123","bgm_M41","15","0","0","10071","100630","90","0","0","266"
"610071116","1","-77","bgm_M41","240","0","0","0","10071201","10071201","102541","102541","bgm_M41","bgm_M41","0","1","16","bgm_M41","繁星降臨的銀河 1-1","16","16","0","31132","0","2021/11/18 16:00:00","102542","0","2","2021/11/27 15:59:59","bgm_M41","102543","0","610071121","bgm_M41","16","3","2","10071","100630","90","28","0","-539"
"610071117","1","58","bgm_M41","240","0","0","0","10071201","10071202","102541","102541","bgm_M41","bgm_M41","0","1","16","bgm_M41","繁星降臨的銀河 1-2","16","16","0","31027","0","2021/11/18 16:00:00","102542","0","2","2021/11/27 15:59:59","bgm_M41","102543","0","610071121","bgm_M41","17","3","2","10071","100631","90","28","0","-328"
"610071118","1","-178","bgm_M41","270","0","0","0","10071201","10071203","102541","102541","bgm_M41","bgm_M41","0","1","18","bgm_M41","繁星降臨的銀河 1-3","18","18","0","31132","0","2021/11/18 16:00:00","102542","0","2","2021/11/27 15:59:59","bgm_M41","102543","0","610071121","bgm_M41","18","3","2","10071","100630","90","29","0","-255"
"610071119","1","-82","bgm_M41","270","0","0","0","10071201","10071204","102541","102541","bgm_M41","bgm_M41","0","1","18","bgm_M41","繁星降臨的銀河 1-4","18","18","0","31027","0","2021/11/18 16:00:00","102542","0","2","2021/11/27 15:59:59","bgm_M41","102543","0","610071121","bgm_M41","19","3","2","10071","100631","90","29","0","132"
"610071120","1","49","bgm_M41","300","0","0","0","10071201","10071205","102541","102541","bgm_M41","bgm_M41","0","1","20","bgm_M41","繁星降臨的銀河 1-5","20","20","0","31132","0","2021/11/18 16:00:00","102542","0","2","2021/11/27 15:59:59","bgm_M41","102543","0","610071121","bgm_M41","20","3","2","10071","100630","90","30","0","315"
"610072101","0","70","bgm_M41","120","0","0","0","10072101","10072101","102591","102591","bgm_M41","bgm_M41","0","1","8","bgm_M41","慈樂之音夏日演唱會會場 1-1","8","8","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","1","0","0","10072","100110","90","0","0","-840"
"610072102","0","-50","bgm_M41","120","0","0","0","10072101","10072102","102591","102591","bgm_M41","bgm_M41","0","1","8","bgm_M41","慈樂之音夏日演唱會會場 1-2","8","8","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","2","0","0","10072","100480","90","0","0","-710"
"610072103","0","60","bgm_M41","120","0","0","0","10072101","10072103","102591","102591","bgm_M41","bgm_M41","0","1","8","bgm_M41","慈樂之音夏日演唱會會場 1-3","8","8","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","3","0","0","10072","100110","90","0","0","-600"
"610072104","0","120","bgm_M41","120","0","0","0","10072101","10072104","102591","102591","bgm_M41","bgm_M41","0","1","8","bgm_M41","慈樂之音夏日演唱會會場 1-4","8","8","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","4","0","0","10072","100110","90","0","0","-420"
"610072105","0","-60","bgm_M41","120","0","0","0","10072101","10072105","102591","102591","bgm_M41","bgm_M41","0","1","8","bgm_M41","慈樂之音夏日演唱會會場 1-5","8","8","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","5","0","0","10072","100480","90","0","0","-470"
"610072106","0","-30","bgm_M41","135","0","0","0","10072101","10072106","102591","102591","bgm_M41","bgm_M41","0","1","9","bgm_M41","慈樂之音夏日演唱會會場 1-6","9","9","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","6","0","0","10072","100480","90","0","0","-290"
"610072107","0","100","bgm_M41","135","0","0","0","10072101","10072107","102591","102591","bgm_M41","bgm_M41","0","1","9","bgm_M41","慈樂之音夏日演唱會會場 1-7","9","9","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072122","bgm_M41","7","0","0","10072","100110","90","0","0","-150"
"610072108","0","120","bgm_M41","135","0","0","0","10072101","10072108","102591","102591","bgm_M41","bgm_M41","0","1","9","bgm_M41","慈樂之音夏日演唱會會場 1-8","9","9","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","8","0","0","10072","100480","90","0","0","70"
"610072109","0","-50","bgm_M41","135","0","0","0","10072101","10072109","102591","102591","bgm_M41","bgm_M41","0","1","9","bgm_M41","慈樂之音夏日演唱會會場 1-9","9","9","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","9","0","0","10072","100480","90","0","0","-40"
"610072110","0","-180","bgm_M41","135","0","0","0","10072101","10072110","102591","102591","bgm_M41","bgm_M41","0","1","9","bgm_M41","慈樂之音夏日演唱會會場 1-10","9","9","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","10","0","0","10072","100480","90","0","0","100"
"610072111","0","-25","bgm_M41","150","0","0","0","10072101","10072111","102591","102591","bgm_M41","bgm_M41","0","1","10","bgm_M41","慈樂之音夏日演唱會會場 1-11","10","10","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","11","0","0","10072","100480","90","0","0","235"
"610072112","0","50","bgm_M41","150","0","0","0","10072101","10072112","102591","102591","bgm_M41","bgm_M41","0","1","10","bgm_M41","慈樂之音夏日演唱會會場 1-12","10","10","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","12","0","0","10072","100110","90","0","0","400"
"610072113","0","-150","bgm_M41","150","0","0","0","10072101","10072113","102591","102591","bgm_M41","bgm_M41","0","1","10","bgm_M41","慈樂之音夏日演唱會會場 1-13","10","10","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","13","0","0","10072","100110","90","0","0","370"
"610072114","0","-67","bgm_M41","150","0","0","0","10072101","10072114","102591","102591","bgm_M41","bgm_M41","0","1","10","bgm_M41","慈樂之音夏日演唱會會場 1-14","10","10","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072121","bgm_M41","14","0","0","10072","100180","90","0","0","527"
"610072115","0","-79","bgm_M41","150","0","0","0","10072101","10072115","102591","102591","bgm_M41","bgm_M41","0","1","10","bgm_M41","慈樂之音夏日演唱會會場 1-15","10","10","0","0","0","2021/12/02 16:00:00","102592","0","1","2021/12/20 15:59:59","bgm_M41","102593","0","610072123","bgm_M41","15","0","0","10072","100180","90","0","0","700"
"610072116","1","47","bgm_M41","240","0","0","0","10072201","10072201","102601","102601","bgm_M41","bgm_M41","0","1","16","bgm_M41","慈樂之音夏日演唱會會場 1-1","16","16","0","31174","0","2021/12/02 16:00:00","102602","0","2","2021/12/20 15:59:59","bgm_M41","102603","0","610072121","bgm_M41","16","3","2","10072","100480","90","28","0","-520"
"610072117","1","-70","bgm_M41","240","0","0","0","10072201","10072202","102601","102601","bgm_M41","bgm_M41","0","1","16","bgm_M41","慈樂之音夏日演唱會會場 1-2","16","16","0","31109","0","2021/12/02 16:00:00","102602","0","2","2021/12/20 15:59:59","bgm_M41","102603","0","610072121","bgm_M41","17","3","2","10072","100480","90","28","0","-325"
"610072118","1","37","bgm_M41","270","0","0","0","10072201","10072203","102601","102601","bgm_M41","bgm_M41","0","1","18","bgm_M41","慈樂之音夏日演唱會會場 1-3","18","18","0","31174","0","2021/12/02 16:00:00","102602","0","2","2021/12/20 15:59:59","bgm_M41","102603","0","610072121","bgm_M41","18","3","2","10072","100110","90","29","0","-130"
"610072119","1","-130","bgm_M41","270","0","0","0","10072201","10072204","102601","102601","bgm_M41","bgm_M41","0","1","18","bgm_M41","慈樂之音夏日演唱會會場 1-4","18","18","0","31109","0","2021/12/02 16:00:00","102602","0","2","2021/12/20 15:59:59","bgm_M41","102603","0","610072121","bgm_M41","19","3","2","10072","100110","90","29","0","-20"
"610072120","1","-90","bgm_M41","300","0","0","0","10072201","10072205","102601","102601","bgm_M41","bgm_M41","0","1","20","bgm_M41","慈樂之音夏日演唱會會場 1-5","20","20","0","31174","0","2021/12/02 16:00:00","102602","0","2","2021/12/20 15:59:59","bgm_M41","102603","0","610072121","bgm_M41","20","3","2","10072","100180","90","30","0","285"
"610073101","0","-16","bgm_M41","120","0","0","0","10073101","10073101","100013","100011","bgm_M41","bgm_M41","0","1","8","bgm_M41","海灘運動公園 1-1","8","8","0","0","0","2021/12/17 16:00:00","100012","0","1","2021/12/26 15:59:59","bgm_M41","100013","0","610073121","bgm_M41","1","0","0","10073","100020","90","0","0","-1040"
"610073102","0","-195","bgm_M41","120","0","0","0","10073101","10073102","100013","100011","bgm_M41","bgm_M41","0","1","8","bgm_M41","海灘運動公園 1-2","8","8","0","0","0","2021/12/17 16:00:00","100012","0","1","2021/12/26 15:59:59","bgm_M41","100013","0","610073121","bgm_M41","2","0","0","10073","100020","90","0","0","-945"
"610073103","0","-51","bgm_M41","120","0","0","0","10073101","10073103","100013","100011","bgm_M41","bgm_M41","0","1","8","bgm_M41","海灘運動公園 1-3","8","8","0","0","0","2021/12/17 16:00:00","100012","0","1","2021/12/26 15:59:59","bgm_M41","100013","0","610073121","bgm_M41","3","0","0","10073","100020","90","0","0","-809"
"610073104","0","21","bgm_M41","120","0","0","0","10073101","10073104","100016","100014","bgm_M41","bgm_M41","0","1","8","bgm_M41","海灘運動公園 1-4","8","8","0","0","0","2021/12/17 16:00:00","100015","0","1","2021/12/26 15:59:59","bgm_M41","100016","0","610073121","bgm_M41","4","0","0","10073","100020","90","0","0","-630"
"610073105","0","-211","bgm_M41","120","0","0","0","10073101","10073105","100016","100014","bgm_M41","bgm_M41","0","1","8","bgm_M41","海灘運動公園 1-5","8","8","0","0","0","2021/12/17 16:00:00","100015","0","1","2021/12/26 15:59:59","bgm_M41","100016","0","610073121","bgm_M41","5","0","0","10073","100020","90","0","0","-599"
"610073106","0","-73","bgm_M41","135","0","0","0","10073101","10073106","100016","100014","bgm_M41","bgm_M41","0","1","9","bgm_M41","海灘運動公園 1-6","9","9","0","0","0","2021/12/17 16:00:00","100015","0","1","2021/12/26 15:59:59","bgm_M41","100016","0","610073121","bgm_M41","6","0","0","10073","100020","90","0","0","-431"
"610073107","0","24","bgm_M41","135","0","0","0","10073101","10073107","100019","100017","bgm_M41","bgm_M41","0","1","9","bgm_M41","海灘運動公園 1-7","9","9","0","0","0","2021/12/17 16:00:00","100018","0","1","2021/12/26 15:59:59","bgm_M41","100019","0","610073122","bgm_M41","7","0","0","10073","100020","90","0","0","-228"
"610073108","0","59","bgm_M41","135","0","0","0","10073101","10073108","100019","100017","bgm_M41","bgm_M41","0","1","9","bgm_M41","海灘運動公園 1-8","9","9","0","0","0","2021/12/17 16:00:00","100018","0","1","2021/12/26 15:59:59","bgm_M41","100019","0","610073121","bgm_M41","8","0","0","10073","100020","90","0","0","-7"
"610073109","0","-165","bgm_M41","135","0","0","0","10073101","10073109","102593","102591","bgm_M41","bgm_M41","0","1","9","bgm_M41","海灘運動公園 1-9","9","9","0","0","0","2021/12/17 16:00:00","102592","0","1","2021/12/26 15:59:59","bgm_M41","102593","0","610073121","bgm_M41","9","0","0","10073","100640","90","0","0","-128"
"610073110","0","-205","bgm_M41","135","0","0","0","10073101","10073110","102593","102591","bgm_M41","bgm_M41","0","1","9","bgm_M41","海灘運動公園 1-10","9","9","0","0","0","2021/12/17 16:00:00","102592","0","1","2021/12/26 15:59:59","bgm_M41","102593","0","610073121","bgm_M41","10","0","0","10073","100640","90","0","0","155"
"610073111","0","21","bgm_M41","150","0","0","0","10073101","10073111","102593","102591","bgm_M41","bgm_M41","0","1","10","bgm_M41","海灘運動公園 1-11","10","10","0","0","0","2021/12/17 16:00:00","102592","0","1","2021/12/26 15:59:59","bgm_M41","102593","0","610073121","bgm_M41","11","0","0","10073","100640","90","0","0","257"
"610073112","0","-116","bgm_M41","150","0","0","0","10073101","10073112","102593","102591","bgm_M41","bgm_M41","0","1","10","bgm_M41","海灘運動公園 1-12","10","10","0","0","0","2021/12/17 16:00:00","102592","0","1","2021/12/26 15:59:59","bgm_M41","102593","0","610073121","bgm_M41","12","0","0","10073","100640","90","0","0","434"
"610073113","0","126","bgm_M41","150","0","0","0","10073101","10073113","102593","102591","bgm_M41","bgm_M41","0","1","10","bgm_M41","海灘運動公園 1-13","10","10","0","0","0","2021/12/17 16:00:00","102592","0","1","2021/12/26 15:59:59","bgm_M41","102593","0","610073121","bgm_M41","13","0","0","10073","100110","90","0","0","622"
"610073114","0","-87","bgm_M41","150","0","0","0","10073101","10073114","102593","102591","bgm_M41","bgm_M41","0","1","10","bgm_M41","海灘運動公園 1-14","10","10","0","0","0","2021/12/17 16:00:00","102592","0","1","2021/12/26 15:59:59","bgm_M41","102593","0","610073121","bgm_M41","14","0","0","10073","100110","90","0","0","657"
"610073115","0","-101","bgm_M41","150","0","0","0","10073101","10073115","102593","102591","bgm_M41","bgm_M41","0","1","10","bgm_M41","海灘運動公園 1-15","10","10","0","0","0","2021/12/17 16:00:00","102592","0","1","2021/12/26 15:59:59","bgm_M41","102593","0","610073123","bgm_M41","15","0","0","10073","100110","90","0","0","907"
"610073116","1","0","bgm_M41","240","0","0","0","10073201","10073201","100363","100361","bgm_M41","bgm_M41","0","1","16","bgm_M41","海灘運動公園 1-1","16","16","0","31135","0","2021/12/17 16:00:00","100362","0","2","2021/12/26 15:59:59","bgm_M41","100363","0","610073121","bgm_M41","16","3","2","10073","100020","90","28","0","-500"
