358b178e44fa8715d1e791b0510de01dfb154a3c0e5258f0232b3aad5f189ee5,9d0effe25a642a07d745eb100773b6d1b28b19dd039fdb737eef59bb8dc744b1,3fa1f090d94851e0d694610e52c2d2fb9a2678b127539e52ecffa76d5758381e,af701c3447eb8ae74b44d4b5013740c9739d19c1c400da1a29f9da29da9f6d55,7d125e94a7e3ca1a9043276acb01c6f56e2c9adcf8d3829e85fb7b220ef71b33,466e71e603de2f670d8591c30b0f4e9c68db70618208a678627e5c2bba65cc86,18f629abebd43cc3452e6f423557988b745f47993f262f6b32f7e15e3ce89abc,16f0648cde51784a6f28682c97088eb9317e22b322ee2507f9d1183412af7916,bb47150bd5d612424e4c7fb411a6c79a967c791a2852004941b53b9fd0c91c44,e2009fc65fa278be5307ee3a62d56d694fa6470f114f2ade7cbb1e45cbe7b3ec,4a1541517450185b10e13f1aa508f31d4182ab1db3dcd4d831c204d161a44dc8
"0","132111","接下來要伸展手腳喔。\n打起精神來做吧。","0.5","7","10","5152066","11","66086","1","5"
"","5","0","","","","5152066","93","66087","",""
"","66086","","","0","","5152066","91","66088","0",""
"","131911","radio_stretch1_loop_surprise1","","1","0.3","5152066","3","66089","",""
"","132111","radio_stretch1_loop","","1","0.3","5152066","3","66090","",""
"","4","radio_stretch1_loop","","1","0.3","5152066","3","66091","",""
"","0.1","","","0","","5152066","93","66092","0",""
"","107511","radio_stretch1_loop","","1","0.3","5152066","3","66093","",""
"","107611","radio_stretch1_loop","","1","0.3","5152066","3","66094","",""
"","126911","radio_stretch1_loop","","1","0.3","5152066","3","66095","",""
"","110311","radio_stretch1_loop","","1","0.3","5152066","3","66096","",""
"","107811","radio_stretch1_loop","","1","0.3","5152066","3","66097","",""
"","113511","radio_stretch1_loop","","1","0.3","5152066","3","66098","",""
"","2","","","0","","5152066","93","66099","0",""
"","vo_rag","vo_rag_1005","","0","","5152066","21","66100","0",""
"0","131911","嘿咻、嘿咻……！","0.5","7","-10","5152066","11","66101","1","5"
"","5","0","","","","5152066","93","66102","",""
"","66101","","","0","","5152066","91","66103","0",""
"","0.3","0","","","","5152066","93","66104","",""
"","131911","radio_talk_normal","","1","0.3","5152066","3","66105","",""
"","132111","wish_idle_normal","","1","0.3","5152066","3","66106","",""
"","4","cool_idle","","1","0.3","5152066","3","66107","",""
"","0.1","0","","","","5152066","93","66108","",""
"","107511","idle_normal","","1","0.3","5152066","3","66109","",""
"","107611","wish_idle","","1","0.3","5152066","3","66110","",""
"","126911","wish_idle_normal","","1","0.3","5152066","3","66111","",""
"","110311","idle_normal","","1","0.3","5152066","3","66112","",""
"","107811","cool_idle","","1","0.3","5152066","3","66113","",""
"","113511","sad_idle_normal","","1","0.3","5152066","3","66114","",""
"","vo_rag","vo_rag_1006","","0","","5152066","21","66115","0",""
"0","131911","那麼，接著是側腰伸展運動。\n做的時候身體要彈回來喔。","0.5","8","-10","5152066","11","66116","1","5"
"","4.3","0","","","","5152066","93","66117","",""
"","66116","","","0","","5152066","91","66118","0",""
"","131911","radio_stretch2_loop","","1","0.2","5152066","3","66119","",""
"","132111","radio_stretch2_loop_normal2","","1","0.2","5152066","3","66120","",""
"","4","radio_stretch2_loop_talk2","","1","0.2","5152066","3","66121","",""
"","0.2","","","0","","5152066","93","66122","0",""
"","107511","radio_stretch2R_loop","","1","0.2","5152066","3","66123","",""
"","107611","radio_stretch2R_loop","","1","0.2","5152066","3","66124","",""
"","126911","radio_stretch2R_loop","","1","0.2","5152066","3","66125","",""
"","110311","radio_stretch2R_loop","","1","0.2","5152066","3","66126","",""
"","107811","radio_stretch2R_loop","","1","0.2","5152066","3","66127","",""
"","113511","radio_stretch2R_loop","","1","0.2","5152066","3","66128","",""
"","1.5","","","0","","5152066","93","66129","0",""
"0","4","呼、呼、呼……","0","14","-10","5152066","11","66130","1","5"
"","0.2","0","","","","5152066","93","66131","",""
"","vo_rag","vo_rag_1007","","0","","5152066","21","66132","0",""
"","2.5","0","","","","5152066","93","66133","",""
"","66130","","","0","","5152066","91","66134","0",""
"","vo_rag","vo_rag_1008","","0","","5152066","21","66135","0",""
"0","132111","真是俐落的動作……\n不愧是姊姊。","0.5","7","10","5152066","11","66136","1","5"
"","4.5","0","","","","5152066","93","66137","",""
"","66136","","","0","","5152066","91","66138","0",""
"","0.5","0","","","","5152066","93","66139","",""
"1","131911","radio_victory_in_normal2","","0","0.2","5152066","3","66140","radio_victory_loop_normal2","0"
"1","132111","radio_victory_in_normal2","","0","0.2","5152066","3","66141","radio_victory_loop_normal2","0"
"1","4","radio_victory_in","","0","0.2","5152066","3","66142","radio_victory_loop","0"
"","107511","idle_normal","","1","0.2","5152066","3","66143","",""
"","107611","wish_idle","","1","0.2","5152066","3","66144","",""
"","126911","wish_idle_normal","","1","0.2","5152066","3","66145","",""
"","110311","idle_normal","","1","0.2","5152066","3","66146","",""
"","107811","cool_idle","","1","0.2","5152066","3","66147","",""
"","113511","sad_idle_normal","","1","0.2","5152066","3","66148","",""
"","vo_rag","vo_rag_1009","","0","","5152066","21","66149","0",""
"0","131911","最後舉起雙手，勝利──！","0.5","9","-10","5152066","11","66150","1","5"
"","1.5","","","0","","5152066","93","66151","0",""
"1","107511","radio_victory_in_normal2","","0","0.2","5152066","3","66152","radio_victory_loop_normal2","0"
"1","107611","radio_victory_in_normal2","","0","0.2","5152066","3","66153","radio_victory_loop_normal2","0"
"1","126911","radio_victory_in","","0","0.2","5152066","3","66154","radio_victory_loop","0"
"1","110311","radio_victory_in_normal2","","0","0.2","5152066","3","66155","radio_victory_loop_normal2","0"
"1","107811","radio_victory_in_normal2","","0","0.2","5152066","3","66156","radio_victory_loop_normal2","0"
"1","113511","radio_victory_in_normal2","","0","0.2","5152066","3","66157","radio_victory_loop_normal2","0"
"","0.8","0","","","","5152066","93","66158","",""
"1","131911","radio_victory_out","","0","0.2","5152066","3","66159","radio_victory_idle","0"
"","1.8","0","","","","5152066","93","66160","",""
"","66150","","","0","","5152066","91","66161","0",""
"1","132111","radio_victory_out","","0","0.2","5152066","3","66162","radio_victory_idle","0"
"1","4","radio_victory_out_talk2","","0","0.2","5152066","3","66163","radio_victory_idle_talk2","0"
"1","107511","radio_victory_out","","0","0.2","5152066","3","66164","radio_victory_idle","0"
"1","107611","radio_victory_out","","0","0.2","5152066","3","66165","radio_victory_idle","0"
"1","126911","radio_victory_out","","0","0.2","5152066","3","66166","radio_victory_idle","0"
"1","110311","radio_victory_out","","0","0.2","5152066","3","66167","radio_victory_idle","0"
"1","107811","radio_victory_out","","0","0.2","5152066","3","66168","radio_victory_idle","0"
"1","113511","radio_victory_out","","0","0.2","5152066","3","66169","radio_victory_idle","0"
"","vo_rag","vo_rag_1010","","0","","5152066","21","66170","0",""
"0","2","0610_in","","","0","5152066","3","66171","",""
"0","bgm_MC173B","bgm_MC173B","","0.5","0","5152066","27","66172","0.5","1"
"","se_10058300","se_10058300_radio_finish","","0","","5152066","23","66173","",""
"","2","finish","","","","5152066","37","66174","",""
"","0.4","1","","0","","5152066","93","66175","0",""
"0","2","0610_mid","","0","0","5152066","3","66176","",""
"","","","","0","","5152066","92","66177","0",""
"0","2","0610_out","","0","0","5152066","3","66178","empty","0"
"","0.3","0","","0","","5152066","93","66179","0",""
"1","5","pack_vic_in","","0","0.2","5152066","3","66180","pack_vic_idle","0"
"","se_10058300","se_10058300_pack_appear","","0","","5152066","23","66181","",""
"","131911","radio_victory_idle","","1","0.2","5152066","3","66182","",""
"","0.1","","","0","","5152066","93","66183","0",""
"","132111","radio_victory_idle","","1","0.2","5152066","3","66184","",""
"","4","radio_victory_idle_talk2","","1","0.2","5152066","3","66185","",""
"","0.1","","","0","","5152066","93","66186","0",""
"","107511","radio_victory_lookup2_idle","","1","0.2","5152066","3","66187","",""
"","107611","radio_victory_lookup_idle","","1","0.2","5152066","3","66188","",""
"","126911","radio_victory_lookup_idle","","1","0.2","5152066","3","66189","",""
"","110311","radio_victory_lookup2_idle","","1","0.2","5152066","3","66190","",""
"","107811","radio_victory_lookup2_idle","","1","0.2","5152066","3","66191","",""
"","113511","radio_victory_lookup_idle","","1","0.2","5152066","3","66192","",""
"","0.3","","","0","","5152066","93","66193","0",""
"","vo_rag","vo_rag_1011","","0","","5152066","21","66194","0",""
"1","5","勝利──！","0","13","0","5152066","11","66195","1","5"
"","0","","","0","","5152066","91","66196","0",""
"","se_10058300","se_10058300_emotion_laugh","","0","","5152066","23","66197","",""
"","17","1","","","","5152066","32","66198","",""
"1","131911","smile2_joy","","0","0.2","5152066","3","66199","sad_idle_joy","0"
"","132111","wish_talk","","1","0.2","5152066","3","66200","",""
"1","4","doya_in_normal","","0","0.2","5152066","3","66201","doya_idle","0"
"1","107511","handsup_in","","0","0.2","5152066","3","66202","handsup_loop","0"
"","107611","wish_idle_dere","","1","0.2","5152066","3","66203","",""
"","126911","wish2_idle","","1","0.2","5152066","3","66204","",""
"","110311","joy_idle","","1","0.2","5152066","3","66205","",""
"1","107811","cool_in_dere2","","0","0.2","5152066","3","66206","cool_talk_dere2","0"
"","113511","wish_talk_joy_shy","","1","0.2","5152066","3","66207","",""
"","2","","","","","5152066","93","66208","",""
"","4","1","","","","5152066","32","66209","",""
"","1","","","","","5152066","93","66210","",""
"","0.5","0","","","","5152066","93","66211","",""
"","66213","","","","","5152066","101","66212","",""
"","bgm_MC173B","bgm_MC173B","","","","5152066","25","66213","",""
"","0","0","","","","5152066","22","66214","",""
"-254","1","107511","top_idle_normal","53","1.5","5152067","1","67001","-60","0"
"","0.5","0","","","","5152067","93","67002","",""
"","67004","","","","","5152067","101","67003","",""
"1","107511","top_doya_in","","0","0.2","5152067","3","67004","top_doya_talk","0"
"","vo_rag","vo_rag_0101","","0","","5152067","21","67005","0",""
"1","107511","我已經做好享受任何體操的準備了。一起加油吧！","0","8","80","5152067","11","67006","1","-92"
"","3.7","1","","","","5152067","93","67007","",""
"","0","0","","0","","5152067","102","67008","",""
"-254","1","107511","top_idle_normal","53","1.5","5152068","1","68001","-60","0"
"","0.5","0","","","","5152068","93","68002","",""
"","68004","","","","","5152068","101","68003","",""
"","107511","top_surprise3_loop","","1","0.2","5152068","3","68004","",""
"","vo_rag","vo_rag_0102","","0","","5152068","21","68005","0",""
"1","107511","做完體操後吃的飯……絕對會很美味唷☆","0","7","80","5152068","11","68006","1","-92"
"","3.6","1","","","","5152068","93","68007","",""
"","0","0","","0","","5152068","102","68008","",""
"-254","1","107611","top_idle_normal","53","1.5","5152069","1","69001","-60","0"
"","0.5","0","","","","5152069","93","69002","",""
"","69004","","","","","5152069","101","69003","",""
"","107611","top_sad_talk","","1","0.2","5152069","3","69004","",""
"","vo_rag","vo_rag_0201","","0","","5152069","21","69005","0",""
"1","107611","在下一定會把在此學到的體操告訴主人。","0","6","80","5152069","11","69006","1","-92"
"","3.3","1","","","","5152069","93","69007","",""
"","0","0","","0","","5152069","102","69008","",""
"-254","1","107611","top_idle_normal","53","1.5","5152070","1","70001","-60","0"
"","0.5","0","","","","5152070","93","70002","",""
"","70004","","","","","5152070","101","70003","",""
"","107611","top_wish_talk_normal","","1","0.2","5152070","3","70004","",""
"","vo_rag","vo_rag_0202","","0","","5152070","21","70005","0",""
"1","107611","蓋上的印章就是努力的證明。這想必會成為重要的寶物吧。","0","8","80","5152070","11","70006","1","-92"
"","3.3","1","","","","5152070","93","70007","",""
"","0","0","","0","","5152070","102","70008","",""
"-254","1","107811","top_idle_normal","53","1.5","5152071","1","71001","-60","0"
"","0.5","0","","","","5152071","93","71002","",""
"","71004","","","","","5152071","101","71003","",""
"1","107811","top_cool_in","","0","0.2","5152071","3","71004","top_cool_talk","0"
"","vo_rag","vo_rag_0301","","0","","5152071","21","71005","0",""
"1","107811","好了，打起精神好好地做。動作不確實的話可是會受傷的。","0","7","80","5152071","11","71006","1","-92"
"","3.8","1","","","","5152071","93","71007","",""
"","0","0","","0","","5152071","102","71008","",""
"-254","1","107811","top_idle_normal","53","1.5","5152072","1","72001","-60","0"
"","0.5","0","","","","5152072","93","72002","",""
"","72004","","","","","5152072","101","72003","",""
"1","107811","top_armcrossed_talk_shy","","0","0.2","5152072","3","72004","top_armcrossed_talk_nervous","0.2"
"","vo_rag","vo_rag_0302","","0","","5152072","21","72005","0",""
"1","107811","又不是小孩子，哪會為了蓋章而開心……感覺還不壞呢。","0","8","80","5152072","11","72006","1","-92"
"","3.2","1","","","","5152072","93","72007","",""
"","0","0","","0","","5152072","102","72008","",""
"-254","1","131911","top_idle_normal","53","1.5","5152073","1","73001","-60","0"
"","0.5","0","","","","5152073","93","73002","",""
"","73004","","","","","5152073","101","73003","",""
"","131911","top_wish_talk_joy","","1","0.2","5152073","3","73004","",""
"","vo_rag","vo_rag_0401","","0","","5152073","21","73005","0",""
"1","131911","居然能在夏日的海邊做廣播體操，我非～常期待呢！","0","8","80","5152073","11","73006","1","-92"
"","3.6","1","","","","5152073","93","73007","",""
"","0","0","","0","","5152073","102","73008","",""
"-254","1","131911","top_idle_normal","53","1.5","5152074","1","74001","-60","0"
"","0.5","0","","","","5152074","93","74002","",""
"","74004","","","","","5152074","101","74003","",""
"","131911","top_gutsB_talk","","1","0.2","5152074","3","74004","","0"
"","vo_rag","vo_rag_0402","","0","","5152074","21","74005","0",""
"1","131911","還可以學到大家的體操呢。我會拚命努力的！","0","7","80","5152074","11","74006","1","-92"
"","3.6","1","","","","5152074","93","74007","",""
"","0","0","","0","","5152074","102","74008","",""
"-330","1","131911","empty","60","1.9","5152075","1","75001","-10","0"
"-330","1","1","empty","61","1.9","5152075","5","75002","-10","0"
"-315","1","132111","empty","58","1.9","5152075","1","75003","-192","0"
"-315","1","2","empty","59","1.9","5152075","5","75004","-192","0"
"-312","4","4","empty","57","1.9","5152075","5","75005","163","0"
"-165","1","107511","empty","54","1.75","5152075","1","75006","-132","0"
"-175","1","107811","empty","55","1.75","5152075","1","75007","-292","0"
"-190","1","107611","empty","56","1.75","5152075","1","75008","-452","0"
"-165","1","110311","empty","51","1.75","5152075","1","75009","105","1"
"-175","1","126911","empty","52","1.75","5152075","1","75010","265","1"
"-190","1","113511","empty","53","1.75","5152075","1","75011","425","1"
"-324","5","5","empty","59","1.9","5152075","5","75012","15","0"
"1","90","90","","0","0","5152075","31","75013","0",""
"","0","0","","","","5152075","91","75014","",""
"","0.6","0","","","","5152075","93","75015","",""
"","90","1","","","","5152075","32","75016","",""
"","0.1","0","","","","5152075","93","75017","",""
"","131911","comp_victory_F_noFace","","0","0","5152075","3","75018","",""
"","1","comp_victory_F_emilia","","0","0","5152075","3","75019","",""
"","132111","comp_victory_F_noFace","","0","0","5152075","3","75020","",""
"","2","comp_victory_F_rem","","0","0","5152075","3","75021","",""
"","4","comp_victory_F","","0","0","5152075","3","75022","",""
"","107511","comp_victory_B","","0","0","5152075","3","75023","",""
"","107811","comp_victory_B","","0","0","5152075","3","75024","",""
"","107611","comp_victory_B_kokkoro","","0","0","5152075","3","75025","",""
"","110311","comp_victory_B","","0","0","5152075","3","75026","",""
"","126911","comp_victory_B","","0","0","5152075","3","75027","",""
"","113511","comp_victory_B","","0","0","5152075","3","75028","",""
"1","5","pack_comp_vic_in","","0","0","5152075","3","75029","pack_comp_vic_idle","0"
"","4.5","0","","","","5152075","93","75030","",""
"","90","out","","","","5152075","37","75031","",""
"0","131911","1","","1","0.1","5152075","6","75032","1","0"
"0","1","1","","1","0.1","5152075","6","75033","1","0"
"0","132111","1","","1","0.1","5152075","6","75034","1","0"
"0","2","1","","1","0.1","5152075","6","75035","1","0"
"0","4","1","","1","0.1","5152075","6","75036","1","0"
"0","107511","1","","1","0.1","5152075","6","75037","1","0"
"0","107811","1","","1","0.1","5152075","6","75038","1","0"
"0","107611","1","","1","0.1","5152075","6","75039","1","0"
"0","110311","1","","1","0.1","5152075","6","75040","1","0"
"0","126911","1","","1","0.1","5152075","6","75041","1","0"
"0","113511","1","","1","0.1","5152075","6","75042","1","0"
"0","5","1","","1","0.1","5152075","6","75043","1","0"
"","1","0","","","","5152075","93","75044","",""
