5cec602654222bb3062cfe0635a9ace0883b355c7cbf240ec602697365489c76,de503f3ce2a9ff121e6bda29ba3cd07dc648c1d5166735a3f2d7f2a8a9ea0bd0,9ca1bf921db025f5f6568a899416633092d4e998c5ddd50dff2660700c5524c0,87f146937646abe02649592cc65f5311461d9812e28b6adcfd1d88b3a4384e53,8c2e61550fe06b3d7b83dcb7c2192a13b2945dae39a0c7a80d0d719d30944eab
"9","991006","-2.8","1.2","30090193"
"9","991005","-4.7","18.2","30090194"
"9","991005","-5.7","18.2","30090195"
"9","991005","-6.7","18.2","30090196"
"9","991005","-7.7","18.2","30090197"
"9","22","-10.2","-7.7","30090198"
"9","22","-16.6","-8.2","30090199"
"9","21","-17","-10.4","30090200"
"9","21","-17.4","-13","30090201"
"9","22","-19","-4.3","30090202"
"9","21","-17.8","-6.2","30090203"
"9","21","-18.2","-8.1","30090204"
"9","22","-21.3","15.1","30090205"
"9","22","-21.3","11.9","30090206"
"9","22","-19.4","17.1","30090207"
"9","991005","-18.7","16.2","30090208"
"9","991005","-19.7","16.2","30090209"
"9","991005","-20.7","16.2","30090210"
"9","991005","-21.7","16.2","30090211"
"9","991005","-22.7","16.2","30090212"
"9","21","-14.1","-23.3","30090213"
"9","21","-14.1","-21.3","30090214"
"9","23","-2.8","-9.5","30090216"
"9","21","0.1","-11.2","30090217"
"9","21","-2","-13.9","30090218"
"9","22","2","-7.5","30090221"
"9","23","-1.9","-0.5","30090222"
"9","23","-1.9","0.6","30090223"
"9","21","2.9","-1.2","30090224"
"9","21","-3","-3.3","30090225"
"9","21","-0.1","-3","30090227"
"9","21","3.2","1.7","30090228"
"9","21","0.7","4.1","30090229"
"9","22","1.8","11.6","30090230"
"9","21","4.2","19.8","30090231"
"9","21","4.2","23","30090232"
"9","23","-9.9","8.9","30090233"
"9","23","-10.5","5.6","30090234"
"9","23","-9.9","4.5","30090235"
"9","21","-19.5","21.3","30090236"
"9","23","-19.4","-22","30090243"
"9","23","-17.4","-22","30090244"
"9","23","-18.4","-20","30090245"
"9","991004","-20.7","-6.6","30090246"
"9","991003","-21.2","-6.6","30090247"
"9","991003","-21.6","-14.3","30090248"
"9","991004","-20.3","-14.3","30090249"
"9","991001","-5.2","-13.1","30090250"
"9","991002","-5.2","-12.7","30090251"
"9","991001","-4.2","-6.6","30090252"
"9","991002","-4.2","-5.2","30090253"
"9","991002","-7.2","2.8","30090254"
"9","991001","-7.2","1.4","30090255"
"9","991001","-4.2","5.9","30090256"
"9","991002","-4.2","6.3","30090257"
"9","991003","-13.6","17.8","30090258"
"9","991004","-12.3","17.8","30090259"
"9","991001","-13.2","4.4","30090260"
"9","991002","-13.2","5.8","30090261"
"10","990001","-21.2","19","30100003"
"10","990001","-21.2","-4","30100004"
"10","991003","3","5.8","30100019"
"10","991002","3.4","6","30100020"
"10","1","-22","-11.2","30100035"
"10","1","-18.8","-8.4","30100038"
"10","2","-14","-15.6","30100040"
"10","2","-14","-7.4","30100041"
"10","1","-11.2","-9.6","30100042"
"10","1","-13.2","-18.8","30100046"
"10","1","-11.2","-20.4","30100047"
"10","2","-8.1","-20","30100048"
"10","1","-6.7","-14.9","30100051"
"10","3","-6","-10.9","30100052"
"10","1","-11","-5.8","30100055"
"10","3","-5.7","-8.7","30100058"
"10","1","-4.8","-17","30100062"
"10","2","-5.1","-12.5","30100064"
"10","1","-2.7","-19","30100067"
"10","1","1.3","-18.4","30100069"
"10","1","2.7","-16.9","30100070"
"10","1","0.4","-22","30100072"
"10","3","-1.9","-13.8","30100077"
"10","1","6.8","-20.4","30100078"
"10","1","9.9","-18.4","30100079"
"10","2","3.5","-12.8","30100080"
"10","1","9.5","-11.7","30100081"
"10","2","0.1","-6.1","30100088"
"10","1","7.4","-6.3","30100090"
"10","3","0.8","1","30100096"
"10","1","-0.9","2.6","30100097"
"10","1","1.1","7.2","30100099"
"10","1","3.7","1.7","30100102"
"10","1","2.7","13.9","30100110"
"10","1","-1.7","8.6","30100113"
"10","1","-7","8.5","30100114"
"10","2","0.9","10.9","30100115"
"10","2","-5","15","30100116"
"10","3","-0.3","13.9","30100117"
"10","3","-9.9","11.1","30100119"
"10","1","-13.6","14.9","30100123"
"10","3","-18.9","16.5","30100124"
"10","3","-17.9","13.1","30100125"
"10","1","-13.9","8.9","30100127"
"10","1","-21.8","15","30100131"
"10","3","-19.3","11.7","30100132"
"10","2","-21.8","9.5","30100133"
"10","1","-21.6","4.3","30100134"
"10","1","-19.8","1.5","30100136"
"10","3","-18.8","5.8","30100138"
"10","3","-17.2","4.1","30100139"
"10","1","-15.5","1.9","30100141"
"10","2","-14.1","5.9","30100143"
"10","3","-13.1","-0.8","30100144"
"10","3","-11.4","3.7","30100145"
"10","3","-4.9","0.7","30100147"
"10","1","-7.5","-0.6","30100148"
"10","1","-2.5","-1.2","30100154"
"10","2","-15.3","-5","30100157"
"10","1","-17.7","-5.6","30100158"
"10","1","-22","-1.9","30100159"
"10","2","-21.9","-6.8","30100160"
"10","1","-17.7","-15","30100163"
"10","1","7.1","5.1","30100167"
"10","3","-2.2","4.2","30100171"
"10","1","-5","4","30100172"
"10","990001","-4.2","-10","30100173"
"10","991001","-20.1","13","30100179"
"10","991004","-19.6","13.3","30100181"
"10","991005","-7.7","-5.8","30100186"
"10","991005","-6.7","-5.8","30100187"
"10","991005","-5.7","-5.8","30100188"
"10","991005","-4.6","-5.8","30100189"
"10","2","0.5","-3","30100190"
"10","2","2","-3.2","30100191"
"10","2","1.9","-6.2","30100192"
"10","991005","-0.6","-4.8","30100193"
"10","991005","0.4","-4.8","30100194"
"10","991005","1.4","-4.8","30100195"
"10","991005","2.4","-4.8","30100196"
"10","1","2.9","16.8","30100197"
"10","991006","4.2","13.3","30100198"
"10","991006","4.2","14.4","30100199"
"10","991006","4.2","15.6","30100200"
"10","991006","4.2","16.8","30100201"
"10","991006","4.2","18","30100202"
"10","3","-1.2","14.5","30100203"
"10","1","-10","7.1","30100204"
"10","991006","-5.8","11","30100206"
"10","991006","-5.8","9.8","30100207"
"10","991006","-5.8","8.6","30100208"
"10","991006","-5.8","7.4","30100209"
"10","991006","-5.8","6.2","30100210"
"10","2","6.9","11.1","30100212"
"10","2","8.3","15.6","30100213"
"10","1","0.3","17.9","30100224"
"10","1","-7.9","22.3","30100227"
"10","1","-18.7","21.7","30100232"
"10","1","-16.4","17","30100233"
"10","1","-9.7","17.1","30100234"
"10","3","-10.8","23.2","30100236"
"10","2","-15.3","21.4","30100237"
"10","3","-0.4","15.2","30100240"
"10","2","3.4","21.2","30100241"
"10","2","-2.3","23.1","30100245"
"10","3","7.4","-3.1","30100247"
"10","3","7.1","-2.1","30100249"
"10","3","7.6","-2.6","30100250"
"10","3","-11.8","4.7","30100254"
"10","3","-10.8","4.4","30100255"
"10","2","7.2","1.4","30100256"
"10","3","-18.5","10.8","30100257"
"10","3","6.1","-14.6","30100258"
"10","2","-5","-4.2","30100259"
"10","3","-11.1","11.3","30100262"
"10","3","-10.4","12.2","30100263"
"10","3","-18.5","17.4","30100264"
"10","3","-21.3","-15.2","30100265"
"10","3","-22.2","-15","30100266"
"10","2","-3","15.7","30100267"
"10","3","5.9","-9","30100269"
"10","3","1.6","-9.5","30100270"
"10","2","3.7","-22.7","30100271"
"10","3","-21.7","-15.9","30100272"
"10","990001","4.8","-6","30100273"
"11","990001","-22.5","17.1","30110013"
"11","991004","-19","-8.2","30110074"
"11","990001","-22.5","-16","30110076"
"11","991003","-9.4","2.8","30110193"
"11","991004","-8.3","2.8","30110194"
"11","991001","-16.6","11.8","30110204"
"11","991002","-16.6","12.2","30110205"
"11","991003","-20.6","-8.2","30110209"
"11","990001","-4.5","-11","30110213"
"11","991003","1.7","-6.4","30110214"
"11","991004","2.2","-6.4","30110215"
"11","991001","-15.2","-22.2","30110221"
"11","991002","-15.2","-21.8","30110222"
"11","991001","-18.6","-0.2","30110223"
"11","991002","-18.6","0.2","30110224"
"11","991001","-10.6","-22.7","30110233"
"11","991002","-10.6","-21.3","30110234"
"11","990001","-2.7","12","30110235"
"11","991006","-16.7","-4.2","30110236"
"11","991006","-16.7","-5.7","30110237"
"11","3","24.3","-25.5","30110238"
"11","1","24.5","-25.2","30110239"
"11","3","-22.7","8.5","30110240"
"11","1","-20.2","13.8","30110241"
"11","1","-22.7","5","30110242"
"11","3","-22.7","6.5","30110244"
"11","2","24.4","-25.4","30110245"
"11","2","-19.2","4.5","30110246"
"11","1","-15.6","2.9","30110250"
"11","1","-17.8","3","30110251"
"11","2","-13.4","8.2","30110252"
"11","3","-11.3","5.4","30110254"
"11","3","-11","3.6","30110255"
"11","1","-10.8","1.5","30110256"
"11","1","-11.2","-1.6","30110257"
"11","2","-13.8","1.5","30110259"
"11","2","-21.3","1.6","30110260"
"11","1","-22.8","1.6","30110261"
"11","2","-24","-0.5","30110262"
"11","2","-24","-2.7","30110263"
"11","3","-15.2","-4.2","30110264"
"11","3","-15.2","-5.3","30110265"
"11","3","-21.8","-5.9","30110266"
"11","3","-17.9","-4.3","30110267"
"11","3","-17.9","-5.3","30110268"
"11","3","-20.9","3.3","30110269"
"11","1","-21","-7","30110270"
"11","2","-19.8","-5.5","30110271"
"11","2","-17.1","-9.3","30110272"
"11","2","-17.2","-12.2","30110274"
"11","1","-22","-10","30110275"
"11","1","-22","-12","30110276"
"11","2","-16.5","-14.1","30110277"
"11","1","-15.9","-16.6","30110278"
"11","1","-16","-19.5","30110279"
"11","2","-14","-18.9","30110281"
"11","2","-13","-17","30110282"
"11","1","-13.8","-24","30110284"
"11","1","-20.6","-23.1","30110286"
"11","1","-17.7","-23.1","30110287"
"11","2","-22","-20","30110288"
"11","2","-22","-22","30110289"
"11","3","-19.3","-23.2","30110290"
"11","2","-11.5","-23.6","30110292"
"11","1","-11.9","-19.5","30110294"
"11","2","-8.4","-19","30110297"
"11","3","-8","-24.3","30110300"
"11","2","-5.4","-23.7","30110303"
"11","1","-2.9","-23.8","30110305"
"11","1","-1","-21.8","30110306"
"11","2","-1.2","-18","30110309"
"11","1","-4.1","-16.1","30110310"
"11","1","-2.2","-15","30110311"
"11","3","-5.8","-15.8","30110313"
"11","1","-11.8","-10.6","30110315"
"11","2","-7.6","-16.2","30110316"
"11","3","-6.1","-11.6","30110318"
"11","3","-7","-15","30110319"
"11","3","-15.1","-12.1","30110320"
"11","2","-14","-14.1","30110321"
"11","1","-6","-9.7","30110323"
"11","1","-8.8","-8.6","30110324"
"11","2","-6.1","-4.3","30110327"
"11","3","-8.8","-4.8","30110328"
"11","1","-2.7","-4.8","30110329"
"11","2","-2.2","-9","30110330"
"11","2","-1.7","-11.8","30110331"
"11","2","0.1","-9.8","30110332"
"11","3","0.3","-17.5","30110334"
"11","3","0.6","-11.7","30110335"
"11","3","-2","-10.5","30110336"
"11","1","1","-16","30110337"
"11","1","3.6","-15.3","30110338"
"11","3","5.1","-7.5","30110340"
"11","1","4","-10.2","30110341"
"11","2","-0.1","-5.2","30110343"
"11","2","0.3","-2.9","30110344"
"11","1","5.4","-3.3","30110346"
"11","1","4.2","-1","30110347"
"11","3","-7.9","4","30110348"
"11","2","-10","7","30110349"
"11","1","-6","7","30110351"
"11","1","-7","0","30110353"
"11","1","-4.9","0","30110354"
"11","2","-2.9","5.8","30110356"
"11","1","4","10.8","30110357"
"11","1","2.1","3","30110362"
"11","2","-12","-4","30110363"
"11","1","-12","-6","30110364"
"11","3","-9.6","-3","30110365"
"11","3","-10.5","-4.6","30110366"
"11","1","2.6","5.8","30110367"
"11","3","3.6","15.8","30110368"
"11","3","0.9","18.7","30110369"
"11","1","4.1","18.7","30110370"
"11","2","1.1","13.6","30110371"
"11","3","-1","15.8","30110373"
"11","1","-2","19","30110375"
"11","1","-6.9","22.8","30110376"
"11","2","-7.5","13.1","30110377"
"11","1","-5","13","30110378"
"11","3","-9","16","30110379"
"11","3","-8","15","30110380"
"11","2","-9.8","18.7","30110384"
"11","1","-11.2","11.1","30110392"
"11","3","-13.3","15.9","30110395"
"11","3","-13.3","14.5","30110396"
"11","3","-14","20.6","30110397"
"11","2","-17.5","18.6","30110398"
"11","1","-19.9","10.2","30110402"
"11","3","-22.8","15","30110406"
"11","2","-23.3","18.7","30110407"
"11","1","-22.9","21.3","30110408"
"11","2","-21.2","23.6","30110411"
"11","2","-18.2","23.6","30110412"
"11","991006","-5.7","-20.6","30110413"
"11","991006","-5.7","-19.4","30110414"
"11","2","-2.1","-2.8","30110417"
"11","2","0.7","-0.5","30110418"
"11","2","-1.4","-0.5","30110420"
"11","991005","1","-1.8","30110421"
"11","991005","-0.8","-1.8","30110422"
"11","991005","-2.3","-1.8","30110423"
"11","991005","-13.1","15.2","30110424"
"11","991005","-15","15.2","30110425"
"11","991005","-16.9","15.2","30110426"
"11","2","-19.2","7.8","30110430"
"11","3","-22.7","10.5","30110431"
"11","1","-19.9","16.7","30110432"
"11","991001","-4.8","16.5","30110433"
"11","991002","-4.8","17.5","30110434"
"11","991001","1.4","7.7","30110435"
"11","991002","1.4","8.3","30110436"
"11","991002","1.5","16","30110437"
"11","991003","1.3","15.6","30110438"
"11","991001","-17.1","5.5","30110439"
"11","991002","-17.1","6.5","30110440"
"11","3","-15.7","-9.2","30110441"
"11","3","-14.5","-11.3","30110442"
"11","3","-13.6","-9.3","30110443"
"11","3","-7.2","-19.4","30110444"
"11","3","-6.6","-18.7","30110445"
"11","3","-0.1","-19.8","30110446"
"11","3","-4.2","-20.2","30110447"
"11","3","-4","-19.2","30110448"
"11","3","6.1","3.1","30110449"
"11","3","4.6","2.1","30110450"
"11","3","6.1","4.7","30110451"
"11","3","6.1","8","30110452"
"11","3","-9.2","14.7","30110453"
"11","2","-2.8","9.7","30110455"
"11","3","-5.6","9.5","30110456"
"11","3","-8.4","8.4","30110457"
"11","3","-7.1","10.8","30110458"
"11","3","-13","10.1","30110459"
"11","3","-13.5","17.8","30110460"
"11","3","-16.9","14.5","30110461"
"11","3","-16.9","16","30110462"
"11","2","-5","21","30110463"
"11","2","-12.6","22.6","30110464"
"11","2","-8.4","-10.7","30110465"
"11","1","-6.9","-12.9","30110466"
