8a2a78365fdd09bc22e25e42fa8b6be052ccaa02b534f003b9ac98931f86b144,fb13f4a0d94fa20994e403a09c8d067b733d0f663c53557d3f13c11c21dd2392,095f1a04ee90ef46e780d737eaf6a6b0a81817194d136bcb6d96b9cdffd5a501,10d82356f71031cfc0d0f987bd7a44f393f755aaf7c63703bd858b0a6659c210,409c84f49dc66aef9b1a88da41a0226e47512977241562b1265357d8fab932ff,4ffc02be8061a59a4e2a089b6dfe8d8d503025f0babd9cebc6bbe47d1453e525,8175a56f3e46fbe86f8031b11d47c6c16dffd29e14096d9aa552ec0f01c65b58,4ff652190b2ebab187e17f4dde4ab70ee8708541c8ed9ea96e68e8fb8509f86f,dd6c2e898f9e19d936bb350bb4ba7b10b21592c9d3655d242a0826ac9d51b5c2,0379743861c061aa388e12e7b77e4342334fc55b6803f485ff82fd1a39a25405,4c96ba0a0d25ebe0f3e3d2b209d82501ab9922327fc8cfebc209442a5615901c,cb596487b9ac20ccf5f89d3606ac35047ca727e8a32049bcc3116a4235f5ef66,a891e18c34ce23243bf1983a13bd5935a15530d0ec6385c98dd08ec0c1423c37,65e368de49a2f8fac344d5edd2b4c3d5c39127ce8b451ef1cd33fea6a735fe32,9334272b38f28c2b9d5e9f0a7fc652866e7cfaee824f52b22512e71e6abf2f59
"99001305","99001305","2024/09/01 16:00:00","1016710","打倒1隻魔物植物‧莫培爾培（NORMAL限定）","0","1","0","10168","610144101","9001","6006","601","1","2030/04/01 14:59:59"
"99001306","99001306","2024/09/01 16:00:00","1016711","打倒1隻魔物植物‧莫培爾培（HARD限定）","0","1","0","10168","610144201","9001","6007","601","1","2030/04/01 14:59:59"
"99001307","99001307","2024/09/01 16:00:00","1016712","打倒1隻魔物植物‧莫培爾培（VERY HARD限定）","0","1","0","10168","610144301","9001","6010","601","1","2030/04/01 14:59:59"
"99001308","99001308","2024/09/01 16:00:00","1016713","打倒1隻魔物植物‧莫培爾培（SPECIAL限定）","0","1","0","10168","610144401","9001","6011","601","1","2030/04/01 14:59:59"
"99001309","99001309","2024/10/01 16:00:00","1016910","打倒1隻捲土重來‧吉諾（NORMAL限定）","0","1","0","10169","610146101","9001","6006","601","1","2030/04/01 14:59:59"
"99001310","99001310","2024/10/01 16:00:00","1016911","打倒1隻捲土重來‧吉諾（HARD限定）","0","1","0","10169","610146201","9001","6007","601","1","2030/04/01 14:59:59"
"99001311","99001311","2024/10/01 16:00:00","1016912","打倒1隻捲土重來‧吉諾（VERY HARD限定）","0","1","0","10169","610146301","9001","6010","601","1","2030/04/01 14:59:59"
"99001312","99001312","2024/10/01 16:00:00","1016913","打倒1隻捲土重來‧吉諾（SPECIAL限定）","0","1","0","10169","610146401","9001","6011","601","1","2030/04/01 14:59:59"
"99001313","99001313","2029/04/01 15:00:00","15","閱覽所有大夢想樂園導覽","0","1","0","10169","0","0","6001","601","1","2030/04/01 14:59:59"
"99001314","99001314","2024/11/01 16:00:00","1017010","打倒1隻盛夏的發狂史萊姆（NORMAL限定）","0","1","0","10170","610148101","9001","6006","601","1","2030/04/01 14:59:59"
"99001315","99001315","2024/11/01 16:00:00","1017011","打倒1隻盛夏的發狂史萊姆（HARD限定）","0","1","0","10170","610148201","9001","6007","601","1","2030/04/01 14:59:59"
"99001316","99001316","2024/11/01 16:00:00","1017012","打倒1隻盛夏的發狂史萊姆（VERY HARD限定）","0","1","0","10170","610148301","9001","6010","601","1","2030/04/01 14:59:59"
"99001317","99001317","2024/11/01 16:00:00","1017013","打倒1隻盛夏的發狂史萊姆（SPECIAL限定）","0","1","0","10170","610148401","9001","6011","601","1","2030/04/01 14:59:59"
"99001318","99001318","2029/04/01 15:00:00","15","透過修復夏日相片復原所有相片","0","1","0","10170","0","0","6001","601","1","2030/04/01 14:59:59"
"99001319","99001319","2024/12/01 16:00:00","1017110","打倒1隻混沌生成系統（NORMAL限定）","0","1","0","10171","610150101","9001","6006","601","1","2030/04/01 14:59:59"
"99001320","99001320","2024/12/01 16:00:00","1017111","打倒1隻混沌生成系統（HARD限定）","0","1","0","10171","610150201","9001","6007","601","1","2030/04/01 14:59:59"
"99001321","99001321","2024/12/01 16:00:00","1017112","打倒1隻混沌生成系統（VERY HARD限定）","0","1","0","10171","610150301","9001","6010","601","1","2030/04/01 14:59:59"
"99001322","99001322","2024/12/01 16:00:00","1017113","打倒1隻混沌生成系統（SPECIAL限定）","0","1","0","10171","610150401","9001","6011","601","1","2030/04/01 14:59:59"
"99001323","99001323","2029/04/01 15:00:00","15","閱覽所有水都的回憶劇情","0","1","0","10171","0","0","6001","601","1","2030/04/01 14:59:59"
"99001324","99001324","2025/01/01 16:00:00","1017210","打倒1隻吞食記憶‧白島鯨（NORMAL限定）","0","1","0","10172","610152101","9001","6006","601","1","2030/04/01 14:59:59"
"99001325","99001325","2025/01/01 16:00:00","1017211","打倒1隻吞食記憶‧白島鯨（HARD限定）","0","1","0","10172","610152201","9001","6007","601","1","2030/04/01 14:59:59"
"99001326","99001326","2025/01/01 16:00:00","1017212","打倒1隻吞食記憶‧白島鯨（VERY HARD限定）","0","1","0","10172","610152301","9001","6010","601","1","2030/04/01 14:59:59"
"99001327","99001327","2025/01/01 16:00:00","1017213","打倒1隻吞食記憶‧白島鯨（SPECIAL限定）","0","1","0","10172","610152401","9001","6011","601","1","2030/04/01 14:59:59"
"99001328","99001328","2029/04/01 15:00:00","15","閱覽所有大家的廣播體操","0","1","0","10172","0","0","6001","601","1","2030/04/01 14:59:59"
"99001329","99001329","2025/02/01 16:00:00","1017310","打倒1隻惡毒巨蛇（NORMAL限定）","0","1","0","10173","610154101","9001","6006","601","1","2030/04/01 14:59:59"
"99001330","99001330","2025/02/01 16:00:00","1017311","打倒1隻惡毒巨蛇（HARD限定）","0","1","0","10173","610154201","9001","6007","601","1","2030/04/01 14:59:59"
"99001331","99001331","2025/02/01 16:00:00","1017312","打倒1隻惡毒巨蛇（VERY HARD限定）","0","1","0","10173","610154301","9001","6010","601","1","2030/04/01 14:59:59"
"99001332","99001332","2025/02/01 16:00:00","1017313","打倒1隻惡毒巨蛇（SPECIAL限定）","0","1","0","10173","610154401","9001","6011","601","1","2030/04/01 14:59:59"
"99001333","99001333","2025/03/01 16:00:00","10","打倒1隻超級 衝刺喬（NORMAL限定）","0","1","0","10156","1015601","9019","6006","601","1","2030/04/01 14:59:59"
"99001334","99001334","2025/03/01 16:00:00","11","打倒1隻超級 衝刺喬（HARD限定）","0","1","0","10156","1015602","9019","6007","601","1","2030/04/01 14:59:59"
"99001335","99001335","2025/03/01 16:00:00","12","打倒1隻超級 衝刺喬（VERY HARD限定）","0","1","0","10156","1015603","9019","6010","601","1","2030/04/01 14:59:59"
"99001336","99001336","2025/03/01 16:00:00","13","打倒1隻超級 衝刺喬（SPECIAL限定）","0","1","0","10156","1015604","9019","6011","601","1","2030/04/01 14:59:59"
"99001337","99001337","2029/04/01 15:00:00","15","在「衝突！破壞！非法坦克大戰」中，將機器的總戰力提升至10000以上","0","1","0","10156","0","0","6001","601","1","2030/04/01 14:59:59"
"99001338","99001338","2029/04/01 15:00:00","15","在「衝突！破壞！非法坦克大戰」中，從布武機那邊獲得50個零件","0","1","0","10156","0","0","6001","601","1","2030/04/01 14:59:59"
"99001339","99001339","2029/04/01 15:00:00","15","在「衝突！破壞！非法坦克大戰」中，通過冒險模式的關卡50","0","1","0","10156","0","0","6001","601","1","2030/04/01 14:59:59"
"99001340","99001340","2025/04/01 16:00:00","10","打倒1隻年幼鬼魂‧吐舌鬼（NORMAL限定）","0","1","0","10158","1015801","9019","6006","601","1","2030/04/01 14:59:59"
"99001341","99001341","2025/04/01 16:00:00","11","打倒1隻年幼鬼魂‧吐舌鬼（HARD限定）","0","1","0","10158","1015802","9019","6007","601","1","2030/04/01 14:59:59"
"99001342","99001342","2025/04/01 16:00:00","12","打倒1隻年幼鬼魂‧吐舌鬼（VERY HARD限定）","0","1","0","10158","1015803","9019","6010","601","1","2030/04/01 14:59:59"
"99001343","99001343","2025/04/01 16:00:00","13","打倒1隻年幼鬼魂‧吐舌鬼（SPECIAL限定）","0","1","0","10158","1015804","9019","6011","601","1","2030/04/01 14:59:59"
"99001344","99001344","2025/05/01 16:00:00","10","打倒1隻咒縛的大蛇‧梅杜希亞娜（NORMAL限定）","0","1","0","10160","1016001","9019","6006","601","1","2030/04/01 14:59:59"
"99001345","99001345","2025/05/01 16:00:00","11","打倒1隻咒縛的大蛇‧梅杜希亞娜（HARD限定）","0","1","0","10160","1016002","9019","6007","601","1","2030/04/01 14:59:59"
"99001346","99001346","2025/05/01 16:00:00","12","打倒1隻咒縛的大蛇‧梅杜希亞娜（VERY HARD限定）","0","1","0","10160","1016003","9019","6010","601","1","2030/04/01 14:59:59"
"99001347","99001347","2025/05/01 16:00:00","13","打倒1隻咒縛的大蛇‧梅杜希亞娜（SPECIAL限定）","0","1","0","10160","1016004","9019","6011","601","1","2030/04/01 14:59:59"
