7f996a91643f22d845da5dc0f4906400cf23293b46e5c03d11ed38ccf8a7eba8,4484ca7c12eff6b1d0dee0360af2032ca4362f7d838b469b3c7577a5b46223f2,c402e2530b4257de4004f7b0069538cdf9870127cbf89e544af705a16aa3ae4b
"10080180","-7","-9"
"10080182","-7","-8"
"10080183","-7","-7"
"10080186","-7","-4"
"10080187","-8","-4"
"10080188","-9","-4"
"10080189","-10","-4"
"10080190","-11","-4"
"10080191","-12","-4"
"10080192","-13","-4"
"10080235","0","-9"
"10080236","1","-9"
"10080237","2","-9"
"10080253","2","-7"
"10080255","4","-7"
"10080349","12","-16"
"10080350","11","-16"
"10080352","11","-17"
"10080353","13","-17"
"10080354","13","-18"
"10080356","11","-19"
"10080357","12","-19"
"10080358","13","-19"
"10080359","14","-19"
"10080360","15","-19"
"10080361","16","-19"
"10080363","17","-18"
"10080364","17","-17"
"10080365","17","-16"
"10080366","18","-16"
"10080367","19","-16"
"10080369","21","-16"
"10080370","22","-16"
"10080382","21","-22"
"10080383","20","-22"
"10080385","18","-22"
"10080386","17","-22"
"10080387","16","-22"
"10080388","15","-22"
"10080389","14","-22"
"10080390","13","-22"
"10080404","-12","-20"
"10080405","-13","-20"
"10080406","-14","-20"
"10080441","22","-18"
"10080442","21","-18"
"10080443","20","-18"
"10080444","20","-19"
"10080445","20","-20"
"10080446","21","-20"
"10080447","22","-20"
"10080448","22","-21"
"10080473","-2","-6"
"10080491","-18","-18"
"10080492","-19","-18"
"10080493","-20","-18"
"10080495","-20","-20"
"10080496","-20","-21"
"10080497","-21","-21"
"10080498","-22","-21"
"10080499","-22","-20"
"10080500","-22","-19"
"10080501","-22","-18"
"10080502","-22","-17"
"10080504","-21","-16"
"10080505","-23","-16"
"10080506","-23","-15"
"10080507","-21","-15"
"10080508","-23","-14"
"10080509","-22","-14"
"10080510","-21","-14"
"10080511","-22","-13"
"10080515","-9","-20"
"10080516","-10","-20"
"10080529","-3","-21"
"10080530","-3","-20"
"10080531","-3","-19"
"10080532","-3","-18"
"10080549","2","-10"
"10080550","3","-10"
"10080551","4","-10"
"10080552","5","-10"
"10080553","5","-9"
"10080554","5","-8"
"10080555","5","-7"
"10080561","-21","-10"
"10080562","-21","-9"
"10080563","-21","-8"
"10080564","-22","-8"
"10080567","-23","-10"
"10080574","-23","-9"
"10080576","-9","-21"
"10080577","-10","-21"
"10080579","-11","-21"
"10080582","-12","-21"
"10080583","-9","-19"
"10080595","7","-22"
"10080596","6","-22"
"10080597","6","-21"
"10080599","6","-19"
"10080600","6","-18"
"10080601","5","-18"
"10080602","5","-16"
"10080603","7","-18"
"10080604","7","-16"
"10080605","4","-18"
"10080606","8","-18"
"10080607","8","-16"
"10080608","4","-16"
"10080609","4","-17"
"10080610","8","-17"
"10080611","6","-16"
"10080614","6","-13"
"10080615","5","-13"
"10080616","4","-13"
"10080617","3","-13"
"10080618","2","-13"
"10080619","1","-13"
"10080620","0","-13"
"10080621","0","-14"
"10080622","0","-15"
"10080623","0","-16"
"10080624","0","-17"
"10080625","0","-18"
"10080626","-1","-18"
"10080627","1","-18"
"10080628","1","-19"
"10080629","1","-20"
"10080630","0","-20"
"10080631","-1","-20"
"10080632","-1","-19"
"10080633","0","-21"
"10080634","0","-22"
"10080635","0","-23"
"10080636","-1","-23"
"10080637","-2","-23"
"10080638","-3","-23"
"10080639","-3","-22"
"10080640","-3","-17"
"10080641","-3","-16"
"10080643","-3","-14"
"10080644","-4","-14"
"10080645","-5","-14"
"10080646","-6","-14"
"10080647","-7","-14"
"10080649","-7","-16"
"10080650","-7","-17"
"10080653","-11","-19"
"10080654","-12","-19"
"10080655","-16","-19"
"10080656","-16","-18"
"10080658","-23","-8"
"10080659","-22","-6"
"10080660","-22","-5"
"10080661","-22","-4"
"10080662","-22","-3"
"10080663","-21","-3"
"10080664","-20","-3"
"10080665","-19","-3"
"10080666","-18","-3"
"10080668","-18","-5"
"10080670","-18","-6"
"10080671","-18","-7"
"10080672","-18","-8"
"10080673","-18","-9"
"10080674","-18","-10"
"10080675","-18","-11"
"10080676","-17","-11"
"10080677","-16","-11"
"10080678","-15","-11"
"10080679","-15","-12"
"10080680","-13","-12"
"10080681","-15","-13"
"10080682","-13","-13"
"10080683","-14","-13"
"10080684","-15","-10"
"10080685","-13","-10"
"10080686","-15","-9"
"10080687","-14","-9"
"10080688","-13","-9"
"10080689","-13","-11"
"10080690","-12","-11"
"10080691","-11","-11"
"10080692","-10","-11"
"10080693","-9","-11"
"10080694","-8","-11"
"10080695","-7","-11"
"10080696","-7","-10"
"10080697","-7","-6"
"10080698","-14","-4"
"10080699","-14","-3"
"10080700","-14","-2"
"10080701","-14","-1"
"10080702","-14","0"
"10080704","-14","2"
"10080705","-13","2"
"10080707","-11","2"
"10080708","-10","2"
"10080710","-8","2"
"10080711","-7","2"
"10080712","-14","1"
"10080713","-9","2"
"10080714","-7","1"
"10080715","-7","3"
"10080716","-6","3"
"10080717","-6","1"
"10080718","-5","1"
"10080719","-5","3"
"10080720","-5","2"
"10080721","-4","2"
"10080722","-3","2"
"10080723","-2","2"
"10080724","-1","2"
"10080725","0","2"
"10080726","1","2"
"10080728","1","0"
"10080729","1","-1"
"10080730","1","-2"
"10080731","1","-3"
"10080732","1","-4"
"10080733","0","-4"
"10080734","-1","-4"
"10080735","-2","-4"
"10080737","-2","-7"
"10080738","-2","-8"
"10080739","-2","-9"
"10080740","-1","-9"
"10080741","2","-8"
"10080742","3","-7"
"10080744","4","-5"
"10080746","4","-3"
"10080747","4","-2"
"10080748","4","-1"
"10080749","4","0"
"10080750","4","1"
"10080751","4","2"
"10080752","4","3"
"10080753","4","4"
"10080754","5","4"
"10080756","7","4"
"10080757","8","4"
"10080758","8","3"
"10080759","8","2"
"10080760","7","2"
"10080761","9","2"
"10080762","7","1"
"10080763","9","1"
"10080764","9","0"
"10080765","8","0"
"10080766","7","0"
"10080767","8","-1"
"10080768","8","-2"
"10080769","9","-2"
"10080770","10","-2"
"10080771","11","-2"
"10080772","12","-2"
"10080773","12","-1"
"10080774","12","0"
"10080775","12","1"
"10080776","12","2"
"10080777","13","2"
"10080778","14","2"
"10080779","15","2"
"10080780","15","1"
"10080781","15","0"
"10080782","16","0"
"10080783","16","2"
"10080784","17","2"
"10080785","17","1"
"10080786","17","0"
"10080787","17","-1"
"10080788","17","-2"
"10080790","17","-4"
"10080791","16","-4"
"10080792","18","-4"
"10080793","19","-4"
"10080794","15","-4"
"10080795","15","-5"
"10080796","19","-5"
"10080797","15","-6"
"10080798","19","-6"
"10080799","19","-7"
"10080800","18","-7"
"10080801","17","-7"
"10080802","16","-7"
"10080803","15","-7"
"10080804","17","-8"
"10080805","17","-9"
"10080806","18","-9"
"10080807","19","-9"
"10080808","20","-9"
"10080809","21","-9"
"10080810","21","-10"
"10080811","21","-11"
"10080812","21","-12"
"10080813","20","-12"
"10080814","19","-12"
"10080815","18","-12"
"10080816","17","-12"
"10080817","16","-12"
"10080818","15","-12"
"10080819","14","-12"
"10080820","13","-12"
"10080821","12","-12"
"10080822","12","-13"
"10080823","12","-14"
"10080824","12","-15"
"10080825","13","-16"
"10080826","11","-18"
"10080827","22","-17"
"10080828","22","-22"
"10080829","19","-22"
"10080830","6","-20"
"10080831","6","-14"
"10080832","-3","-15"
"10080833","-7","-15"
"10080834","-7","-19"
"10080835","-7","-18"
"10080836","-22","-16"
"10080837","-22","-12"
"10080838","-22","-9"
"10080839","-18","-4"
"10080840","-7","-5"
"10080841","-12","2"
"10080842","1","1"
"10080843","-2","-5"
"10080844","4","-6"
"10080845","4","-4"
"10080846","6","4"
"10080847","17","-3"
"10080848","17","-19"
"10080849","20","-16"
"10080850","6","-15"
"10080851","-10","-19"
"10080852","-20","-19"
"10090001","0","-24"
"10090002","0","-23"
"10090003","-1","-23"
"10090004","-2","-23"
"10090012","-3","-23"
"10090013","-4","-23"
"10090014","-4","-22"
"10090015","-4","-21"
"10090018","-5","-21"
"10090019","-6","-21"
"10090020","-6","-22"
"10090021","-8","-22"
"10090022","-7","-22"
"10090023","-6","-20"
"10090024","-8","-20"
"10090025","-7","-20"
"10090027","-9","-21"
"10090028","-10","-21"
"10090029","-11","-21"
"10090030","-12","-21"
"10090031","-13","-21"
"10090032","-14","-21"
"10090033","-15","-21"
"10090034","-15","-22"
"10090035","-15","-20"
"10090036","-15","-19"
"10090037","-15","-23"
"10090038","-16","-23"
"10090039","-16","-19"
"10090040","-17","-23"
"10090041","-17","-19"
"10090042","-18","-19"
"10090043","-18","-23"
"10090044","-19","-23"
"10090045","-19","-19"
"10090046","-19","-20"
"10090047","-19","-22"
"10090048","-19","-21"
"10090049","-20","-21"
"10090092","-13","-9"
"10090093","-13","-8"
"10090094","-13","-7"
"10090095","-13","-6"
"10090096","-14","-6"
"10090097","-12","-6"
"10090098","-12","-5"
"10090099","-14","-5"
"10090100","-14","-4"
"10090101","-12","-4"
"10090102","-13","-4"
"10090103","-13","-3"
"10090104","-13","-2"
"10090105","-12","-2"
"10090106","-11","-2"
"10090107","-10","-2"
"10090108","-9","-2"
"10090110","-9","-1"
"10090112","-8","0"
"10090113","-7","0"
"10090114","-6","0"
"10090116","-6","-2"
"10090117","-6","-3"
"10090118","-6","-4"
"10090119","-6","-5"
"10090120","-7","-5"
"10090121","-5","-5"
"10090122","-4","-5"
"10090123","-8","-5"
"10090124","-8","-6"
"10090125","-4","-6"
"10090126","-8","-7"
"10090127","-4","-7"
"10090128","-4","-8"
"10090129","-8","-8"
"10090130","-4","-9"
"10090131","-8","-9"
"10090132","-7","-9"
"10090133","-5","-9"
"10090134","-6","-9"
"10090135","-6","-10"
"10090137","-6","-12"
"10090138","-6","-13"
"10090139","-6","-14"
"10090140","-5","-14"
"10090141","-4","-14"
"10090142","-3","-14"
"10090143","-2","-14"
"10090144","-2","-13"
"10090145","-2","-12"
"10090146","-2","-11"
"10090148","-2","-9"
"10090149","-2","-8"
"10090150","-2","-7"
"10090153","-2","-4"
"10090156","-9","0"
"10090161","2","-4"
"10090162","2","-5"
"10090163","2","-6"
"10090164","2","-7"
"10090165","2","-8"
"10090166","1","-8"
"10090167","3","-8"
"10090168","3","-9"
"10090169","1","-9"
"10090170","1","-10"
"10090171","2","-10"
"10090172","3","-10"
"10090173","4","-9"
"10090174","5","-9"
"10090175","6","-9"
"10090177","8","-9"
"10090178","9","-9"
"10090179","10","-9"
"10090183","10","-7"
"10090184","9","-7"
"10090185","8","-7"
"10090186","7","-7"
"10090187","6","-6"
"10090188","6","-7"
"10090189","6","-5"
"10090190","7","-5"
"10090191","5","-5"
"10090192","5","-4"
"10090193","7","-4"
"10090195","5","-3"
"10090197","6","-2"
"10090198","6","-1"
"10090199","7","-1"
"10090200","8","-1"
"10090201","9","-1"
"10090202","10","-1"
"10090203","10","-2"
"10090204","10","0"
"10090205","11","0"
"10090206","11","-2"
"10090207","12","-2"
"10090208","12","0"
"10090209","12","-1"
"10090210","13","-1"
"10090211","14","-1"
"10090212","15","-1"
"10090242","16","-4"
"10090244","14","-4"
"10090245","14","-5"
"10090246","14","-6"
"10090247","14","-7"
"10090251","16","-9"
"10090252","15","-9"
"10090294","8","-12"
"10090295","7","-12"
"10090296","6","-12"
"10090297","5","-12"
"10090298","5","-13"
"10090299","5","-14"
"10090300","6","-14"
"10090301","4","-14"
"10090302","3","-14"
"10090303","7","-14"
"10090304","7","-15"
"10090305","3","-15"
"10090306","7","-16"
"10090307","6","-16"
"10090308","3","-16"
"10090309","4","-16"
"10090310","5","-16"
"10090311","5","-17"
"10090312","5","-18"
"10090313","6","-18"
"10090314","7","-18"
"10090315","8","-18"
"10090317","10","-18"
"10090320","13","-18"
"10090321","13","-17"
"10090322","14","-17"
"10090323","15","-17"
"10090324","14","-18"
"10090325","15","-18"
"10090366","4","-23"
"10090367","3","-23"
"10090368","2","-23"
"10090369","1","-23"
"10090380","-8","-21"
"10090385","9","-18"
"10090387","15","-4"
"10090390","12","-18"
"10090391","11","-18"
"10090398","-2","-5"
"10090399","-2","-6"
"10090400","14","-9"
"10090401","14","-8"
"10090402","-21","-21"
"10090403","-22","-21"
"10090404","-23","-21"
"10090405","-24","-21"
"10090406","-24","-20"
"10090407","-24","-19"
"10090408","-24","-18"
"10090409","-24","-17"
"10090410","-24","-16"
"10090411","-23","-16"
"10090412","-22","-16"
"10090413","-21","-16"
"10090414","-20","-16"
"10090415","-19","-16"
"10090416","-18","-16"
"10090417","-17","-16"
"10090418","-16","-16"
"10090419","-15","-16"
"10090420","-14","-16"
"10090446","-17","-17"
"10090447","-14","-17"
"10090448","-15","-15"
"10090449","-17","-15"
"10090450","-14","-15"
"10090451","-16","-15"
"10090452","-16","-17"
"10090453","-15","-17"
"10090454","-13","-16"
"10090455","-12","-16"
"10090456","-11","-16"
"10090457","-10","-16"
"10090458","-10","-15"
"10090459","-10","-14"
"10090460","-10","-13"
"10090461","-11","-13"
"10090462","-12","-13"
"10090463","-13","-13"
"10090464","-14","-13"
"10090465","-15","-13"
"10090466","-16","-13"
"10090467","-17","-13"
"10090468","-18","-13"
"10090469","-18","-12"
"10090470","-18","-11"
"10090471","-18","-10"
"10090472","-17","-10"
"10090473","-16","-10"
"10090474","-15","-10"
"10090475","-14","-10"
"10090476","-13","-10"
"10090477","-6","-1"
"10090478","-6","-11"
"10090479","-2","-10"
"10090480","-2","-3"
"10090481","-2","-2"
"10090482","-2","-1"
"10090483","-2","0"
"10090484","-2","1"
"10090485","-1","1"
"10090486","0","1"
"10090487","1","1"
"10090488","2","1"
"10090489","2","0"
"10090490","2","-1"
"10090491","2","-2"
"10090492","2","-3"
"10090493","7","-9"
"10090494","11","-9"
"10090495","12","-9"
"10090496","12","-8"
"10090497","12","-7"
"10090498","11","-7"
"10090499","7","-3"
"10090500","6","-3"
"10090501","15","0"
"10090502","16","0"
"10090503","17","0"
"10090515","18","1"
"10090516","18","0"
"10090517","19","0"
"10090518","20","0"
"10090519","21","0"
"10090520","22","0"
"10090521","23","0"
"10090522","24","0"
"10090523","24","-1"
"10090524","24","-2"
"10090525","24","-3"
"10090526","24","-4"
"10090527","24","-5"
"10090528","18","2"
"10090529","19","2"
"10090530","20","2"
"10090531","22","2"
"10090532","23","2"
"10090533","24","2"
"10090534","24","1"
"10090535","21","2"
"10090536","23","-5"
"10090537","22","-5"
"10090538","21","-5"
"10090539","20","-5"
"10090540","19","-5"
"10090541","19","-4"
"10090542","18","-4"
"10090543","17","-4"
"10090544","17","-9"
"10090545","18","-9"
"10090546","19","-9"
"10090547","20","-9"
"10090548","22","-9"
"10090549","21","-9"
"10090550","20","-8"
"10090551","21","-10"
"10090552","23","-9"
"10090553","24","-9"
"10090554","24","-10"
"10090555","21","-8"
"10090556","20","-10"
"10090557","24","-11"
"10090558","24","-12"
"10090559","24","-13"
"10090560","24","-14"
"10090561","24","-15"
"10090563","23","-15"
"10090564","22","-15"
"10090565","21","-15"
"10090566","20","-15"
"10090567","20","-14"
"10090568","20","-13"
"10090569","19","-13"
"10090570","18","-13"
"10090571","17","-13"
"10090572","17","-12"
"10090573","17","-11"
"10090574","16","-11"
"10090575","15","-11"
"10090576","15","-12"
"10090577","15","-13"
"10090578","15","-14"
"10090579","17","-14"
"10090580","17","-15"
"10090581","15","-15"
"10090582","16","-15"
"10090583","14","-13"
"10090584","13","-13"
"10090585","13","-12"
"10090586","12","-12"
"10090588","10","-12"
"10090589","9","-12"
"10090590","11","-12"
"10090591","16","-18"
"10090592","17","-18"
"10090593","18","-18"
"10090594","19","-18"
"10090595","19","-20"
"10090596","19","-19"
"10090597","19","-21"
"10090598","19","-22"
"10090599","19","-23"
"10090603","19","-24"
"10090604","18","-24"
"10090605","17","-24"
"10090606","16","-24"
"10090607","15","-24"
"10090608","14","-24"
"10090609","13","-24"
"10090610","12","-24"
"10090611","11","-24"
"10090612","15","-25"
"10090613","14","-25"
"10090614","13","-23"
"10090615","14","-23"
"10090616","15","-23"
"10090617","13","-25"
"10090618","11","-23"
"10090619","10","-23"
"10090620","9","-23"
"10090621","8","-23"
"10090622","7","-23"
"10090623","6","-23"
"10090624","5","-23"
"10100122","-11","4"
"10100357","-4","-21"
"10100358","-5","-21"
"10100359","-6","-21"
"10100360","-7","-21"
"10100361","-8","-21"
"10100362","-9","-21"
"10100363","-9","-22"
"10100364","-10","-21"
"10100365","-11","-21"
"10100367","-12","-21"
"10100369","-12","-19"
"10100370","-12","-18"
"10100371","-12","-17"
"10100372","-11","-17"
"10100373","-10","-17"
"10100374","-10","-16"
"10100375","-10","-15"
"10100376","-10","-14"
"10100377","-11","-14"
"10100378","-12","-14"
"10100379","-12","-13"
"10100380","-13","-17"
"10100381","-14","-17"
"10100382","-14","-16"
"10100383","-14","-15"
"10100384","-14","-14"
"10100385","-13","-14"
"10100387","-13","-12"
"10100388","-14","-12"
"10100398","-19","-12"
"10100539","-13","-21"
"10100540","-14","-21"
"10100541","-14","-20"
"10100542","-14","-19"
"10100543","-13","-19"
"10100577","-12","-12"
"10100578","-15","-12"
"10100579","-15","-13"
"10100580","-17","-11"
"10100581","-15","-11"
"10100582","-16","-11"
"10100583","-17","-12"
"10100584","-16","-13"
"10100585","-17","-13"
"10100586","-18","-12"
"10100587","-19","-11"
"10100588","-19","-10"
"10100589","-19","-9"
"10100590","-18","-9"
"10100591","-17","-9"
"10100592","-16","-9"
"10100593","-15","-9"
"10100594","-14","-9"
"10100595","-13","-9"
"10100596","-12","-9"
"10100597","-11","-9"
"10100598","-11","-8"
"10100599","-10","-10"
"10100600","-8","-10"
"10100601","-11","-10"
"10100602","-9","-8"
"10100603","-10","-8"
"10100604","-8","-8"
"10100605","-8","-9"
"10100606","-9","-10"
"10100607","-7","-9"
"10100608","-6","-9"
"10100609","-5","-9"
"10100610","-3","-9"
"10100611","-4","-9"
"10100619","-3","-8"
"10100620","-3","-7"
"10100621","-3","-6"
"10100622","-3","-5"
"10100623","-3","-4"
"10100624","-4","-4"
"10100625","-5","-4"
"10100626","-6","-4"
"10100628","-7","-4"
"10100629","-8","-4"
"10100630","-9","-4"
"10100631","-10","-4"
"10100632","-11","-4"
"10100633","-12","-4"
"10100634","-13","-4"
"10100635","-14","-4"
"10100636","-15","-4"
"10100637","-16","-4"
"10100638","-17","-4"
"10100639","-18","-4"
"10100640","-18","-3"
"10100641","-18","-2"
"10100642","-18","-1"
"10100643","-17","-1"
"10100644","-19","-1"
"10100645","-16","-1"
"10100646","-15","-1"
"10100647","-15","0"
"10100648","-15","1"
"10100649","-15","2"
"10100650","-15","3"
"10100651","-15","4"
"10100652","-16","4"
"10100653","-17","4"
"10100655","-18","4"
"10100656","-19","4"
"10100657","-20","4"
"10100658","-21","4"
"10100659","-21","3"
"10100660","-21","2"
"10100661","-21","1"
"10100662","-21","0"
"10100663","-21","-1"
"10100664","-20","-1"
"10100665","-18","5"
"10100666","-18","6"
"10100667","-18","7"
"10100668","-18","8"
"10100669","-16","8"
"10100670","-15","7"
"10100671","-15","8"
"10100672","-16","7"
"10100673","-17","7"
"10100674","-17","8"
"10100675","-14","7"
"10100676","-13","7"
"10100677","-12","7"
"10100678","-11","7"
"10100679","-11","6"
"10100680","-11","5"
"10100681","-11","3"
"10100683","-11","2"
"10100684","-11","1"
"10100685","-12","1"
"10100686","-12","0"
"10100687","-12","-1"
"10100688","-12","-2"
"10100689","-11","-2"
"10100690","-10","-2"
"10100691","-9","-2"
"10100692","-8","-2"
"10100694","-6","-2"
"10100886","-7","5"
"10100887","-6","5"
"10100888","-5","5"
"10100890","-4","5"
"10100891","-3","5"
"10100892","-2","5"
"10100893","-1","5"
"10100894","0","5"
"10100895","1","5"
"10100896","2","5"
"10100897","3","5"
"10100898","4","5"
"10100899","5","5"
"10100900","5","4"
"10100901","5","3"
"10100902","5","2"
"10100903","6","2"
"10100904","7","2"
"10100905","8","2"
"10100906","8","3"
"10100907","6","4"
"10100908","7","4"
"10100909","8","4"
"10100910","9","3"
"10100911","10","3"
"10100912","11","3"
"10100913","12","3"
"10100914","12","4"
"10100915","12","5"
"10100916","12","6"
"10100917","13","6"
"10100918","14","6"
"10100919","15","6"
"10100921","16","6"
"10100922","17","6"
"10100923","18","6"
"10100924","19","6"
"10100925","19","5"
"10100926","19","4"
"10100927","19","3"
"10100928","19","2"
"10100929","19","1"
"10100930","19","0"
"10100931","19","-1"
"10100932","19","-2"
"10100933","20","-2"
"10100934","21","-4"
"10100935","21","-2"
"10100936","17","-5"
"10100937","18","-2"
"10100939","17","-2"
"10100940","17","-4"
"10100941","20","-5"
"10100942","18","-5"
"10100943","21","-3"
"10100945","21","-5"
"10100946","17","-3"
"10100947","19","-5"
"10100949","19","-7"
"10100950","20","-7"
"10100951","20","-8"
"10100952","20","-9"
"10100953","19","-9"
"10100954","18","-9"
"10100955","18","-8"
"10100956","18","-7"
"10100957","19","-10"
"10100958","20","-11"
"10100959","21","-12"
"10100961","19","-11"
"10100962","21","-11"
"10100963","21","-13"
"10100964","19","-13"
"10100965","20","-13"
"10100966","19","-14"
"10100967","18","-14"
"10100968","19","-15"
"10100970","18","-15"
"10100971","18","-16"
"10100972","19","-17"
"10100973","19","-16"
"10100974","18","-17"
"10100976","19","-18"
"10100977","19","-19"
"10100978","19","-20"
"10100979","19","-21"
"10100980","18","-21"
"10100981","16","-21"
"10100982","17","-21"
"10100983","15","-21"
"10100984","14","-21"
"10100985","14","-20"
"10100986","14","-19"
"10100987","14","-18"
"10100988","14","-17"
"10100989","13","-17"
"10100990","12","-17"
"10100991","11","-17"
"10100992","10","-17"
"10100993","9","-17"
"10100994","9","-18"
"10100996","9","-19"
"10100997","9","-20"
"10100998","9","-21"
"10100999","10","-21"
"10101000","11","-21"
"10101001","12","-21"
"10101002","13","-21"
"10101003","12","-16"
"10101004","12","-14"
"10101005","12","-15"
"10101006","12","-13"
"10101007","13","-13"
"10101008","14","-13"
"10101009","14","-12"
"10101010","14","-9"
"10101011","14","-11"
"10101012","14","-10"
"10101013","11","-13"
"10101014","10","-13"
"10101015","9","-13"
"10101016","9","-12"
"10101017","9","-9"
"10101018","9","-10"
"10101019","9","-11"
"10101020","10","-9"
"10101021","11","-9"
"10101022","12","-9"
"10101023","13","-9"
"10101024","12","-8"
"10101025","12","-7"
"10101038","12","-6"
"10101039","19","-6"
"10101040","12","-5"
"10101041","12","-4"
"10101042","11","-4"
"10101043","10","-4"
"10101044","9","-4"
"10101045","8","-4"
"10101046","7","-4"
"10101047","5","-4"
"10101048","6","-4"
"10101049","5","-5"
"10101051","5","-7"
"10101052","5","-6"
"10101053","5","-8"
"10101054","5","-9"
"10101055","5","-10"
"10101056","4","-10"
"10101057","3","-10"
"10101058","2","-10"
"10101059","1","-10"
"10101060","0","-10"
"10101061","-1","-10"
"10101062","-1","-11"
"10101063","-1","-12"
"10101090","0","-12"
"10101091","-1","-17"
"10101092","-1","-19"
"10101093","-1","-21"
"10101094","-3","-21"
"10101095","-2","-21"
"10101097","-2","-19"
"10101098","1","-12"
"10101099","1","-13"
"10101100","1","-15"
"10101101","0","-15"
"10101102","-2","-12"
"10101103","-2","-15"
"10101104","-1","-15"
"10101105","-3","-15"
"10101106","-3","-14"
"10101107","-3","-13"
"10101108","-3","-12"
"10101109","1","-14"
"10101110","-1","-16"
"10101111","-2","-17"
"10101112","-2","-18"
"10101113","0","-18"
"10101114","0","-17"
"10101115","0","-19"
"10101116","-8","5"
"10101117","-5","-2"
"10101118","-4","-2"
"10101119","-2","2"
"10101120","-2","1"
"10101121","-7","3"
"10101122","-6","3"
"10101123","-2","-1"
"10101124","-2","-2"
"10101125","-3","-2"
"10101126","-2","3"
"10101127","-8","3"
"10101128","-8","4"
"10101129","-2","0"
"10101130","-4","3"
"10101131","-5","3"
"10101132","-3","3"
"10101133","-7","-2"
"10101134","-1","-20"
"10110001","12","-23"
"10110002","12","-22"
"10110003","11","-22"
"10110004","10","-22"
"10110005","9","-22"
"10110006","8","-22"
"10110063","-7","-20"
"10110064","-8","-20"
"10110079","-11","-20"
"10110083","-14","-21"
"10110084","-14","-22"
"10110085","-15","-22"
"10110086","-16","-22"
"10110087","-17","-22"
"10110088","-18","-22"
"10110089","-18","-21"
"10110090","-18","-20"
"10110091","-17","-20"
"10110092","-16","-20"
"10110101","-17","-18"
"10110127","-22","-11"
"10110128","-22","-10"
"10110146","-22","-7"
"10110180","-7","-9"
"10110182","-7","-8"
"10110183","-7","-7"
"10110186","-7","-4"
"10110187","-8","-4"
"10110188","-9","-4"
"10110189","-10","-4"
"10110190","-11","-4"
"10110191","-12","-4"
"10110192","-13","-4"
"10110235","0","-9"
"10110236","1","-9"
"10110237","2","-9"
"10110253","2","-7"
"10110255","4","-7"
"10110349","12","-16"
"10110350","11","-16"
"10110352","11","-17"
"10110353","13","-17"
"10110354","13","-18"
"10110356","11","-19"
"10110357","12","-19"
"10110358","13","-19"
"10110359","14","-19"
"10110360","15","-19"
"10110361","16","-19"
"10110363","17","-18"
"10110364","17","-17"
"10110365","17","-16"
"10110366","18","-16"
"10110367","19","-16"
"10110369","21","-16"
"10110370","22","-16"
"10110382","21","-22"
"10110383","20","-22"
"10110385","18","-22"
"10110386","17","-22"
"10110387","16","-22"
"10110388","15","-22"
"10110389","14","-22"
"10110390","13","-22"
"10110404","-12","-20"
"10110405","-13","-20"
"10110406","-14","-20"
"10110441","22","-18"
"10110442","21","-18"
"10110443","20","-18"
"10110444","20","-19"
"10110445","20","-20"
"10110446","21","-20"
"10110447","22","-20"
"10110448","22","-21"
"10110473","-2","-6"
"10110491","-18","-18"
"10110492","-19","-18"
"10110493","-20","-18"
"10110495","-20","-20"
"10110496","-20","-21"
"10110497","-21","-21"
"10110498","-22","-21"
"10110499","-22","-20"
"10110500","-22","-19"
"10110501","-22","-18"
"10110502","-22","-17"
"10110504","-21","-16"
"10110505","-23","-16"
"10110506","-23","-15"
"10110507","-21","-15"
"10110508","-23","-14"
"10110509","-22","-14"
"10110510","-21","-14"
"10110511","-22","-13"
"10110515","-9","-20"
"10110516","-10","-20"
"10110529","-3","-21"
"10110530","-3","-20"
"10110531","-3","-19"
"10110532","-3","-18"
"10110549","2","-10"
"10110550","3","-10"
"10110551","4","-10"
"10110552","5","-10"
"10110553","5","-9"
"10110554","5","-8"
"10110555","5","-7"
"10110561","-21","-10"
"10110562","-21","-9"
"10110563","-21","-8"
"10110564","-22","-8"
"10110567","-23","-10"
"10110574","-23","-9"
"10110576","-9","-21"
"10110577","-10","-21"
"10110579","-11","-21"
"10110582","-12","-21"
"10110583","-9","-19"
"10110595","7","-22"
"10110596","6","-22"
"10110597","6","-21"
"10110599","6","-19"
"10110600","6","-18"
"10110601","5","-18"
"10110602","5","-16"
"10110603","7","-18"
"10110604","7","-16"
"10110605","4","-18"
"10110606","8","-18"
"10110607","8","-16"
"10110608","4","-16"
"10110609","4","-17"
"10110610","8","-17"
"10110611","6","-16"
"10110614","6","-13"
"10110615","5","-13"
"10110616","4","-13"
"10110617","3","-13"
"10110618","2","-13"
"10110619","1","-13"
"10110620","0","-13"
"10110621","0","-14"
"10110622","0","-15"
"10110623","0","-16"
"10110624","0","-17"
"10110625","0","-18"
"10110626","-1","-18"
"10110627","1","-18"
"10110628","1","-19"
"10110629","1","-20"
"10110630","0","-20"
"10110631","-1","-20"
"10110632","-1","-19"
"10110633","0","-21"
"10110634","0","-22"
"10110635","0","-23"
"10110636","-1","-23"
"10110637","-2","-23"
"10110638","-3","-23"
"10110639","-3","-22"
"10110640","-3","-17"
"10110641","-3","-16"
"10110643","-3","-14"
"10110644","-4","-14"
"10110645","-5","-14"
"10110646","-6","-14"
"10110647","-7","-14"
"10110649","-7","-16"
"10110650","-7","-17"
"10110653","-11","-19"
"10110654","-12","-19"
"10110655","-16","-19"
"10110656","-16","-18"
