46c4c161c5acdf55cffc170a51a39a08e2930bd12e5f5317c54e5344996b3025,c8759f608bdbb8f7e707c5cb2f6f7352f1435901b937345b5d7abb5a5b2faf20,61b44c387e618226f48e8ad3c52a777c2151953742972e144a9a9d04abba1c34,11d6a7222e83acddeb74282e86d1620e358df52ede7f76184e52d87935c6dfb4,a278fc1e1c6edcd6564434707b806daf6af54673a86e6e9e289ea73a44d997f6,cff93c62c1c23a54ee9d52d849ec2338bc7108feda33e539436c8df680ffefdb,acb5af20fc00d58059933d37e78bb328f685dd3a638abf0e8fe5967123af2023,58b68aa77a4750c0ac74e6e4497d1df2ade2f21f9eb632fbe54b069a49dfefd7,1e76835e93066ed4b5037720e1c0d12b41aa891fe1eb299feac03c6d69a64371,0d6851b7d0b527f061e12ce5c027d6539a25fcb3c8b763f7811de6930f42625b,711ddce914b91d131f8ab734bb3dcc0a3ab9d11a014461e88c7286c16890c165
"","","91","1300820019","","","0","30082","","",""
"50","-50","1","1300910001","0","travel_topdrama_r_3007_idle_A","1","30091","-70","0.8","1000001"
"51","-50","1","1300910002","1","travel_topdrama_r_3007_idle_B","1","30091","85","0.8","1000002"
"52","-75","1","1300910003","0","travel_topdrama_r_3007_idle_C","1","30091","-135","0.8","1000003"
"53","-75","1","1300910004","1","travel_topdrama_r_3007_idle_D","1","30091","140","0.8","1000004"
"60","-50","5","1300910005","0","travel_topdrama_r_3007_idleF","15","30091","0","1","300915"
"54","-50","5","1300910006","0","travel_topdrama_r_3007_idleB","15","30091","0","1","300916"
"3","1","31","1300910007","","","300900","30091","-57","1","300900"
"110","-87","5","1300910008","0","normal","0","30091","0","1","0"
"1","","3","1300910009","","","1000001","30091","","0.2","travel_topdrama_r_3007_idle_A"
"1","","3","1300910010","","","1000002","30091","","0.2","travel_topdrama_r_3007_idle_B"
"1","","3","1300910011","","","1000003","30091","","0.2","travel_topdrama_r_3007_idle_C"
"1","","3","1300910012","","","1000004","30091","","0.2","travel_topdrama_r_3007_idle_D"
"","","91","1300910013","","","0","30091","","","0"
"0","","3","1300910014","","","300915","30091","","0.2","travel_topdrama_r_3007_idleF"
"","","91","1300910015","","","0","30091","","","0"
"","","101","1300910016","","","1300910013","30091","","",""
"0","","3","1300910017","","","0","30091","","","none"
"","","91","1300910018","","","0","30091","","",""
"3","1","31","1300920001","","","300901","30092","-50","0","300901"
"","","91","1300920002","","","0","30092","d","",""
"0","","23","1300920003","","","se_travel_top","30092","","","se_travel_top_geyser_rumble"
"0","","3","1300920004","","","300915","30092","","0","travel_topdrama_r_3007_geyserF"
"0","","3","1300920005","","","300916","30092","","0","travel_topdrama_r_3007_geyserB"
"","","93","1300920006","","","0.33","30092","","","0"
"0","","3","1300920007","","","1000001","30092","","0.2","travel_topdrama_r_3007_geyser_A"
"0","","3","1300920008","","","1000002","30092","","0.2","travel_topdrama_r_3007_geyser_B"
"0","","3","1300920009","","","1000003","30092","","0.2","travel_topdrama_r_3007_geyser_C"
"0","","3","1300920010","","","1000004","30092","","0.2","travel_topdrama_r_3007_geyser_D"
"","","93","1300920011","","","2.66","30092","","","0"
"","","32","1300920012","","","300900","30092","","","0"
"","","32","1300920013","","","300901","30092","","","1"
"0","","23","1300920014","","","se_travel_top","30092","","","se_travel_top_geyser_splash"
"","","93","1300920015","","","1.86","30092","","","0"
"0","","23","1300920016","","","se_travel_top","30092","","","se_travel_top_geyser_splash_rare"
"","","93","1300920017","","","1.14","30092","","","0"
"","","111","1300920018","","","","30092","","",""
"","","91","1300920019","","","0","30092","","",""
"50","-55","1","1400110001","0","travel_topdrama_r_4001_idle_A","1","40011","25","0.8","1000001"
"51","-65","1","1400110002","0","travel_topdrama_r_4001_idle_B","1","40011","-25","0.8","1000002"
"55","-75","5","1400110003","0","normal","0","40011","0","1","0"
"","","91","1400110004","","","0","40011","","","0"
"1","","3","1400110005","0","","1000001","40011","","0.2","travel_topdrama_r_4001_idle_A"
"1","","3","1400110006","0","","1000002","40011","","0.2","travel_topdrama_r_4001_idle_B"
"","","91","1400110007","","","0","40011","","","0"
"","","101","1400110008","","","1400110005","40011","","",""
"","","91","1400110009","","","0","40011","","","0"
"49","-75","1","1400120001","0","travel_topdrama_r_4000_idle","1","40012","-390","1.46","1000001"
"50","-100","1","1400120002","0","travel_topdrama_r_4000_idle","1","40012","-510","1.46","1000002"
"55","-150","5","1400120003","1","disappear","6","40012","0","0.6","6"
"0","1","31","1400120004","","","400100","40012","0","1","400100"
"0","1","31","1400120005","","","400101","40012","0","1","400101"
"0","1","31","1400120006","","","400102","40012","0","0","400102"
"0","1","31","1400120007","","","400103","40012","0","0","400103"
"140","1","31","1400120008","","","400104","40012","190","0","400104"
"0","1","31","1400120009","","","400105","40012","0","0","400105"
"0","1","31","1400120010","","","400001","40012","0","0","400001"
"","","91","1400120011","","","0","40012","","","0"
"","","32","1400120012","","","400001","40012","","","1"
"0","","23","1400120013","","","se_travel_top","40012","","","se_travel_top_yamagami_foot"
"1","","3","1400120014","","","1000001","40012","","0.2","travel_topdrama_r_4001_A_01"
"-75","","2","1400120015","","","1000001","40012","2.3","","60"
"1","","3","1400120016","","","1000002","40012","","0.2","travel_topdrama_r_4001_B_01"
"-100","","2","1400120017","","","1000002","40012","2.3","","-60"
"","","93","1400120018","","","2","40012","","","0"
"0","","23","1400120019","","","se_travel_top","40012","","","se_travel_top_yamagami_rumble"
"1.3","","122","1400120020","","","5","40012","","","5"
"","","93","1400120021","","","0.3","40012","","","0"
"2.5","","122","1400120022","","","7.5","40012","","","7.5"
"0","","23","1400120023","","","se_travel_top","40012","","","se_travel_top_yamagami_emote_common"
"0","","3","1400120024","","","1000001","40012","","0.2","travel_topdrama_r_4001_A_02"
"0.3","0","12","1400120025","","","1000001","40012","0","","3"
"","","93","1400120026","","","0.1","40012","","","0"
"0","","3","1400120027","","","1000002","40012","","0.2","travel_topdrama_r_4001_B_02"
"0.2","0","12","1400120028","","","1000002","40012","0","","3"
"","","93","1400120029","","","0.6","40012","","","0"
"4","","122","1400120030","","","10","40012","","","10"
"0","","3","1400120031","","","6","40012","disappear","0","run"
"","","32","1400120032","","","400102","40012","","","1"
"","","32","1400120033","","","400103","40012","","","1"
"","","93","1400120034","","","0.5","40012","","","0"
"0","","23","1400120035","","","se_travel_top","40012","","","se_travel_top_yamagami_passaway"
"","","93","1400120036","","","0.2","40012","","","0"
"0","","23","1400120037","","","se_travel_top","40012","","","se_travel_top_yamagami_pass_wind"
"","","93","1400120038","","","0.2","40012","","","0"
"0","","23","1400120039","","","se_travel_top","40012","","","se_travel_top_yamagami_rumble2"
"0","","23","1400120040","","","se_travel_top","40012","","","se_travel_top_yamagami_rolling"
"","","32","1400120041","","","400104","40012","","","1"
"0","","3","1400120042","","","1000002","40012","","0.2","travel_topdrama_r_4001_B_03"
"","","93","1400120043","","","0.1","40012","","","0"
"0","","3","1400120044","","","1000001","40012","","0.2","travel_topdrama_r_4001_A_03"
"","","93","1400120045","","","1.75","40012","","","0"
"","","32","1400120046","","","400105","40012","","","1"
"","","93","1400120047","","","0.2","40012","","","0"
"0","","23","1400120048","","","se_travel_top","40012","","","se_travel_top_yamagami_drop_box"
"","","93","1400120049","","","1.55","40012","","","0"
"","","111","1400120050","","","","40012","","",""
"","","91","1400120051","","","0","40012","","",""
"50","-55","1","1400210001","0","travel_topdrama_r_4001_idle_A","1","40021","25","0.8","1000001"
"51","-65","1","1400210002","0","travel_topdrama_r_4001_idle_B","1","40021","-25","0.8","1000002"
"55","-75","5","1400210003","0","normal","0","40021","0","1","0"
"","","91","1400210004","","","0","40021","","","0"
"1","","3","1400210005","0","","1000001","40021","","0.2","travel_topdrama_r_4001_idle_A"
"1","","3","1400210006","0","","1000002","40021","","0.2","travel_topdrama_r_4001_idle_B"
"","","91","1400210007","","","0","40021","","","0"
"","","101","1400210008","","","1400210005","40021","","",""
"","","91","1400210009","","","0","40021","","","0"
"49","-75","1","1400220001","0","travel_topdrama_r_4000_idle","1","40022","-390","1.46","1000001"
"50","-100","1","1400220002","0","travel_topdrama_r_4000_idle","1","40022","-510","1.46","1000002"
"55","-150","5","1400220003","1","disappear","6","40022","0","0.6","6"
"0","1","31","1400220004","","","400200","40022","0","1","400200"
"0","1","31","1400220005","","","400201","40022","0","1","400201"
"0","1","31","1400220006","","","400202","40022","0","0","400202"
"0","1","31","1400220007","","","400203","40022","0","0","400203"
"140","1","31","1400220008","","","400204","40022","190","0","400204"
"0","1","31","1400220009","","","400205","40022","0","0","400205"
"0","1","31","1400220010","","","400002","40022","0","0","400002"
"","","91","1400220011","","","0","40022","","","0"
"","","32","1400220012","","","400002","40022","","","1"
"0","","23","1400220013","","","se_travel_top","40022","","","se_travel_top_yamagami_foot"
"1","","3","1400220014","","","1000001","40022","","0.2","travel_topdrama_r_4001_A_01"
"-75","","2","1400220015","","","1000001","40022","2.3","","60"
"1","","3","1400220016","","","1000002","40022","","0.2","travel_topdrama_r_4001_B_01"
"-100","","2","1400220017","","","1000002","40022","2.3","","-60"
"","","93","1400220018","","","2","40022","","","0"
"0","","23","1400220019","","","se_travel_top","40022","","","se_travel_top_yamagami_rumble"
"1.3","","122","1400220020","","","5","40022","","","5"
"","","93","1400220021","","","0.3","40022","","","0"
"2.5","","122","1400220022","","","7.5","40022","","","7.5"
"0","","23","1400220023","","","se_travel_top","40022","","","se_travel_top_yamagami_emote_common"
"0","","3","1400220024","","","1000001","40022","","0.2","travel_topdrama_r_4001_A_02"
"0.3","0","12","1400220025","","","1000001","40022","0","","3"
"","","93","1400220026","","","0.1","40022","","","0"
"0","","3","1400220027","","","1000002","40022","","0.2","travel_topdrama_r_4001_B_02"
"0.2","0","12","1400220028","","","1000002","40022","0","","3"
"","","93","1400220029","","","0.6","40022","","","0"
"4","","122","1400220030","","","10","40022","","","10"
"0","","3","1400220031","","","6","40022","disappear","0","run"
"","","32","1400220032","","","400202","40022","","","1"
"","","32","1400220033","","","400203","40022","","","1"
"","","93","1400220034","","","0.5","40022","","","0"
"0","","23","1400220035","","","se_travel_top","40022","","","se_travel_top_yamagami_passaway"
"","","93","1400220036","","","0.2","40022","","","0"
"0","","23","1400220037","","","se_travel_top","40022","","","se_travel_top_yamagami_pass_wind"
"","","93","1400220038","","","0.2","40022","","","0"
"0","","23","1400220039","","","se_travel_top","40022","","","se_travel_top_yamagami_rumble2"
"0","","23","1400220040","","","se_travel_top","40022","","","se_travel_top_yamagami_rolling"
"","","32","1400220041","","","400204","40022","","","1"
"0","","3","1400220042","","","1000002","40022","","0.2","travel_topdrama_r_4001_B_03"
"","","93","1400220043","","","0.1","40022","","","0"
"0","","3","1400220044","","","1000001","40022","","0.2","travel_topdrama_r_4001_A_03"
"","","93","1400220045","","","1.75","40022","","","0"
"","","32","1400220046","","","400205","40022","","","1"
"","","93","1400220047","","","0.2","40022","","","0"
"0","","23","1400220048","","","se_travel_top","40022","","","se_travel_top_yamagami_drop_box"
"0","","23","1400220049","","","se_travel_top","40022","","","se_travel_top_yamagami_drop_silverbox"
"","","93","1400220050","","","1.55","40022","","","0"
"","","111","1400220051","","","","40022","","",""
"","","91","1400220052","","","0","40022","","",""
"50","-23","5","1400510001","0","idle","5","40051","0","0.3","5"
"55","-43","5","1400510002","0","normal","0","40051","0","1","0"
"","","91","1400510003","","","0","40051","","","0"
"1","","3","1400510004","0","","5","40051","","0","idle"
"","","91","1400510005","","","0","40051","","","0"
"","","101","1400510006","","","1400510004","40051","","",""
"","","91","1400510007","","","0","40051","","","0"
"50","-110","1","1400520001","0","travel_topdrama_r_4000_idle","1","40052","-640","1.46","1000001"
"50","-110","5","1400520002","0","disappear","5","40052","210","0.4","5"
"0","1","31","1400520003","","","400500","40052","0","1","400500"
"0","1","31","1400520004","","","400501","40052","-100","0","400501"
"0","1","31","1400520005","","","400502","40052","-100","0","400502"
"0","1","31","1400520006","","","400503","40052","0","0","400503"
"0","1","31","1400520007","","","400504","40052","0","0","400504"
"0","1","31","1400520008","","","400505","40052","0","0","400505"
"0","1","31","1400520009","","","400506","40052","0","0","400506"
"0","1","31","1400520010","","","400507","40052","0","0","400507"
"0","1","31","1400520011","","","400508","40052","0","0","400508"
"0","1","31","1400520012","","","400509","40052","0","0","400509"
"400","1","31","1400520013","","","400510","40052","-70","1","400510"
"0","1","31","1400520014","","","400005","40052","0","0","400005"
"","","91","1400520015","","","0","40052","","","0"
"","","32","1400520016","","","400005","40052","","","1"
"0","","23","1400520017","","","se_travel_top","40052","","","se_travel_top_pitfall_foot1"
"1","","3","1400520018","","","1000001","40052","","0.2","travel_topdrama_r_4000_run_normal"
"-110","","2","1400520019","","","1000001","40052","1","","-300"
"","","93","1400520020","","","1","40052","","","0"
"0","","23","1400520021","","","se_travel_top","40052","","","se_travel_top_pitfall_emote_note"
"0","1","3","1400520022","0.2","","1000001","40052","travel_topdrama_r_4000_idle_surprise1","0.2","travel_topdrama_r_4000_surprise"
"0.3","0","12","1400520023","","","1000001","40052","0","","10"
"","","93","1400520024","","","1.2","40052","","","0"
"0","","23","1400520025","","","se_travel_top","40052","","","se_travel_top_pitfall_foot2"
"1","","3","1400520026","","","1000001","40052","","0.2","travel_topdrama_r_4000_run_joy"
"-110","","2","1400520027","","","1000001","40052","0.8","","0"
"","","93","1400520028","","","0.8","40052","","","0"
"0","","23","1400520029","","","se_travel_top","40052","","","se_travel_top_pitfall_open_hole"
"","","32","1400520030","","","400501","40052","","","1"
"","","32","1400520031","","","400502","40052","","","1"
"1","","3","1400520032","","","1000001","40052","","0","travel_topdrama_r_4005_fall1"
"","","93","1400520033","","","0.3","40052","","","0"
"0","","23","1400520034","","","se_travel_top","40052","","","se_travel_top_pitfall_panic"
"","","32","1400520035","","","400505","40052","","","1"
"","","93","1400520036","","","1","40052","","","0"
"0","","23","1400520037","","","se_travel_top","40052","","","se_travel_top_pitfall_fall"
"0","","3","1400520038","","","1000001","40052","","0","travel_topdrama_r_4005_fall2"
"","","32","1400520039","","","400506","40052","","","1"
"","","32","1400520040","","","400507","40052","","","1"
"","","93","1400520041","","","0.3","40052","","","0"
"0","","23","1400520042","","","se_travel_top","40052","","","se_travel_top_pitfall_drillmall1"
"0","","3","1400520043","","","5","40052","","0","appear"
"","","93","1400520044","","","0.3","40052","","","0"
"0","","23","1400520045","","","se_travel_top","40052","","","se_travel_top_pitfall_drillmall2"
"","","93","1400520046","","","0.7","40052","","","0"
"0","","23","1400520047","","","se_travel_top","40052","","","se_travel_top_pitfall_wipe"
"","","32","1400520048","","","400503","40052","","","1"
"","","93","1400520049","","","0.2","40052","","","0"
"1","","3","1400520050","","","1000001","40052","","0","travel_topdrama_r_4005_fall3"
"-60","","2","1400520051","","","1000001","40052","0.01","","-200"
"0","","3","1400520052","","","5","40052","","0","disappear"
"-10","","33","1400520053","","","400510","40052","0.01","","200"
"","","32","1400520054","","","400501","40052","","","0"
"","","32","1400520055","","","400502","40052","","","0"
"","","32","1400520056","","","400504","40052","","","1"
"","","32","1400520057","","","400507","40052","","","0"
"","","93","1400520058","","","0.2","40052","","","0"
"","","32","1400520059","","","400508","40052","","","1"
"","","32","1400520060","","","400509","40052","","","1"
"0","","3","1400520061","","","1000001","40052","","0.2","travel_topdrama_r_4005_fall4"
"","","93","1400520062","","","0.1","40052","","","0"
"0","","23","1400520063","","","se_travel_top","40052","","","se_travel_top_pitfall_bodyfall"
"","","93","1400520064","","","0.9","40052","","","0"
"0","","23","1400520065","","","se_travel_top","40052","","","se_travel_top_pitfall_lookig_around"
"","","93","1400520066","","","1.3","40052","","","0"
"0","","23","1400520067","","","se_travel_top","40052","","","se_travel_top_pitfall_emote_notice"
"0.01","0","12","1400520068","","","1000001","40052","0","20","4"
"","","91","1400520069","","","1400520061","40052","","",""
"0","","23","1400520070","","","se_travel_top","40052","","","se_travel_top_pitfall_emote_joy"
"0","","3","1400520071","","","1000001","40052","","0.2","travel_topdrama_r_4005_guts"
"","","93","1400520072","","","1","40052","","","0"
"","","111","1400520073","","","","40052","","",""
"","","91","1400520074","","","0","40052","","",""
"50","-23","5","1400610001","0","idle","5","40061","0","0.3","5"
"55","-43","5","1400610002","0","normal","0","40061","0","1","0"
"","","91","1400610003","","","0","40061","","","0"
"1","","3","1400610004","0","","5","40061","","0","idle"
"","","91","1400610005","","","0","40061","","","0"
"","","101","1400610006","","","1400610004","40061","","",""
"","","91","1400610007","","","0","40061","","","0"
"50","-110","1","1400620001","0","travel_topdrama_r_4000_idle","1","40062","-640","1.46","1000001"
"50","-110","5","1400620002","0","disappear","5","40062","210","0.4","5"
"0","1","31","1400620003","","","400600","40062","0","1","400600"
"0","1","31","1400620004","","","400601","40062","-100","0","400601"
"0","1","31","1400620005","","","400602","40062","-100","0","400602"
"0","1","31","1400620006","","","400603","40062","0","0","400603"
"0","1","31","1400620007","","","400604","40062","0","0","400604"
"0","1","31","1400620008","","","400605","40062","0","0","400605"
"0","1","31","1400620009","","","400606","40062","0","0","400606"
"0","1","31","1400620010","","","400607","40062","0","0","400607"
"0","1","31","1400620011","","","400608","40062","0","0","400608"
"0","1","31","1400620012","","","400609","40062","0","0","400609"
"400","1","31","1400620013","","","400610","40062","-70","1","400610"
"200","1","31","1400620014","","","400611","40062","-10","0","400611"
"0","1","31","1400620015","","","400006","40062","0","0","400006"
"","","91","1400620016","","","0","40062","","","0"
"","","32","1400620017","","","400006","40062","","","1"
"0","","23","1400620018","","","se_travel_top","40062","","","se_travel_top_pitfall_foot1"
"1","","3","1400620019","","","1000001","40062","","0.2","travel_topdrama_r_4000_run_normal"
"-110","","2","1400620020","","","1000001","40062","1","","-300"
"","","93","1400620021","","","1","40062","","","0"
"0","","23","1400620022","","","se_travel_top","40062","","","se_travel_top_pitfall_emote_note"
"0","1","3","1400620023","0.2","","1000001","40062","travel_topdrama_r_4000_idle_surprise1","0.2","travel_topdrama_r_4000_surprise"
"0.3","0","12","1400620024","","","1000001","40062","0","","10"
"","","93","1400620025","","","1.2","40062","","","0"
"0","","23","1400620026","","","se_travel_top","40062","","","se_travel_top_pitfall_foot2"
"1","","3","1400620027","","","1000001","40062","","0.2","travel_topdrama_r_4000_run_joy"
"-110","","2","1400620028","","","1000001","40062","0.8","","0"
"","","93","1400620029","","","0.8","40062","","","0"
"0","","23","1400620030","","","se_travel_top","40062","","","se_travel_top_pitfall_open_hole"
"","","32","1400620031","","","400601","40062","","","1"
"","","32","1400620032","","","400602","40062","","","1"
"1","","3","1400620033","","","1000001","40062","","0","travel_topdrama_r_4005_fall1"
"","","93","1400620034","","","0.3","40062","","","0"
"0","","23","1400620035","","","se_travel_top","40062","","","se_travel_top_pitfall_panic"
"","","32","1400620036","","","400605","40062","","","1"
"","","93","1400620037","","","1","40062","","","0"
"0","","23","1400620038","","","se_travel_top","40062","","","se_travel_top_pitfall_fall"
"0","","3","1400620039","","","1000001","40062","","0","travel_topdrama_r_4005_fall2"
"","","32","1400620040","","","400606","40062","","","1"
"","","32","1400620041","","","400607","40062","","","1"
"","","93","1400620042","","","0.3","40062","","","0"
"0","","23","1400620043","","","se_travel_top","40062","","","se_travel_top_pitfall_drillmall1"
"0","","3","1400620044","","","5","40062","","0","appear"
"","","93","1400620045","","","0.3","40062","","","0"
"0","","23","1400620046","","","se_travel_top","40062","","","se_travel_top_pitfall_drillmall2"
"","","93","1400620047","","","0.7","40062","","","0"
"0","","23","1400620048","","","se_travel_top","40062","","","se_travel_top_pitfall_wipe"
"","","32","1400620049","","","400603","40062","","","1"
"","","93","1400620050","","","0.2","40062","","","0"
"1","","3","1400620051","","","1000001","40062","","0","travel_topdrama_r_4005_fall3"
"-60","","2","1400620052","","","1000001","40062","0.01","","-200"
"0","","3","1400620053","","","5","40062","","0","disappear"
"","","32","1400620054","","","400610","40062","","","0"
"","","32","1400620055","","","400611","40062","","","1"
"","","32","1400620056","","","400601","40062","","","0"
"","","32","1400620057","","","400602","40062","","","0"
"","","32","1400620058","","","400604","40062","","","1"
"","","32","1400620059","","","400607","40062","","","0"
"","","93","1400620060","","","0.2","40062","","","0"
"","","32","1400620061","","","400608","40062","","","1"
"","","32","1400620062","","","400609","40062","","","1"
"0","","3","1400620063","","","1000001","40062","","0.2","travel_topdrama_r_4005_fall4"
"","","93","1400620064","","","0.1","40062","","","0"
"0","","23","1400620065","","","se_travel_top","40062","","","se_travel_top_pitfall_bodyfall"
"","","93","1400620066","","","0.9","40062","","","0"
"0","","23","1400620067","","","se_travel_top","40062","","","se_travel_top_pitfall_lookig_around"
"","","93","1400620068","","","1.3","40062","","","0"
"0","","23","1400620069","","","se_travel_top","40062","","","se_travel_top_pitfall_emote_notice"
"0.01","0","12","1400620070","","","1000001","40062","0","20","4"
"","","91","1400620071","","","1400620063","40062","","",""
"0","","23","1400620072","","","se_travel_top","40062","","","se_travel_top_pitfall_emote_joy"
"0","","3","1400620073","","","1000001","40062","","0.2","travel_topdrama_r_4005_guts"
"","","93","1400620074","","","1","40062","","","0"
"","","111","1400620075","","","","40062","","",""
"","","91","1400620076","","","0","40062","","",""
"50","-113","5","1400710001","1","idle","9","40071","0","0.3","9"
"55","-83","5","1400710002","0","rare","0","40071","0","1","0"
"","","91","1400710003","","","0","40071","","","0"
"1","","3","1400710004","","","9","40071","","0","idle"
"","","91","1400710005","","","0","40071","","","0"
"","","101","1400710006","","","1400710004","40071","","",""
"","","91","1400710007","","","0","40071","","","0"
"51","-150","1","1400720001","0","travel_topdrama_r_4000_idle_normal","1","40072","-400","1.46","1000001"
"50","-250","5","1400720002","1","disappear","9","40072","0","1","9"
"53","-250","5","1400720003","1","disappear","16","40072","0","1","16"
"0","1","31","1400720004","","","400700","40072","0","1","400700"
"0","1","31","1400720005","","","400701","40072","0","1","400701"
"0","1","31","1400720006","","","400702","40072","0","0","400702"
"0","1","31","1400720007","","","400703","40072","0","0","400703"
"0","1","31","1400720008","","","400704","40072","0","0","400704"
"0","1","31","1400720009","","","400705","40072","0","0","400705"
"0","1","31","1400720010","","","400720","40072","0","1","400720"
"0","1","31","1400720011","","","400721","40072","0","0","400721"
"0","1","31","1400720012","","","400722","40072","0","0","400722"
"0","1","31","1400720013","","","400723","40072","0","0","400723"
"0","1","31","1400720014","","","400724","40072","0","0","400724"
"0","1","31","1400720015","","","400730","40072","0","0","400730"
"0","1","31","1400720016","","","400740","40072","0","0","400740"
"0","1","31","1400720017","","","400741","40072","0","0","400741"
"0","1","31","1400720018","","","400742","40072","0","0","400742"
"0","1","31","1400720019","","","400743","40072","0","0","400743"
"0","1","31","1400720020","","","400744","40072","0","0","400744"
"0","1","31","1400720021","","","400750","40072","0","0","400750"
"0","1","31","1400720022","","","400751","40072","0","0","400751"
"0","1","31","1400720023","","","400752","40072","0","0","400752"
"0","1","31","1400720024","","","400753","40072","0","0","400753"
"0","1","31","1400720025","","","400754","40072","0","0","400754"
"0","1","31","1400720026","","","400780","40072","0","0","400780"
"0","1","31","1400720027","","","400781","40072","0","0","400781"
"0","1","31","1400720028","","","400790","40072","0","0","400790"
"0","1","31","1400720029","","","400007","40072","0","0","400007"
"","","91","1400720030","","","0","40072","","","0"
"","","93","1400720031","","","0","40072","","","0"
"","","32","1400720032","","","400007","40072","","","1"
"0","","23","1400720033","","","se_travel_top","40072","","","se_travel_top_ziz_foot"
"0","","3","1400720034","","","1000001","40072","","0.2","travel_topdrama_r_4007_walk_to_surprise"
"-150","","2","1400720035","","","1000001","40072","1.8","","-100"
"","","93","1400720036","","","1","40072","","","0"
"0","","23","1400720037","","","se_travel_top","40072","","","se_travel_top_ziz_approach"
"","","93","1400720038","","","0.6","40072","","","0"
"0","","23","1400720039","","","se_travel_top","40072","","","se_travel_top_ziz_emote_notice"
"0.5","0","12","1400720040","","","1000001","40072","0","","4"
"","","93","1400720041","","","1.2","40072","","","0"
"1","","122","1400720042","","","3","40072","","","3"
"","","93","1400720043","","","0.3","40072","","","0"
"0","","23","1400720044","","","se_travel_top","40072","","","se_travel_top_ziz_surprise"
"","","32","1400720045","","","400722","40072","","","1"
"","","93","1400720046","","","0.2","40072","","","0"
"1","","122","1400720047","","","5","40072","","","5"
"","","93","1400720048","","","0.5","40072","","","0"
"0","","23","1400720049","","","se_travel_top","40072","","","se_travel_top_ziz_whoosh"
"1","","122","1400720050","","","10","40072","","","10"
"","","93","1400720051","","","0.25","40072","","","0"
"","","32","1400720052","","","400723","40072","","","1"
"","","93","1400720053","","","0.05","40072","","","0"
"","","32","1400720054","","","400700","40072","","","0"
"","","32","1400720055","","","400701","40072","","","0"
"0","","23","1400720056","","","se_travel_top","40072","","","se_travel_top_ziz_hit"
"","","32","1400720057","","","400721","40072","","","1"
"","","93","1400720058","","","0.1","40072","","","0"
"","","32","1400720059","","","400702","40072","","","1"
"1","","23","1400720060","","","se_travel_top","40072","","","se_travel_top_ziz_wing"
"1","","3","1400720061","","","1000001","40072","","0.2","travel_topdrama_r_4007_grab"
"-200","","2","1400720062","","","1000001","40072","0.01","","0"
"1","","3","1400720063","","","9","40072","","0.2","idle"
"1","","3","1400720064","","","16","40072","","0.2","idle"
"","","93","1400720065","","","0.2","40072","","","0"
"","","32","1400720066","","","400720","40072","","","0"
"","","32","1400720067","","","400721","40072","","","0"
"","","32","1400720068","","","400722","40072","","","0"
"","","93","1400720069","","","2","40072","","","0"
"","","32","1400720070","","","400790","40072","","","1"
"0","","103","1400720071","","","掙扎逃跑","40072","","","1400720073"
"0","","103","1400720072","","","乖乖就範","40072","","","1400720075"
"","","102","1400720073","","","1","40072","","","0"
"","","101","1400720074","","","1400720077","40072","","",""
"","","102","1400720075","","","2","40072","","","0"
"","","101","1400720076","","","1400720077","40072","","",""
"","","91","1400720077","","","0","40072","","",""
"","","93","1400730001","","","0","40073","","","0"
"","","24","1400730002","","","se_travel_top_ziz_wing","40073","","","0.2"
"","","32","1400730003","","","400790","40073","","","0"
"0","","23","1400730004","","","se_travel_top","40073","","","se_travel_top_ziz_panic"
"","","32","1400730005","","","400724","40073","","","1"
"0","","3","1400730006","","","1000001","40073","","0.2","travel_topdrama_r_4007_fall1"
"0","","3","1400730007","","","9","40073","","0.2","fall"
"0","","3","1400730008","","","16","40073","","0.2","fall"
"","","93","1400730009","","","1.8","40073","","","0"
"0","","23","1400730010","","","se_travel_top","40073","","","se_travel_top_ziz_cry"
"0","","23","1400730011","","","se_travel_top","40073","","","se_travel_top_ziz_fall"
"","","93","1400730012","","","1","40073","","","0"
"","","32","1400730013","","","400740","40073","","","1"
"","","93","1400730014","","","0.2","40073","","","0"
"0","","3","1400730015","","","1000001","40073","","0","travel_topdrama_r_4007_fall2"
"-180","","2","1400730016","","","1000001","40073","0.01","","-200"
"0","","3","1400730017","","","9","40073","","0","disappear"
"0","","3","1400730018","","","16","40073","","0","disappear"
"","","32","1400730019","","","400702","40073","","","0"
"","","32","1400730020","","","400704","40073","","","1"
"","","32","1400730021","","","400705","40073","","","1"
"","","32","1400730022","","","400724","40073","","","0"
"","","32","1400730023","","","400750","40073","","","1"
"","","32","1400730024","","","400751","40073","","","1"
"","","32","1400730025","","","400753","40073","","","1"
"","","93","1400730026","","","0.3","40073","","","0"
"0","","23","1400730027","","","se_travel_top","40073","","","se_travel_top_ziz_drop2"
"","","93","1400730028","","","0.3","40073","","","0"
"","","32","1400730029","","","400741","40073","","","1"
"","","32","1400730030","","","400742","40073","","","1"
"","","32","1400730031","","","400752","40073","","","1"
"0","","3","1400730032","","","1000001","40073","","0.2","travel_topdrama_r_4007_fall3"
"","","93","1400730033","","","0.3","40073","","","0"
"0","","23","1400730034","","","se_travel_top","40073","","","se_travel_top_ziz_drop3"
"","","93","1400730035","","","0.6","40073","","","0"
"0","","23","1400730036","","","se_travel_top","40073","","","se_travel_top_ziz_look_around"
"","","91","1400730037","","","1400730032","40073","","",""
