14cca31adaac927acfa1fb1dc8d3a185ca28abd272e9b5189248f8f90e820292,bb06f283f24e7993714cf6e6d322dcb4c2f167bfe95e4f712b4ef73e4e106682,82e44805b77b19590fec62e93b6c076cbb415f0196af63234248a7f4efc13bfc,5ef882a5f1cd86a1d49c4b8d4146ca0658a7dd7d8b6208bb70f1d251c907c756,e121de12cedac266de1e1ec54b2c6efd6d5898dc648e7b9cd20a175531886278,44a288ea76a723ef2e65baaa9a7da8a48371cf85d05c337729da51069921e170,2faa4e7443c7ba6e9f2f8aefaa9f03d18c3e717023902e6058aab883228b0c91,f4233f883887065058ebc3357fa8d29a161993fcfd3f4393b7bbe0921a7a1cbe,8040a2965db3c387da3616eab92bf68c4b0f76e0ae54fbb6128ed54a88e5254f,750edcd432bfcd1d0d21a39c1c7b174af708a7cd6282169818dd9d0fce16194d,6406a65dc706bbde2c570bf09bf8a69a4c554f0165a4be0190b88de1ee9368ba,f1a8c99631d07f083228244dc61a3e92e03e4e78078f9659b4618a02cdcc0199,895f2addce4c67a2e129a090cf29280a9f87af40baf620cf02157d9ac95c93c7,7d3f3fb78c5fa46aa41684a826d3c3cbfb164620cead61c4dbbd1c2ecd6e4222,70dafc950ca3f35b8464df0149392b2897a7c8fe669e30f1c42cac8a47d1b10c,3cb96ba2b9c4dc5b03acd5ba563a84fa6b13c73442c54c5ea107e99adeb5299b,e17e79883e310bcce1189352b3e2c50fbb42dfb5ec1edb9b2769dd66717c24c0,f5b6509cd6677326c59a11b8a15858ea7878c9c76a11c1142919661cea15ce08,b037f5e41cfd4ef8cc6caa27f697e72fa250f31a2281d6e9b56cec77fa0ab3d0,8920b370c7c67b602a75bb821d3e92fbd44d437c70c0d8c0d07895e2b2ffd025,ebce7bd5d4a339246df110d27a184f384b1a5714e470e38e950fdbc66560999f,ff56c8caacb220d753d7f3a61eae0e19a59a6d18e3c6325c9e3fb0dcb3da0732
"200","101192","1","1.1","1","bgm_M55","10790105","-30","485","0","1.2","101192","280","-10","1","-70","1079","5","-50","-45","1.3","5"
"100","101201","1.1","0.85","1","bgm_M64","10800101","-30","-470","0","1","101201","210","10","1","0","1080","1","0","0","1.35","1"
"200","101201","0.8","0.65","1","bgm_M64","10800102","-30","-250","0","1","101201","200","10","1","-120","1080","2","0","-5","1","2"
"100","101201","0.8","0.6","1","bgm_M64","10800103","-30","-5","-15","1","101201","200","10","1","70","1080","3","0","0","1.2","3"
"100","101201","0.9","0.7","1","bgm_M64","10800104","-30","190","0","1","101201","200","0","1","-110","1080","4","10","-15","1","4"
"100","101202","1","1","1","bgm_M55","10800105","-30","475","-20","1","101202","250","10","1","-30","1080","5","-50","-45","1.45","5"
"170","101291","0.9","0.575","1","bgm_M64","10810101","-30","-480","0","1","101291","210","10","1","-100","1081","1","-25","-30","1","1"
"250","101291","0.8","0.7","1","bgm_M64","10810102","-30","-230","0","1","101291","240","0","1","-10","1081","2","-30","-30","1","2"
"100","101291","1","0.75","1","bgm_M64","10810103","-30","-10","-15","1","101291","200","5","1","-110","1081","3","0","-10","1.2","3"
"300","101291","1","0.8","1","bgm_M64","10810104","-30","200","-10","1","101291","200","-20","1","55","1081","4","-50","-50","1.3","4"
"100","101292","1","1.1","1","bgm_M55","10810105","-30","490","-20","1","101292","230","30","1","-15","1081","5","15","30","1.45","5"
"100","101301","1.1","0.8","1","bgm_M64","10820101","-30","-470","0","1","101301","210","10","1","0","1082","1","20","0","1.45","1"
"100","101301","1.1","0.75","1","bgm_M64","10820102","-30","-270","0","1","101301","200","10","1","-120","1082","2","0","0","1.2","2"
"100","101301","2.2","1.55","1","bgm_M64","10820103","-30","0","-15","1","101301","200","0","1","65","1082","3","0","-10","2.3","3"
"100","101301","0.7","0.7","1","bgm_M64","10820104","-30","200","0","1","101301","200","0","1","-120","1082","4","0","0","1","4"
"100","101302","1.1","1","1","bgm_M55","10820105","-30","470","-20","1","101302","270","10","1","-55","1082","5","-15","-30","1.2","5"
"170","101441","0.9","0.575","1","bgm_M64","10830101","-30","-450","0","1","101441","210","10","1","0","1083","1","-25","-30","1","1"
"100","101441","1.1","0.75","1","bgm_M64","10830102","-30","-250","0","1","101441","240","0","1","-90","1083","2","0","0","1.2","2"
"200","101441","1","0.85","1","bgm_M64","10830103","-30","-25","-15","1","101441","200","0","1","60","1083","3","-30","-10","1.4","3"
"100","101441","1","0.75","1","bgm_M64","10830104","-30","220","0","1","101441","200","0","1","-70","1083","4","-30","0","1.2","4"
"100","101442","1.1","0.95","1","bgm_M55","10830105","-30","470","-20","1","101442","230","10","1","-70","1083","5","-35","-30","1.2","5"
"100","101451","1.1","0.85","1","bgm_M64","10840101","-30","-470","0","1","101451","210","10","1","-50","1084","1","0","0","1.35","1"
"200","101451","1.1","1","1","bgm_M64","10840102","-30","-250","0","1","101451","240","0","1","40","1084","2","10","10","1.35","2"
"100","101451","1.1","0.75","1","bgm_M64","10840103","-30","0","-15","1","101451","200","0","1","-110","1084","3","0","-10","1.2","3"
"300","101451","0.6","0.6","1","bgm_M64","10840104","-30","210","0","1","101451","200","-25","1","30","1084","4","-30","-30","0.8","4"
"100","101452","1.4","1.25","1","bgm_M55","10840105","-30","510","0","1.2","101452","290","0","1","-70","1084","5","-35","-50","1.55","5"
