bdc5082f286b623aa32f71f5e8197b7c42cb2e8574e14dc622d5bf3ba149d64e,630791eb9130072733d71a00f050785433ac0ae25acdcc7d9057c4a707d4b8dd,5e35254868dcd851af39a70336f6887050f8ccd4faeeb04a8b19ce02a9057a0e,1e41d0bf5764e28cb447b871e2ddb2d698a55e2016281dc6d9209d366bc90db6,257c320d0066dd0ea140d49bc55ef79abab8c3d0069f4a9258247d1aedd67a54
"2","1","22002","72036003","20036006"
"8","30","91002","72036004","20036007"
"2","1","22002","72036004","20036008"
"8","30","91002","72036005","20036009"
"2","1","22002","72036005","20036010"
"8","30","91002","72036006","20036011"
"2","1","22002","72036006","20036012"
"8","30","91002","72036007","20036013"
"2","1","22002","72036007","20036014"
"8","30","91002","72036008","20036015"
"2","1","22002","72036008","20036016"
"8","30","91002","72036009","20036017"
"2","1","22002","72036009","20036018"
"8","30","91002","72036010","20036019"
"2","1","22002","72036010","20036020"
"8","30","91002","72036011","20036021"
"2","1","22002","72036011","20036022"
"8","30","91002","72036012","20036023"
"2","1","22002","72036012","20036024"
"8","30","91002","72036013","20036025"
"2","1","22002","72036013","20036026"
"8","30","91002","72036014","20036027"
"2","1","22002","72036014","20036028"
"8","200","91002","72036015","20036029"
"2","1","22002","72036015","20036030"
"8","60","91002","72036016","20036031"
"2","2","22002","72036016","20036032"
"8","60","91002","72036017","20036033"
"2","2","22002","72036017","20036034"
"8","60","91002","72036018","20036035"
"2","2","22002","72036018","20036036"
"8","60","91002","72036019","20036037"
"2","2","22002","72036019","20036038"
"8","300","91002","72036020","20036039"
"2","2","22002","72036020","20036040"
"2","5","31032","72036021","20036041"
"2","5","31031","72036021","20036042"
"2","1","21900","72036022","20036043"
"2","5","31032","72036023","20036044"
"2","5","31031","72036023","20036045"
"2","10","31032","72036024","20036046"
"2","10","31031","72036024","20036047"
"8","30","91002","72037001","20037001"
"2","1","22002","72037001","20037002"
"8","30","91002","72037002","20037003"
"2","1","22002","72037002","20037004"
"8","30","91002","72037003","20037005"
"2","1","22002","72037003","20037006"
"8","30","91002","72037004","20037007"
"2","1","22002","72037004","20037008"
"8","30","91002","72037005","20037009"
"2","1","22002","72037005","20037010"
"8","30","91002","72037006","20037011"
"2","1","22002","72037006","20037012"
"8","30","91002","72037007","20037013"
"2","1","22002","72037007","20037014"
"8","30","91002","72037008","20037015"
"2","1","22002","72037008","20037016"
"8","30","91002","72037009","20037017"
"2","1","22002","72037009","20037018"
"8","30","91002","72037010","20037019"
"2","1","22002","72037010","20037020"
"8","30","91002","72037011","20037021"
"2","1","22002","72037011","20037022"
"8","30","91002","72037012","20037023"
"2","1","22002","72037012","20037024"
"8","30","91002","72037013","20037025"
"2","1","22002","72037013","20037026"
"8","30","91002","72037014","20037027"
"2","1","22002","72037014","20037028"
"8","200","91002","72037015","20037029"
"2","1","22002","72037015","20037030"
"8","60","91002","72037016","20037031"
"2","2","22002","72037016","20037032"
"8","60","91002","72037017","20037033"
"2","2","22002","72037017","20037034"
"8","60","91002","72037018","20037035"
"2","2","22002","72037018","20037036"
"8","60","91002","72037019","20037037"
"2","2","22002","72037019","20037038"
"8","300","91002","72037020","20037039"
"2","2","22002","72037020","20037040"
"2","5","31065","72037021","20037041"
"2","5","31015","72037021","20037042"
"2","1","21900","72037022","20037043"
"2","5","31065","72037023","20037044"
"2","5","31015","72037023","20037045"
"2","10","31065","72037024","20037046"
"2","10","31015","72037024","20037047"
"8","30","91002","72038001","20038001"
"2","1","22002","72038001","20038002"
"8","30","91002","72038002","20038003"
"2","1","22002","72038002","20038004"
"8","30","91002","72038003","20038005"
"2","1","22002","72038003","20038006"
"8","30","91002","72038004","20038007"
"2","1","22002","72038004","20038008"
"8","30","91002","72038005","20038009"
"2","1","22002","72038005","20038010"
"8","30","91002","72038006","20038011"
"2","1","22002","72038006","20038012"
"8","30","91002","72038007","20038013"
"2","1","22002","72038007","20038014"
"8","30","91002","72038008","20038015"
"2","1","22002","72038008","20038016"
"8","30","91002","72038009","20038017"
"2","1","22002","72038009","20038018"
"8","30","91002","72038010","20038019"
"2","1","22002","72038010","20038020"
"8","30","91002","72038011","20038021"
"2","1","22002","72038011","20038022"
"8","30","91002","72038012","20038023"
"2","1","22002","72038012","20038024"
"8","30","91002","72038013","20038025"
"2","1","22002","72038013","20038026"
"8","30","91002","72038014","20038027"
"2","1","22002","72038014","20038028"
"8","200","91002","72038015","20038029"
"2","1","22002","72038015","20038030"
"8","60","91002","72038016","20038031"
"2","2","22002","72038016","20038032"
"8","60","91002","72038017","20038033"
"2","2","22002","72038017","20038034"
"8","60","91002","72038018","20038035"
"2","2","22002","72038018","20038036"
"8","60","91002","72038019","20038037"
"2","2","22002","72038019","20038038"
"8","300","91002","72038020","20038039"
"2","2","22002","72038020","20038040"
"1","1","116801","72038021","20038041"
"2","1","21005","72038022","20038042"
"7","1","2809","72038023","20038043"
"2","10","31168","72038024","20038044"
"2","10","31040","72038024","20038045"
"2","10","31168","72038025","20038046"
"2","10","31040","72038025","20038047"
"8","30","91002","72039001","20039001"
"2","1","22002","72039001","20039002"
"8","30","91002","72039002","20039003"
"2","1","22002","72039002","20039004"
"8","30","91002","72039003","20039005"
"2","1","22002","72039003","20039006"
"8","30","91002","72039004","20039007"
"2","1","22002","72039004","20039008"
"8","30","91002","72039005","20039009"
"2","1","22002","72039005","20039010"
"8","30","91002","72039006","20039011"
"2","1","22002","72039006","20039012"
"8","30","91002","72039007","20039013"
"2","1","22002","72039007","20039014"
"8","30","91002","72039008","20039015"
"2","1","22002","72039008","20039016"
"8","30","91002","72039009","20039017"
"2","1","22002","72039009","20039018"
"8","30","91002","72039010","20039019"
"2","1","22002","72039010","20039020"
"8","30","91002","72039011","20039021"
"2","1","22002","72039011","20039022"
"8","30","91002","72039012","20039023"
"2","1","22002","72039012","20039024"
"8","30","91002","72039013","20039025"
"2","1","22002","72039013","20039026"
"8","30","91002","72039014","20039027"
"2","1","22002","72039014","20039028"
"8","200","91002","72039015","20039029"
"2","1","22002","72039015","20039030"
"8","60","91002","72039016","20039031"
"2","2","22002","72039016","20039032"
"8","60","91002","72039017","20039033"
"2","2","22002","72039017","20039034"
"8","60","91002","72039018","20039035"
"2","2","22002","72039018","20039036"
"8","60","91002","72039019","20039037"
"2","2","22002","72039019","20039038"
"8","300","91002","72039020","20039039"
"2","2","22002","72039020","20039040"
"2","5","31018","72039021","20039041"
"2","5","31050","72039021","20039042"
"2","1","21900","72039022","20039043"
"2","5","31018","72039023","20039044"
"2","5","31050","72039023","20039045"
"2","10","31018","72039024","20039046"
"2","10","31050","72039024","20039047"
"8","30","91002","72040001","20040001"
"2","1","22002","72040001","20040002"
"8","30","91002","72040002","20040003"
"2","1","22002","72040002","20040004"
"8","30","91002","72040003","20040005"
"2","1","22002","72040003","20040006"
"8","30","91002","72040004","20040007"
"2","1","22002","72040004","20040008"
"8","30","91002","72040005","20040009"
"2","1","22002","72040005","20040010"
"8","30","91002","72040006","20040011"
"2","1","22002","72040006","20040012"
"8","30","91002","72040007","20040013"
"2","1","22002","72040007","20040014"
"8","30","91002","72040008","20040015"
"2","1","22002","72040008","20040016"
"8","30","91002","72040009","20040017"
"2","1","22002","72040009","20040018"
"8","30","91002","72040010","20040019"
"2","1","22002","72040010","20040020"
"8","30","91002","72040011","20040021"
"2","1","22002","72040011","20040022"
"8","30","91002","72040012","20040023"
"2","1","22002","72040012","20040024"
"8","30","91002","72040013","20040025"
"2","1","22002","72040013","20040026"
"8","30","91002","72040014","20040027"
"2","1","22002","72040014","20040028"
"8","200","91002","72040015","20040029"
"2","1","22002","72040015","20040030"
"8","60","91002","72040016","20040031"
"2","2","22002","72040016","20040032"
"8","60","91002","72040017","20040033"
"2","2","22002","72040017","20040034"
"8","60","91002","72040018","20040035"
"2","2","22002","72040018","20040036"
"8","60","91002","72040019","20040037"
"2","2","22002","72040019","20040038"
"8","300","91002","72040020","20040039"
"2","2","22002","72040020","20040040"
"1","1","117401","72040021","20040041"
"2","1","21006","72040022","20040042"
"2","10","31174","72040023","20040043"
"2","10","31109","72040023","20040044"
"2","10","31174","72040024","20040045"
"2","10","31109","72040024","20040046"
"8","30","91002","72041001","20041001"
"2","1","22002","72041001","20041002"
"8","30","91002","72041002","20041003"
"2","1","22002","72041002","20041004"
"8","30","91002","72041003","20041005"
"2","1","22002","72041003","20041006"
"8","30","91002","72041004","20041007"
"2","1","22002","72041004","20041008"
"8","30","91002","72041005","20041009"
"2","1","22002","72041005","20041010"
"8","30","91002","72041006","20041011"
"2","1","22002","72041006","20041012"
"8","30","91002","72041007","20041013"
"2","1","22002","72041007","20041014"
"8","30","91002","72041008","20041015"
"2","1","22002","72041008","20041016"
"8","30","91002","72041009","20041017"
"2","1","22002","72041009","20041018"
"8","30","91002","72041010","20041019"
"2","1","22002","72041010","20041020"
"8","30","91002","72041011","20041021"
"2","1","22002","72041011","20041022"
"8","30","91002","72041012","20041023"
"2","1","22002","72041012","20041024"
"8","30","91002","72041013","20041025"
"2","1","22002","72041013","20041026"
"8","30","91002","72041014","20041027"
"2","1","22002","72041014","20041028"
"8","200","91002","72041015","20041029"
"2","1","22002","72041015","20041030"
"8","60","91002","72041016","20041031"
"2","2","22002","72041016","20041032"
"8","60","91002","72041017","20041033"
"2","2","22002","72041017","20041034"
"8","60","91002","72041018","20041035"
"2","2","22002","72041018","20041036"
"8","60","91002","72041019","20041037"
"2","2","22002","72041019","20041038"
"8","300","91002","72041020","20041039"
"2","2","22002","72041020","20041040"
"2","5","31096","72041021","20041041"
"2","5","31051","72041021","20041042"
"2","1","21900","72041022","20041043"
"2","5","31096","72041023","20041044"
"2","5","31051","72041023","20041045"
"2","10","31096","72041024","20041046"
"2","10","31051","72041024","20041047"
"8","30","91002","72042001","20042001"
"2","1","22002","72042001","20042002"
"8","30","91002","72042002","20042003"
"2","1","22002","72042002","20042004"
"8","30","91002","72042003","20042005"
"2","1","22002","72042003","20042006"
"8","30","91002","72042004","20042007"
"2","1","22002","72042004","20042008"
"8","30","91002","72042005","20042009"
"2","1","22002","72042005","20042010"
"8","30","91002","72042006","20042011"
"2","1","22002","72042006","20042012"
"8","30","91002","72042007","20042013"
"2","1","22002","72042007","20042014"
"8","30","91002","72042008","20042015"
"2","1","22002","72042008","20042016"
"8","30","91002","72042009","20042017"
"2","1","22002","72042009","20042018"
"8","30","91002","72042010","20042019"
"2","1","22002","72042010","20042020"
"8","30","91002","72042011","20042021"
"2","1","22002","72042011","20042022"
"8","30","91002","72042012","20042023"
"2","1","22002","72042012","20042024"
"8","30","91002","72042013","20042025"
"2","1","22002","72042013","20042026"
"8","30","91002","72042014","20042027"
"2","1","22002","72042014","20042028"
"8","30","91002","72042015","20042029"
"2","1","22002","72042015","20042030"
"2","40","50003","72042015","20042031"
"8","60","91002","72042016","20042032"
"2","2","22002","72042016","20042033"
"8","60","91002","72042017","20042034"
"2","2","22002","72042017","20042035"
"8","60","91002","72042018","20042036"
"2","2","22002","72042018","20042037"
"8","60","91002","72042019","20042038"
"2","2","22002","72042019","20042039"
"8","60","91002","72042020","20042040"
"2","2","22002","72042020","20042041"
"2","40","50003","72042020","20042042"
"1","1","117801","72042021","20042043"
"2","1","21007","72042022","20042044"
"2","10","31178","72042023","20042045"
"2","10","31047","72042023","20042046"
"2","10","31178","72042024","20042047"
"2","10","31047","72042024","20042048"
"8","30","91002","72043001","20043001"
"2","1","22002","72043001","20043002"
"8","30","91002","72043002","20043003"
"2","1","22002","72043002","20043004"
"8","30","91002","72043003","20043005"
"2","1","22002","72043003","20043006"
"8","30","91002","72043004","20043007"
"2","1","22002","72043004","20043008"
"8","30","91002","72043005","20043009"
"2","1","22002","72043005","20043010"
"8","30","91002","72043006","20043011"
"2","1","22002","72043006","20043012"
"8","30","91002","72043007","20043013"
"2","1","22002","72043007","20043014"
"8","30","91002","72043008","20043015"
"2","1","22002","72043008","20043016"
"8","30","91002","72043009","20043017"
"2","1","22002","72043009","20043018"
"8","30","91002","72043010","20043019"
"2","1","22002","72043010","20043020"
"8","30","91002","72043011","20043021"
"2","1","22002","72043011","20043022"
"8","30","91002","72043012","20043023"
"2","1","22002","72043012","20043024"
"8","30","91002","72043013","20043025"
"2","1","22002","72043013","20043026"
"8","30","91002","72043014","20043027"
"2","1","22002","72043014","20043028"
"8","30","91002","72043015","20043029"
"2","1","22002","72043015","20043030"
"2","40","50003","72043015","20043031"
"8","60","91002","72043016","20043032"
"2","2","22002","72043016","20043033"
"8","60","91002","72043017","20043034"
"2","2","22002","72043017","20043035"
"8","60","91002","72043018","20043036"
"2","2","22002","72043018","20043037"
"8","60","91002","72043019","20043038"
"2","2","22002","72043019","20043039"
"8","60","91002","72043020","20043040"
"2","2","22002","72043020","20043041"
"2","40","50003","72043020","20043042"
"2","5","31053","72043021","20043043"
"2","5","31055","72043021","20043044"
"2","1","21900","72043022","20043045"
"2","5","31053","72043023","20043046"
"2","5","31055","72043023","20043047"
"2","10","31053","72043024","20043048"
"2","10","31055","72043024","20043049"
"8","30","91002","72044001","20044001"
"2","1","22002","72044001","20044002"
"8","30","91002","72044002","20044003"
"2","1","22002","72044002","20044004"
"8","30","91002","72044003","20044005"
"2","1","22002","72044003","20044006"
"8","30","91002","72044004","20044007"
"2","1","22002","72044004","20044008"
"8","30","91002","72044005","20044009"
"2","1","22002","72044005","20044010"
"8","30","91002","72044006","20044011"
"2","1","22002","72044006","20044012"
"8","30","91002","72044007","20044013"
"2","1","22002","72044007","20044014"
"8","30","91002","72044008","20044015"
"2","1","22002","72044008","20044016"
"8","30","91002","72044009","20044017"
"2","1","22002","72044009","20044018"
"8","30","91002","72044010","20044019"
"2","1","22002","72044010","20044020"
"8","30","91002","72044011","20044021"
"2","1","22002","72044011","20044022"
"8","30","91002","72044012","20044023"
"2","1","22002","72044012","20044024"
"8","30","91002","72044013","20044025"
"2","1","22002","72044013","20044026"
"8","30","91002","72044014","20044027"
"2","1","22002","72044014","20044028"
"8","30","91002","72044015","20044029"
"2","1","22002","72044015","20044030"
"2","40","50003","72044015","20044031"
"8","60","91002","72044016","20044032"
"2","2","22002","72044016","20044033"
"8","60","91002","72044017","20044034"
"2","2","22002","72044017","20044035"
"8","60","91002","72044018","20044036"
"2","2","22002","72044018","20044037"
"8","60","91002","72044019","20044038"
"2","2","22002","72044019","20044039"
"8","60","91002","72044020","20044040"
"2","2","22002","72044020","20044041"
"2","40","50003","72044020","20044042"
"1","1","119201","72044021","20044043"
"2","1","21008","72044022","20044044"
"2","10","31192","72044023","20044045"
"2","10","31006","72044023","20044046"
"2","10","31192","72044024","20044047"
"2","10","31006","72044024","20044048"
"8","30","91002","72045001","20045001"
"2","1","22002","72045001","20045002"
"8","30","91002","72045002","20045003"
"2","1","22002","72045002","20045004"
"8","30","91002","72045003","20045005"
"2","1","22002","72045003","20045006"
"8","30","91002","72045004","20045007"
"2","1","22002","72045004","20045008"
"8","30","91002","72045005","20045009"
"2","1","22002","72045005","20045010"
"8","30","91002","72045006","20045011"
"2","1","22002","72045006","20045012"
"8","30","91002","72045007","20045013"
"2","1","22002","72045007","20045014"
"8","30","91002","72045008","20045015"
"2","1","22002","72045008","20045016"
"8","30","91002","72045009","20045017"
"2","1","22002","72045009","20045018"
"8","30","91002","72045010","20045019"
"2","1","22002","72045010","20045020"
"8","30","91002","72045011","20045021"
"2","1","22002","72045011","20045022"
"8","30","91002","72045012","20045023"
"2","1","22002","72045012","20045024"
"8","30","91002","72045013","20045025"
"2","1","22002","72045013","20045026"
"8","30","91002","72045014","20045027"
"2","1","22002","72045014","20045028"
"8","30","91002","72045015","20045029"
"2","1","22002","72045015","20045030"
"2","40","50003","72045015","20045031"
"8","60","91002","72045016","20045032"
"2","2","22002","72045016","20045033"
"8","60","91002","72045017","20045034"
"2","2","22002","72045017","20045035"
"8","60","91002","72045018","20045036"
"2","2","22002","72045018","20045037"
"8","60","91002","72045019","20045038"
"2","2","22002","72045019","20045039"
"8","60","91002","72045020","20045040"
"2","2","22002","72045020","20045041"
"2","40","50003","72045020","20045042"
"1","1","120801","72045021","20045043"
"2","1","21009","72045022","20045044"
"2","10","31208","72045023","20045045"
"2","10","31044","72045023","20045046"
"2","10","31208","72045024","20045047"
"2","10","31044","72045024","20045048"
"8","30","91002","72046001","20046001"
"2","1","22002","72046001","20046002"
"8","30","91002","72046002","20046003"
"2","1","22002","72046002","20046004"
"8","30","91002","72046003","20046005"
"2","1","22002","72046003","20046006"
"8","30","91002","72046004","20046007"
"2","1","22002","72046004","20046008"
"8","30","91002","72046005","20046009"
"2","1","22002","72046005","20046010"
"8","30","91002","72046006","20046011"
"2","1","22002","72046006","20046012"
"8","30","91002","72046007","20046013"
"2","1","22002","72046007","20046014"
"8","30","91002","72046008","20046015"
"2","1","22002","72046008","20046016"
"8","30","91002","72046009","20046017"
"2","1","22002","72046009","20046018"
"8","30","91002","72046010","20046019"
"2","1","22002","72046010","20046020"
"8","30","91002","72046011","20046021"
"2","1","22002","72046011","20046022"
"8","30","91002","72046012","20046023"
"2","1","22002","72046012","20046024"
"8","30","91002","72046013","20046025"
"2","1","22002","72046013","20046026"
"8","30","91002","72046014","20046027"
"2","1","22002","72046014","20046028"
"8","30","91002","72046015","20046029"
"2","1","22002","72046015","20046030"
"2","40","50003","72046015","20046031"
"8","60","91002","72046016","20046032"
"2","2","22002","72046016","20046033"
"8","60","91002","72046017","20046034"
"2","2","22002","72046017","20046035"
"8","60","91002","72046018","20046036"
"2","2","22002","72046018","20046037"
"8","60","91002","72046019","20046038"
"2","2","22002","72046019","20046039"
"8","60","91002","72046020","20046040"
"2","2","22002","72046020","20046041"
"2","40","50003","72046020","20046042"
"2","5","31059","72046021","20046043"
"2","5","31060","72046021","20046044"
"2","1","21901","72046022","20046045"
"2","5","31059","72046023","20046046"
"2","5","31060","72046023","20046047"
"2","10","31059","72046024","20046048"
"2","10","31060","72046024","20046049"
"8","30","91002","72047001","20047001"
"2","1","22002","72047001","20047002"
"8","30","91002","72047002","20047003"
"2","1","22002","72047002","20047004"
"8","30","91002","72047003","20047005"
"2","1","22002","72047003","20047006"
"8","30","91002","72047004","20047007"
"2","1","22002","72047004","20047008"
"8","30","91002","72047005","20047009"
"2","1","22002","72047005","20047010"
"8","30","91002","72047006","20047011"
"2","1","22002","72047006","20047012"
"8","30","91002","72047007","20047013"
"2","1","22002","72047007","20047014"
"8","30","91002","72047008","20047015"
"2","1","22002","72047008","20047016"
"8","30","91002","72047009","20047017"
"2","1","22002","72047009","20047018"
"8","30","91002","72047010","20047019"
"2","1","22002","72047010","20047020"
"8","30","91002","72047011","20047021"
"2","1","22002","72047011","20047022"
"8","30","91002","72047012","20047023"
"2","1","22002","72047012","20047024"
"8","30","91002","72047013","20047025"
"2","1","22002","72047013","20047026"
"8","30","91002","72047014","20047027"
"2","1","22002","72047014","20047028"
"8","30","91002","72047015","20047029"
"2","1","22002","72047015","20047030"
"2","40","50003","72047015","20047031"
"8","60","91002","72047016","20047032"
"2","2","22002","72047016","20047033"
"8","60","91002","72047017","20047034"
"2","2","22002","72047017","20047035"
"8","60","91002","72047018","20047036"
"2","2","22002","72047018","20047037"
"8","60","91002","72047019","20047038"
"2","2","22002","72047019","20047039"
"8","60","91002","72047020","20047040"
"2","2","22002","72047020","20047041"
"2","40","50003","72047020","20047042"
"1","1","121201","72047021","20047043"
"2","1","21010","72047022","20047044"
"2","10","31212","72047023","20047045"
"2","10","31058","72047023","20047046"
"2","10","31212","72047024","20047047"
"2","10","31058","72047024","20047048"
"8","30","91002","72048001","20048001"
"2","1","22002","72048001","20048002"
"8","30","91002","72048002","20048003"
"2","1","22002","72048002","20048004"
"8","30","91002","72048003","20048005"
"2","1","22002","72048003","20048006"
"8","30","91002","72048004","20048007"
"2","1","22002","72048004","20048008"
"8","30","91002","72048005","20048009"
"2","1","22002","72048005","20048010"
"8","30","91002","72048006","20048011"
"2","1","22002","72048006","20048012"
"8","30","91002","72048007","20048013"
"2","1","22002","72048007","20048014"
"8","30","91002","72048008","20048015"
"2","1","22002","72048008","20048016"
"8","30","91002","72048009","20048017"
"2","1","22002","72048009","20048018"
"8","30","91002","72048010","20048019"
"2","1","22002","72048010","20048020"
"8","30","91002","72048011","20048021"
"2","1","22002","72048011","20048022"
"8","30","91002","72048012","20048023"
"2","1","22002","72048012","20048024"
"8","30","91002","72048013","20048025"
"2","1","22002","72048013","20048026"
"8","30","91002","72048014","20048027"
"2","1","22002","72048014","20048028"
"8","30","91002","72048015","20048029"
"2","1","22002","72048015","20048030"
"2","40","50003","72048015","20048031"
"8","60","91002","72048016","20048032"
"2","2","22002","72048016","20048033"
"8","60","91002","72048017","20048034"
"2","2","22002","72048017","20048035"
"8","60","91002","72048018","20048036"
"2","2","22002","72048018","20048037"
"8","60","91002","72048019","20048038"
"2","2","22002","72048019","20048039"
"8","60","91002","72048020","20048040"
"2","2","22002","72048020","20048041"
"2","40","50003","72048020","20048042"
"2","5","31128","72048021","20048043"
"2","5","31026","72048021","20048044"
"2","1","21901","72048022","20048045"
"7","1","2818","72048023","20048046"
"2","5","31128","72048024","20048047"
"2","5","31026","72048024","20048048"
"2","10","31128","72048025","20048049"
"2","10","31026","72048025","20048050"
"8","30","91002","72049001","20049001"
"2","1","22002","72049001","20049002"
"8","30","91002","72049002","20049003"
"2","1","22002","72049002","20049004"
"8","30","91002","72049003","20049005"
"2","1","22002","72049003","20049006"
"8","30","91002","72049004","20049007"
"2","1","22002","72049004","20049008"
"8","30","91002","72049005","20049009"
"2","1","22002","72049005","20049010"
"8","30","91002","72049006","20049011"
"2","1","22002","72049006","20049012"
"8","30","91002","72049007","20049013"
"2","1","22002","72049007","20049014"
"8","30","91002","72049008","20049015"
"2","1","22002","72049008","20049016"
"8","30","91002","72049009","20049017"
"2","1","22002","72049009","20049018"
"8","30","91002","72049010","20049019"
"2","1","22002","72049010","20049020"
"8","30","91002","72049011","20049021"
"2","1","22002","72049011","20049022"
"8","30","91002","72049012","20049023"
"2","1","22002","72049012","20049024"
"8","30","91002","72049013","20049025"
"2","1","22002","72049013","20049026"
"8","30","91002","72049014","20049027"
"2","1","22002","72049014","20049028"
"8","30","91002","72049015","20049029"
"2","1","22002","72049015","20049030"
"2","40","50003","72049015","20049031"
"8","60","91002","72049016","20049032"
"2","2","22002","72049016","20049033"
"8","60","91002","72049017","20049034"
"2","2","22002","72049017","20049035"
"8","60","91002","72049018","20049036"
"2","2","22002","72049018","20049037"
"8","60","91002","72049019","20049038"
"2","2","22002","72049019","20049039"
"8","60","91002","72049020","20049040"
"2","2","22002","72049020","20049041"
"2","40","50003","72049020","20049042"
"2","5","31065","72049021","20049043"
"2","5","31046","72049021","20049044"
"2","1","21901","72049022","20049045"
"2","5","31065","72049024","20049047"
"2","5","31046","72049024","20049048"
"2","10","31065","72049025","20049049"
"2","10","31046","72049025","20049050"
"8","30","91002","72050001","20050001"
"2","1","22002","72050001","20050002"
"8","30","91002","72050002","20050003"
"2","1","22002","72050002","20050004"
"8","30","91002","72050003","20050005"
"2","1","22002","72050003","20050006"
"8","30","91002","72050004","20050007"
"2","1","22002","72050004","20050008"
"8","30","91002","72050005","20050009"
"2","1","22002","72050005","20050010"
"8","30","91002","72050006","20050011"
"2","1","22002","72050006","20050012"
"8","30","91002","72050007","20050013"
"2","1","22002","72050007","20050014"
"8","30","91002","72050008","20050015"
"2","1","22002","72050008","20050016"
"8","30","91002","72050009","20050017"
"2","1","22002","72050009","20050018"
"8","30","91002","72050010","20050019"
"2","1","22002","72050010","20050020"
"8","30","91002","72050011","20050021"
"2","1","22002","72050011","20050022"
"8","30","91002","72050012","20050023"
"2","1","22002","72050012","20050024"
"8","30","91002","72050013","20050025"
"2","1","22002","72050013","20050026"
"8","30","91002","72050014","20050027"
"2","1","22002","72050014","20050028"
"8","30","91002","72050015","20050029"
"2","1","22002","72050015","20050030"
"2","40","50003","72050015","20050031"
"8","60","91002","72050016","20050032"
"2","2","22002","72050016","20050033"
"8","60","91002","72050017","20050034"
"2","2","22002","72050017","20050035"
"8","60","91002","72050018","20050036"
"2","2","22002","72050018","20050037"
"8","60","91002","72050019","20050038"
"2","2","22002","72050019","20050039"
"8","60","91002","72050020","20050040"
"2","2","22002","72050020","20050041"
"2","40","50003","72050020","20050042"
"2","5","31014","72050021","20050043"
"2","5","31031","72050021","20050044"
"2","1","21901","72050022","20050045"
"2","1","21901","72050023","20050046"
"2","5","31014","72050024","20050047"
"2","5","31031","72050024","20050048"
"2","10","31014","72050025","20050049"
"2","10","31031","72050025","20050050"
"8","30","91002","72051001","20051001"
"2","1","22002","72051001","20051002"
"8","30","91002","72051002","20051003"
"2","1","22002","72051002","20051004"
"8","30","91002","72051003","20051005"
"2","1","22002","72051003","20051006"
"8","30","91002","72051004","20051007"
"2","1","22002","72051004","20051008"
"8","30","91002","72051005","20051009"
"2","1","22002","72051005","20051010"
"8","30","91002","72051006","20051011"
"2","1","22002","72051006","20051012"
"8","30","91002","72051007","20051013"
"2","1","22002","72051007","20051014"
"8","30","91002","72051008","20051015"
"2","1","22002","72051008","20051016"
"8","30","91002","72051009","20051017"
"2","1","22002","72051009","20051018"
"8","30","91002","72051010","20051019"
"2","1","22002","72051010","20051020"
"8","30","91002","72051011","20051021"
"2","1","22002","72051011","20051022"
"8","30","91002","72051012","20051023"
"2","1","22002","72051012","20051024"
"8","30","91002","72051013","20051025"
"2","1","22002","72051013","20051026"
"8","30","91002","72051014","20051027"
"2","1","22002","72051014","20051028"
"8","30","91002","72051015","20051029"
"2","1","22002","72051015","20051030"
"2","40","50003","72051015","20051031"
"8","60","91002","72051016","20051032"
"2","2","22002","72051016","20051033"
"8","60","91002","72051017","20051034"
"2","2","22002","72051017","20051035"
"8","60","91002","72051018","20051036"
"2","2","22002","72051018","20051037"
"8","60","91002","72051019","20051038"
"2","2","22002","72051019","20051039"
"8","60","91002","72051020","20051040"
"2","2","22002","72051020","20051041"
"2","40","50003","72051020","20051042"
"1","1","122101","72051021","20051043"
"2","1","21011","72051022","20051044"
"2","10","31221","72051023","20051045"
"2","10","31034","72051023","20051046"
"19","1","2100941","72051024","20051047"
"2","10","31221","72051025","20051048"
"2","10","31034","72051025","20051049"
"8","30","91002","72052001","20052001"
"2","1","22002","72052001","20052002"
"8","30","91002","72052002","20052003"
"2","1","22002","72052002","20052004"
"8","30","91002","72052003","20052005"
"2","1","22002","72052003","20052006"
"8","30","91002","72052004","20052007"
"2","1","22002","72052004","20052008"
"8","30","91002","72052005","20052009"
"2","1","22002","72052005","20052010"
"8","30","91002","72052006","20052011"
"2","1","22002","72052006","20052012"
"8","30","91002","72052007","20052013"
"2","1","22002","72052007","20052014"
"8","30","91002","72052008","20052015"
"2","1","22002","72052008","20052016"
"8","30","91002","72052009","20052017"
"2","1","22002","72052009","20052018"
"8","30","91002","72052010","20052019"
"2","1","22002","72052010","20052020"
"8","30","91002","72052011","20052021"
"2","1","22002","72052011","20052022"
"8","30","91002","72052012","20052023"
"2","1","22002","72052012","20052024"
"8","30","91002","72052013","20052025"
"2","1","22002","72052013","20052026"
"8","30","91002","72052014","20052027"
"2","1","22002","72052014","20052028"
"8","30","91002","72052015","20052029"
"2","1","22002","72052015","20052030"
"2","40","50003","72052015","20052031"
"8","60","91002","72052016","20052032"
"2","2","22002","72052016","20052033"
"8","60","91002","72052017","20052034"
"2","2","22002","72052017","20052035"
"8","60","91002","72052018","20052036"
"2","2","22002","72052018","20052037"
"8","60","91002","72052019","20052038"
"2","2","22002","72052019","20052039"
"8","60","91002","72052020","20052040"
"2","2","22002","72052020","20052041"
"2","40","50003","72052020","20052042"
"1","1","122401","72052021","20052043"
"2","1","21012","72052022","20052044"
"2","10","31224","72052023","20052045"
"2","10","31002","72052023","20052046"
