ecc970bee923faa6438214b97455d375f22dcb93e589265cc08005afcd702728,57e39a8dd22a8e5d4bf9259ddf9ed0cf2d711febcc9c364b852ea52da5e1ab63,6ac7cf770c4370fa1689fd3e91f068edbbd8b975343a17b123526e414072b372,062bb252eac31bf0a380f871df865b0f6873ddd201fb202029884842b427f8f9,9cd6228b2fa93a4514dbea7b16ed46d2ab6fd0937b6297810dec17fd0b9018a3,fe7ae7b78b1bc8e20d9c4eb7372207dfa7153a2b22f609eb85b3c641772f48ab,8caba80404a972b94a9412ff17312a9f425cfe45c7119aaa1037dc59150ccb4f,8dff3d25615b4ff09191303e88c4ca2f5a15202141848d950348f1c511c5ea3a,f5ff534ea11e99b2c7b00fea83827ce0351da80cfcc8715560040c5a4c318389,3b3fc33b2b237ed2f596b2398eecee1c4d4c1455c413f24b7e728505f1113e61,a3446d80b1b71b749332a54745152ee9972e65274de066ba355d719acdb726af
"12","-100","","912","","19120009","","33","-180","11","4.41176470588235"
"","0","","912","","19120010","","93","","4",""
"12","-350","","912","","19120011","","2","-125","126911","3.67647058823529"
"12","-350","","912","","19120012","","33","-125","21","3.67647058823529"
"","","","912","","19120013","","91","","19120008",""
"","cmn_float","","912","0.1","19120014","","3","1","127111",""
"","vo_fpc_21200","","912","","19120015","","21","","vo_fpc","0"
"0","啊……","0","912","0","19120016","0.5","11","10","127111","1"
"","0","","912","","19120017","","93","","0.6",""
"0","100","","912","","19120018","","2","-15","122711","4.97058823529412"
"","0","","912","","19120019","","93","","1.5",""
"","","","912","","19120020","","91","","19120016",""
"","","","912","","19120021","","91","","19120011",""
"","cmn_float","","912","0.1","19120022","","3","1","126911",""
"","vo_fpc_21201","","912","","19120023","","21","","vo_fpc","0"
"0","啊……","0","912","0","19120024","0.5","11","10","126911","1"
"","","","912","","19120025","","91","","0",""
"","0","","912","","19120026","","93","","0.5",""
"","","","912","","19120027","","91","","19120018",""
"1","12_kyouka_notice","0.1","912","0.1","19120028","","3","0","122711","12_kyouka_notice_loop"
"","vo_fpc_21202","","912","","19120029","","21","","vo_fpc","0"
"0","咦？\n怎、怎麼了嗎？","0","912","0","19120030","0.5","11","8","122711","1"
"","","","912","","19120031","","91","","0",""
"","0","","912","","19120032","","93","","0.5",""
"","cmn_float","","912","0.1","19120033","","3","1","127111",""
"","vo_fpc_21203","","912","","19120034","","21","","vo_fpc","0"
"0","不，那裡……","0","912","0","19120035","0.5","11","9","127111","1"
"","","","912","","19120036","","91","","0",""
"","0","","912","","19120037","","93","","0.5",""
"","cmn_float","","912","0.1","19120038","","3","1","126911",""
"","vo_fpc_21204","","912","","19120039","","21","","vo_fpc","0"
"0","嗯……","0","912","0","19120040","0.5","11","10","126911","1"
"","","","912","","19120041","","91","","0",""
"","0","","912","","19120042","","93","","0.5",""
"1","12_kyouka_turn_in","0.1","912","0.1","19120043","","3","0","122711","12_kyouka_turn_loop"
"","vo_fpc_21205","","912","","19120044","","21","","vo_fpc","0"
"0","什麼？\n看起來什麼都沒有耶……","0","912","0","19120045","0.5","11","9","122711","1"
"","","","912","","19120046","","91","","0",""
"","0","","912","","19120047","","93","","0.5",""
"","12_cmn_float_smile","","912","0.1","19120048","","3","1","127111",""
"","vo_fpc_21206","","912","","19120049","","21","","vo_fpc","0"
"0","呵呵。","0","912","0","19120050","0.5","11","8","127111","1"
"","","","912","","19120051","","91","","0",""
"","0","","912","","19120052","","93","","0.5",""
"","12_cmn_float_smile","","912","0.1","19120053","","3","1","126911",""
"","vo_fpc_21207","","912","","19120054","","21","","vo_fpc","0"
"0","呵呵呵呵……","0","912","0","19120055","0.5","11","10","126911","1"
"","","","912","","19120056","","91","","0",""
"","0","","912","","19120057","","93","","0.5",""
"","850","","912","","19120058","","2","-180","127111","4.29864253393665"
"","850","","912","","19120059","","33","-180","11","4.29864253393665"
"","850","","912","","19120060","","2","-125","126911","5.42986425339367"
"","850","","912","","19120061","","33","-125","21","5.42986425339367"
"","0","","912","","19120062","","93","","1",""
"1","12_kyouka_scare_in","0.1","912","0.1","19120063","","3","0","122711","12_kyouka_scare_loop"
"","vo_fpc_21208","","912","","19120064","","21","","vo_fpc","0"
"0","咿！\n到、到底是怎麼回事啊……","0","912","0","19120065","0.5","11","9","122711","1"
"","","","912","","19120066","","91","","0",""
"","0","","912","","19120067","","93","","0.5",""
"1","12_kyouka_run_in","0.1","912","0.1","19120068","","3","0","122711","12_kyouka_run_loop"
"","-850","","912","","19120069","","2","-15","122711","3.58220211161388"
"","","","912","","19120070","","91","","19120069",""
"-180","127011","0","913","1.75","19130001","13_kuka_bound","1","22","1","-800"
"1","1041","","913","0","19130002","","31","-600","104","-170"
"1","1042","","913","0","19130003","","31","-240","104","-170"
"1","1043","","913","0","19130004","","31","170","104","-170"
"1","1044","","913","0","19130005","","31","560","104","-170"
"1","1003","","913","0","19130006","","31","-575","1003","-85"
"","se_fpc_water_random","","913","","19130007","","23","1","se_10053800",""
"","0","","913","","19130008","","91","","19130006",""
"","1","","913","","19130009","","32","","1003","0"
"","0","","913","","19130010","","93","","2",""
"","13_kuka_bound","","913","0.1","19130011","","3","1","127011",""
"","800","","913","","19130012","","2","-180","127011","2.35294117647059"
"","0","","913","","19130013","","93","","0.236666666666667",""
"","se_10053800_913_kuka","","913","","19130014","","23","0","se_10053800",""
"","vo_fpc_21300","","913","","19130015","","21","","vo_fpc","0"
"","1","","913","","19130016","","32","","1041","0"
"","0","","913","","19130017","","93","","0.536666666666667",""
"","1","","913","","19130018","","32","","1042","0"
"","0","","913","","19130019","","93","","0.536666666666667",""
"","vo_fpc_21301","","913","","19130020","","21","","vo_fpc","0"
"","1","","913","","19130021","","32","","1043","0"
"","0","","913","","19130022","","93","","0.536666666666667",""
"","1","","913","","19130023","","32","","1044","0"
"","0","","913","","19130024","","93","","2",""
"","","","913","","19130025","","91","","19130012",""
"-185","110611","0","914","1.75","19140001","14_maho_idle_loop","1","24","1","-1000"
"-185","2","0","914","1.75","19140002","cmn_boat_idle","5","22","2","-1000"
"-185","3","0","914","1.75","19140003","14_maho_idle_loop","5","23","3","-1000"
"-175","110511","0","914","1.75","19140004","cmn_float","1","25","1","-1220"
"-125","110411","0","914","1.75","19140005","14_makoto_float","1","12","1","-1520"
"1","110611","","914","1","19140006","","31","-1000","116","-185"
"1","41","","914","1","19140007","","31","-1220","8","-175"
"1","120","","914","0","19140008","","31","-50","120","-175"
"1","42","","914","1","19140009","","31","-1520","4","-125"
"1","117","","914","0","19140010","","31","-350","117","-125"
"","se_fpc_water_random","","914","","19140011","","23","1","se_10053800",""
"","0","","914","","19140012","","91","","19140010",""
"12","170","","914","","19140013","","2","-185","110611","8.60294117647059"
"12","170","","914","","19140014","","2","-185","2","8.60294117647059"
"12","170","","914","","19140015","","2","-185","3","8.60294117647059"
"12","170","","914","","19140016","","33","-185","110611","8.60294117647059"
"12","-50","","914","","19140017","","2","-175","110511","8.60294117647059"
"12","-50","","914","","19140018","","33","-175","41","8.60294117647059"
"12","-350","","914","","19140019","","2","-125","110411","8.60294117647059"
"12","-350","","914","","19140020","","33","-125","42","8.60294117647059"
"","","","914","","19140021","","91","","19140013",""
"1","14_maho_point_in","0.1","914","0.3","19140022","","3","0","110611","14_maho_point_loop"
"","cmn_boat_idle","","914","0.3","19140023","","3","1","2",""
"","14_maho_idle_loop","","914","0.3","19140024","","3","1","3",""
"","vo_fpc_21400","","914","","19140025","","21","","vo_fpc","0"
"0","亞瑟、高文、蘭斯洛特，\n嗯，大家都到齊了哪。\n好了，咱們走吧。\n香織，麻煩妳了──","0","914","0","19140026","0.5","11","7","110611","1"
"","","","914","","19140027","","91","","0",""
"","0","","914","","19140028","","93","","0.5",""
"1","14_kaori_handUp_in","0.1","914","0.1","19140029","","3","0","110511","14_kaori_handUp_loop"
"","vo_fpc_21401","","914","","19140030","","21","","vo_fpc","0"
"0","交──給我吧──！\n出發前進──！","0","914","0","19140031","0.5","11","9","110511","1"
"","","","914","","19140032","","91","","0",""
"","0","","914","","19140033","","93","","0.5",""
"","14_makoto_pazzled","","914","0.1","19140034","","3","1","110411",""
"","vo_fpc_21402","","914","","19140035","","21","","vo_fpc","0"
"0","不不，妳等一下。\n要是那麼猛力地推，\n這些傢伙會掉進水裡溼掉的吧？","0","914","0","19140036","0.5","11","8","110411","1"
"","","","914","","19140037","","91","","0",""
"","0","","914","","19140038","","93","","0.5",""
"1","14_maho_smile_in","0.1","914","0.3","19140039","","3","0","110611","14_maho_smile_loop"
"","cmn_boat_idle","","914","0.3","19140040","","3","1","2",""
"","14_maho_idle_loop","","914","0.3","19140041","","3","1","3",""
"","vo_fpc_21403","","914","","19140042","","21","","vo_fpc","0"
"0","呵呵，這些孩子是之前跟我們一起\n來海邊的孩子，所以不怕水哪。\n但要是掉下來也很可憐呀，\n所以能麻煩妳安全駕駛嗎♪","0","914","0","19140043","0.5","11","8","110611","1"
"","","","914","","19140044","","91","","0",""
"","0","","914","","19140045","","93","","0.5",""
"","vo_fpc_21404","","914","","19140046","","21","","vo_fpc","0"
"0","我知道啦──！\n我會用琉球犬肉球安全游法游的──！","0","914","0","19140047","0.5","11","10","110511","1"
"","","","914","","19140048","","91","","0",""
"","0","","914","","19140049","","93","","0.5",""
"1","14_kaori_flutterKick_in","0.1","914","0.1","19140050","","3","0","110511","14_kaori_flutterKick_loop"
"","0","","914","","19140051","","93","","0.3",""
"","1270","","914","","19140052","","2","-185","110611","6.47058823529412"
"","1270","","914","","19140053","","2","-185","2","6.47058823529412"
"","1270","","914","","19140054","","2","-185","3","6.47058823529412"
"","1270","","914","","19140055","","33","-185","110611","6.47058823529412"
"","0","","914","","19140056","","32","","41",""
"","1","","914","","19140057","","32","","120",""
"","1050","","914","","19140058","","2","-175","110511","6.47058823529412"
"","1050","","914","","19140059","","33","-175","120","6.47058823529412"
"","0","","914","","19140060","","93","","1",""
"","vo_fpc_21405","","914","","19140061","","21","","vo_fpc","0"
"0","總～覺得很令人擔心啊……\n沒辦法，我也跟上去吧。\n喂──等我一下啦！","0","914","0","19140062","0.5","11","8","110411","1"
"","","","914","","19140063","","91","","0",""
"","0","","914","","19140064","","93","","0.5",""
"1","14_makoto_dogscratch_in","0.1","914","0.1","19140065","","3","0","110411","cmn_swm_dogscratch"
"","0","","914","","19140066","","93","","0.3",""
"","0","","914","","19140067","","32","","42",""
"","1","","914","","19140068","","32","","117",""
"","1050","","914","","19140069","","2","-125","110411","3.72637742879957"
"","1050","","914","","19140070","","33","-125","117","3.72637742879957"
"","","","914","","19140071","","91","","19140069","s"
"-180","110311","0","915","1.75","19150001","15_saren_idle","1","23","1","-950"
"-180","2","0","915","1.75","19150002","cmn_boat_idle","5","22","2","-950"
"-15","107711","0","915","1.75","19150003","15_suzume_walk_loop","1","12","1","-750"
"1","110311","","915","1","19150004","","31","-950","101","-180"
"1","109","","915","0","19150005","","31","210","109","30"
"1","4","","915","0","19150006","","31","330","4","-125"
"","se_fpc_water_random","","915","","19150007","","23","1","se_10053800",""
"","49","","915","","19150008","","13","","107711",""
"","0","","915","","19150009","","91","","0",""
"","0","","915","","19150010","","2","-15","107711","5.51470588235294"
"","","","915","","19150011","","91","","19150010",""
"1","15_suzume_talk_in","0.1","915","0.1","19150012","","3","0","107711","15_suzume_talk_loop"
"","vo_fpc_21500","","915","","19150013","","21","","vo_fpc","0"
"0","跟大小姐走散了……\n我竟然迷路了，真是個失職的女僕～","0","915","0","19150014","0.5","11","8","107711","1"
"","1","","915","","19150015","","93","","3.2",""
"","0","","915","","19150016","","93","","1.5",""
"","","","915","","19150017","","91","","19150014",""
"1","15_suzume_walk_in","0.1","915","0.1","19150018","","3","0","107711","15_suzume_walk_loop"
"","-100","","915","","19150019","","2","-180","110311","11.9779411764706"
"","-100","","915","","19150020","","2","-180","2","11.9779411764706"
"","-100","","915","","19150021","","33","-180","110311","11.9779411764706"
"","460","","915","","19150022","","2","-15","107711","4.22794117647059"
"","","","915","","19150023","","91","","19150022",""
"1","15_suzume_turn_in","0.1","915","0.1","19150024","","3","0","107711","15_suzume_turn_loop"
"","0","","915","","19150025","","93","","0.6",""
"","vo_fpc_21501","","915","","19150026","","21","","vo_fpc","0"
"0","那是……大小姐～！\n我現在就過去！","0","915","-15","19150027","0.5","11","20","107711","1"
"","0","","915","","19150028","","93","","1.7",""
"1","15_saren_notice_in","0.1","915","0.3","19150029","","3","0","110311","15_saren_notice_loop"
"","cmn_boat_idle","","915","0.3","19150030","","3","1","2",""
"","0","","915","","19150031","","93","","0.35",""
"","0","","915","","19150032","","93","","1.5",""
"","330","","915","","19150033","","2","-15","107711","0.5"
"","15_suzume_run","0.1","915","0.2","19150034","","3","1","107711",""
"","vo_fpc_21502","","915","","19150035","","21","","vo_fpc","0"
"0","鈴莓？\n話說，奔跑很危……","0","915","0","19150036","-0.5","11","81","110311","1"
"","0","","915","","19150037","","93","","0.5",""
"","15_suzume_fallDown","","915","0.1","19150038","","3","0","107711",""
"","0","","915","","19150039","","93","","1.3",""
"","vo_fpc_21503","","915","","19150040","","21","","vo_fpc","0"
"0","呀啊啊啊～！","0","915","0","19150041","-1.5","11","129","107711","1"
"1","15_saren_rise_in","0.1","915","0.1","19150042","","3","0","110311","15_saren_rise_loop"
"","cmn_boat_idle","","915","0.1","19150043","","3","1","2",""
"","0","","915","","19150044","","93","","0.5",""
"0","1","","915","0.1","19150045","","6","1","107711","1"
"","1","","915","","19150046","","32","","109",""
"","0","","915","","19150047","","93","","1",""
"","330","","915","","19150048","","2","-125","107711","0"
"1","1","","915","0.4","19150049","","6","1","107711","1"
"1","15_suzume_drown_in","0.1","915","0.1","19150050","","3","0","107711","15_suzume_drown_loop"
"","800","","915","","19150051","","2","-125","107711","2.76470588235294"
"","800","","915","","19150052","","33","-125","4","2.76470588235294"
"","","","915","","19150053","","91","","19150019",""
"","900","","915","","19150054","","2","-180","110311","7.35294117647059"
"","900","","915","","19150055","","2","-180","2","7.35294117647059"
"","900","","915","","19150056","","33","-180","110311","7.35294117647059"
"","vo_fpc_21504","","915","","19150057","","21","","vo_fpc","0"
"0","鈴、鈴莓？\n鈴莓～！？","0","915","0","19150058","0.5","11","7","110311","1"
"","","","915","","19150059","","91","","0",""
"","0","","915","","19150060","","93","","1.5",""
"","","","915","","19150061","","91","","19150054","s"
"-15","113111","0","916","1.4875","19160001","cmn_walk","1","12","1","-750"
"-15","113311","0","916","1.4875","19160002","16_nanaka_run","1","12","1","750"
"-180","117411","0","916","1.75","19160003","cmn_swm_diving","1","22","1","-850"
"-180","117011","0","916","1.75","19160004","cmn_swm_diving","1","22","1","-2500"
"-180","7","0","916","1.75","19160005","none","5","22","7","50"
"-180","11","0","916","1.75","19160006","cmn_floatRing_pink","5","22","1","-1375"
"-125","12","0","916","1.75","19160007","cmn_float_item_01_Ball","5","12","1","-2500"
"1","11","","916","1","19160008","","31","-1375","4","-180"
"1","12","","916","1","19160009","","31","-2500","4","-125"
"1","91","","916","1","19160010","","31","-850","9","-180"
"1","92","","916","1","19160011","","31","-2500","9","-180"
"1","1015","","916","0","19160012","","31","-183","1015","155"
"1","1013","","916","0","19160013","","31","50","1013","-180"
"","se_fpc_water_random","","916","","19160014","","23","1","se_10053800",""
"","0","","916","","19160015","","91","","19160013",""
"","2500","","916","","19160016","","2","-180","117411","19.7058823529412"
"","2500","","916","","19160017","","33","-180","91","19.7058823529412"
"","1975","","916","","19160018","","2","-180","11","24.6323529411765"
"","1975","","916","","19160019","","33","-180","11","24.6323529411765"
"","850","","916","","19160020","","2","-180","117011","19.7058823529412"
"","850","","916","","19160021","","33","-180","92","19.7058823529412"
"","850","","916","","19160022","","2","-125","12","24.6323529411765"
"","850","","916","","19160023","","33","-125","12","24.6323529411765"
"","0","","916","","19160024","","93","","3",""
"","-150","","916","","19160025","","2","-15","113111","4.41176470588235"
"","","","916","","19160026","","91","","19160025",""
"","16_ruka_think","","916","0.3","19160027","","3","1","113111",""
"","1","","916","","19160028","","32","","1015",""
"","vo_fpc_21600","","916","","19160029","","21","","vo_fpc","0"
"","0","","916","","19160030","","93","","0.6",""
"","0","","916","","19160031","","93","","1.5",""
"","150","","916","","19160032","","2","-15","113311","2.71493212669683"
"","","","916","","19160033","","91","","19160032",""
"","16_nanaka_idle_loop","","916","0.2","19160034","","3","1","113311",""
"","vo_fpc_21601","","916","","19160035","","21","","vo_fpc","0"
"0","流～夏～姐♪\n妳在看什麼呀～？","0","916","0","19160036","0.5","11","8","113311","1"
"","","","916","","19160037","","91","","0",""
"","0","","916","","19160038","","93","","0.5",""
"1","16_ruka_notice_in","0.1","916","0.1","19160039","","3","0","113111","16_ruka_notice_loop"
"","vo_fpc_21602","","916","","19160040","","21","","vo_fpc","0"
"0","嗯？不，我並沒有\n特別在想什麼……","0","916","0","19160041","0.5","11","7","113111","1"
"","","","916","","19160042","","91","","0",""
"","0","","916","","19160043","","93","","0.5",""
"1","16_nanaka_point_in","0.1","916","0.1","19160044","","3","0","113311","16_nanaka_point_loop"
"","vo_fpc_21603","","916","","19160045","","21","","vo_fpc","0"
"0","呵呵呵，流夏姐的想法\n我全都看穿了！","0","916","0","19160046","0.5","11","7","113311","1"
"","","","916","","19160047","","91","","0",""
"","0","","916","","19160048","","93","","0.5",""
"","vo_fpc_21604","","916","","19160049","","21","","vo_fpc","0"
"0","那就是！\n「看啊！人就像魚一樣！」對吧？","0","916","0","19160050","0.5","11","8","113311","1"
"","","","916","","19160051","","91","","0",""
"","0","","916","","19160052","","93","","0.5",""
"1","16_ruka_talk_in","0.1","916","0.1","19160053","","3","0","113111","16_ruka_talk_loop"
"","vo_fpc_21605","","916","","19160054","","21","","vo_fpc","0"
"0","那種事……\n我是稍微想了一下下……","0","916","0","19160055","0.5","11","7","113111","1"
"","","","916","","19160056","","91","","0",""
"","0","","916","","19160057","","93","","0.5",""
"1","16_nanaka_idle_in","0.1","916","0.1","19160058","","3","0","113311","16_nanaka_idle_loop"
"","vo_fpc_21606","","916","","19160059","","21","","vo_fpc","0"
"0","啊哈哈，果然呢～♪","0","916","0","19160060","0.5","11","7","113311","1"
"","","","916","","19160061","","91","","0",""
"","0","","916","","19160062","","93","","0.5",""
"1","16_nanaka_turn","0.1","916","0.1","19160063","","3","0","113311","cmn_run_def_N"
"","750","","916","","19160064","","2","-15","113311","2.71493212669683"
"","cmn_walk","","916","0.1","19160065","","3","1","113111",""
"","750","","916","","19160066","","2","-15","113111","5.29411764705882"
"","0","","916","","19160067","","93","","1.5",""
"","fish","0.1","916","","19160068","","3","0","7","none"
"","1","","916","","19160069","","32","","1013",""
"","0","","916","","19160070","","93","","3.2",""
"","","","916","","19160071","","91","","19160018","s"
"","","","916","","19160072","","91","","19160064","s"
"","","","916","","19160073","","91","","19160066","s"
"-180","126711","0","917","1.75","19170001","17_akino_worry","1","23","1","-950"
"-180","3","0","917","1.75","19170002","empty","5","24","3","-950"
"-180","2","0","917","1.75","19170003","cmn_boat_idle","5","22","2","-950"
"-15","110311","0","917","1.4875","19170004","cmn_walk_r","1","12","1","750"
"1","126711","","917","1","19170005","","31","-950","101","-180"
"","se_fpc_water_random","","917","","19170006","","23","1","se_10053800",""
"","0","","917","","19170007","","91","","19170005",""
"12","0","","917","","19170008","","2","-180","126711","6.98529411764706"
"12","0","","917","","19170009","","2","-180","3","6.98529411764706"
"12","0","","917","","19170010","","2","-180","2","6.98529411764706"
"12","0","","917","","19170011","","33","-180","126711","6.98529411764706"
"","","","917","","19170012","","91","","19170008",""
"","vo_fpc_21700","","917","","19170013","","21","","vo_fpc","0"
"0","完全沒有抵達目的地呢……\n難不成又迷路了嗎？\n墨丘利度假村就是我的庭院……\n我明明是這樣以為的啊～！","0","917","0","19170014","0.5","11","8","126711","1"
"","","","917","","19170015","","91","","0",""
"","0","","917","","19170016","","93","","0.5",""
"","300","","917","","19170017","","2","-15","110311","4.72689075630252"
"1","17_akino_laugh_in","0.1","917","0.3","19170018","","3","0","126711","17_akino_laugh_loop"
"1","17_akino_laugh_in","0.1","917","0.3","19170019","","3","0","3","17_akino_laugh_loop"
"","cmn_boat_idle","","917","0.3","19170020","","3","1","2",""
"","vo_fpc_21701","","917","","19170021","","21","","vo_fpc","0"
"0","不，不對！這個甚至能夠……\n讓我迷失的廣大度假村……\n我應該為財團的豐功偉業感到自豪呢♪\n哦──呵呵呵！","0","917","0","19170022","0.5","11","17","126711","1"
"","","","917","","19170023","","91","","19170017",""
"1","17_saren_talk_in","0.1","917","0.2","19170024","","3","0","110311","17_saren_talk_loop"
"","0","","917","","19170025","","93","","0.673109243697478",""
"","0","","917","","19170026","","93","","0.5",""
"","","","917","","19170027","","91","","19170022",""
"","vo_fpc_21702","","917","","19170028","","21","","vo_fpc","0"
"0","……這裡是漂漂河，應該就只會\n在同樣的地方繞圈吧？","0","917","0","19170029","0.5","11","8","110311","1"
"","","","917","","19170030","","91","","0",""
"1","17_akino_pause_in","0.1","917","0.1","19170031","","3","0","126711","17_akino_pause_loop"
"1","17_akino_pause_in","0.1","917","0.1","19170032","","3","0","3","17_akino_pause_loop"
"","cmn_boat_idle","","917","0.1","19170033","","3","1","2",""
"","0","","917","","19170034","","93","","2",""
"1","17_akino_shock_in","0.1","917","0.3","19170035","","3","0","126711","17_akino_shock_loop"
"","empty","","917","","19170036","","3","0","3",""
"","cmn_boat_idle","","917","0.3","19170037","","3","1","2",""
"","vo_fpc_21703","","917","","19170038","","21","","vo_fpc","0"
"0","是、是這樣嗎！？\n真是個盲點啊───！","0","917","0","19170039","0.5","11","8","126711","1"
"","","","917","","19170040","","91","","0",""
"","0","","917","","19170041","","93","","0.5",""
"","900","","917","","19170042","","2","-180","126711","5.29411764705882"
"","900","","917","","19170043","","2","-180","2","5.29411764705882"
"","900","","917","","19170044","","33","-180","126711","5.29411764705882"
"","0","","917","","19170045","","93","","2.7",""
"1","17_saren_turn","0.1","917","0.1","19170046","","3","0","110311","cmn_walk"
"","750","","917","","19170047","","2","-15","110311","2.64705882352941"
"","","","917","","19170048","","91","","19170042",""
"","","","917","","19170049","","91","","19170047",""
"-180","113511","0","918","1.75","19180001","18_misato_backWalk","1","22","1","-850"
"-180","110111","0","918","1.75","19180002","18_io_flutterKick","1","23","1","-1010"
"1","41","","918","0","19180003","","31","-850","14","-180"
"1","11","","918","0","19180004","","31","50","2","-180"
"1","42","","918","0","19180005","","31","-110","14","-180"
"1","12","","918","1","19180006","","31","-1010","123","-180"
"","se_fpc_water_random","","918","","19180007","","23","1","se_10053800",""
"","0","","918","","19180008","","91","","19180006",""
"12","50","","918","","19180009","","2","-180","113511","6.61764705882353"
"12","50","","918","","19180010","","33","-180","41","6.61764705882353"
"12","-110","","918","","19180011","","2","-180","110111","6.61764705882353"
"12","-110","","918","","19180012","","33","-180","12","6.61764705882353"
"","","","918","","19180013","","91","","19180009",""
"","18_misato_backWalkIdle","","918","0.2","19180014","","3","1","113511",""
"","vo_fpc_21800","","918","","19180015","","21","","vo_fpc","0"
"0","伊緒老師，就是這樣。\n踢水踢得很棒喔～♪","0","918","0","19180016","0.5","11","8","113511","1"
"","","","918","","19180017","","91","","0",""
"","0","","918","","19180018","","93","","0.5",""
"","vo_fpc_21801","","918","","19180019","","21","","vo_fpc","0"
"0","是、是的！嘿咻、嘿咻……\n對不起，難得來到泳池\n還讓妳陪我練習……","0","918","0","19180020","0.5","11","7","110111","1"
"","","","918","","19180021","","91","","0",""
"","0","","918","","19180022","","93","","0.5",""
"","vo_fpc_21802","","918","","19180023","","21","","vo_fpc","0"
"0","沒關係的。\n因為老師永遠是努力的孩子的夥伴唷♪","0","918","0","19180024","0.5","11","9","113511","1"
"","","","918","","19180025","","91","","0",""
"","0","","918","","19180026","","93","","0.5",""
"","0","","918","","19180027","","32","","12",""
"","1","","918","","19180028","","32","","42",""
"","1","","918","","19180029","","32","","41",""
"1","18_misato_idle_in","0.1","918","0.1","19180030","","3","0","113511","18_misato_idle_loop"
"1","18_io_stopSwim_in","0.1","918","0.1","19180031","","3","0","110111","18_io_stopSwim_loop"
"","vo_fpc_21803","","918","","19180032","","21","","vo_fpc","0"
"0","但是，我也是老師，\n明明應該要去教導人才對……","0","918","0","19180033","0.5","11","8","110111","1"
"","","","918","","19180034","","91","","0",""
"","0","","918","","19180035","","93","","0.5",""
"1","18_misato_talk_in","0.1","918","0.1","19180036","","3","0","113511","18_misato_talk_loop"
"","vo_fpc_21804","","918","","19180037","","21","","vo_fpc","0"
"0","我認為這種即便從現在開始\n也要學習什麼的經驗，\n一定會對教導孩子們\n有幫助的。","0","918","0","19180038","0.5","11","8","113511","1"
"","","","918","","19180039","","91","","0",""
"","0","","918","","19180040","","93","","0.5",""
"","vo_fpc_21805","","918","","19180041","","21","","vo_fpc","0"
"0","而且……\n學生也有各式各樣的孩子，\n所以有各種老師在不是很好嗎？","0","918","0","19180042","0.5","11","8","113511","1"
"","","","918","","19180043","","91","","0",""
"","0","","918","","19180044","","93","","0.5",""
"1","18_io_guts_in","0.1","918","0.1","19180045","","3","0","110111","18_io_guts_loop"
"","vo_fpc_21806","","918","","19180046","","21","","vo_fpc","0"
"0","美里老師……\n我會加油的！\n不管是教課，還是游泳……","0","918","0","19180047","0.5","11","10","110111","1"
"","","","918","","19180048","","91","","0",""
"","0","","918","","19180049","","93","","0.5",""
"1","18_io_flutterKick2_in","0.1","918","0.1","19180050","","3","0","110111","18_io_flutterKick2_loop"
"","300","","918","","19180051","","2","-180","110111","1.8552036199095"
"","300","","918","","19180052","","33","-180","42","1.8552036199095"
"","300","","918","","19180053","","33","-180","12","1.8552036199095"
"","0","","918","","19180054","","32","","42",""
"","1","","918","","19180055","","32","","12",""
"","0","","918","","19180056","","93","","1",""
"1","18_misato_talk2_in","0.1","918","0.1","19180057","","3","0","113511","18_misato_talk2_loop"
"","","","918","","19180058","","91","","19180051",""
"","850","","918","","19180059","","2","-180","110111","3.23529411764706"
"","850","","918","","19180060","","33","-180","42","3.23529411764706"
"","850","","918","","19180061","","33","-180","12","3.23529411764706"
"","1","","918","","19180062","","32","","42",""
"","0","","918","","19180063","","32","","12",""
"1","18_misato_surprise_in","0.1","918","0.1","19180064","","3","0","113511","18_misato_surprise_loop"
"1","18_io_accident_in","0.1","918","0.1","19180065","","3","0","110111","18_io_accident_loop"
"","vo_fpc_21807","","918","","19180066","","21","","vo_fpc","0"
"0","呀！我的泳裝！","0","918","0","19180067","0.5","11","10","110111","1"
"","","","918","","19180068","","91","","0",""
"","0","","918","","19180069","","93","","0.5",""
"","vo_fpc_21808","","918","","19180070","","21","","vo_fpc","0"
"0","伊緒老師！？\n哎呀哎呀～！","0","918","0","19180071","0.5","11","9","113511","1"
"","","","918","","19180072","","91","","0",""
"","0","","918","","19180073","","93","","0.5",""
"1","18_misato_breastStroke_in","0.1","918","0","19180074","","3","0","113511","cmn_swm_breastStroke"
"","0","","918","","19180075","","32","","41",""
"","1","","918","","19180076","","32","","11",""
"","850","","918","","19180077","","2","-180","113511","3.61990950226244"
"","850","","918","","19180078","","33","-180","11","3.61990950226244"
"","","","918","","19180079","","91","","19180059",""
"","","","918","","19180080","","91","","19180077",""
"-180","117211","0","919","1.75","19190001","19_nozomi_float","1","22","1","-850"
"-180","110011","0","919","1.75","19190002","19_suzuna_float","1","22","1","-1150"
"-15","117411","0","919","1.4875","19190003","19_tsumugi_search","1","12","1","-750"
"1","61","","919","1","19190004","","31","-820","6","-180"
"1","1211","","919","1","19190005","","31","-850","121","-180"
"1","1221","","919","0","19190006","","31","150","122","-180"
"1","62","","919","1","19190007","","31","-1150","6","-180"
"1","1212","","919","1","19190008","","31","-1180","121","-180"
"1","1222","","919","0","19190009","","31","-180","122","-180"
"","45","","919","","19190010","","13","","117211",""
"","45","","919","","19190011","","13","","110011",""
"","45","","919","","19190012","","13","","117411",""
