cc7b6c1d1748ea6fbcdf45095d56748b953ee7c28b7abf7922c9f3d87d11bedc,c836db830b0941226c28095f4934feb1ed2c397471184df7bda0e78be7c1b29a,689bdbc143bebfd038320f681fdedb24950a7256c734e38c6ff0ea1944bc838b,419b608157de588373fefc46b99018e42b06fe1c66d49ead6a5a659e83b00fe9,e0b49402ef80d032b5af76355be7f43e4bfaa041c7842a9de9bb0135c5aef3a2,214b3a93d89e48d49280f786af69a01a59c51f6fe7fc1ae0f9222bbb43a4941d,66212e2ee9271b88243fe20156bf05baf1b963fb75d5cac3b47dd68867d7ab13,4c9f4c202f86e78346e3e2271254792a3da07c13bc325fc3c5939c060a0988b7,d1d2e2b846089358756874246ae732e81d4e8811ad2aa148291e73166813b52e,efba51914fa1a2f625a1d24bc72f67f6b91abdccb30aea872ebd4fe8f22ee66d,d31e61ed41becc1693e5c1a566dec5d87901aad61dbdad28082c128714dcbc65
"","","3217","93","","0.9","0","","","132170035",""
"0","1.05","3217","123","1.05","1.05","1.05","","0.3","132170036",""
"","","3217","122","0.5","75","75","","","132170037",""
"","","3217","32","","301702","1","","","132170038",""
"","","3217","93","","0.4","0","","","132170039",""
"","","3217","32","","2","0","","","132170040",""
"","","3217","32","","310000","0","","","132170041",""
"","","3217","32","","321700","1","","","132170042",""
"","","3217","93","","0.4","0","","","132170043",""
"2","0.95","3217","123","0.95","0.95","0.95","","2","132170044",""
"","","3217","93","","0.2","0","","","132170045",""
"0.2","","3217","3","0","1000001","glad","","","132170046",""
"","","3217","32","","120","1","","","132170047",""
"","","3217","93","","0.4","0","","","132170048",""
"","","3217","32","","998","1","","","132170049",""
"","","3217","93","","0.6","0","","","132170050",""
"0.2","joy_round3_loop","3217","3","0","1000001","joy_round3_in","","1","132170051",""
"","","3217","93","","5","0","","","132170052",""
"","","3217","113","","1","","","","132170053",""
"0","0","3300","31","345.4","330000","330000","","1","133000001",""
"1","0","3300","31","345.4","8","8","","1","133000002",""
"","","3300","35","","8","0","","","133000003",""
"","","3300","91","","0","","","","133000004",""
"0","1.05","3300","123","1.05","1.05","1.05","","7.4","133000005",""
"0.2","","3300","3","0","1000001","wait","","","133000006",""
"","","3300","35","","2","1","","","133000007",""
"","","3300","93","","4.9","0","","","133000008",""
"0","0.95","3300","123","0.95","0.95","0.95","","0.4","133000009",""
"","","3300","32","","330000","1","","","133000010",""
"","","3300","93","","0.1","0","","","133000011",""
"","","3300","32","","2","0","","","133000012",""
"","","3300","93","","0.1","0","","","133000013",""
"","","3300","32","","997","1","","","133000014",""
"0.2","","3300","3","0","1000001","joy_from_wait","","","133000015",""
"","","3300","93","","1.63","0","","","133000016",""
"","","3300","93","","0.3","0","","","133000017",""
"","","3300","113","","3","","","","133000018",""
