803d74c62c5af4807a944a394af7fb6158fcdff1fb1207620c58df9ade6c9d8a,209026d6957acb72899835cb54b77c040fd3d14abde18a86eb104a1c4efe9e10,66a1f1920b9da7e21c7cb0a20667783f4f9c06118bb19087414f4948ccec58f8,60e1f28f4167b824d7d32b343a6a741414c38f8a0844c3ed829271f155e3eef5,b354ad10393de3b0ecbc8f5f1a8f6f8fa2392b7905f0a4e73f8d4a885fb5734d,8b727392f0465832b29be7392ee251e84990590140a200d6e18033290a4a3832,e5616414eb45520c7c205c39ec8be5ceb78a623df8ab45d42c384dcc28326cac,c0cbe43ddc3740c37ff49c1be51d928f5535de52a0e23664db786d834d13a9f9,1931f466312f268db87834bd44eb1b7be152b128bc26b85df567152f65953892,d86ab3c97263bd43a27bda7e63f5ee3b809955c141f2238428858aae2d61deaf,63b9a7f3e05c8d55478f3432d75cd58bd5ad71d702975d258c8796e902a32929,e8b27e2a245593ac65d457bf341d3140f1863546c44bb714d4cf757a22f4ec04,22676ec677207badb65de67007510f63963da46715b0b7d3f5832c669e87a5c1,0188a52340ea9e35f5cba37b85da2f778cede200faede748e86114734a5f46e6,d6428d431f8fcfc3790b5791137df4646f822c295609fa546aac18fcb4f0b114,bdfd8d6dbef4bd9bebc9d7cae131047cfe1a80e1ca183e36d60d569241e29e8f,b188de685be25483fac11ac62319732e1b05b51baa0b18a2c3efbecedfd8ace4,fdc2d7e4fa8e8c9ff3059381e40687e368c6150b71f076bb441389149a11e540,b44a35bc5532b5c6c844e97b246fc89d91d7156a7906e80b70b2805637e1bde6,f3ef5b6a9c533a229adb83a9a680ac1eb94a91361faaa651086406c82372c692,a70688dec9983a62a50b5219efff278bb5de8cdae0b8b06af87aba08e03b7395,6ec0a6fb4188fd0d2746ca145d78a8d2af412a635c125e24b8ab3dc028afa43b
"0","0.8","200","1080","1.2","3","1","-5","3","0","10800103","1","-30","101201","bgm_M64","70","100","0.6","-15","10","101201","1"
"10","0.9","200","1080","1","4","1","190","4","-15","10800104","1","-30","101201","bgm_M64","-110","100","0.7","0","0","101201","1"
"-50","1","250","1080","1.45","5","1","475","5","-45","10800105","1","-30","101202","bgm_M55","-30","100","1","-20","10","101202","1"
"-25","0.9","210","1081","1","1","1","-480","1","-30","10810101","1","-30","101291","bgm_M64","-100","170","0.575","0","10","101291","1"
"-30","0.8","240","1081","1","2","1","-230","2","-30","10810102","1","-30","101291","bgm_M64","-10","250","0.7","0","0","101291","1"
"0","1","200","1081","1.2","3","1","-10","3","-10","10810103","1","-30","101291","bgm_M64","-110","100","0.75","-15","5","101291","1"
"-50","1","200","1081","1.3","4","1","200","4","-50","10810104","1","-30","101291","bgm_M64","55","300","0.8","-10","-20","101291","1"
"15","1","230","1081","1.45","5","1","490","5","30","10810105","1","-30","101292","bgm_M55","-15","100","1.1","-20","30","101292","1"
"20","1.1","210","1082","1.45","1","1","-470","1","0","10820101","1","-30","101301","bgm_M64","0","100","0.8","0","10","101301","1"
"0","1.1","200","1082","1.2","2","1","-270","2","0","10820102","1","-30","101301","bgm_M64","-120","100","0.75","0","10","101301","1"
"0","2.2","200","1082","2.3","3","1","0","3","-10","10820103","1","-30","101301","bgm_M64","65","100","1.55","-15","0","101301","1"
"0","0.7","200","1082","1","4","1","200","4","0","10820104","1","-30","101301","bgm_M64","-120","100","0.7","0","0","101301","1"
"-15","1.1","270","1082","1.2","5","1","470","5","-30","10820105","1","-30","101302","bgm_M55","-55","100","1","-20","10","101302","1"
"-25","0.9","210","1083","1","1","1","-450","1","-30","10830101","1","-30","101441","bgm_M64","0","170","0.575","0","10","101441","1"
"0","1.1","240","1083","1.2","2","1","-250","2","0","10830102","1","-30","101441","bgm_M64","-90","100","0.75","0","0","101441","1"
"-30","1","200","1083","1.4","3","1","-25","3","-10","10830103","1","-30","101441","bgm_M64","60","200","0.85","-15","0","101441","1"
"-30","1","200","1083","1.2","4","1","220","4","0","10830104","1","-30","101441","bgm_M64","-70","100","0.75","0","0","101441","1"
"-35","1.1","230","1083","1.2","5","1","470","5","-30","10830105","1","-30","101442","bgm_M55","-70","100","0.95","-20","10","101442","1"
"0","1.1","210","1084","1.35","1","1","-470","1","0","10840101","1","-30","101451","bgm_M64","-50","100","0.85","0","10","101451","1"
"10","1.1","240","1084","1.35","2","1","-250","2","10","10840102","1","-30","101451","bgm_M64","40","200","1","0","0","101451","1"
"0","1.1","200","1084","1.2","3","1","0","3","-10","10840103","1","-30","101451","bgm_M64","-110","100","0.75","-15","0","101451","1"
"-30","0.6","200","1084","0.8","4","1","210","4","-30","10840104","1","-30","101451","bgm_M64","30","300","0.6","0","-25","101451","1"
"-35","1.4","290","1084","1.55","5","1","510","5","-50","10840105","1","-30","101452","bgm_M55","-70","100","1.25","0","0","101452","1.2"
"0","0.7","210","1085","0.8","1","1","-480","1","-30","10850101","1","-30","101561","bgm_M64","-50","250","0.6","0","10","101561","1"
"10","1.4","200","1085","1.5","2","1","-250","2","0","10850102","1","-30","101561","bgm_M64","-120","100","0.9","0","10","101561","1"
"0","1","200","1085","1.1","3","1","-10","3","-10","10850103","1","-30","101561","bgm_M64","65","100","0.65","-5","5","101561","1"
"0","1","200","1085","1.1","4","1","190","4","0","10850104","1","-30","101561","bgm_M64","-110","100","0.65","0","0","101561","1"
"-60","1.35","290","1085","1.55","5","1","460","5","-50","10850105","1","-30","101562","bgm_M55","-70","400","1.25","0","0","101562","1.4"
"-25","0.9","210","1086","1","1","1","-480","1","-30","10860101","1","-30","101001","bgm_M64","-100","170","0.575","0","10","101001","1"
"-30","0.8","240","1086","1","2","1","-250","2","-30","10860102","1","-30","101001","bgm_M64","-10","250","0.7","0","0","101001","1"
"-30","1","200","1086","1.4","3","1","-10","3","-10","10860103","1","-30","101001","bgm_M64","-120","100","0.95","-15","0","101001","1"
"0","1","200","1086","1.2","4","1","210","4","-30","10860104","1","-30","101001","bgm_M64","40","150","0.72","0","0","101001","1"
"0","1","250","1086","1.3","5","1","480","5","0","10860105","1","-30","101011","bgm_M55","-40","200","1.2","0","0","101011","1.2"
"-25","0.9","210","1087","1","1","1","-450","1","-30","10870101","1","-30","101021","bgm_M64","0","170","0.575","0","10","101021","1"
"0","0.8","200","1087","1","2","1","-250","2","-5","10870102","1","-30","101021","bgm_M64","-120","200","0.65","0","10","101021","1"
"0","0.8","200","1087","0.9","3","1","-10","3","-10","10870103","1","-30","101021","bgm_M64","65","100","0.6","-5","5","101021","1"
"-25","0.85","200","1087","1","4","1","200","4","0","10870104","1","-30","101021","bgm_M64","-100","100","0.7","0","0","101021","1"
"0","1.6","220","1087","1.8","5","1","470","5","0","10870105","1","-30","101031","bgm_M55","0","200","1.4","0","0","101031","1"
"20","1.1","210","1088","1.45","1","1","-470","1","0","10880101","1","-30","101041","bgm_M64","-100","100","0.85","0","10","101041","1"
"0","1.1","200","1088","1.45","2","1","-220","2","0","10880102","1","-30","101041","bgm_M64","30","100","0.85","0","10","101041","1"
"-30","1.1","200","1088","1.3","3","1","-10","3","-10","10880103","1","-30","101041","bgm_M64","-120","100","0.75","-15","0","101041","1"
"-30","1.1","200","1088","1.4","4","1","200","4","-20","10880104","1","-30","101041","bgm_M64","40","100","0.85","0","0","101041","1"
"-50","1.35","210","1088","1.8","5","1.3","450","5","0","10880105","1","-30","101042","bgm_M55","-55","150","1.1","0","0","101042","1"
"0","1.1","210","1089","1.35","1","1","-470","1","0","10890101","1","-30","101161","bgm_M64","-10","100","0.85","0","10","101161","1"
"-30","0.8","240","1089","1","2","1","-250","2","-30","10890102","1","-30","101161","bgm_M64","-110","250","0.7","0","0","101161","1"
"0","1","200","1089","1.2","3","1","-10","3","-10","10890103","1","-30","101161","bgm_M64","50","100","0.75","-15","5","101161","1"
"0","1","200","1089","1.5","4","1","210","4","0","10890104","1","-30","101161","bgm_M64","-90","200","1","0","0","101161","1"
"-50","1","280","1089","1.15","5","1.3","485","5","-45","10890105","1","-30","101162","bgm_M55","-70","270","0.9","-40","-10","101162","1"
"-25","0.9","210","1090","1","1","1","-450","1","-30","10900101","1","-30","101171","bgm_M64","-90","170","0.575","0","10","101171","1"
"0","1.1","240","1090","1.2","2","1","-230","2","0","10900102","1","-30","101171","bgm_M64","10","100","0.75","0","0","101171","1"
"-30","1","200","1090","1.4","3","1","15","3","-10","10900103","1","-30","101171","bgm_M64","-120","100","0.9","-15","0","101171","1"
"-60","1","200","1090","1.3","4","1","200","4","-50","10900104","1","-30","101171","bgm_M64","40","300","0.8","0","0","101171","1"
"-50","1","250","1090","1.45","5","1","475","5","0","10900105","1","-30","101172","bgm_M55","-30","200","1","-20","10","101172","1"
"-25","0.9","210","1091","1","1","1","-480","1","-30","10910101","1","-30","101191","bgm_M64","0","170","0.575","0","10","101191","1"
"10","1.4","200","1091","1.5","2","1","-250","2","0","10910102","1","-30","101191","bgm_M64","-120","100","0.9","0","10","101191","1"
"0","1","200","1091","1.1","3","1","-10","3","-10","10910103","1","-30","101191","bgm_M64","65","100","0.8","-15","0","101191","1"
"0","0.7","200","1091","1","4","1","200","4","0","10910104","1","-30","101191","bgm_M64","-120","100","0.7","0","0","101191","1"
"-50","1","280","1091","1.3","5","1","485","5","-45","10910105","1","-30","101192","bgm_M55","-70","200","1.1","0","-10","101192","1.2"
"20","1.1","210","1092","1.45","1","1","-470","1","0","10920101","1","-30","101201","bgm_M64","-100","100","0.85","0","10","101201","1"
"0","0.8","200","1092","1","2","1","-250","2","-5","10920102","1","-30","101201","bgm_M64","-120","200","0.65","0","10","101201","1"
"0","1.1","200","1092","1.15","3","1","0","3","-10","10920103","1","-30","101201","bgm_M64","-65","100","0.8","-10","0","101201","1"
"10","0.9","200","1092","1","4","1","190","4","-15","10920104","1","-30","101201","bgm_M64","-110","100","0.7","0","0","101201","1"
"-50","1","250","1092","1.45","5","1","475","5","-45","10920105","1","-30","101202","bgm_M55","-30","100","1","-20","10","101202","1"
"0","0.7","210","1093","0.8","1","1","-480","1","-30","10930101","1","-30","101291","bgm_M64","-30","250","0.6","0","10","101291","1"
"10","1.1","240","1093","1.35","2","1","-250","2","10","10930102","1","-30","101291","bgm_M64","-110","200","0.9","0","0","101291","1"
"-50","0.55","200","1093","0.9","3","1","-10","3","-60","10930103","1","-30","101291","bgm_M64","0","150","0.6","-13","0","101291","1.4"
"0","1","200","1093","1.4","4","1","200","4","0","10930104","1","-30","101291","bgm_M64","-120","100","1","0","0","101291","1"
"15","1","230","1093","1.45","5","1","490","5","30","10930105","1","-30","101292","bgm_M55","20","100","1.1","-20","30","101292","1"
"-25","0.9","210","1094","1","1","1","-480","1","-30","10940101","1","-30","101301","bgm_M64","0","170","0.575","0","10","101301","1"
"0","1.1","200","1094","1.45","2","1","-220","2","0","10940102","1","-30","101301","bgm_M64","-110","100","0.85","0","10","101301","1"
"-20","0.7","200","1094","1","3","1","10","3","-10","10940103","1","-30","101301","bgm_M64","55","100","0.65","-15","0","101301","1"
"-30","1","200","1094","1.5","4","1","200","4","0","10940104","1","-30","101301","bgm_M64","-110","100","0.9","0","0","101301","1"
"-15","1.1","270","1094","1.2","5","1","470","5","-30","10940105","1","-30","101302","bgm_M55","-50","100","1","-20","10","101302","1"
