fa8b2f61aad4df1df04e81e6e2125eff48c4e474e5a8f88ef7bcde3a3e86bb33,7f40ea7bef47d44134854b51ecb14e70baf3e6f7983105461c2db7e65588cf84,5c362cf4bf34dc8a1f70a3569758b0647c979e927f43a3d720e2bc525f363820,a44a1fe40128311ec7c508e1d701d91879e74fcd29743ce0020d9de75e271593,3a12c1698d561f38df359007645d8ab02aa53ef3c334b30c166eb955bc4d0b5c,8a060e3e3810b0e26b1ed55b0bed98fec82116f9a9fa9d545e6a79477128ef38,e071386a22e50bfdf9ffe52ac5d60b7a417159a9fbef83b626a85c5769a2e8c7,ff8e1ed93d5e41df1e727ca375c000f6490904d0f84f0b6cd04f0f4e9efc33b4,ecdf2dc56dc735947e6ac2bc67a2c4cdb74c35948fc8d0e230b5648556925a81,5a4ba5e576697a92683b019fb303e2da3398c39de4a3e907659545bb6c1b60e4,d9087056ff7fb2281b1dab5a1a80a9415529d55ba3f999a15ec7cb65ffc7496e,26130e29531438f08bc4f4f48c279b8e463ee13c4724a58dfbe2abdd838cfbf2,f7a1e01d0406375aa896980f419ed9a3e3f7f432eb1853711d7cd8df4daa07fe,b4b5ac9629f9b6fea6e5c61cfea6994fa17236f181803b25429b72ae742202dd,3906423bb47ec4218cf11c5862040822056bbf74395a8541cab59e277cfc5de6,133ae975d6f924dc017cb7e765f66e873e11ed3590c8499123525402197d6ee8,9c2b593e6288a0c2f65c8d04e325e1c428b6cad7d3474fb0f3cae8befb2e4493,52a0301866f19bdfd6b0a50336e7b5611b5f9402b6b0bb5492979f467044e6fc,8ab7b4d4759bab95a4468ab910c747cc7ee18e12dcc390cd2c4e491ccbcfad31,799974eb536756305d93ebafa8cdacbbe2201ff48f311e7ad393a4d3e931d8d4
"2","漂浮在阿斯特朗上的巨大島嶼，也是主線冒險的舞台。","33406","艾爾皮斯島","6","1","6","4010","6","","29246","4010","這個地點的名稱是？","26031","4","30382","6","23798","6","艾爾皮斯島"
"2","","29802","瑪爾傑海岸","6","1","6","4012","6","","29246","4012","這個地點的名稱是？","28023","4","20625","6","23736","6","瑪爾傑海岸"
"3","位於蘭德索爾郊外，綠意盎然、氣候宜人的城鎮。","22467","埃斯特雷拉","6","1","6","4013","6","埃斯特雷拉街道","26031","4013","這個地點的名稱是？","38647","4","29305","6","25289","6","埃斯特雷拉街道"
"2","於「露娜之塔」建造時一同打造出來的一種能量增幅器。","38706","露娜聚光燈","6","1","6","4014","6","","23068","4014","這個的名稱是什麼？","20809","4","32858","6","29128","6","露娜聚光燈"
"1","世界最大的大陸。中心有個巨大的都市「蘭德索爾」。","38463","阿斯特賴亞","6","1","6","0","6","阿斯特賴亞大陸","26031","4015","這是哪裡？","36084","4","29305","6","20126","6","阿斯特賴亞大陸"
"1","","40599","麗莎白牧場","6","1","6","4017","6","伊麗莎白牧場","33678","4017","這個地點的名稱是？","29287","4","30333","6","22580","6","伊麗莎白牧場"
"1","1,000,000,000\n（請用英文作答）","105","illio","3","2","3","0","3","Billion","108","4018","這個的唸法是什麼？","105","4","108","3","111","3","Billion"
"2","以符號表記為「10＾9」的數字，用英文來唸是？","105","illio","3","2","3","0","3","Billion","108","4019","這個的唸法是什麼？","105","4","108","3","111","3","Billion"
"2","1,000×1,000,000＝？\n（將答案用英文來唸是？）","105","illio","3","2","3","0","3","Billion","108","4020","這個問題的答案是？","105","4","108","3","111","3","Billion"
"2","100×100×100×1000＝？\n（將答案用英文來唸是？）","105","illio","3","2","3","0","3","Billion","108","4021","這個問題的答案是？","105","4","108","3","111","3","Billion"
"1","50,000,000\n（將答案用英文來唸是？）","70","Fifty","3","2","3","0","2","Fifty million","105","4022","這個的唸法是什麼？","116","4","102","3","121","3","Fifty million"
"1","10,000,000+10,000,000＝？\n（將答案用英文來唸是？）","109","milli","3","2","3","0","3","Twenty million","105","4023","這個問題的答案是？","108","4","108","3","105","3","Twenty million"
"3","10,000,000×10÷2＝？\n（將答案用英文來唸是？）","109","milli","3","2","3","0","3","Fifty million","105","4024","這個問題的答案是？","108","4","108","3","105","3","Fifty million"
"2","(502x5)＋(502x5)＝？\n（將答案用中文來唸是？）","20116","五千零二十","6","2","6","0","6","","21315","4025","這個問題的答案是？","20108","4","38646","6","21313","6","五千零二十"
"2","(1253＋6652－232)×0＋12345＝？","49","12345","1","2","1","0","1","","50","4026","這個問題的答案是？","52","4","51","1","53","1","12345"
"2","XI　（請將數字翻為英文唸法）","108","leven","3","2","3","0","3","Eleven","101","4027","這個羅馬數字是多少？","101","4","118","3","110","3","Eleven"
"2","XVI　（請將數字翻為英文唸法）","105","ixtee","3","2","3","0","3","Sixteen","120","4028","這個羅馬數字是多少？","101","4","116","3","101","3","Sixteen"
"3","XVII　（請將數字翻為英文唸法）","83","Seven","3","2","3","0","2","Seventeen","101","4029","這個羅馬數字是多少？","101","4","118","3","110","3","Seventeen"
"3","XVIII　（請將數字翻為英文唸法）","69","Eight","3","2","3","0","2","Eighteen","105","4030","這個羅馬數字是多少？","104","4","103","3","116","3","Eighteen"
"3","XXII　（請將數字翻為英文唸法）","84","Twent","3","2","3","0","2","Twenty two","119","4031","這個羅馬數字是多少？","110","4","101","3","116","3","Twenty two"
"3","XXV　（請將數字翻為英文唸法）","84","Twent","3","2","3","0","2","Twenty five","119","4032","這個羅馬數字是多少？","110","4","101","3","116","3","Twenty five"
"3","XXX　（請將數字翻為英文唸法）","104","hirty","3","2","3","0","3","Thirty","105","4033","這個羅馬數字是多少？","116","4","114","3","121","3","Thirty"
"2","請列出元素週期表右邊第一欄（直行順序）。","27686","氦氖氬氪氙","6","2","6","0","6","氦氖氬氪氙氡","27670","4034","這個的名稱是什麼？","27690","4","27692","6","27673","6","氦氖氬氪氙氡"
"3","咬到鋁箔紙時會感到一陣劇痛的現象。","20285","伽伐尼電流","6","2","6","0","6","","20240","4035","這個的名稱是什麼？","38651","4","23612","6","27969","6","伽伐尼電流"
"1","世界最大的沙漠。","25746","撒哈拉沙漠","6","2","6","0","6","","21704","4036","這個的名稱是什麼？","27801","4","25289","6","28448","6","撒哈拉沙漠"
"2","南歐三大半島：伊比利亞半島、義大利半島、□□□□□。","24052","巴爾幹半島","6","2","6","0","6","","29246","4037","這個的名稱是什麼？","21322","4","24185","6","23798","6","巴爾幹半島"
"3","歐洲西部的氣候類型為：","28331","溫帶海洋性","6","2","6","0","6","溫帶海洋性氣候","24118","4038","這個的唸法是什麼？","27915","4","28023","6","24615","6","溫帶海洋性氣候"
"3","歐洲東部的氣候類型為：","28331","溫帶大陸性","6","2","6","0","6","溫帶大陸性氣候","24118","4040","這個的唸法是什麼？","38520","4","22823","6","24615","6","溫帶大陸性氣候"
"3","歐洲北部的氣候類型為：","23506","寒帶原氣候","6","2","6","0","6","寒帶苔原氣候","24118","4041","這個的唸法是什麼？","27683","4","21407","6","20505","6","寒帶苔原氣候"
"2","","79","ORMAL","2","1","2","4042","2","NORMAL地下城「雲海山脈」","82","4042","這個的名稱是什麼？","65","4","77","2","76","2","NORMAL地下城「雲海山脈」"
"2","阿斯特賴亞大陸上最巨大的火山。至今仍頻繁的噴發，再加上有許多魔物棲息於此，是個危險的地區。","35997","貝利奧火山","6","1","6","0","6","","21033","4043","這個的名稱是什麼？","28779","4","22887","6","23665","6","貝利奧火山"
"2","","69","ERARD","2","1","2","4044","2","VERY HARD地下城「斷崖遺跡」","82","4044","這個的名稱是什麼？","82","4","65","2","68","2","VERY HARD地下城「斷崖遺跡」"
"2","","84","TREME","2","1","2","4045","2","EXTREME地下城「蒼海孤塔」","82","4045","這個的名稱是什麼？","77","4","69","2","69","2","EXTREME地下城「蒼海孤塔」"
"2","","84","TREME","2","1","2","4046","2","EXTREME Ⅱ地下城「毒瘴闇稜」","82","4046","這個的名稱是什麼？","77","4","69","2","69","2","EXTREME Ⅱ地下城「毒瘴闇稜」"
"2","","84","TREME","2","1","2","4047","2","EXTREME Ⅲ地下城「綠龍骸嶺」","82","4047","這個的名稱是什麼？","77","4","69","2","69","2","EXTREME Ⅲ地下城「綠龍骸嶺」"
"2","","84","TREME","2","1","2","4048","2","EXTREME Ⅳ地下城「天上浮游城」","82","4048","這個的名稱是什麼？","77","4","69","2","69","2","EXTREME Ⅳ地下城「天上浮游城」"
"2","活動「恩賜的財團與神聖學院的問題兒童」中，優妮想要將「好朋友X」取名為？","36229","超級優妮號","6","1","6","4049","6","","32026","4049","這個的名稱是什麼？","22958","4","20778","6","34399","6","超級優妮號"
"1","活動「心電感應！碧與玩具朋友們」的Boss。","31350","究極玩具王","6","1","6","4050","6","究極機械玩具王","26997","4050","這個的名稱是什麼？","20855","4","29609","6","29579","6","究極機械玩具王"
"1","可購買各種充滿回憶的BGM，並設定在各種選單中的公會小屋家具。","35352","記憶音樂盒","6","1","6","4051","6","","25014","4051","這個的名稱是什麼？","27138","4","38899","6","30418","6","記憶音樂盒"
"2","一個充滿回憶的收藏架，擺放著慈樂之音夏日演唱會的周邊。","32000","紀念收藏櫃","6","1","6","0","6","慈樂之音紀念收藏櫃","24565","4052","這個的名稱是什麼？","34255","4","25910","6","27331","6","慈樂之音紀念收藏櫃"
"2","用來進行時空旅行的魔導具「時間儀」的導航員。","26178","時間管理者","6","1","6","4053","6","","38291","4053","這個的名稱是什麼？","29702","4","31649","6","32773","6","時間管理者"
"3","大間鎮的漁夫們\n所使用的魔導具。\n會放電讓獵物暈眩。","38647","雷霆電擊器","6","1","6","4054","6","","38662","4054","這個魔導具的名稱是什麼？","25802","4","38651","6","22120","6","雷霆電擊器"
"1","放置在公會小屋就會自動幫你製造瑪那的器具。似乎要具備某種資格才能使用。","29802","瑪那產生器","6","1","6","4055","6","","37027","4055","這個的名稱是什麼？","29983","4","29986","6","22120","6","瑪那產生器"
"1","「三月戰隊競賽-一王」的Boss。","21733","哥布林王者","6","2","6","4056","6","","24067","4056","這個的名稱是什麼？","29579","4","26519","6","32773","6","哥布林王者"
"1","世界第一高峰。又稱聖母峰。","29664","珠穆朗瑪峰","6","2","6","0","6","","31302","4057","這個的名稱是什麼？","29802","4","26391","6","23792","6","珠穆朗瑪峰"
"1","「天津四」、「河鼓二」、「織女一」這三顆明亮星辰所連結而成的巨大三角形。","22799","夏季大三角","6","2","6","0","6","","23395","4058","這個的名稱是什麼？","19977","4","22823","6","35282","6","夏季大三角"
"1","酸性溶液能使通用□□□□□變成偏暖色。","37240","酸鹼指示劑","6","2","6","0","6","","40572","4059","這個的名稱是什麼？","31034","4","25351","6","21137","6","酸鹼指示劑"
"2","硫酸的化學式為：","72","H2SO4","1","2","2","0","2","","50","4060","這個的名稱是什麼？","79","4","83","2","52","1","H2SO4"
"2","硫酸具強脫水性，可使□□□□□脫水，形成黑色的碳。","30899","碳水化合物","6","2","6","0","6","","27700","4061","這個的名稱是什麼？","21512","4","21270","6","29289","6","碳水化合物"
"2","醋酸的化學式為：","67","CH3CO","2","2","2","0","2","CH3COOH","72","4062","這個的名稱是什麼？","67","4","51","1","79","2","CH3COOH"
"1","","51","31415","1","2","1","0","1","圓周率=3.1415926……","49","4063","這是多少？","49","4","52","1","53","1","圓周率=3.1415926……"
"2","","49","14142","1","2","1","0","1","√2＝1.41421356……","52","4064","這是多少？","52","4","49","1","50","1","√2＝1.41421356……"
"1","將44556在「百位數」進行四捨五入後的數字。","52","45000","1","2","1","0","1","","53","4065","這是多少？","48","4","48","1","48","1","45000"
"1","將11223在「百位數」進行四捨五入後的數字。","49","11000","1","2","1","0","1","","49","4066","這是多少？","48","4","48","1","48","1","11000"
"2","其誕生的時代與當時該有的技術及知識水準不相符，充滿謎團的人造物出土品。","20195","代錯誤遺物","6","2","6","0","6","時代錯誤遺物","37679","4067","這個的名稱是什麼？","36986","4","35492","6","29289","6","時代錯誤遺物"
"2","將77889在「百位數」進行四捨五入後的數字。","55","78000","1","2","1","0","1","","56","4068","這是多少？","48","4","48","1","48","1","78000"
"3","廣為人知的炸藥「TNT」。未經省略的全稱是？","19977","三硝基甲苯","6","2","6","0","6","","30813","4069","這個的名稱是什麼？","30002","4","22522","6","33519","6","三硝基甲苯"
"3","硝酸可用來蝕刻銅金屬製品，製造□□□和□□鉀","84","TNT硝酸","2","2","6","0","2","TNT和硝酸鉀","78","4070","這個的名稱是什麼？","30813","4","84","2","37240","6","TNT和硝酸鉀"
"2","氫氧化鈉常用來製造□□和人□□□。","32933","肥皂造纖維","6","2","6","0","6","肥皂和人造纖維","30338","4071","這個的名稱是什麼？","32406","4","36896","6","32173","6","肥皂和人造纖維"
"3","一般被稱作「世界三大發明」的東西。火藥、指南針，還有一種是？","27963","活字印刷術","6","2","6","0","6","","23383","4072","這是什麼？","21047","4","21360","6","34899","6","活字印刷術"
"2","非洲最高的山。","21513","吉力馬札羅","6","2","6","0","6","吉力馬札羅山","21147","4073","這個的名稱是什麼？","26413","4","39340","6","32645","6","吉力馬札羅山"
"3","AI的能力終有一天會超越人類的轉捩點。或意指因此而引發的社會變化的概念。","31185","科技奇異點","6","2","6","0","6","","25216","4074","這個的名稱是什麼？","30064","4","22855","6","40670","6","科技奇異點"
"3","反義詞。","25282","拂曉的明星","6","2","6","0","6","傍晚的明星⇔拂曉的明星","26313","4075","這個的名稱是什麼？","26126","4","30340","6","26143","6","傍晚的明星⇔拂曉的明星"
"3","海鮮類當中含量豐富，人體活動不可或缺的營養素。","20108","二十二碳六","6","2","6","0","6","DHA=二十二碳六烯酸","21313","4076","這個的名稱是什麼？","30899","4","20108","6","20845","6","DHA=二十二碳六烯酸"
"3","□與□□□□作用可生成尿素 ，常用來製造肥料和塑膠。","27688","氨二氧化碳","6","2","6","0","6","氨與二氧化碳","20108","4077","這個的名稱是什麼？","21270","4","27687","6","30899","6","氨與二氧化碳"
"2","歐洲最高且橫跨範圍最廣的山。","38463","阿爾卑斯山","6","2","6","0","6","","29246","4078","這個的名稱是什麼？","26031","4","21329","6","23665","6","阿爾卑斯山"
"3","安地斯山脈最高峰。位在阿根廷境內。是美洲第一高峰，也是世界第一高的火山。","38463","阿空加瓜山","6","2","6","0","6","","31354","4079","這個的名稱是什麼？","29916","4","21152","6","23665","6","阿空加瓜山"
"1","(0x12345)+(0x54321)+54321=？","53","54321","1","2","1","0","1","","52","4080","這個問題的答案是？","50","4","51","1","49","1","54321"
"3","電腦鍵盤的排列，一般而言在「Q」的右側大多是怎麼排列的？","87","WERTY","2","2","2","0","2","Q⇒W⇒E⇒R⇒T⇒Y","69","4081","這個的名稱是什麼？","84","4","82","2","89","2","Q⇒W⇒E⇒R⇒T⇒Y"
"3","電腦鍵盤的排列，一般而言在「A」的右側大多是怎麼排列的？","83","SDFGH","2","2","2","0","2","A⇒S⇒D⇒F⇒G⇒H","68","4082","這個的名稱是什麼？","71","4","70","2","72","2","A⇒S⇒D⇒F⇒G⇒H"
"2","亞洲與非洲以什麼為界限？","34311","蘇伊士運河","6","2","6","0","6","","20234","4083","這個的名稱是什麼？","36939","4","22763","6","27827","6","蘇伊士運河"
"3","佯裝成無害軟體來攻擊電腦的惡質程式。名稱源於某種在神話的戰爭中登場的陷阱。","29305","特洛伊木馬","6","2","6","0","6","","27931","4084","這個的名稱是什麼？","26408","4","20234","6","39340","6","特洛伊木馬"
"2","槓桿原理可用微小力量扳動重物的便利物理原理。依據□□、□□□、抗力點的位置來決定結果。","25903","支點施力點","6","2","6","0","6","支點、施力點、抗力點","40670","4085","這個的名稱是什麼？","21147","4","26045","6","40670","6","支點、施力點、抗力點"
"3","地震說明時使用的「P波」與「S波」。「P」是「Primary」的縮寫，那「S」是什麼的縮寫？","83","Secon","3","2","3","0","2","Secondary","101","4086","這個的名稱是什麼？","111","4","99","3","110","3","Secondary"
"3","","35498","說話琪愛兒","6","1","6","4087","6","會說話的小琪愛兒","35441","4087","這個附帶AI機能的人偶的名稱是？","24859","4","29738","6","20818","6","會說話的小琪愛兒"
"3","","39108","飄飄優妮升","6","1","6","4088","6","飄飄優妮升機","39108","4088","這個會飛的機關的名稱是？","22958","4","20778","6","21319","6","飄飄優妮升機"
"2","硫酸鈣的化學式：","67","CaSO4","3","2","2","0","2","CaSO4","97","4089","這個的名稱是什麼？","79","4","83","2","52","1","CaSO4"
"2","碳酸氫鈉受熱分解出二氧化碳，是□□□□□的重要原料。","20094","乾粉滅火器","6","2","6","0","6","","31881","4090","這個的名稱是什麼？","28779","4","28357","6","22120","6","乾粉滅火器"
"2","1＋2＋3＋4＋5＋6＋7＋8＋9＋10＝？ (請用英文作答)","70","Fifty","3","2","3","0","2","Fifty-five","105","4091","這個問題的答案是？","116","4","102","3","121","3","Fifty-five"
"1","將12345在「千位數」進行四捨五入後的數字。","49","10000","1","2","1","0","1","","48","4099","這是多少？","48","4","48","1","48","1","10000"
"1","將56789在「千位數」進行四捨五入後的數字。","54","60000","1","2","1","0","1","","48","4100","這是多少？","48","4","48","1","48","1","60000"
"2","質量大的星球在壽命終結時產生的爆炸現象。會發出比太陽還要亮數億倍的光芒。","36229","超新星爆炸","6","2","6","0","6","","26032","4106","這個的名稱是什麼？","29190","4","26143","6","28856","6","超新星爆炸"
"3","像地球和月球這類的天體，兩者的引力達到一個恰到好處的平衡性而穩定下來的那個點。","25289","拉格朗日點","6","2","6","0","6","","26684","4108","這個的名稱是什麼？","26085","4","26391","6","40670","6","拉格朗日點"
"1","亞洲分別瀕臨哪三座海洋？","22826","太平洋印度","6","2","6","0","6","太平洋、北極海和印度洋","24179","4110","這個的名稱是什麼？","21360","4","27915","6","24230","6","太平洋、北極海和印度洋"
"1","提升角色EXP的強化道具。使用後增加7500的EXP。","29305","特級EXP","6","1","2","4114","6","特級EXP藥水","32026","4114","這個道具的名稱是？","88","4","69","2","80","2","特級EXP藥水"
"1","提升角色EXP的強化道具。使用後增加37500的EXP。","31350","究極EXP","6","1","2","0","6","究極EXP藥水","26997","4117","這個的名稱是什麼？","88","4","69","2","80","2","究極EXP藥水"
"1","從裝置上方加入水後，就會變成不可思議的藥水。可放置在公會小屋的家具。","34277","藥水產生器","6","1","6","4125","6","","27700","4125","這個的名稱是什麼？","29983","4","29986","6","22120","6","藥水產生器"
"1","將11223在「百位數」進行無條件捨去後的數字。","49","11000","1","2","1","0","1","","49","4126","這是多少？","48","4","48","1","48","1","11000"
"2","征服「雲海山脈」的證明。可放置在公會小屋的家具。","38642","雲海魔物肉","6","1","6","4127","6","雲海的魔物肉","28023","4127","這個的名稱是什麼？","29289","4","39764","6","32905","6","雲海的魔物肉"
"2","","22909","好朋友Mk","6","1","2","4128","6","好朋友X Mk-Ⅱ","26379","4128","這個的名稱是什麼？","77","4","21451","6","107","3","好朋友X Mk-Ⅱ"
"2","西南亞水量最大的河流。主要城市都在該河流的流域範圍，是伊拉克人口的主要集中地。","24213","底格里斯河","6","2","6","0","6","","26684","4134","這個的名稱是什麼？","26031","4","37324","6","27827","6","底格里斯河"
"1","「萬物皆有互相吸引的力量」的法則。","33836","萬有引定律","6","2","6","0","6","萬有引力定律","26377","4138","這個的名稱是什麼？","23450","4","24341","6","24459","6","萬有引力定律"
"2","物理法則之一。救護車經過後，鳴笛聲聽起來會變低就是這個原因。","37117","都卜勒效應","6","2","6","0","6","","21340","4139","這個的名稱是什麼？","25928","4","21202","6","25033","6","都卜勒效應"
"3","被認為是文明的起源地之一。流經敘利亞和伊拉克。","24188","幼發拉底河","6","2","6","0","6","","30332","4140","這個的名稱是什麼？","24213","4","25289","6","27827","6","幼發拉底河"
"3","位於美洲最北邊陸地，全球最靠北邊的陸地。","21345","卡菲克盧本","6","2","6","0","6","卡菲克盧本島","33778","4141","這個的名稱是什麼？","30439","4","20811","6","26412","6","卡菲克盧本島"
"2","假若施加於某物體的外力為零，則該物體的運動速度不變，又稱為慣性定律。","29275","牛頓一運動","6","2","6","0","6","牛頓第一運動定律","38931","4143","這個的名稱是什麼？","36939","4","19968","6","21205","6","牛頓第一運動定律"
"2","當物體受外力作用時，會在力的方向產生加速度，也稱為運動定律。","29275","牛頓二運動","6","2","6","0","6","牛頓第二運動定律","38931","4144","這個的名稱是什麼？","36939","4","20108","6","21205","6","牛頓第二運動定律"
"2","當施加力於物體時，會同時產生一個大小相等而且方向相反的反作用力。","29275","牛頓三運動","6","2","6","0","6","牛頓第三運動定律","38931","4145","這個的名稱是什麼？","36939","4","19977","6","21205","6","牛頓第三運動定律"
"3","這種營養素的英文稱呼。","114","rotei","3","2","3","0","3","蛋白質=Protein","111","4146","這個的名稱是什麼？","101","4","116","3","105","3","蛋白質=Protein"
"1","仿造精靈族之村守護石柱的精靈石。可放置於公會小屋的家具。","36855","迷你精靈石","6","1","6","4147","6","迷你精靈石住","20320","4147","這個的名稱是什麼？","38728","4","31934","6","30707","6","迷你精靈石住"
"2","也被稱作「魔之海域」的三角形海域。船和飛機曾在此相繼失蹤。","30334","百慕達三角","6","2","6","0","6","百慕達三角洲","24917","4148","這個的名稱是什麼？","19977","4","36948","6","35282","6","百慕達三角洲"
"1","用來強化角色裝備的道具。使用後會增加60點裝備強化值。","19978","上級精練石","6","1","6","4150","6","","32026","4150","這個的名稱是什麼？","32244","4","31934","6","30707","6","上級精練石"
"1","用來在商店購買記憶碎片的道具。","22899","女神的秘石","6","1","6","4151","6","","31070","4151","這個的名稱是什麼？","31192","4","30340","6","30707","6","女神的秘石"
"3","碳酸氫鈉的化學式：","78","NaHCO","3","2","2","0","2","NaHCO3","97","4152","這個的名稱是什麼？","67","4","72","2","79","2","NaHCO3"
"3","只含有碳、氫兩種原子的有機化合物，稱為□□□□□，又稱為烴。","30899","碳氫化合物","6","2","6","0","6","","27691","4153","這個的名稱是什麼？","21512","4","21270","6","29289","6","碳氫化合物"
"2","將帶狀長條形的兩端扭轉半圈連繫在一起的東西。是在數學和藝術中也很常見的題材。","33707","莫比烏斯環","6","2","6","0","6","","27604","4154","這個的名稱是什麼？","26031","4","28879","6","29872","6","莫比烏斯環"
"2","東南亞位於亞洲東南部，主要由中南半島、馬來群島和□□□□□等部分組成。","33778","菲律賓群島","6","2","6","0","6","","24459","4155","這個的名稱是什麼？","32676","4","36051","6","23798","6","菲律賓群島"
"2","","27683","氣調節設備","6","2","6","0","6","空氣調節設備","35519","4156","這個未經省略的全稱是？","35373","4","31680","6","20633","6","空調\n=空氣調節設備"
"3","每一種元素都有著多種同位素，其中大多具有放射性，會衰變成其他同位素，並有一定時長的半衰期。被稱為？","23556","射性同位素","6","2","6","0","6","放射性同位素","24615","4157","這個的名稱是什麼？","20301","4","21516","6","32032","6","放射性同位素"
"2","直升機起飛、著陸的場所。大樓屋頂上寫著巨大的「H」的地方就與此相符。","30452","直升機停機","6","2","6","0","6","直升機停機坪","21319","4158","這個的名稱是什麼？","20572","4","27231","6","27231","6","直升機停機坪"
"2","所有的行星各在以太陽為焦點的橢圓形軌道上運行。也稱為橢圓定律、軌道定律。","20811","克卜勒第一","6","2","6","0","6","克卜勒第一運動定律","21340","4159","這個的名稱是什麼？","31532","4","21202","6","19968","6","克卜勒第一運動定律"
"3","意指除了ID、密碼之外，再加上一道用其他資訊來確認為本人的階段來提高安全性。","20841","兩步驟驗證","6","2","6","0","6","","27493","4160","這個的名稱是什麼？","39511","4","39519","6","35657","6","兩步驟驗證"
"2","行星與太陽的連線在相同的時間間隔內，掃過相同的面積。","20811","克卜勒第二","6","2","6","0","6","克卜勒第二運動定律","21340","4161","這個的名稱是什麼？","31532","4","21202","6","20108","6","克卜勒第二運動定律"
"3","單細胞生物，細胞缺膜狀構造，有細菌與籃綠藻兩大類，要用顯微鏡放大才可看到。這是微生物的哪一界？","21407","原核生物界","6","2","6","0","6","","26680","4162","這個的名稱是什麼？","29289","4","29983","6","30028","6","原核生物界"
"3","這個化學用語用英文該怎麼說？","111","otope","3","2","3","0","3","同位素=Isotope","116","4163","這個的名稱是什麼？","112","4","111","3","101","3","同位素=Isotope"
"2","如果長時間保持緊繃的姿勢，就會出現在身體上的不良症狀。適度活動身體是很重要的。","32147","經濟症候群","6","2","6","0","6","經濟艙症候群","28639","4164","這個的名稱是什麼？","20505","4","30151","6","32676","6","經濟艙症候群"
"2","單細胞生物，細胞具有膜狀構造，也是要藉顯微鏡放大才可看到。這是微生物的哪一界？","21407","原生生物界","6","2","6","0","6","","29983","4165","這個的名稱是什麼？","29289","4","29983","6","30028","6","原生生物界"
"2","「木星」的英文名。","112","piter","3","2","3","0","3","Jupiter","105","4166","這個的名稱是什麼？","101","4","116","3","114","3","Jupiter"
"3","鉛筆芯和鑽石雖然都是「碳」，但性質並不同。在化學領域中要怎麼稱呼這種東西？","21516","同素異形體","6","2","6","0","6","","32032","4167","這個的名稱是什麼？","24418","4","30064","6","39636","6","同素異形體"
"2","植物分為四大類：","34330","蘚苔類蕨類","6","2","6","0","6","藻類植物、蘚苔類植物、蕨類植物、種子植物","33492","4168","這個的名稱是什麼？","34152","4","63952","6","63952","6","藻類植物、蘚苔類植物、蕨類植物、種子植物"
"2","□□和□□□是烴類的主要來源。","30707","石油天然氣","6","2","6","0","6","石油和天然氣","27833","4169","這個的名稱是什麼？","28982","4","22825","6","27683","6","石油和天然氣"
"3","常見的家用氣體燃料為天□□和□□□。","28982","然氣石油氣","6","2","6","0","6","天然氣和石油氣","27683","4170","這個的名稱是什麼？","27833","4","30707","6","27683","6","天然氣和石油氣"
"2","多少濃度的乙醇水溶液殺菌效果最佳？","55","75%濃度","1","2","6","0","1","","53","4171","這個是多少？","28611","4","37","6","24230","6","75%濃度"
"2","","105","irtua","3","2","3","0","3","VR=虛擬實境=Virtual Reality","114","4172","這個未經省略的全稱是？","117","4","116","3","97","3","VR=虛擬實境=Virtual Reality"
"3","「VR」是「虛擬實境」。那「AR」是？","65","Augme","3","2","3","0","2","AR=擴增實境=Augmented Reality","117","4173","這個的名稱是什麼？","109","4","103","3","101","3","AR=擴增實境=Augmented Reality"
"1","被定義為「光的三原色」的3個顏色是什麼？ (請用英文作答)","71","Green","3","2","3","0","2","Red、Blue、Green","114","4175","這個的名稱是什麼？","101","4","101","3","110","3","Red、Blue、Green"
"3","酯類可經由□□□和□反應產生，稱為□化反應。","26377","有機酸醇酯","6","2","6","0","6","有機酸、醇、酯化反應","27231","4176","空格需填入？","37255","4","37240","6","37231","6","有機酸、醇、酯化反應"
"3","","83","Solar","3","2","3","0","2","日蝕=Solar eclipse","111","4177","這個的名稱是什麼？","97","4","108","3","114","3","日蝕=Solar eclipse"
"2","在心理學中，代表「別人可以靠近到這裡為止」，自身周圍的極限範圍的詞彙。","31354","空間行為學","6","2","6","0","6","","38291","4178","這個的名稱是什麼？","28858","4","34892","6","23416","6","空間行為學"
"3","「金星」的英文。","86","Venus","3","2","3","0","2","","101","4179","這個的名稱是什麼？","117","4","110","3","115","3","Venus"
"3","被告知「不要做」，反而會變得想做的心理現象。","37324","里古拉效應","6","2","6","0","6","卡里古拉效應","21476","4180","這個的名稱是什麼？","25928","4","25289","6","25033","6","卡里古拉效應"
"1","","77","Micro","3","2","3","0","2","麥克風=Microphone","105","4181","這個未經省略的全稱是？","114","4","99","3","111","3","麥克風=Microphone"
"1","「地球」的英文。","69","Earth","3","2","3","0","2","","97","4182","這個的名稱是什麼？","116","4","114","3","104","3","Earth"
"3","以此實驗為契機，人類發現了大腦機制的「條件反應」。該實驗和某動物有關。","24052","巴夫洛夫狗","6","2","6","0","6","巴夫洛夫的狗","22827","4183","這個的名稱是什麼？","22827","4","27931","6","29399","6","巴夫洛夫的狗"
"1","","73","Insta","3","2","3","0","2","Install⇔Uninstall","110","4184","這個的名稱是什麼？","116","4","115","3","97","3","Install⇔Uninstall"
"3","電腦鍵盤的排列，一般而言在「Z」的右側大多是怎麼排列的？","88","XCVBN","2","2","2","0","2","Z⇒X⇒C⇒V⇒B⇒N","67","4185","這個的名稱是什麼？","66","4","86","2","78","2","Z⇒X⇒C⇒V⇒B⇒N"
