ea7685e34aeb5e8a615b5091294a0cd8c16d9e4e967685a738c0777806dc05ee,6ba3726a462eb06d55f6637c59d4c963a8cc5ca6d1656a551fe6a160098ab10a,15169539c0cda374ffc10bfcc8cd7b1abc336b28bac1cd0556ff8df7195144f7,372b2c0f77418592ab24ac4b8779537a283a0ce15ff63567a574854a5fc0e16e,bb380611ec6d4205a6ef177f5b709b5330b5186f4af977e89e7c855bd0ba70b1,b2e332442832409ce181c1377b93aa0a39306e5a1c148557e2d3a30c1a352e7b,e17f03180f725dd7927446eec4864512ea9c6498a1e6dead5e60d364940a9d9d,f42f7f2f11573fede076a73f305368828ced020d0305773b4da3aecc4cb25164,655a91a099e9af7a011bd26dcaa3b74157feed338db5099b8636189c405a19eb,e5459444fb04c61939f9e5f30782268f400aa5e8172dd9b5e60f12467248c698,6e0c622f21e4d1bff4d0ca7292b49f1ce5a3b0119dbf20664a772b2970145bb9
"","25214030","","25214","0","","604","32","","",""
"","25214031","","25214","1","","701","32","","",""
"","25214032","0","25214","0","","940","33","","","0.01"
"0.2","25214033","0","25214","wac_birthday_blowout_01","","104911","3","1","0.2","wac_birthday_idle_wish"
"","25214034","-330","25214","-200","","104911","2","","","0.01"
"","25214035","1","25214","wac_birthday_idle_wish","","101111","3","","0.2",""
"","25214036","-320","25214","180","","101111","2","","","0.01"
"","25214037","1","25214","wac_birthday_idle_smile","","106811","3","","0.2",""
"","25214038","-340","25214","320","","106811","2","","","0.01"
"","25214039","","25214","","","0","93","","",""
"","25214040","","25214","1","","800","32","","",""
"","25214041","","25214","","","0.7","93","","",""
"","25214042","","25214","1","","702","32","","",""
"","25214043","","25214","","","0.5","93","","",""
"","25214044","0","25214","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","25214045","","25214","0","","701","32","","",""
"","25214046","","25214","","","0.4","93","","",""
"","25214047","0","25214","se_sys_login_birthday_cracker","","se_common","23","","",""
"","25214048","","25214","1","","700","32","","",""
"","25214049","0","25214","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","25214050","0","25214","wac_birthday_clap_to_wish","","101111","3","1","0.2","wac_birthday_idle_wish"
"","25214051","","25214","","","0.1","93","","",""
"0.2","25214052","0","25214","wac_birthday_clap","","106811","3","1","0.2","wac_birthday_idle_smile"
"","25214053","","25214","","","2","93","","",""
"","25214054","","25214","","","1","131","","",""
"","25214055","0","25214","vo_wac_25214_000","","vo_wac_25214","21","","","0"
"0","25214056","10","25214","哇～好棒的生日蛋糕。\n是弟弟為姐姐準備的嗎？\n感受到弟弟的愛了呢。","0.5","104911","11","1","0","1"
"","25214057","","25214","","","0","91","","",""
"","25214058","1","25214","wac_birthday_idle_normal","","104911","3","","0.2",""
"","25214059","1","25214","wac_birthday_talk_anger","","101111","3","","0.2",""
"","25214060","0","25214","vo_wac_25214_001","","vo_wac_25214","21","","","0"
"0","25214061","10","25214","姐姐請等一下！\n我們也有幫忙喔！\n像是我！我也有幫忙！","0.5","101111","11","1","0","1"
"","25214062","","25214","","","0","91","","",""
"","25214063","1","25214","wac_birthday_idle_normal","","101111","3","","0.2",""
"","25214064","1","25214","wac_birthday_talk_normal","","106811","3","","0.2",""
"","25214065","0","25214","vo_wac_25214_002","","vo_wac_25214","21","","","0"
"0","25214066","10","25214","這包含了我們對\n妳的心意喔。\n啊，希望我們沒變成電燈泡。","0.5","106811","11","1","0","1"
"","25214067","","25214","","","0","91","","",""
"","25214068","1","25214","wac_birthday_idle_smile","","106811","3","","0.2",""
"","25214069","1","25214","wac_birthday_talk_smile","","104911","3","","0.2",""
"","25214070","0","25214","vo_wac_25214_003","","vo_wac_25214","21","","","0"
"0","25214071","10","25214","沒這回事～\n會長、璃乃，謝謝妳們。\n待會我會讓弟弟好～好陪我，\n所以沒問題喔。對吧？","0.5","104911","11","1","0","1"
"","25214072","","25214","","","0","91","","",""
"","25214073","1","25214","wac_birthday_talk_anger","","101111","3","","0.2",""
"","25214074","0","25214","vo_wac_25214_004","","vo_wac_25214","21","","","0"
"0","25214075","10","25214","啊──！姐姐！\n就算是妳生日，這樣也太狡猾囉！","0.5","101111","11","1","0","1"
"","25214076","","25214","","","0","91","","",""
"","25214077","","25214","","","0","22","","",""
"","25314001","","25314","bgm_M321_2C","","bgm_M321","25","","",""
"0","25314002","250","25314","104711","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","25314003","256","25314","107111","wac_birthday_idle_normal","1","1","-270","2","200"
"1","25314004","258","25314","100511","wac_birthday_idle_smile","1","1","-310","2","320"
"1","25314005","257","25314","103711","wac_birthday_idle_smile","1","1","-290","2","460"
"","25314006","","25314","300","","104711","13","","",""
"","25314007","","25314","300","","107111","13","","",""
"","25314008","","25314","300","","100511","13","","",""
"","25314009","","25314","300","","103711","13","","",""
"","25314010","0","25314","600","","600","31","1","1","0"
"","25314011","0","25314","602","","602","31","1","0","0"
"","25314012","0","25314","603","","603","31","1","0","0"
"","25314013","30","25314","604","","604","31","1","1","60"
"","25314014","0","25314","614","","614","31","1","1","0"
"","25314015","0","25314","700","","700","31","1","0","0"
"","25314016","0","25314","701","","701","31","1","0","0"
"","25314017","0","25314","703","","703","31","1","0","0"
"","25314018","0","25314","800","","800","31","1","0","0"
"","25314019","30","25314","941","","941","31","1","1","60"
"","25314020","","25314","","","1","93","","",""
"0.2","25314021","0","25314","wac_birthday_reaction_02","","100511","3","1","0.2","wac_birthday_reaction_02"
"","25314022","","25314","","","0.1","93","","",""
"0.2","25314023","0","25314","wac_birthday_reaction_01","","107111","3","1","0.2","wac_birthday_reaction_03"
"0.2","25314024","0","25314","wac_birthday_reaction_05","","103711","3","1","0.2","wac_birthday_reaction_04"
"","25314025","","25314","","","0.3","93","","",""
"","25314026","1","25314","wac_birthday_run_01","","104711","3","","0.2",""
"","25314027","-70","25314","0","","104711","2","","","3"
"","25314028","","25314","","","2.5","93","","",""
"","25314029","","25314","1","","602","32","","",""
"","25314030","","25314","","","0.6","93","","",""
"","25314031","","25314","0","","600","32","","",""
"","25314032","","25314","0","","614","32","","",""
"","25314033","","25314","0","","604","32","","",""
"","25314034","","25314","1","","701","32","","",""
"","25314035","0","25314","0","","941","33","","","0.01"
"0.2","25314036","0","25314","wac_birthday_blowout_jun_01","","104711","3","1","0.2",""
"","25314037","-330","25314","-200","","104711","2","","","0.01"
"","25314038","1","25314","wac_birthday_idle_normal","","107111","3","","0.2",""
"","25314039","-320","25314","180","","107111","2","","","0.01"
"","25314040","1","25314","wac_birthday_idle_smile","","100511","3","","0.2",""
"","25314041","-360","25314","310","","100511","2","","","0.01"
"","25314042","1","25314","wac_birthday_idle_smile","","103711","3","","0.2",""
"","25314043","-340","25314","450","","103711","2","","","0.01"
"","25314044","","25314","","","0","93","","",""
"","25314045","","25314","1","","800","32","","",""
"","25314046","","25314","","","25314036","91","","",""
"0.2","25314047","0","25314","wac_birthday_blowout_jun_02","","104711","3","1","0.2","wac_birthday_wish_05"
"","25314048","1","25314","wac_birthday_reaction_03","","107111","3","","0.2",""
"","25314049","","25314","","","0.1","93","","",""
"","25314050","1","25314","wac_birthday_talk_smile","","100511","3","","0.2",""
"","25314051","","25314","","","0.1","93","","",""
"","25314052","1","25314","wac_birthday_reaction_03","","103711","3","","0.2",""
"","25314053","","25314","","","0.65","93","","",""
"","25314054","","25314","1","","703","32","","",""
"","25314055","","25314","","","0.5","93","","",""
"","25314056","0","25314","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","25314057","","25314","0","","701","32","","",""
"","25314058","","25314","","","0.4","93","","",""
"","25314059","0","25314","se_sys_login_birthday_cracker","","se_common","23","","",""
"","25314060","","25314","1","","700","32","","",""
"","25314061","0","25314","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","25314062","0","25314","wac_birthday_clap","","107111","3","1","0.2","wac_birthday_idle_normal"
"","25314063","","25314","","","0.1","93","","",""
"0.2","25314064","0","25314","wac_birthday_clap","","100511","3","1","0.2","wac_birthday_idle_smile"
"","25314065","","25314","","","0.1","93","","",""
"0.2","25314066","0","25314","wac_birthday_clap","","103711","3","1","0.2","wac_birthday_idle_smile"
"","25314067","","25314","","","2","93","","",""
"","25314068","","25314","","","1","131","","",""
"","25314069","0","25314","vo_wac_25314_000","","vo_wac_25314","21","","","0"
"0","25314070","10","25314","你們今天竟然為我舉辦了\n這麼盛大的慶生會，\n無論是以個人還是團長的身分而言，\n我都十分開心。","0.5","104711","11","1","0","1"
"","25314071","","25314","","","0","91","","",""
"","25314072","1","25314","wac_birthday_idle_wish","","104711","3","","0.2",""
"","25314073","1","25314","wac_birthday_talk_doya","","107111","3","","0.2",""
"","25314074","0","25314","vo_wac_25314_001","","vo_wac_25314","21","","","0"
"0","25314075","10","25314","這是當然☆\n一切計畫都是由我克莉絲提娜\n所安排，毋庸置疑能滿足妳！","0.5","107111","11","1","0","1"
"","25314076","","25314","","","0","91","","",""
"","25314077","1","25314","wac_birthday_idle_doya","","107111","3","","0.2",""
"","25314078","1","25314","wac_birthday_talk_sad_maturi","","100511","3","","0.2",""
"","25314079","0","25314","vo_wac_25314_002","","vo_wac_25314","21","","","0"
"0","25314080","10","25314","……為了執行那個計畫，\n做得要死要活的\n是我們就是了。","0.5","100511","11","1","0","1"
"","25314081","","25314","","","0","91","","",""
"","25314082","1","25314","wac_birthday_idle_normal","","100511","3","","0.2",""
"","25314083","1","25314","wac_birthday_talk_wish","","104711","3","","0.2",""
"","25314084","0","25314","vo_wac_25314_003","","vo_wac_25314","21","","","0"
"0","25314085","10","25314","是這樣啊。\n小克莉絲以及各位，\n謝謝你們為了我這種人慶生。","0.5","104711","11","1","0","1"
"","25314086","","25314","","","0","91","","",""
"","25314087","1","25314","wac_birthday_idle_wish","","104711","3","","0.2",""
"","25314088","1","25314","wac_birthday_talk_smile_tomo","","103711","3","","0.2",""
"","25314089","0","25314","vo_wac_25314_004","","vo_wac_25314","21","","","0"
"0","25314090","10","25314","請不要說出「為了我這種人」\n這樣的話。\n我們是因為最喜歡純，\n才努力準備的啊♪","0.5","103711","11","1","0","1"
"","25314091","","25314","","","0","91","","",""
"","25314092","1","25314","wac_birthday_idle_smile","","103711","3","","0.2",""
"","25314093","1","25314","wac_birthday_talk_wish","","104711","3","","0.2",""
"","25314094","0","25314","vo_wac_25314_005","","vo_wac_25314","21","","","0"
"0","25314095","10","25314","呵呵，說得對，抱歉。\n能有這麼棒的夥伴們，\n我身為【王宮騎士團】的團長\n還真是幸福啊……","0.5","104711","11","1","0","1"
"","25314096","","25314","","","0","91","","",""
"","25314097","","25314","","","0","22","","",""
"","26214001","","26214","bgm_M321_2C","","bgm_M321","25","","",""
"0","26214002","250","26214","103811","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","26214003","256","26214","103311","wac_birthday_idle_smile","1","1","-270","2","200"
"1","26214004","258","26214","105211","wac_birthday_idle_kyapi","1","1","-310","2","315"
"1","26214005","257","26214","102611","wac_birthday_idle_normal","1","1","-290","2","450"
"","26214006","","26214","300","","103811","13","","",""
"","26214007","","26214","300","","103311","13","","",""
"","26214008","","26214","300","","105211","13","","",""
"","26214009","","26214","300","","102611","13","","",""
"","26214010","0","26214","600","","600","31","1","1","0"
"","26214011","0","26214","602","","602","31","1","0","0"
"","26214012","0","26214","603","","603","31","1","0","0"
"","26214013","30","26214","604","","604","31","1","1","60"
"","26214014","0","26214","614","","614","31","1","1","0"
"","26214015","0","26214","700","","700","31","1","0","0"
"","26214016","0","26214","701","","701","31","1","0","0"
"","26214017","0","26214","702","","702","31","1","0","0"
"","26214018","0","26214","800","","800","31","1","0","0"
"","26214019","30","26214","942","","942","31","1","1","60"
"","26214020","","26214","","","1","93","","",""
"0.2","26214021","0","26214","wac_birthday_reaction_01","","105211","3","1","0.2","wac_birthday_reaction_04"
"","26214022","","26214","","","0.1","93","","",""
"0.2","26214023","0","26214","wac_birthday_reaction_03","","103311","3","1","0.2","wac_birthday_reaction_01"
"0.2","26214024","0","26214","wac_birthday_reaction_02","","102611","3","1","0.2","wac_birthday_reaction_03"
"","26214025","","26214","","","0.3","93","","",""
"","26214026","1","26214","wac_birthday_run_01","","103811","3","","0.2",""
"","26214027","-70","26214","0","","103811","2","","","3"
"","26214028","","26214","","","2.5","93","","",""
"","26214029","","26214","1","","602","32","","",""
"","26214030","","26214","","","0.6","93","","",""
"","26214031","","26214","0","","600","32","","",""
"","26214032","","26214","0","","614","32","","",""
"","26214033","","26214","0","","604","32","","",""
"","26214034","","26214","1","","701","32","","",""
"","26214035","0","26214","0","","942","33","","","0.01"
"0.2","26214036","0","26214","wac_birthday_blowout_03","","103811","3","1","0.2","wac_birthday_wish_05"
"","26214037","-330","26214","-200","","103811","2","","","0.01"
"","26214038","1","26214","wac_birthday_idle_smile","","103311","3","","0.2",""
"","26214039","-320","26214","180","","103311","2","","","0.01"
"","26214040","1","26214","wac_birthday_idle_kyapi","","105211","3","","0.2",""
"","26214041","-360","26214","285","","105211","2","","","0.01"
"","26214042","1","26214","wac_birthday_idle_normal","","102611","3","","0.2",""
"","26214043","-340","26214","425","","102611","2","","","0.01"
"","26214044","","26214","","","0","93","","",""
"","26214045","","26214","1","","800","32","","",""
"","26214046","","26214","","","0.7","93","","",""
"","26214047","","26214","1","","702","32","","",""
"","26214048","","26214","","","0.5","93","","",""
"","26214049","0","26214","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","26214050","","26214","0","","701","32","","",""
"","26214051","","26214","","","0.4","93","","",""
"","26214052","0","26214","se_sys_login_birthday_cracker","","se_common","23","","",""
"","26214053","","26214","1","","700","32","","",""
"","26214054","0","26214","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","26214055","0","26214","wac_birthday_clap","","103311","3","1","0.2","wac_birthday_idle_smile"
"","26214056","","26214","","","0.1","93","","",""
"0.2","26214057","0","26214","wac_birthday_clap","","105211","3","1","0.2","wac_birthday_idle_kyapi"
"","26214058","","26214","","","0.1","93","","",""
"0.2","26214059","0","26214","wac_birthday_clap","","102611","3","1","0.2","wac_birthday_idle_normal"
"","26214060","","26214","","","2","93","","",""
"","26214061","","26214","","","1","131","","",""
"","26214062","0","26214","vo_wac_26214_000","","vo_wac_26214","21","","","0"
"0","26214063","10","26214","哇，這感覺是\n繪本裡會出現的那種\n大蛋糕耶，莫非是為了\n我的生日……？","0.5","103811","11","1","0","1"
"","26214064","","26214","","","0","91","","",""
"","26214065","1","26214","wac_birthday_idle_wish","","103811","3","","0.2",""
"","26214066","1","26214","wac_birthday_talk_smile","","103311","3","","0.2",""
"","26214067","0","26214","vo_wac_26214_001","","vo_wac_26214","21","","","0"
"0","26214068","10","26214","就是啊！\n生日快樂，栞栞！\n這個蛋糕使用了妳最愛的\n牧場特製食材喔！","0.5","103311","11","1","0","1"
"","26214069","","26214","","","0","91","","",""
"","26214070","1","26214","wac_birthday_idle_smile","","103311","3","","0.2",""
"","26214071","1","26214","wac_birthday_talk_kyapi","","105211","3","","0.2",""
"","26214072","0","26214","vo_wac_26214_002","","vo_wac_26214","21","","","0"
"0","26214073","10","26214","除了我，他和小鈴\n也都很用心準備喔♪\n呵呵，大家都說是為了小栞～\n所以卯足了全力呢。","0.5","105211","11","1","0","1"
"","26214074","","26214","","","26214073","91","","",""
"","26214075","1","26214","wac_birthday_idle_kyapi","","105211","3","","0.2",""
"","26214076","1","26214","wac_birthday_talk_normal","","102611","3","","0.2",""
"","26214077","0","26214","vo_wac_26214_003","","vo_wac_26214","21","","","0"
"0","26214078","10","26214","如、如果是為了小栞，\n我也可以努力的。\n生日快樂，小栞，\n平常很謝謝妳的照顧。","0.5","102611","11","1","0","1"
"","26214079","","26214","","","0","91","","",""
"","26214080","1","26214","wac_birthday_talk_wish","","103811","3","","0.2",""
"","26214081","1","26214","wac_birthday_idle_normal","","102611","3","","0.2",""
"","26214082","0","26214","vo_wac_26214_004","","vo_wac_26214","21","","","0"
"0","26214083","10","26214","鈴……各位，\n真是謝謝你們。\n沒想到你也來了，\n我好開心喔。","0.5","103811","11","1","0","1"
"","26214084","","26214","","","0","91","","",""
"","26214085","","26214","","","0","22","","",""
"","26224001","","26224","bgm_M321_2C","","bgm_M321","25","","",""
"0","26224002","250","26224","101411","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","26224003","256","26224","101711","wac_birthday_idle_kyapi","1","1","-270","2","200"
"1","26224004","258","26224","101011","wac_birthday_idle_wish","1","1","-310","2","315"
"1","26224005","257","26224","104311","wac_birthday_idle_normal","1","1","-290","2","450"
"","26224006","","26224","300","","101411","13","","",""
"","26224007","","26224","300","","101711","13","","",""
"","26224008","","26224","300","","101011","13","","",""
"","26224009","","26224","300","","104311","13","","",""
"","26224010","0","26224","601","","601","31","1","1","0"
"","26224011","0","26224","602","","602","31","1","0","0"
"","26224012","0","26224","603","","603","31","1","0","0"
"","26224013","30","26224","604","","604","31","1","1","60"
"","26224014","0","26224","614","","614","31","1","1","0"
"","26224015","0","26224","700","","700","31","1","0","0"
"","26224016","0","26224","701","","701","31","1","0","0"
"","26224017","0","26224","702","","702","31","1","0","0"
"","26224018","0","26224","800","","800","31","1","0","0"
"","26224019","30","26224","943","","943","31","1","1","60"
"","26224020","","26224","","","1","93","","",""
"0.2","26224021","0","26224","wac_birthday_reaction_01","","101011","3","1","0.2","wac_birthday_reaction_04"
"","26224022","","26224","","","0.1","93","","",""
"0.2","26224023","0","26224","wac_birthday_reaction_03","","101711","3","1","0.2","wac_birthday_reaction_01"
"0.2","26224024","0","26224","wac_birthday_reaction_02","","104311","3","1","0.2","wac_birthday_reaction_03"
"","26224025","","26224","","","0.3","93","","",""
"","26224026","1","26224","wac_birthday_run_01","","101411","3","","0.2",""
"","26224027","-70","26224","0","","101411","2","","","3"
"","26224028","","26224","","","2.5","93","","",""
"","26224029","","26224","1","","602","32","","",""
"","26224030","","26224","","","0.6","93","","",""
"","26224031","","26224","0","","601","32","","",""
"","26224032","","26224","0","","614","32","","",""
"","26224033","","26224","0","","604","32","","",""
"","26224034","","26224","1","","701","32","","",""
"","26224035","0","26224","0","","943","33","","","0.01"
"0.2","26224036","0","26224","wac_birthday_blowout_01_kasumi","","101411","3","1","0.2","wac_birthday_wish_kasumi"
"","26224037","-330","26224","-200","","101411","2","","","0.01"
"","26224038","1","26224","wac_birthday_idle_kyapi","","101711","3","","0.2",""
"","26224039","-320","26224","180","","101711","2","","","0.01"
"","26224040","1","26224","wac_birthday_idle_wish","","101011","3","","0.2",""
"","26224041","-360","26224","285","","101011","2","","","0.01"
"","26224042","1","26224","wac_birthday_idle_normal","","104311","3","","0.2",""
"","26224043","-340","26224","425","","104311","2","","","0.01"
"","26224044","","26224","","","0","93","","",""
"","26224045","","26224","1","","800","32","","",""
"","26224046","","26224","","","0.7","93","","",""
"","26224047","","26224","1","","702","32","","",""
"","26224048","","26224","","","0.5","93","","",""
"","26224049","0","26224","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","26224050","","26224","0","","701","32","","",""
"","26224051","","26224","","","0.4","93","","",""
"","26224052","0","26224","se_sys_login_birthday_cracker","","se_common","23","","",""
"","26224053","","26224","1","","700","32","","",""
"","26224054","0","26224","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","26224055","0","26224","wac_birthday_clap","","101711","3","1","0.2","wac_birthday_idle_kyapi"
"","26224056","","26224","","","0.1","93","","",""
"0.2","26224057","0","26224","wac_birthday_clap","","101011","3","1","0.2","wac_birthday_idle_wish"
"","26224058","","26224","","","0.1","93","","",""
"0.2","26224059","0","26224","wac_birthday_clap","","104311","3","1","0.2","wac_birthday_idle_normal"
"","26224060","","26224","","","2","93","","",""
"","26224061","","26224","","","1","131","","",""
"","26224062","0","26224","vo_wac_26224_000","","vo_wac_26224","21","","","0"
"0","26224063","10","26224","哇，這個蛋糕好奢華啊，\n嗯……他們準備了蛋糕等著，\n然後再叫我過來……根據我的推理，\n這、這是為了我嗎？","0.5","101411","11","1","0","1"
"","26224064","","26224","","","0","91","","",""
"","26224065","1","26224","wac_birthday_idle_normal","","101411","3","","0.2",""
"","26224066","1","26224","wac_birthday_talk_kyapi","","101711","3","","0.2",""
"","26224067","0","26224","vo_wac_26224_001","","vo_wac_26224","21","","","0"
"0","26224068","10","26224","沒錯，今天是霞的生日～♪\n不愧是名偵探呢～！\n我們趕快來唱歌跳舞\n慶生吧～♪","0.5","101711","11","1","0","1"
"","26224069","","26224","","","0","91","","",""
"","26224070","1","26224","wac_birthday_idle_kyapi","","101711","3","","0.2",""
"","26224071","1","26224","wac_birthday_talk_wish","","101011","3","","0.2",""
"","26224072","0","26224","vo_wac_26224_002","","vo_wac_26224","21","","","0"
"0","26224073","10","26224","就是啊♪\n大家一起跳舞慶祝吧♪\n王子先生也為了妳\n一起幫忙準備喔♪","0.5","101011","11","1","0","1"
"","26224074","","26224","","","26224073","91","","",""
"","26224075","1","26224","wac_birthday_idle_wish","","101011","3","","0.2",""
"","26224076","1","26224","wac_birthday_talk_normal","","104311","3","","0.2",""
"","26224077","0","26224","vo_wac_26224_003","","vo_wac_26224","21","","","0"
"0","26224078","10","26224","生日快樂，霞！\n是說公主妳真的要跳舞嗎？\n這樣的話霞也一起跳吧！\n大家一起跳比較開心♪","0.5","104311","11","1","0","1"
"","26224079","","26224","","","0","91","","",""
"","26224080","1","26224","wac_birthday_talk_normal","","101411","3","","0.2",""
"","26224081","1","26224","wac_birthday_idle_normal","","104311","3","","0.2",""
"","26224082","0","26224","vo_wac_26224_004","","vo_wac_26224","21","","","0"
"0","26224083","10","26224","不、不用那麼著急吧……！\n原來助手先生也來了啊？\n你竟然特地來替我慶生，\n我……嗯，我很開心喔。","0.5","101411","11","1","0","1"
"","26224084","","26224","","","0","91","","",""
"","26224085","","26224","","","0","22","","",""
"","26234001","","26234","bgm_M321_2C","","bgm_M321","25","","",""
"0","26234002","250","26234","109411","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","26234003","256","26234","109211","wac_birthday_idle_smile","1","1","-270","2","230"
"1","26234004","257","26234","109311","wac_birthday_idle_kyapi","1","1","-310","2","410"
"","26234005","","26234","300","","109411","13","","",""
"","26234006","","26234","300","","109211","13","","",""
"","26234007","","26234","300","","109311","13","","",""
"","26234008","0","26234","601","","601","31","1","1","0"
"","26234009","0","26234","602","","602","31","1","0","0"
"","26234010","0","26234","603","","603","31","1","0","0"
"","26234011","30","26234","604","","604","31","1","1","60"
"","26234012","0","26234","614","","614","31","1","1","0"
"","26234013","0","26234","700","","700","31","1","0","0"
"","26234014","0","26234","701","","701","31","1","0","0"
"","26234015","0","26234","702","","702","31","1","0","0"
"","26234016","0","26234","800","","800","31","1","0","0"
"","26234017","30","26234","944","","944","31","1","1","60"
"","26234018","","26234","","","1","93","","",""
"0.2","26234019","0","26234","wac_birthday_reaction_02","","109311","3","1","0.2","wac_birthday_reaction_03"
"","26234020","","26234","","","0.1","93","","",""
"0.2","26234021","0","26234","wac_birthday_reaction_01","","109211","3","1","0.2","wac_birthday_reaction_04"
"","26234022","","26234","","","0.3","93","","",""
"","26234023","1","26234","wac_birthday_run_01","","109411","3","","0.2",""
"","26234024","-70","26234","0","","109411","2","","","3"
"","26234025","","26234","","","2.5","93","","",""
"","26234026","","26234","1","","602","32","","",""
"","26234027","","26234","","","0.6","93","","",""
"","26234028","","26234","0","","601","32","","",""
"","26234029","","26234","0","","614","32","","",""
"","26234030","","26234","0","","604","32","","",""
"","26234031","","26234","1","","701","32","","",""
"","26234032","0","26234","0","","944","33","","","0.01"
"0.2","26234033","0","26234","wac_birthday_blowout_03","","109411","3","1","0.2","wac_birthday_wish_gurea"
"","26234034","-330","26234","-200","","109411","2","","","0.01"
"","26234035","1","26234","wac_birthday_idle_smile","","109211","3","","0.2",""
"","26234036","-320","26234","180","","109211","2","","","0.01"
"","26234037","1","26234","wac_birthday_idle_kyapi","","109311","3","","0.2",""
"","26234038","-340","26234","320","","109311","2","","","0.01"
"","26234039","","26234","","","0","93","","",""
"","26234040","","26234","1","","800","32","","",""
"","26234041","","26234","","","0.7","93","","",""
"","26234042","","26234","1","","702","32","","",""
"","26234043","","26234","","","0.5","93","","",""
"","26234044","0","26234","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","26234045","","26234","0","","701","32","","",""
"","26234046","","26234","","","0.4","93","","",""
"","26234047","0","26234","se_sys_login_birthday_cracker","","se_common","23","","",""
"","26234048","","26234","1","","700","32","","",""
"","26234049","0","26234","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","26234050","0","26234","wac_birthday_clap","","109211","3","1","0.2","wac_birthday_idle_smile"
"","26234051","","26234","","","0.1","93","","",""
"0.2","26234052","0","26234","wac_birthday_clap","","109311","3","1","0.2","wac_birthday_idle_kyapi"
"","26234053","","26234","","","2","93","","",""
"","26234054","","26234","","","1","131","","",""
"","26234055","0","26234","vo_wac_26234_000","","vo_wac_26234","21","","","0"
"0","26234056","10","26234","呃……那個……\n那個蛋糕……","0.5","109411","11","1","0","1"
"","26234057","","26234","","","0","91","","",""
"","26234058","1","26234","wac_birthday_idle_wish","","109411","3","","0.2",""
"","26234059","1","26234","wac_birthday_talk_smile","","109211","3","","0.2",""
"","26234060","0","26234","vo_wac_26234_001","","vo_wac_26234","21","","","0"
"0","26234061","10","26234","古蕾婭！生日快樂──！\n從鮮奶油到麵團\n全都是我親手做的！\n當然也沒有用魔法喔！","0.5","109211","11","1","0","1"
"","26234062","","26234","","","0","91","","",""
"","26234063","1","26234","wac_birthday_idle_smile","","109211","3","","0.2",""
"","26234064","1","26234","wac_birthday_talk_kyapi","","109311","3","","0.2",""
"","26234065","0","26234","vo_wac_26234_002","","vo_wac_26234","21","","","0"
"0","26234066","10","26234","露也很努力喔──！\n露一直在裝飾水果，\n裝飾裝飾裝飾個不停！","0.5","109311","11","1","0","1"
"","26234067","","26234","","","0","91","","",""
"","26234068","1","26234","wac_birthday_idle_kyapi","","109311","3","","0.2",""
"","26234069","1","26234","wac_birthday_talk_wish","","109411","3","","0.2",""
"","26234070","0","26234","vo_wac_26234_003","","vo_wac_26234","21","","","0"
"0","26234071","10","26234","呵呵，謝謝妳們……\n還有你……\n我很不會說話……不過，\n我可以說上無數次謝謝呢。","0.5","109411","11","1","0","1"
"","26234072","","26234","","","0","91","","",""
"","26234073","","26234","","","0","22","","",""
"","27014001","","27014","bgm_M321_2C","","bgm_M321","25","","",""
"0","27014002","250","27014","104811","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","27014003","256","27014","103211","wac_birthday_idle_doya","1","1","-270","2","200"
"1","27014004","258","27014","104611","wac_birthday_idle_smile","1","1","-310","2","315"
"1","27014005","257","27014","103411","wac_birthday_idle_kyapi_yukari","1","1","-290","2","450"
"","27014006","","27014","300","","104811","13","","",""
"","27014007","","27014","300","","103211","13","","",""
"","27014008","","27014","300","","104611","13","","",""
"","27014009","","27014","300","","103411","13","","",""
"","27014010","0","27014","600","","600","31","1","1","0"
"","27014011","0","27014","602","","602","31","1","0","0"
"","27014012","0","27014","603","","603","31","1","0","0"
"","27014013","30","27014","604","","604","31","1","1","60"
"","27014014","0","27014","614","","614","31","1","1","0"
"","27014015","0","27014","700","","700","31","1","0","0"
"","27014016","0","27014","701","","701","31","1","0","0"
"","27014017","0","27014","702","","702","31","1","0","0"
"","27014018","0","27014","800","","800","31","1","0","0"
"","27014019","30","27014","945","","945","31","1","1","60"
"","27014020","","27014","","","1","93","","",""
"0.2","27014021","0","27014","wac_birthday_reaction_01","","104611","3","1","0.2","wac_birthday_reaction_03"
"","27014022","","27014","","","0.1","93","","",""
"0.2","27014023","0","27014","wac_birthday_reaction_03","","103211","3","1","0.2","wac_birthday_reaction_01"
