e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8
"1007408098","91","","","","0","","","1007408","",""
"1007408099","22","","","","0","0","","1007408","",""
"1007408100","3","","0","1","117531","mhp_sit_idle","0.2","1007408","",""
"1007408101","3","","0","0","102511","mhp_suzume_sit_out_sad2","0.2","1007408","",""
"1007408102","91","","","","0","","","1007408","",""
"1007408103","101","","","","1007408215","","","1007408","",""
"1007408104","3","mhp_idle_normal","1","0","117531","mhp_sit_out","0.2","1007408","0",""
"1007408105","93","","","","0.6","0","","1007408","",""
"1007408106","3","mhp_idle_normal","1","0","102511","mhp_sit_out","0.2","1007408","0",""
"1007408107","93","","","","0.2","0","","1007408","",""
"1007408108","3","","0","1","102511","mhp_walk","0.2","1007408","",""
"1007408109","2","1.5","0","-220","102511","35","","1007408","",""
"1007408110","2","1.5","0","-220","31","35","","1007408","",""
"1007408111","2","1.5","0","-220","11","35","","1007408","",""
"1007408112","2","1.5","0","-220","12","35","","1007408","",""
"1007408113","93","","","","0.3","0","","1007408","",""
"1007408114","3","mhp_handover_loop","1","0","117531","mhp_handover_in","0.2","1007408","0",""
"1007408115","6","1","1","1","21","1","0","1007408","0",""
"1007408116","6","1","1","1","22","1","0","1007408","0",""
"1007408117","3","mhp_handover_loop","1","0","21","mhp_handover_in","0.2","1007408","0",""
"1007408118","3","mhp_item_EX0016_handover_loop","1","0","22","mhp_item_EX0016_handover_in","0.2","1007408","0",""
"1007408119","93","","","","1.2","0","","1007408","",""
"1007408120","3","mhp_handover_receive_loop","1","0","102511","mhp_handover_receive_in","0.2","1007408","0",""
"1007408121","6","1","1","1","11","1","0","1007408","0",""
"1007408122","6","1","1","1","12","1","0","1007408","0",""
"1007408123","3","mhp_receive_suzume_loop","1","0","11","mhp_receive_suzume_in","0.2","1007408","0",""
"1007408124","3","mhp_item_EX0016_receive_loop","1","0","12","mhp_item_EX0016_receive_in","0.2","1007408","0",""
"1007408125","93","","","","0.6","0","","1007408","",""
"1007408126","6","1","1","1","22","1","0.4","1007408","0",""
"1007408127","93","","","","0.4","0","","1007408","",""
"1007408128","3","mhp_idle_normal","1","0","117531","mhp_handover_out","0.2","1007408","0",""
"1007408129","3","NoItem_idle","1","0","21","mhp_handover_out","0.2","1007408","0",""
"1007408130","3","NoItem_idle","1","0","22","mhp_item_EX0016_handover_out","0.2","1007408","0",""
"1007408131","93","","","","0.4","0","","1007408","",""
"1007408132","3","mhp_idle_normal","1","0","102511","mhp_handover_receive_out","0.2","1007408","0",""
"1007408133","3","NoItem_idle","1","0","11","mhp_receive_suzume_out","0.2","1007408","0",""
"1007408134","3","NoItem_idle","1","0","12","mhp_item_EX0016_receive_out","0.2","1007408","0",""
"1007408135","93","","","","2","0","","1007408","",""
"1007408136","3","","","1","117531","mhp_talk_normal","0.2","1007408","",""
"1007408137","21","0","","0","vo_mhp_1007408","vo_mhp_2112","","1007408","",""
"1007408138","11","1","0","6","117531","女僕其實是相當辛苦的工作，\n或許是因為身體變虛弱了，\n妳才會失敗，先用溫度計來測量體溫吧。","0","1007408","0","0.5"
"1007408139","91","","","","0","","","1007408","",""
"1007408140","22","","","","0","0","","1007408","",""
"1007408141","3","","","1","117531","mhp_idle_normal","0.2","1007408","",""
"1007408142","3","mhp_suzume_explode_loop","1","0","102511","mhp_suzume_explode_in","0.2","1007408","0.2",""
"1007408143","3","mhp_suzume_explode_loop","1","0","31","mhp_suzume_explode_in","0.2","1007408","0.2",""
"1007408144","93","","","","2","0","","1007408","",""
"1007408145","32","","","","121","1","","1007408","",""
"1007408146","23","","","","se_10031400","se_10031400_explosion","","1007408","",""
"1007408147","93","","","","1","0","","1007408","",""
"1007408148","3","","","0","102511","mhp_suzume_geho","0.2","1007408","",""
"1007408149","3","","","0","31","NoItem","0.2","1007408","",""
"1007408150","3","","","0","117531","mhp_mitsuki_geho","0.2","1007408","",""
"1007408151","3","","","0","117631","mhp_yuki_sit_geho","0.2","1007408","",""
"1007408152","91","","","","0","","","1007408","",""
"1007408153","3","","","1","102511","mhp_talk_surprise2","0.2","1007408","",""
"1007408154","3","","","1","117531","mhp_idle_bitter2","0.2","1007408","",""
"1007408155","3","","","1","117631","mhp_sit_idle_bitter2","0.2","1007408","",""
"1007408156","21","0","","0","vo_mhp_1007408","vo_mhp_2113","","1007408","",""
"1007408157","11","1","0","4","102511","呀啊！對、對不起……\n溫度計自己壞掉了……","0","1007408","0","0.5"
"1007408158","91","","","","0","","","1007408","",""
"1007408159","3","","0","1","102511","mhp_talk_sad2","0.2","1007408","",""
"1007408160","21","0","","0","vo_mhp_1007408","vo_mhp_2116","","1007408","",""
"1007408161","11","1","0","7","102511","那個……醫生？","","1007408","0","0.5"
"1007408162","91","","","","0","","","1007408","",""
"1007408163","3","","0","1","102511","mhp_idle_sad2","0.2","1007408","",""
"1007408164","3","","0","1","117531","mhp_talk_bitter","0.2","1007408","",""
"1007408165","3","","0","1","117631","mhp_sit_idle","0.2","1007408","",""
"1007408166","21","0","","0","vo_mhp_1007408","vo_mhp_2117","","1007408","",""
"1007408167","11","1","0","5","117531","……今天的診療就先告一段落吧。\n請妳改天再過來。","0","1007408","0","0.5"
"1007408168","91","","","","0","","","1007408","",""
"1007408169","22","","","","0","0","","1007408","",""
"1007408170","3","","0","1","117531","mhp_idle_normal","0.2","1007408","",""
"1007408171","93","","","","0.5","","","1007408","",""
"1007408172","12","","","2","102511","17","0","1007408","0",""
"1007408173","93","","","","0.5","","","1007408","",""
"1007408174","101","","","","1007408215","","","1007408","",""
"1007408175","3","","","1","117531","mhp_sit_idle","0.2","1007408","",""
"1007408176","3","","0","0","102511","mhp_sit_out","0.2","1007408","",""
"1007408177","91","","","","0","","","1007408","",""
"1007408178","3","","","0","102511","mhp_suzume_stretch_in","0.2","1007408","",""
"1007408179","21","0","","0","vo_mhp_1007408","vo_mhp_2114","","1007408","",""
"1007408180","11","1","0","5","102511","一、二、三、四……啊啊啊！\n身、身體纏在一起了……咿啊！","-30","1007408","10","0.5"
"1007408181","93","","","","2.1","1","","1007408","",""
"1007408182","3","","","1","102511","mhp_suzume_stretch_loop","0.2","1007408","",""
"1007408183","93","","","","0.4","","","1007408","",""
"1007408184","23","","","","se_10031400","se_10031400_panic","","1007408","",""
"1007408185","93","","","","0.6","","","1007408","",""
"1007408186","3","","","0","102511","mhp_suzume_stretch_out","0.2","1007408","",""
"1007408187","91","","","","1007408180","","","1007408","",""
"1007408188","93","","","","0.4","","","1007408","",""
"1007408189","22","","","","0","0","","1007408","",""
"1007408190","93","","","","0.6","","","1007408","",""
"1007408191","3","","0","1","117531","mhp_sit_talk_worry","0.2","1007408","",""
"1007408192","21","0","","0","vo_mhp_1007408","vo_mhp_2115","","1007408","",""
"1007408193","11","1","0","6","117531","要、要怎麼做才能變成那樣啊？","30","1007408","0","0.5"
"1007408194","91","","","","0","","","1007408","",""
"1007408195","3","","","0","102511","mhp_suzume_fall_out","0.2","1007408","",""
"1007408196","91","","","","0","","","1007408","",""
"1007408197","3","","","0","102511","mhp_suzume_sit_in_sad","0.2","1007408","",""
"1007408198","91","","","","0","","","1007408","",""
"1007408199","3","","0","1","117531","mhp_sit_idle_sad","0.2","1007408","",""
"1007408200","3","","0","1","102511","mhp_sit_talk_sad2","0.2","1007408","",""
"1007408201","21","0","","0","vo_mhp_1007408","vo_mhp_2116","","1007408","",""
"1007408202","11","1","0","7","102511","那個……醫生？","","1007408","0","0.5"
"1007408203","91","","","","0","","","1007408","",""
"1007408204","3","","0","1","102511","mhp_sit_idle_sad2","0.2","1007408","",""
"1007408205","3","","0","1","117531","mhp_sit_talk_bitter","0.2","1007408","",""
"1007408206","21","0","","0","vo_mhp_1007408","vo_mhp_2117","","1007408","",""
"1007408207","11","1","0","5","117531","……今天的診療就先告一段落吧。\n請妳改天再過來。","0","1007408","0","0.5"
"1007408208","91","","","","0","","","1007408","",""
"1007408209","22","","","","0","0","","1007408","",""
"1007408210","3","","0","1","117531","mhp_sit_idle","0.2","1007408","",""
"1007408211","3","","0","0","102511","mhp_suzume_sit_out_sad2","0.2","1007408","",""
"1007408212","93","","","","0.5","","","1007408","",""
"1007408213","12","","","2","102511","17","0","1007408","0",""
"1007408214","93","","","","0.5","","","1007408","",""
"1007408215","91","","","","0","","","1007408","",""
"1007408216","3","","0","1","102511","mhp_suzume_walk_sad","0.2","1007408","",""
"1007408217","4","","","","102511","1","","1007408","",""
"1007408218","2","5","0","-220","102511","-1000","","1007408","",""
"1007408219","93","","","","4","0","","1007408","",""
"1007408220","91","","","","0","","","1007408","",""
"1007409001","1","-1000","-200","100","1","102511","1.7","1007409","0","mhp_idle_normal"
"1007409002","1","185","-220","100","1","117531","1.7","1007409","1","mhp_mitsuki_sit_idle_sad"
"1007409003","1","365","-200","100","1","117631","1.7","1007409","1","mhp_sit_idle"
"1007409004","31","-154","0.85","-240","1","1","1","1007409","",""
"1007409005","31","0","1","0","10","110","0","1007409","",""
"1007409006","31","0","1","0","14","114","0","1007409","",""
"1007409007","31","0","1","0","22","122","0","1007409","",""
"1007409008","31","0","1","0","30","130","0","1007409","",""
"1007409009","5","-200","-220","110","1","11","1.7","1007409","0","NoItem"
"1007409010","5","-200","-220","105","1","12","1.7","1007409","0","NoItem"
"1007409011","5","185","-220","110","1","21","1.7","1007409","1","NoItem"
"1007409012","5","185","-220","105","1","22","1.7","1007409","1","NoItem"
"1007409013","6","1","0","1","11","1","0","1007409","0",""
"1007409014","6","1","0","1","12","1","0","1007409","0",""
"1007409015","6","1","0","1","21","1","0","1007409","0",""
"1007409016","6","1","0","1","22","1","0","1007409","0",""
"1007409017","91","","","","0","","","1007409","",""
"1007409018","3","","","1","117531","mhp_mitsuki_sit_talk_sad","0.2","1007409","",""
"1007409019","21","0","","0","vo_mhp_1007409","vo_mhp_2201","","1007409","",""
"1007409020","11","0","0","5","117531","鈴莓，請進～","0","1007409","0","0.5"
"1007409021","91","","","","0","","","1007409","",""
"1007409022","3","","","1","117531","mhp_mitsuki_sit_idle_sad","0.2","1007409","",""
"1007409023","3","","","1","102511","mhp_walk_sad","0.2","1007409","",""
"1007409024","2","4","0","-220","102511","-200","","1007409","",""
"1007409025","91","","","","0","","","1007409","",""
"1007409026","3","mhp_sit_talk_sad","1","0","102511","mhp_sit_in_sad","0.2","1007409","0.2",""
"1007409027","93","","","","1","","","1007409","",""
"1007409028","21","0","","0","vo_mhp_1007409","vo_mhp_2202","","1007409","",""
"1007409029","11","1","0","5","102511","妳、妳好……\n咿，深、深月醫生，\n妳給人的感覺怎麼……","0","1007409","0","0.5"
"1007409030","91","","","","0","","","1007409","",""
"1007409031","3","","","1","102511","mhp_sit_idle_sad","0.2","1007409","",""
"1007409032","3","","","1","117531","mhp_sit_talk_sad","0.2","1007409","",""
"1007409033","21","0","","0","vo_mhp_1007409","vo_mhp_2203","","1007409","",""
"1007409034","11","1","0","5","117531","這是理所當然的。\n我用盡了各種能想到的方法，\n卻沒能治好妳的冒失……","0","1007409","0","0.5"
"1007409035","91","","","","0","","","1007409","",""
"1007409036","3","","","1","117531","mhp_sit_talk_wish","0.2","1007409","",""
"1007409037","21","0","","0","vo_mhp_1007409","vo_mhp_2204","","1007409","",""
"1007409038","11","1","0","5","117531","所以我要使用最後的手段。","0","1007409","0","0.5"
"1007409039","91","","","","0","","","1007409","",""
"1007409040","3","","","1","117531","mhp_sit_idle_wish","0.2","1007409","",""
"1007409041","3","","","1","102511","mhp_sit_talk_sad","0.2","1007409","",""
"1007409042","21","0","","0","vo_mhp_1007409","vo_mhp_2205","","1007409","",""
"1007409043","11","1","0","8","102511","最、最後的手段……？","0","1007409","0","0.5"
"1007409044","91","","","","0","","","1007409","",""
"1007409045","3","","","1","102511","mhp_sit_idle_sad","0.2","1007409","",""
"1007409046","3","","","0","117531","mhp_sit_talk_guts","0.2","1007409","",""
"1007409047","21","0","","0","vo_mhp_1007409","vo_mhp_2206","","1007409","",""
"1007409048","11","1","0","5","117531","沒錯，這場戰鬥賭上了\n醫生和患者……\n不對，是我和鈴莓的尊嚴。","0","1007409","0","0.5"
"1007409049","93","","","","1","0","","1007409","",""
"1007409050","3","","","1","117531","mhp_sit_idle_guts","0.2","1007409","",""
"1007409051","93","","","","4.5","1","","1007409","",""
"1007409052","91","","","","1007409048","","","1007409","",""
"1007409053","3","","","1","117631","mhp_sit_talk_sad","0.2","1007409","",""
"1007409054","21","0","","0","vo_mhp_1007409","vo_mhp_2207","","1007409","",""
"1007409055","11","1","0","6","117631","這件事需要搞得這麼嚴肅嗎？","0","1007409","0","0.5"
"1007409056","91","","","","0","","","1007409","",""
"1007409057","3","","","1","117631","mhp_sit_idle","0.2","1007409","",""
"1007409058","3","","","1","117531","mhp_sit_talk_joy1","0.2","1007409","",""
"1007409059","21","0","","0","vo_mhp_1007409","vo_mhp_2208","","1007409","",""
"1007409060","11","1","0","6","117531","好，我現在就要解放這隻眼睛了！\n妳做好覺悟吧！","0","1007409","0","0.5"
"1007409061","91","","","","0","","","1007409","",""
"1007409062","3","mhp_mitsuki_sit_kaihou_loop","1","0","117531","mhp_mitsuki_sit_kaihou_in","0.2","1007409","0.2",""
"1007409063","93","","","","1.5","0","","1007409","",""
"1007409064","32","","1","","122","1","1","1007409","",""
"1007409065","23","","","","se_10031400","se_10031400_flash","","1007409","",""
"1007409066","93","","","","0.5","0","","1007409","",""
"1007409067","3","","","1","117531","mhp_sit_talk_thinking","0.2","1007409","",""
"1007409068","3","","","1","102511","mhp_sit_talk_surprise2","0.2","1007409","",""
"1007409069","93","","","","1.5","0","","1007409","",""
"1007409070","21","0","","0","vo_mhp_1007409","vo_mhp_2209","","1007409","",""
"1007409071","11","1","0","3","102511","呀啊！\n怎、怎麼樣呢……","0","1007409","0","0.5"
"1007409072","91","","","","0","","","1007409","",""
"1007409073","3","","","1","102511","mhp_sit_idle_sad","0.2","1007409","",""
"1007409074","3","","","1","117531","mhp_sit_talk_thinking","0.2","1007409","",""
"1007409075","21","0","","0","vo_mhp_1007409","vo_mhp_2210","","1007409","",""
"1007409076","11","1","0","4","117531","哼、哼哼……我用這隻眼睛看透了\n妳的一切。但妳的身體非常健康，\n體能也沒有異常之處。\n我完全搞不懂妳冒失的原因啊……","0","1007409","0","0.5"
"1007409077","91","","","","0","","","1007409","",""
"1007409078","3","","","1","117531","mhp_sit_talk_sad2","0.2","1007409","",""
"1007409079","21","0","","0","vo_mhp_1007409","vo_mhp_2211","","1007409","",""
"1007409080","11","1","0","5","117531","再繼續深入，就是醫學\n無法涉入的禁忌領域了。\n雖然很不甘心，但我投降……","0","1007409","0","0.5"
"1007409081","91","","","","0","","","1007409","",""
"1007409082","3","","","1","117531","mhp_sit_talk_worry","0.2","1007409","",""
"1007409083","21","0","","0","vo_mhp_1007409","vo_mhp_2212","","1007409","",""
"1007409084","11","1","0","6","117531","我想這樣應該很難受，但請妳好好面對\n名為冒失的罪孽，堅強地活下去吧。","0","1007409","0","0.5"
"1007409085","91","","","","0","","","1007409","",""
"1007409086","3","mhp_suzume_tohoho_loop","1","0","102511","mhp_suzume_tohoho_in","0.2","1007409","0.2",""
"1007409087","93","","","","1","0","","1007409","",""
"1007409088","32","","1","","110","1","","1007409","",""
"1007409089","33","0","1","-100","110","-205","","1007409","",""
"1007409090","33","0","1","-100","114","-205","","1007409","",""
"1007409091","93","","","","0.8","0","","1007409","",""
"1007409092","21","0","","0","vo_mhp_1007409","vo_mhp_2213","","1007409","",""
"1007409093","13","","","","102511","10001","","1007409","",""
"1007409094","11","1","0","4","102511","咦～怎麼這樣～！","0","1007409","0","0.5"
"1007409095","91","","","","0","","","1007409","",""
"1007409096","22","","","","0","0","","1007409","",""
"1007409097","93","","","","0.2","0","","1007409","",""
"1007409098","32","","1","","114","1","","1007409","",""
"1007409099","93","","","","1","0","","1007409","",""
"1007409100","32","","","","130","1","","1007409","",""
"1007409101","93","","","","4","0","","1007409","",""
"1007409102","32","","","","130","0","","1007409","",""
"1007410001","1","-1000","-240","100","1","104431","1.7","1007410","0","mhp_idle_normal"
"1007410002","1","365","-200","100","1","117631","1.7","1007410","1","mhp_sit_idle"
"1007410003","1","185","-220","100","1","117531","1.7","1007410","1","mhp_sit_idle"
"1007410004","31","-154","0.85","-240","1","1","1","1007410","",""
"1007410005","5","-200","-220","110","1","11","1.7","1007410","0","NoItem"
"1007410006","5","-200","-220","105","1","12","1.7","1007410","0","NoItem"
"1007410007","5","185","-220","110","1","21","1.7","1007410","1","NoItem"
"1007410008","5","185","-220","105","1","22","1.7","1007410","1","NoItem"
"1007410009","6","1","0","1","11","1","0","1007410","0",""
"1007410010","6","1","0","1","12","1","0","1007410","0",""
"1007410011","6","1","0","1","21","1","0","1007410","0",""
"1007410012","6","1","0","1","22","1","0","1007410","0",""
"1007410013","91","","","","0","","","1007410","",""
"1007410014","3","","","1","117531","mhp_sit_talk_normal","0.2","1007410","",""
"1007410015","21","0","","0","vo_mhp_1007410","vo_mhp_5001","","1007410","",""
"1007410016","11","0","0","7","117531","下一位請進～","0","1007410","0","0.5"
"1007410017","91","","","","0","","","1007410","",""
"1007410018","3","","","1","117531","mhp_sit_idle","0.2","1007410","",""
"1007410019","3","","","1","104431","mhp_walk","0.2","1007410","",""
"1007410020","2","4","0","-220","104431","-200","","1007410","",""
"1007410021","91","","","","0","","","1007410","",""
"1007410022","3","","","0","104431","mhp_sit_in","0.2","1007410","",""
"1007410023","91","","","","0","","","1007410","",""
"1007410024","3","","","1","104431","mhp_sit_idle","0.2","1007410","",""
"1007410025","93","","","","1","0","","1007410","",""
"1007410026","3","","","1","117531","mhp_sit_talk_normal","0.2","1007410","",""
"1007410027","21","0","","0","vo_mhp_1007410","vo_mhp_5002","","1007410","",""
"1007410028","11","1","0","5","117531","哎呀，\n又來了一位不簡單的人物呢。","0","1007410","0","0.5"
"1007410029","91","","","","0","","","1007410","",""
"1007410030","3","","","1","117531","mhp_sit_idle","0.2","1007410","",""
"1007410031","3","mhp_ilya_doya_talk_loop","1","0","104431","mhp_ilya_doya_in","0.2","1007410","0",""
"1007410032","21","0","","0","vo_mhp_1007410","vo_mhp_5003","","1007410","",""
"1007410033","11","1","0","3","104431","哦，妳明白嗎？正是如此！\n妾身名為伊莉亞‧奧恩斯坦，\n乃是統御黑夜之人！","0","1007410","0","1.5"
"1007410034","91","","","","0","","","1007410","",""
"1007410035","3","","","1","104431","mhp_ilya_doya_loop","0.2","1007410","",""
"1007410036","3","","","1","117531","mhp_sit_talk_wish","0.2","1007410","",""
"1007410037","21","0","","0","vo_mhp_1007410","vo_mhp_5004","","1007410","",""
"1007410038","11","1","0","4","117531","哦～我是有聽過傳聞，\n據說傳說的吸血鬼復活了，\n難道那就是在說妳嗎？","0","1007410","0","0.5"
"1007410039","91","","","","0","","","1007410","",""
"1007410040","3","","","1","117531","mhp_sit_idle_memory","0.2","1007410","",""
"1007410041","3","","","1","104431","mhp_sit_talk_normal","0.2","1007410","",""
"1007410042","21","0","","0","vo_mhp_1007410","vo_mhp_5005","","1007410","",""
"1007410043","11","1","0","4","104431","不愧是名醫，幸好妳馬上就了解……\n呃，怎、怎麼了？\n妳怎麼好像很興奮……","0","1007410","0","0.5"
"1007410044","93","","","","5","1","","1007410","",""
"1007410045","3","","","1","104431","mhp_sit_talk_sad","0.2","1007410","",""
"1007410046","91","","","","1007410043","","","1007410","",""
"1007410047","3","","","1","104431","mhp_sit_idle_sad","0.2","1007410","",""
"1007410048","3","","","1","117531","mhp_mitsuki_sit_ecstatic_talk","0.2","1007410","",""
"1007410049","21","0","","0","vo_mhp_1007410","vo_mhp_5006","","1007410","",""
"1007410050","11","1","0","5","117531","這是當然。因為妳是傳說的吸血鬼吧？\n面對這麼有魅力的研究對象，\n不論是誰都會興奮起來的。所以說──","0","1007410","0","0.5"
"1007410051","91","","","","0","","","1007410","",""
"1007410052","103","","","0","能讓我解剖妳的身體嗎？","1007410055","","1007410","",""
"1007410053","103","","","0","要不要吸我的血看看？","1007410066","","1007410","",""
"1007410054","103","","","0","要不要使用我的眼睛呢？","1007410072","","1007410","",""
"1007410055","3","","","1","117531","mhp_mitsuki_sit_ecstatic_idle","0.2","1007410","",""
"1007410056","3","","","1","104431","mhp_sit_talk_surprise2","0.2","1007410","",""
"1007410057","21","0","","0","vo_mhp_1007410","vo_mhp_5007","","1007410","",""
"1007410058","11","1","0","5","104431","好可怕好可怕！妳突然說這什麼話！\n妾身怎麼可能答應！","0","1007410","0","0.5"
"1007410059","91","","","","0","","","1007410","",""
"1007410060","3","","","1","104431","mhp_sit_idle_surprise2","0.2","1007410","",""
"1007410061","3","","","1","117531","mhp_mitsuki_sit_ecstatic_talk","0.2","1007410","",""
"1007410062","21","0","","0","vo_mhp_1007410","vo_mhp_5008","","1007410","",""
"1007410063","11","1","0","6","117531","這就要請妳通融了。妳放心，\n我會在妳還沒注意到\n自己被切開時就結束的。","0","1007410","0","0.5"
"1007410064","91","","","","0","","","1007410","",""
"1007410065","101","","","","1007410081","","","1007410","",""
"1007410066","3","","","1","117531","mhp_mitsuki_sit_ecstatic_idle","0.2","1007410","",""
"1007410067","3","","","1","104431","mhp_sit_talk_sad","0.2","1007410","",""
"1007410068","21","0","","0","vo_mhp_1007410","vo_mhp_5009","","1007410","",""
"1007410069","11","1","0","4","104431","咦，不、不了……是為什麼呢？\n這是很令人感謝的提議，\n但總覺得好像會無可挽回，\n所以就不必了……","0","1007410","0","0.5"
"1007410070","91","","","","0","","","1007410","",""
"1007410071","101","","","","1007410081","","","1007410","",""
"1007410072","3","mhp_mitsuki_sit_kaihou_loop","1","0","117531","mhp_mitsuki_sit_kaihou_in","0.2","1007410","0",""
"1007410073","3","","","1","104431","mhp_sit_talk_worry","0.2","1007410","",""
"1007410074","21","0","","0","vo_mhp_1007410","vo_mhp_5010","","1007410","",""
"1007410075","11","1","0","4","104431","嗯？妳、妳打算做什麼？\n那個眼帶應該不是\n可以經常取下來的東西吧？","0","1007410","0","0.5"
"1007410076","91","","","","0","","","1007410","",""
"1007410077","3","","","1","104431","mhp_sit_idle_sad","0.2","1007410","",""
"1007410078","3","","","1","117531","mhp_sit_talk_joy1","0.2","1007410","",""
"1007410079","21","0","","0","vo_mhp_1007410","vo_mhp_5011","","1007410","",""
"1007410080","11","1","0","4","117531","是啊，但我覺得如果是妳，\n應該可以特別讓妳瞧瞧吧♪","0","1007410","0","0.5"
"1007410081","91","","","","0","","","1007410","",""
"1007410082","22","","","","0","0.5","","1007410","",""
"1007410083","3","","","1","117531","mhp_mitsuki_sit_ecstatic_idle","0.2","1007410","",""
"1007410084","3","mhp_talk_anger2","1","0","104431","mhp_sit_out_sad","0.2","1007410","0.2",""
"1007410085","93","","","","1","1","","1007410","",""
"1007410086","21","0","","0","vo_mhp_1007410","vo_mhp_5012","","1007410","",""
"1007410087","11","1","0","5","104431","這麼危險的地方，誰待得下去啊！\n撤退，撤退！","0","1007410","0","0.5"
"1007410088","93","","","","0.5","1","","1007410","",""
"1007410089","91","","","","1007410087","","","1007410","",""
"1007410090","4","","","","104431","1","","1007410","",""
"1007410091","12","","","2","104431","1","0","1007410","0",""
"1007410092","3","","","1","104431","mhp_run_sad","0.2","1007410","",""
"1007410093","2","2","0","-220","104431","-1000","","1007410","",""
"1007410094","93","","","","0.2","0","","1007410","",""
"1007410095","3","mhp_sit_talk_normal","1","0","117531","mhp_sit_wavehand","0.2","1007410","0.2",""
"1007410096","21","0","","0","vo_mhp_1007410","vo_mhp_5013","","1007410","",""
"1007410097","11","1","0","6","117531","這樣啊，真可惜。要再過來喔♪","0","1007410","0","0.5"
"1007410098","91","","","","0","","","1007410","",""
"1007410099","22","","","","0","0.5","","1007410","",""
"1007410100","3","","","1","117531","mhp_sit_idle","0.2","1007410","",""
"1007410101","93","","","","1.8","0","","1007410","",""
"1007410102","91","","","","0","","","1007410","",""
"1007411001","1","-1000","-240","100","1","104431","1.7","1007411","0","mhp_idle_normal"
"1007411002","1","365","-200","100","1","117631","1.7","1007411","1","mhp_sit_idle"
"1007411003","1","185","-220","120","1","117531","1.7","1007411","1","mhp_sit_idle"
"1007411004","31","-154","0.85","-240","1","1","1","1007411","",""
"1007411005","5","365","-200","110","1","11","1.7","1007411","1","NoItem"
"1007411006","6","1","1","1","11","1","0","1007411","0",""
"1007411007","91","","","","0","","","1007411","",""
"1007411008","3","","","1","117531","mhp_sit_talk_normal","0.2","1007411","",""
"1007411009","21","0","","0","vo_mhp_1007411","vo_mhp_5101","","1007411","",""
"1007411010","11","0","0","6","117531","伊莉亞，請進～","0","1007411","0","0.5"
"1007411011","91","","","","0","","","1007411","",""
"1007411012","3","","","1","117531","mhp_sit_idle","0.2","1007411","",""
"1007411013","3","","","1","104431","mhp_walk","0.2","1007411","",""
"1007411014","2","4","0","-220","104431","-200","","1007411","",""
"1007411015","91","","","","0","","","1007411","",""
"1007411016","3","","","0","104431","mhp_sit_in_sad","0.2","1007411","",""
"1007411017","91","","","","0","","","1007411","",""
"1007411018","3","","","1","104431","mhp_sit_idle_sad","0.2","1007411","",""
"1007411019","93","","","","1","0","","1007411","",""
"1007411020","3","","","1","104431","mhp_sit_talk_worry","0.2","1007411","",""
"1007411021","21","0","","0","vo_mhp_1007411","vo_mhp_5102","","1007411","",""
"1007411022","11","1","0","5","104431","……雖然妾身不是很樂意求助於妳，\n但為了達到目的，這也是無可奈何。\n拜託妳，能不能幫助妾身，\n維持這個模樣？","0","1007411","0","0.5"
"1007411023","91","","","","0","","","1007411","",""
"1007411024","3","","","1","104431","mhp_sit_idle_sad","0.2","1007411","",""
"1007411025","3","","","1","117631","mhp_sit_talk_normal","0.2","1007411","",""
"1007411026","21","0","","0","vo_mhp_1007411","vo_mhp_5103","","1007411","",""
"1007411027","11","1","0","6","117631","妳的說法就像\n自己還有別的模樣呢？","0","1007411","0","0.5"
"1007411028","91","","","","0","","","1007411","",""
"1007411029","3","","","1","117631","mhp_sit_idle","0.2","1007411","",""
"1007411030","3","","","1","104431","mhp_sit_talk_sad","0.2","1007411","",""
"1007411031","21","0","","0","vo_mhp_1007411","vo_mhp_5104","","1007411","",""
"1007411032","11","1","0","5","104431","其實妾身會因為魔力不足，\n而變成小孩子的模樣。\n現在是非常勉強維持住，但在某個條件下，\n妾身就能好好維持原本的模樣……","0","1007411","0","1"
"1007411033","91","","","","0","","","1007411","",""
"1007411034","3","","","1","104431","mhp_sit_idle_sad","0.2","1007411","",""
"1007411035","3","","","1","117531","mhp_sit_talk_normal","0.2","1007411","",""
"1007411036","21","0","","0","vo_mhp_1007411","vo_mhp_5105","","1007411","",""
"1007411037","11","1","0","4","117531","原來是這樣啊，\n我順便問一下，\n那個條件是什麼內容？","0","1007411","0","0.5"
"1007411038","91","","","","0","","","1007411","",""
"1007411039","3","","","1","117531","mhp_sit_idle","0.2","1007411","",""
