ca0f89da484ac868f902673107f756f188cc2fd6bffa558d3315afe86c5e9200,48565c9a701c3791efc080ae9f1645dee3f60075557e657385ca8fdf9408e117,866910e3afd7ce7f31ac29f90af414b5ecdb3078edddec96ec607c0a555841b7,cab9919050789b351d4947b79271e8eef6c21c2c321147990d7776409eb8cc7a,ae2c5f29ee73392bf92bca320ebc1f453c517383b13987f35ef8abf1c8252b11,dce15bb88b86a2ba4daee953a39cf9c8505595c89d117ebd887f41b546b4c258,0cf5cb863bb0f12d23a2f18a794637235ac83bedd87bd19328723fbcc7581640,8a858eab0bd00f195ffc800a4691007481292de086847dfd9cf4444c2c6df01b
"730038035","730038032","730038031","730000012","731703803","730038034","100","730038033"
"730039012","730039015","730039011","730000013","731803901","730039014","100","0"
"730039022","730039023","730039021","730000014","731803902","730039024","100","730039025"
"730039032","730039035","730039031","730000015","731803903","730039034","100","730039033"
"730040011","730040012","730040015","730000016","731904001","730040014","100","0"
"730040022","730040025","730040024","730000017","731904002","730040021","100","730040023"
"730040034","730040033","730040032","730000018","731904003","730040031","100","730040035"
"730041015","730041012","730041011","730000019","732004101","730041014","100","0"
"730041022","730041023","730041021","730000020","732004102","730041024","100","730041025"
"730041035","730041032","730041034","730000021","732004103","730041031","100","730041033"
"730042011","730042012","730042015","730000022","732104201","730042014","100","0"
"730042022","730042025","730042021","730000023","732104202","730042024","100","730042023"
"730042035","730042032","730042031","730000024","732104203","730042034","100","730042033"
"730043015","730043012","730043011","730000025","732204301","730043014","100","0"
"730043022","730043025","730043021","730000026","732204302","730043024","100","730043023"
"730043032","730043033","730043031","730000027","732204303","730043034","100","730043035"
"730044012","730044015","730044014","730000028","732304401","730044011","100","0"
"730044022","730044025","730044021","730000029","732304402","730044024","100","730044023"
"730044032","730044033","730044031","730000030","732304403","730044034","100","730044035"
"730045011","730045012","730045015","730000031","732404501","730045014","100","0"
"730045022","730045023","730045021","730000032","732404502","730045024","100","730045025"
"730045032","730045035","730045031","730000033","732404503","730045034","100","730045033"
"730046015","730046012","730046011","730000034","732504601","730046014","100","0"
"730046024","730046023","730046022","730000035","732504602","730046021","100","730046025"
"730046032","730046035","730046031","730000036","732504603","730046034","100","730046033"
"730047015","730047012","730047011","730000037","732604701","730047014","100","0"
"730047024","730047025","730047022","730000038","732604702","730047021","100","730047023"
"730047032","730047035","730047031","730000039","732604703","730047034","100","730047033"
"730048012","730048015","730048011","730000040","732704801","730048014","100","0"
"730048022","730048025","730048021","730000041","732704802","730048024","100","730048023"
"730048032","730048035","730048031","730000042","732704803","730048034","100","730048033"
"730049012","730049015","730049014","730000043","732804901","730049011","100","0"
"730049024","730049025","730049022","730000044","732804902","730049021","100","730049023"
"730049035","730049032","730049031","730000045","732804903","730049034","100","730049033"
"730050012","730050015","730050011","730000046","732905001","730050014","100","0"
"730050022","730050025","730050021","730000047","732905002","730050024","100","730050023"
"730050032","730050033","730050034","730000048","732905003","730050031","100","730050035"
"730051012","730051015","730051014","730000049","733005101","730051011","100","0"
"730051022","730051023","730051024","730000050","733005102","730051021","100","730051025"
"730051032","730051035","730051034","730000051","733005103","730051031","100","730051033"
"730052015","730052012","730052011","730000052","733105201","730052014","100","0"
"730052022","730052025","730052021","730000053","733105202","730052024","100","730052023"
"730052032","730052035","730052034","730000054","733105203","730052031","100","730052033"
"730053012","730053015","730053011","730000055","733205301","730053014","100","0"
"730053022","730053025","730053021","730000056","733205302","730053024","100","730053023"
"730053034","730053035","730053032","730000057","733205303","730053031","100","730053033"
"730054012","730054015","730054011","730000058","733305401","730054014","100","0"
"730054022","730054025","730054021","730000059","733305402","730054024","100","730054023"
"730054032","730054035","730054034","730000060","733305403","730054031","100","730054033"
"730055015","730055012","730055014","730000061","733405501","730055011","100","0"
"730055022","730055025","730055024","730000062","733405502","730055021","100","730055023"
"730055032","730055033","730055031","730000063","733405503","730055034","100","730055035"
"730056012","730056015","730056011","730000064","733505601","730056014","100","0"
"730056022","730056023","730056021","730000065","733505602","730056024","100","730056025"
"730056032","730056033","730056031","730000066","733505603","730056034","100","730056035"
"730057015","730057012","730057014","730000067","733605701","730057011","100","0"
"730057024","730057025","730057022","730000068","733605702","730057021","100","730057023"
"730057032","730057035","730057031","730000069","733605703","730057034","100","730057033"
"730058014","730058015","730058012","730000070","733705801","730058011","100","0"
"730058022","730058025","730058021","730000071","733705802","730058024","100","730058023"
"730058035","730058032","730058031","730000072","733705803","730058034","100","730058033"
"730059012","730059015","730059011","730000073","733805901","730059014","100","0"
"730059022","730059023","730059021","730000074","733805902","730059024","100","730059025"
"730059034","730059033","730059032","730000075","733805903","730059031","100","730059035"
"730060015","730060012","730060014","730000076","733906001","730060011","100","0"
"730060022","730060023","730060021","730000077","733906002","730060024","100","730060025"
"730060032","730060033","730060031","730000078","733906003","730060034","100","730060035"
"730061012","730061015","730061011","730000079","734006101","730061014","100","0"
"730061022","730061025","730061024","730000080","734006102","730061021","100","730061023"
"730061032","730061033","730061034","730000081","734006103","730061031","100","730061035"
"730062015","730062012","730062011","730000082","734106201","730062014","100","0"
"730062022","730062025","730062024","730000083","734106202","730062021","100","730062023"
"730062015","730062032","730062034","730000084","734106203","730062031","100","730062033"
"730063015","730063012","730063014","730000085","734206301","730063011","100","0"
"730063022","730063025","730063024","730000086","734206302","730063021","100","730063023"
"730063032","730063033","730063031","730000087","734206303","730063034","100","730063035"
"730064014","730064015","730064012","730000088","734306401","730064011","100","0"
"730064022","730064025","730064021","730000089","734306402","730064024","100","730064023"
"730064032","730064033","730064031","730000090","734306403","730064034","100","730064035"
"730065012","730065015","730065011","730000091","734406501","730065014","100","0"
"730065022","730065025","730065024","730000092","734406502","730065021","100","730065023"
"730065035","730065032","730065034","730000093","734406503","730065031","100","730065033"
"730066011","730066012","730066015","730000094","734506601","730066014","100","0"
"730066022","730066023","730066024","730000095","734506602","730066021","100","730066025"
"730066035","730066032","730066031","730000096","734506603","730066034","100","730066033"
"730067012","730067015","730067011","730000097","734606701","730067014","100","0"
"730067022","730067023","730067021","730000098","734606702","730067024","100","730067025"
"730067032","730067035","730067031","730000099","734606703","730067034","100","730067033"
"730068015","730068012","730068011","730000100","734706801","730068014","100","0"
"730068022","730068023","730068021","730000101","734706802","730068024","100","730068025"
"730068032","730068033","730068031","730000102","734706803","730068034","100","730068035"
"730069012","730069015","730069014","730000103","734806901","730069011","100","0"
"730069022","730069023","730069021","730000104","734806902","730069024","100","730069025"
"730069032","730069033","730069031","730000105","734806903","730069034","100","730069035"
"730070012","730070015","730070014","730000106","734907001","730070011","100","0"
"730070022","730070023","730070024","730000107","734907002","730070021","100","730070025"
"730070034","730070033","730070032","730000108","734907003","730070031","100","730070035"
"730071012","730071015","730071011","730000109","735007101","730071014","100","0"
"730071024","730071023","730071022","730000110","735007102","730071021","100","730071025"
"730071035","730071032","730071031","730000111","735007103","730071034","100","730071033"
"730072012","730072015","730072014","730000112","735107201","730072011","100","0"
"730072024","730072023","730072022","730000113","735107202","730072021","100","730072025"
"730072035","730072032","730072034","730000114","735107203","730072031","100","730072033"
"730073012","730073015","730073011","730000115","735207301","730073014","100","0"
"730073022","730073023","730073021","730000116","735207302","730073024","100","730073025"
"730073034","730073033","730073032","730000117","735207303","730073031","100","730073035"
"730074012","730074015","730074011","730000118","735307401","730074014","100","0"
"730074022","730074025","730074021","730000119","735307402","730074024","100","730074023"
"730074034","730074035","730074032","730000120","735307403","730074031","100","730074033"
"730075012","730075015","730075011","730000121","735407501","730075014","100","0"
"730075021","730075022","730075025","730000122","735407502","730075024","100","730075023"
"730075035","730075032","730075034","730000123","735407503","730075031","100","730075033"
"730076015","730076012","730076011","730000124","735507601","730076014","100","0"
"730076022","730076023","730076024","730000125","735507602","730076021","100","730076025"
"730076032","730076033","730076031","730000126","735507603","730076034","100","730076035"
"730077012","730077015","730077011","730000127","735607701","730077014","100","0"
"730077022","730077025","730077021","730000128","735607702","730077024","100","730077023"
"730077034","730077033","730077032","730000129","735607703","730077031","100","730077035"
