7d0347c34d265cedf0142654197065620832c13892c461e485d55fd7486f01c0,93c6d5e6c83d4fccbc170527e0e1f5bb7e27ce810eb81eecd2f5396a27845e63,9d543e557ba6839459c819a19d725dd0a9ded2924e3120e72f115a1c3f74cf13,ffeb570dd76ba0b4438ee85699052bd53d0a65817171f5ef89db23d1f7311828,9483a081603feafd60380250c66dba158ff3f731360de2065b88f4232efe4c5f
"1","72036004","22002","2","20036008"
"30","72036005","91002","8","20036009"
"1","72036005","22002","2","20036010"
"30","72036006","91002","8","20036011"
"1","72036006","22002","2","20036012"
"30","72036007","91002","8","20036013"
"1","72036007","22002","2","20036014"
"30","72036008","91002","8","20036015"
"1","72036008","22002","2","20036016"
"30","72036009","91002","8","20036017"
"1","72036009","22002","2","20036018"
"30","72036010","91002","8","20036019"
"1","72036010","22002","2","20036020"
"30","72036011","91002","8","20036021"
"1","72036011","22002","2","20036022"
"30","72036012","91002","8","20036023"
"1","72036012","22002","2","20036024"
"30","72036013","91002","8","20036025"
"1","72036013","22002","2","20036026"
"30","72036014","91002","8","20036027"
"1","72036014","22002","2","20036028"
"200","72036015","91002","8","20036029"
"1","72036015","22002","2","20036030"
"60","72036016","91002","8","20036031"
"2","72036016","22002","2","20036032"
"60","72036017","91002","8","20036033"
"2","72036017","22002","2","20036034"
"60","72036018","91002","8","20036035"
"2","72036018","22002","2","20036036"
"60","72036019","91002","8","20036037"
"2","72036019","22002","2","20036038"
"300","72036020","91002","8","20036039"
"2","72036020","22002","2","20036040"
"5","72036021","31032","2","20036041"
"5","72036021","31031","2","20036042"
"1","72036022","21900","2","20036043"
"5","72036023","31032","2","20036044"
"5","72036023","31031","2","20036045"
"10","72036024","31032","2","20036046"
"10","72036024","31031","2","20036047"
"30","72037001","91002","8","20037001"
"1","72037001","22002","2","20037002"
"30","72037002","91002","8","20037003"
"1","72037002","22002","2","20037004"
"30","72037003","91002","8","20037005"
"1","72037003","22002","2","20037006"
"30","72037004","91002","8","20037007"
"1","72037004","22002","2","20037008"
"30","72037005","91002","8","20037009"
"1","72037005","22002","2","20037010"
"30","72037006","91002","8","20037011"
"1","72037006","22002","2","20037012"
"30","72037007","91002","8","20037013"
"1","72037007","22002","2","20037014"
"30","72037008","91002","8","20037015"
"1","72037008","22002","2","20037016"
"30","72037009","91002","8","20037017"
"1","72037009","22002","2","20037018"
"30","72037010","91002","8","20037019"
"1","72037010","22002","2","20037020"
"30","72037011","91002","8","20037021"
"1","72037011","22002","2","20037022"
"30","72037012","91002","8","20037023"
"1","72037012","22002","2","20037024"
"30","72037013","91002","8","20037025"
"1","72037013","22002","2","20037026"
"30","72037014","91002","8","20037027"
"1","72037014","22002","2","20037028"
"200","72037015","91002","8","20037029"
"1","72037015","22002","2","20037030"
"60","72037016","91002","8","20037031"
"2","72037016","22002","2","20037032"
"60","72037017","91002","8","20037033"
"2","72037017","22002","2","20037034"
"60","72037018","91002","8","20037035"
"2","72037018","22002","2","20037036"
"60","72037019","91002","8","20037037"
"2","72037019","22002","2","20037038"
"300","72037020","91002","8","20037039"
"2","72037020","22002","2","20037040"
"5","72037021","31065","2","20037041"
"5","72037021","31015","2","20037042"
"1","72037022","21900","2","20037043"
"5","72037023","31065","2","20037044"
"5","72037023","31015","2","20037045"
"10","72037024","31065","2","20037046"
"10","72037024","31015","2","20037047"
"30","72038001","91002","8","20038001"
"1","72038001","22002","2","20038002"
"30","72038002","91002","8","20038003"
"1","72038002","22002","2","20038004"
"30","72038003","91002","8","20038005"
"1","72038003","22002","2","20038006"
"30","72038004","91002","8","20038007"
"1","72038004","22002","2","20038008"
"30","72038005","91002","8","20038009"
"1","72038005","22002","2","20038010"
"30","72038006","91002","8","20038011"
"1","72038006","22002","2","20038012"
"30","72038007","91002","8","20038013"
"1","72038007","22002","2","20038014"
"30","72038008","91002","8","20038015"
"1","72038008","22002","2","20038016"
"30","72038009","91002","8","20038017"
"1","72038009","22002","2","20038018"
"30","72038010","91002","8","20038019"
"1","72038010","22002","2","20038020"
"30","72038011","91002","8","20038021"
"1","72038011","22002","2","20038022"
"30","72038012","91002","8","20038023"
"1","72038012","22002","2","20038024"
"30","72038013","91002","8","20038025"
"1","72038013","22002","2","20038026"
"30","72038014","91002","8","20038027"
"1","72038014","22002","2","20038028"
"200","72038015","91002","8","20038029"
"1","72038015","22002","2","20038030"
"60","72038016","91002","8","20038031"
"2","72038016","22002","2","20038032"
"60","72038017","91002","8","20038033"
"2","72038017","22002","2","20038034"
"60","72038018","91002","8","20038035"
"2","72038018","22002","2","20038036"
"60","72038019","91002","8","20038037"
"2","72038019","22002","2","20038038"
"300","72038020","91002","8","20038039"
"2","72038020","22002","2","20038040"
"1","72038021","116801","1","20038041"
"1","72038022","21005","2","20038042"
"1","72038023","2809","7","20038043"
"10","72038024","31168","2","20038044"
"10","72038024","31040","2","20038045"
"10","72038025","31168","2","20038046"
"10","72038025","31040","2","20038047"
"30","72039001","91002","8","20039001"
"1","72039001","22002","2","20039002"
"30","72039002","91002","8","20039003"
"1","72039002","22002","2","20039004"
"30","72039003","91002","8","20039005"
"1","72039003","22002","2","20039006"
"30","72039004","91002","8","20039007"
"1","72039004","22002","2","20039008"
"30","72039005","91002","8","20039009"
"1","72039005","22002","2","20039010"
"30","72039006","91002","8","20039011"
"1","72039006","22002","2","20039012"
"30","72039007","91002","8","20039013"
"1","72039007","22002","2","20039014"
"30","72039008","91002","8","20039015"
"1","72039008","22002","2","20039016"
"30","72039009","91002","8","20039017"
"1","72039009","22002","2","20039018"
"30","72039010","91002","8","20039019"
"1","72039010","22002","2","20039020"
"30","72039011","91002","8","20039021"
"1","72039011","22002","2","20039022"
"30","72039012","91002","8","20039023"
"1","72039012","22002","2","20039024"
"30","72039013","91002","8","20039025"
"1","72039013","22002","2","20039026"
"30","72039014","91002","8","20039027"
"1","72039014","22002","2","20039028"
"200","72039015","91002","8","20039029"
"1","72039015","22002","2","20039030"
"60","72039016","91002","8","20039031"
"2","72039016","22002","2","20039032"
"60","72039017","91002","8","20039033"
"2","72039017","22002","2","20039034"
"60","72039018","91002","8","20039035"
"2","72039018","22002","2","20039036"
"60","72039019","91002","8","20039037"
"2","72039019","22002","2","20039038"
"300","72039020","91002","8","20039039"
"2","72039020","22002","2","20039040"
"5","72039021","31018","2","20039041"
"5","72039021","31050","2","20039042"
"1","72039022","21900","2","20039043"
"5","72039023","31018","2","20039044"
"5","72039023","31050","2","20039045"
"10","72039024","31018","2","20039046"
"10","72039024","31050","2","20039047"
"30","72040001","91002","8","20040001"
"1","72040001","22002","2","20040002"
"30","72040002","91002","8","20040003"
"1","72040002","22002","2","20040004"
"30","72040003","91002","8","20040005"
"1","72040003","22002","2","20040006"
"30","72040004","91002","8","20040007"
"1","72040004","22002","2","20040008"
"30","72040005","91002","8","20040009"
"1","72040005","22002","2","20040010"
"30","72040006","91002","8","20040011"
"1","72040006","22002","2","20040012"
"30","72040007","91002","8","20040013"
"1","72040007","22002","2","20040014"
"30","72040008","91002","8","20040015"
"1","72040008","22002","2","20040016"
"30","72040009","91002","8","20040017"
"1","72040009","22002","2","20040018"
"30","72040010","91002","8","20040019"
"1","72040010","22002","2","20040020"
"30","72040011","91002","8","20040021"
"1","72040011","22002","2","20040022"
"30","72040012","91002","8","20040023"
"1","72040012","22002","2","20040024"
"30","72040013","91002","8","20040025"
"1","72040013","22002","2","20040026"
"30","72040014","91002","8","20040027"
"1","72040014","22002","2","20040028"
"200","72040015","91002","8","20040029"
"1","72040015","22002","2","20040030"
"60","72040016","91002","8","20040031"
"2","72040016","22002","2","20040032"
"60","72040017","91002","8","20040033"
"2","72040017","22002","2","20040034"
"60","72040018","91002","8","20040035"
"2","72040018","22002","2","20040036"
"60","72040019","91002","8","20040037"
"2","72040019","22002","2","20040038"
"300","72040020","91002","8","20040039"
"2","72040020","22002","2","20040040"
"1","72040021","117401","1","20040041"
"1","72040022","21006","2","20040042"
"10","72040023","31174","2","20040043"
"10","72040023","31109","2","20040044"
"10","72040024","31174","2","20040045"
"10","72040024","31109","2","20040046"
"30","72041001","91002","8","20041001"
"1","72041001","22002","2","20041002"
"30","72041002","91002","8","20041003"
"1","72041002","22002","2","20041004"
"30","72041003","91002","8","20041005"
"1","72041003","22002","2","20041006"
"30","72041004","91002","8","20041007"
"1","72041004","22002","2","20041008"
"30","72041005","91002","8","20041009"
"1","72041005","22002","2","20041010"
"30","72041006","91002","8","20041011"
"1","72041006","22002","2","20041012"
"30","72041007","91002","8","20041013"
"1","72041007","22002","2","20041014"
"30","72041008","91002","8","20041015"
"1","72041008","22002","2","20041016"
"30","72041009","91002","8","20041017"
"1","72041009","22002","2","20041018"
"30","72041010","91002","8","20041019"
"1","72041010","22002","2","20041020"
"30","72041011","91002","8","20041021"
"1","72041011","22002","2","20041022"
"30","72041012","91002","8","20041023"
"1","72041012","22002","2","20041024"
"30","72041013","91002","8","20041025"
"1","72041013","22002","2","20041026"
"30","72041014","91002","8","20041027"
"1","72041014","22002","2","20041028"
"200","72041015","91002","8","20041029"
"1","72041015","22002","2","20041030"
"60","72041016","91002","8","20041031"
"2","72041016","22002","2","20041032"
"60","72041017","91002","8","20041033"
"2","72041017","22002","2","20041034"
"60","72041018","91002","8","20041035"
"2","72041018","22002","2","20041036"
"60","72041019","91002","8","20041037"
"2","72041019","22002","2","20041038"
"300","72041020","91002","8","20041039"
"2","72041020","22002","2","20041040"
"5","72041021","31096","2","20041041"
"5","72041021","31051","2","20041042"
"1","72041022","21900","2","20041043"
"5","72041023","31096","2","20041044"
"5","72041023","31051","2","20041045"
"10","72041024","31096","2","20041046"
"10","72041024","31051","2","20041047"
"30","72042001","91002","8","20042001"
"1","72042001","22002","2","20042002"
"30","72042002","91002","8","20042003"
"1","72042002","22002","2","20042004"
"30","72042003","91002","8","20042005"
"1","72042003","22002","2","20042006"
"30","72042004","91002","8","20042007"
"1","72042004","22002","2","20042008"
"30","72042005","91002","8","20042009"
"1","72042005","22002","2","20042010"
"30","72042006","91002","8","20042011"
"1","72042006","22002","2","20042012"
"30","72042007","91002","8","20042013"
"1","72042007","22002","2","20042014"
"30","72042008","91002","8","20042015"
"1","72042008","22002","2","20042016"
"30","72042009","91002","8","20042017"
"1","72042009","22002","2","20042018"
"30","72042010","91002","8","20042019"
"1","72042010","22002","2","20042020"
"30","72042011","91002","8","20042021"
"1","72042011","22002","2","20042022"
"30","72042012","91002","8","20042023"
"1","72042012","22002","2","20042024"
"30","72042013","91002","8","20042025"
"1","72042013","22002","2","20042026"
"30","72042014","91002","8","20042027"
"1","72042014","22002","2","20042028"
"30","72042015","91002","8","20042029"
"1","72042015","22002","2","20042030"
"40","72042015","50003","2","20042031"
"60","72042016","91002","8","20042032"
"2","72042016","22002","2","20042033"
"60","72042017","91002","8","20042034"
"2","72042017","22002","2","20042035"
"60","72042018","91002","8","20042036"
"2","72042018","22002","2","20042037"
"60","72042019","91002","8","20042038"
"2","72042019","22002","2","20042039"
"60","72042020","91002","8","20042040"
"2","72042020","22002","2","20042041"
"40","72042020","50003","2","20042042"
"1","72042021","117801","1","20042043"
"1","72042022","21007","2","20042044"
"10","72042023","31178","2","20042045"
"10","72042023","31047","2","20042046"
"10","72042024","31178","2","20042047"
"10","72042024","31047","2","20042048"
"30","72043001","91002","8","20043001"
"1","72043001","22002","2","20043002"
"30","72043002","91002","8","20043003"
"1","72043002","22002","2","20043004"
"30","72043003","91002","8","20043005"
"1","72043003","22002","2","20043006"
"30","72043004","91002","8","20043007"
"1","72043004","22002","2","20043008"
"30","72043005","91002","8","20043009"
"1","72043005","22002","2","20043010"
"30","72043006","91002","8","20043011"
"1","72043006","22002","2","20043012"
"30","72043007","91002","8","20043013"
"1","72043007","22002","2","20043014"
"30","72043008","91002","8","20043015"
"1","72043008","22002","2","20043016"
"30","72043009","91002","8","20043017"
"1","72043009","22002","2","20043018"
"30","72043010","91002","8","20043019"
"1","72043010","22002","2","20043020"
"30","72043011","91002","8","20043021"
"1","72043011","22002","2","20043022"
"30","72043012","91002","8","20043023"
"1","72043012","22002","2","20043024"
"30","72043013","91002","8","20043025"
"1","72043013","22002","2","20043026"
"30","72043014","91002","8","20043027"
"1","72043014","22002","2","20043028"
"30","72043015","91002","8","20043029"
"1","72043015","22002","2","20043030"
"40","72043015","50003","2","20043031"
"60","72043016","91002","8","20043032"
"2","72043016","22002","2","20043033"
"60","72043017","91002","8","20043034"
"2","72043017","22002","2","20043035"
"60","72043018","91002","8","20043036"
"2","72043018","22002","2","20043037"
"60","72043019","91002","8","20043038"
"2","72043019","22002","2","20043039"
"60","72043020","91002","8","20043040"
"2","72043020","22002","2","20043041"
"40","72043020","50003","2","20043042"
"5","72043021","31053","2","20043043"
"5","72043021","31055","2","20043044"
"1","72043022","21900","2","20043045"
"5","72043023","31053","2","20043046"
"5","72043023","31055","2","20043047"
"10","72043024","31053","2","20043048"
"10","72043024","31055","2","20043049"
"30","72044001","91002","8","20044001"
"1","72044001","22002","2","20044002"
"30","72044002","91002","8","20044003"
"1","72044002","22002","2","20044004"
"30","72044003","91002","8","20044005"
"1","72044003","22002","2","20044006"
"30","72044004","91002","8","20044007"
"1","72044004","22002","2","20044008"
"30","72044005","91002","8","20044009"
"1","72044005","22002","2","20044010"
"30","72044006","91002","8","20044011"
"1","72044006","22002","2","20044012"
"30","72044007","91002","8","20044013"
"1","72044007","22002","2","20044014"
"30","72044008","91002","8","20044015"
"1","72044008","22002","2","20044016"
"30","72044009","91002","8","20044017"
"1","72044009","22002","2","20044018"
"30","72044010","91002","8","20044019"
"1","72044010","22002","2","20044020"
"30","72044011","91002","8","20044021"
"1","72044011","22002","2","20044022"
"30","72044012","91002","8","20044023"
"1","72044012","22002","2","20044024"
"30","72044013","91002","8","20044025"
"1","72044013","22002","2","20044026"
"30","72044014","91002","8","20044027"
"1","72044014","22002","2","20044028"
"30","72044015","91002","8","20044029"
"1","72044015","22002","2","20044030"
"40","72044015","50003","2","20044031"
"60","72044016","91002","8","20044032"
"2","72044016","22002","2","20044033"
"60","72044017","91002","8","20044034"
"2","72044017","22002","2","20044035"
"60","72044018","91002","8","20044036"
"2","72044018","22002","2","20044037"
"60","72044019","91002","8","20044038"
"2","72044019","22002","2","20044039"
"60","72044020","91002","8","20044040"
"2","72044020","22002","2","20044041"
"40","72044020","50003","2","20044042"
"1","72044021","119201","1","20044043"
"1","72044022","21008","2","20044044"
"10","72044023","31192","2","20044045"
"10","72044023","31006","2","20044046"
"10","72044024","31192","2","20044047"
"10","72044024","31006","2","20044048"
"30","72045001","91002","8","20045001"
"1","72045001","22002","2","20045002"
"30","72045002","91002","8","20045003"
"1","72045002","22002","2","20045004"
"30","72045003","91002","8","20045005"
"1","72045003","22002","2","20045006"
"30","72045004","91002","8","20045007"
"1","72045004","22002","2","20045008"
"30","72045005","91002","8","20045009"
"1","72045005","22002","2","20045010"
"30","72045006","91002","8","20045011"
"1","72045006","22002","2","20045012"
"30","72045007","91002","8","20045013"
"1","72045007","22002","2","20045014"
"30","72045008","91002","8","20045015"
"1","72045008","22002","2","20045016"
"30","72045009","91002","8","20045017"
"1","72045009","22002","2","20045018"
"30","72045010","91002","8","20045019"
"1","72045010","22002","2","20045020"
"30","72045011","91002","8","20045021"
"1","72045011","22002","2","20045022"
"30","72045012","91002","8","20045023"
"1","72045012","22002","2","20045024"
"30","72045013","91002","8","20045025"
"1","72045013","22002","2","20045026"
"30","72045014","91002","8","20045027"
"1","72045014","22002","2","20045028"
"30","72045015","91002","8","20045029"
"1","72045015","22002","2","20045030"
"40","72045015","50003","2","20045031"
"60","72045016","91002","8","20045032"
"2","72045016","22002","2","20045033"
"60","72045017","91002","8","20045034"
"2","72045017","22002","2","20045035"
"60","72045018","91002","8","20045036"
"2","72045018","22002","2","20045037"
"60","72045019","91002","8","20045038"
"2","72045019","22002","2","20045039"
"60","72045020","91002","8","20045040"
"2","72045020","22002","2","20045041"
"40","72045020","50003","2","20045042"
"1","72045021","120801","1","20045043"
"1","72045022","21009","2","20045044"
"10","72045023","31208","2","20045045"
"10","72045023","31044","2","20045046"
"10","72045024","31208","2","20045047"
"10","72045024","31044","2","20045048"
"30","72046001","91002","8","20046001"
"1","72046001","22002","2","20046002"
"30","72046002","91002","8","20046003"
"1","72046002","22002","2","20046004"
"30","72046003","91002","8","20046005"
"1","72046003","22002","2","20046006"
"30","72046004","91002","8","20046007"
"1","72046004","22002","2","20046008"
"30","72046005","91002","8","20046009"
"1","72046005","22002","2","20046010"
"30","72046006","91002","8","20046011"
"1","72046006","22002","2","20046012"
"30","72046007","91002","8","20046013"
"1","72046007","22002","2","20046014"
"30","72046008","91002","8","20046015"
"1","72046008","22002","2","20046016"
"30","72046009","91002","8","20046017"
"1","72046009","22002","2","20046018"
"30","72046010","91002","8","20046019"
"1","72046010","22002","2","20046020"
"30","72046011","91002","8","20046021"
"1","72046011","22002","2","20046022"
"30","72046012","91002","8","20046023"
"1","72046012","22002","2","20046024"
"30","72046013","91002","8","20046025"
"1","72046013","22002","2","20046026"
"30","72046014","91002","8","20046027"
"1","72046014","22002","2","20046028"
"30","72046015","91002","8","20046029"
"1","72046015","22002","2","20046030"
"40","72046015","50003","2","20046031"
"60","72046016","91002","8","20046032"
"2","72046016","22002","2","20046033"
"60","72046017","91002","8","20046034"
"2","72046017","22002","2","20046035"
"60","72046018","91002","8","20046036"
"2","72046018","22002","2","20046037"
"60","72046019","91002","8","20046038"
"2","72046019","22002","2","20046039"
"60","72046020","91002","8","20046040"
"2","72046020","22002","2","20046041"
"40","72046020","50003","2","20046042"
"5","72046021","31059","2","20046043"
"5","72046021","31060","2","20046044"
"1","72046022","21901","2","20046045"
"5","72046023","31059","2","20046046"
"5","72046023","31060","2","20046047"
"10","72046024","31059","2","20046048"
"10","72046024","31060","2","20046049"
"30","72047001","91002","8","20047001"
"1","72047001","22002","2","20047002"
"30","72047002","91002","8","20047003"
"1","72047002","22002","2","20047004"
"30","72047003","91002","8","20047005"
"1","72047003","22002","2","20047006"
"30","72047004","91002","8","20047007"
"1","72047004","22002","2","20047008"
"30","72047005","91002","8","20047009"
"1","72047005","22002","2","20047010"
"30","72047006","91002","8","20047011"
"1","72047006","22002","2","20047012"
"30","72047007","91002","8","20047013"
"1","72047007","22002","2","20047014"
"30","72047008","91002","8","20047015"
"1","72047008","22002","2","20047016"
"30","72047009","91002","8","20047017"
"1","72047009","22002","2","20047018"
"30","72047010","91002","8","20047019"
"1","72047010","22002","2","20047020"
"30","72047011","91002","8","20047021"
"1","72047011","22002","2","20047022"
"30","72047012","91002","8","20047023"
"1","72047012","22002","2","20047024"
"30","72047013","91002","8","20047025"
"1","72047013","22002","2","20047026"
"30","72047014","91002","8","20047027"
"1","72047014","22002","2","20047028"
"30","72047015","91002","8","20047029"
"1","72047015","22002","2","20047030"
"40","72047015","50003","2","20047031"
"60","72047016","91002","8","20047032"
"2","72047016","22002","2","20047033"
"60","72047017","91002","8","20047034"
"2","72047017","22002","2","20047035"
"60","72047018","91002","8","20047036"
"2","72047018","22002","2","20047037"
"60","72047019","91002","8","20047038"
"2","72047019","22002","2","20047039"
"60","72047020","91002","8","20047040"
"2","72047020","22002","2","20047041"
"40","72047020","50003","2","20047042"
"1","72047021","121201","1","20047043"
"1","72047022","21010","2","20047044"
"10","72047023","31212","2","20047045"
"10","72047023","31058","2","20047046"
"10","72047024","31212","2","20047047"
"10","72047024","31058","2","20047048"
"30","72048001","91002","8","20048001"
"1","72048001","22002","2","20048002"
"30","72048002","91002","8","20048003"
"1","72048002","22002","2","20048004"
"30","72048003","91002","8","20048005"
"1","72048003","22002","2","20048006"
"30","72048004","91002","8","20048007"
"1","72048004","22002","2","20048008"
"30","72048005","91002","8","20048009"
"1","72048005","22002","2","20048010"
"30","72048006","91002","8","20048011"
"1","72048006","22002","2","20048012"
"30","72048007","91002","8","20048013"
"1","72048007","22002","2","20048014"
"30","72048008","91002","8","20048015"
"1","72048008","22002","2","20048016"
"30","72048009","91002","8","20048017"
"1","72048009","22002","2","20048018"
"30","72048010","91002","8","20048019"
"1","72048010","22002","2","20048020"
"30","72048011","91002","8","20048021"
"1","72048011","22002","2","20048022"
"30","72048012","91002","8","20048023"
"1","72048012","22002","2","20048024"
"30","72048013","91002","8","20048025"
"1","72048013","22002","2","20048026"
"30","72048014","91002","8","20048027"
"1","72048014","22002","2","20048028"
"30","72048015","91002","8","20048029"
"1","72048015","22002","2","20048030"
"40","72048015","50003","2","20048031"
"60","72048016","91002","8","20048032"
"2","72048016","22002","2","20048033"
"60","72048017","91002","8","20048034"
"2","72048017","22002","2","20048035"
"60","72048018","91002","8","20048036"
"2","72048018","22002","2","20048037"
"60","72048019","91002","8","20048038"
"2","72048019","22002","2","20048039"
"60","72048020","91002","8","20048040"
"2","72048020","22002","2","20048041"
"40","72048020","50003","2","20048042"
"5","72048021","31128","2","20048043"
"5","72048021","31026","2","20048044"
"1","72048022","21901","2","20048045"
"1","72048023","2818","7","20048046"
"5","72048024","31128","2","20048047"
"5","72048024","31026","2","20048048"
"10","72048025","31128","2","20048049"
"10","72048025","31026","2","20048050"
"30","72049001","91002","8","20049001"
"1","72049001","22002","2","20049002"
"30","72049002","91002","8","20049003"
"1","72049002","22002","2","20049004"
"30","72049003","91002","8","20049005"
"1","72049003","22002","2","20049006"
"30","72049004","91002","8","20049007"
"1","72049004","22002","2","20049008"
"30","72049005","91002","8","20049009"
"1","72049005","22002","2","20049010"
"30","72049006","91002","8","20049011"
"1","72049006","22002","2","20049012"
"30","72049007","91002","8","20049013"
"1","72049007","22002","2","20049014"
"30","72049008","91002","8","20049015"
"1","72049008","22002","2","20049016"
"30","72049009","91002","8","20049017"
"1","72049009","22002","2","20049018"
"30","72049010","91002","8","20049019"
"1","72049010","22002","2","20049020"
"30","72049011","91002","8","20049021"
"1","72049011","22002","2","20049022"
"30","72049012","91002","8","20049023"
"1","72049012","22002","2","20049024"
"30","72049013","91002","8","20049025"
"1","72049013","22002","2","20049026"
"30","72049014","91002","8","20049027"
"1","72049014","22002","2","20049028"
"30","72049015","91002","8","20049029"
"1","72049015","22002","2","20049030"
"40","72049015","50003","2","20049031"
"60","72049016","91002","8","20049032"
"2","72049016","22002","2","20049033"
"60","72049017","91002","8","20049034"
"2","72049017","22002","2","20049035"
"60","72049018","91002","8","20049036"
"2","72049018","22002","2","20049037"
"60","72049019","91002","8","20049038"
"2","72049019","22002","2","20049039"
"60","72049020","91002","8","20049040"
"2","72049020","22002","2","20049041"
"40","72049020","50003","2","20049042"
"5","72049021","31065","2","20049043"
"5","72049021","31046","2","20049044"
"1","72049022","21901","2","20049045"
"5","72049024","31065","2","20049047"
"5","72049024","31046","2","20049048"
"10","72049025","31065","2","20049049"
"10","72049025","31046","2","20049050"
"30","72050001","91002","8","20050001"
"1","72050001","22002","2","20050002"
"30","72050002","91002","8","20050003"
"1","72050002","22002","2","20050004"
"30","72050003","91002","8","20050005"
"1","72050003","22002","2","20050006"
"30","72050004","91002","8","20050007"
"1","72050004","22002","2","20050008"
"30","72050005","91002","8","20050009"
"1","72050005","22002","2","20050010"
"30","72050006","91002","8","20050011"
"1","72050006","22002","2","20050012"
"30","72050007","91002","8","20050013"
"1","72050007","22002","2","20050014"
"30","72050008","91002","8","20050015"
"1","72050008","22002","2","20050016"
"30","72050009","91002","8","20050017"
"1","72050009","22002","2","20050018"
"30","72050010","91002","8","20050019"
"1","72050010","22002","2","20050020"
"30","72050011","91002","8","20050021"
"1","72050011","22002","2","20050022"
"30","72050012","91002","8","20050023"
"1","72050012","22002","2","20050024"
"30","72050013","91002","8","20050025"
"1","72050013","22002","2","20050026"
"30","72050014","91002","8","20050027"
"1","72050014","22002","2","20050028"
"30","72050015","91002","8","20050029"
"1","72050015","22002","2","20050030"
"40","72050015","50003","2","20050031"
"60","72050016","91002","8","20050032"
"2","72050016","22002","2","20050033"
"60","72050017","91002","8","20050034"
"2","72050017","22002","2","20050035"
"60","72050018","91002","8","20050036"
"2","72050018","22002","2","20050037"
"60","72050019","91002","8","20050038"
"2","72050019","22002","2","20050039"
"60","72050020","91002","8","20050040"
"2","72050020","22002","2","20050041"
"40","72050020","50003","2","20050042"
"5","72050021","31014","2","20050043"
"5","72050021","31031","2","20050044"
"1","72050022","21901","2","20050045"
"1","72050023","21901","2","20050046"
"5","72050024","31014","2","20050047"
"5","72050024","31031","2","20050048"
"10","72050025","31014","2","20050049"
"10","72050025","31031","2","20050050"
"30","72051001","91002","8","20051001"
"1","72051001","22002","2","20051002"
"30","72051002","91002","8","20051003"
"1","72051002","22002","2","20051004"
"30","72051003","91002","8","20051005"
"1","72051003","22002","2","20051006"
"30","72051004","91002","8","20051007"
"1","72051004","22002","2","20051008"
"30","72051005","91002","8","20051009"
"1","72051005","22002","2","20051010"
"30","72051006","91002","8","20051011"
"1","72051006","22002","2","20051012"
"30","72051007","91002","8","20051013"
"1","72051007","22002","2","20051014"
"30","72051008","91002","8","20051015"
"1","72051008","22002","2","20051016"
"30","72051009","91002","8","20051017"
"1","72051009","22002","2","20051018"
"30","72051010","91002","8","20051019"
"1","72051010","22002","2","20051020"
"30","72051011","91002","8","20051021"
"1","72051011","22002","2","20051022"
"30","72051012","91002","8","20051023"
"1","72051012","22002","2","20051024"
"30","72051013","91002","8","20051025"
"1","72051013","22002","2","20051026"
"30","72051014","91002","8","20051027"
"1","72051014","22002","2","20051028"
"30","72051015","91002","8","20051029"
"1","72051015","22002","2","20051030"
"40","72051015","50003","2","20051031"
"60","72051016","91002","8","20051032"
"2","72051016","22002","2","20051033"
"60","72051017","91002","8","20051034"
"2","72051017","22002","2","20051035"
"60","72051018","91002","8","20051036"
"2","72051018","22002","2","20051037"
"60","72051019","91002","8","20051038"
"2","72051019","22002","2","20051039"
"60","72051020","91002","8","20051040"
"2","72051020","22002","2","20051041"
"40","72051020","50003","2","20051042"
"1","72051021","122101","1","20051043"
"1","72051022","21011","2","20051044"
"10","72051023","31221","2","20051045"
"10","72051023","31034","2","20051046"
"1","72051024","2100941","19","20051047"
"10","72051025","31221","2","20051048"
"10","72051025","31034","2","20051049"
"30","72052001","91002","8","20052001"
"1","72052001","22002","2","20052002"
"30","72052002","91002","8","20052003"
"1","72052002","22002","2","20052004"
"30","72052003","91002","8","20052005"
"1","72052003","22002","2","20052006"
"30","72052004","91002","8","20052007"
"1","72052004","22002","2","20052008"
"30","72052005","91002","8","20052009"
"1","72052005","22002","2","20052010"
"30","72052006","91002","8","20052011"
"1","72052006","22002","2","20052012"
"30","72052007","91002","8","20052013"
"1","72052007","22002","2","20052014"
"30","72052008","91002","8","20052015"
"1","72052008","22002","2","20052016"
"30","72052009","91002","8","20052017"
"1","72052009","22002","2","20052018"
"30","72052010","91002","8","20052019"
"1","72052010","22002","2","20052020"
"30","72052011","91002","8","20052021"
"1","72052011","22002","2","20052022"
"30","72052012","91002","8","20052023"
"1","72052012","22002","2","20052024"
"30","72052013","91002","8","20052025"
"1","72052013","22002","2","20052026"
"30","72052014","91002","8","20052027"
"1","72052014","22002","2","20052028"
"30","72052015","91002","8","20052029"
"1","72052015","22002","2","20052030"
"40","72052015","50003","2","20052031"
"60","72052016","91002","8","20052032"
"2","72052016","22002","2","20052033"
"60","72052017","91002","8","20052034"
"2","72052017","22002","2","20052035"
"60","72052018","91002","8","20052036"
"2","72052018","22002","2","20052037"
"60","72052019","91002","8","20052038"
"2","72052019","22002","2","20052039"
"60","72052020","91002","8","20052040"
"2","72052020","22002","2","20052041"
"40","72052020","50003","2","20052042"
"1","72052021","122401","1","20052043"
"1","72052022","21012","2","20052044"
"10","72052023","31224","2","20052045"
"10","72052023","31002","2","20052046"
"1","72052024","2100961","19","20052047"
"10","72052025","31224","2","20052048"
"10","72052025","31002","2","20052049"
