25632ee2f4ad77cb5a9137ba8abf0a37cab064ed85ba3eaca64ab7a7164dc2e6,7099bfc4339807c356277ca04b2511b955a1cf40b94a85bcc8f3b1fb728dd49b,1ba179bfc13d4c63e8434481b17a5ab2dbd29428314dc5413bd15de883cc3046,c7a5676371412fae5063dfba2df0e92742809738fe0800699a42237a97ef7674,bf14afedf2475f94052f0cb9ec3e253e8db35c64997cf67fc96f248d0ff89e89
"83001072","深域怪物","11","300107202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001072","賦予TP上升上限","17","300107203","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001072","提升物理防禦力（不可降低）","boss_def_lower_limit","300107204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001072","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300107205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001072","降低HP吸收","9","300107206","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001072","傷害降低","boss_damage_cut","300107207","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001072","物理魔法暴擊率降低","35","300107208","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001073","風屬性獎勵特大幅度提升","14","300107301","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001073","深域怪物","11","300107302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001073","賦予TP上升上限","17","300107303","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001073","提升物理防禦力（不可降低）","boss_def_lower_limit","300107304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001073","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300107305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001073","降低HP吸收","9","300107306","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001073","傷害降低","boss_damage_cut","300107307","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001073","物理魔法暴擊率降低","35","300107308","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001074","風屬性獎勵特大幅度提升","14","300107401","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001074","深域怪物","11","300107402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001074","賦予TP上升上限","17","300107403","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001074","提升物理防禦力（不可降低）","boss_def_lower_limit","300107404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001074","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300107405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001074","降低HP吸收","9","300107406","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001074","傷害降低","boss_damage_cut","300107407","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001074","物理魔法暴擊率降低","35","300107408","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001075","風屬性獎勵特大幅度提升","14","300107501","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001075","深域怪物","11","300107502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001075","賦予TP上升上限","17","300107503","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001075","提升物理防禦力（不可降低）","boss_def_lower_limit","300107504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001075","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300107505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001075","降低HP吸收","9","300107506","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001075","傷害降低","boss_damage_cut","300107507","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001075","物理魔法暴擊率降低","35","300107508","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001076","危險領域","25","300107601","戰鬥中，發動「降低物理防禦力」效果。"
"83001076","風屬性獎勵特大幅度提升","14","300107602","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001076","深域怪物","11","300107603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001076","賦予TP上升上限","17","300107604","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001076","提升物理防禦力（不可降低）","boss_def_lower_limit","300107605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001076","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300107606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001076","降低HP吸收","9","300107607","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001076","傷害降低","boss_damage_cut","300107608","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001076","物理魔法暴擊率降低","35","300107609","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001076","降低物理防禦力","7","300107610","戰鬥開始時，特大幅度降低全體角色的物理防禦力。"
"83001077","風屬性獎勵特大幅度提升","14","300107701","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001077","深域怪物","11","300107702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001077","賦予TP上升上限","17","300107703","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001077","提升物理防禦力（不可降低）","boss_def_lower_limit","300107704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001077","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300107705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001077","降低HP吸收","9","300107706","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001077","傷害降低","boss_damage_cut","300107707","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001077","物理魔法暴擊率降低","35","300107708","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001078","風屬性獎勵特大幅度提升","14","300107801","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001078","深域怪物","11","300107802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001078","賦予TP上升上限","17","300107803","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001078","提升物理防禦力（不可降低）","boss_def_lower_limit","300107804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001078","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300107805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001078","降低HP吸收","9","300107806","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001078","傷害降低","boss_damage_cut","300107807","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001078","物理魔法暴擊率降低","35","300107808","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001079","風屬性獎勵特大幅度提升","14","300107901","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001079","深域怪物","11","300107902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001079","賦予TP上升上限","17","300107903","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001079","提升物理防禦力（不可降低）","boss_def_lower_limit","300107904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001079","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300107905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001079","降低HP吸收","9","300107906","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001079","傷害降低","boss_damage_cut","300107907","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001079","物理魔法暴擊率降低","35","300107908","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001080","風屬性獎勵特大幅度提升","14","300108001","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001080","深域怪物","11","300108002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001080","賦予TP上升上限","17","300108003","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001080","提升物理防禦力（不可降低）","boss_def_lower_limit","300108004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001080","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300108005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001080","降低HP吸收","9","300108006","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"83001080","減少TP下降","boss_tp_down_cut","300108007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"83001080","傷害降低","boss_damage_cut","300108008","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001080","物理魔法暴擊率降低","35","300108009","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001080","魔法傷害降低","boss_magic_cut","300108010","戰鬥開始時，所有怪物的魔法傷害為減少50％的狀態。"
"83001081","風屬性獎勵特大幅度提升","14","300108101","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001081","深域怪物","11","300108102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001081","賦予TP上升上限","17","300108103","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001081","提升物理防禦力（不可降低）","boss_def_lower_limit","300108104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001081","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300108105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001081","降低HP吸收","9","300108106","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001081","傷害降低","boss_damage_cut","300108107","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001081","物理魔法暴擊率降低","35","300108108","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001082","風屬性獎勵特大幅度提升","14","300108201","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001082","深域怪物","11","300108202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001082","賦予TP上升上限","17","300108203","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001082","提升物理防禦力（不可降低）","boss_def_lower_limit","300108204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001082","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300108205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001082","降低HP吸收","9","300108206","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001082","傷害降低","boss_damage_cut","300108207","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001082","物理魔法暴擊率降低","35","300108208","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001083","風屬性獎勵特大幅度提升","14","300108301","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001083","深域怪物","11","300108302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001083","賦予TP上升上限","17","300108303","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001083","提升物理防禦力（不可降低）","boss_def_lower_limit","300108304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001083","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300108305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001083","降低HP吸收","9","300108306","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001083","傷害降低","boss_damage_cut","300108307","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001083","物理魔法暴擊率降低","35","300108308","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001084","風屬性獎勵特大幅度提升","14","300108401","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001084","深域怪物","11","300108402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001084","賦予TP上升上限","17","300108403","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001084","提升物理防禦力（不可降低）","boss_def_lower_limit","300108404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001084","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300108405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001084","降低HP吸收","9","300108406","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001084","傷害降低","boss_damage_cut","300108407","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001084","物理魔法暴擊率降低","35","300108408","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001085","風屬性獎勵特大幅度提升","14","300108501","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001085","深域怪物","11","300108502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001085","賦予TP上升上限","17","300108503","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001085","提升物理防禦力（不可降低）","boss_def_lower_limit","300108504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001085","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300108505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001085","降低HP吸收","9","300108506","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001085","傷害降低","boss_damage_cut","300108507","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001085","物理魔法暴擊率降低","35","300108508","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001086","危險領域","25","300108601","戰鬥中，發動「造成中毒」效果。"
"83001086","風屬性獎勵特大幅度提升","14","300108602","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001086","深域怪物","11","300108603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001086","賦予TP上升上限","17","300108604","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001086","提升物理防禦力（不可降低）","boss_def_lower_limit","300108605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001086","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300108606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001086","降低HP吸收","9","300108607","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001086","傷害降低","boss_damage_cut","300108608","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001086","物理魔法暴擊率降低","35","300108609","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001086","賦予毒","10","300108610","戰鬥開始時，使全體角色中毒。"
"83001087","風屬性獎勵特大幅度提升","14","300108701","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001087","深域怪物","11","300108702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001087","賦予TP上升上限","17","300108703","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001087","提升物理防禦力（不可降低）","boss_def_lower_limit","300108704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001087","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300108705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001087","降低HP吸收","9","300108706","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001087","傷害降低","boss_damage_cut","300108707","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001087","物理魔法暴擊率降低","35","300108708","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001088","風屬性獎勵特大幅度提升","14","300108801","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001088","深域怪物","11","300108802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001088","賦予TP上升上限","17","300108803","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001088","提升物理防禦力（不可降低）","boss_def_lower_limit","300108804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001088","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300108805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001088","降低HP吸收","9","300108806","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001088","傷害降低","boss_damage_cut","300108807","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001088","物理魔法暴擊率降低","35","300108808","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001089","風屬性獎勵特大幅度提升","14","300108901","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001089","深域怪物","11","300108902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001089","賦予TP上升上限","17","300108903","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001089","提升物理防禦力（不可降低）","boss_def_lower_limit","300108904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001089","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300108905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001089","降低HP吸收","9","300108906","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001089","傷害降低","boss_damage_cut","300108907","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001089","物理魔法暴擊率降低","35","300108908","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001090","風屬性獎勵特大幅度提升","14","300109001","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001090","深域怪物","11","300109002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001090","賦予TP上升上限","17","300109003","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001090","提升物理防禦力（不可降低）","boss_def_lower_limit","300109004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001090","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300109005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001090","降低HP吸收","9","300109006","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"83001090","減少TP下降","boss_tp_down_cut","300109007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"83001090","傷害降低","boss_damage_cut","300109008","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001090","物理魔法暴擊率降低","35","300109009","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001090","物理傷害降低","boss_physics_cut","300109010","戰鬥開始時，所有怪物的物理傷害為減少50%的狀態。"
"83001091","風屬性獎勵特大幅度提升","14","300109101","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001091","深域怪物","11","300109102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001091","賦予TP上升上限","17","300109103","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001091","提升物理防禦力（不可降低）","boss_def_lower_limit","300109104","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001091","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300109105","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001091","降低HP吸收","9","300109106","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001091","傷害降低","boss_damage_cut","300109107","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001091","物理魔法暴擊率降低","35","300109108","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001092","風屬性獎勵特大幅度提升","14","300109201","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001092","深域怪物","11","300109202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001092","賦予TP上升上限","17","300109203","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001092","提升物理防禦力（不可降低）","boss_def_lower_limit","300109204","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001092","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300109205","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001092","降低HP吸收","9","300109206","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001092","傷害降低","boss_damage_cut","300109207","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001092","物理魔法暴擊率降低","35","300109208","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001093","風屬性獎勵特大幅度提升","14","300109301","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001093","深域怪物","11","300109302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001093","賦予TP上升上限","17","300109303","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001093","提升物理防禦力（不可降低）","boss_def_lower_limit","300109304","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001093","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300109305","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001093","降低HP吸收","9","300109306","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001093","傷害降低","boss_damage_cut","300109307","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001093","物理魔法暴擊率降低","35","300109308","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001094","風屬性獎勵特大幅度提升","14","300109401","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001094","深域怪物","11","300109402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001094","賦予TP上升上限","17","300109403","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001094","提升物理防禦力（不可降低）","boss_def_lower_limit","300109404","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001094","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300109405","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001094","降低HP吸收","9","300109406","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001094","傷害降低","boss_damage_cut","300109407","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001094","物理魔法暴擊率降低","35","300109408","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001095","風屬性獎勵特大幅度提升","14","300109501","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001095","深域怪物","11","300109502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001095","賦予TP上升上限","17","300109503","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001095","提升物理防禦力（不可降低）","boss_def_lower_limit","300109504","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001095","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300109505","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001095","降低HP吸收","9","300109506","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001095","傷害降低","boss_damage_cut","300109507","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001095","物理魔法暴擊率降低","35","300109508","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001096","危險領域","25","300109601","戰鬥中，發動「魔法傷害降低」效果。"
"83001096","風屬性獎勵特大幅度提升","14","300109602","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001096","深域怪物","11","300109603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001096","賦予TP上升上限","17","300109604","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001096","提升物理防禦力（不可降低）","boss_def_lower_limit","300109605","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001096","降低HP吸收","9","300109606","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001096","傷害降低","boss_damage_cut","300109607","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001096","物理魔法暴擊率降低","35","300109608","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001096","魔法傷害降低","boss_magic_cut","300109609","戰鬥開始時，所有怪物的魔法傷害為減少100％的狀態。"
"83001097","風屬性獎勵特大幅度提升","14","300109701","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001097","深域怪物","11","300109702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001097","賦予TP上升上限","17","300109703","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001097","提升物理防禦力（不可降低）","boss_def_lower_limit","300109704","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
