e8f75b676c777c93d678d61d9083aff63a6ef9741ce70b07f9064ec25c8056bb,6d9d38d9c69b5dba57e06a810ff45bec918c67d3e2df5ca22352eb590c0ea1b4,2fbe1d63b109e63f617ccff43174834076df621fc9f5411991fdeddbe611f6e3,bd16f1e7f036719fef5af031324eb8d89818db1966f73f23366f8261ed03aea1,0a6e6fbd972577505b38f1c3e254c3efb2197aedb946d0d22469a7ab5d439162
"174","50","50089","681","100"
"175","50","50090","580","100"
"175","50","50091","397","100"
"176","50","50092","165","100"
"176","50","50093","402","100"
"178","50","50094","658","100"
"180","50","50095","355","100"
"180","50","50096","36","101"
"183","50","50097","383","100"
"185","50","50098","154","100"
"186","50","50099","51","100"
"186","50","50100","289","100"
"187","50","50101","736","100"
"188","50","50102","1046","100"
"190","50","50103","643","100"
"190","50","50104","699","100"
"192","50","50105","1065","100"
"195","50","50106","880","100"
"195","50","50107","802","200"
"196","50","50108","567","100"
"197","50","50109","518","100"
"198","50","50110","813","100"
"200","50","50111","583","100"
"202","50","50112","170","100"
"202","50","50113","318","100"
"204","50","50114","217","100"
"204","50","50115","325","100"
"205","50","50116","44","100"
"206","50","50117","223","100"
"207","50","50118","492","101"
"208","50","50119","254","100"
"208","50","50120","134","100"
"209","50","50121","475","100"
"209","50","50122","603","100"
"211","50","50123","789","100"
"211","50","50124","447","100"
"214","50","50125","411","100"
"215","50","50126","567","100"
"218","50","50127","866","100"
"221","50","50128","578","100"
"224","50","50129","147","100"
"225","50","50130","366","101"
"227","50","50131","243","100"
"227","50","50132","441","100"
"228","50","50133","576","100"
"228","50","50134","471","100"
"231","50","50135","23","100"
"232","50","50136","349","100"
"234","50","50137","464","100"
"234","50","50138","40","100"
"235","50","50139","286","100"
"237","50","50140","188","100"
"239","50","50141","290","100"
"239","50","50142","37","100"
"240","50","50143","181","100"
"243","50","50144","626","101"
"244","50","50145","537","100"
"244","50","50146","348","100"
"246","50","50147","837","100"
"249","50","50148","1127","100"
"251","50","50149","1054","100"
"254","50","50150","887","100"
"255","50","50151","1164","100"
"258","50","50152","882","100"
"258","50","50153","778","100"
"259","50","50154","491","100"
"262","50","50155","226","100"
"263","50","50156","707","100"
"265","50","50157","911","100"
"266","50","50158","416","101"
"269","50","50159","503","100"
"271","50","50160","156","100"
"273","50","50161","101","100"
"276","50","50162","300","100"
"276","50","50163","144","100"
"276","50","50164","506","100"
"276","50","50165","709","100"
"279","50","50166","1031","100"
"281","50","50167","1142","100"
"283","50","50168","767","100"
"286","50","50169","314","100"
"289","50","50170","647","100"
"291","50","50171","506","100"
"294","50","50172","998","100"
"296","50","50173","1132","100"
"298","50","50174","1178","101"
"300","50","50175","970","100"
"301","50","50176","1195","100"
"303","50","50177","945","100"
"305","50","50178","637","100"
"307","50","50179","544","100"
"307","50","50180","754","100"
"307","50","50181","1033","100"
"310","50","50182","734","100"
"310","50","50183","1188","100"
"313","50","50184","900","100"
"314","50","50185","533","100"
"315","50","50186","912","100"
"316","50","50187","1084","100"
"316","50","50188","688","200"
"317","50","50189","290","100"
"319","50","50190","393","100"
"322","50","50191","847","100"
"325","50","50192","520","100"
"325","50","50193","850","100"
"325","50","50194","813","300"
"325","50","50195","1104","100"
"326","50","50196","821","100"
"326","50","50197","1027","100"
"328","50","50198","660","100"
"329","50","50199","498","100"
"330","50","50200","702","100"
"331","50","50201","1083","100"
"332","50","50202","717","100"
"335","50","50203","330","100"
"335","50","50204","454","100"
"336","50","50205","44","100"
"339","50","50206","171","100"
"339","50","50207","503","100"
"341","50","50208","123","100"
"341","50","50209","535","100"
"343","50","50210","87","100"
"343","50","50211","265","100"
"346","50","50212","87","100"
"349","50","50213","376","100"
"350","50","50214","306","100"
"352","50","50215","623","100"
"354","50","50216","302","101"
"357","50","50217","208","100"
"360","50","50218","694","100"
"363","50","50219","503","100"
"363","50","50220","776","100"
"364","50","50221","326","100"
"366","50","50222","267","100"
"366","50","50223","472","100"
"367","50","50224","690","100"
"367","50","50225","436","100"
"370","50","50226","296","100"
"373","50","50227","145","100"
"373","50","50228","308","100"
"373","50","50229","621","100"
"373","50","50230","1034","100"
"374","50","50231","730","101"
"375","50","50232","279","100"
"378","50","50233","579","100"
"381","50","50234","962","100"
"382","50","50235","1091","100"
"382","50","50236","950","100"
"382","50","50237","1125","100"
"384","50","50238","892","100"
"387","50","50239","703","100"
"388","50","50240","375","100"
"390","50","50241","275","100"
"392","50","50242","322","100"
"393","50","50243","111","100"
"396","50","50244","480","100"
"399","50","50245","68","100"
"402","50","50246","302","100"
"405","50","50247","70","100"
"405","50","50248","194","100"
"407","50","50249","466","100"
"410","50","50250","152","100"
"411","50","50251","44","100"
"413","50","50252","255","100"
"415","50","50253","375","100"
"417","50","50254","669","100"
"420","50","50255","629","100"
"423","50","50256","552","100"
"423","50","50257","751","100"
"423","50","50258","894","100"
"426","50","50259","700","100"
"429","50","50260","574","101"
"432","50","50261","896","100"
"432","50","50262","740","100"
"434","50","50263","300","100"
"437","50","50264","584","100"
"440","50","50265","889","100"
"440","50","50266","463","100"
"440","50","50267","660","100"
"441","50","50268","794","100"
"443","50","50269","867","100"
"443","50","50270","966","100"
"446","50","50271","1074","100"
"446","50","50272","1128","100"
"447","50","50273","903","100"
"448","50","50274","1148","100"
"450","50","50275","985","100"
"452","50","50276","1024","100"
"453","50","50277","1177","100"
"454","50","50278","1085","100"
"454","50","50279","958","101"
"457","50","50280","864","100"
"459","50","50281","938","100"
"460","50","50282","1091","100"
"460","50","50283","1169","100"
"461","50","50284","1096","100"
"463","50","50285","1015","100"
"463","50","50286","1073","100"
"465","50","50287","897","100"
"465","50","50288","1040","100"
"468","50","50289","1102","100"
"470","50","50290","909","100"
"473","50","50291","751","300"
"476","50","50292","626","100"
"476","50","50293","572","100"
"478","50","50294","713","100"
"479","50","50295","441","100"
"482","50","50296","253","100"
"485","50","50297","449","100"
"487","50","50298","326","100"
"488","50","50299","98","100"
"489","50","50300","343","100"
"490","50","50301","533","100"
"491","50","50302","361","100"
"494","50","50303","311","100"
"494","50","50304","376","100"
"497","50","50305","256","100"
"498","50","50306","636","100"
"501","50","50307","996","100"
"501","50","50308","759","100"
"503","50","50309","477","100"
"504","50","50310","602","100"
"504","50","50311","421","100"
"504","50","50312","513","100"
"505","50","50313","444","100"
"505","50","50314","718","100"
"508","50","50315","389","100"
"508","50","50316","242","100"
"509","50","50317","594","100"
"512","50","50318","459","100"
"514","50","50319","30","100"
"514","50","50320","176","100"
"514","50","50321","436","100"
"514","50","50322","496","100"
"516","50","50323","172","100"
"516","50","50324","276","101"
"516","50","50325","27","100"
"517","50","50326","319","100"
"518","50","50327","273","100"
"518","50","50328","518","100"
"519","50","50329","416","100"
"520","50","50330","15","100"
"520","50","50331","119","100"
"522","50","50332","88","100"
"525","50","50333","521","100"
"526","50","50334","891","100"
"528","50","50335","998","100"
"528","50","50336","808","100"
"528","50","50337","412","100"
"531","50","50338","524","100"
"533","50","50339","688","100"
"533","50","50340","1101","100"
"535","50","50341","842","100"
"537","50","50342","678","100"
"538","50","50343","842","100"
"538","50","50344","761","100"
"538","50","50345","831","100"
"541","50","50346","707","100"
"542","50","50347","1069","100"
"544","50","50348","1182","100"
"544","50","50349","1060","101"
"544","50","50350","802","100"
"547","50","50351","1170","100"
"547","50","50352","767","100"
"547","50","50353","1115","100"
"549","50","50354","860","100"
"550","50","50355","719","100"
"553","50","50356","1121","100"
"554","50","50357","982","101"
"557","50","50358","879","100"
"559","50","50359","434","100"
"561","50","50360","191","100"
"561","50","50361","95","100"
"563","50","50362","153","100"
"563","50","50363","416","100"
"565","50","50364","376","100"
"566","50","50365","90","101"
"568","50","50366","218","100"
"571","50","50367","356","100"
"571","50","50368","534","100"
"571","50","50369","896","100"
"573","50","50370","1056","100"
"573","50","50371","913","100"
"573","50","50372","1103","100"
"576","50","50373","995","100"
"579","50","50374","643","100"
"579","50","50375","704","100"
"582","50","50376","822","100"
"585","50","50377","727","100"
"586","50","50378","954","100"
"586","50","50379","680","100"
"589","50","50380","255","100"
"591","50","50381","98","200"
"591","50","50382","281","100"
"594","50","50383","394","100"
"596","50","50384","605","100"
"597","50","50385","435","100"
"600","50","50386","105","100"
"601","50","50387","10","100"
"602","50","50388","200","100"
"603","50","50389","146","100"
"603","50","50390","517","100"
"606","50","50391","170","100"
"606","50","50392","201","100"
"609","50","50393","427","100"
"612","50","50394","585","100"
"613","50","50395","657","100"
"615","50","50396","823","100"
"615","50","50397","749","100"
"618","50","50398","370","100"
"620","50","50399","559","100"
"621","50","50400","119","100"
"623","50","50401","553","100"
"624","50","50402","862","100"
"626","50","50403","781","100"
"628","50","50404","382","300"
"628","50","50405","314","100"
"628","50","50406","629","100"
"630","50","50407","668","100"
"630","50","50408","302","100"
"631","50","50409","348","100"
"633","50","50410","382","100"
"634","50","50411","589","100"
"634","50","50412","502","100"
"634","50","50413","228","100"
"635","50","50414","87","100"
"636","50","50415","442","100"
"636","50","50416","292","100"
"637","50","50417","739","100"
"637","50","50418","959","100"
"640","50","50419","806","101"
"643","50","50420","1160","100"
"646","50","50421","992","100"
"649","50","50422","1090","100"
"650","50","50423","311","100"
"650","50","50424","488","100"
"653","50","50425","371","100"
"654","50","50426","136","100"
"657","50","50427","78","100"
"660","50","50428","282","100"
"661","50","50429","51","100"
"662","50","50430","238","100"
"665","50","50431","13","100"
"665","50","50432","233","100"
"665","50","50433","98","100"
"665","50","50434","233","200"
"667","50","50435","366","100"
"668","50","50436","415","100"
"670","50","50437","291","100"
"673","50","50438","172","100"
"675","50","50439","90","100"
"678","50","50440","188","100"
"680","50","50441","261","100"
"680","50","50442","163","100"
"682","50","50443","236","100"
"684","50","50444","92","100"
"687","50","50445","204","100"
"687","50","50446","165","100"
"689","50","50447","295","101"
"692","50","50448","357","100"
"692","50","50449","318","100"
"693","50","50450","366","100"
"693","50","50451","422","100"
"696","50","50452","533","100"
"696","50","50453","496","100"
"696","50","50454","349","100"
"698","50","50455","447","100"
"700","50","50456","406","100"
"700","50","50457","521","100"
"700","50","50458","462","100"
"700","50","50459","376","100"
"702","50","50460","416","100"
"703","50","50461","315","100"
"703","50","50462","230","100"
"703","50","50463","87","100"
"703","50","50464","211","100"
"705","50","50465","287","100"
"705","50","50466","351","100"
"708","50","50467","454","101"
"711","50","50468","528","100"
"711","50","50469","400","100"
"713","50","50470","67","100"
"715","50","50471","502","100"
"715","50","50472","304","100"
"718","50","50473","347","100"
"721","50","50474","621","100"
"722","50","50475","1041","100"
"723","50","50476","935","100"
"726","50","50477","1095","100"
"727","50","50478","706","100"
"727","50","50479","413","100"
"728","50","50480","152","100"
"730","50","50481","445","100"
"732","50","50482","281","100"
"732","50","50483","201","100"
"734","50","50484","80","100"
"734","50","50485","341","100"
"737","50","50486","143","100"
"738","50","50487","279","100"
"740","50","50488","96","100"
"742","50","50489","532","100"
"745","50","50490","299","100"
"748","50","50491","199","100"
"749","50","50492","362","100"
"751","50","50493","218","100"
"754","50","50494","143","100"
"754","50","50495","381","100"
"755","50","50496","417","100"
"756","50","50497","760","100"
"756","50","50498","962","100"
"756","50","50499","1048","100"
"758","50","50500","885","100"
"759","50","50501","1034","100"
"759","50","50502","1114","100"
"761","50","50503","1032","100"
"761","50","50504","568","100"
"763","50","50505","73","100"
"763","50","50506","456","100"
"764","50","50507","353","100"
"766","50","50508","683","100"
"766","50","50509","1069","100"
"768","50","50510","877","100"
"769","50","50511","494","101"
"771","50","50512","843","100"
"772","50","50513","936","100"
"772","50","50514","901","100"
"772","50","50515","950","100"
"772","50","50516","560","100"
"772","50","50517","866","100"
"774","50","50518","708","100"
"776","50","50519","401","100"
"776","50","50520","673","100"
"776","50","50521","344","100"
"777","50","50522","688","100"
"779","50","50523","1073","100"
"780","50","50524","998","100"
"780","50","50525","634","100"
"782","50","50526","1110","100"
"784","50","50527","1166","100"
"784","50","50528","1081","100"
"785","50","50529","716","100"
"785","50","50530","596","100"
"785","50","50531","178","100"
"785","50","50532","565","100"
"787","50","50533","165","101"
"788","50","50534","124","100"
"789","50","50535","3","100"
"789","50","50536","168","100"
"789","50","50537","382","100"
"791","50","50538","149","100"
"793","50","50539","460","100"
"793","50","50540","185","100"
"794","50","50541","679","100"
"796","50","50542","303","100"
"796","50","50543","752","100"
"798","50","50544","914","100"
"799","50","50545","657","100"
"800","50","50546","214","100"
"801","50","50547","700","100"
"801","50","50548","556","100"
"801","50","50549","777","100"
"802","50","50550","917","100"
"804","50","50551","1008","100"
"805","50","50552","771","100"
"806","50","50553","721","100"
"808","50","50554","347","100"
"810","50","50555","63","100"
"811","50","50556","359","100"
"811","50","50557","634","101"
"811","50","50558","820","100"
"811","50","50559","888","100"
"811","50","50560","751","100"
"812","50","50561","455","100"
"813","50","50562","513","100"
"814","50","50563","639","100"
"814","50","50564","350","100"
"815","50","50565","195","100"
"817","50","50566","662","100"
"819","50","50567","630","100"
"820","50","50568","821","100"
"820","50","50569","945","100"
"822","50","50570","736","100"
"823","50","50571","1199","100"
"823","50","50572","731","100"
"825","50","50573","891","100"
"825","50","50574","858","100"
"827","50","50575","506","100"
"829","50","50576","688","100"
"830","50","50577","579","100"
"832","50","50578","439","101"
"832","50","50579","921","100"
"834","50","50580","505","100"
"834","50","50581","669","100"
"836","50","50582","372","100"
"838","50","50583","95","100"
"838","50","50584","189","100"
"839","50","50585","223","100"
"841","50","50586","692","100"
"843","50","50587","1118","100"
"844","50","50588","926","100"
"844","50","50589","612","100"
"845","50","50590","680","100"
"845","50","50591","614","100"
"845","50","50592","766","100"
"845","50","50593","374","100"
"846","50","50594","552","200"
"848","50","50595","667","100"
"849","50","50596","815","100"
"850","50","50597","648","100"
"852","50","50598","842","100"
"852","50","50599","982","100"
"852","50","50600","732","100"
