b065af52f6db3e6952ec06b0952de14ebb3d4d9566ab3360a5b5173a573f2e1a,49387fd2aed788971c9949f0aa216f0b2d211bc9472345241e92f0386765a9dc,886118258c69cddd5fe8a95122901c01e906d8afd3601d56fe6a7fde4782519f,0d76f04f96aa9d32b23a95f299b8b228af82a45b98576a3f1e36a56b7d6f59a2,709c120ef4b150926a861b011bdb48c2b5cbb7fb9279a17905c942ee51b9da16,6750acc3ae5fb470dc635d1f6162ed73b4a38f3c5fb83de77386cc56d5a5d09f,423cd61b4fb95e9baa7a9d1be51c78995119a81570b2a9e8c8d52f6b91488e66,13b703e55aec0ac1c99d1e810b95d4e3923d06e14be3567559c5a5f82b4a62c6,7487ffa0f327c4110705decdda050e53cf85f61ffd825831b94654f823047d1c,094129ffb1ccecf7513d90ffe0c68f407775903544b62224819b0657d41654f5,7c6b18edcfb2f526b9664f0f069813170fdecd5d5859d569070345b75d53ca85,31453d7d97457fe737b1ffe4c7b4dd323670be4231ceeb61daffd1fe64253769,640036b722122af3e186007fb4c01eea03ced01ccce6e33cd98fc0c095d6e2e5,ec82bad90b1090e6f86be2e6e7d1d2fd5eff4d05d5e63cb1dfe1029b1cbe2627,cc696b4aea59ed8bca8289e3941796b0e21d17658fc976ad8aa9d42449928ca7,12df7630c6e0cdc3ead396be477d12b54c6357ebd4ad573f679c19460159a5ef,d4ea7064602df5dc8a5ed9608207d6ada2853a4ca1174c9ac5ce0cdcf996a929,5ae2f1c14dbf1d9b36eebc7bf03d78c165365dc2656d050dace8219bb3603d86,cde4827c1c3fbc387c33c30806955b955f567cd110d8640ba634aa464a258bfa
"0","0","397","1280","31","119","0","253","1978","0","22","17","0","29081","120901","3860","6","0","60"
"0","0","397","1280","32","123","0","257","2012","0","22","17","0","31823","120901","3860","6","0","60"
"0","0","397","1280","33","127","0","261","2045","0","22","17","0","34656","120901","4360","6","0","60"
"0","0","397","1280","34","131","0","265","2077","0","22","17","0","37638","120901","4860","6","0","60"
"0","0","397","1280","35","135","0","269","2109","0","22","17","0","40825","120901","4860","6","0","60"
"19","0","0","100","2","3","0","0","0","0","0","0","0","0","121001","80","0","0","0"
"59","1","0","150","3","6","0","1","0","0","0","0","0","0","121001","370","0","0","0"
"144","1","5","180","4","13","0","2","0","0","0","0","0","0","121001","910","0","0","0"
"244","1","5","180","5","24","0","9","0","0","0","0","0","0","121001","1795","0","0","0"
"387","5","5","270","6","38","0","14","0","0","0","0","0","0","121001","2840","0","0","0"
"572","5","5","270","7","56","0","24","0","0","0","0","0","0","121001","4045","0","0","0"
"732","5","20","270","8","80","0","33","0","0","0","0","0","0","121001","5685","0","0","0"
"1045","10","35","270","9","93","0","36","0","0","9","0","20","0","121001","6535","0","0","15"
"1431","10","60","270","10","103","0","44","0","0","18","0","60","0","121001","7075","2","0","25"
"1810","10","60","270","11","115","0","60","0","0","18","0","102","0","121001","7785","5","3","35"
"2238","15","60","270","12","121","0","67","0","0","21","0","134","0","121001","8395","5","19","45"
"2683","15","93","270","13","135","0","77","0","0","24","0","167","0","121001","8885","5","32","45"
"3163","15","126","270","14","153","0","91","0","0","24","1","208","0","121001","9315","5","32","45"
"3690","15","126","270","15","172","0","106","0","0","24","1","274","0","121001","9685","5","32","45"
"4238","15","138","320","16","187","0","125","0","0","24","1","355","0","121001","9925","5","35","45"
"4761","15","138","370","17","212","0","147","0","0","24","1","443","0","121001","10290","5","38","45"
"5334","15","138","370","18","243","0","165","0","0","24","1","547","0","121001","10840","5","38","45"
"5975","15","153","370","19","272","0","185","0","0","24","1","666","0","121001","11560","5","38","45"
"6687","15","188","370","20","301","0","208","0","0","24","1","785","0","121001","12230","5","38","45"
"7477","15","228","370","21","332","0","232","0","0","24","1","906","0","121001","12890","5","38","45"
"8386","15","268","370","22","368","0","262","0","0","24","1","1014","0","121001","13660","5","38","45"
"9388","15","288","370","23","410","0","300","0","0","24","1","1085","0","121001","14775","5","38","45"
"10476","15","288","370","24","458","0","340","0","0","24","1","1146","0","121001","15965","5","38","45"
"11925","15","288","370","25","490","0","369","0","0","24","1","1209","0","121001","16565","5","38","45"
"13736","15","288","370","26","496","0","378","0","0","24","1","1248","0","121001","17390","5","38","45"
"15632","15","288","370","27","501","0","385","0","0","24","1","1272","0","121001","18635","5","38","45"
"17656","15","288","370","28","506","0","392","0","0","24","1","1296","0","121001","19880","5","38","45"
"19761","15","288","370","29","521","0","407","0","0","24","1","1321","0","121001","21065","5","38","45"
"21890","15","288","370","30","551","0","437","0","0","24","1","1347","0","121001","21985","5","38","45"
"24202","15","288","370","31","576","0","462","0","0","24","1","1382","0","121001","22645","5","38","45"
"26688","15","288","370","32","596","0","482","0","0","24","1","1426","0","121001","23145","5","38","45"
"29303","15","288","370","33","606","0","492","0","0","24","1","1460","0","121001","24270","5","38","45"
"31996","15","288","370","34","621","0","507","0","0","24","1","1484","0","121001","25755","5","38","45"
"34813","15","288","370","35","647","0","533","0","0","24","1","1516","0","121001","26715","5","38","45"
"0","0","0","50","2","0","0","3","0","0","0","0","0","26","121101","55","0","0","0"
"0","0","0","100","3","0","0","7","0","0","0","0","0","94","121101","150","0","0","0"
"0","0","0","100","4","2","0","14","0","0","0","0","0","214","121101","270","0","0","10"
"0","0","0","100","5","2","0","29","0","0","0","0","0","405","121101","450","0","0","10"
"0","0","50","100","6","4","0","42","0","0","0","0","0","634","121101","800","0","0","10"
"0","0","85","100","7","8","0","56","0","0","0","0","0","894","121101","1395","0","0","15"
"0","0","120","100","8","10","0","63","0","0","4","0","0","1286","121101","1560","1","0","30"
"0","0","155","100","9","10","0","70","16","0","9","0","0","1710","121101","1700","2","0","45"
"0","0","170","520","10","11","0","82","40","0","14","0","0","2145","121101","1970","4","0","45"
"0","0","186","740","11","11","0","87","85","0","14","5","0","2657","121101","2130","5","0","45"
"0","0","222","840","12","14","0","92","138","0","14","11","0","3181","121101","2230","6","0","45"
"0","0","242","840","13","19","0","99","200","0","16","17","0","3714","121101","2370","6","0","45"
"0","0","272","960","14","23","0","106","276","0","18","17","0","4294","121101","2510","6","0","45"
"0","0","282","1080","15","31","0","115","346","0","22","17","0","4899","121101","2540","6","0","45"
"0","0","312","1080","16","36","0","123","421","0","22","17","0","5572","121101","2570","6","0","45"
"0","0","342","1080","17","40","0","132","493","0","22","17","0","6300","121101","2570","6","0","45"
"0","0","372","1080","18","46","0","141","582","0","22","17","0","7084","121101","2570","6","0","45"
"0","0","372","1080","19","51","0","148","715","0","22","17","0","7972","121101","2570","6","0","45"
"0","0","372","1080","20","61","0","162","872","0","22","17","0","8893","121101","2570","6","0","45"
"0","0","372","1180","21","67","0","170","1074","0","22","17","0","9912","121101","2570","6","0","45"
"0","0","372","1280","22","72","0","177","1292","0","22","17","0","11109","121101","2570","6","0","45"
"0","0","372","1280","23","78","0","193","1476","0","22","17","0","12432","121101","2570","6","0","45"
"0","0","372","1280","24","84","0","210","1619","0","22","17","0","13907","121101","2570","6","0","45"
"0","0","372","1280","25","90","0","218","1728","0","22","17","0","15617","121101","2570","6","0","45"
"0","0","372","1280","26","96","0","227","1800","0","22","17","0","17457","121101","3030","6","0","45"
"0","0","372","1280","27","102","0","235","1845","0","22","17","0","19492","121101","3030","6","0","45"
"0","0","372","1280","28","107","0","240","1877","0","22","17","0","21690","121101","3030","6","0","45"
"0","0","372","1280","29","111","0","244","1910","0","22","17","0","24012","121101","3490","6","0","45"
"0","0","372","1280","30","115","0","248","1944","0","22","17","0","26533","121101","3490","6","0","45"
"0","0","372","1280","31","119","0","252","1978","0","22","17","0","29112","121101","3950","6","0","45"
"0","0","372","1280","32","123","0","256","2012","0","22","17","0","31854","121101","3950","6","0","45"
"0","0","372","1280","33","127","0","260","2045","0","22","17","0","34687","121101","4450","6","0","45"
"0","0","372","1280","34","131","0","264","2077","0","22","17","0","37669","121101","4950","6","0","45"
"0","0","372","1280","35","135","0","268","2109","0","22","17","0","40856","121101","4950","6","0","45"
"22","0","0","75","2","2","0","0","0","0","0","0","0","0","121201","95","0","0","0"
"71","0","0","125","3","6","0","2","0","0","0","0","0","0","121201","310","0","0","0"
"176","0","10","155","4","11","0","4","0","0","0","0","0","0","121201","685","0","0","0"
"294","3","20","155","5","19","0","9","0","0","0","0","0","0","121201","1345","0","0","5"
"504","3","35","245","6","30","0","11","0","0","0","0","0","0","121201","2210","0","0","5"
"751","3","35","715","7","42","0","13","0","0","0","0","0","0","121201","3180","0","0","5"
"1045","3","50","715","8","56","0","21","0","0","0","0","0","0","121201","3935","3","0","5"
"1413","3","65","1115","9","66","0","25","0","0","9","0","20","0","121201","4540","3","0","5"
"1869","3","80","1115","10","72","0","31","0","0","18","0","50","0","121201","4750","8","0","15"
"2352","3","80","1115","11","76","0","36","0","0","22","0","102","0","121201","5370","10","3","25"
"2837","3","80","1115","12","82","0","40","0","0","25","0","134","0","121201","6120","12","19","25"
"3325","5","113","1115","13","88","0","50","0","0","25","0","167","0","121201","6730","12","35","25"
"3922","5","146","1115","14","95","0","55","0","0","25","0","208","0","121201","7230","12","38","25"
"4573","5","166","1115","15","101","0","61","0","0","25","0","274","0","121201","7590","12","38","25"
"5205","5","166","1165","16","110","0","74","0","0","25","0","359","0","121201","7990","12","41","25"
"5873","5","166","1165","17","126","0","83","0","0","25","0","457","0","121201","8315","12","44","25"
"6599","5","166","1165","18","141","0","92","0","0","25","0","575","0","121201","8870","12","44","25"
"7407","5","181","1165","19","155","0","103","0","0","25","0","710","0","121201","9440","12","44","25"
"8310","5","201","1165","20","170","0","115","0","0","25","0","850","0","121201","10080","12","44","25"
"9316","5","221","1165","21","186","0","127","0","0","25","0","991","0","121201","10655","12","44","25"
"10460","5","241","1165","22","206","0","145","0","0","25","0","1117","0","121201","11265","12","44","25"
"11854","5","241","1165","23","221","0","157","0","0","25","0","1206","0","121201","11650","12","44","25"
"13372","5","241","1165","24","229","0","167","0","0","25","0","1283","0","121201","12415","12","44","25"
"15107","5","241","1165","25","235","0","176","0","0","25","0","1360","0","121201","12785","12","44","25"
"16747","5","241","1165","26","250","0","196","0","0","25","0","1417","0","121201","14530","12","44","25"
"18480","5","241","1165","27","262","0","212","0","0","25","0","1453","0","121201","16840","12","44","25"
"20318","5","241","1165","28","277","0","227","0","0","25","0","1480","0","121201","19315","12","44","25"
"22503","5","241","1165","29","292","0","242","0","0","25","0","1508","0","121201","20175","12","44","25"
"24966","5","241","1165","30","297","0","247","0","0","25","0","1537","0","121201","20775","12","44","25"
"27503","5","241","1165","31","302","0","252","0","0","25","0","1566","0","121201","21695","12","44","25"
"30166","5","241","1165","32","308","0","258","0","0","25","0","1595","0","121201","22395","12","44","25"
"32915","5","241","1165","33","308","0","258","0","0","25","0","1623","0","121201","23720","12","44","25"
"35721","5","241","1165","34","323","0","273","0","0","25","0","1650","0","121201","24980","12","44","25"
"38764","5","241","1165","35","329","0","279","0","0","25","0","1677","0","121201","26250","12","44","25"
"21","1","0","75","2","2","0","0","0","0","0","0","0","0","121301","65","0","0","0"
"73","3","0","125","3","5","0","0","0","0","0","0","0","0","121301","205","0","0","0"
"198","3","5","155","4","9","0","1","0","0","0","0","0","0","121301","490","0","0","0"
"328","3","5","155","5","21","0","6","0","0","0","0","0","0","121301","1185","0","0","0"
"545","7","5","245","6","29","0","11","0","0","0","0","0","0","121301","1805","0","0","0"
"760","7","5","245","7","43","0","24","0","0","0","0","0","0","121301","2780","0","0","0"
"978","7","5","245","8","62","0","41","0","0","0","0","0","0","121301","3665","4","0","0"
"1232","7","30","245","9","79","0","54","0","0","5","0","0","10","121301","4805","4","0","0"
"1466","12","30","245","10","100","0","78","0","0","10","0","10","20","121301","5755","4","0","15"
"1744","17","30","245","11","119","0","102","0","0","10","0","20","20","121301","6555","6","1","35"
"2076","24","30","345","12","140","0","120","0","0","13","0","30","20","121301","6955","8","2","55"
"2380","28","30","445","13","173","0","147","0","0","16","0","52","20","121301","7435","8","2","57"
"2724","28","30","545","14","210","0","176","0","0","16","2","86","20","121301","7695","8","2","59"
"3075","28","30","745","15","247","0","213","0","0","16","4","98","20","121301","7765","8","5","59"
"3466","30","30","895","16","284","0","251","0","0","16","4","98","20","121301","7915","8","5","59"
"3786","33","30","945","17","332","0","293","0","0","16","4","118","20","121301","8400","8","5","59"
"4155","36","30","945","18","385","0","335","0","0","16","4","138","20","121301","8945","8","5","59"
"4609","36","45","1040","19","442","0","383","0","0","16","4","138","20","121301","9340","8","5","59"
"5087","36","89","1135","20","503","0","437","0","0","16","4","138","20","121301","9720","8","5","59"
"5611","36","138","1135","21","568","0","494","0","0","16","4","138","20","121301","10240","8","5","59"
"6162","36","178","1135","22","640","0","560","0","0","16","4","138","20","121301","11475","8","5","59"
"6705","36","198","1135","23","725","0","641","0","0","16","4","163","20","121301","13055","8","5","59"
"7320","36","198","1135","24","823","0","730","0","0","16","4","188","20","121301","14195","8","5","59"
"8023","36","198","1135","25","928","0","822","0","0","16","4","188","20","121301","15645","8","5","59"
"8977","36","198","1135","26","1015","0","908","0","0","16","4","197","20","121301","17180","8","5","59"
"10224","36","198","1135","27","1083","0","983","0","0","16","4","215","20","121301","18380","8","5","59"
"11309","36","198","1135","28","1160","0","1062","0","0","16","4","227","20","121301","21620","8","5","59"
"12190","36","198","1135","29","1249","0","1151","0","0","16","4","233","20","121301","27180","8","5","59"
"13109","36","198","1135","30","1343","0","1245","0","0","16","4","239","20","121301","33255","8","5","59"
"14065","36","198","1135","31","1441","0","1343","0","0","16","4","245","20","121301","39620","8","5","59"
"15047","36","198","1135","32","1542","0","1444","0","0","16","4","251","20","121301","46455","8","5","59"
"16441","36","198","1135","33","1637","0","1539","0","0","16","4","265","20","121301","51415","8","5","59"
"18275","36","198","1135","34","1726","0","1628","0","0","16","4","287","20","121301","54415","8","5","59"
"20181","36","198","1135","35","1816","0","1718","0","0","16","4","309","20","121301","57825","8","5","59"
"0","0","0","50","2","0","0","3","0","0","0","0","0","26","121401","55","0","0","0"
"0","0","0","100","3","0","0","9","0","0","0","0","0","84","121401","150","0","0","0"
"0","0","0","100","4","1","0","16","0","0","0","0","0","214","121401","270","0","0","0"
"0","0","25","100","5","1","0","29","0","0","0","0","0","405","121401","360","0","0","0"
"0","0","75","100","6","3","0","42","0","0","0","0","0","634","121401","710","0","0","0"
"0","0","145","100","7","5","0","53","0","0","0","0","0","929","121401","955","0","0","5"
"0","0","180","100","8","7","0","71","0","0","4","0","0","1247","121401","1120","0","0","50"
"0","0","215","100","9","7","0","90","11","0","9","5","0","1601","121401","1260","0","0","80"
"0","0","230","520","10","8","0","114","25","0","14","10","0","1962","121401","1530","0","0","100"
"0","0","246","860","11","8","0","131","50","0","14","17","0","2420","121401","1690","0","0","111"
"0","0","272","1080","12","13","0","147","76","0","14","22","0","2899","121401","1790","0","0","122"
"0","0","282","1320","13","23","0","165","102","0","14","27","0","3391","121401","1930","0","0","128"
"0","0","292","1560","14","35","0","183","136","0","14","29","0","3917","121401","2130","0","0","128"
"0","0","292","1800","15","51","0","202","166","0","16","29","0","4467","121401","2220","0","0","133"
"0","0","292","1800","16","64","0","221","202","0","16","29","0","5081","121401","2380","0","0","139"
"0","0","317","1800","17","78","0","240","237","0","16","29","0","5736","121401","2380","0","0","145"
"0","0","327","1800","18","92","0","260","285","0","16","29","0","6437","121401","2725","0","0","146"
"0","0","327","1800","19","110","0","283","344","0","16","29","0","7192","121401","3245","0","0","146"
"0","0","327","1800","20","130","0","306","415","0","16","29","0","8017","121401","4015","0","0","146"
"0","0","327","1900","21","158","0","344","486","0","16","29","0","8834","121401","4665","0","0","146"
"0","0","327","2000","22","189","0","383","552","0","16","29","0","9785","121401","5630","0","0","146"
"0","0","327","2000","23","218","0","429","582","0","16","29","0","10867","121401","6795","0","0","146"
"0","0","327","2000","24","246","0","473","597","0","16","29","0","12060","121401","8265","0","0","146"
"0","0","327","2000","25","265","0","500","634","0","16","29","0","13574","121401","9225","0","0","146"
"0","0","327","2000","26","281","0","520","658","0","16","29","0","15317","121401","10035","0","0","146"
"0","0","327","2000","27","294","0","536","677","0","16","29","0","17207","121401","10875","0","0","146"
"0","0","327","2000","28","306","0","549","696","0","16","29","0","19244","121401","11745","0","0","146"
"0","0","327","2000","29","320","0","563","716","0","16","29","0","21428","121401","12645","0","0","146"
"0","0","327","2000","30","334","0","577","737","0","16","29","0","23761","121401","13545","0","0","146"
"0","0","327","2000","31","348","0","591","758","0","16","29","0","26204","121401","14445","0","0","146"
"0","0","327","2000","32","362","0","605","779","0","16","29","0","28758","121401","15345","0","0","146"
"0","0","327","2000","33","377","0","620","799","0","16","29","0","31448","121401","16245","0","0","146"
"0","0","327","2000","34","392","0","635","818","0","16","29","0","34287","121401","17145","0","0","146"
"0","0","327","2000","35","407","0","650","837","0","16","29","0","37276","121401","18045","0","0","146"
"18","1","0","50","2","3","0","0","0","0","0","0","0","0","121501","65","0","0","0"
"58","1","0","100","3","10","0","1","0","0","0","0","0","0","121501","250","0","0","0"
"153","1","0","125","4","19","0","3","0","0","0","0","0","0","121501","590","0","0","0"
"285","4","0","125","5","32","0","7","0","0","0","0","0","0","121501","1045","0","0","0"
"458","4","0","125","6","50","0","16","0","0","0","0","0","0","121501","1785","0","0","0"
"714","8","0","125","7","68","0","22","0","0","0","0","0","0","121501","2280","0","0","0"
"935","8","0","125","8","93","0","33","0","0","0","0","0","0","121501","3360","0","0","0"
"1189","13","0","125","9","112","0","44","0","0","5","0","5","10","121501","4270","0","0","15"
"1594","18","0","125","10","122","0","53","0","0","10","0","45","10","121501","4640","0","0","40"
"2085","18","0","125","11","133","0","62","0","0","10","0","102","10","121501","5000","0","0","50"
"2547","20","0","125","12","146","0","71","0","0","16","0","124","10","121501","5370","2","11","50"
"3057","20","25","125","13","160","0","83","0","0","19","0","167","10","121501","5520","2","21","50"
"3643","22","50","125","14","172","0","93","0","0","19","0","226","10","121501","5580","4","21","50"
"4280","22","62","225","15","182","0","106","0","0","19","0","290","10","121501","5580","4","21","50"
"4943","22","62","225","16","198","0","112","0","0","19","0","356","10","121501","5730","6","24","50"
"5677","22","62","225","17","207","0","119","0","0","19","0","414","10","121501","6030","6","27","50"
"6460","22","62","225","18","215","0","128","0","0","19","0","521","10","121501","6430","6","27","50"
"7365","22","62","225","19","229","0","132","0","0","19","0","609","10","121501","6775","6","27","50"
"8384","22","62","225","20","238","0","145","0","0","19","0","700","10","121501","6970","6","27","50"
"9455","22","71","225","21","254","0","159","0","0","19","0","795","10","121501","7160","6","27","50"
"10680","22","71","225","22","278","0","174","0","0","19","0","897","10","121501","7250","6","27","50"
"12047","22","71","225","23","295","0","195","0","0","19","0","938","10","121501","7595","6","27","50"
"13556","22","71","225","24","311","0","199","0","0","19","0","992","10","121501","8450","6","27","50"
"15256","22","71","225","25","331","0","212","0","0","19","0","1025","10","121501","8520","6","27","50"
"17125","22","71","225","26","345","0","221","0","0","19","0","1049","10","121501","8910","6","27","50"
"19124","22","71","225","27","357","0","228","0","0","19","0","1067","10","121501","9330","6","27","50"
"21295","22","71","225","28","361","0","230","0","0","19","0","1085","10","121501","9955","6","27","50"
"23584","22","71","225","29","375","0","242","0","0","19","0","1116","10","121501","10055","6","27","50"
"26011","22","71","225","30","389","0","256","0","0","19","0","1148","10","121501","10155","6","27","50"
"28549","22","71","225","31","403","0","270","0","0","19","0","1180","10","121501","10255","6","27","50"
"31197","22","71","225","32","417","0","284","0","0","19","0","1212","10","121501","10355","6","27","50"
"33972","22","71","225","33","432","0","299","0","0","19","0","1242","10","121501","10555","6","27","50"
"36895","22","71","225","34","447","0","314","0","0","19","0","1271","10","121501","10755","6","27","50"
"39966","22","71","225","35","462","0","329","0","0","19","0","1300","10","121501","10955","6","27","50"
"32","0","0","50","2","2","0","0","0","0","0","0","0","0","121601","50","0","0","0"
"106","1","0","100","3","5","0","0","0","0","0","0","0","0","121601","80","0","0","0"
"253","1","10","270","4","6","0","1","0","0","0","0","0","0","121601","200","0","0","0"
"469","1","30","430","5","9","0","2","0","0","0","0","0","0","121601","380","0","0","10"
"757","1","30","820","6","17","0","3","0","0","0","0","0","0","121601","615","0","0","10"
"1094","1","30","1660","7","23","0","5","0","0","0","0","0","0","121601","820","0","0","10"
"1467","1","30","2220","8","31","0","7","0","0","0","0","0","0","121601","1250","0","0","10"
"1924","2","30","2220","9","42","0","10","0","0","5","0","10","0","121601","1500","0","0","10"
"2436","2","30","2220","10","47","0","14","0","0","10","0","50","0","121601","1700","0","0","20"
"2952","9","30","2220","11","47","0","19","0","0","10","0","78","0","121601","1700","2","11","40"
"3504","11","30","2220","12","52","0","22","0","0","13","0","120","0","121601","1970","4","22","40"
"4064","11","55","2220","13","58","0","28","0","0","16","0","165","0","121601","2180","6","33","40"
"4705","11","80","2320","14","63","0","32","0","0","19","0","246","0","121601","2240","6","33","40"
"5398","11","80","2420","15","68","0","37","0","0","19","0","334","0","121601","2300","6","33","40"
"6131","11","80","2520","16","76","0","40","0","0","19","0","412","0","121601","2300","6","36","40"
"6886","11","80","2520","17","82","0","45","0","0","19","0","490","0","121601","2550","6","39","40"
"7732","11","80","2520","18","85","0","50","0","0","19","0","597","0","121601","2800","6","39","40"
"8683","11","80","2520","19","89","0","54","0","0","19","0","705","0","121601","3095","6","39","40"
"9750","11","89","2520","20","95","0","60","0","0","19","0","786","0","121601","3290","6","39","40"
"10906","11","98","2520","21","102","0","66","0","0","19","0","881","0","121601","3480","6","39","40"
"12244","11","107","2520","22","108","0","72","0","0","19","0","955","0","121601","3825","6","39","40"
"13697","11","107","2520","23","113","0","80","0","0","19","0","1021","0","121601","4410","6","39","40"
"15269","11","107","2520","24","113","0","80","0","0","19","0","1075","0","121601","5590","6","39","40"
"17012","11","107","2520","25","119","0","89","0","0","19","0","1133","0","121601","5970","6","39","40"
"18901","11","107","2520","26","125","0","98","0","0","19","0","1157","0","121601","6530","6","39","40"
"20916","11","107","2520","27","130","0","105","0","0","19","0","1175","0","121601","7120","6","39","40"
"23101","11","107","2520","28","135","0","110","0","0","19","0","1196","0","121601","7420","6","39","40"
"25414","11","107","2520","29","140","0","115","0","0","19","0","1221","0","121601","8040","6","39","40"
"27911","11","107","2520","30","145","0","120","0","0","19","0","1250","0","121601","8340","6","39","40"
"30482","11","107","2520","31","150","0","125","0","0","19","0","1279","0","121601","8960","6","39","40"
"33179","11","107","2520","32","156","0","131","0","0","19","0","1308","0","121601","9360","6","39","40"
"35969","11","107","2520","33","162","0","137","0","0","19","0","1336","0","121601","10230","6","39","40"
"38939","11","107","2520","34","168","0","143","0","0","19","0","1363","0","121601","10830","6","39","40"
"42015","11","107","2520","35","174","0","149","0","0","19","0","1390","0","121601","11800","6","39","40"
"0","0","0","50","2","0","0","3","0","0","0","0","0","26","121901","55","0","0","0"
"0","0","0","100","3","0","0","7","0","0","0","0","0","94","121901","150","0","0","0"
"0","0","0","100","4","2","0","14","0","0","0","0","0","214","121901","270","0","0","10"
"0","0","25","100","5","2","0","27","0","0","0","0","0","405","121901","360","0","0","10"
"0","0","75","100","6","4","0","40","0","0","0","0","0","634","121901","710","0","0","10"
"0","0","110","100","7","8","0","54","0","0","0","0","0","894","121901","1305","0","0","15"
"0","0","145","100","8","10","0","64","0","0","4","0","0","1255","121901","1470","1","0","45"
"0","0","180","100","9","15","0","73","16","0","9","0","0","1633","121901","1880","2","0","45"
"0","0","180","520","10","21","0","91","34","0","14","0","0","2032","121901","2230","4","0","45"
"0","0","196","620","11","30","0","101","71","0","14","5","0","2474","121901","2570","5","0","45"
"0","0","232","720","12","33","0","106","124","0","14","11","0","2998","121901","2670","6","0","45"
"0","0","252","720","13","38","0","113","186","0","16","17","0","3531","121901","2810","6","0","45"
"0","0","282","840","14","42","0","120","262","0","18","17","0","4111","121901","2950","6","0","45"
"0","0","292","960","15","50","0","129","332","0","22","17","0","4716","121901","2980","6","0","45"
"0","0","322","960","16","55","0","137","407","0","22","17","0","5389","121901","3010","6","0","45"
"0","0","352","960","17","59","0","146","479","0","22","17","0","6117","121901","3010","6","0","45"
"0","0","382","960","18","65","0","155","568","0","22","17","0","6901","121901","3010","6","0","45"
"0","0","382","960","19","70","0","162","701","0","22","17","0","7789","121901","3010","6","0","45"
"0","0","382","960","20","80","0","176","858","0","22","17","0","8710","121901","3010","6","0","45"
"0","0","382","1060","21","86","0","184","1060","0","22","17","0","9729","121901","3010","6","0","45"
"0","0","382","1160","22","91","0","191","1278","0","22","17","0","10926","121901","3010","6","0","45"
"0","0","382","1160","23","97","0","207","1462","0","22","17","0","12249","121901","3010","6","0","45"
"0","0","382","1160","24","103","0","224","1605","0","22","17","0","13724","121901","3010","6","0","45"
"0","0","382","1160","25","109","0","232","1714","0","22","17","0","15434","121901","3010","6","0","45"
"0","0","382","1160","26","115","0","241","1786","0","22","17","0","17274","121901","3470","6","0","45"
"0","0","382","1160","27","121","0","249","1831","0","22","17","0","19309","121901","3470","6","0","45"
"0","0","382","1160","28","126","0","254","1863","0","22","17","0","21507","121901","3470","6","0","45"
"0","0","382","1160","29","130","0","258","1896","0","22","17","0","23829","121901","3930","6","0","45"
"0","0","382","1160","30","134","0","262","1930","0","22","17","0","26350","121901","3930","6","0","45"
"0","0","382","1160","31","138","0","266","1964","0","22","17","0","28929","121901","4390","6","0","45"
"0","0","382","1160","32","142","0","270","1998","0","22","17","0","31671","121901","4390","6","0","45"
"0","0","382","1160","33","146","0","274","2031","0","22","17","0","34504","121901","4890","6","0","45"
"0","0","382","1160","34","150","0","278","2063","0","22","17","0","37486","121901","5390","6","0","45"
"0","0","382","1160","35","154","0","282","2095","0","22","17","0","40673","121901","5390","6","0","45"
"32","0","0","50","2","3","0","0","0","0","0","0","0","0","122001","15","0","0","0"
"109","0","0","100","3","5","0","0","0","0","0","0","0","0","122001","105","0","0","0"
"256","0","10","160","4","6","0","1","0","0","0","0","0","0","122001","255","0","0","0"
"473","0","30","160","5","9","0","2","0","0","0","0","0","0","122001","500","0","0","10"
"763","0","30","340","6","17","0","4","0","0","0","0","0","0","122001","825","0","0","10"
"1102","0","30","810","7","23","0","6","0","0","0","0","0","0","122001","1205","0","0","10"
"1485","0","30","1045","8","31","0","8","0","0","0","0","0","0","122001","1725","0","0","10"
"1932","0","55","1045","9","40","0","10","0","0","5","0","10","0","122001","2045","0","0","10"
"2434","0","55","1045","10","47","0","16","0","0","10","0","50","0","122001","2195","0","0","20"
"2956","2","55","1045","11","51","0","21","0","0","10","0","88","0","122001","2355","2","11","30"
"3486","2","55","1045","12","57","0","25","0","0","16","0","130","0","122001","2725","4","22","30"
"4034","2","80","1045","13","65","0","31","0","0","19","0","185","0","122001","2915","6","33","30"
"4675","2","105","1145","14","70","0","35","0","0","22","0","266","0","122001","2975","6","33","30"
"5350","2","117","1245","15","76","0","42","0","0","22","0","342","0","122001","3035","6","33","30"
"6081","2","117","1345","16","82","0","45","0","0","22","0","411","0","122001","3035","6","41","30"
"6817","2","117","1495","17","89","0","51","0","0","22","0","489","0","122001","3285","6","44","30"
"7639","4","117","1495","18","95","0","56","0","0","22","0","588","0","122001","3535","6","44","30"
"8590","4","117","1495","19","99","0","60","0","0","22","0","696","0","122001","3830","6","44","30"
"9657","4","126","1495","20","105","0","66","0","0","22","0","777","0","122001","4025","6","44","30"
"10813","4","135","1495","21","112","0","72","0","0","22","0","872","0","122001","4215","6","44","30"
"12151","4","144","1495","22","118","0","78","0","0","22","0","946","0","122001","4560","6","44","30"
"13558","4","144","1495","23","129","0","87","0","0","22","0","1034","0","122001","5145","6","44","30"
"15064","4","144","1495","24","139","0","100","0","0","22","0","1110","0","122001","5800","6","44","30"
"16749","4","144","1495","25","150","0","114","0","0","22","0","1185","0","122001","6180","6","44","30"
"18639","4","144","1495","26","158","0","127","0","0","22","0","1218","0","122001","6420","6","44","30"
