ca55c9eed091ee562053b02cd508f31e5efa42c225a564d282241527e5cb5e71,66c9d81d1a92622c491f0a7f808e1af0008e802ce0ec9914ca44231d5df78c0b,710617797ccc5cc413403ca63390940859caeaf84bf9bf1f20e28cf969f2487c,1c236f9579f532f46748daf10afc34a94885e3fb203129bc9474ef6421294665,4e9df12c6515bf1f668ff50b1a4c8ab66b8bb7c1ebfaa9cc509ef68ff2bd0f24,f185d2fc493d86d82e3eb94020c404f9c0634ca47f83934a99380b1a1942e5c8,2283b5b631ab7b767890304588cbbb1bf2f05eb61f74614dd20c777d4e493da7,f6812abc63372d818a7cb127d5704d0674a8ecfb904baed2682804a03e960a41,5567bb8bf22b0812ffaf0c7f1e59403190cdcc71c14b4e5549daad1e07dbc4c2,50edd8f64cd8c2586d277be833d86eaa20f98442ae5ebd9beae1f975a3217bd8,93c4c39612bd2d98ad95382bf1c5c820b77ebd743080980717460897e28cac42,ffc630ad854bf8bf9f564af094e16ac1090a608b9c9a4b6f36a6b3287f29a569,a7329a813db91984d7c394f9170fc26fa278884f16f2b2ed0d29a5f05b965298,5ab507105e2b9dd75161f611b95b70aba62651c2a055006d520034c752471eed,e3e9820dd133f7de92b8752fea3103afd43a098c2a70140b53f7c79e3244e45a,bc04ae879054961f5b011845640b93dc6c95bd9dc1bc0321bace29ba1b87c364,4fcc2cb8ac7f099281812306b2ff6f763a06ab4becb96d2cedc6f144de0760ca,5008109578c10a25f5b1097ece0d03a5705e1b1c86c14796d46e93a6fc50c9f0,3cdfdbe259427930162c6f7ce1bc98f75ac329180b896b662a81a7d73d3f5bdc,16a75ead3adcc4e7ab762d068a235ac0922c801294f45e984b58d421ce784724,747069f67410a32b43a92ce383f5915a34bb2936dfbf1414306b5fe854e1ea22,f82a126bfb5f326507b26688a58c921917b023a2875776cea28ba26c2cbe45d6,1edb2c45567b2a027e8d8cd74af6ca326cee4e66fb8a2c2ab880f215b252993b,01d4ee9f25e26c9d8270782b05c75ade69e886ecd91d5ce4f41e4687dec672bf,36b886029ef30135f68e5453fd9625828041bd95cb0380807b5ac0405660c437,547f7cab2f61b7d771f95bbe5ddc3a169f6b5e16963da7b01c09e2db43fe4a20,48362fe1e4dc970a211aa53e4b51791acf126b6f23d836b899fe36e9614c772c,33f84e61d18933c8ef2ba9cc23e5ff7d0702f4c7aadb347c3ea0ffbd83742597,076559c9321600f974b2f8ad02b666eb4e359a09b461e3cfbc85df6f881d0406,68c9e60b014f8add7c5c28a9b7474512f36cd4722c687da674ba85df6122ee00,5e6465d7862092d3bce54ad4b0147481e1b7aa3a63e0be86f1e3f235c9e6cbb5,9ed717e4632e40750a752fab1db60a94d7e249b3abc6ca8cc20460943acbad35,538d4e5f7b23b15f8707f459e9212ce402b40d4c24a1749493b1ab6643e78136,4da40679e965ec1d7a7fd2152ebf7e76ff20916fbe7839f07f3a45b38346e83c,1780717f463555241393f22549d7c2adeda81445c733719c98784e6f2ef3b885,0c8aeea2d9e76194624d015207e6f68461156890a75608b65d500a801647171c,fbdc3b22ca2e634eae617d880d282ae663de7f5ec40524f8e6ee5ac622965ebc,e2ff133190825b14e4867551fc2955d74a7af71926b46fe6fb3265f8faa64fc7,13a182bfbff1650d909940eaec2738ea500e5b1a68fbaef8f633962db18a6329,bcf9015124a9900732860bbc6634578e85dad83c112647050ae11803a09d4087
"0","3026","25","29","25","25","25","30","202300","25","0","0","1","0","25","25","0","21","0","436","25","200000006","10","0","25","25","25","0","25","0","25","25","0","25","620230025","10","25","1","25","1"
"0","3344","26","29","26","26","26","30","202300","26","0","0","1","0","26","26","0","21","0","456","26","200000006","10","0","26","26","26","0","26","0","26","26","0","26","620230026","10","26","1","26","1"
"0","3661","27","29","27","27","27","30","202300","27","0","0","1","0","27","27","0","22","0","476","27","200000006","10","0","27","27","27","0","27","0","27","27","0","27","620230027","10","27","1","27","1"
"0","3978","28","30","28","28","28","30","202300","28","0","0","1","0","28","28","0","22","0","497","28","200000006","10","0","28","28","28","0","28","0","28","28","0","28","620230028","10","28","1","28","1"
"0","4295","29","30","29","29","29","30","202300","29","0","0","1","0","29","29","0","22","0","517","29","200000006","10","0","29","29","29","0","29","0","29","29","0","29","620230029","10","29","1","29","1"
"0","4612","30","30","30","30","30","30","202300","30","0","0","1","0","30","30","0","22","0","537","30","200000006","10","0","30","30","30","0","30","0","30","30","0","30","620230030","10","30","1","30","1"
"0","4930","31","30","31","31","31","30","202300","31","0","0","1","0","31","31","0","23","0","557","31","200000006","10","0","31","31","31","0","31","0","31","31","0","31","620230031","10","31","1","31","1"
"0","5247","32","31","32","32","32","30","202300","32","0","0","1","0","32","32","0","23","0","577","32","200000006","10","0","32","32","32","0","32","0","32","32","0","32","620230032","10","32","1","32","1"
"0","5564","33","31","33","33","33","30","202300","33","0","0","1","0","33","33","0","23","0","598","33","200000006","10","0","33","33","33","0","33","0","33","33","0","33","620230033","10","33","1","33","1"
"0","5881","34","31","34","34","34","30","202300","34","0","0","1","0","34","34","0","23","0","618","34","200000006","10","0","34","34","34","0","34","0","34","34","0","34","620230034","10","34","1","34","1"
"0","6198","35","31","35","35","35","30","202300","35","0","0","1","0","35","35","0","24","0","638","35","200000006","10","0","35","35","35","0","35","0","35","35","0","35","620230035","10","35","1","35","1"
"0","6253","36","32","36","36","36","30","202300","36","0","0","1","0","36","36","0","24","0","653","36","200000006","10","0","36","36","36","0","36","0","36","36","0","36","620230036","10","36","1","36","1"
"0","6307","37","32","37","37","37","30","202300","37","0","0","1","0","37","37","0","24","0","667","37","200000006","10","0","37","37","37","0","37","0","37","37","0","37","620230037","10","37","1","37","1"
"0","6362","38","32","38","38","38","30","202300","38","0","0","1","0","38","38","0","24","0","681","38","200000006","10","0","38","38","38","0","38","0","38","38","0","38","620230038","10","38","1","38","1"
"0","6416","39","32","39","39","39","30","202300","39","0","0","1","0","39","39","0","25","0","696","39","200000006","10","0","39","39","39","0","39","0","39","39","0","39","620230039","10","39","1","39","1"
"0","8431","40","36","40","40","40","30","202300","40","0","0","1","0","40","40","0","30","0","710","40","200000006","10","0","40","40","40","0","40","0","40","40","0","40","620230040","10","40","1","40","1"
"0","10446","41","40","41","41","41","30","202300","41","0","0","1","0","41","41","0","35","0","724","41","200000006","10","0","41","41","41","0","41","0","41","41","0","41","620230041","10","41","1","41","1"
"0","10590","42","41","42","42","42","30","202300","42","0","0","1","0","42","42","0","36","0","738","42","200000006","10","0","42","42","42","0","42","0","42","42","0","42","620230042","10","42","1","42","1"
"0","10733","43","43","43","43","43","30","202300","43","0","0","1","0","43","43","0","36","0","751","43","200000006","10","0","43","43","43","0","43","0","43","43","0","43","620230043","10","43","1","43","1"
"0","10877","44","45","44","44","44","30","202300","44","0","0","1","0","44","44","0","37","0","765","44","200000006","10","0","44","44","44","0","44","0","44","44","0","44","620230044","10","44","1","44","1"
"0","11021","45","47","45","45","45","30","202300","45","0","0","1","0","45","45","0","37","0","778","45","200000006","10","0","45","45","45","0","45","0","45","45","0","45","620230045","10","45","1","45","1"
"0","11165","46","49","46","46","46","30","202300","46","0","0","1","0","46","46","0","38","0","792","46","200000006","10","0","46","46","46","0","46","0","46","46","0","46","620230046","10","46","1","46","1"
"0","13835","47","58","47","47","47","30","202300","47","0","0","1","0","47","47","0","42","0","1069","47","200000006","10","0","47","47","47","0","47","0","47","47","0","47","620230047","10","47","1","47","1"
"0","13835","48","62","48","48","48","30","202300","48","0","0","1","0","48","48","0","44","0","1087","48","200000006","10","0","48","48","48","0","48","0","48","48","0","48","620230048","10","48","1","48","1"
"0","13835","49","65","49","49","49","30","202300","49","0","0","1","0","49","49","0","46","0","1106","49","200000006","10","0","49","49","49","0","49","0","49","49","0","49","620230049","10","49","1","49","1"
"0","13835","50","69","50","50","50","30","202300","50","0","0","1","0","50","50","0","48","0","1125","50","200000006","10","0","50","50","50","0","50","0","50","50","0","50","620230050","10","50","1","50","1"
"0","13835","51","69","51","51","51","30","202300","51","0","0","1","0","51","51","0","48","0","1008","51","200000006","10","0","51","51","51","0","51","0","51","51","0","51","620230051","10","51","1","51","1"
"0","14379","52","70","52","52","52","30","202300","52","0","0","1","0","52","52","0","48","0","1231","52","200000006","10","0","52","52","52","0","52","0","52","52","0","52","620230052","10","52","1","52","1"
"0","14379","53","70","53","53","53","30","202300","53","0","0","1","0","53","53","0","48","0","1331","53","200000006","10","0","53","53","53","0","53","0","53","53","0","53","620230053","10","53","1","53","1"
"0","16379","54","70","54","54","54","30","202300","54","0","0","1","0","54","54","0","49","0","1331","54","200000006","10","0","54","54","54","0","54","0","54","54","0","54","620230054","10","54","1","54","1"
"0","17046","55","70","55","55","55","30","202300","55","0","0","1","0","55","55","0","49","0","1398","55","200000006","10","0","55","55","55","0","55","0","55","55","0","55","620230055","10","55","1","55","1"
"0","17712","56","70","56","56","56","30","202300","56","0","0","1","0","56","56","0","49","0","1464","56","200000006","10","0","56","56","56","0","56","0","56","56","0","56","620230056","10","56","1","56","1"
"0","18379","57","70","57","57","57","30","202300","57","0","0","1","0","57","57","0","49","0","1531","57","200000006","10","0","57","57","57","0","57","0","57","57","0","57","620230057","10","57","1","57","1"
"0","18379","58","74","58","58","58","30","202300","58","0","0","1","0","58","58","0","50","0","1531","58","200000006","10","0","58","58","58","0","58","0","58","58","0","58","620230058","10","58","1","58","1"
"0","20762","59","74","59","59","59","30","202300","59","0","0","1","0","59","59","0","50","0","1612","59","200000006","10","0","59","59","59","0","59","0","59","59","0","59","620230059","10","59","1","59","1"
"0","20762","60","77","60","60","60","30","202300","60","0","0","1","0","60","60","0","52","0","1742","60","200000006","10","0","60","60","60","0","60","0","60","60","0","60","620230060","10","60","1","60","1"
"0","23455","61","77","61","61","61","30","202300","61","0","0","1","0","61","61","0","52","0","1835","61","200000006","10","0","61","61","61","0","61","0","61","61","0","61","620230061","10","61","1","61","1"
"0","23967","62","78","62","62","62","30","202300","62","0","0","1","0","62","62","0","54","0","1890","62","200000006","10","0","62","62","62","0","62","0","62","62","0","62","620230062","10","62","1","62","1"
"0","24480","63","80","63","63","63","30","202300","63","0","0","1","0","63","63","0","56","0","1945","63","200000006","10","0","63","63","63","0","63","0","63","63","0","63","620230063","10","63","1","63","1"
"0","24992","64","81","64","64","64","30","202300","64","0","0","1","0","64","64","0","58","0","2001","64","200000006","10","0","64","64","64","0","64","0","64","64","0","64","620230064","10","64","1","64","1"
"0","25504","65","83","65","65","65","30","202300","65","0","0","1","0","65","65","0","60","0","2056","65","200000006","10","0","65","65","65","0","65","0","65","65","0","65","620230065","10","65","1","65","1"
"0","26017","66","84","66","66","66","30","202300","66","0","0","1","0","66","66","0","62","0","2111","66","200000006","10","0","66","66","66","0","66","0","66","66","0","66","620230066","10","66","1","66","1"
"0","26529","67","86","67","67","67","30","202300","67","0","0","1","0","67","67","0","64","0","2166","67","200000006","10","0","67","67","67","0","67","0","67","67","0","67","620230067","10","67","1","67","1"
"0","27042","68","87","68","68","68","30","202300","68","0","0","1","0","68","68","0","66","0","2222","68","200000006","10","0","68","68","68","0","68","0","68","68","0","68","620230068","10","68","1","68","1"
"0","27554","69","89","69","69","69","30","202300","69","0","0","1","0","69","69","0","68","0","2277","69","200000006","10","0","69","69","69","0","69","0","69","69","0","69","620230069","10","69","1","69","1"
"0","28066","70","90","70","70","70","30","202300","70","0","0","1","0","70","70","0","70","0","2332","70","200000006","10","0","70","70","70","0","70","0","70","70","0","70","620230070","10","70","1","70","1"
"0","28579","71","92","71","71","71","30","202300","71","0","0","1","0","71","71","0","72","0","2387","71","200000006","10","0","71","71","71","0","71","0","71","71","0","71","620230071","10","71","1","71","1"
"60","534","1","3","1","1","1","30","202400","1","0","0","1","0","1","1","0","7","0","0","1","200000001","10","0","1","1","1","0","1","0","1","1","0","1","620240001","10","1","1","1","1"
"70","549","2","3","2","2","2","30","202400","2","0","0","1","0","2","2","0","15","0","0","2","200000001","10","0","2","2","2","0","2","0","2","2","0","2","620240002","10","2","1","2","1"
"81","563","3","4","3","3","3","30","202400","3","0","0","1","0","3","3","0","8","0","0","3","200000001","10","0","3","3","3","0","3","0","3","3","0","3","620240003","10","3","1","3","1"
"81","563","4","4","4","4","4","30","202400","4","0","0","1","0","4","4","0","8","0","0","4","200000001","10","0","4","4","4","0","4","0","4","4","0","4","620240004","10","4","1","4","1"
"88","567","5","4","5","5","5","30","202400","5","0","0","1","0","5","5","0","8","0","0","5","200000001","10","0","5","5","5","0","5","0","5","5","0","5","620240005","10","5","1","5","1"
"120","596","6","6","6","6","6","30","202400","6","0","0","1","0","6","6","0","12","0","0","6","200000001","10","0","6","6","6","0","6","0","6","6","0","6","620240006","10","6","1","6","1"
"137","670","7","7","7","7","7","30","202400","7","0","0","1","0","7","7","0","14","0","0","7","200000001","10","0","7","7","7","0","7","0","7","7","0","7","620240007","10","7","1","7","1"
"154","746","8","7","8","8","8","30","202400","8","0","0","1","0","8","8","0","14","0","0","8","200000001","10","0","8","8","8","0","8","0","8","8","0","8","620240008","10","8","1","8","1"
"171","820","9","8","9","9","9","30","202400","9","0","0","1","0","9","9","0","15","0","0","9","200000001","10","0","9","9","9","0","9","0","9","9","0","9","620240009","10","9","1","9","1"
"188","894","10","10","10","10","10","30","202400","10","0","0","1","0","10","10","0","17","0","0","10","200000001","10","0","10","10","10","0","10","0","10","10","0","10","620240010","10","10","1","10","1"
"205","970","11","10","11","11","11","30","202400","11","0","0","1","0","11","11","0","18","0","0","11","200000001","10","0","11","11","11","0","11","0","11","11","0","11","620240011","10","11","1","11","1"
"224","1046","12","11","12","12","12","30","202400","12","0","0","1","0","12","12","0","21","0","0","12","200000001","10","0","12","12","12","0","12","0","12","12","0","12","620240012","10","12","1","12","1"
"239","1120","13","12","13","13","13","30","202400","13","0","0","1","0","13","13","0","21","0","0","13","200000001","10","0","13","13","13","0","13","0","13","13","0","13","620240013","10","13","1","13","1"
"256","1194","14","12","14","14","14","30","202400","14","0","0","1","0","14","14","0","22","0","0","14","200000001","10","0","14","14","14","0","14","0","14","14","0","14","620240014","10","14","1","14","1"
"273","1269","15","13","15","15","15","30","202400","15","0","0","1","0","15","15","0","23","0","0","15","200000001","10","0","15","15","15","0","15","0","15","15","0","15","620240015","10","15","1","15","1"
"306","1380","16","13","16","16","16","30","202400","16","0","0","1","0","16","16","0","25","0","0","16","200000001","10","0","16","16","16","0","16","0","16","16","0","16","620240016","10","16","1","16","1"
"340","1492","17","13","17","17","17","30","202400","17","0","0","1","0","17","17","0","25","0","0","17","200000001","10","0","17","17","17","0","17","0","17","17","0","17","620240017","10","17","1","17","1"
"412","2104","18","14","18","18","18","30","202400","18","0","0","1","0","18","18","0","25","0","0","18","200000001","10","0","18","18","18","0","18","0","18","18","0","18","620240018","10","18","1","18","1"
"444","2405","19","14","19","19","19","30","202400","19","0","0","1","0","19","19","0","25","0","0","19","200000001","10","0","19","19","19","0","19","0","19","19","0","19","620240019","10","19","1","19","1"
"466","2537","20","14","20","20","20","30","202400","20","0","0","1","0","20","20","0","28","0","0","20","200000001","10","0","20","20","20","0","20","0","20","20","0","20","620240020","10","20","1","20","1"
"517","2895","21","16","21","21","21","30","202400","21","0","0","1","0","21","21","0","30","0","0","21","200000001","10","0","21","21","21","0","21","0","21","21","0","21","620240021","10","21","1","21","1"
"564","3253","22","18","22","22","22","30","202400","22","0","0","1","0","22","22","0","33","0","0","22","200000001","10","0","22","22","22","0","22","0","22","22","0","22","620240022","10","22","1","22","1"
"578","3490","23","18","23","23","23","30","202400","23","0","0","1","0","23","23","0","33","0","0","23","200000001","10","0","23","23","23","0","23","0","23","23","0","23","620240023","10","23","1","23","1"
"591","3727","24","18","24","24","24","30","202400","24","0","0","1","0","24","24","0","33","0","0","24","200000001","10","0","24","24","24","0","24","0","24","24","0","24","620240024","10","24","1","24","1"
"605","3965","25","19","25","25","25","30","202400","25","0","0","1","0","25","25","0","34","0","0","25","200000001","10","0","25","25","25","0","25","0","25","25","0","25","620240025","10","25","1","25","1"
"619","4201","26","19","26","26","26","30","202400","26","0","0","1","0","26","26","0","34","0","0","26","200000001","10","0","26","26","26","0","26","0","26","26","0","26","620240026","10","26","1","26","1"
"632","4439","27","19","27","27","27","30","202400","27","0","0","1","0","27","27","0","34","0","0","27","200000001","10","0","27","27","27","0","27","0","27","27","0","27","620240027","10","27","1","27","1"
"646","4676","28","19","28","28","28","30","202400","28","0","0","1","0","28","28","0","34","0","0","28","200000001","10","0","28","28","28","0","28","0","28","28","0","28","620240028","10","28","1","28","1"
"658","5041","29","19","29","29","29","30","202400","29","0","0","1","0","29","29","0","35","0","0","29","200000001","10","0","29","29","29","0","29","0","29","29","0","29","620240029","10","29","1","29","1"
"671","5405","30","19","30","30","30","30","202400","30","0","0","1","0","30","30","0","35","0","0","30","200000001","10","0","30","30","30","0","30","0","30","30","0","30","620240030","10","30","1","30","1"
"683","5770","31","20","31","31","31","30","202400","31","0","0","1","0","31","31","0","36","0","0","31","200000001","10","0","31","31","31","0","31","0","31","31","0","31","620240031","10","31","1","31","1"
"695","6135","32","20","32","32","32","30","202400","32","0","0","1","0","32","32","0","37","0","0","32","200000001","10","0","32","32","32","0","32","0","32","32","0","32","620240032","10","32","1","32","1"
"708","6499","33","20","33","33","33","30","202400","33","0","0","1","0","33","33","0","37","0","0","33","200000001","10","0","33","33","33","0","33","0","33","33","0","33","620240033","10","33","1","33","1"
"720","6864","34","20","34","34","34","30","202400","34","0","0","1","0","34","34","0","38","0","0","34","200000001","10","0","34","34","34","0","34","0","34","34","0","34","620240034","10","34","1","34","1"
"810","7772","35","22","35","35","35","30","202400","35","0","0","1","0","35","35","0","41","0","0","35","200000001","10","0","35","35","35","0","35","0","35","35","0","35","620240035","10","35","1","35","1"
"900","8681","36","23","36","36","36","30","202400","36","0","0","1","0","36","36","0","44","0","0","36","200000001","10","0","36","36","36","0","36","0","36","36","0","36","620240036","10","36","1","36","1"
"990","9589","37","25","37","37","37","30","202400","37","0","0","1","0","37","37","0","47","0","0","37","200000001","10","0","37","37","37","0","37","0","37","37","0","37","620240037","10","37","1","37","1"
"1081","10497","38","26","38","38","38","30","202400","38","0","0","1","0","38","38","0","49","0","0","38","200000001","10","0","38","38","38","0","38","0","38","38","0","38","620240038","10","38","1","38","1"
"1170","11405","39","28","39","39","39","30","202400","39","0","0","1","0","39","39","0","52","0","0","39","200000001","10","0","39","39","39","0","39","0","39","39","0","39","620240039","10","39","1","39","1"
"1261","12314","40","29","40","40","40","30","202400","40","0","0","1","0","40","40","0","55","0","0","40","200000001","10","0","40","40","40","0","40","0","40","40","0","40","620240040","10","40","1","40","1"
"1351","13222","41","31","41","41","41","30","202400","41","0","0","1","0","41","41","0","58","0","0","41","200000001","10","0","41","41","41","0","41","0","41","41","0","41","620240041","10","41","1","41","1"
"1422","13956","42","32","42","42","42","30","202400","42","0","0","1","0","42","42","0","59","0","0","42","200000001","10","0","42","42","42","0","42","0","42","42","0","42","620240042","10","42","1","42","1"
"1493","14691","43","32","43","43","43","30","202400","43","0","0","1","0","43","43","0","59","0","0","43","200000001","10","0","43","43","43","0","43","0","43","43","0","43","620240043","10","43","1","43","1"
"1564","15425","44","33","44","44","44","30","202400","44","0","0","1","0","44","44","0","60","0","0","44","200000001","10","0","44","44","44","0","44","0","44","44","0","44","620240044","10","44","1","44","1"
"1635","16159","45","33","45","45","45","30","202400","45","0","0","1","0","45","45","0","60","0","0","45","200000001","10","0","45","45","45","0","45","0","45","45","0","45","620240045","10","45","1","45","1"
"1642","16415","46","35","46","46","46","30","202400","46","0","0","1","0","46","46","0","61","0","0","46","200000001","10","0","46","46","46","0","46","0","46","46","0","46","620240046","10","46","1","46","1"
"1530","16815","47","36","47","47","47","30","202400","47","0","0","1","0","47","47","0","66","0","0","47","200000001","10","0","47","47","47","0","47","0","47","47","0","47","620240047","10","47","1","47","1"
"1604","20509","48","37","48","48","48","30","202400","48","0","0","1","0","48","48","0","69","0","0","48","200000001","10","0","48","48","48","0","48","0","48","48","0","48","620240048","10","48","1","48","1"
"1603","20700","49","36","49","49","49","30","202400","49","0","0","1","0","49","49","0","67","0","0","49","200000001","10","0","49","49","49","0","49","0","49","49","0","49","620240049","10","49","1","49","1"
"1641","21301","50","37","50","50","50","30","202400","50","0","0","1","0","50","50","0","69","0","0","50","200000001","10","0","50","50","50","0","50","0","50","50","0","50","620240050","10","50","1","50","1"
"1678","21902","51","38","51","51","51","30","202400","51","0","0","1","0","51","51","0","70","0","0","51","200000001","10","0","51","51","51","0","51","0","51","51","0","51","620240051","10","51","1","51","1"
"1716","22503","52","39","52","52","52","30","202400","52","0","0","1","0","52","52","0","72","0","0","52","200000001","10","0","52","52","52","0","52","0","52","52","0","52","620240052","10","52","1","52","1"
"1754","23105","53","41","53","53","53","30","202400","53","0","0","1","0","53","53","0","73","0","0","53","200000001","10","0","53","53","53","0","53","0","53","53","0","53","620240053","10","53","1","53","1"
"1791","23706","54","42","54","54","54","30","202400","54","0","0","1","0","54","54","0","75","0","0","54","200000001","10","0","54","54","54","0","54","0","54","54","0","54","620240054","10","54","1","54","1"
"1829","24307","55","43","55","55","55","30","202400","55","0","0","1","0","55","55","0","76","0","0","55","200000001","10","0","55","55","55","0","55","0","55","55","0","55","620240055","10","55","1","55","1"
"1866","24908","56","44","56","56","56","30","202400","56","0","0","1","0","56","56","0","78","0","0","56","200000001","10","0","56","56","56","0","56","0","56","56","0","56","620240056","10","56","1","56","1"
"1904","25509","57","45","57","57","57","30","202400","57","0","0","1","0","57","57","0","79","0","0","57","200000001","10","0","57","57","57","0","57","0","57","57","0","57","620240057","10","57","1","57","1"
"2139","27072","58","57","58","58","58","30","202400","58","0","0","1","0","58","58","0","96","0","0","58","200000001","10","0","58","58","58","0","58","0","58","58","0","58","620240058","10","58","1","58","1"
"2373","28636","59","69","59","59","59","30","202400","59","0","0","1","0","59","59","0","114","0","0","59","200000001","10","0","59","59","59","0","59","0","59","59","0","59","620240059","10","59","1","59","1"
"2608","30199","60","81","60","60","60","30","202400","60","0","0","1","0","60","60","0","131","0","0","60","200000001","10","0","60","60","60","0","60","0","60","60","0","60","620240060","10","60","1","60","1"
"2843","31762","61","93","61","61","61","30","202400","61","0","0","1","0","61","61","0","148","0","0","61","200000001","10","0","61","61","61","0","61","0","61","61","0","61","620240061","10","61","1","61","1"
"2948","32465","62","94","62","62","62","30","202400","62","0","0","1","0","62","62","0","149","0","0","62","200000001","10","0","62","62","62","0","62","0","62","62","0","62","620240062","10","62","1","62","1"
"3054","33168","63","96","63","63","63","30","202400","63","0","0","1","0","63","63","0","150","0","0","63","200000001","10","0","63","63","63","0","63","0","63","63","0","63","620240063","10","63","1","63","1"
"3159","33871","64","97","64","64","64","30","202400","64","0","0","1","0","64","64","0","152","0","0","64","200000001","10","0","64","64","64","0","64","0","64","64","0","64","620240064","10","64","1","64","1"
"3265","34574","65","98","65","65","65","30","202400","65","0","0","1","0","65","65","0","153","0","0","65","200000001","10","0","65","65","65","0","65","0","65","65","0","65","620240065","10","65","1","65","1"
"3370","35277","66","99","66","66","66","30","202400","66","0","0","1","0","66","66","0","154","0","0","66","200000001","10","0","66","66","66","0","66","0","66","66","0","66","620240066","10","66","1","66","1"
"3476","35981","67","101","67","67","67","30","202400","67","0","0","1","0","67","67","0","155","0","0","67","200000001","10","0","67","67","67","0","67","0","67","67","0","67","620240067","10","67","1","67","1"
"3581","36684","68","102","68","68","68","30","202400","68","0","0","1","0","68","68","0","156","0","0","68","200000001","10","0","68","68","68","0","68","0","68","68","0","68","620240068","10","68","1","68","1"
"3686","37387","69","103","69","69","69","30","202400","69","0","0","1","0","69","69","0","158","0","0","69","200000001","10","0","69","69","69","0","69","0","69","69","0","69","620240069","10","69","1","69","1"
"3792","38090","70","105","70","70","70","30","202400","70","0","0","1","0","70","70","0","159","0","0","70","200000001","10","0","70","70","70","0","70","0","70","70","0","70","620240070","10","70","1","70","1"
"3897","38793","71","106","71","71","71","30","202400","71","0","0","1","0","71","71","0","160","0","0","71","200000001","10","0","71","71","71","0","71","0","71","71","0","71","620240071","10","71","1","71","1"
"0","119","1","6","1","1","1","30","202500","1","0","0","1","0","1","1","0","6","0","83","1","200000001","10","0","1","1","1","0","1","0","1","1","0","1","620250001","10","1","1","1","1"
"0","144","2","6","2","2","2","30","202500","2","0","0","1","0","2","2","0","7","0","86","2","200000001","10","0","2","2","2","0","2","0","2","2","0","2","620250002","10","2","1","2","1"
"0","220","3","7","3","3","3","30","202500","3","0","0","1","0","3","3","0","7","0","90","3","200000001","10","0","3","3","3","0","3","0","3","3","0","3","620250003","10","3","1","3","1"
"0","266","4","8","4","4","4","30","202500","4","0","0","1","0","4","4","0","8","0","94","4","200000001","10","0","4","4","4","0","4","0","4","4","0","4","620250004","10","4","1","4","1"
"0","406","5","9","5","5","5","30","202500","5","0","0","1","0","5","5","0","8","0","98","5","200000001","10","0","5","5","5","0","5","0","5","5","0","5","620250005","10","5","1","5","1"
"0","490","6","10","6","6","6","30","202500","6","0","0","1","0","6","6","0","9","0","102","6","200000001","10","0","6","6","6","0","6","0","6","6","0","6","620250006","10","6","1","6","1"
"0","749","7","11","7","7","7","30","202500","7","0","0","1","0","7","7","0","9","0","106","7","200000001","10","0","7","7","7","0","7","0","7","7","0","7","620250007","10","7","1","7","1"
"0","904","8","13","8","8","8","30","202500","8","0","0","1","0","8","8","0","11","0","111","8","200000001","10","0","8","8","8","0","8","0","8","8","0","8","620250008","10","8","1","8","1"
"0","935","9","14","9","9","9","30","202500","9","0","0","1","0","9","9","0","11","0","120","9","200000001","10","0","9","9","9","0","9","0","9","9","0","9","620250009","10","9","1","9","1"
"0","965","10","14","10","10","10","30","202500","10","0","0","1","0","10","10","0","11","0","129","10","200000001","10","0","10","10","10","0","10","0","10","10","0","10","620250010","10","10","1","10","1"
"0","965","11","14","11","11","11","30","202500","11","0","0","1","0","11","11","0","11","0","129","11","200000001","10","0","11","11","11","0","11","0","11","11","0","11","620250011","10","11","1","11","1"
"0","983","12","15","12","12","12","30","202500","12","0","0","1","0","12","12","0","12","0","139","12","200000001","10","0","12","12","12","0","12","0","12","12","0","12","620250012","10","12","1","12","1"
"0","1001","13","21","13","13","13","30","202500","13","0","0","1","0","13","13","0","16","0","153","13","200000001","10","0","13","13","13","0","13","0","13","13","0","13","620250013","10","13","1","13","1"
"0","1001","14","21","14","14","14","30","202500","14","0","0","1","0","14","14","0","16","0","153","14","200000001","10","0","14","14","14","0","14","0","14","14","0","14","620250014","10","14","1","14","1"
"0","1105","15","23","15","15","15","30","202500","15","0","0","1","0","15","15","0","17","0","166","15","200000001","10","0","15","15","15","0","15","0","15","15","0","15","620250015","10","15","1","15","1"
"0","1329","16","23","16","16","16","30","202500","16","0","0","1","0","16","16","0","17","0","193","16","200000001","10","0","16","16","16","0","16","0","16","16","0","16","620250016","10","16","1","16","1"
"0","1658","17","23","17","17","17","30","202500","17","0","0","1","0","17","17","0","17","0","233","17","200000001","10","0","17","17","17","0","17","0","17","17","0","17","620250017","10","17","1","17","1"
"0","1727","18","24","18","18","18","30","202500","18","0","0","1","0","18","18","0","18","0","266","18","200000001","10","0","18","18","18","0","18","0","18","18","0","18","620250018","10","18","1","18","1"
"0","2124","19","24","19","19","19","30","202500","19","0","0","1","0","19","19","0","18","0","339","19","200000001","10","0","19","19","19","0","19","0","19","19","0","19","620250019","10","19","1","19","1"
"0","2250","20","25","20","20","20","30","202500","20","0","0","1","0","20","20","0","18","0","344","20","200000001","10","0","20","20","20","0","20","0","20","20","0","20","620250020","10","20","1","20","1"
"0","2358","21","25","21","21","21","30","202500","21","0","0","1","0","21","21","0","18","0","346","21","200000001","10","0","21","21","21","0","21","0","21","21","0","21","620250021","10","21","1","21","1"
