cc31c8879816231da2a5b2724c2b47c01ba0b3ecab0bb92d273d4f60eba7320b,2ddebeb433969e76e955048d064c8edab2d7d4053b9bc26dc5194087a7ccf59f,90e13a6881e94587d6be9d373f553507cb8e9172a766b5f33349fe1679d783e0,c282337cce4a2d63a0b98e5ebca8071845c4b3ba1be6fa018e5a5aa6b2dd6a22,68f48daa4c902cb5fe17496dd37602f65b01e779b374e0de70af5c6995aa9e4b
"1","71102010","2","22002","10102022"
"30","71102011","8","91002","10102023"
"1","71102011","2","22002","10102024"
"30","71102012","8","91002","10102025"
"1","71102012","2","22002","10102026"
"30","71102013","8","91002","10102027"
"1","71102013","2","22002","10102028"
"30","71102014","8","91002","10102029"
"1","71102014","2","22002","10102030"
"30","71102015","8","91002","10102031"
"1","71102015","2","22002","10102032"
"60","71102016","8","91002","10102033"
"2","71102016","2","22002","10102034"
"60","71102017","8","91002","10102035"
"2","71102017","2","22002","10102036"
"60","71102018","8","91002","10102037"
"2","71102018","2","22002","10102038"
"60","71102019","8","91002","10102039"
"2","71102019","2","22002","10102040"
"60","71102020","8","91002","10102041"
"2","71102020","2","22002","10102042"
"50000","71102021","12","94002","10102043"
"100000","71102022","12","94002","10102044"
"150000","71102023","12","94002","10102045"
"200000","71102024","12","94002","10102046"
"250000","71102025","12","94002","10102047"
"50","71102026","8","91002","10102048"
"1","71102027","2","31235","10102049"
"1","71102028","2","31235","10102050"
"2","71102029","2","31235","10102051"
"2","71102030","2","31235","10102052"
"4","71102031","2","31235","10102053"
"1","71102032","1","123501","10102054"
"10","71102034","2","31235","10102055"
"100","81102001","2","61012","10102056"
"30000","81102001","12","94002","10102057"
"100","81102002","2","61012","10102058"
"30000","81102002","12","94002","10102059"
"2","81102003","2","31235","10102060"
"30","81102003","8","91002","10102061"
"2","81102004","2","31235","10102062"
"30","81102004","8","91002","10102063"
"100","81102005","2","61012","10102064"
"30000","81102005","12","94002","10102065"
"100","81102006","2","61012","10102066"
"30000","81102006","12","94002","10102067"
"2","81102007","2","31235","10102068"
"30","81102007","8","91002","10102069"
"100","81102008","8","91002","10102070"
"5","61103001","2","61022","10103001"
"5","61103002","2","61022","10103002"
"30","71103001","8","91002","10103003"
"1","71103001","2","22002","10103004"
"30","71103002","8","91002","10103005"
"1","71103002","2","22002","10103006"
"30","71103003","8","91002","10103007"
"1","71103003","2","22002","10103008"
"30","71103004","8","91002","10103009"
"1","71103004","2","22002","10103010"
"30","71103005","8","91002","10103011"
"1","71103005","2","22002","10103012"
"30","71103006","8","91002","10103013"
"1","71103006","2","22002","10103014"
"30","71103007","8","91002","10103015"
"1","71103007","2","22002","10103016"
"30","71103008","8","91002","10103017"
"1","71103008","2","22002","10103018"
"30","71103009","8","91002","10103019"
"1","71103009","2","22002","10103020"
"30","71103010","8","91002","10103021"
"1","71103010","2","22002","10103022"
"30","71103011","8","91002","10103023"
"1","71103011","2","22002","10103024"
"30","71103012","8","91002","10103025"
"1","71103012","2","22002","10103026"
"30","71103013","8","91002","10103027"
"1","71103013","2","22002","10103028"
"30","71103014","8","91002","10103029"
"1","71103014","2","22002","10103030"
"30","71103015","8","91002","10103031"
"1","71103015","2","22002","10103032"
"60","71103016","8","91002","10103033"
"2","71103016","2","22002","10103034"
"60","71103017","8","91002","10103035"
"2","71103017","2","22002","10103036"
"60","71103018","8","91002","10103037"
"2","71103018","2","22002","10103038"
"60","71103019","8","91002","10103039"
"2","71103019","2","22002","10103040"
"60","71103020","8","91002","10103041"
"2","71103020","2","22002","10103042"
"50000","71103021","12","94002","10103043"
"100000","71103022","12","94002","10103044"
"150000","71103023","12","94002","10103045"
"200000","71103024","12","94002","10103046"
"250000","71103025","12","94002","10103047"
"50","71103026","8","91002","10103048"
"1","71103027","2","31178","10103049"
"1","71103028","2","31178","10103050"
"1","71103029","2","31178","10103051"
"1","71103030","2","31178","10103052"
"1","71103031","2","31178","10103053"
"1","71103032","1","117801","10103054"
"4","71103033","2","31178","10103055"
"1","81103001","2","31178","10103056"
"25","81103001","8","91002","10103057"
"50","81103002","2","61022","10103058"
"30000","81103002","12","94002","10103059"
"50","81103003","2","61022","10103060"
"30000","81103003","12","94002","10103061"
"1","81103004","2","31178","10103062"
"25","81103004","8","91002","10103063"
"50","81103005","2","61022","10103064"
"30000","81103005","12","94002","10103065"
"50","81103006","2","61022","10103066"
"30000","81103006","12","94002","10103067"
"1","81103007","2","31178","10103068"
"25","81103007","8","91002","10103069"
"50","81103008","8","91002","10103070"
"5","61104001","2","61032","10104001"
"5","61104002","2","61032","10104002"
"30","71104001","8","91002","10104003"
"1","71104001","2","22002","10104004"
"30","71104002","8","91002","10104005"
"1","71104002","2","22002","10104006"
"30","71104003","8","91002","10104007"
"1","71104003","2","22002","10104008"
"30","71104004","8","91002","10104009"
"1","71104004","2","22002","10104010"
"30","71104005","8","91002","10104011"
"1","71104005","2","22002","10104012"
"30","71104006","8","91002","10104013"
"1","71104006","2","22002","10104014"
"30","71104007","8","91002","10104015"
"1","71104007","2","22002","10104016"
"30","71104008","8","91002","10104017"
"1","71104008","2","22002","10104018"
"30","71104009","8","91002","10104019"
"1","71104009","2","22002","10104020"
"30","71104010","8","91002","10104021"
"1","71104010","2","22002","10104022"
"30","71104011","8","91002","10104023"
"1","71104011","2","22002","10104024"
"30","71104012","8","91002","10104025"
"1","71104012","2","22002","10104026"
"30","71104013","8","91002","10104027"
"1","71104013","2","22002","10104028"
"30","71104014","8","91002","10104029"
"1","71104014","2","22002","10104030"
"30","71104015","8","91002","10104031"
"1","71104015","2","22002","10104032"
"60","71104016","8","91002","10104033"
"2","71104016","2","22002","10104034"
"60","71104017","8","91002","10104035"
"2","71104017","2","22002","10104036"
"60","71104018","8","91002","10104037"
"2","71104018","2","22002","10104038"
"60","71104019","8","91002","10104039"
"2","71104019","2","22002","10104040"
"60","71104020","8","91002","10104041"
"2","71104020","2","22002","10104042"
"50000","71104021","12","94002","10104043"
"100000","71104022","12","94002","10104044"
"150000","71104023","12","94002","10104045"
"200000","71104024","12","94002","10104046"
"250000","71104025","12","94002","10104047"
"50","71104026","8","91002","10104048"
"1","71104027","2","31037","10104049"
"1","71104028","2","31037","10104050"
"2","71104029","2","31037","10104051"
"2","71104030","2","31037","10104052"
"4","71104031","2","31037","10104053"
"10","71104033","2","31037","10104055"
"2","81104001","2","31037","10104056"
"30","81104001","8","91002","10104057"
"100","81104002","2","61032","10104058"
"30000","81104002","12","94002","10104059"
"100","81104003","2","61032","10104060"
"30000","81104003","12","94002","10104061"
"2","81104004","2","31037","10104062"
"30","81104004","8","91002","10104063"
"100","81104005","2","61032","10104064"
"30000","81104005","12","94002","10104065"
"100","81104006","2","61032","10104066"
"30000","81104006","12","94002","10104067"
"2","81104007","2","31037","10104068"
"30","81104007","8","91002","10104069"
"100","81104008","8","91002","10104070"
"5","61105001","2","61042","10105001"
"5","61105002","2","61042","10105002"
"30","71105001","8","91002","10105003"
"1","71105001","2","22002","10105004"
"30","71105002","8","91002","10105005"
"1","71105002","2","22002","10105006"
"30","71105003","8","91002","10105007"
"1","71105003","2","22002","10105008"
"30","71105004","8","91002","10105009"
"1","71105004","2","22002","10105010"
"30","71105005","8","91002","10105011"
"1","71105005","2","22002","10105012"
"30","71105006","8","91002","10105013"
"1","71105006","2","22002","10105014"
"30","71105007","8","91002","10105015"
"1","71105007","2","22002","10105016"
"30","71105008","8","91002","10105017"
"1","71105008","2","22002","10105018"
"30","71105009","8","91002","10105019"
"1","71105009","2","22002","10105020"
"30","71105010","8","91002","10105021"
"1","71105010","2","22002","10105022"
"30","71105011","8","91002","10105023"
"1","71105011","2","22002","10105024"
"30","71105012","8","91002","10105025"
"1","71105012","2","22002","10105026"
"30","71105013","8","91002","10105027"
"1","71105013","2","22002","10105028"
"30","71105014","8","91002","10105029"
"1","71105014","2","22002","10105030"
"30","71105015","8","91002","10105031"
"1","71105015","2","22002","10105032"
"60","71105016","8","91002","10105033"
"2","71105016","2","22002","10105034"
"60","71105017","8","91002","10105035"
"2","71105017","2","22002","10105036"
"60","71105018","8","91002","10105037"
"2","71105018","2","22002","10105038"
"60","71105019","8","91002","10105039"
"2","71105019","2","22002","10105040"
"60","71105020","8","91002","10105041"
"2","71105020","2","22002","10105042"
"50000","71105021","12","94002","10105043"
"100000","71105022","12","94002","10105044"
"150000","71105023","12","94002","10105045"
"200000","71105024","12","94002","10105046"
"250000","71105025","12","94002","10105047"
"50","71105026","8","91002","10105048"
"1","71105027","2","31053","10105049"
"1","71105028","2","31053","10105050"
"1","71105029","2","31053","10105051"
"1","71105030","2","31053","10105052"
"1","71105031","2","31053","10105053"
"4","71105032","2","31053","10105054"
"50","81105001","2","61042","10105055"
"30000","81105001","12","94002","10105056"
"50","81105002","2","61042","10105057"
"30000","81105002","12","94002","10105058"
"1","81105003","2","31053","10105059"
"25","81105003","8","91002","10105060"
"1","81105004","2","31053","10105061"
"25","81105004","8","91002","10105062"
"50","81105005","2","61042","10105063"
"30000","81105005","12","94002","10105064"
"50","81105006","2","61042","10105065"
"30000","81105006","12","94002","10105066"
"1","81105007","2","31053","10105067"
"25","81105007","8","91002","10105068"
"50","81105008","8","91002","10105069"
"5","61106001","2","61052","10106001"
"5","61106002","2","61052","10106002"
"30","71106001","8","91002","10106003"
"1","71106001","2","22002","10106004"
"30","71106002","8","91002","10106005"
"1","71106002","2","22002","10106006"
"30","71106003","8","91002","10106007"
"1","71106003","2","22002","10106008"
"30","71106004","8","91002","10106009"
"1","71106004","2","22002","10106010"
"30","71106005","8","91002","10106011"
"1","71106005","2","22002","10106012"
"30","71106006","8","91002","10106013"
"1","71106006","2","22002","10106014"
"30","71106007","8","91002","10106015"
"1","71106007","2","22002","10106016"
"30","71106008","8","91002","10106017"
"1","71106008","2","22002","10106018"
"30","71106009","8","91002","10106019"
"1","71106009","2","22002","10106020"
"30","71106010","8","91002","10106021"
"1","71106010","2","22002","10106022"
"30","71106011","8","91002","10106023"
"1","71106011","2","22002","10106024"
"30","71106012","8","91002","10106025"
"1","71106012","2","22002","10106026"
"30","71106013","8","91002","10106027"
"1","71106013","2","22002","10106028"
"30","71106014","8","91002","10106029"
"1","71106014","2","22002","10106030"
"30","71106015","8","91002","10106031"
"1","71106015","2","22002","10106032"
"60","71106016","8","91002","10106033"
"2","71106016","2","22002","10106034"
"60","71106017","8","91002","10106035"
"2","71106017","2","22002","10106036"
"60","71106018","8","91002","10106037"
"2","71106018","2","22002","10106038"
"60","71106019","8","91002","10106039"
"2","71106019","2","22002","10106040"
"60","71106020","8","91002","10106041"
"2","71106020","2","22002","10106042"
"50000","71106021","12","94002","10106043"
"100000","71106022","12","94002","10106044"
"150000","71106023","12","94002","10106045"
"200000","71106024","12","94002","10106046"
"250000","71106025","12","94002","10106047"
"50","71106026","8","91002","10106048"
"1","71106027","2","31241","10106049"
"1","71106028","2","31241","10106050"
"2","71106029","2","31241","10106051"
"2","71106030","2","31241","10106052"
"4","71106031","2","31241","10106053"
"1","71106032","1","124101","10106054"
"10","71106033","2","31241","10106055"
"2","81106001","2","31241","10106056"
"30","81106001","8","91002","10106057"
"100","81106002","2","61052","10106058"
"30000","81106002","12","94002","10106059"
"100","81106003","2","61052","10106060"
"30000","81106003","12","94002","10106061"
"2","81106004","2","31241","10106062"
"30","81106004","8","91002","10106063"
"100","81106005","2","61052","10106064"
"30000","81106005","12","94002","10106065"
"100","81106006","2","61052","10106066"
"30000","81106006","12","94002","10106067"
"2","81106007","2","31241","10106068"
"30","81106007","8","91002","10106069"
"100","81106008","8","91002","10106070"
"5","61107001","2","61062","10107001"
"5","61107002","2","61062","10107002"
"30","71107001","8","91002","10107003"
"1","71107001","2","22002","10107004"
"30","71107002","8","91002","10107005"
"1","71107002","2","22002","10107006"
"30","71107003","8","91002","10107007"
"1","71107003","2","22002","10107008"
"30","71107004","8","91002","10107009"
"1","71107004","2","22002","10107010"
"30","71107005","8","91002","10107011"
"1","71107005","2","22002","10107012"
"30","71107006","8","91002","10107013"
"1","71107006","2","22002","10107014"
"30","71107007","8","91002","10107015"
"1","71107007","2","22002","10107016"
"30","71107008","8","91002","10107017"
"1","71107008","2","22002","10107018"
"30","71107009","8","91002","10107019"
"1","71107009","2","22002","10107020"
"30","71107010","8","91002","10107021"
"1","71107010","2","22002","10107022"
"30","71107011","8","91002","10107023"
"1","71107011","2","22002","10107024"
"30","71107012","8","91002","10107025"
"1","71107012","2","22002","10107026"
"30","71107013","8","91002","10107027"
"1","71107013","2","22002","10107028"
"30","71107014","8","91002","10107029"
"1","71107014","2","22002","10107030"
"30","71107015","8","91002","10107031"
"1","71107015","2","22002","10107032"
"60","71107016","8","91002","10107033"
"2","71107016","2","22002","10107034"
"60","71107017","8","91002","10107035"
"2","71107017","2","22002","10107036"
"60","71107018","8","91002","10107037"
"2","71107018","2","22002","10107038"
"60","71107019","8","91002","10107039"
"2","71107019","2","22002","10107040"
"60","71107020","8","91002","10107041"
"2","71107020","2","22002","10107042"
"50000","71107021","12","94002","10107043"
"100000","71107022","12","94002","10107044"
"150000","71107023","12","94002","10107045"
"200000","71107024","12","94002","10107046"
"250000","71107025","12","94002","10107047"
"50","71107026","8","91002","10107048"
"1","71107027","2","31192","10107049"
"1","71107028","2","31192","10107050"
"1","71107029","2","31192","10107051"
"1","71107030","2","31192","10107052"
"1","71107031","2","31192","10107053"
"1","71107032","1","119201","10107054"
"4","71107033","2","31192","10107055"
"1","81107001","2","31192","10107056"
"25","81107001","8","91002","10107057"
"50","81107002","2","61062","10107058"
"30000","81107002","12","94002","10107059"
"50","81107003","2","61062","10107060"
"30000","81107003","12","94002","10107061"
"1","81107004","2","31192","10107062"
"25","81107004","8","91002","10107063"
"50","81107005","2","61062","10107064"
"30000","81107005","12","94002","10107065"
"50","81107006","2","61062","10107066"
"30000","81107006","12","94002","10107067"
"1","81107007","2","31192","10107068"
"25","81107007","8","91002","10107069"
"50","81107008","8","91002","10107070"
"5","61108001","2","61072","10108001"
"5","61108002","2","61072","10108002"
"30","71108001","8","91002","10108003"
"1","71108001","2","22002","10108004"
"30","71108002","8","91002","10108005"
"1","71108002","2","22002","10108006"
"30","71108003","8","91002","10108007"
"1","71108003","2","22002","10108008"
"30","71108004","8","91002","10108009"
"1","71108004","2","22002","10108010"
"30","71108005","8","91002","10108011"
"1","71108005","2","22002","10108012"
"30","71108006","8","91002","10108013"
"1","71108006","2","22002","10108014"
"30","71108007","8","91002","10108015"
"1","71108007","2","22002","10108016"
"30","71108008","8","91002","10108017"
"1","71108008","2","22002","10108018"
"30","71108009","8","91002","10108019"
"1","71108009","2","22002","10108020"
"30","71108010","8","91002","10108021"
"1","71108010","2","22002","10108022"
"30","71108011","8","91002","10108023"
"1","71108011","2","22002","10108024"
"30","71108012","8","91002","10108025"
"1","71108012","2","22002","10108026"
"30","71108013","8","91002","10108027"
"1","71108013","2","22002","10108028"
"30","71108014","8","91002","10108029"
"1","71108014","2","22002","10108030"
"30","71108015","8","91002","10108031"
"1","71108015","2","22002","10108032"
"60","71108016","8","91002","10108033"
"2","71108016","2","22002","10108034"
"60","71108017","8","91002","10108035"
"2","71108017","2","22002","10108036"
"60","71108018","8","91002","10108037"
"2","71108018","2","22002","10108038"
"60","71108019","8","91002","10108039"
"2","71108019","2","22002","10108040"
"60","71108020","8","91002","10108041"
"2","71108020","2","22002","10108042"
"50000","71108021","12","94002","10108043"
"100000","71108022","12","94002","10108044"
"150000","71108023","12","94002","10108045"
"200000","71108024","12","94002","10108046"
"250000","71108025","12","94002","10108047"
"50","71108026","8","91002","10108048"
"1","71108027","2","31247","10108049"
"1","71108028","2","31247","10108050"
"2","71108029","2","31247","10108051"
"2","71108030","2","31247","10108052"
"4","71108031","2","31247","10108053"
"1","71108032","1","124701","10108054"
"10","71108033","2","31247","10108055"
"65","81108001","2","61072","10108056"
"20000","81108001","12","94002","10108057"
"65","81108002","2","61072","10108058"
"20000","81108002","12","94002","10108059"
"2","81108003","2","31247","10108060"
"30","81108003","8","91002","10108061"
"65","81108004","2","61072","10108062"
"20000","81108004","12","94002","10108063"
"65","81108005","2","61072","10108064"
"20000","81108005","12","94002","10108065"
"2","81108006","2","31247","10108066"
"30","81108006","8","91002","10108067"
"70","81108007","2","61072","10108068"
"20000","81108007","12","94002","10108069"
"70","81108008","2","61072","10108070"
"20000","81108008","12","94002","10108071"
"2","81108009","2","31247","10108072"
"30","81108009","8","91002","10108073"
"100","81108010","8","91002","10108074"
"5","61109001","2","61082","10109001"
"5","61109002","2","61082","10109002"
"30","71109001","8","91002","10109003"
"1","71109001","2","22002","10109004"
"30","71109002","8","91002","10109005"
"1","71109002","2","22002","10109006"
"30","71109003","8","91002","10109007"
"1","71109003","2","22002","10109008"
"30","71109004","8","91002","10109009"
"1","71109004","2","22002","10109010"
"30","71109005","8","91002","10109011"
"1","71109005","2","22002","10109012"
"30","71109006","8","91002","10109013"
"1","71109006","2","22002","10109014"
"30","71109007","8","91002","10109015"
"1","71109007","2","22002","10109016"
"30","71109008","8","91002","10109017"
"1","71109008","2","22002","10109018"
"30","71109009","8","91002","10109019"
"1","71109009","2","22002","10109020"
"30","71109010","8","91002","10109021"
"1","71109010","2","22002","10109022"
"30","71109011","8","91002","10109023"
"1","71109011","2","22002","10109024"
"30","71109012","8","91002","10109025"
"1","71109012","2","22002","10109026"
"30","71109013","8","91002","10109027"
"1","71109013","2","22002","10109028"
"30","71109014","8","91002","10109029"
"1","71109014","2","22002","10109030"
"30","71109015","8","91002","10109031"
"1","71109015","2","22002","10109032"
"60","71109016","8","91002","10109033"
"2","71109016","2","22002","10109034"
"60","71109017","8","91002","10109035"
"2","71109017","2","22002","10109036"
"60","71109018","8","91002","10109037"
"2","71109018","2","22002","10109038"
"60","71109019","8","91002","10109039"
"2","71109019","2","22002","10109040"
"60","71109020","8","91002","10109041"
"2","71109020","2","22002","10109042"
"50000","71109021","12","94002","10109043"
"100000","71109022","12","94002","10109044"
"150000","71109023","12","94002","10109045"
"200000","71109024","12","94002","10109046"
"250000","71109025","12","94002","10109047"
"50","71109026","8","91002","10109048"
"1","71109027","2","31208","10109049"
"1","71109028","2","31208","10109050"
"1","71109029","2","31208","10109051"
"1","71109030","2","31208","10109052"
"1","71109031","2","31208","10109053"
"1","71109032","1","120801","10109054"
"4","71109033","2","31208","10109055"
"1","81109001","2","31208","10109056"
"25","81109001","8","91002","10109057"
"50","81109002","2","61082","10109058"
"30000","81109002","12","94002","10109059"
"50","81109003","2","61082","10109060"
"30000","81109003","12","94002","10109061"
"1","81109004","2","31208","10109062"
"25","81109004","8","91002","10109063"
"50","81109005","2","61082","10109064"
"30000","81109005","12","94002","10109065"
"50","81109006","2","61082","10109066"
"30000","81109006","12","94002","10109067"
"1","81109007","2","31208","10109068"
"25","81109007","8","91002","10109069"
"50","81109008","8","91002","10109070"
"5","61110001","2","61092","10110001"
"5","61110002","2","61092","10110002"
"30","71110001","8","91002","10110003"
"1","71110001","2","22002","10110004"
"30","71110002","8","91002","10110005"
"1","71110002","2","22002","10110006"
"30","71110003","8","91002","10110007"
"1","71110003","2","22002","10110008"
"30","71110004","8","91002","10110009"
"1","71110004","2","22002","10110010"
"30","71110005","8","91002","10110011"
"1","71110005","2","22002","10110012"
"30","71110006","8","91002","10110013"
"1","71110006","2","22002","10110014"
"30","71110007","8","91002","10110015"
"1","71110007","2","22002","10110016"
"30","71110008","8","91002","10110017"
"1","71110008","2","22002","10110018"
"30","71110009","8","91002","10110019"
"1","71110009","2","22002","10110020"
"30","71110010","8","91002","10110021"
"1","71110010","2","22002","10110022"
"30","71110011","8","91002","10110023"
"1","71110011","2","22002","10110024"
"30","71110012","8","91002","10110025"
"1","71110012","2","22002","10110026"
"30","71110013","8","91002","10110027"
"1","71110013","2","22002","10110028"
"30","71110014","8","91002","10110029"
"1","71110014","2","22002","10110030"
"30","71110015","8","91002","10110031"
"1","71110015","2","22002","10110032"
"60","71110016","8","91002","10110033"
"2","71110016","2","22002","10110034"
"60","71110017","8","91002","10110035"
"2","71110017","2","22002","10110036"
"60","71110018","8","91002","10110037"
"2","71110018","2","22002","10110038"
"60","71110019","8","91002","10110039"
"2","71110019","2","22002","10110040"
"60","71110020","8","91002","10110041"
"2","71110020","2","22002","10110042"
"50000","71110021","12","94002","10110043"
"100000","71110022","12","94002","10110044"
"150000","71110023","12","94002","10110045"
"200000","71110024","12","94002","10110046"
"250000","71110025","12","94002","10110047"
"50","71110026","8","91002","10110048"
"1","71110027","2","31249","10110049"
"1","71110028","2","31249","10110050"
"2","71110029","2","31249","10110051"
"2","71110030","2","31249","10110052"
"4","71110031","2","31249","10110053"
"1","71110032","1","124901","10110054"
"10","71110033","2","31249","10110055"
"100","81110001","2","61092","10110056"
"30000","81110001","12","94002","10110057"
"100","81110002","2","61092","10110058"
"30000","81110002","12","94002","10110059"
"2","81110003","2","31249","10110060"
"30","81110003","8","91002","10110061"
"2","81110004","2","31249","10110062"
"30","81110004","8","91002","10110063"
"100","81110005","2","61092","10110064"
"30000","81110005","12","94002","10110065"
"100","81110006","2","61092","10110066"
"30000","81110006","12","94002","10110067"
"2","81110007","2","31249","10110068"
"30","81110007","8","91002","10110069"
"100","81110008","8","91002","10110070"
"5","61111001","2","61102","10111001"
"5","61111002","2","61102","10111002"
"30","71111001","8","91002","10111003"
"1","71111001","2","22002","10111004"
"30","71111002","8","91002","10111005"
"1","71111002","2","22002","10111006"
"30","71111003","8","91002","10111007"
"1","71111003","2","22002","10111008"
"30","71111004","8","91002","10111009"
"1","71111004","2","22002","10111010"
"30","71111005","8","91002","10111011"
"1","71111005","2","22002","10111012"
"30","71111006","8","91002","10111013"
"1","71111006","2","22002","10111014"
"30","71111007","8","91002","10111015"
"1","71111007","2","22002","10111016"
"30","71111008","8","91002","10111017"
"1","71111008","2","22002","10111018"
"30","71111009","8","91002","10111019"
"1","71111009","2","22002","10111020"
"30","71111010","8","91002","10111021"
"1","71111010","2","22002","10111022"
"30","71111011","8","91002","10111023"
"1","71111011","2","22002","10111024"
"30","71111012","8","91002","10111025"
"1","71111012","2","22002","10111026"
"30","71111013","8","91002","10111027"
"1","71111013","2","22002","10111028"
"30","71111014","8","91002","10111029"
"1","71111014","2","22002","10111030"
"30","71111015","8","91002","10111031"
"1","71111015","2","22002","10111032"
"60","71111016","8","91002","10111033"
"2","71111016","2","22002","10111034"
"60","71111017","8","91002","10111035"
"2","71111017","2","22002","10111036"
"60","71111018","8","91002","10111037"
"2","71111018","2","22002","10111038"
"60","71111019","8","91002","10111039"
"2","71111019","2","22002","10111040"
"60","71111020","8","91002","10111041"
"2","71111020","2","22002","10111042"
"50000","71111021","12","94002","10111043"
"100000","71111022","12","94002","10111044"
"150000","71111023","12","94002","10111045"
"200000","71111024","12","94002","10111046"
"250000","71111025","12","94002","10111047"
"50","71111026","8","91002","10111048"
"1","71111027","2","31249","10111049"
"1","71111028","2","31249","10111050"
"2","71111029","2","31249","10111051"
"2","71111030","2","31249","10111052"
"4","71111031","2","31249","10111053"
"10","71111032","2","31249","10111054"
"100","81111001","2","61102","10111055"
"30000","81111001","12","94002","10111056"
"100","81111002","2","61102","10111057"
"30000","81111002","12","94002","10111058"
"2","81111003","2","31249","10111059"
"30","81111003","8","91002","10111060"
"2","81111004","2","31249","10111061"
"30","81111004","8","91002","10111062"
"100","81111005","2","61102","10111063"
"30000","81111005","12","94002","10111064"
"100","81111006","2","61102","10111065"
"30000","81111006","12","94002","10111066"
"2","81111007","2","31249","10111067"
"30","81111007","8","91002","10111068"
"100","81111008","8","91002","10111069"
"5","61112001","2","61112","10112001"
"5","61112002","2","61112","10112002"
"30","71112001","8","91002","10112003"
"1","71112001","2","22002","10112004"
"30","71112002","8","91002","10112005"
"1","71112002","2","22002","10112006"
"30","71112003","8","91002","10112007"
"1","71112003","2","22002","10112008"
"30","71112004","8","91002","10112009"
"1","71112004","2","22002","10112010"
"30","71112005","8","91002","10112011"
"1","71112005","2","22002","10112012"
"30","71112006","8","91002","10112013"
"1","71112006","2","22002","10112014"
"30","71112007","8","91002","10112015"
"1","71112007","2","22002","10112016"
"30","71112008","8","91002","10112017"
"1","71112008","2","22002","10112018"
"30","71112009","8","91002","10112019"
"1","71112009","2","22002","10112020"
"30","71112010","8","91002","10112021"
"1","71112010","2","22002","10112022"
"30","71112011","8","91002","10112023"
"1","71112011","2","22002","10112024"
"30","71112012","8","91002","10112025"
"1","71112012","2","22002","10112026"
"30","71112013","8","91002","10112027"
"1","71112013","2","22002","10112028"
"30","71112014","8","91002","10112029"
"1","71112014","2","22002","10112030"
"30","71112015","8","91002","10112031"
"1","71112015","2","22002","10112032"
"60","71112016","8","91002","10112033"
"2","71112016","2","22002","10112034"
"60","71112017","8","91002","10112035"
"2","71112017","2","22002","10112036"
"60","71112018","8","91002","10112037"
"2","71112018","2","22002","10112038"
"60","71112019","8","91002","10112039"
"2","71112019","2","22002","10112040"
"60","71112020","8","91002","10112041"
"2","71112020","2","22002","10112042"
"50000","71112021","12","94002","10112043"
"100000","71112022","12","94002","10112044"
"150000","71112023","12","94002","10112045"
"200000","71112024","12","94002","10112046"
"250000","71112025","12","94002","10112047"
"50","71112026","8","91002","10112048"
"1","71112027","2","31059","10112049"
"1","71112028","2","31059","10112050"
"1","71112029","2","31059","10112051"
"1","71112030","2","31059","10112052"
"1","71112031","2","31059","10112053"
"4","71112032","2","31059","10112054"
"1","81112001","2","31059","10112055"
"25","81112001","8","91002","10112056"
"1","81112002","2","31059","10112057"
"25","81112002","8","91002","10112058"
"100","81112003","2","61112","10112059"
"60000","81112003","12","94002","10112060"
"100","81112004","2","61112","10112061"
"60000","81112004","12","94002","10112062"
"1","81112005","2","31059","10112063"
"25","81112005","8","91002","10112064"
"50","81112006","8","91002","10112065"
"5","61113001","2","61122","10113001"
"5","61113002","2","61122","10113002"
"30","71113001","8","91002","10113003"
"1","71113001","2","22002","10113004"
"30","71113002","8","91002","10113005"
"1","71113002","2","22002","10113006"
"30","71113003","8","91002","10113007"
"1","71113003","2","22002","10113008"
"30","71113004","8","91002","10113009"
"1","71113004","2","22002","10113010"
"30","71113005","8","91002","10113011"
"1","71113005","2","22002","10113012"
"30","71113006","8","91002","10113013"
"1","71113006","2","22002","10113014"
"30","71113007","8","91002","10113015"
"1","71113007","2","22002","10113016"
"30","71113008","8","91002","10113017"
"1","71113008","2","22002","10113018"
"30","71113009","8","91002","10113019"
"1","71113009","2","22002","10113020"
"30","71113010","8","91002","10113021"
"1","71113010","2","22002","10113022"
"30","71113011","8","91002","10113023"
"1","71113011","2","22002","10113024"
"30","71113012","8","91002","10113025"
"1","71113012","2","22002","10113026"
"30","71113013","8","91002","10113027"
"1","71113013","2","22002","10113028"
"30","71113014","8","91002","10113029"
"1","71113014","2","22002","10113030"
"30","71113015","8","91002","10113031"
"1","71113015","2","22002","10113032"
"60","71113016","8","91002","10113033"
"2","71113016","2","22002","10113034"
"60","71113017","8","91002","10113035"
"2","71113017","2","22002","10113036"
"60","71113018","8","91002","10113037"
"2","71113018","2","22002","10113038"
"60","71113019","8","91002","10113039"
"2","71113019","2","22002","10113040"
"60","71113020","8","91002","10113041"
"2","71113020","2","22002","10113042"
"50000","71113021","12","94002","10113043"
"100000","71113022","12","94002","10113044"
"150000","71113023","12","94002","10113045"
"200000","71113024","12","94002","10113046"
"250000","71113025","12","94002","10113047"
"50","71113026","8","91002","10113048"
"2","71113027","2","31212","10113050"
"2","71113028","2","31212","10113051"
"2","71113029","2","31212","10113052"
"2","71113030","2","31212","10113053"
"2","71113031","2","31212","10113054"
"1","71113032","1","121201","10113055"
"4","71113033","2","31212","10113056"
"1","81113001","2","31212","10113057"
"25","81113001","8","91002","10113058"
"50","81113002","2","61122","10113059"
"30000","81113002","12","94002","10113060"
