2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8
"912","0","4","","","93","","19120010","","",""
"912","-350","126911","","","2","-125","19120011","12","","3.67647058823529"
"912","-350","21","","","33","-125","19120012","12","","3.67647058823529"
"912","","19120008","","","91","","19120013","","",""
"912","cmn_float","127111","","","3","1","19120014","","0.1",""
"912","vo_fpc_21200","vo_fpc","","","21","","19120015","","","0"
"912","啊……","127111","0","0.5","11","10","19120016","0","0","1"
"912","0","0.6","","","93","","19120017","","",""
"912","100","122711","","","2","-15","19120018","0","","4.97058823529412"
"912","0","1.5","","","93","","19120019","","",""
"912","","19120016","","","91","","19120020","","",""
"912","","19120011","","","91","","19120021","","",""
"912","cmn_float","126911","","","3","1","19120022","","0.1",""
"912","vo_fpc_21201","vo_fpc","","","21","","19120023","","","0"
"912","啊……","126911","0","0.5","11","10","19120024","0","0","1"
"912","","0","","","91","","19120025","","",""
"912","0","0.5","","","93","","19120026","","",""
"912","","19120018","","","91","","19120027","","",""
"912","12_kyouka_notice","122711","0.1","","3","0","19120028","1","0.1","12_kyouka_notice_loop"
"912","vo_fpc_21202","vo_fpc","","","21","","19120029","","","0"
"912","咦？\n怎、怎麼了嗎？","122711","0","0.5","11","8","19120030","0","0","1"
"912","","0","","","91","","19120031","","",""
"912","0","0.5","","","93","","19120032","","",""
"912","cmn_float","127111","","","3","1","19120033","","0.1",""
"912","vo_fpc_21203","vo_fpc","","","21","","19120034","","","0"
"912","不，那裡……","127111","0","0.5","11","9","19120035","0","0","1"
"912","","0","","","91","","19120036","","",""
"912","0","0.5","","","93","","19120037","","",""
"912","cmn_float","126911","","","3","1","19120038","","0.1",""
"912","vo_fpc_21204","vo_fpc","","","21","","19120039","","","0"
"912","嗯……","126911","0","0.5","11","10","19120040","0","0","1"
"912","","0","","","91","","19120041","","",""
"912","0","0.5","","","93","","19120042","","",""
"912","12_kyouka_turn_in","122711","0.1","","3","0","19120043","1","0.1","12_kyouka_turn_loop"
"912","vo_fpc_21205","vo_fpc","","","21","","19120044","","","0"
"912","什麼？\n看起來什麼都沒有耶……","122711","0","0.5","11","9","19120045","0","0","1"
"912","","0","","","91","","19120046","","",""
"912","0","0.5","","","93","","19120047","","",""
"912","12_cmn_float_smile","127111","","","3","1","19120048","","0.1",""
"912","vo_fpc_21206","vo_fpc","","","21","","19120049","","","0"
"912","呵呵。","127111","0","0.5","11","8","19120050","0","0","1"
"912","","0","","","91","","19120051","","",""
"912","0","0.5","","","93","","19120052","","",""
"912","12_cmn_float_smile","126911","","","3","1","19120053","","0.1",""
"912","vo_fpc_21207","vo_fpc","","","21","","19120054","","","0"
"912","呵呵呵呵……","126911","0","0.5","11","10","19120055","0","0","1"
"912","","0","","","91","","19120056","","",""
"912","0","0.5","","","93","","19120057","","",""
"912","850","127111","","","2","-180","19120058","","","4.29864253393665"
"912","850","11","","","33","-180","19120059","","","4.29864253393665"
"912","850","126911","","","2","-125","19120060","","","5.42986425339367"
"912","850","21","","","33","-125","19120061","","","5.42986425339367"
"912","0","1","","","93","","19120062","","",""
"912","12_kyouka_scare_in","122711","0.1","","3","0","19120063","1","0.1","12_kyouka_scare_loop"
"912","vo_fpc_21208","vo_fpc","","","21","","19120064","","","0"
"912","咿！\n到、到底是怎麼回事啊……","122711","0","0.5","11","9","19120065","0","0","1"
"912","","0","","","91","","19120066","","",""
"912","0","0.5","","","93","","19120067","","",""
"912","12_kyouka_run_in","122711","0.1","","3","0","19120068","1","0.1","12_kyouka_run_loop"
"912","-850","122711","","","2","-15","19120069","","","3.58220211161388"
"912","","19120069","","","91","","19120070","","",""
"913","127011","1","0","13_kuka_bound","1","22","19130001","-180","1.75","-800"
"913","1041","104","","","31","-600","19130002","1","0","-170"
"913","1042","104","","","31","-240","19130003","1","0","-170"
"913","1043","104","","","31","170","19130004","1","0","-170"
"913","1044","104","","","31","560","19130005","1","0","-170"
"913","1003","1003","","","31","-575","19130006","1","0","-85"
"913","se_fpc_water_random","se_10053800","","","23","1","19130007","","",""
"913","0","19130006","","","91","","19130008","","",""
"913","1","1003","","","32","","19130009","","","0"
"913","0","2","","","93","","19130010","","",""
"913","13_kuka_bound","127011","","","3","1","19130011","","0.1",""
"913","800","127011","","","2","-180","19130012","","","2.35294117647059"
"913","0","0.236666666666667","","","93","","19130013","","",""
"913","se_10053800_913_kuka","se_10053800","","","23","0","19130014","","",""
"913","vo_fpc_21300","vo_fpc","","","21","","19130015","","","0"
"913","1","1041","","","32","","19130016","","","0"
"913","0","0.536666666666667","","","93","","19130017","","",""
"913","1","1042","","","32","","19130018","","","0"
"913","0","0.536666666666667","","","93","","19130019","","",""
"913","vo_fpc_21301","vo_fpc","","","21","","19130020","","","0"
"913","1","1043","","","32","","19130021","","","0"
"913","0","0.536666666666667","","","93","","19130022","","",""
"913","1","1044","","","32","","19130023","","","0"
"913","0","2","","","93","","19130024","","",""
"913","","19130012","","","91","","19130025","","",""
"914","110611","1","0","14_maho_idle_loop","1","24","19140001","-185","1.75","-1000"
"914","2","2","0","cmn_boat_idle","5","22","19140002","-185","1.75","-1000"
"914","3","3","0","14_maho_idle_loop","5","23","19140003","-185","1.75","-1000"
"914","110511","1","0","cmn_float","1","25","19140004","-175","1.75","-1220"
"914","110411","1","0","14_makoto_float","1","12","19140005","-125","1.75","-1520"
"914","110611","116","","","31","-1000","19140006","1","1","-185"
"914","41","8","","","31","-1220","19140007","1","1","-175"
"914","120","120","","","31","-50","19140008","1","0","-175"
"914","42","4","","","31","-1520","19140009","1","1","-125"
"914","117","117","","","31","-350","19140010","1","0","-125"
"914","se_fpc_water_random","se_10053800","","","23","1","19140011","","",""
"914","0","19140010","","","91","","19140012","","",""
"914","170","110611","","","2","-185","19140013","12","","8.60294117647059"
"914","170","2","","","2","-185","19140014","12","","8.60294117647059"
"914","170","3","","","2","-185","19140015","12","","8.60294117647059"
"914","170","110611","","","33","-185","19140016","12","","8.60294117647059"
"914","-50","110511","","","2","-175","19140017","12","","8.60294117647059"
"914","-50","41","","","33","-175","19140018","12","","8.60294117647059"
"914","-350","110411","","","2","-125","19140019","12","","8.60294117647059"
"914","-350","42","","","33","-125","19140020","12","","8.60294117647059"
"914","","19140013","","","91","","19140021","","",""
"914","14_maho_point_in","110611","0.1","","3","0","19140022","1","0.3","14_maho_point_loop"
"914","cmn_boat_idle","2","","","3","1","19140023","","0.3",""
"914","14_maho_idle_loop","3","","","3","1","19140024","","0.3",""
"914","vo_fpc_21400","vo_fpc","","","21","","19140025","","","0"
"914","亞瑟、高文、蘭斯洛特，\n嗯，大家都到齊了哪。\n好了，咱們走吧。\n香織，麻煩妳了──","110611","0","0.5","11","7","19140026","0","0","1"
"914","","0","","","91","","19140027","","",""
"914","0","0.5","","","93","","19140028","","",""
"914","14_kaori_handUp_in","110511","0.1","","3","0","19140029","1","0.1","14_kaori_handUp_loop"
"914","vo_fpc_21401","vo_fpc","","","21","","19140030","","","0"
"914","交──給我吧──！\n出發前進──！","110511","0","0.5","11","9","19140031","0","0","1"
"914","","0","","","91","","19140032","","",""
"914","0","0.5","","","93","","19140033","","",""
"914","14_makoto_pazzled","110411","","","3","1","19140034","","0.1",""
"914","vo_fpc_21402","vo_fpc","","","21","","19140035","","","0"
"914","不不，妳等一下。\n要是那麼猛力地推，\n這些傢伙會掉進水裡溼掉的吧？","110411","0","0.5","11","8","19140036","0","0","1"
"914","","0","","","91","","19140037","","",""
"914","0","0.5","","","93","","19140038","","",""
"914","14_maho_smile_in","110611","0.1","","3","0","19140039","1","0.3","14_maho_smile_loop"
"914","cmn_boat_idle","2","","","3","1","19140040","","0.3",""
"914","14_maho_idle_loop","3","","","3","1","19140041","","0.3",""
"914","vo_fpc_21403","vo_fpc","","","21","","19140042","","","0"
"914","呵呵，這些孩子是之前跟我們一起\n來海邊的孩子，所以不怕水哪。\n但要是掉下來也很可憐呀，\n所以能麻煩妳安全駕駛嗎♪","110611","0","0.5","11","8","19140043","0","0","1"
"914","","0","","","91","","19140044","","",""
"914","0","0.5","","","93","","19140045","","",""
"914","vo_fpc_21404","vo_fpc","","","21","","19140046","","","0"
"914","我知道啦──！\n我會用琉球犬肉球安全游法游的──！","110511","0","0.5","11","10","19140047","0","0","1"
"914","","0","","","91","","19140048","","",""
"914","0","0.5","","","93","","19140049","","",""
"914","14_kaori_flutterKick_in","110511","0.1","","3","0","19140050","1","0.1","14_kaori_flutterKick_loop"
"914","0","0.3","","","93","","19140051","","",""
"914","1270","110611","","","2","-185","19140052","","","6.47058823529412"
"914","1270","2","","","2","-185","19140053","","","6.47058823529412"
"914","1270","3","","","2","-185","19140054","","","6.47058823529412"
"914","1270","110611","","","33","-185","19140055","","","6.47058823529412"
"914","0","41","","","32","","19140056","","",""
"914","1","120","","","32","","19140057","","",""
"914","1050","110511","","","2","-175","19140058","","","6.47058823529412"
"914","1050","120","","","33","-175","19140059","","","6.47058823529412"
"914","0","1","","","93","","19140060","","",""
"914","vo_fpc_21405","vo_fpc","","","21","","19140061","","","0"
"914","總～覺得很令人擔心啊……\n沒辦法，我也跟上去吧。\n喂──等我一下啦！","110411","0","0.5","11","8","19140062","0","0","1"
"914","","0","","","91","","19140063","","",""
"914","0","0.5","","","93","","19140064","","",""
"914","14_makoto_dogscratch_in","110411","0.1","","3","0","19140065","1","0.1","cmn_swm_dogscratch"
"914","0","0.3","","","93","","19140066","","",""
"914","0","42","","","32","","19140067","","",""
"914","1","117","","","32","","19140068","","",""
"914","1050","110411","","","2","-125","19140069","","","3.72637742879957"
"914","1050","117","","","33","-125","19140070","","","3.72637742879957"
"914","","19140069","","","91","","19140071","","","s"
"915","110311","1","0","15_saren_idle","1","23","19150001","-180","1.75","-950"
"915","2","2","0","cmn_boat_idle","5","22","19150002","-180","1.75","-950"
"915","107711","1","0","15_suzume_walk_loop","1","12","19150003","-15","1.75","-750"
"915","110311","101","","","31","-950","19150004","1","1","-180"
"915","109","109","","","31","210","19150005","1","0","30"
"915","4","4","","","31","330","19150006","1","0","-125"
"915","se_fpc_water_random","se_10053800","","","23","1","19150007","","",""
"915","49","107711","","","13","","19150008","","",""
"915","0","0","","","91","","19150009","","",""
"915","0","107711","","","2","-15","19150010","","","5.51470588235294"
"915","","19150010","","","91","","19150011","","",""
"915","15_suzume_talk_in","107711","0.1","","3","0","19150012","1","0.1","15_suzume_talk_loop"
"915","vo_fpc_21500","vo_fpc","","","21","","19150013","","","0"
"915","跟大小姐走散了……\n我竟然迷路了，真是個失職的女僕～","107711","0","0.5","11","8","19150014","0","0","1"
"915","1","3.2","","","93","","19150015","","",""
"915","0","1.5","","","93","","19150016","","",""
"915","","19150014","","","91","","19150017","","",""
"915","15_suzume_walk_in","107711","0.1","","3","0","19150018","1","0.1","15_suzume_walk_loop"
"915","-100","110311","","","2","-180","19150019","","","11.9779411764706"
"915","-100","2","","","2","-180","19150020","","","11.9779411764706"
"915","-100","110311","","","33","-180","19150021","","","11.9779411764706"
"915","460","107711","","","2","-15","19150022","","","4.22794117647059"
"915","","19150022","","","91","","19150023","","",""
"915","15_suzume_turn_in","107711","0.1","","3","0","19150024","1","0.1","15_suzume_turn_loop"
"915","0","0.6","","","93","","19150025","","",""
"915","vo_fpc_21501","vo_fpc","","","21","","19150026","","","0"
"915","那是……大小姐～！\n我現在就過去！","107711","0","0.5","11","20","19150027","0","-15","1"
"915","0","1.7","","","93","","19150028","","",""
"915","15_saren_notice_in","110311","0.1","","3","0","19150029","1","0.3","15_saren_notice_loop"
"915","cmn_boat_idle","2","","","3","1","19150030","","0.3",""
"915","0","0.35","","","93","","19150031","","",""
"915","0","1.5","","","93","","19150032","","",""
"915","330","107711","","","2","-15","19150033","","","0.5"
"915","15_suzume_run","107711","0.1","","3","1","19150034","","0.2",""
"915","vo_fpc_21502","vo_fpc","","","21","","19150035","","","0"
"915","鈴莓？\n話說，奔跑很危……","110311","0","-0.5","11","81","19150036","0","0","1"
"915","0","0.5","","","93","","19150037","","",""
"915","15_suzume_fallDown","107711","","","3","0","19150038","","0.1",""
"915","0","1.3","","","93","","19150039","","",""
"915","vo_fpc_21503","vo_fpc","","","21","","19150040","","","0"
"915","呀啊啊啊～！","107711","0","-1.5","11","129","19150041","0","0","1"
"915","15_saren_rise_in","110311","0.1","","3","0","19150042","1","0.1","15_saren_rise_loop"
"915","cmn_boat_idle","2","","","3","1","19150043","","0.1",""
"915","0","0.5","","","93","","19150044","","",""
"915","1","107711","","","6","1","19150045","0","0.1","1"
"915","1","109","","","32","","19150046","","",""
"915","0","1","","","93","","19150047","","",""
"915","330","107711","","","2","-125","19150048","","","0"
"915","1","107711","","","6","1","19150049","1","0.4","1"
"915","15_suzume_drown_in","107711","0.1","","3","0","19150050","1","0.1","15_suzume_drown_loop"
"915","800","107711","","","2","-125","19150051","","","2.76470588235294"
"915","800","4","","","33","-125","19150052","","","2.76470588235294"
"915","","19150019","","","91","","19150053","","",""
"915","900","110311","","","2","-180","19150054","","","7.35294117647059"
"915","900","2","","","2","-180","19150055","","","7.35294117647059"
"915","900","110311","","","33","-180","19150056","","","7.35294117647059"
"915","vo_fpc_21504","vo_fpc","","","21","","19150057","","","0"
"915","鈴、鈴莓？\n鈴莓～！？","110311","0","0.5","11","7","19150058","0","0","1"
"915","","0","","","91","","19150059","","",""
"915","0","1.5","","","93","","19150060","","",""
"915","","19150054","","","91","","19150061","","","s"
"916","113111","1","0","cmn_walk","1","12","19160001","-15","1.4875","-750"
"916","113311","1","0","16_nanaka_run","1","12","19160002","-15","1.4875","750"
"916","117411","1","0","cmn_swm_diving","1","22","19160003","-180","1.75","-850"
"916","117011","1","0","cmn_swm_diving","1","22","19160004","-180","1.75","-2500"
"916","7","7","0","none","5","22","19160005","-180","1.75","50"
"916","11","1","0","cmn_floatRing_pink","5","22","19160006","-180","1.75","-1375"
"916","12","1","0","cmn_float_item_01_Ball","5","12","19160007","-125","1.75","-2500"
"916","11","4","","","31","-1375","19160008","1","1","-180"
"916","12","4","","","31","-2500","19160009","1","1","-125"
"916","91","9","","","31","-850","19160010","1","1","-180"
"916","92","9","","","31","-2500","19160011","1","1","-180"
"916","1015","1015","","","31","-183","19160012","1","0","155"
"916","1013","1013","","","31","50","19160013","1","0","-180"
"916","se_fpc_water_random","se_10053800","","","23","1","19160014","","",""
"916","0","19160013","","","91","","19160015","","",""
"916","2500","117411","","","2","-180","19160016","","","19.7058823529412"
"916","2500","91","","","33","-180","19160017","","","19.7058823529412"
"916","1975","11","","","2","-180","19160018","","","24.6323529411765"
"916","1975","11","","","33","-180","19160019","","","24.6323529411765"
"916","850","117011","","","2","-180","19160020","","","19.7058823529412"
"916","850","92","","","33","-180","19160021","","","19.7058823529412"
"916","850","12","","","2","-125","19160022","","","24.6323529411765"
"916","850","12","","","33","-125","19160023","","","24.6323529411765"
"916","0","3","","","93","","19160024","","",""
"916","-150","113111","","","2","-15","19160025","","","4.41176470588235"
"916","","19160025","","","91","","19160026","","",""
"916","16_ruka_think","113111","","","3","1","19160027","","0.3",""
"916","1","1015","","","32","","19160028","","",""
"916","vo_fpc_21600","vo_fpc","","","21","","19160029","","","0"
"916","0","0.6","","","93","","19160030","","",""
"916","0","1.5","","","93","","19160031","","",""
"916","150","113311","","","2","-15","19160032","","","2.71493212669683"
"916","","19160032","","","91","","19160033","","",""
"916","16_nanaka_idle_loop","113311","","","3","1","19160034","","0.2",""
"916","vo_fpc_21601","vo_fpc","","","21","","19160035","","","0"
"916","流～夏～姐♪\n妳在看什麼呀～？","113311","0","0.5","11","8","19160036","0","0","1"
"916","","0","","","91","","19160037","","",""
"916","0","0.5","","","93","","19160038","","",""
"916","16_ruka_notice_in","113111","0.1","","3","0","19160039","1","0.1","16_ruka_notice_loop"
"916","vo_fpc_21602","vo_fpc","","","21","","19160040","","","0"
"916","嗯？不，我並沒有\n特別在想什麼……","113111","0","0.5","11","7","19160041","0","0","1"
"916","","0","","","91","","19160042","","",""
"916","0","0.5","","","93","","19160043","","",""
"916","16_nanaka_point_in","113311","0.1","","3","0","19160044","1","0.1","16_nanaka_point_loop"
"916","vo_fpc_21603","vo_fpc","","","21","","19160045","","","0"
"916","呵呵呵，流夏姐的想法\n我全都看穿了！","113311","0","0.5","11","7","19160046","0","0","1"
"916","","0","","","91","","19160047","","",""
"916","0","0.5","","","93","","19160048","","",""
"916","vo_fpc_21604","vo_fpc","","","21","","19160049","","","0"
"916","那就是！\n「看啊！人就像魚一樣！」對吧？","113311","0","0.5","11","8","19160050","0","0","1"
"916","","0","","","91","","19160051","","",""
"916","0","0.5","","","93","","19160052","","",""
"916","16_ruka_talk_in","113111","0.1","","3","0","19160053","1","0.1","16_ruka_talk_loop"
"916","vo_fpc_21605","vo_fpc","","","21","","19160054","","","0"
"916","那種事……\n我是稍微想了一下下……","113111","0","0.5","11","7","19160055","0","0","1"
"916","","0","","","91","","19160056","","",""
"916","0","0.5","","","93","","19160057","","",""
"916","16_nanaka_idle_in","113311","0.1","","3","0","19160058","1","0.1","16_nanaka_idle_loop"
"916","vo_fpc_21606","vo_fpc","","","21","","19160059","","","0"
"916","啊哈哈，果然呢～♪","113311","0","0.5","11","7","19160060","0","0","1"
"916","","0","","","91","","19160061","","",""
"916","0","0.5","","","93","","19160062","","",""
"916","16_nanaka_turn","113311","0.1","","3","0","19160063","1","0.1","cmn_run_def_N"
"916","750","113311","","","2","-15","19160064","","","2.71493212669683"
"916","cmn_walk","113111","","","3","1","19160065","","0.1",""
"916","750","113111","","","2","-15","19160066","","","5.29411764705882"
"916","0","1.5","","","93","","19160067","","",""
"916","fish","7","0.1","","3","0","19160068","","","none"
"916","1","1013","","","32","","19160069","","",""
"916","0","3.2","","","93","","19160070","","",""
"916","","19160018","","","91","","19160071","","","s"
"916","","19160064","","","91","","19160072","","","s"
"916","","19160066","","","91","","19160073","","","s"
"917","126711","1","0","17_akino_worry","1","23","19170001","-180","1.75","-950"
"917","3","3","0","empty","5","24","19170002","-180","1.75","-950"
"917","2","2","0","cmn_boat_idle","5","22","19170003","-180","1.75","-950"
"917","110311","1","0","cmn_walk_r","1","12","19170004","-15","1.4875","750"
"917","126711","101","","","31","-950","19170005","1","1","-180"
"917","se_fpc_water_random","se_10053800","","","23","1","19170006","","",""
"917","0","19170005","","","91","","19170007","","",""
"917","0","126711","","","2","-180","19170008","12","","6.98529411764706"
"917","0","3","","","2","-180","19170009","12","","6.98529411764706"
"917","0","2","","","2","-180","19170010","12","","6.98529411764706"
"917","0","126711","","","33","-180","19170011","12","","6.98529411764706"
"917","","19170008","","","91","","19170012","","",""
"917","vo_fpc_21700","vo_fpc","","","21","","19170013","","","0"
"917","完全沒有抵達目的地呢……\n難不成又迷路了嗎？\n墨丘利度假村就是我的庭院……\n我明明是這樣以為的啊～！","126711","0","0.5","11","8","19170014","0","0","1"
"917","","0","","","91","","19170015","","",""
"917","0","0.5","","","93","","19170016","","",""
"917","300","110311","","","2","-15","19170017","","","4.72689075630252"
"917","17_akino_laugh_in","126711","0.1","","3","0","19170018","1","0.3","17_akino_laugh_loop"
"917","17_akino_laugh_in","3","0.1","","3","0","19170019","1","0.3","17_akino_laugh_loop"
"917","cmn_boat_idle","2","","","3","1","19170020","","0.3",""
"917","vo_fpc_21701","vo_fpc","","","21","","19170021","","","0"
"917","不，不對！這個甚至能夠……\n讓我迷失的廣大度假村……\n我應該為財團的豐功偉業感到自豪呢♪\n哦──呵呵呵！","126711","0","0.5","11","17","19170022","0","0","1"
"917","","19170017","","","91","","19170023","","",""
"917","17_saren_talk_in","110311","0.1","","3","0","19170024","1","0.2","17_saren_talk_loop"
"917","0","0.673109243697478","","","93","","19170025","","",""
"917","0","0.5","","","93","","19170026","","",""
"917","","19170022","","","91","","19170027","","",""
"917","vo_fpc_21702","vo_fpc","","","21","","19170028","","","0"
"917","……這裡是漂漂河，應該就只會\n在同樣的地方繞圈吧？","110311","0","0.5","11","8","19170029","0","0","1"
"917","","0","","","91","","19170030","","",""
"917","17_akino_pause_in","126711","0.1","","3","0","19170031","1","0.1","17_akino_pause_loop"
"917","17_akino_pause_in","3","0.1","","3","0","19170032","1","0.1","17_akino_pause_loop"
"917","cmn_boat_idle","2","","","3","1","19170033","","0.1",""
"917","0","2","","","93","","19170034","","",""
"917","17_akino_shock_in","126711","0.1","","3","0","19170035","1","0.3","17_akino_shock_loop"
"917","empty","3","","","3","0","19170036","","",""
"917","cmn_boat_idle","2","","","3","1","19170037","","0.3",""
"917","vo_fpc_21703","vo_fpc","","","21","","19170038","","","0"
"917","是、是這樣嗎！？\n真是個盲點啊───！","126711","0","0.5","11","8","19170039","0","0","1"
"917","","0","","","91","","19170040","","",""
"917","0","0.5","","","93","","19170041","","",""
"917","900","126711","","","2","-180","19170042","","","5.29411764705882"
"917","900","2","","","2","-180","19170043","","","5.29411764705882"
"917","900","126711","","","33","-180","19170044","","","5.29411764705882"
"917","0","2.7","","","93","","19170045","","",""
"917","17_saren_turn","110311","0.1","","3","0","19170046","1","0.1","cmn_walk"
"917","750","110311","","","2","-15","19170047","","","2.64705882352941"
"917","","19170042","","","91","","19170048","","",""
"917","","19170047","","","91","","19170049","","",""
"918","113511","1","0","18_misato_backWalk","1","22","19180001","-180","1.75","-850"
"918","110111","1","0","18_io_flutterKick","1","23","19180002","-180","1.75","-1010"
"918","41","14","","","31","-850","19180003","1","0","-180"
"918","11","2","","","31","50","19180004","1","0","-180"
"918","42","14","","","31","-110","19180005","1","0","-180"
"918","12","123","","","31","-1010","19180006","1","1","-180"
"918","se_fpc_water_random","se_10053800","","","23","1","19180007","","",""
"918","0","19180006","","","91","","19180008","","",""
"918","50","113511","","","2","-180","19180009","12","","6.61764705882353"
"918","50","41","","","33","-180","19180010","12","","6.61764705882353"
"918","-110","110111","","","2","-180","19180011","12","","6.61764705882353"
"918","-110","12","","","33","-180","19180012","12","","6.61764705882353"
"918","","19180009","","","91","","19180013","","",""
"918","18_misato_backWalkIdle","113511","","","3","1","19180014","","0.2",""
"918","vo_fpc_21800","vo_fpc","","","21","","19180015","","","0"
"918","伊緒老師，就是這樣。\n踢水踢得很棒喔～♪","113511","0","0.5","11","8","19180016","0","0","1"
"918","","0","","","91","","19180017","","",""
"918","0","0.5","","","93","","19180018","","",""
"918","vo_fpc_21801","vo_fpc","","","21","","19180019","","","0"
"918","是、是的！嘿咻、嘿咻……\n對不起，難得來到泳池\n還讓妳陪我練習……","110111","0","0.5","11","7","19180020","0","0","1"
"918","","0","","","91","","19180021","","",""
"918","0","0.5","","","93","","19180022","","",""
"918","vo_fpc_21802","vo_fpc","","","21","","19180023","","","0"
"918","沒關係的。\n因為老師永遠是努力的孩子的夥伴唷♪","113511","0","0.5","11","9","19180024","0","0","1"
"918","","0","","","91","","19180025","","",""
"918","0","0.5","","","93","","19180026","","",""
"918","0","12","","","32","","19180027","","",""
"918","1","42","","","32","","19180028","","",""
"918","1","41","","","32","","19180029","","",""
"918","18_misato_idle_in","113511","0.1","","3","0","19180030","1","0.1","18_misato_idle_loop"
"918","18_io_stopSwim_in","110111","0.1","","3","0","19180031","1","0.1","18_io_stopSwim_loop"
"918","vo_fpc_21803","vo_fpc","","","21","","19180032","","","0"
"918","但是，我也是老師，\n明明應該要去教導人才對……","110111","0","0.5","11","8","19180033","0","0","1"
"918","","0","","","91","","19180034","","",""
"918","0","0.5","","","93","","19180035","","",""
"918","18_misato_talk_in","113511","0.1","","3","0","19180036","1","0.1","18_misato_talk_loop"
"918","vo_fpc_21804","vo_fpc","","","21","","19180037","","","0"
"918","我認為這種即便從現在開始\n也要學習什麼的經驗，\n一定會對教導孩子們\n有幫助的。","113511","0","0.5","11","8","19180038","0","0","1"
"918","","0","","","91","","19180039","","",""
"918","0","0.5","","","93","","19180040","","",""
"918","vo_fpc_21805","vo_fpc","","","21","","19180041","","","0"
"918","而且……\n學生也有各式各樣的孩子，\n所以有各種老師在不是很好嗎？","113511","0","0.5","11","8","19180042","0","0","1"
"918","","0","","","91","","19180043","","",""
"918","0","0.5","","","93","","19180044","","",""
"918","18_io_guts_in","110111","0.1","","3","0","19180045","1","0.1","18_io_guts_loop"
"918","vo_fpc_21806","vo_fpc","","","21","","19180046","","","0"
"918","美里老師……\n我會加油的！\n不管是教課，還是游泳……","110111","0","0.5","11","10","19180047","0","0","1"
"918","","0","","","91","","19180048","","",""
"918","0","0.5","","","93","","19180049","","",""
"918","18_io_flutterKick2_in","110111","0.1","","3","0","19180050","1","0.1","18_io_flutterKick2_loop"
"918","300","110111","","","2","-180","19180051","","","1.8552036199095"
"918","300","42","","","33","-180","19180052","","","1.8552036199095"
"918","300","12","","","33","-180","19180053","","","1.8552036199095"
"918","0","42","","","32","","19180054","","",""
"918","1","12","","","32","","19180055","","",""
"918","0","1","","","93","","19180056","","",""
"918","18_misato_talk2_in","113511","0.1","","3","0","19180057","1","0.1","18_misato_talk2_loop"
"918","","19180051","","","91","","19180058","","",""
"918","850","110111","","","2","-180","19180059","","","3.23529411764706"
"918","850","42","","","33","-180","19180060","","","3.23529411764706"
"918","850","12","","","33","-180","19180061","","","3.23529411764706"
"918","1","42","","","32","","19180062","","",""
"918","0","12","","","32","","19180063","","",""
"918","18_misato_surprise_in","113511","0.1","","3","0","19180064","1","0.1","18_misato_surprise_loop"
"918","18_io_accident_in","110111","0.1","","3","0","19180065","1","0.1","18_io_accident_loop"
"918","vo_fpc_21807","vo_fpc","","","21","","19180066","","","0"
"918","呀！我的泳裝！","110111","0","0.5","11","10","19180067","0","0","1"
"918","","0","","","91","","19180068","","",""
"918","0","0.5","","","93","","19180069","","",""
"918","vo_fpc_21808","vo_fpc","","","21","","19180070","","","0"
"918","伊緒老師！？\n哎呀哎呀～！","113511","0","0.5","11","9","19180071","0","0","1"
"918","","0","","","91","","19180072","","",""
"918","0","0.5","","","93","","19180073","","",""
"918","18_misato_breastStroke_in","113511","0.1","","3","0","19180074","1","0","cmn_swm_breastStroke"
"918","0","41","","","32","","19180075","","",""
"918","1","11","","","32","","19180076","","",""
"918","850","113511","","","2","-180","19180077","","","3.61990950226244"
"918","850","11","","","33","-180","19180078","","","3.61990950226244"
"918","","19180059","","","91","","19180079","","",""
"918","","19180077","","","91","","19180080","","",""
"919","117211","1","0","19_nozomi_float","1","22","19190001","-180","1.75","-850"
"919","110011","1","0","19_suzuna_float","1","22","19190002","-180","1.75","-1150"
"919","117411","1","0","19_tsumugi_search","1","12","19190003","-15","1.4875","-750"
"919","61","6","","","31","-820","19190004","1","1","-180"
"919","1211","121","","","31","-850","19190005","1","1","-180"
"919","1221","122","","","31","150","19190006","1","0","-180"
"919","62","6","","","31","-1150","19190007","1","1","-180"
"919","1212","121","","","31","-1180","19190008","1","1","-180"
"919","1222","122","","","31","-180","19190009","1","0","-180"
"919","45","117211","","","13","","19190010","","",""
"919","45","110011","","","13","","19190011","","",""
"919","45","117411","","","13","","19190012","","",""
