18d29028c71c57db79c32986f94c9ce3cca7f63d003f88fc8e8f8e379310a8f3,5a2a8cb5c25ecc1556d086ac12be72906a525c7afa494932afef67a98813fbdf,c409b4c1c4c10626ba4e9b464865439eaec8100c0bd032181e9aaa4ba31ab17d,3c02a0d1f4643abae3ca87c254ce28a4328985eff229df34d488a6ac8188d274,4616d2ad3783848d91a06ebee3fb13f1b05e089d9d84fe19eded3a2c45568968,6638203860babedcac53a72072dbdbba2ec78524c25cadcae21442d52e60ea92,e2934a86565f712afc401e2c52f07a632166aaa881e4c79fab89f899018784c8,738cc511a4eee14066561ab854e70566b9eea42d8ee001a3c8f539562da454eb,3cd1e50c6bb6bdb1c2a42ecf57b12de166d308a8e38b4fab4e99909ba5199883,a7869a4021610a7c451ba0ff8cbeade9f25dbc7caaed5980631c9fe968f848ac,b3249808ed13a3faa75a73e3044998ae4f193ae779b1ec7062c86c825670b44b,a14b3f30a84e90d09a3483243c2a09cf85bea363b8dee111be5782921eedc15c,9b0ae800e2e5e058d372a7d26a954b126ec96bd30b3d7b431a992b35be9bdbbd,42cea9e500cea45cfad3833fc185a2a69354e92affc9d192605c22c7ab39e66f,0dc6349e924b5f1b32bddeefe5bb7b55dc02156a6b7d233ab0e9536dff5ce504,9f2bab3a6084b39f4e080601e759d79219f8ecd9f52f51350e63b1dbd87d953e
"","A","","立花日菜","2","0","妖魔人","安涅默涅","？？？","13","繚繞孤絕香氣的花妖魔人","照顧花卉、拔除棘刺","145","4","129601","39"
"","?","","大久保瑠美","31","0","妖魔人","涅妃‧涅羅","？？？","??","萬魔的頂點，煉獄之皇女","扮家家酒、觀察人類","139","12","129701","??"
"10","O","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","小松未可子","9","0","獸人族","真琴（指揮官）","哞哞自衛隊","17","不輸男人的狂野義氣少女","做點心","168","8","129801","54"
"13","B","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","橋本ちなみ","30","0","魔族","惠理子（指揮官）","暮光流星群","16","專情於命中注定對象的少女","實驗、裁縫、料理","154","7","129901","43"
"21","B","","ファイルーズあい","8","0","精靈族","倭","蠻賊三姊妹","21","被惡運所愛，盜賊公會的首領長女","教訓妹妹們","168","1","130001","55"
"21","A","","石見舞菜香","30","0","人族","若菜","蠻賊三姊妹","16","辛苦但有精神。盜賊公會的次女","編織","158","5","130101","45"
"21","AB","","花井美春","5","0","獸人族","布武機","蠻賊三姊妹","12","囂張但極其聰明！　盜賊公會的三女","欺負若菜","136","3","130201","37"
"5","A","","小倉唯","2","0","精靈族","鏡華（春日）","小小甜心","8","端莊正直的嬌小優等生","讀書","118","2","130701","21"
"9","O","嗚嗚……對不起～\n我又讓廚房爆炸了～\n這樣沒有資格當女僕……","悠木碧","12","0","人族","鈴莓（春日）","咲戀育幼院","15","為了大小姐而努力的冒失女僕","服侍","154","12","130801","43"
"","A","","田中美海","2","0","寶石兔族","庫露露","吉歐‧提格尼亞","16","任何東西都會不小心送人的廢柴經理兔女郎","清掃、維護保養寶石或遊樂園","158","8","130901","46"
"10","O","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","内田真礼","22","0","獸人族","真步（夢想樂園）","哞哞自衛隊","16","真步真步王國的公主","幻想、蒐集玩偶","155","9","131001","42"
"19","B","","和氣杏未","13","0","魔族？","涅婭（夏日）","憤怒‧軍團","19","超喜歡正太♪辣妹系史萊姆女孩","和可愛的正太玩、購物","157","6","131101","55"
"19","A","","鬼頭明里","2","0","人族","美空（夏日）","憤怒‧軍團","16","樂觀開朗，卻趨向毀滅的活潑少女","無","159","7","131201","??"
"20","A","","鈴木みのり","29","0","人族","莉莉（夏日）","幻變少女","15","懷抱贖罪之心，追求力量的妹系大和撫子","花藝、閱讀（經典文學）、東國畫","154","4","131601","44"
"","?","","相坂優歌","?","0","？？？","愛梅斯（夏日）","？？？","??","以全新樣貌繼續支持騎士冒險的妖精","？？？","150","?","131701","???"
"17","O","","大西沙織","17","0","龍人族","帆稀（夏日）","龍族巢穴","25","面帶詭譎的笑容看透一切的臥龍首領。","繪畫、讀書","168","4","131801","???"
"","?","","高橋李依","23","0","半妖精族","愛蜜莉雅（夏日）","？？？","114","穩重成熟的銀髮半妖精","幫帕克梳理毛髮、念書","164","9","131901","??"
"","?","","坂本真綾","24","0","？？？","艾姬多娜（夏日）","？？？","??","強欲的魔女","滿足求知慾","164","1","132001","???"
"","?","","水瀬いのり","2","0","鬼族","雷姆（夏日）","？？？","17","有如鬼助的萬能妹妹女僕","戲劇欣賞、詩和散文","154","2","132101","??"
"4","B","","日笠陽子","24","0","人族","望（鍊金術師）","慈樂之音","17","能歌善舞的超人氣偶像","看舞台劇，跳舞","157","1","132201","40"
"22","A","","鈴代紗弓","2","0","獸人族","露易絲瑪莉","阿爾克絲鍊金堂","17","悶騷好色的傻女主鍊金術師","妄想","160","1","132301","47"
"22","O","","青山吉能","8","0","人族","彩羽","阿爾克絲鍊金堂","26","擁有龐大身軀及純真內心的天才劍士","捉蟲","170","9","132401","53"
"22","AB","","井上ほの花","8","0","精靈族","苑","阿爾克絲鍊金堂","10","身體是小孩子，智慧卻過於常人的鍊金堂店長","嘗試健康營養品","136","11","132501","34"
"","?","","河瀨茉希","17","0","天使族","萊拉耶爾（聖誕節）","？？？","??","兼具溫柔與傲慢的公主。","午睡、試吃甜點新品。","162","1","132801","??"
"14","B","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","伊藤静","14","0","魔族","伊緒（聖誕節）","月光學院","23","魅惑眾多男性的純潔女老師","看戀愛小說、戀愛劇、戀愛漫畫","162","8","132901","52"
"","AB","","富田美憂","31","0","人族","格蕾斯","？？？","20","伶俐又幽愁、愛裝傻的鬼魂守護騎士","水墨畫","166","10","133001","0"
"","A","","長縄まりあ","21","0","人族","薇歐莉特","？？？","17","在冥府綻放的不死生物系公主","收集香水、閱讀故事","158","2","133101","49"
"15","A","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","辻あゆみ","28","0","人族","莫妮卡（新年）","純白之翼 蘭德索爾分部","18","外表與內心都是孩子的異國軍人","逛點心店","140","7","133201","33"
"9","A","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","堀江由衣","4","0","精靈族","咲戀（新年）","咲戀育幼院","17","經營育幼院的庶民派溫柔大小姐","經營、茶會","156","10","133501","43"
"","B","","水橋かおり","7","0","妖魔人","梅杜莎","？？？","14","任性又固執的老么蛇女孩","和梅杜希亞娜一起在空中飛翔","141","12","133601","??"
"3","AB","","沢城みゆき","25","0","人族","拉比林斯達（始源）","拉比林斯","25","祕密結社拉比林斯的「迷宮女王」","觀察人類","160","7","133701","??"
"","O","","井口裕香","24","0","精靈族","似似花（始源）","？？？","24","隱居在研究所，相當文靜的大姊姊","模仿、藝術欣賞","149","3","133801","??"
"8","O","","たかはし智秋","7","0","人族","克莉絲提娜（始源）","王宮騎士團","27","自視甚高的王宮騎士團副團長","和強敵之間的競爭","165","2","133901","??"
"","?","","相坂優歌","?","0","？？？","菲歐","？？？","??","與你同在的引導妖精","和你一起冒險","???","?","134001","???"
"19","O","","原田彩楓","28","0","魔族","蘭法（祭服）","憤怒‧軍團","20","歌唱尋求靜寂的陰沉少女","唱歌、看書，以及寫詩","165","12","134301","53"
"4","O","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","福原綾香","3","0","人族","千歌（祭服）","慈樂之音","17","守護人們而歌唱的唱喚士少女","各種樂器","163","6","134401","46"
"","?","","長谷川育美","11","0","機械人族","克蘿茜（航空）","？？？","??","笑容滿溢！精力充沛的機械少女","午睡，幫助他人","170","11","134501","全備重量278.1"
"6","AB","","花澤香菜","6","0","精靈族","碧（駕駛員）","森林守衛","13","嚮往「朋友」的精靈之森女孩","交朋友的想像訓練","158","6","134601","44"
"","?","","篠田みなみ","10","0","妖魔人","鳳凰","？？？","18","偉大優雅，時而啾啾叫","入浴","142","10","134701","40"
"4","AB","","木戸衣吹","7","0","人族","紡希（吉歐‧格黑納）","慈樂之音","14","最愛時尚的可愛女孩","裁縫","153","9","134801","45"
"","B","","幸村惠理","9","0","妖魔人","華音","？？？","18","既是奴隸也是高貴的大小姐","狩獵、收集珠寶","155","10","134901","48"
"","?","","桑島法子","15","0","人族","厄莉絲（夏日）","？？？","??","在悲劇的根源盛開的美麗黑薔薇","聽騎士先生說話","168","2","135001","??"
"1","B","","近藤玲奈","14","0","龍人族","雪菲（夏日）","美食殿堂","14","失去記憶的龍人族少女","讀書、伸展運動","147","12","135101","???"
"20","O","","高尾奏音","1","0","獸人族","普蕾西亞（夏日）","幻變少女","10","繼承正義靈魂的爆食系天才純真女孩","吃飯","135","3","135201","34"
"20","O","","前田佳織里","1","0","人族","可璃亞（夏日）","幻變少女","13","背負著難以忘懷過錯的黑色翅膀聖女","做點心、照顧花朵、演奏小提琴","147","11","135301","42"
"","A","","立花日菜","2","0","妖魔人","安涅默涅（夏日）","？？？","13","繚繞孤絕香氣的花妖魔人","照顧花卉、拔除棘刺","145","4","135401","39"
"15","O","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","佐藤聡美","31","0","人族","妮諾（夏日）","純白之翼 蘭德索爾分部","16","東國的神祕，請告訴我！","忍法開發","163","8","137101","51"
"2","A","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","東山奈央","27","0","獸人族","日和（公主）","破曉之星","16","最愛幫助別人！　正向思考的格鬥少女","助人、打氣加油","155","8","180101","44"
"2","O","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","種田梨沙","5","0","人族","優衣（公主）","破曉之星","17","擅長支援戰鬥，心地善良的少女","料理、觀察人類","158","4","180201","47"
"2","B","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","早見沙織","12","0","魔族","怜（公主）","破曉之星","18","冷酷又率直的劍士","讀書、騎馬、茶","163","1","180301","46"
"1","O","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","M・A・O","31","0","人族","貪吃佩可（公主）","美食殿堂","17","元氣滿點的空腹少女","邊走邊吃、料理","156","3","180401","46"
"1","B","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","伊藤美来","11","0","精靈族","可可蘿（公主）","美食殿堂","11","仰慕主人，小小嚮導","冥想、養育動植物","140","5","180501","35"
"1","A","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","立花理香","2","0","獸人族","凱留（公主）","美食殿堂","14","倒在路旁的謎之貓耳魔法師","和貓咪玩耍","152","9","180601","39"
"500","-","","大橋彩香、小清水亞美","-","0","精靈族、獸人族","初音＆栞","森林守衛、伊麗莎白牧場","17","以羈絆連結的互信互愛姊妹","兩個人一起去野餐","-","-","180701","-"
"5","-","","諸星すみれ、日高里菜、小倉唯","-","0","人族、獸人族、精靈族","禊＆美美＆鏡華","小小甜心","17","勇氣！　友情！　小小甜心！","和大家一起冒險","-","-","180801","-"
"501","-","","松嵜麗、堀江由衣","-","0","人族、精靈族","秋乃＆咲戀","墨丘利財團、咲戀育幼院","17","以高尚的友情結交的好對手","切磋琢磨","-","-","180901","-"
"","-","","日笠陽子、福原綾香","-","0","人族、半人半龍","安＆古蕾婭","？？？","17","許下誓約的馬納歷亞雙姬","一起合奏鋼琴","-","-","181001","-"
"3","-","","生天目仁美、阿澄佳奈","-","0","人族、人族","靜流＆璃乃","拉比林斯","18","跨越真實及虛偽的三姐弟","疼愛弟弟＆向哥哥撒嬌","-","-","181101","-"
"1","B","","近藤玲奈","14","0","龍人族","雪菲（公主）","美食殿堂","14","失去記憶的龍人族少女","讀書、伸展運動","147","12","181201","???"
"","-","","-","-","0","-","骷髏老爸","-","-","最喜歡美女跟女兒♪的廢物骷髏男。","-","-","-","427101","-"
"2","A","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","東山奈央","27","0","獸人族","日和","破曉之星","16","最愛幫助別人！　正向思考的格鬥少女","助人、打氣加油","155","8","900103","44"
"17","AB","","藤田茜","29","0","龍人族","祈梨","龍族巢穴","13","嘴上功夫一流的廢材龍娘","遊戲","145","9","906601","???"
"17","B","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","早見沙織","12","0","魔族","怜（星素）","破曉之星","18","冷酷又率直的劍士","讀書、騎馬、茶","163","1","928801","46"
