ddf409dfe8f8bbbac930efd054264f62ef1ca8760cee73ea3716c6928c04c9b0,0b2273f55ebba0f5a0be67f136a2055284756d273c31640393b2b5816f6d0cb4,41515366949154b8cef18d941b7f33b35c1f847f518429466e0c40169b4c33da,708b8584dc9b9bb4ac69560e4358b92a48f24d3a1a0b5b5bbe14715f98b7ea1b,0fd5db4060e361bdcf6e3ad3adbe7e8502adf335baa2d12267057f654c013bc8,4738557477e9d011e2b11f7a9671518b6b39b1008955b766ab534bd16a3f8168,4a760e4c1cbbbf2375774f5831580c6a0b9661e43b6c409c2df9c7a75276d4c1,a4fb3a50f5c7c925b01bd712bc903a42ad95f3a53fdd0e2fea9b27a9c0139b7b,bed101aa078b47d9546fdf25c96747186badcf3cd360dbc35d37b77163a2c7c1,98c0d586e21ad2e5b91e1dbe020d72444cc6bbc2395bacba467ce46649a1bc90,bbada4fffb8f1dc5fd747805daf9f1cfe8b5ca5444a63b5721559731c5224f2d,9dc1fb3fff407291a7977a3b6189b0101682b49e8f64533116fb6abd93ba0671,cbcf5bee6139959ac40fb715cde1e8c03d632bc5e1c2dadae3a6eb0bbaf8e6ba,159ee0f0ec1c61e866241721197f38972dbe25cf81791c263251c5f45b6ed1a1,9da976204bf62aa8f63fd24df9b0df1a386725bd63441a14a0c61fb0c64af94a,38e97ddc6d574a72cdfc0119da8e5e5f714e0412adb08af686cc56137d132f8f,e1b3ca1fad1d160b4cde30773b434d4f8d522bdc76a86e74715a0edb4db27f23,ce846447ff43ddecece74ad09e393ca2ce426c42d9ae829eb37616c9b1b30885,aa9fbd04514fa97479d4c5c395d6d4e89848ab66b20bea7f5171e759b29d6e25,bd785612f829433426eb0baceba493493b87d4a3ef8d0c6958a9f544eedec7b1,1615bb4e12017538cc232f60c9e2339de634ac4edead1263e12c5c179de3d363,41bb4b287b4b8d81c2321ecf158c231955258be2227a0536a10a28d4b6a024c4,c3f303ccf50f255ea573925c27603d5800b1e32c318d0fbbd2b91436904e85e2,fba8e85d874967f33f6a924a706dc15c578c540cdc9c90b280fe936269b86365,b1acb663f6b91fda18e3a4003cbbb26719fd092347226b419fd6c99e9d433a3c,09316da2d8533a9c66fab1f88bff9b9a0eea837d4435db68c8da50e92940fc3d
"284001034","182100","50","25021","0","珀天的深域4-4","84001034","0","0","100370","184001034","840010341","60","6550","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001034","10","2030/12/17 14:59:59"
"284001035","182100","125","25021","0","珀天的深域4-5","84001035","0","0","100370","184001035","840010351","60","6750","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001035","10","2030/12/17 14:59:59"
"284001036","182100","200","25021","0","珀天的深域4-6","84001036","0","0","100380","184001036","840010361","60","6950","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001036","10","2030/12/17 14:59:59"
"284001037","182100","25","25021","0","珀天的深域4-7","84001037","0","0","100370","184001037","840010371","60","7100","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001037","10","2030/12/17 14:59:59"
"284001038","182100","100","25021","0","珀天的深域4-8","84001038","0","0","100370","184001038","840010381","60","7300","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001038","10","2030/12/17 14:59:59"
"284001039","182100","175","25021","0","珀天的深域4-9","84001039","0","0","100370","184001039","840010391","60","7500","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001039","10","2030/12/17 14:59:59"
"284001040","182100","50","25021","0","珀天的深域4-10","84001040","0","0","84001","184001040","840010401","60","7750","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001040","10","2030/12/17 14:59:59"
"284001041","182100","25","25021","0","珀天的深域5-1","84001041","0","0","100370","184001041","840010411","90","8000","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001041","10","2030/12/17 14:59:59"
"284001042","182100","100","25021","0","珀天的深域5-2","84001042","0","0","100370","184001042","840010421","90","8200","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001042","10","2030/12/17 14:59:59"
"284001043","182100","175","25021","0","珀天的深域5-3","84001043","0","0","100370","184001043","840010431","90","8400","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001043","10","2030/12/17 14:59:59"
"284001044","182100","50","25021","0","珀天的深域5-4","84001044","0","0","100370","184001044","840010441","90","8550","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001044","10","2030/12/17 14:59:59"
"284001045","182100","125","25021","0","珀天的深域5-5","84001045","0","0","100370","184001045","840010451","90","8750","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001045","10","2030/12/17 14:59:59"
"284001046","182100","200","25021","0","珀天的深域5-6","84001046","0","0","100380","184001046","840010461","90","8950","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001046","10","2030/12/17 14:59:59"
"284001047","182100","25","25021","0","珀天的深域5-7","84001047","0","0","100370","184001047","840010471","90","9100","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001047","10","2030/12/17 14:59:59"
"284001048","182100","100","25021","0","珀天的深域5-8","84001048","0","0","100370","184001048","840010481","90","9300","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001048","10","2030/12/17 14:59:59"
"284001049","182100","175","25021","0","珀天的深域5-9","84001049","0","0","100370","184001049","840010491","90","9500","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001049","10","2030/12/17 14:59:59"
"284001050","182100","50","25021","0","珀天的深域5-10","84001050","0","0","84001","184001050","840010501","90","9750","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001050","10","2030/12/17 14:59:59"
"284001051","182100","25","25021","0","珀天的深域6-1","84001051","0","0","100370","184001051","840010511","230","10000","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001051","10","2030/12/17 14:59:00"
"284001052","182100","100","25021","0","珀天的深域6-2","84001052","0","0","100370","184001052","840010521","230","10200","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001052","10","2030/12/17 14:59:00"
"284001053","182100","175","25021","0","珀天的深域6-3","84001053","0","0","100370","184001053","840010531","230","10400","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001053","10","2030/12/17 14:59:00"
"284001054","182100","50","25021","0","珀天的深域6-4","84001054","0","0","100370","184001054","840010541","230","10550","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001054","10","2030/12/17 14:59:00"
"284001055","182100","125","25021","0","珀天的深域6-5","84001055","0","0","100370","184001055","840010551","230","10750","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001055","10","2030/12/17 14:59:00"
"284001056","182100","200","25021","0","珀天的深域6-6","84001056","0","0","100380","184001056","840010561","230","10950","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001056","10","2030/12/17 14:59:00"
"284001057","182100","25","25021","0","珀天的深域6-7","84001057","0","0","100370","184001057","840010571","230","11100","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001057","10","2030/12/17 14:59:00"
"284001058","182100","100","25021","0","珀天的深域6-8","84001058","0","0","100370","184001058","840010581","230","11300","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001058","10","2030/12/17 14:59:00"
"284001059","182100","175","25021","0","珀天的深域6-9","84001059","0","0","100370","184001059","840010591","230","11500","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001059","10","2030/12/17 14:59:00"
"284001060","182100","50","25021","0","珀天的深域6-10","84001060","0","0","84001","184001060","840010601","230","11750","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001060","10","2030/12/17 14:59:00"
"284001061","182100","25","25021","0","珀天的深域7-1","84001061","0","0","100370","184001061","840010611","260","12000","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001061","10","2030/12/17 14:59:00"
"284001062","182100","100","25021","0","珀天的深域7-2","84001062","0","0","100370","184001062","840010621","260","12200","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001062","10","2030/12/17 14:59:00"
"284001063","182100","175","25021","0","珀天的深域7-3","84001063","0","0","100370","184001063","840010631","260","12400","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001063","10","2030/12/17 14:59:00"
"284001064","182100","50","25021","0","珀天的深域7-4","84001064","0","0","100370","184001064","840010641","260","12550","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001064","10","2030/12/17 14:59:00"
"284001065","182100","125","25021","0","珀天的深域7-5","84001065","0","0","100370","184001065","840010651","260","12750","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001065","10","2030/12/17 14:59:00"
"284001066","182100","200","25021","0","珀天的深域7-6","84001066","0","0","100380","184001066","840010661","260","12950","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001066","10","2030/12/17 14:59:00"
"284001067","182100","25","25021","0","珀天的深域7-7","84001067","0","0","100370","184001067","840010671","260","13100","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001067","10","2030/12/17 14:59:00"
"284001068","182100","100","25021","0","珀天的深域7-8","84001068","0","0","100370","184001068","840010681","260","13300","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001068","10","2030/12/17 14:59:00"
"284001069","182100","175","25021","0","珀天的深域7-9","84001069","0","0","100370","184001069","840010691","260","13500","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001069","10","2030/12/17 14:59:00"
"284001070","182100","50","25021","0","珀天的深域7-10","84001070","0","0","84001","184001070","840010701","260","13750","0","90","25014","10","2025/03/15 16:00:00","10","84001","215","0","384001070","10","2030/12/17 14:59:00"
"285001001","182100","25","25021","0","紫冥的深域1-1","85001001","0","0","100840","185001001","850010011","10","0","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001001","10","2030/12/17 14:59:59"
"285001002","182100","100","25021","0","紫冥的深域1-2","85001002","0","0","100840","185001002","850010021","10","200","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001002","10","2030/12/17 14:59:59"
"285001003","182100","175","25021","0","紫冥的深域1-3","85001003","0","0","100840","185001003","850010031","10","400","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001003","10","2030/12/17 14:59:59"
"285001004","182100","50","25021","0","紫冥的深域1-4","85001004","0","0","100840","185001004","850010041","10","550","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001004","10","2030/12/17 14:59:59"
"285001005","182100","125","25021","0","紫冥的深域1-5","85001005","0","0","100840","185001005","850010051","10","750","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001005","10","2030/12/17 14:59:59"
"285001006","182100","200","25021","0","紫冥的深域1-6","85001006","0","0","100850","185001006","850010061","10","950","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001006","10","2030/12/17 14:59:59"
"285001007","182100","25","25021","0","紫冥的深域1-7","85001007","0","0","100840","185001007","850010071","10","1100","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001007","10","2030/12/17 14:59:59"
"285001008","182100","100","25021","0","紫冥的深域1-8","85001008","0","0","100840","185001008","850010081","10","1300","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001008","10","2030/12/17 14:59:59"
"285001009","182100","175","25021","0","紫冥的深域1-9","85001009","0","0","100840","185001009","850010091","10","1500","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001009","10","2030/12/17 14:59:59"
"285001010","182100","50","25021","0","紫冥的深域1-10","85001010","0","0","85001","185001010","850010101","10","1750","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001010","10","2030/12/17 14:59:59"
"285001011","182100","25","25021","0","紫冥的深域2-1","85001011","0","0","100840","185001011","850010111","20","2000","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001011","10","2030/12/17 14:59:59"
"285001012","182100","100","25021","0","紫冥的深域2-2","85001012","0","0","100840","185001012","850010121","20","2200","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001012","10","2030/12/17 14:59:59"
"285001013","182100","175","25021","0","紫冥的深域2-3","85001013","0","0","100840","185001013","850010131","20","2400","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001013","10","2030/12/17 14:59:59"
"285001014","182100","50","25021","0","紫冥的深域2-4","85001014","0","0","100840","185001014","850010141","20","2550","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001014","10","2030/12/17 14:59:59"
"285001015","182100","125","25021","0","紫冥的深域2-5","85001015","0","0","100840","185001015","850010151","20","2750","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001015","10","2030/12/17 14:59:59"
"285001016","182100","200","25021","0","紫冥的深域2-6","85001016","0","0","100850","185001016","850010161","20","2950","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001016","10","2030/12/17 14:59:59"
"285001017","182100","25","25021","0","紫冥的深域2-7","85001017","0","0","100840","185001017","850010171","20","3100","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001017","10","2030/12/17 14:59:59"
"285001018","182100","100","25021","0","紫冥的深域2-8","85001018","0","0","100840","185001018","850010181","20","3300","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001018","10","2030/12/17 14:59:59"
"285001019","182100","175","25021","0","紫冥的深域2-9","85001019","0","0","100840","185001019","850010191","20","3500","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001019","10","2030/12/17 14:59:59"
"285001020","182100","50","25021","0","紫冥的深域2-10","85001020","0","0","85001","185001020","850010201","20","3750","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001020","10","2030/12/17 14:59:59"
"285001021","182100","25","25021","0","紫冥的深域3-1","85001021","0","0","100840","185001021","850010211","30","4000","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001021","10","2030/12/17 14:59:59"
"285001022","182100","100","25021","0","紫冥的深域3-2","85001022","0","0","100840","185001022","850010221","30","4200","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001022","10","2030/12/17 14:59:59"
"285001023","182100","175","25021","0","紫冥的深域3-3","85001023","0","0","100840","185001023","850010231","30","4400","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001023","10","2030/12/17 14:59:59"
"285001024","182100","50","25021","0","紫冥的深域3-4","85001024","0","0","100840","185001024","850010241","30","4550","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001024","10","2030/12/17 14:59:59"
"285001025","182100","125","25021","0","紫冥的深域3-5","85001025","0","0","100840","185001025","850010251","30","4750","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001025","10","2030/12/17 14:59:59"
"285001026","182100","200","25021","0","紫冥的深域3-6","85001026","0","0","100850","185001026","850010261","30","4950","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001026","10","2030/12/17 14:59:59"
"285001027","182100","25","25021","0","紫冥的深域3-7","85001027","0","0","100840","185001027","850010271","30","5100","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001027","10","2030/12/17 14:59:59"
"285001028","182100","100","25021","0","紫冥的深域3-8","85001028","0","0","100840","185001028","850010281","30","5300","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001028","10","2030/12/17 14:59:59"
"285001029","182100","175","25021","0","紫冥的深域3-9","85001029","0","0","100840","185001029","850010291","30","5500","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001029","10","2030/12/17 14:59:59"
"285001030","182100","50","25021","0","紫冥的深域3-10","85001030","0","0","85001","185001030","850010301","30","5750","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001030","10","2030/12/17 14:59:59"
"285001031","182100","25","25021","0","紫冥的深域4-1","85001031","0","0","100840","185001031","850010311","60","6000","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001031","10","2030/12/17 14:59:59"
"285001032","182100","100","25021","0","紫冥的深域4-2","85001032","0","0","100840","185001032","850010321","60","6200","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001032","10","2030/12/17 14:59:59"
"285001033","182100","175","25021","0","紫冥的深域4-3","85001033","0","0","100840","185001033","850010331","60","6400","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001033","10","2030/12/17 14:59:59"
"285001034","182100","50","25021","0","紫冥的深域4-4","85001034","0","0","100840","185001034","850010341","60","6550","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001034","10","2030/12/17 14:59:59"
"285001035","182100","125","25021","0","紫冥的深域4-5","85001035","0","0","100840","185001035","850010351","60","6750","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001035","10","2030/12/17 14:59:59"
"285001036","182100","200","25021","0","紫冥的深域4-6","85001036","0","0","100850","185001036","850010361","60","6950","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001036","10","2030/12/17 14:59:59"
"285001037","182100","25","25021","0","紫冥的深域4-7","85001037","0","0","100840","185001037","850010371","60","7100","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001037","10","2030/12/17 14:59:59"
"285001038","182100","100","25021","0","紫冥的深域4-8","85001038","0","0","100840","185001038","850010381","60","7300","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001038","10","2030/12/17 14:59:59"
"285001039","182100","175","25021","0","紫冥的深域4-9","85001039","0","0","100840","185001039","850010391","60","7500","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001039","10","2030/12/17 14:59:59"
"285001040","182100","50","25021","0","紫冥的深域4-10","85001040","0","0","85001","185001040","850010401","60","7750","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001040","10","2030/12/17 14:59:59"
"285001041","182100","25","25021","0","紫冥的深域5-1","85001041","0","0","100840","185001041","850010411","90","8000","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001041","10","2030/12/17 14:59:59"
"285001042","182100","100","25021","0","紫冥的深域5-2","85001042","0","0","100840","185001042","850010421","90","8200","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001042","10","2030/12/17 14:59:59"
"285001043","182100","175","25021","0","紫冥的深域5-3","85001043","0","0","100840","185001043","850010431","90","8400","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001043","10","2030/12/17 14:59:59"
"285001044","182100","50","25021","0","紫冥的深域5-4","85001044","0","0","100840","185001044","850010441","90","8550","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001044","10","2030/12/17 14:59:59"
"285001045","182100","125","25021","0","紫冥的深域5-5","85001045","0","0","100840","185001045","850010451","90","8750","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001045","10","2030/12/17 14:59:59"
"285001046","182100","200","25021","0","紫冥的深域5-6","85001046","0","0","100850","185001046","850010461","90","8950","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001046","10","2030/12/17 14:59:59"
"285001047","182100","25","25021","0","紫冥的深域5-7","85001047","0","0","100840","185001047","850010471","90","9100","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001047","10","2030/12/17 14:59:59"
"285001048","182100","100","25021","0","紫冥的深域5-8","85001048","0","0","100840","185001048","850010481","90","9300","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001048","10","2030/12/17 14:59:59"
"285001049","182100","175","25021","0","紫冥的深域5-9","85001049","0","0","100840","185001049","850010491","90","9500","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001049","10","2030/12/17 14:59:59"
"285001050","182100","50","25021","0","紫冥的深域5-10","85001050","0","0","85001","185001050","850010501","90","9750","0","90","25015","10","2024/06/14 16:00:00","10","85001","215","0","385001050","10","2030/12/17 14:59:59"
"285001051","182100","25","25021","0","紫冥的深域6-1","85001051","0","0","100840","185001051","850010511","230","10000","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001051","10","2030/12/17 14:59:00"
"285001052","182100","100","25021","0","紫冥的深域6-2","85001052","0","0","100840","185001052","850010521","230","10200","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001052","10","2030/12/17 14:59:00"
"285001053","182100","175","25021","0","紫冥的深域6-3","85001053","0","0","100840","185001053","850010531","230","10400","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001053","10","2030/12/17 14:59:00"
"285001054","182100","50","25021","0","紫冥的深域6-4","85001054","0","0","100840","185001054","850010541","230","10550","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001054","10","2030/12/17 14:59:00"
"285001055","182100","125","25021","0","紫冥的深域6-5","85001055","0","0","100840","185001055","850010551","230","10750","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001055","10","2030/12/17 14:59:00"
"285001056","182100","200","25021","0","紫冥的深域6-6","85001056","0","0","100850","185001056","850010561","230","10950","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001056","10","2030/12/17 14:59:00"
"285001057","182100","25","25021","0","紫冥的深域6-7","85001057","0","0","100840","185001057","850010571","230","11100","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001057","10","2030/12/17 14:59:00"
"285001058","182100","100","25021","0","紫冥的深域6-8","85001058","0","0","100840","185001058","850010581","230","11300","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001058","10","2030/12/17 14:59:00"
"285001059","182100","175","25021","0","紫冥的深域6-9","85001059","0","0","100840","185001059","850010591","230","11500","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001059","10","2030/12/17 14:59:00"
"285001060","182100","50","25021","0","紫冥的深域6-10","85001060","0","0","85001","185001060","850010601","230","11750","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001060","10","2030/12/17 14:59:00"
"285001061","182100","25","25021","0","紫冥的深域7-1","85001061","0","0","100840","185001061","850010611","260","12000","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001061","10","2030/12/17 14:59:00"
"285001062","182100","100","25021","0","紫冥的深域7-2","85001062","0","0","100840","185001062","850010621","260","12200","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001062","10","2030/12/17 14:59:00"
"285001063","182100","175","25021","0","紫冥的深域7-3","85001063","0","0","100840","185001063","850010631","260","12400","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001063","10","2030/12/17 14:59:00"
"285001064","182100","50","25021","0","紫冥的深域7-4","85001064","0","0","100840","185001064","850010641","260","12550","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001064","10","2030/12/17 14:59:00"
"285001065","182100","125","25021","0","紫冥的深域7-5","85001065","0","0","100840","185001065","850010651","260","12750","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001065","10","2030/12/17 14:59:00"
"285001066","182100","200","25021","0","紫冥的深域7-6","85001066","0","0","100850","185001066","850010661","260","12950","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001066","10","2030/12/17 14:59:00"
"285001067","182100","25","25021","0","紫冥的深域7-7","85001067","0","0","100840","185001067","850010671","260","13100","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001067","10","2030/12/17 14:59:00"
"285001068","182100","100","25021","0","紫冥的深域7-8","85001068","0","0","100840","185001068","850010681","260","13300","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001068","10","2030/12/17 14:59:00"
"285001069","182100","175","25021","0","紫冥的深域7-9","85001069","0","0","100840","185001069","850010691","260","13500","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001069","10","2030/12/17 14:59:00"
"285001070","182100","50","25021","0","紫冥的深域7-10","85001070","0","0","85001","185001070","850010701","260","13750","0","90","25015","10","2025/03/15 16:00:00","10","85001","215","0","385001070","10","2030/12/17 14:59:00"
