23e594a92fea073730c247d119943109a340cf18d7da96c0d6828ec0cf2f960e,10e9fcb44b81e7334e2109562b6d7aa55fa63c01af86b6af8cc0adf90361e28f,be5fa1d304f4888dcbf82b6b1a81a9e005cc9584daf605d41cc9fa574bf89403,d9fd81142010322ed8c409ff5172965862e622b32982174dbcc7b9bd9551b170,ca8fce910db6dbfa3da212bf15ddc05822f2479f6ffc79e3266ce6ae7630b7b9,76b3e64944d565e026cd488fbceac439f9c8b0dad7a1f89ba4aee8006e128052,edcc8a05bfc50f0c3ec379a6e964464956381e3ce8207d790e847c27225b4f3e,6d8d0a64ec2168a487dcf355cfa65d13d3f67991d7cde7db5c267e8162d536e0,5c8d389997cfc1689449a340dc618f9960ef02e4a8dc09c29703255ca2531b79,fa2d59ff68d1ce34673ae4dcbfe22a8f5a672f9d97fcccbf25e7add4380c12b6,7e2501a55ea57a5757d4147d28dd825af1d09eb11d2d83a13fd8f844717a9149,9dbde25786bbcba88c3e2ab4de88e2e2b0484897c0dcf224fb89cf1249770f6e,b512b16d6e9253f56ced4fb8e58564f4b1fe6ce651f996510cbdf8dbbc299056,dda6bd2ac48eb6c772f146d2f50908c446f29dd2d6117c42075ddcfc1a956cf7,0abd8fb6086e8ebbb840224e0d8cdfc4b5fb1c49a786ff6a3bd5f7eb08b1be5e,c43d50744bea5a6a87fef9275d987af2507223e817d02c62e66e36541d4c1edf,5d0979ab0b2bf3be34b8bd8590b6de26cb1090f57ad9836dd97f19aad8bed4a6,860dafbfd98f85896da58f7c13c9c92644b165a811a8de09f6e0e6214c0f7f11,3a0fb6539897dbbd9382195644e11c84529d919dfff21f05da35ddeca118af45,80952539e540c288bc2efaaa49763d581fba51278aa21d66b3d7207775e4b572,aeb876cf96c23aa45bbdb0f2950da8efab64c91b15ae6fc7b38d4562cec1bf6b,fd4ffca3b0aacb480ef0fc190bdfd427524396de2db7077d65983642e9359c2e
"-45","280","-50","-30","bgm_M55","101192","0","-70","1.1","1","485","1","1079","10790105","1.3","5","200","101192","1","-10","1.2","5"
"0","210","0","-30","bgm_M64","101201","0","0","0.85","1","-470","1.1","1080","10800101","1.35","1","100","101201","1","10","1","1"
"-5","200","0","-30","bgm_M64","101201","0","-120","0.65","1","-250","0.8","1080","10800102","1","2","200","101201","1","10","1","2"
"0","200","0","-30","bgm_M64","101201","-15","70","0.6","1","-5","0.8","1080","10800103","1.2","3","100","101201","1","10","1","3"
"-15","200","10","-30","bgm_M64","101201","0","-110","0.7","1","190","0.9","1080","10800104","1","4","100","101201","1","0","1","4"
"-45","250","-50","-30","bgm_M55","101202","-20","-30","1","1","475","1","1080","10800105","1.45","5","100","101202","1","10","1","5"
"-30","210","-25","-30","bgm_M64","101291","0","-100","0.575","1","-480","0.9","1081","10810101","1","1","170","101291","1","10","1","1"
"-30","240","-30","-30","bgm_M64","101291","0","-10","0.7","1","-230","0.8","1081","10810102","1","2","250","101291","1","0","1","2"
"-10","200","0","-30","bgm_M64","101291","-15","-110","0.75","1","-10","1","1081","10810103","1.2","3","100","101291","1","5","1","3"
"-50","200","-50","-30","bgm_M64","101291","-10","55","0.8","1","200","1","1081","10810104","1.3","4","300","101291","1","-20","1","4"
"30","230","15","-30","bgm_M55","101292","-20","-15","1.1","1","490","1","1081","10810105","1.45","5","100","101292","1","30","1","5"
"0","210","20","-30","bgm_M64","101301","0","0","0.8","1","-470","1.1","1082","10820101","1.45","1","100","101301","1","10","1","1"
"0","200","0","-30","bgm_M64","101301","0","-120","0.75","1","-270","1.1","1082","10820102","1.2","2","100","101301","1","10","1","2"
"-10","200","0","-30","bgm_M64","101301","-15","65","1.55","1","0","2.2","1082","10820103","2.3","3","100","101301","1","0","1","3"
"0","200","0","-30","bgm_M64","101301","0","-120","0.7","1","200","0.7","1082","10820104","1","4","100","101301","1","0","1","4"
"-30","270","-15","-30","bgm_M55","101302","-20","-55","1","1","470","1.1","1082","10820105","1.2","5","100","101302","1","10","1","5"
"-30","210","-25","-30","bgm_M64","101441","0","0","0.575","1","-450","0.9","1083","10830101","1","1","170","101441","1","10","1","1"
"0","240","0","-30","bgm_M64","101441","0","-90","0.75","1","-250","1.1","1083","10830102","1.2","2","100","101441","1","0","1","2"
"-10","200","-30","-30","bgm_M64","101441","-15","60","0.85","1","-25","1","1083","10830103","1.4","3","200","101441","1","0","1","3"
"0","200","-30","-30","bgm_M64","101441","0","-70","0.75","1","220","1","1083","10830104","1.2","4","100","101441","1","0","1","4"
"-30","230","-35","-30","bgm_M55","101442","-20","-70","0.95","1","470","1.1","1083","10830105","1.2","5","100","101442","1","10","1","5"
"0","210","0","-30","bgm_M64","101451","0","-50","0.85","1","-470","1.1","1084","10840101","1.35","1","100","101451","1","10","1","1"
"10","240","10","-30","bgm_M64","101451","0","40","1","1","-250","1.1","1084","10840102","1.35","2","200","101451","1","0","1","2"
"-10","200","0","-30","bgm_M64","101451","-15","-110","0.75","1","0","1.1","1084","10840103","1.2","3","100","101451","1","0","1","3"
"-30","200","-30","-30","bgm_M64","101451","0","30","0.6","1","210","0.6","1084","10840104","0.8","4","300","101451","1","-25","1","4"
"-50","290","-35","-30","bgm_M55","101452","0","-70","1.25","1","510","1.4","1084","10840105","1.55","5","100","101452","1","0","1.2","5"
"-30","210","0","-30","bgm_M64","101561","0","-50","0.6","1","-480","0.7","1085","10850101","0.8","1","250","101561","1","10","1","1"
"0","200","10","-30","bgm_M64","101561","0","-120","0.9","1","-250","1.4","1085","10850102","1.5","2","100","101561","1","10","1","2"
"-10","200","0","-30","bgm_M64","101561","-5","65","0.65","1","-10","1","1085","10850103","1.1","3","100","101561","1","5","1","3"
"0","200","0","-30","bgm_M64","101561","0","-110","0.65","1","190","1","1085","10850104","1.1","4","100","101561","1","0","1","4"
"-50","290","-60","-30","bgm_M55","101562","0","-70","1.25","1","460","1.35","1085","10850105","1.55","5","400","101562","1","0","1.4","5"
"-30","210","-25","-30","bgm_M64","101001","0","-100","0.575","1","-480","0.9","1086","10860101","1","1","170","101001","1","10","1","1"
"-30","240","-30","-30","bgm_M64","101001","0","-10","0.7","1","-250","0.8","1086","10860102","1","2","250","101001","1","0","1","2"
"-10","200","-30","-30","bgm_M64","101001","-15","-120","0.95","1","-10","1","1086","10860103","1.4","3","100","101001","1","0","1","3"
"-30","200","0","-30","bgm_M64","101001","0","40","0.72","1","210","1","1086","10860104","1.2","4","150","101001","1","0","1","4"
"0","250","0","-30","bgm_M55","101011","0","-40","1.2","1","480","1","1086","10860105","1.3","5","200","101011","1","0","1.2","5"
