a0582e69356d557807743b153e7a62008a406e334def9b30a8f43bbd9f10615e,dc3d627653b9f510d8151b107625759d7dda985638591ef1e71f4675211fd3cf,554c4dd1312aa65b238459234dfb5986bfb5e63c0c32d23e1aa287496da577d3,aa7ad53db97f8e42e730976311a9aba5e90ca16469da3927aa2d08a94c410dd7,446890f16dc2a1b4d53bbdc6a8a7bf7a9e0172e38ea56a02185cff4396b9b79e,6c435e6daff3921d634f698d48cf1191dd52b8561ba17f5646a6cf6978699dfa
"10201995","15","56011995","1","1003","1565"
"91002","8","56011995","50","0","1566"
"10201996","15","56011996","1","1001","1567"
"10201997","15","56011997","1","1002","1568"
"10201998","15","56011998","1","1003","1569"
"91002","8","56011998","50","0","1570"
"110201999","15","56111999","1","1001","1571"
"110202000","15","56112000","1","1002","1572"
"110202001","15","56112001","1","1003","1573"
"91002","8","56112001","50","0","1574"
"110202002","15","56112002","1","1001","1575"
"110202003","15","56112003","1","1002","1576"
"110202004","15","56112004","1","1003","1577"
"91002","8","56112004","50","0","1578"
"110202005","15","56112005","1","1001","1579"
"110202006","15","56112006","1","1002","1580"
"110202007","15","56112007","1","1003","1581"
"91002","8","56112007","50","0","1582"
"110202008","15","56112008","1","1001","1583"
"110202009","15","56112009","1","1002","1584"
"110202010","15","56112010","1","1003","1585"
"91002","8","56112010","50","0","1586"
"110202011","15","56112011","1","1001","1587"
"110202012","15","56112012","1","1002","1588"
"110202013","15","56112013","1","1003","1589"
"91002","8","56112013","50","0","1590"
"110202014","15","56112014","1","1001","1591"
"110202015","15","56112015","1","1002","1592"
"110202016","15","56112016","1","1003","1593"
"91002","8","56112016","50","0","1594"
"110202017","15","56112017","1","1001","1595"
"110202018","15","56112018","1","1002","1596"
"110202019","15","56112019","1","1003","1597"
"91002","8","56112019","50","0","1598"
"110202020","15","56112020","1","1001","1599"
"110202021","15","56112021","1","1002","1600"
"110202022","15","56112022","1","1003","1601"
"91002","8","56112022","50","0","1602"
"110202023","15","56112023","1","1001","1603"
"110202024","15","56112024","1","1002","1604"
"110202025","15","56112025","1","1003","1605"
"91002","8","56112025","50","0","1606"
"110202026","15","56112026","1","1001","1607"
"110202027","15","56112027","1","1002","1608"
"110202028","15","56112028","1","1003","1609"
"91002","8","56112028","50","0","1610"
