a28a78c26989ecea0afc7be1469635b7d430c3e4045b70784694fc9c432b4c22,4c8cafdcefcefa69a9f4885cfeabac749b9be910f2ba0481e5ea253140cde71c,5c2625e1bcb4f83333b6a51d44c745297a83d8967647afbe4808ae475bc1c43c,b2ec24f1f6530225de328a2fbe94dda957003049c8d6bcc6f790a7ab66a18670,3fd90cedd8a69c7afd416ae594fd0b903f87ec300e29701e04fdfd6a1ef2c44e
"戰鬥開始時，特大幅度提升所有怪物的行動速度。","提升行動速度","745","84001030","boss_haste"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","746","85001001","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","747","85001001","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","748","85001001","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","749","85001001","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","750","85001001","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","751","85001001","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","752","85001002","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","753","85001002","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","754","85001002","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","755","85001002","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","756","85001002","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","757","85001002","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","758","85001003","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","759","85001003","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","760","85001003","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","761","85001003","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","762","85001003","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","763","85001003","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","764","85001004","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","765","85001004","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","766","85001004","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","767","85001004","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","768","85001004","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","769","85001004","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","770","85001005","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","771","85001005","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","772","85001005","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","773","85001005","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","774","85001005","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","775","85001005","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","776","85001006","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","777","85001006","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","778","85001006","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","779","85001006","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","780","85001006","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","781","85001006","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","782","85001007","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","783","85001007","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","784","85001007","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","785","85001007","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","786","85001007","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","787","85001007","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","788","85001008","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","789","85001008","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","790","85001008","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","791","85001008","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","792","85001008","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","793","85001008","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","794","85001009","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","795","85001009","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","796","85001009","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","797","85001009","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","798","85001009","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","799","85001009","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","800","85001010","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","801","85001010","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","802","85001010","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","803","85001010","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","804","85001010","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","805","85001010","9"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","806","85001010","boss_tp_down_cut"
"戰鬥開始時，特大幅度減少全體角色的HP回復量。","降低HP恢復量","807","85001010","2"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","808","85001011","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","809","85001011","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","810","85001011","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","811","85001011","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","812","85001011","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","813","85001011","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","814","85001012","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","815","85001012","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","816","85001012","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","817","85001012","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","818","85001012","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","819","85001012","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","820","85001013","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","821","85001013","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","822","85001013","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","823","85001013","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","824","85001013","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","825","85001013","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","826","85001014","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","827","85001014","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","828","85001014","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","829","85001014","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","830","85001014","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","831","85001014","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","832","85001015","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","833","85001015","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","834","85001015","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","835","85001015","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","836","85001015","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","837","85001015","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","838","85001016","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","839","85001016","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","840","85001016","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","841","85001016","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","842","85001016","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","843","85001016","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","844","85001017","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","845","85001017","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","846","85001017","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","847","85001017","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","848","85001017","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","849","85001017","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","850","85001018","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","851","85001018","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","852","85001018","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","853","85001018","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","854","85001018","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","855","85001018","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","856","85001019","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","857","85001019","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","858","85001019","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","859","85001019","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","860","85001019","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","861","85001019","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","862","85001020","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","863","85001020","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","864","85001020","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","865","85001020","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","866","85001020","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","867","85001020","9"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","868","85001020","boss_tp_down_cut"
"戰鬥開始時，讓全體角色最大 HP 減少 30％。","減少最大HP","869","85001020","max_hp_down"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","870","85001021","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","871","85001021","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","872","85001021","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","873","85001021","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","874","85001021","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","875","85001021","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","876","85001022","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","877","85001022","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","878","85001022","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","879","85001022","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","880","85001022","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","881","85001022","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","882","85001023","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","883","85001023","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","884","85001023","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","885","85001023","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","886","85001023","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","887","85001023","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","888","85001024","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","889","85001024","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","890","85001024","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","891","85001024","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","892","85001024","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","893","85001024","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","894","85001025","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","895","85001025","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","896","85001025","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","897","85001025","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","898","85001025","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","899","85001025","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","900","85001026","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","901","85001026","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","902","85001026","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","903","85001026","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","904","85001026","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","905","85001026","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","906","85001027","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","907","85001027","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","908","85001027","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","909","85001027","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","910","85001027","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","911","85001027","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","912","85001028","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","913","85001028","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","914","85001028","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","915","85001028","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","916","85001028","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","917","85001028","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","918","85001029","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","919","85001029","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","920","85001029","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","921","85001029","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","922","85001029","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","923","85001029","9"
"當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","924","85001030","16"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","925","85001030","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","926","85001030","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","927","85001030","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","928","85001030","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","929","85001030","9"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","930","85001030","boss_tp_down_cut"
"戰鬥開始時，使全體角色中毒。","賦予毒","931","85001030","10"
"當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","932","81001031","12"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","933","81001031","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","934","81001031","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","935","81001031","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","936","81001031","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","937","81001031","9"
"當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","938","81001032","12"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","939","81001032","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","940","81001032","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","941","81001032","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","942","81001032","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","943","81001032","9"
"當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","944","81001033","12"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","945","81001033","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","946","81001033","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","947","81001033","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","948","81001033","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","949","81001033","9"
"當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","950","81001034","12"
