e07fb443e2cca0bd44c4a1a19a2840c58f779dfd56dba2dd355860d2c51bd217,d90dc916394388e331146cd624eb84f342bf5dab9f25fdb180bb9f5095aa40c8,02e8dc09f81d0abadaf9019db22abf43b188b864e7f8b49fc2e748979db58b23,0087e60eed01f94ec2652225b726432d2ac952ffdfc99659f8c75a9a0ebe47c7,74e49fc3cc20b55f632c94b7d2f6b128cf6bacd880c0e549f3b4b06baf8af6f6,4ffb5f915a2afa35065e6dc294af032bc3d153cacd4d28ea523d1fbcbd2fc4c3
"38","對加農砲附加<0>攻擊力+38%","3","2","30102038","1"
"39","對加農砲附加<0>攻擊力+39%","3","2","30102039","1"
"40","對加農砲附加<0>攻擊力+40%","3","2","30102040","1"
"41","對加農砲附加<0>攻擊力+41%","3","2","30102041","1"
"42","對加農砲附加<0>攻擊力+42%","3","2","30102042","1"
"43","對加農砲附加<0>攻擊力+43%","3","2","30102043","1"
"44","對加農砲附加<0>攻擊力+44%","3","2","30102044","1"
"45","對加農砲附加<0>攻擊力+45%","3","2","30102045","1"
"46","對加農砲附加<0>攻擊力+46%","3","2","30102046","1"
"47","對加農砲附加<0>攻擊力+47%","3","2","30102047","1"
"48","對加農砲附加<0>攻擊力+48%","3","2","30102048","1"
"49","對加農砲附加<0>攻擊力+49%","3","2","30102049","1"
"50","對加農砲附加<0>攻擊力+50%","3","2","30102050","1"
"51","對加農砲附加<0>攻擊力+51%","3","2","30102051","1"
"52","對加農砲附加<0>攻擊力+52%","3","2","30102052","1"
"53","對加農砲附加<0>攻擊力+53%","3","2","30102053","1"
"54","對加農砲附加<0>攻擊力+54%","3","2","30102054","1"
"55","對加農砲附加<0>攻擊力+55%","3","2","30102055","1"
"56","對加農砲附加<0>攻擊力+56%","3","2","30102056","1"
"57","對加農砲附加<0>攻擊力+57%","3","2","30102057","1"
"58","對加農砲附加<0>攻擊力+58%","3","2","30102058","1"
"59","對加農砲附加<0>攻擊力+59%","3","2","30102059","1"
"60","對加農砲附加<0>攻擊力+60%","3","2","30102060","1"
"61","對加農砲附加<0>攻擊力+61%","3","2","30102061","1"
"62","對加農砲附加<0>攻擊力+62%","3","2","30102062","1"
"63","對加農砲附加<0>攻擊力+63%","3","2","30102063","1"
"64","對加農砲附加<0>攻擊力+64%","3","2","30102064","1"
"65","對加農砲附加<0>攻擊力+65%","3","2","30102065","1"
"66","對加農砲附加<0>攻擊力+66%","3","2","30102066","1"
"67","對加農砲附加<0>攻擊力+67%","3","2","30102067","1"
"68","對加農砲附加<0>攻擊力+68%","3","2","30102068","1"
"69","對加農砲附加<0>攻擊力+69%","3","2","30102069","1"
"70","對加農砲附加<0>攻擊力+70%","3","2","30102070","1"
"71","對加農砲附加<0>攻擊力+71%","3","2","30102071","1"
"72","對加農砲附加<0>攻擊力+72%","3","2","30102072","1"
"73","對加農砲附加<0>攻擊力+73%","3","2","30102073","1"
"74","對加農砲附加<0>攻擊力+74%","3","2","30102074","1"
"75","對加農砲附加<0>攻擊力+75%","3","2","30102075","1"
"76","對加農砲附加<0>攻擊力+76%","3","2","30102076","1"
"77","對加農砲附加<0>攻擊力+77%","3","2","30102077","1"
"78","對加農砲附加<0>攻擊力+78%","3","2","30102078","1"
"79","對加農砲附加<0>攻擊力+79%","3","2","30102079","1"
"80","對加農砲附加<0>攻擊力+80%","3","2","30102080","1"
"81","對加農砲附加<0>攻擊力+81%","3","2","30102081","1"
"82","對加農砲附加<0>攻擊力+82%","3","2","30102082","1"
"83","對加農砲附加<0>攻擊力+83%","3","2","30102083","1"
"84","對加農砲附加<0>攻擊力+84%","3","2","30102084","1"
"85","對加農砲附加<0>攻擊力+85%","3","2","30102085","1"
"86","對加農砲附加<0>攻擊力+86%","3","2","30102086","1"
"87","對加農砲附加<0>攻擊力+87%","3","2","30102087","1"
"88","對加農砲附加<0>攻擊力+88%","3","2","30102088","1"
"89","對加農砲附加<0>攻擊力+89%","3","2","30102089","1"
"90","對加農砲附加<0>攻擊力+90%","3","2","30102090","1"
"91","對加農砲附加<0>攻擊力+91%","3","2","30102091","1"
"92","對加農砲附加<0>攻擊力+92%","3","2","30102092","1"
"93","對加農砲附加<0>攻擊力+93%","3","2","30102093","1"
"94","對加農砲附加<0>攻擊力+94%","3","2","30102094","1"
"95","對加農砲附加<0>攻擊力+95%","3","2","30102095","1"
"96","對加農砲附加<0>攻擊力+96%","3","2","30102096","1"
"97","對加農砲附加<0>攻擊力+97%","3","2","30102097","1"
"98","對加農砲附加<0>攻擊力+98%","3","2","30102098","1"
"99","對加農砲附加<0>攻擊力+99%","3","2","30102099","1"
"100","對加農砲附加<0>攻擊力+100%","3","2","30102100","1"
"10","對刨刀附加<0>攻擊力+10%","3","2","30202010","2"
"11","對刨刀附加<0>攻擊力+11%","3","2","30202011","2"
"12","對刨刀附加<0>攻擊力+12%","3","2","30202012","2"
"13","對刨刀附加<0>攻擊力+13%","3","2","30202013","2"
"14","對刨刀附加<0>攻擊力+14%","3","2","30202014","2"
"15","對刨刀附加<0>攻擊力+15%","3","2","30202015","2"
"16","對刨刀附加<0>攻擊力+16%","3","2","30202016","2"
"17","對刨刀附加<0>攻擊力+17%","3","2","30202017","2"
"18","對刨刀附加<0>攻擊力+18%","3","2","30202018","2"
"19","對刨刀附加<0>攻擊力+19%","3","2","30202019","2"
"20","對刨刀附加<0>攻擊力+20%","3","2","30202020","2"
"21","對刨刀附加<0>攻擊力+21%","3","2","30202021","2"
"22","對刨刀附加<0>攻擊力+22%","3","2","30202022","2"
"23","對刨刀附加<0>攻擊力+23%","3","2","30202023","2"
"24","對刨刀附加<0>攻擊力+24%","3","2","30202024","2"
"25","對刨刀附加<0>攻擊力+25%","3","2","30202025","2"
"26","對刨刀附加<0>攻擊力+26%","3","2","30202026","2"
"27","對刨刀附加<0>攻擊力+27%","3","2","30202027","2"
"28","對刨刀附加<0>攻擊力+28%","3","2","30202028","2"
"29","對刨刀附加<0>攻擊力+29%","3","2","30202029","2"
"30","對刨刀附加<0>攻擊力+30%","3","2","30202030","2"
"31","對刨刀附加<0>攻擊力+31%","3","2","30202031","2"
"32","對刨刀附加<0>攻擊力+32%","3","2","30202032","2"
"33","對刨刀附加<0>攻擊力+33%","3","2","30202033","2"
"34","對刨刀附加<0>攻擊力+34%","3","2","30202034","2"
"35","對刨刀附加<0>攻擊力+35%","3","2","30202035","2"
"36","對刨刀附加<0>攻擊力+36%","3","2","30202036","2"
"37","對刨刀附加<0>攻擊力+37%","3","2","30202037","2"
"38","對刨刀附加<0>攻擊力+38%","3","2","30202038","2"
"39","對刨刀附加<0>攻擊力+39%","3","2","30202039","2"
"40","對刨刀附加<0>攻擊力+40%","3","2","30202040","2"
"41","對刨刀附加<0>攻擊力+41%","3","2","30202041","2"
"42","對刨刀附加<0>攻擊力+42%","3","2","30202042","2"
"43","對刨刀附加<0>攻擊力+43%","3","2","30202043","2"
"44","對刨刀附加<0>攻擊力+44%","3","2","30202044","2"
"45","對刨刀附加<0>攻擊力+45%","3","2","30202045","2"
"46","對刨刀附加<0>攻擊力+46%","3","2","30202046","2"
"47","對刨刀附加<0>攻擊力+47%","3","2","30202047","2"
"48","對刨刀附加<0>攻擊力+48%","3","2","30202048","2"
"49","對刨刀附加<0>攻擊力+49%","3","2","30202049","2"
"50","對刨刀附加<0>攻擊力+50%","3","2","30202050","2"
"51","對刨刀附加<0>攻擊力+51%","3","2","30202051","2"
"52","對刨刀附加<0>攻擊力+52%","3","2","30202052","2"
"53","對刨刀附加<0>攻擊力+53%","3","2","30202053","2"
"54","對刨刀附加<0>攻擊力+54%","3","2","30202054","2"
"55","對刨刀附加<0>攻擊力+55%","3","2","30202055","2"
"56","對刨刀附加<0>攻擊力+56%","3","2","30202056","2"
"57","對刨刀附加<0>攻擊力+57%","3","2","30202057","2"
"58","對刨刀附加<0>攻擊力+58%","3","2","30202058","2"
"59","對刨刀附加<0>攻擊力+59%","3","2","30202059","2"
"60","對刨刀附加<0>攻擊力+60%","3","2","30202060","2"
"61","對刨刀附加<0>攻擊力+61%","3","2","30202061","2"
"62","對刨刀附加<0>攻擊力+62%","3","2","30202062","2"
"63","對刨刀附加<0>攻擊力+63%","3","2","30202063","2"
"64","對刨刀附加<0>攻擊力+64%","3","2","30202064","2"
"65","對刨刀附加<0>攻擊力+65%","3","2","30202065","2"
"66","對刨刀附加<0>攻擊力+66%","3","2","30202066","2"
"67","對刨刀附加<0>攻擊力+67%","3","2","30202067","2"
"68","對刨刀附加<0>攻擊力+68%","3","2","30202068","2"
"69","對刨刀附加<0>攻擊力+69%","3","2","30202069","2"
"70","對刨刀附加<0>攻擊力+70%","3","2","30202070","2"
"71","對刨刀附加<0>攻擊力+71%","3","2","30202071","2"
"72","對刨刀附加<0>攻擊力+72%","3","2","30202072","2"
"73","對刨刀附加<0>攻擊力+73%","3","2","30202073","2"
"74","對刨刀附加<0>攻擊力+74%","3","2","30202074","2"
"75","對刨刀附加<0>攻擊力+75%","3","2","30202075","2"
"76","對刨刀附加<0>攻擊力+76%","3","2","30202076","2"
"77","對刨刀附加<0>攻擊力+77%","3","2","30202077","2"
"78","對刨刀附加<0>攻擊力+78%","3","2","30202078","2"
"79","對刨刀附加<0>攻擊力+79%","3","2","30202079","2"
"80","對刨刀附加<0>攻擊力+80%","3","2","30202080","2"
"81","對刨刀附加<0>攻擊力+81%","3","2","30202081","2"
"82","對刨刀附加<0>攻擊力+82%","3","2","30202082","2"
"83","對刨刀附加<0>攻擊力+83%","3","2","30202083","2"
"84","對刨刀附加<0>攻擊力+84%","3","2","30202084","2"
"85","對刨刀附加<0>攻擊力+85%","3","2","30202085","2"
"86","對刨刀附加<0>攻擊力+86%","3","2","30202086","2"
"87","對刨刀附加<0>攻擊力+87%","3","2","30202087","2"
"88","對刨刀附加<0>攻擊力+88%","3","2","30202088","2"
"89","對刨刀附加<0>攻擊力+89%","3","2","30202089","2"
"90","對刨刀附加<0>攻擊力+90%","3","2","30202090","2"
"91","對刨刀附加<0>攻擊力+91%","3","2","30202091","2"
"92","對刨刀附加<0>攻擊力+92%","3","2","30202092","2"
"93","對刨刀附加<0>攻擊力+93%","3","2","30202093","2"
"94","對刨刀附加<0>攻擊力+94%","3","2","30202094","2"
"95","對刨刀附加<0>攻擊力+95%","3","2","30202095","2"
"96","對刨刀附加<0>攻擊力+96%","3","2","30202096","2"
"97","對刨刀附加<0>攻擊力+97%","3","2","30202097","2"
"98","對刨刀附加<0>攻擊力+98%","3","2","30202098","2"
"99","對刨刀附加<0>攻擊力+99%","3","2","30202099","2"
"100","對刨刀附加<0>攻擊力+100%","3","2","30202100","2"
"10","對鑽頭附加<0>攻擊力+10%","3","2","30302010","3"
"11","對鑽頭附加<0>攻擊力+11%","3","2","30302011","3"
"12","對鑽頭附加<0>攻擊力+12%","3","2","30302012","3"
"13","對鑽頭附加<0>攻擊力+13%","3","2","30302013","3"
"14","對鑽頭附加<0>攻擊力+14%","3","2","30302014","3"
"15","對鑽頭附加<0>攻擊力+15%","3","2","30302015","3"
"16","對鑽頭附加<0>攻擊力+16%","3","2","30302016","3"
"17","對鑽頭附加<0>攻擊力+17%","3","2","30302017","3"
"18","對鑽頭附加<0>攻擊力+18%","3","2","30302018","3"
"19","對鑽頭附加<0>攻擊力+19%","3","2","30302019","3"
"20","對鑽頭附加<0>攻擊力+20%","3","2","30302020","3"
"21","對鑽頭附加<0>攻擊力+21%","3","2","30302021","3"
"22","對鑽頭附加<0>攻擊力+22%","3","2","30302022","3"
"23","對鑽頭附加<0>攻擊力+23%","3","2","30302023","3"
"24","對鑽頭附加<0>攻擊力+24%","3","2","30302024","3"
"25","對鑽頭附加<0>攻擊力+25%","3","2","30302025","3"
"26","對鑽頭附加<0>攻擊力+26%","3","2","30302026","3"
"27","對鑽頭附加<0>攻擊力+27%","3","2","30302027","3"
"28","對鑽頭附加<0>攻擊力+28%","3","2","30302028","3"
"29","對鑽頭附加<0>攻擊力+29%","3","2","30302029","3"
"30","對鑽頭附加<0>攻擊力+30%","3","2","30302030","3"
"31","對鑽頭附加<0>攻擊力+31%","3","2","30302031","3"
"32","對鑽頭附加<0>攻擊力+32%","3","2","30302032","3"
"33","對鑽頭附加<0>攻擊力+33%","3","2","30302033","3"
"34","對鑽頭附加<0>攻擊力+34%","3","2","30302034","3"
"35","對鑽頭附加<0>攻擊力+35%","3","2","30302035","3"
"36","對鑽頭附加<0>攻擊力+36%","3","2","30302036","3"
"37","對鑽頭附加<0>攻擊力+37%","3","2","30302037","3"
"38","對鑽頭附加<0>攻擊力+38%","3","2","30302038","3"
"39","對鑽頭附加<0>攻擊力+39%","3","2","30302039","3"
"40","對鑽頭附加<0>攻擊力+40%","3","2","30302040","3"
"41","對鑽頭附加<0>攻擊力+41%","3","2","30302041","3"
"42","對鑽頭附加<0>攻擊力+42%","3","2","30302042","3"
"43","對鑽頭附加<0>攻擊力+43%","3","2","30302043","3"
"44","對鑽頭附加<0>攻擊力+44%","3","2","30302044","3"
"45","對鑽頭附加<0>攻擊力+45%","3","2","30302045","3"
"46","對鑽頭附加<0>攻擊力+46%","3","2","30302046","3"
"47","對鑽頭附加<0>攻擊力+47%","3","2","30302047","3"
"48","對鑽頭附加<0>攻擊力+48%","3","2","30302048","3"
"49","對鑽頭附加<0>攻擊力+49%","3","2","30302049","3"
"50","對鑽頭附加<0>攻擊力+50%","3","2","30302050","3"
"51","對鑽頭附加<0>攻擊力+51%","3","2","30302051","3"
"52","對鑽頭附加<0>攻擊力+52%","3","2","30302052","3"
"53","對鑽頭附加<0>攻擊力+53%","3","2","30302053","3"
"54","對鑽頭附加<0>攻擊力+54%","3","2","30302054","3"
"55","對鑽頭附加<0>攻擊力+55%","3","2","30302055","3"
"56","對鑽頭附加<0>攻擊力+56%","3","2","30302056","3"
"57","對鑽頭附加<0>攻擊力+57%","3","2","30302057","3"
"58","對鑽頭附加<0>攻擊力+58%","3","2","30302058","3"
"59","對鑽頭附加<0>攻擊力+59%","3","2","30302059","3"
"60","對鑽頭附加<0>攻擊力+60%","3","2","30302060","3"
"61","對鑽頭附加<0>攻擊力+61%","3","2","30302061","3"
"62","對鑽頭附加<0>攻擊力+62%","3","2","30302062","3"
"63","對鑽頭附加<0>攻擊力+63%","3","2","30302063","3"
"64","對鑽頭附加<0>攻擊力+64%","3","2","30302064","3"
"65","對鑽頭附加<0>攻擊力+65%","3","2","30302065","3"
"66","對鑽頭附加<0>攻擊力+66%","3","2","30302066","3"
"67","對鑽頭附加<0>攻擊力+67%","3","2","30302067","3"
"68","對鑽頭附加<0>攻擊力+68%","3","2","30302068","3"
"69","對鑽頭附加<0>攻擊力+69%","3","2","30302069","3"
"70","對鑽頭附加<0>攻擊力+70%","3","2","30302070","3"
"71","對鑽頭附加<0>攻擊力+71%","3","2","30302071","3"
"72","對鑽頭附加<0>攻擊力+72%","3","2","30302072","3"
"73","對鑽頭附加<0>攻擊力+73%","3","2","30302073","3"
"74","對鑽頭附加<0>攻擊力+74%","3","2","30302074","3"
"75","對鑽頭附加<0>攻擊力+75%","3","2","30302075","3"
"76","對鑽頭附加<0>攻擊力+76%","3","2","30302076","3"
"77","對鑽頭附加<0>攻擊力+77%","3","2","30302077","3"
"78","對鑽頭附加<0>攻擊力+78%","3","2","30302078","3"
"79","對鑽頭附加<0>攻擊力+79%","3","2","30302079","3"
"80","對鑽頭附加<0>攻擊力+80%","3","2","30302080","3"
"81","對鑽頭附加<0>攻擊力+81%","3","2","30302081","3"
"82","對鑽頭附加<0>攻擊力+82%","3","2","30302082","3"
"83","對鑽頭附加<0>攻擊力+83%","3","2","30302083","3"
"84","對鑽頭附加<0>攻擊力+84%","3","2","30302084","3"
"85","對鑽頭附加<0>攻擊力+85%","3","2","30302085","3"
"86","對鑽頭附加<0>攻擊力+86%","3","2","30302086","3"
"87","對鑽頭附加<0>攻擊力+87%","3","2","30302087","3"
"88","對鑽頭附加<0>攻擊力+88%","3","2","30302088","3"
"89","對鑽頭附加<0>攻擊力+89%","3","2","30302089","3"
"90","對鑽頭附加<0>攻擊力+90%","3","2","30302090","3"
"91","對鑽頭附加<0>攻擊力+91%","3","2","30302091","3"
"92","對鑽頭附加<0>攻擊力+92%","3","2","30302092","3"
"93","對鑽頭附加<0>攻擊力+93%","3","2","30302093","3"
"94","對鑽頭附加<0>攻擊力+94%","3","2","30302094","3"
"95","對鑽頭附加<0>攻擊力+95%","3","2","30302095","3"
"96","對鑽頭附加<0>攻擊力+96%","3","2","30302096","3"
"97","對鑽頭附加<0>攻擊力+97%","3","2","30302097","3"
"98","對鑽頭附加<0>攻擊力+98%","3","2","30302098","3"
"99","對鑽頭附加<0>攻擊力+99%","3","2","30302099","3"
"100","對鑽頭附加<0>攻擊力+100%","3","2","30302100","3"
"10","對槌子附加<0>攻擊力+10%","3","2","30402010","4"
"11","對槌子附加<0>攻擊力+11%","3","2","30402011","4"
"12","對槌子附加<0>攻擊力+12%","3","2","30402012","4"
"13","對槌子附加<0>攻擊力+13%","3","2","30402013","4"
"14","對槌子附加<0>攻擊力+14%","3","2","30402014","4"
"15","對槌子附加<0>攻擊力+15%","3","2","30402015","4"
"16","對槌子附加<0>攻擊力+16%","3","2","30402016","4"
"17","對槌子附加<0>攻擊力+17%","3","2","30402017","4"
"18","對槌子附加<0>攻擊力+18%","3","2","30402018","4"
"19","對槌子附加<0>攻擊力+19%","3","2","30402019","4"
"20","對槌子附加<0>攻擊力+20%","3","2","30402020","4"
"21","對槌子附加<0>攻擊力+21%","3","2","30402021","4"
"22","對槌子附加<0>攻擊力+22%","3","2","30402022","4"
"23","對槌子附加<0>攻擊力+23%","3","2","30402023","4"
"24","對槌子附加<0>攻擊力+24%","3","2","30402024","4"
"25","對槌子附加<0>攻擊力+25%","3","2","30402025","4"
"26","對槌子附加<0>攻擊力+26%","3","2","30402026","4"
"27","對槌子附加<0>攻擊力+27%","3","2","30402027","4"
"28","對槌子附加<0>攻擊力+28%","3","2","30402028","4"
"29","對槌子附加<0>攻擊力+29%","3","2","30402029","4"
"30","對槌子附加<0>攻擊力+30%","3","2","30402030","4"
"31","對槌子附加<0>攻擊力+31%","3","2","30402031","4"
"32","對槌子附加<0>攻擊力+32%","3","2","30402032","4"
"33","對槌子附加<0>攻擊力+33%","3","2","30402033","4"
"34","對槌子附加<0>攻擊力+34%","3","2","30402034","4"
"35","對槌子附加<0>攻擊力+35%","3","2","30402035","4"
"36","對槌子附加<0>攻擊力+36%","3","2","30402036","4"
"37","對槌子附加<0>攻擊力+37%","3","2","30402037","4"
"38","對槌子附加<0>攻擊力+38%","3","2","30402038","4"
"39","對槌子附加<0>攻擊力+39%","3","2","30402039","4"
"40","對槌子附加<0>攻擊力+40%","3","2","30402040","4"
"41","對槌子附加<0>攻擊力+41%","3","2","30402041","4"
"42","對槌子附加<0>攻擊力+42%","3","2","30402042","4"
"43","對槌子附加<0>攻擊力+43%","3","2","30402043","4"
"44","對槌子附加<0>攻擊力+44%","3","2","30402044","4"
"45","對槌子附加<0>攻擊力+45%","3","2","30402045","4"
"46","對槌子附加<0>攻擊力+46%","3","2","30402046","4"
"47","對槌子附加<0>攻擊力+47%","3","2","30402047","4"
"48","對槌子附加<0>攻擊力+48%","3","2","30402048","4"
"49","對槌子附加<0>攻擊力+49%","3","2","30402049","4"
"50","對槌子附加<0>攻擊力+50%","3","2","30402050","4"
"51","對槌子附加<0>攻擊力+51%","3","2","30402051","4"
"52","對槌子附加<0>攻擊力+52%","3","2","30402052","4"
"53","對槌子附加<0>攻擊力+53%","3","2","30402053","4"
"54","對槌子附加<0>攻擊力+54%","3","2","30402054","4"
"55","對槌子附加<0>攻擊力+55%","3","2","30402055","4"
"56","對槌子附加<0>攻擊力+56%","3","2","30402056","4"
"57","對槌子附加<0>攻擊力+57%","3","2","30402057","4"
"58","對槌子附加<0>攻擊力+58%","3","2","30402058","4"
"59","對槌子附加<0>攻擊力+59%","3","2","30402059","4"
"60","對槌子附加<0>攻擊力+60%","3","2","30402060","4"
"61","對槌子附加<0>攻擊力+61%","3","2","30402061","4"
"62","對槌子附加<0>攻擊力+62%","3","2","30402062","4"
"63","對槌子附加<0>攻擊力+63%","3","2","30402063","4"
"64","對槌子附加<0>攻擊力+64%","3","2","30402064","4"
"65","對槌子附加<0>攻擊力+65%","3","2","30402065","4"
"66","對槌子附加<0>攻擊力+66%","3","2","30402066","4"
"67","對槌子附加<0>攻擊力+67%","3","2","30402067","4"
"68","對槌子附加<0>攻擊力+68%","3","2","30402068","4"
"69","對槌子附加<0>攻擊力+69%","3","2","30402069","4"
"70","對槌子附加<0>攻擊力+70%","3","2","30402070","4"
"71","對槌子附加<0>攻擊力+71%","3","2","30402071","4"
"72","對槌子附加<0>攻擊力+72%","3","2","30402072","4"
"73","對槌子附加<0>攻擊力+73%","3","2","30402073","4"
"74","對槌子附加<0>攻擊力+74%","3","2","30402074","4"
"75","對槌子附加<0>攻擊力+75%","3","2","30402075","4"
"76","對槌子附加<0>攻擊力+76%","3","2","30402076","4"
"77","對槌子附加<0>攻擊力+77%","3","2","30402077","4"
"78","對槌子附加<0>攻擊力+78%","3","2","30402078","4"
"79","對槌子附加<0>攻擊力+79%","3","2","30402079","4"
"80","對槌子附加<0>攻擊力+80%","3","2","30402080","4"
"81","對槌子附加<0>攻擊力+81%","3","2","30402081","4"
"82","對槌子附加<0>攻擊力+82%","3","2","30402082","4"
"83","對槌子附加<0>攻擊力+83%","3","2","30402083","4"
"84","對槌子附加<0>攻擊力+84%","3","2","30402084","4"
"85","對槌子附加<0>攻擊力+85%","3","2","30402085","4"
"86","對槌子附加<0>攻擊力+86%","3","2","30402086","4"
"87","對槌子附加<0>攻擊力+87%","3","2","30402087","4"
"88","對槌子附加<0>攻擊力+88%","3","2","30402088","4"
"89","對槌子附加<0>攻擊力+89%","3","2","30402089","4"
"90","對槌子附加<0>攻擊力+90%","3","2","30402090","4"
"91","對槌子附加<0>攻擊力+91%","3","2","30402091","4"
"92","對槌子附加<0>攻擊力+92%","3","2","30402092","4"
"93","對槌子附加<0>攻擊力+93%","3","2","30402093","4"
"94","對槌子附加<0>攻擊力+94%","3","2","30402094","4"
"95","對槌子附加<0>攻擊力+95%","3","2","30402095","4"
"96","對槌子附加<0>攻擊力+96%","3","2","30402096","4"
"97","對槌子附加<0>攻擊力+97%","3","2","30402097","4"
"98","對槌子附加<0>攻擊力+98%","3","2","30402098","4"
"99","對槌子附加<0>攻擊力+99%","3","2","30402099","4"
"100","對槌子附加<0>攻擊力+100%","3","2","30402100","4"
"10","對霰彈槍附加<0>攻擊力+10%","3","2","30502010","5"
"11","對霰彈槍附加<0>攻擊力+11%","3","2","30502011","5"
"12","對霰彈槍附加<0>攻擊力+12%","3","2","30502012","5"
"13","對霰彈槍附加<0>攻擊力+13%","3","2","30502013","5"
"14","對霰彈槍附加<0>攻擊力+14%","3","2","30502014","5"
"15","對霰彈槍附加<0>攻擊力+15%","3","2","30502015","5"
"16","對霰彈槍附加<0>攻擊力+16%","3","2","30502016","5"
"17","對霰彈槍附加<0>攻擊力+17%","3","2","30502017","5"
"18","對霰彈槍附加<0>攻擊力+18%","3","2","30502018","5"
"19","對霰彈槍附加<0>攻擊力+19%","3","2","30502019","5"
"20","對霰彈槍附加<0>攻擊力+20%","3","2","30502020","5"
"21","對霰彈槍附加<0>攻擊力+21%","3","2","30502021","5"
"22","對霰彈槍附加<0>攻擊力+22%","3","2","30502022","5"
"23","對霰彈槍附加<0>攻擊力+23%","3","2","30502023","5"
"24","對霰彈槍附加<0>攻擊力+24%","3","2","30502024","5"
"25","對霰彈槍附加<0>攻擊力+25%","3","2","30502025","5"
"26","對霰彈槍附加<0>攻擊力+26%","3","2","30502026","5"
"27","對霰彈槍附加<0>攻擊力+27%","3","2","30502027","5"
"28","對霰彈槍附加<0>攻擊力+28%","3","2","30502028","5"
"29","對霰彈槍附加<0>攻擊力+29%","3","2","30502029","5"
"30","對霰彈槍附加<0>攻擊力+30%","3","2","30502030","5"
"31","對霰彈槍附加<0>攻擊力+31%","3","2","30502031","5"
"32","對霰彈槍附加<0>攻擊力+32%","3","2","30502032","5"
"33","對霰彈槍附加<0>攻擊力+33%","3","2","30502033","5"
"34","對霰彈槍附加<0>攻擊力+34%","3","2","30502034","5"
"35","對霰彈槍附加<0>攻擊力+35%","3","2","30502035","5"
"36","對霰彈槍附加<0>攻擊力+36%","3","2","30502036","5"
"37","對霰彈槍附加<0>攻擊力+37%","3","2","30502037","5"
"38","對霰彈槍附加<0>攻擊力+38%","3","2","30502038","5"
"39","對霰彈槍附加<0>攻擊力+39%","3","2","30502039","5"
"40","對霰彈槍附加<0>攻擊力+40%","3","2","30502040","5"
"41","對霰彈槍附加<0>攻擊力+41%","3","2","30502041","5"
"42","對霰彈槍附加<0>攻擊力+42%","3","2","30502042","5"
"43","對霰彈槍附加<0>攻擊力+43%","3","2","30502043","5"
"44","對霰彈槍附加<0>攻擊力+44%","3","2","30502044","5"
"45","對霰彈槍附加<0>攻擊力+45%","3","2","30502045","5"
"46","對霰彈槍附加<0>攻擊力+46%","3","2","30502046","5"
"47","對霰彈槍附加<0>攻擊力+47%","3","2","30502047","5"
"48","對霰彈槍附加<0>攻擊力+48%","3","2","30502048","5"
"49","對霰彈槍附加<0>攻擊力+49%","3","2","30502049","5"
"50","對霰彈槍附加<0>攻擊力+50%","3","2","30502050","5"
"51","對霰彈槍附加<0>攻擊力+51%","3","2","30502051","5"
"52","對霰彈槍附加<0>攻擊力+52%","3","2","30502052","5"
"53","對霰彈槍附加<0>攻擊力+53%","3","2","30502053","5"
"54","對霰彈槍附加<0>攻擊力+54%","3","2","30502054","5"
"55","對霰彈槍附加<0>攻擊力+55%","3","2","30502055","5"
"56","對霰彈槍附加<0>攻擊力+56%","3","2","30502056","5"
"57","對霰彈槍附加<0>攻擊力+57%","3","2","30502057","5"
"58","對霰彈槍附加<0>攻擊力+58%","3","2","30502058","5"
"59","對霰彈槍附加<0>攻擊力+59%","3","2","30502059","5"
"60","對霰彈槍附加<0>攻擊力+60%","3","2","30502060","5"
"61","對霰彈槍附加<0>攻擊力+61%","3","2","30502061","5"
"62","對霰彈槍附加<0>攻擊力+62%","3","2","30502062","5"
"63","對霰彈槍附加<0>攻擊力+63%","3","2","30502063","5"
"64","對霰彈槍附加<0>攻擊力+64%","3","2","30502064","5"
"65","對霰彈槍附加<0>攻擊力+65%","3","2","30502065","5"
"66","對霰彈槍附加<0>攻擊力+66%","3","2","30502066","5"
"67","對霰彈槍附加<0>攻擊力+67%","3","2","30502067","5"
"68","對霰彈槍附加<0>攻擊力+68%","3","2","30502068","5"
"69","對霰彈槍附加<0>攻擊力+69%","3","2","30502069","5"
"70","對霰彈槍附加<0>攻擊力+70%","3","2","30502070","5"
"71","對霰彈槍附加<0>攻擊力+71%","3","2","30502071","5"
"72","對霰彈槍附加<0>攻擊力+72%","3","2","30502072","5"
"73","對霰彈槍附加<0>攻擊力+73%","3","2","30502073","5"
"74","對霰彈槍附加<0>攻擊力+74%","3","2","30502074","5"
"75","對霰彈槍附加<0>攻擊力+75%","3","2","30502075","5"
"76","對霰彈槍附加<0>攻擊力+76%","3","2","30502076","5"
"77","對霰彈槍附加<0>攻擊力+77%","3","2","30502077","5"
"78","對霰彈槍附加<0>攻擊力+78%","3","2","30502078","5"
"79","對霰彈槍附加<0>攻擊力+79%","3","2","30502079","5"
"80","對霰彈槍附加<0>攻擊力+80%","3","2","30502080","5"
"81","對霰彈槍附加<0>攻擊力+81%","3","2","30502081","5"
"82","對霰彈槍附加<0>攻擊力+82%","3","2","30502082","5"
"83","對霰彈槍附加<0>攻擊力+83%","3","2","30502083","5"
"84","對霰彈槍附加<0>攻擊力+84%","3","2","30502084","5"
