e0df6fadbaccae635c09da7232354c9dca69ff10b00ab18d785ba52ed5690385,cf8003f38bc81e1a8c851e7240d052fca24b69e5a209e0c19b8d49d6c4c5a823,a8314e903a712eb8a391eab5a3d7379760c58e896fcb09a47653e6efe403b61f,6e9f4cfc02b75da8584e7eece0f81859a5276ce61a8813a7e610499d70646177,567495a40fdeb3e4f465d55d8964dccc196460d72cb891c1ad95ad3bda81050e,c6ae868eaeceab8df3f51510bf05aa409538a9976a761d87d241a53f1c6607d2,f7e30a6aa30d144f0633c66da06382e7c88f4143ecdfc97c7d7914a635f7ba54,0e6619260c474cf5ee89823e71b6134c3d23a8b8ba74af03dffb6e84e3d3c5e3,42e4dc7b8067ba4c3cf57da11d91780912cc67f2356db891ddc08974400b8572,3c1e57aeabb17ccf4c7df67677b17498487e7f5ece84e648d4c607a0e261dd8e,c459f8a802d520685c21d2b047d88263c538546073f8ae8c29429370876470ec,c611a3f6c131ae3e00ee80baea12ca8aa12bc752ed363a82a5dd3741e0db5fe7,aca1d5471d05125f6a1d839bdf1d9db82c80184b93705cfbe5fa7ba1d4cad180,6eb847b2523cf8561a11928baba5b226bfffbb5c8768cc84c3a01cd49dd6c1d3,a149cedc54a04b156a5f8000a201f4948f6740ddc84f090bbde36c0e0616cf5f,5ad622ae064fc1d351bcfded080c4aaf975b47414b0a1a36fc927c099ef0fec9,c51ff0e4a9ded568cea1e95c7582a47227da40ad74fa5d6af0a1ba3edcf15c75,9c6fcdc9509ae52c22803a5b954bda2a1825df0c9b789e1cdac1877a6eab76d9,1e8ca3a646394c77c2924e31938df067f3315a7161803dd2098de93d269a1f6d,1cf987bb865605e41f2eb761b9fe4833e424970b8ade86c9ca8d8edc7686216d,d239eeb9a413e30c75c6ca88dbb62b7cda17d8f3ff7f33ac8b11139b13ef7bb3,9839d7b3914c87cc1bfc2fe48f919e352a579e1194ff638265860d675405972a,d69638161b2ef137b0c2063a5b130a11d3e46f39d2d44b5ef2ca7e8b76065f1c,7af32bce69885f702e87ac8ed9952675343afb20a3254aa839f58f2b5134ca42,bdfe40a38f67d7190d6ec3cd6aa872ac05759a88f1a170f1e67e30c4dc2d69ef,298bc0e2542a5f018d4d2895f16e04d02299236485906dbe03c1ff4896059e25,2703f40f5d3cb08cc83281c25aa9b2eb4a466ee8a2c200bcf69e5baf95ac0fbc,fc3d36554b4cfeb03ad780effbd1f462fe78d9f1777312a0c5311e876194934c,e8b24522f8cb23349360bbc4f38b7dc93e624392ae0a8f75afed246a6a052480,177e4ca1be0bf3715ab9c6b4d0dbe5bcd5d8eac205b75e676e17e3c8a2fc020c,090f53f996e5d23979e5b6741a11277b691650ec60e6027611c83b773fb9f2d3,46008659acbc6a005b0630af24d9aa2c5dce68a2d434e2eb89cb8f409143f9ab,66628f653bb315ef2d96665ac38f8ed024f92e1534f5f8db4304bdfe88190dd8,e1b5a1f56617da1c3b6023887bb4bfbe73262b1aabdb02aa3133e39308760a40,13ffc2b3457ba4c2c8b33a04df69570382fbcd1ba9cbc8c4a7b5d33676d88328,1f7e8637cddacef31041ba27abe9556f0194601d6719dc5d25f0622cbc02cc92,c1a1607418fb23e77c277e0e57619a39764acdc69675b8ed7ecac6af48b2b263,fd6df5a6e361f38b5922e92152bfaa8c0c51ed636117ac3ff0bf123c90c48f4f,8fb15a4ccbef079b7b9ccfa92bca24b853e04b88cf0104df576b58bf4c45fab5
"1004106","168","10410105","1004207","10410104","1004110","0.03","401050071","710051","401050081","10410103","1004109","3","401050091","1.4","0","1004206","10410101","1.2","1004107","2","2","1","1004208","1041","1004108","401050101","1","1.2","1","401050061","1000000","1004210","1.3","1001303","1.5","0","10410102","1004209"
"1004106","169","10410105","1004207","10410104","1004110","0.06","401050121","710051","401050131","10410103","1004109","10","401050141","1.9","0","1004206","10410101","1.6","1004107","4","4","2","1004208","1041","1004108","401050151","1","1.6","2","401050111","1000000","1004210","1.8","1001303","2","0","10410102","1004209"
"1004106","170","10410105","1004207","10410104","1004110","0.06","401050171","710051","401050181","10410103","1004109","30","401050191","2.4","0","1004206","10410101","2","1004107","11","11","2","1004208","1041","1004108","401050201","1","2","3","401050161","1000000","1004210","2.4","1001303","2.6","0","10410102","1004209"
"1004106","171","10410105","1004207","10410104","1004110","0.06","401050221","710051","401050231","10410103","1004109","40","401050241","3.8","0","1004206","10410101","3.5","1004107","31","31","2","1004208","1041","1004108","401050251","1","3.5","4","401050211","1000000","1004210","3.7","1001303","4","0","10410102","1004209"
"1004106","172","10410105","1004207","10410104","1004110","0.06","401050271","710051","401050281","10410103","1004109","-1","401050291","3.8","0","1004206","10410101","3.5","1004107","41","41","2","1004208","1041","1004108","401050301","1","3.5","5","401050261","1000000","1004210","3.7","1001303","4","0","10410102","1004209"
"1004101","173","10420105","1004202","10420104","1004105","0.03","401050471","710061","401050481","10420103","1004104","1","401050491","1.4","0","1004201","10420101","1.2","1004102","1","1","1","1004203","1042","1004103","401050501","1","1.2","1","401050461","1000000","1004205","1.3","1001301","1.5","0","10420102","1004204"
"1004106","174","10420105","1004207","10420104","1004110","0.03","401050471","710061","401050481","10420103","1004109","3","401050491","1.4","0","1004206","10420101","1.2","1004107","2","2","1","1004208","1042","1004108","401050501","1","1.2","1","401050461","1000000","1004210","1.3","1001303","1.5","0","10420102","1004209"
"1004106","175","10420105","1004207","10420104","1004110","0.06","401050521","710061","401050531","10420103","1004109","10","401050541","1.9","0","1004206","10420101","1.6","1004107","4","4","2","1004208","1042","1004108","401050551","1","1.6","2","401050511","1000000","1004210","1.8","1001303","2","0","10420102","1004209"
"1004106","176","10420105","1004207","10420104","1004110","0.06","401050571","710061","401050581","10420103","1004109","30","401050591","2.4","0","1004206","10420101","2","1004107","11","11","2","1004208","1042","1004108","401050601","1","2","3","401050561","1000000","1004210","2.4","1001303","2.6","0","10420102","1004209"
"1004106","177","10420105","1004207","10420104","1004110","0.06","401050621","710061","401050631","10420103","1004109","40","401050641","3.8","0","1004206","10420101","3.5","1004107","31","31","2","1004208","1042","1004108","401050651","1","3.5","4","401050611","1000000","1004210","3.7","1001303","4","0","10420102","1004209"
"1004106","178","10420105","1004207","10420104","1004110","0.06","401050671","710061","401050681","10420103","1004109","-1","401050691","3.8","0","1004206","10420101","3.5","1004107","41","41","2","1004208","1042","1004108","401050701","1","3.5","5","401050661","1000000","1004210","3.7","1001303","4","0","10420102","1004209"
"1004101","179","10430105","1004202","10430104","1004105","0.03","401050871","710071","401050881","10430103","1004104","1","401050891","1.4","0","1004201","10430101","1.2","1004102","1","1","1","1004203","1043","1004103","401050901","1","1.2","1","401050861","1000000","1004205","1.3","1001301","1.5","0","10430102","1004204"
"1004106","180","10430105","1004207","10430104","1004110","0.03","401050871","710071","401050881","10430103","1004109","3","401050891","1.4","0","1004206","10430101","1.2","1004107","2","2","1","1004208","1043","1004108","401050901","1","1.2","1","401050861","1000000","1004210","1.3","1001303","1.5","0","10430102","1004209"
"1004106","181","10430105","1004207","10430104","1004110","0.06","401050921","710071","401050931","10430103","1004109","10","401050941","1.9","0","1004206","10430101","1.6","1004107","4","4","2","1004208","1043","1004108","401050951","1","1.6","2","401050911","1000000","1004210","1.8","1001303","2","0","10430102","1004209"
"1004106","182","10430105","1004207","10430104","1004110","0.06","401050971","710071","401050981","10430103","1004109","30","401050991","2.4","0","1004206","10430101","2","1004107","11","11","2","1004208","1043","1004108","401051001","1","2","3","401050961","1000000","1004210","2.4","1001303","2.6","0","10430102","1004209"
"1004106","183","10430105","1004207","10430104","1004110","0.06","401051021","710071","401051031","10430103","1004109","40","401051041","3.8","0","1004206","10430101","3.5","1004107","31","31","2","1004208","1043","1004108","401051051","1","3.5","4","401051011","1000000","1004210","3.7","1001303","4","0","10430102","1004209"
"1004106","184","10430105","1004207","10430104","1004110","0.06","401051071","710071","401051081","10430103","1004109","-1","401051091","3.8","0","1004206","10430101","3.5","1004107","41","41","2","1004208","1043","1004108","401051101","1","3.5","5","401051061","1000000","1004210","3.7","1001303","4","0","10430102","1004209"
"1004101","185","10440105","1004202","10440104","1004105","0.03","401051271","710081","401051281","10440103","1004104","1","401051291","1.4","0","1004201","10440101","1.2","1004102","1","1","1","1004203","1044","1004103","401051301","1","1.2","1","401051261","1000000","1004205","1.3","1001301","1.5","0","10440102","1004204"
"1004106","186","10440105","1004207","10440104","1004110","0.03","401051271","710081","401051281","10440103","1004109","3","401051291","1.4","0","1004206","10440101","1.2","1004107","2","2","1","1004208","1044","1004108","401051301","1","1.2","1","401051261","1000000","1004210","1.3","1001303","1.5","0","10440102","1004209"
"1004106","187","10440105","1004207","10440104","1004110","0.06","401051321","710081","401051331","10440103","1004109","10","401051341","1.9","0","1004206","10440101","1.6","1004107","4","4","2","1004208","1044","1004108","401051351","1","1.6","2","401051311","1000000","1004210","1.8","1001303","2","0","10440102","1004209"
"1004106","188","10440105","1004207","10440104","1004110","0.06","401051371","710081","401051381","10440103","1004109","30","401051391","2.4","0","1004206","10440101","2","1004107","11","11","2","1004208","1044","1004108","401051401","1","2","3","401051361","1000000","1004210","2.4","1001303","2.6","0","10440102","1004209"
"1004106","189","10440105","1004207","10440104","1004110","0.06","401051421","710081","401051431","10440103","1004109","40","401051441","3.8","0","1004206","10440101","3.5","1004107","31","31","2","1004208","1044","1004108","401051451","1","3.5","4","401051411","1000000","1004210","3.7","1001303","4","0","10440102","1004209"
"1004106","190","10440105","1004207","10440104","1004110","0.06","401051471","710081","401051481","10440103","1004109","-1","401051491","3.8","0","1004206","10440101","3.5","1004107","41","41","2","1004208","1044","1004108","401051501","1","3.5","5","401051461","1000000","1004210","3.7","1001303","4","0","10440102","1004209"
"1004101","191","10450105","1004202","10450104","1004105","0.03","401051671","710091","401051681","10450103","1004104","1","401051691","1.4","0","1004201","10450101","1.2","1004102","1","1","1","1004203","1045","1004103","401051701","1","1.2","1","401051661","1000000","1004205","1.3","1001301","1.5","0","10450102","1004204"
"1004106","192","10450105","1004207","10450104","1004110","0.03","401051671","710091","401051681","10450103","1004109","3","401051691","1.4","0","1004206","10450101","1.2","1004107","2","2","1","1004208","1045","1004108","401051701","1","1.2","1","401051661","1000000","1004210","1.3","1001303","1.5","0","10450102","1004209"
"1004106","193","10450105","1004207","10450104","1004110","0.06","401051721","710091","401051731","10450103","1004109","10","401051741","1.9","0","1004206","10450101","1.6","1004107","4","4","2","1004208","1045","1004108","401051751","1","1.6","2","401051711","1000000","1004210","1.8","1001303","2","0","10450102","1004209"
"1004106","194","10450105","1004207","10450104","1004110","0.06","401051771","710091","401051781","10450103","1004109","30","401051791","2.4","0","1004206","10450101","2","1004107","11","11","2","1004208","1045","1004108","401051801","1","2","3","401051761","1000000","1004210","2.4","1001303","2.6","0","10450102","1004209"
"1004106","195","10450105","1004207","10450104","1004110","0.06","401051821","710091","401051831","10450103","1004109","40","401051841","3.8","0","1004206","10450101","3.5","1004107","31","31","2","1004208","1045","1004108","401051851","1","3.5","4","401051811","1000000","1004210","3.7","1001303","4","0","10450102","1004209"
"1004106","196","10450105","1004207","10450104","1004110","0.06","401051871","710091","401051881","10450103","1004109","-1","401051891","3.8","0","1004206","10450101","3.5","1004107","41","41","2","1004208","1045","1004108","401051901","1","3.5","5","401051861","1000000","1004210","3.7","1001303","4","0","10450102","1004209"
"1004101","197","10460105","1004202","10460104","1004105","0.03","401052071","710101","401052081","10460103","1004104","1","401052091","1.4","0","1004201","10460101","1.2","1004102","1","1","1","1004203","1046","1004103","401052101","1","1.2","1","401052061","1000000","1004205","1.3","1001301","1.5","0","10460102","1004204"
"1004106","198","10460105","1004207","10460104","1004110","0.03","401052071","710101","401052081","10460103","1004109","3","401052091","1.4","0","1004206","10460101","1.2","1004107","2","2","1","1004208","1046","1004108","401052101","1","1.2","1","401052061","1000000","1004210","1.3","1001303","1.5","0","10460102","1004209"
"1004106","199","10460105","1004207","10460104","1004110","0.06","401052121","710101","401052131","10460103","1004109","10","401052141","1.9","0","1004206","10460101","1.6","1004107","4","4","2","1004208","1046","1004108","401052151","1","1.6","2","401052111","1000000","1004210","1.8","1001303","2","0","10460102","1004209"
"1004106","200","10460105","1004207","10460104","1004110","0.06","401052171","710101","401052181","10460103","1004109","30","401052191","2.4","0","1004206","10460101","2","1004107","11","11","2","1004208","1046","1004108","401052201","1","2","3","401052161","1000000","1004210","2.4","1001303","2.6","0","10460102","1004209"
"1004106","201","10460105","1004207","10460104","1004110","0.06","401052221","710101","401052231","10460103","1004109","38","401052241","3.8","0","1004206","10460101","3.5","1004107","31","31","2","1004208","1046","1004108","401052251","1","3.5","4","401052211","1000000","1004210","3.7","1001303","4","0","10460102","1004209"
"1004106","202","10460105","1004207","10460104","1004110","0.06","401052271","710101","401052281","10460103","1004109","-1","401052291","3.8","0","1004206","10460101","3.5","1004107","39","39","2","1004208","1046","1004108","401052301","1","3.5","5","401052261","1000000","1004210","3.7","1001303","4","0","10460102","1004209"
"1004101","203","10470105","1004202","10470104","1004105","0.03","401052471","710111","401052481","10470103","1004104","1","401052491","1.4","0","1004201","10470101","1.2","1004102","1","1","1","1004203","1047","1004103","401052501","1","1.2","1","401052461","1000000","1004205","1.3","1001301","1.5","0","10470102","1004204"
"1004106","204","10470105","1004207","10470104","1004110","0.03","401052471","710111","401052481","10470103","1004109","3","401052491","1.4","0","1004206","10470101","1.2","1004107","2","2","1","1004208","1047","1004108","401052501","1","1.2","1","401052461","1000000","1004210","1.3","1001303","1.5","0","10470102","1004209"
"1004106","205","10470105","1004207","10470104","1004110","0.06","401052521","710111","401052531","10470103","1004109","10","401052541","1.9","0","1004206","10470101","1.6","1004107","4","4","2","1004208","1047","1004108","401052551","1","1.6","2","401052511","1000000","1004210","1.8","1001303","2","0","10470102","1004209"
"1004106","206","10470105","1004207","10470104","1004110","0.06","401052571","710111","401052581","10470103","1004109","30","401052591","2.4","0","1004206","10470101","2","1004107","11","11","2","1004208","1047","1004108","401052601","1","2","3","401052561","1000000","1004210","2.4","1001303","2.6","0","10470102","1004209"
"1004106","207","10470105","1004207","10470104","1004110","0.06","401052621","710111","401052631","10470103","1004109","38","401052641","3.8","0","1004206","10470101","3.5","1004107","31","31","2","1004208","1047","1004108","401052651","1","3.5","4","401052611","1000000","1004210","3.7","1001303","4","0","10470102","1004209"
"1004106","208","10470105","1004207","10470104","1004110","0.06","401052671","710111","401052681","10470103","1004109","-1","401052691","3.8","0","1004206","10470101","3.5","1004107","39","39","2","1004208","1047","1004108","401052701","1","3.5","5","401052661","1000000","1004210","3.7","1001303","4","0","10470102","1004209"
"1004101","209","10480105","1004202","10480104","1004105","0.03","401052871","710121","401052881","10480103","1004104","1","401052891","1.4","0","1004201","10480101","1.2","1004102","1","1","1","1004203","1048","1004103","401052901","1","1.2","1","401052861","1000000","1004205","1.3","1001301","1.5","0","10480102","1004204"
"1004106","210","10480105","1004207","10480104","1004110","0.03","401052871","710121","401052881","10480103","1004109","3","401052891","1.4","0","1004206","10480101","1.2","1004107","2","2","1","1004208","1048","1004108","401052901","1","1.2","1","401052861","1000000","1004210","1.3","1001303","1.5","0","10480102","1004209"
"1004106","211","10480105","1004207","10480104","1004110","0.06","401052921","710121","401052931","10480103","1004109","10","401052941","1.9","0","1004206","10480101","1.6","1004107","4","4","2","1004208","1048","1004108","401052951","1","1.6","2","401052911","1000000","1004210","1.8","1001303","2","0","10480102","1004209"
"1004106","212","10480105","1004207","10480104","1004110","0.06","401052971","710121","401052981","10480103","1004109","30","401052991","2.4","0","1004206","10480101","2","1004107","11","11","2","1004208","1048","1004108","401053001","1","2","3","401052961","1000000","1004210","2.4","1001303","2.6","0","10480102","1004209"
"1004106","213","10480105","1004207","10480104","1004110","0.06","401053021","710121","401053031","10480103","1004109","38","401053041","3.8","0","1004206","10480101","3.5","1004107","31","31","2","1004208","1048","1004108","401053051","1","3.5","4","401053011","1000000","1004210","3.7","1001303","4","0","10480102","1004209"
"1004106","214","10480105","1004207","10480104","1004110","0.06","401053071","710121","401053081","10480103","1004109","-1","401053091","3.8","0","1004206","10480101","3.5","1004107","39","39","2","1004208","1048","1004108","401053101","1","3.5","5","401053061","1000000","1004210","3.7","1001303","4","0","10480102","1004209"
"1004101","215","10490105","1004202","10490104","1004105","0.03","401053271","710011","401053281","10490103","1004104","1","401053291","1.4","0","1004201","10490101","1.2","1004102","1","1","1","1004203","1049","1004103","401053301","1","1.2","1","401053261","1000000","1004205","1.3","1001301","1.5","0","10490102","1004204"
"1004106","216","10490105","1004207","10490104","1004110","0.03","401053271","710011","401053281","10490103","1004109","3","401053291","1.4","0","1004206","10490101","1.2","1004107","2","2","1","1004208","1049","1004108","401053301","1","1.2","1","401053261","1000000","1004210","1.3","1001303","1.5","0","10490102","1004209"
"1004106","217","10490105","1004207","10490104","1004110","0.06","401053321","710011","401053331","10490103","1004109","10","401053341","1.9","0","1004206","10490101","1.6","1004107","4","4","2","1004208","1049","1004108","401053351","1","1.6","2","401053311","1000000","1004210","1.8","1001303","2","0","10490102","1004209"
"1004106","218","10490105","1004207","10490104","1004110","0.06","401053371","710011","401053381","10490103","1004109","30","401053391","2.4","0","1004206","10490101","2","1004107","11","11","2","1004208","1049","1004108","401053401","1","2","3","401053361","1000000","1004210","2.4","1001303","2.6","0","10490102","1004209"
"1004106","219","10490105","1004207","10490104","1004110","0.06","401053421","710011","401053431","10490103","1004109","38","401053441","3.8","0","1004206","10490101","3.5","1004107","31","31","2","1004208","1049","1004108","401053451","1","3.5","4","401053411","1000000","1004210","3.7","1001303","4","0","10490102","1004209"
"1004106","220","10490105","1004207","10490104","1004110","0.06","401053471","710011","401053481","10490103","1004109","-1","401053491","3.8","0","1004206","10490101","3.5","1004107","39","39","2","1004208","1049","1004108","401053501","1","3.5","5","401053461","1000000","1004210","3.7","1001303","4","0","10490102","1004209"
"1004101","221","10500105","1004202","10500104","1004105","0.03","401053671","710021","401053681","10500103","1004104","1","401053691","1.4","0","1004201","10500101","1.2","1004102","1","1","1","1004203","1050","1004103","401053701","1","1.2","1","401053661","1000000","1004205","1.3","1001301","1.5","0","10500102","1004204"
"1004106","222","10500105","1004207","10500104","1004110","0.03","401053671","710021","401053681","10500103","1004109","3","401053691","1.4","0","1004206","10500101","1.2","1004107","2","2","1","1004208","1050","1004108","401053701","1","1.2","1","401053661","1000000","1004210","1.3","1001303","1.5","0","10500102","1004209"
"1004106","223","10500105","1004207","10500104","1004110","0.06","401053721","710021","401053731","10500103","1004109","10","401053741","1.9","0","1004206","10500101","1.6","1004107","4","4","2","1004208","1050","1004108","401053751","1","1.6","2","401053711","1000000","1004210","1.8","1001303","2","0","10500102","1004209"
"1004106","224","10500105","1004207","10500104","1004110","0.06","401053771","710021","401053781","10500103","1004109","30","401053791","2.4","0","1004206","10500101","2","1004107","11","11","2","1004208","1050","1004108","401053801","1","2","3","401053761","1000000","1004210","2.4","1001303","2.6","0","10500102","1004209"
"1004106","225","10500105","1004207","10500104","1004110","0.06","401053821","710021","401053831","10500103","1004109","38","401053841","3.8","0","1004206","10500101","3.5","1004107","31","31","2","1004208","1050","1004108","401053851","1","3.5","4","401053811","1000000","1004210","3.7","1001303","4","0","10500102","1004209"
"1004106","226","10500105","1004207","10500104","1004110","0.06","401053871","710021","401053881","10500103","1004109","-1","401053891","3.8","0","1004206","10500101","3.5","1004107","39","39","2","1004208","1050","1004108","401053901","1","3.5","5","401053861","1000000","1004210","3.7","1001303","4","0","10500102","1004209"
"1004101","227","10510105","1004202","10510104","1004105","0.03","401054071","710031","401054081","10510103","1004104","1","401054091","1.4","0","1004201","10510101","1.2","1004102","1","1","1","1004203","1051","1004103","401054101","1","1.2","1","401054061","1000000","1004205","1.3","1001301","1.5","0","10510102","1004204"
"1004106","228","10510105","1004207","10510104","1004110","0.03","401054071","710031","401054081","10510103","1004109","3","401054091","1.4","0","1004206","10510101","1.2","1004107","2","2","1","1004208","1051","1004108","401054101","1","1.2","1","401054061","1000000","1004210","1.3","1001303","1.5","0","10510102","1004209"
"1004106","229","10510105","1004207","10510104","1004110","0.06","401054121","710031","401054131","10510103","1004109","10","401054141","1.9","0","1004206","10510101","1.6","1004107","4","4","2","1004208","1051","1004108","401054151","1","1.6","2","401054111","1000000","1004210","1.8","1001303","2","0","10510102","1004209"
"1004106","230","10510105","1004207","10510104","1004110","0.06","401054171","710031","401054181","10510103","1004109","30","401054191","2.4","0","1004206","10510101","2","1004107","11","11","2","1004208","1051","1004108","401054201","1","2","3","401054161","1000000","1004210","2.4","1001303","2.6","0","10510102","1004209"
"1004106","231","10510105","1004207","10510104","1004110","0.06","401054221","710031","401054231","10510103","1004109","38","401054241","3.8","0","1004206","10510101","3.5","1004107","31","31","2","1004208","1051","1004108","401054251","1","3.5","4","401054211","1000000","1004210","3.7","1001303","4","0","10510102","1004209"
"1004106","232","10510105","1004207","10510104","1004110","0.06","401054271","710031","401054281","10510103","1004109","-1","401054291","3.8","0","1004206","10510101","3.5","1004107","39","39","2","1004208","1051","1004108","401054301","1","3.5","5","401054261","1000000","1004210","3.7","1001303","4","0","10510102","1004209"
"1004101","233","10520105","1004202","10520104","1004105","0.03","401054471","710041","401054481","10520103","1004104","1","401054491","1.4","0","1004201","10520101","1.2","1004102","1","1","1","1004203","1052","1004103","401054501","1","1.2","1","401054461","1000000","1004205","1.3","1001301","1.5","0","10520102","1004204"
"1004106","234","10520105","1004207","10520104","1004110","0.03","401054471","710041","401054481","10520103","1004109","3","401054491","1.4","0","1004206","10520101","1.2","1004107","2","2","1","1004208","1052","1004108","401054501","1","1.2","1","401054461","1000000","1004210","1.3","1001303","1.5","0","10520102","1004209"
"1004106","235","10520105","1004207","10520104","1004110","0.06","401054521","710041","401054531","10520103","1004109","10","401054541","1.9","0","1004206","10520101","1.6","1004107","4","4","2","1004208","1052","1004108","401054551","1","1.6","2","401054511","1000000","1004210","1.8","1001303","2","0","10520102","1004209"
"1004106","236","10520105","1004207","10520104","1004110","0.06","401054571","710041","401054581","10520103","1004109","30","401054591","2.4","0","1004206","10520101","2","1004107","11","11","2","1004208","1052","1004108","401054601","1","2","3","401054561","1000000","1004210","2.4","1001303","2.6","0","10520102","1004209"
"1004106","237","10520105","1004207","10520104","1004110","0.06","401054621","710041","401054631","10520103","1004109","38","401054641","3.8","0","1004206","10520101","3.5","1004107","31","31","2","1004208","1052","1004108","401054651","1","3.5","4","401054611","1000000","1004210","3.7","1001303","4","0","10520102","1004209"
"1004106","238","10520105","1004207","10520104","1004110","0.06","401054671","710041","401054681","10520103","1004109","-1","401054691","3.8","0","1004206","10520101","3.5","1004107","39","39","2","1004208","1052","1004108","401054701","1","3.5","5","401054661","1000000","1004210","3.7","1001303","4","0","10520102","1004209"
"1004101","239","10530105","1004202","10530104","1004105","0.03","401054871","710051","401054881","10530103","1004104","1","401054891","1.4","0","1004201","10530101","1.2","1004102","1","1","1","1004203","1053","1004103","401054901","1","1.2","1","401054861","1000000","1004205","1.3","1001301","1.5","0","10530102","1004204"
"1004106","240","10530105","1004207","10530104","1004110","0.03","401054871","710051","401054881","10530103","1004109","3","401054891","1.4","0","1004206","10530101","1.2","1004107","2","2","1","1004208","1053","1004108","401054901","1","1.2","1","401054861","1000000","1004210","1.3","1001303","1.5","0","10530102","1004209"
"1004106","241","10530105","1004207","10530104","1004110","0.06","401054921","710051","401054931","10530103","1004109","10","401054941","1.9","0","1004206","10530101","1.6","1004107","4","4","2","1004208","1053","1004108","401054951","1","1.6","2","401054911","1000000","1004210","1.8","1001303","2","0","10530102","1004209"
"1004106","242","10530105","1004207","10530104","1004110","0.06","401054971","710051","401054981","10530103","1004109","30","401054991","2.4","0","1004206","10530101","2","1004107","11","11","2","1004208","1053","1004108","401055001","1","2","3","401054961","1000000","1004210","2.4","1001303","2.6","0","10530102","1004209"
"1004106","243","10530105","1004207","10530104","1004110","0.06","401055021","710051","401055031","10530103","1004109","38","401055041","3.8","0","1004206","10530101","3.5","1004107","31","31","2","1004208","1053","1004108","401055051","1","3.5","4","401055011","1000000","1004210","3.7","1001303","4","0","10530102","1004209"
"1004106","244","10530105","1004207","10530104","1004110","0.06","401055071","710051","401055081","10530103","1004109","-1","401055091","3.8","0","1004206","10530101","3.5","1004107","39","39","2","1004208","1053","1004108","401055101","1","3.5","5","401055061","1000000","1004210","3.7","1001303","4","0","10530102","1004209"
"1004101","245","10540105","1004202","10540104","1004105","0.03","401055271","710061","401055281","10540103","1004104","1","401055291","1.4","0","1004201","10540101","1.2","1004102","1","1","1","1004203","1054","1004103","401055301","1","1.2","1","401055261","1000000","1004205","1.3","1001301","1.5","0","10540102","1004204"
"1004106","246","10540105","1004207","10540104","1004110","0.03","401055271","710061","401055281","10540103","1004109","3","401055291","1.4","0","1004206","10540101","1.2","1004107","2","2","1","1004208","1054","1004108","401055301","1","1.2","1","401055261","1000000","1004210","1.3","1001303","1.5","0","10540102","1004209"
"1004106","247","10540105","1004207","10540104","1004110","0.06","401055321","710061","401055331","10540103","1004109","10","401055341","1.9","0","1004206","10540101","1.6","1004107","4","4","2","1004208","1054","1004108","401055351","1","1.6","2","401055311","1000000","1004210","1.8","1001303","2","0","10540102","1004209"
"1004106","248","10540105","1004207","10540104","1004110","0.06","401055371","710061","401055381","10540103","1004109","30","401055391","2.4","0","1004206","10540101","2","1004107","11","11","2","1004208","1054","1004108","401055401","1","2","3","401055361","1000000","1004210","2.4","1001303","2.6","0","10540102","1004209"
"1004106","249","10540105","1004207","10540104","1004110","0.06","401055421","710061","401055431","10540103","1004109","38","401055441","3.8","0","1004206","10540101","3.5","1004107","31","31","2","1004208","1054","1004108","401055451","1","3.5","4","401055411","1000000","1004210","3.7","1001303","4","0","10540102","1004209"
"1004106","250","10540105","1004207","10540104","1004110","0.06","401055471","710061","401055481","10540103","1004109","-1","401055491","3.8","0","1004206","10540101","3.5","1004107","39","39","2","1004208","1054","1004108","401055501","1","3.5","5","401055461","1000000","1004210","3.7","1001303","4","0","10540102","1004209"
"1004101","251","10550105","1004202","10550104","1004105","0.03","401055671","710071","401055681","10550103","1004104","1","401055691","1.4","0","1004201","10550101","1.2","1004102","1","1","1","1004203","1055","1004103","401055701","1","1.2","1","401055661","1000000","1004205","1.3","1001301","1.5","0","10550102","1004204"
"1004106","252","10550105","1004207","10550104","1004110","0.03","401055671","710071","401055681","10550103","1004109","3","401055691","1.4","0","1004206","10550101","1.2","1004107","2","2","1","1004208","1055","1004108","401055701","1","1.2","1","401055661","1000000","1004210","1.3","1001303","1.5","0","10550102","1004209"
"1004106","253","10550105","1004207","10550104","1004110","0.06","401055721","710071","401055731","10550103","1004109","10","401055741","1.9","0","1004206","10550101","1.6","1004107","4","4","2","1004208","1055","1004108","401055751","1","1.6","2","401055711","1000000","1004210","1.8","1001303","2","0","10550102","1004209"
"1004106","254","10550105","1004207","10550104","1004110","0.06","401055771","710071","401055781","10550103","1004109","30","401055791","2.4","0","1004206","10550101","2","1004107","11","11","2","1004208","1055","1004108","401055801","1","2","3","401055761","1000000","1004210","2.4","1001303","2.6","0","10550102","1004209"
"1004106","255","10550105","1004207","10550104","1004110","0.06","401055821","710071","401055831","10550103","1004109","38","401055841","3.8","0","1004206","10550101","3.5","1004107","31","31","2","1004208","1055","1004108","401055851","1","3.5","4","401055811","1000000","1004210","3.7","1001303","4","0","10550102","1004209"
"1004106","256","10550105","1004207","10550104","1004110","0.06","401055871","710071","401055881","10550103","1004109","-1","401055891","3.8","0","1004206","10550101","3.5","1004107","39","39","2","1004208","1055","1004108","401055901","1","3.5","5","401055861","1000000","1004210","3.7","1001303","4","0","10550102","1004209"
"1004101","257","10560105","1004202","10560104","1004105","0.03","401056071","710081","401056081","10560103","1004104","1","401056091","1.4","0","1004201","10560101","1.2","1004102","1","1","1","1004203","1056","1004103","401056101","1","1.2","1","401056061","1000000","1004205","1.3","1001301","1.5","0","10560102","1004204"
