61deacef6ddb7c4d861a9534b1167c96dc1b85aa476996253b6d6c4a84b3e22b,e99569b65b78caa3de6d67590b52a26a2a88b5d92c9bc9e38c0c47838efc05d0,84191da84db76310833d72960596b076179511f7ff383b475592c42e065ed8bb,ee63a0d14264af35d3660738a28d822829364821f0243c598c22ba4bae9558a9,60881060a5a9a3258350fd3772f63a19a63ca1094a333ecf4193847fbae19788,756a35dc06d2c2262eb3f24a91e157eb89332e4e3b12b7789b1a863d0329827c,7a2d95141abf168af29ea00d5dec1d24f3bbea4c5a5107dab7394a4796c79856,1a0882b3ac90addeb6e9d17e61d29636f8e51ed2c14a0d84e69e3c155ee39a89,847511f2c94a88a98d36c90b76f7002be95b8d8b361f446a38bd552b38ef73d7,9d4dbce4dc27051ab1126b2d58d3fb211cee0f12c5c2a443ca64fac2f26caf86,0de5eaf961ba9d7a6a0aa0e3612d6d76800eb5733fdf4c3b9d50006a966c43f1
"1","3","98","0.2","maho_kurukuru_loopB","0","maho_kurukuru_inB","65082","5146065","","0"
"1","3","130911","0.2","kururu_kurukuru_loop","0","kururu_kurukuru_in","65083","5146065","","0"
"1","3","97","0.2","kururu_kurukuru_loopF","0","kururu_kurukuru_inF","65084","5146065","","0"
"1","3","96","0.2","kururu_kurukuru_loopB","0","kururu_kurukuru_inB","65085","5146065","","0"
"","21","vo_apg","","0","0","vo_apg_0511","65086","5146065","",""
"0","11","131011","0","0","13","庫露露咕嚕轉～♪","65087","5146065","1.1","0"
"","91","0","","","","","65088","5146065","",""
"","21","vo_apg","","0","0","vo_apg_0512","65089","5146065","",""
"0","11","130911","0","0","10","庫露露咕嚕轉～♪","65090","5146065","1","0"
"","91","0","","","","","65091","5146065","",""
"0","12","131011","0","0","2","6","65092","5146065","0","10"
"0","12","130911","0","0","2","7","65093","5146065","0","10"
"","3","106011","0.2","","1","walk_normal","65094","5146065","",""
"","3","1060","0.2","","1","walk_normal","65095","5146065","",""
"0","2","106011","","3.4","-305","-376","65096","5146065","",""
"0","2","1060","","3.4","-305","-376","65097","5146065","",""
"","93","3.4","","","","0","65098","5146065","",""
"14","2","106011","","0.6","-305","-446","65099","5146065","",""
"14","2","1060","","0.6","-305","-446","65100","5146065","",""
"","3","106011","0","","0","kyaru_damage","65101","5146065","",""
"","3","1060","0","","0","kyaru_damage","65102","5146065","",""
"","93","0.8","","","","0","65103","5146065","",""
"1","3","106011","0.2","cool_talk_jitome","0","cool_in_jitome","65104","5146065","","0"
"1","3","1060","0.2","cool_talk_jitome","0","cool_in_jitome","65105","5146065","","0"
"","21","vo_apg","","0","0","vo_apg_0513","65106","5146065","",""
"1","11","106011","0","1","8","妳們兩個在做什麼啊……","65107","5146065","0","0"
"","91","0","","","","","65108","5146065","",""
"","101","65110","","","","","65109","5146065","",""
"","22","0","","","","0.2","65110","5146065","",""
"-278","1","1","1.8","-500","140","104011","66001","5146066","aoi_walk_fear","0"
"-262","5","1","1.8","30","141","99","66002","5146066","idle_normal","0"
"-278","1","1","1.8","290","100","130911","66003","5146066","idle_normal_noface","1"
"-278","5","1","1.8","290","101","98","66004","5146066","idle_normal_kururu","1"
"","13","104011","","","","201","66005","5146066","",""
"","13","130911","","","","200","66006","5146066","",""
"-174","5","8","0.85","0","15","8","66007","5146066","idle","0"
"-79","5","20","1","-119","210","20","66008","5146066","empty","0"
"-194","5","22","1","0","210","22","66009","5146066","empty","0"
"1","31","1","1","0","0","1","66010","5146066","",""
"1","31","2","0","-57.7","0","2","66011","5146066","",""
"1","31","13","0","0","0","13","66012","5146066","",""
"1","31","19","0","-69","11","19","66013","5146066","",""
"1","31","20","1","0","0","20","66014","5146066","",""
"","36","20","","","","104011","66015","5146066","",""
"","36","20","","","","99","66016","5146066","",""
"","36","20","","","","20","66017","5146066","",""
"","36","20","","","","22","66018","5146066","",""
"","91","0","","","","0","66019","5146066","",""
"","102","0","","","0","0","66020","5146066","",""
"0","2","104011","","2.7","-278","-290","66021","5146066","",""
"","3","104011","0.2","","1","aoi_walk_fear","66022","5146066","",""
"","93","2.7","","","","0","66023","5146066","",""
"","3","104011","0.2","","1","see_talk","66024","5146066","",""
"","21","vo_apg","","0","0","vo_apg_0601","66025","5146066","",""
"1","11","104011","0","1","9","終於來到這裡了……\n大夢想樂園……\n獨自一人來「大夢樂」沒關係吧？\n說不定邊緣人會被抓住，強制驅離……","66026","5146066","0","0"
"","91","0","","","","","66027","5146066","",""
"","3","104011","0.2","","1","see_idle","66028","5146066","",""
"1","3","130911","0.2","talk_normal","0","smile","66029","5146066","","0.2"
"1","3","98","0.2","talk_normal","0","smile","66030","5146066","","0.2"
"","21","vo_apg","","0","0","vo_apg_0602","66031","5146066","",""
"1","11","130911","0","1","7","妳就是碧小姐吧～！？\n歡迎來到大夢想樂園♪\n今天就妳一位嗎？","66032","5146066","0","0"
"","91","0","","","","","66033","5146066","",""
"","3","130911","0.2","","1","idle_normal_surprise","66034","5146066","",""
"","3","104011","0.2","","1","panic","66035","5146066","",""
"","21","vo_apg","","0","0","vo_apg_0603","66036","5146066","",""
"1","11","104011","0","1","12","嗚呀喔喔喔喔！？\n對對對、對不起！\n邊緣人要強制驅離對吧！\n我現在馬上出去～！","66037","5146066","0","0"
"","91","0","","","","","66038","5146066","",""
"","3","130911","0.2","","1","anger_talk_pain","66039","5146066","",""
"","3","98","0.2","","1","anger_talk_pain","66040","5146066","",""
"","21","vo_apg","","0","0","vo_apg_0604","66041","5146066","",""
"1","11","130911","0","1","7","請等一下請等一下！\n強制驅離是指什麼什麼～！？\n我們不會做這種事的！","66042","5146066","0","0"
"","91","0","","","","","66043","5146066","",""
"","3","130911","0.2","","1","idle_normal_dere","66044","5146066","",""
"1","3","104011","0","surprise_talk_search_dere","0","aoi_surprise_in","66045","5146066","","0.1"
"","21","vo_apg","","0","0","vo_apg_0605","66046","5146066","",""
"1","11","104011","0","1","8","竟然，對邊緣人也如此溫柔……\n服務真是周到！\n那麼，在哪裡呢？\n邊緣人專用的遊樂設施？","66047","5146066","0","0"
"","91","0","","","","","66048","5146066","",""
"","3","104011","0.2","","1","surprise_idle_dere","66049","5146066","",""
"1","3","130911","0.2","kururu_guid_talk","0","kururu_surprise_talk_long","66050","5146066","","0.2"
"1","3","98","0.2","kururu_guid_talk","0","kururu_surprise_talk_long","66051","5146066","","0.2"
"","21","vo_apg","","0","0","vo_apg_0606","66052","5146066","",""
"1","11","130911","0","1","8","咦？\n我想想我想想，\n這座摩天輪如何呢？\n雖然不是邊緣人專用……","66053","5146066","0","0"
"","91","0","","","","","66054","5146066","",""
"","3","130911","0.2","","1","idle_normal_noface","66055","5146066","",""
"","3","98","0.2","","1","idle_normal_kururu","66056","5146066","",""
"1","3","104011","0.2","guts2_talk_surprise2","0","guts2_in_surprise2","66057","5146066","","0"
"","21","vo_apg","","0","0","vo_apg_0607","66058","5146066","",""
"1","11","104011","0","1","9","我、我要搭！\n收取邊緣人費用也無妨，\n請讓我搭──！","66059","5146066","0","0"
"","91","0","","","","","66060","5146066","",""
"","3","104011","0.2","","1","guts2_idle_surprise2","66061","5146066","",""
"","3","130911","0.2","","1","joy_talk_dere","66062","5146066","",""
"","3","98","0.2","","1","joy_talk","66063","5146066","",""
"","21","vo_apg","","0","0","vo_apg_0608","66064","5146066","",""
"1","11","130911","0","1","8","費用並不會有所改變……\n所以請妳搭到滿意為止♪","66065","5146066","0","0"
"","91","0","","","","","66066","5146066","",""
"","22","0","","","","0","66067","5146066","",""
"1","3","130911","0.4","idle_normal_joy","0","hello","66068","5146066","","0.1"
"","3","104011","0.2","","1","walk_jog_dere","66069","5146066","",""
"0","2","104011","","2","-278","-50","66070","5146066","",""
"","93","1","","","","0","66071","5146066","",""
"","32","2","","","","1","66072","5146066","",""
"","93","1.5","","","","0","66073","5146066","",""
"0","2","104011","","0","-480","0","66074","5146066","",""
"","3","104011","0","","1","empty","66075","5146066","",""
"","37","20","","","","scale15","66076","5146066","",""
"","37","2","","","","fade_out","66077","5146066","",""
"","32","13","","","","1","66078","5146066","",""
"","93","2","","","","0","66079","5146066","",""
"","21","vo_apg","","0","0","vo_apg_0609","66080","5146066","",""
"","3","22","0","","0","0609_in","66081","5146066","",""
"","93","2.2","","","","1","66082","5146066","",""
"","3","22","0","","0","0609_mid","66083","5146066","",""
"","92","","","","","","66084","5146066","",""
"","3","22","0","","0","0609_out","66085","5146066","",""
"","93","0.2","","","","0","66086","5146066","",""
"0","2","20","","0","-79","-132","66087","5146066","",""
"","21","vo_apg","","0","0","vo_apg_0610","66088","5146066","",""
"","3","22","0","","0","0610_in","66089","5146066","",""
"","93","2.2","","","","1","66090","5146066","",""
"","3","22","0","","0","0610_mid","66091","5146066","",""
"","92","","","","","","66092","5146066","",""
"","3","22","0","","0","0610_out","66093","5146066","",""
"","93","0.2","","","","0","66094","5146066","",""
"","21","vo_apg","","0","0","vo_apg_0611","66095","5146066","",""
"","3","22","0","","0","0611_in","66096","5146066","",""
"","93","2.3","","","","1","66097","5146066","",""
"","3","22","0","","0","0611_mid","66098","5146066","",""
"","92","","","","","","66099","5146066","",""
"","3","22","0","","0","0611_out","66100","5146066","",""
"","93","0.2","","","","0","66101","5146066","",""
"","22","0","","","","0","66102","5146066","",""
"","3","104011","0","","1","empty","66103","5146066","",""
"","37","2","","","","fade_in","66104","5146066","",""
"","93","1","","","","0","66105","5146066","",""
"","32","13","","","","0","66106","5146066","",""
"","37","2","","","","fade_out","66107","5146066","",""
"","3","130911","0","","1","kururu_wish_talk_surprise_lookup","66108","5146066","",""
"","93","1","","","","0","66109","5146066","",""
"1","3","130911","0.2","kururu_surprise_talk_joy","0","kururu_wish_talk_surprise_lookup","66110","5146066","","0.2"
"","21","vo_apg","","0","0","vo_apg_0612","66111","5146066","",""
"1","11","130911","0","1","8","妳覺得如何呢～？\n咦，要直接坐第二趟嗎？\n呵呵，她似乎非常喜歡的樣子，\n真令人高興♪","66112","5146066","0","0"
"","91","0","","","","","66113","5146066","",""
"","22","0","","","","0","66114","5146066","",""
"","37","2","","","","fade_in","66115","5146066","",""
"","93","1","","","","0","66116","5146066","",""
"","37","20","","","","scale1","66117","5146066","",""
"","37","2","","","","blackroom_in","66118","5146066","",""
"9","121","0","10","1.15","1.15","20","66119","5146066","",""
"0","2","104011","","0","-248","27","66120","5146066","",""
"0","2","99","","0","-248","27","66121","5146066","",""
"","3","104011","0","","1","aoi_satori_in","66122","5146066","",""
"","3","99","0","","1","aoi_satori_in","66123","5146066","",""
"","93","0.5","","","","0","66124","5146066","",""
"","21","vo_apg","","0","0","vo_apg_0613","66125","5146066","",""
"1","11","104011","0","0","5","呵呵……呵呵呵呵呵……\n啊啊，這就是開悟……！","66126","5146066","1","0"
"","93","3","","","","","66127","5146066","",""
"","32","19","","","","1","66128","5146066","",""
"","23","se_10055900","","","0","se_10055900_satori","66129","5146066","",""
"","93","0.5","","","","","66130","5146066","",""
"1","3","104011","0.2","aoi_satori_loop","0","aoi_satori_mid","66131","5146066","","0"
"1","3","99","0.2","aoi_satori_loop","0","aoi_satori_mid","66132","5146066","","0"
"","93","4","","","","0","66133","5146066","",""
"","92","","","","","","66134","5146066","",""
"","101","66136","","","","","66135","5146066","",""
"","22","0","","","","0.2","66136","5146066","",""
"-288","1","1","1.8","-385","106","106611","67001","5146067","idle_normal","0"
"-288","5","3","1.8","-385","107","1066","67002","5146067","idle_normal","0"
"-278","1","1","1.8","-225","103","106511","67003","5146067","idle_normal","0"
"-278","5","2","1.8","-225","104","1065","67004","5146067","idle_normal","0"
"-278","1","1","1.8","290","100","131011","67005","5146067","idle_normal","1"
"","13","106611","","","","206","67006","5146067","",""
"","13","106511","","","","203","67007","5146067","",""
"","13","131011","","","","200","67008","5146067","",""
"-174","5","9","0.85","0","15","9","67009","5146067","idle","0"
"71","5","20","1","-292","210","201","67010","5146067","empty","0"
"71","5","20","1","-61","210","202","67011","5146067","empty","0"
"-43","5","22","1","126","210","22","67012","5146067","empty","0"
"94","5","21","1","0","60","21","67013","5146067","empty","0"
"1","31","1","1","0","0","1","67014","5146067","",""
"1","31","2","0","-57.7","0","2","67015","5146067","",""
"1","31","10","0","0","0","10","67016","5146067","",""
"1","31","20","1","0","0","20","67017","5146067","",""
"","36","20","","","","106611","67018","5146067","",""
"","36","20","","","","106511","67019","5146067","",""
"","36","20","","","","201","67020","5146067","",""
"","36","20","","","","202","67021","5146067","",""
"","36","20","","","","22","67022","5146067","",""
"","91","0","","","","0","67023","5146067","",""
"","102","0","","","0","0","67024","5146067","",""
"","93","1","","","","0","67025","5146067","",""
"","3","106511","0.2","","1","talk_normal_noface","67026","5146067","",""
"","3","1065","0.2","","1","talk_normal_kaya","67027","5146067","",""
"","21","vo_apg","","0","0","vo_apg_0701","67028","5146067","",""
"1","11","106511","0","1","9","祈梨──\n接下來搭看看這個吧。","67029","5146067","0","0"
"","91","0","","","","","67030","5146067","",""
"","3","106511","0.2","","1","idle_normal_look","67031","5146067","",""
"","3","1065","0.2","","1","idle_normal_look","67032","5146067","",""
"1","3","106611","0.2","cool_talk_sad","0","cool_in_sad","67033","5146067","","0"
"1","3","1066","0.2","cool_talk_sad","0","cool_in_sad","67034","5146067","","0"
"","21","vo_apg","","0","0","vo_apg_0702","67035","5146067","",""
"1","11","106611","0","1","6","咖啡杯～？\n這好像太孩子氣了吧？","67036","5146067","0","0"
"","91","0","","","","","67037","5146067","",""
"","3","106611","0.2","","1","cool_idle","67038","5146067","",""
"","3","1066","0.2","","1","cool_idle","67039","5146067","",""
"","3","106511","0.2","","1","idle_normal","67040","5146067","",""
"","3","1065","0.2","","1","idle_normal","67041","5146067","",""
"","3","131011","0.2","","1","joy_talk_normal","67042","5146067","",""
"","21","vo_apg","","0","0","vo_apg_0703","67043","5146067","",""
"1","11","131011","0","1","8","這座遊樂設施很受歡迎哦。\n為了締造最高旋轉紀錄，\n大家很激烈地在競爭呢♪","67044","5146067","0","0"
"","91","0","","","","","67045","5146067","",""
"","3","131011","0.2","","1","idle_normal","67046","5146067","",""
"1","3","106511","0.2","doya_talk_normal","0","doya_in_normal","67047","5146067","","0"
"1","3","1065","0.2","doya_talk_normal","0","doya_in_normal","67048","5146067","","0"
"","21","vo_apg","","0","0","vo_apg_0704","67049","5146067","",""
"1","11","106511","0","1","7","哦，那麼我們就來改寫\n最高旋轉紀錄吧。\n真步小姐，要好好幫我們算喔！","67050","5146067","0","0"
"","91","0","","","","","67051","5146067","",""
"","3","106511","0.2","","1","doya_idle_normal","67052","5146067","",""
"","3","1065","0.2","","1","doya_idle_normal","67053","5146067","",""
"","3","131011","0.2","","1","wish_talk_joy","67054","5146067","",""
"","21","vo_apg","","0","0","vo_apg_0705","67055","5146067","",""
"1","11","131011","0","1","8","好的～♪\n包在人家身上～","67056","5146067","0","0"
"","91","0","","","","","67057","5146067","",""
"","22","0","","","","0","67058","5146067","",""
"1","3","131011","0.4","idle_normal","0","hello","67059","5146067","","0.1"
"","3","106611","0.4","","1","walk_yareyare","67060","5146067","",""
"","3","1066","0.4","","1","walk_yareyare","67061","5146067","",""
"","3","106511","0.2","","1","walk_kyapi","67062","5146067","",""
"","3","1065","0.2","","1","walk_kyapi","67063","5146067","",""
"0","2","106611","","2","-288","-194","67064","5146067","",""
"0","2","1066","","2","-288","-194","67065","5146067","",""
"0","2","106511","","2","-278","-34","67066","5146067","",""
"0","2","1065","","2","-278","-34","67067","5146067","",""
"","93","1","","","","0","67068","5146067","",""
"","32","2","","","","1","67069","5146067","",""
"","93","1.5","","","","0","67070","5146067","",""
"","23","se_10055900","","","1","se_10055900_coffee_01","67071","5146067","",""
"0","2","106611","","0","-331","-126","67072","5146067","",""
"0","2","1066","","0","-331","-126","67073","5146067","",""
"0","2","106511","","0","-331","126","67074","5146067","",""
"0","2","1065","","0","-331","126","67075","5146067","",""
"","37","20","","","","scale15","67076","5146067","",""
"","21","vo_apg","","0","0","vo_apg_0706","67077","5146067","",""
"","3","22","0","","0","0706_in","67078","5146067","",""
"","93","3","","","","1","67079","5146067","",""
"","3","22","0","","0","0706_mid","67080","5146067","",""
"","92","","","","","","67081","5146067","",""
"","3","22","0","","0","0706_out","67082","5146067","",""
"","93","0.2","","","","0","67083","5146067","",""
"0","2","22","","0","-43","-126","67084","5146067","",""
"","21","vo_apg","","0","0","vo_apg_0707","67085","5146067","",""
"","3","22","0","","0","0707_in","67086","5146067","",""
"","93","3.7","","","","1","67087","5146067","",""
"","3","22","0","","0","0707_mid","67088","5146067","",""
"","92","","","","","","67089","5146067","",""
"","3","22","0","","0","0707_out","67090","5146067","",""
"","93","0.2","","","","0","67091","5146067","",""
"","93","0.1","","","","0","67092","5146067","",""
"","32","10","","","","1","67093","5146067","",""
"","37","10","","","","horizontal","67094","5146067","",""
"","24","se_10055900_coffee_01","","","","0.3","67095","5146067","",""
"","23","se_10055900","","","1","se_10055900_coffee_02","67096","5146067","",""
"0","2","202","","0","-12","179","67097","5146067","",""
"","37","20","","","","scale1","67098","5146067","",""
"","122","30","","","0.5","30","67099","5146067","",""
"","21","vo_apg","","0","0","vo_apg_0708","67100","5146067","",""
"","3","202","0","","0","0708_in","67101","5146067","",""
"","93","1.8","","","","1","67102","5146067","",""
"","3","202","0","","0","0708_mid","67103","5146067","",""
"","92","","","","","","67104","5146067","",""
"","3","202","0","","0","0708_out","67105","5146067","",""
"","93","0.2","","","","0","67106","5146067","",""
"0","2","201","","0","71","-237","67107","5146067","",""
"","37","20","","","","scale15","67108","5146067","",""
"","21","vo_apg","","0","0","vo_apg_0709","67109","5146067","",""
"","3","22","0","","0","0709_in","67110","5146067","",""
"","93","2.3","","","","1","67111","5146067","",""
"","3","22","0","","0","0709_mid","67112","5146067","",""
"","92","","","","","","67113","5146067","",""
"","3","22","0","","0","0709_out","67114","5146067","",""
"","93","0.2","","","","0","67115","5146067","",""
"","93","0.1","","","","0","67116","5146067","",""
"","37","20","","","","scale1","67117","5146067","",""
"0","2","202","","0","-12","0","67118","5146067","",""
"","122","30","","","0.5","30","67119","5146067","",""
"","21","vo_apg","","0","0","vo_apg_0710","67120","5146067","",""
"","3","202","0","","0","0710_in","67121","5146067","",""
"","93","2.2","","","","1","67122","5146067","",""
"","3","202","0","","0","0710_mid","67123","5146067","",""
"","92","","","","","","67124","5146067","",""
"","3","202","0","","0","0710_out","67125","5146067","",""
"","93","0.2","","","","0","67126","5146067","",""
"","22","0","","","","0","67127","5146067","",""
"","3","202","0","","0","empty","67128","5146067","",""
"","32","10","","","","0","67129","5146067","",""
"","93","1","","","","0","67130","5146067","",""
"","24","se_10055900_coffee_02","","","","0.5","67131","5146067","",""
"","3","131011","0","","1","see_guru","67132","5146067","",""
"","3","106611","0.2","","1","empty","67133","5146067","",""
"","3","1066","0.2","","1","empty","67134","5146067","",""
"0","2","106611","","0","-195","-104","67135","5146067","",""
"0","2","1066","","0","-195","-104","67136","5146067","",""
"","37","2","","","","iris_out","67137","5146067","",""
"0","2","106511","","0","-278","-129","67138","5146067","",""
"0","2","1065","","0","-278","-129","67139","5146067","",""
"","3","106511","0.2","","1","walk_normal_doya","67140","5146067","",""
"","3","1065","0.2","","1","walk_normal_doya","67141","5146067","",""
"0","2","106511","","2","-278","-290","67142","5146067","",""
"0","2","1065","","2","-278","-290","67143","5146067","",""
"0","2","202","","0","21","-290","67144","5146067","",""
"","4","106511","","","","1","67145","5146067","",""
"","4","1065","","","","1","67146","5146067","",""
"","93","2","","","","0","67147","5146067","",""
"","4","106511","","","","0","67148","5146067","",""
"","4","1065","","","","0","67149","5146067","",""
"","3","106511","0.2","","1","cool_idle_doya","67150","5146067","",""
"0","3","1065","0.2","","1","cool_idle_doya","67151","5146067","",""
"","93","0.2","","","","0","67152","5146067","",""
"1","3","106511","0.2","cool_talk_dere","0","cool_in_nobi","67153","5146067","","0"
"1","3","1065","0.2","cool_talk_dere","0","cool_in_nobi","67154","5146067","","0"
"","21","vo_apg","","0","0","vo_apg_0711","67155","5146067","",""
"1","11","106511","0","1","11","呼……使出全力埋頭狂轉了呢……\n那麼，轉了幾次呢？","67156","5146067","0","0"
"","91","0","","","","","67157","5146067","",""
"","3","106511","0.2","","1","cool_idle_doya","67158","5146067","",""
"","3","1065","0.2","","1","cool_idle_doya","67159","5146067","",""
"","21","vo_apg","","0","0","vo_apg_0712","67160","5146067","",""
"1","11","131011","0","1","10","咕嚕咕嚕轉～\n看著妳們轉到人家也頭昏眼花了，\n根本不知道轉了幾次呀～","67161","5146067","0","0"
"","91","0","","","","","67162","5146067","",""
"1","3","131011","0.5","idle_normal_shy","0","maho_idle_normal_in","67163","5146067","","0"
"1","3","106511","0.2","surprise_talk_search","0","cool_talk_surprise","67164","5146067","","0.3"
"1","3","1065","0.2","surprise_talk_search","0","cool_talk_surprise","67165","5146067","","0.3"
"","21","vo_apg","","0","0","vo_apg_0713","67166","5146067","",""
"1","11","106511","0","1","10","這樣啊……\n我說，祈梨，妳有數……奇怪？\n話說回來，祈梨人去哪了？","67167","5146067","0","0"
"","91","0","","","","","67168","5146067","",""
"","3","106511","0.3","","1","surprise_idle_talk1R","67169","5146067","",""
"","3","1065","0.3","","1","surprise_idle_talk1R","67170","5146067","",""
"","3","131011","0.2","","1","sad_talk","67171","5146067","",""
"","21","vo_apg","","0","0","vo_apg_0714","67172","5146067","",""
"1","11","131011","0","1","10","祈梨小姐的話，\n她整個人飛到那裡去了……","67173","5146067","0","0"
"","91","0","","","","","67174","5146067","",""
"","3","131011","0.2","","1","sad_idle_lookup","67175","5146067","",""
"","3","106511","0.2","","1","surprise_idle_noface_lookup","67176","5146067","",""
"","3","1065","0.2","","1","surprise_idle_kaya_lookup","67177","5146067","",""
"1","3","21","0","coffee_1_loop","0","coffee_1_in","67178","5146067","","0"
"","23","se_10055900","","","0","se_10055900_photo","67179","5146067","",""
"","93","0.5","","","","0","67180","5146067","",""
"0","2","201","","0","0","0","67181","5146067","",""
"","21","vo_apg","","0","0","vo_apg_0715","67182","5146067","",""
"1","11","106611","0","1","11","嗚嗚……我已經不行了……\n嘉夜夜這個……笨蛋、肌肉、\n旋轉狂……呃啊！","67183","5146067","0","0"
"","91","0","","","","","67184","5146067","",""
"","3","21","0","","0","coffee_1_out","67185","5146067","",""
"","23","se_10055900","","","0","se_10055900_down","67186","5146067","",""
"","93","0.7","","","","0","67187","5146067","",""
"","3","131011","0.2","","1","sad_idle_sad2_lookup","67188","5146067","",""
"1","3","106511","0.2","surprise3_loop_lookup","0","surprise3_in_lookup","67189","5146067","","0"
"1","3","1065","0.2","surprise3_loop_lookup","0","surprise3_in_lookup","67190","5146067","","0"
"","21","vo_apg","","0","0","vo_apg_0716","67191","5146067","",""
"","122","30","","","0.5","30","67192","5146067","",""
"","3","202","0","","0","0716_in","67193","5146067","",""
"","93","1.2","","","","1","67194","5146067","",""
"","3","202","0","","0","0716_mid","67195","5146067","",""
"","92","","","","","","67196","5146067","",""
"","3","202","0","","0","0716_out","67197","5146067","",""
"","91","0","","","","","67198","5146067","",""
"","101","67200","","","","","67199","5146067","",""
"","22","0","","","","0.2","67200","5146067","",""
"-288","1","1","1.8","-385","106","105811","68001","5146068","idle_normal_eating_noface","0"
"-288","5","6","1.8","-385","107","1058","68002","5146068","idle_normal_eating_peko","0"
"-278","1","1","1.8","-225","100","106011","68003","5146068","idle_normal","0"
"-278","5","4","1.8","-225","101","1060","68004","5146068","idle_normal","0"
"-278","1","1","1.8","225","103","130911","68005","5146068","idle_normal_noface","1"
"-278","5","1","1.8","225","104","97","68006","5146068","idle_normal_kururu","1"
"","13","105811","","","","206","68007","5146068","",""
"","13","106011","","","","200","68008","5146068","",""
"","13","130911","","","","203","68009","5146068","",""
"-174","5","9","0.85","0","15","9","68010","5146068","idle","0"
"71","5","20","1","-132","210","20","68011","5146068","empty","0"
"153","5","21","1","0","60","21","68012","5146068","empty","0"
"1","31","1","1","0","0","1","68013","5146068","",""
"","91","0","","","","0","68014","5146068","",""
"","102","0","","","0","0","68015","5146068","",""
"","93","1","","","","0","68016","5146068","",""
"1","3","130911","0.2","kururu_guid_talk","0","kururu_guid_in","68017","5146068","","0"
"1","3","97","0.2","kururu_guid_talk","0","kururu_guid_in","68018","5146068","","0"
"","21","vo_apg","","0","0","vo_apg_0801","68019","5146068","",""
"1","11","130911","0","1","10","這邊的設施是咖啡杯♪\n只要轉動正中間的方向盤，\n咖啡杯就會轉呀轉轉起來……","68020","5146068","0","0"
"","91","0","","","","","68021","5146068","",""
"","3","130911","0.2","","1","kururu_guid_idle","68022","5146068","",""
"","3","97","0.2","","1","kururu_guid_idle","68023","5146068","",""
"1","3","21","0","coffee_3_loop","0","coffee_3_in","68024","5146068","","0"
"","23","se_10055900","","","0","se_10055900_photo","68025","5146068","",""
"1","3","105811","0.2","peko_notice_idle","0","peko_notice_in","68026","5146068","","0"
"1","3","1058","0.2","peko_notice_idle","0","peko_notice_in","68027","5146068","","0"
"","3","106011","0.2","","1","cool_talk_surprise_lookup","68028","5146068","",""
"","3","1060","0.2","","1","cool_talk_surprise_lookup","68029","5146068","",""
"","21","vo_apg","","0","0","vo_apg_0802","68030","5146068","",""
"1","11","106011","0","1","8","正中間根本沒有方向盤吧？","68031","5146068","0","0"
"","91","0","","","","","68032","5146068","",""
"","3","106011","0.2","","1","cool_idle_talkR","68033","5146068","",""
"","3","1060","0.2","","1","cool_idle_talkR","68034","5146068","",""
"1","3","130911","0.2","anger_talk_surprise2_lookup","0","hawawa_lookup","68035","5146068","","0.2"
"","3","97","0.2","","1","hawawa","68036","5146068","",""
"","21","vo_apg","","0","0","vo_apg_0803","68037","5146068","",""
"1","11","130911","0","1","8","咦！？怎麼會怎麼會……\n啊，真的真的沒有！？\n到底去哪了～！？","68038","5146068","0","0"
"","91","0","","","","","68039","5146068","",""
"","3","21","0","","0","coffee_3_out","68040","5146068","",""
"","3","130911","0.2","","1","anger_idle_sad","68041","5146068","",""
"","3","105811","0.2","","1","sad_idle_noface","68042","5146068","",""
"1","3","1058","0.2","sad_idle_peko_loop","1","sad_idle_peko_in","68043","5146068","","0"
"","21","vo_apg","","0","0","vo_apg_0804","68044","5146068","",""
"1","11","105811","0","1","10","…………","68045","5146068","0","0"
"","91","0","","","","","68046","5146068","",""
"","4","106011","","","","1","68047","5146068","",""
"","4","1060","","","","1","68048","5146068","",""
"","3","130911","0.2","","1","idle_normal_surprise","68049","5146068","",""
"","3","106011","0.2","","1","shock_loop_doteyes","68050","5146068","",""
"","3","1060","0.2","","1","shock_loop_doteyes","68051","5146068","",""
"1","3","105811","0.2","peko_bowbowbow_loop","0","peko_bowbowbow_in","68052","5146068","","0"
"1","3","1058","0.2","peko_bowbowbow_loop","0","peko_bowbowbow_in","68053","5146068","","0"
"","21","vo_apg","","0","0","vo_apg_0805","68054","5146068","",""
"1","11","105811","0","1","7","對不起～！！","68055","5146068","0","0"
"","91","0","","","","","68056","5146068","",""
"","3","106011","0.2","","1","anger_talk_shy","68057","5146068","",""
"","3","1060","0.2","","1","anger_talk_shy","68058","5146068","",""
"","21","vo_apg","","0","0","vo_apg_0806","68059","5146068","",""
"1","11","106011","0","1","9","妳吃掉了嗎！？\n妳在搞什麼啦～！？","68060","5146068","0","0"
"","91","0","","","","","68061","5146068","",""
"","3","106011","0.2","","1","anger_idle_shy","68062","5146068","",""
"","3","1060","0.2","","1","anger_idle_shy","68063","5146068","",""
"1","3","105811","0.2","tahaha_talk","0","tahaha_in","68064","5146068","","0"
"1","3","1058","0.2","tahaha_talk","0","tahaha_in","68065","5146068","","0"
"","21","vo_apg","","0","0","vo_apg_0807","68066","5146068","",""
"1","11","105811","0","1","7","我沒想到那是方向盤……\n以為是園方準備了\n做為點心的甜甜圈，\n就美味地享用了……","68067","5146068","0","0"
"","91","0","","","","","68068","5146068","",""
