061a870dc31789256e9bb561f05f131bcd00281c21bce1a885394f1b6f728011,527835777fd691a38fe7d0ab61679a913a912fa692ece50b09df48f5fe7b3ca3,e94bb96d0f7114925060c4ba1e500398f9aa834ec529a9a4caa68a6d6796b1ba,e8ea3ba20cd7c3314064fe1dc2c22269a5f78db7fcbb12b10457ed1e9dea300a,b9c53e39e9352a22677bd82a9b9f589ed153dcff69733bc61e8599780073469a,303da7c3e5ee1d2e146a1772a59b6e4919a5217896ebf9ac68ce4c5b7a288602,6d241e14da77b77efd293c2d2d0bded1cdb4edcfa655d9a958c2451ff814ed7f,5816e0fac182e7da658527ec8d2eed66d78a94c9c006287a2e300becf2a55fd3,7df8f751e9f081aac29534d08f1bb929d009c8689904a0c4708599eca6455bd8,f305962c297c680ae98e22de76d459517345cddf9e0d066f8fd89bd8a14bfddf,4e52dcad9e1f7a2c6a909508807b10474b78ab15480995b72828c5eccb7904ae
"65082","0","maho_kurukuru_inB","1","5146065","0","3","maho_kurukuru_loopB","0.2","","98"
"65083","0","kururu_kurukuru_in","1","5146065","0","3","kururu_kurukuru_loop","0.2","","130911"
"65084","0","kururu_kurukuru_inF","1","5146065","0","3","kururu_kurukuru_loopF","0.2","","97"
"65085","0","kururu_kurukuru_inB","1","5146065","0","3","kururu_kurukuru_loopB","0.2","","96"
"65086","0","vo_apg_0511","","5146065","","21","0","","","vo_apg"
"65087","13","庫露露咕嚕轉～♪","0","5146065","0","11","0","0","1.1","131011"
"65088","","","","5146065","","91","","","","0"
"65089","0","vo_apg_0512","","5146065","","21","0","","","vo_apg"
"65090","10","庫露露咕嚕轉～♪","0","5146065","0","11","0","0","1","130911"
"65091","","","","5146065","","91","","","","0"
"65092","2","6","0","5146065","10","12","0","0","0","131011"
"65093","2","7","0","5146065","10","12","0","0","0","130911"
"65094","1","walk_normal","","5146065","","3","","0.2","","106011"
"65095","1","walk_normal","","5146065","","3","","0.2","","1060"
"65096","-305","-376","0","5146065","","2","3.4","","","106011"
"65097","-305","-376","0","5146065","","2","3.4","","","1060"
"65098","","0","","5146065","","93","","","","3.4"
"65099","-305","-446","14","5146065","","2","0.6","","","106011"
"65100","-305","-446","14","5146065","","2","0.6","","","1060"
"65101","0","kyaru_damage","","5146065","","3","","0","","106011"
"65102","0","kyaru_damage","","5146065","","3","","0","","1060"
"65103","","0","","5146065","","93","","","","0.8"
"65104","0","cool_in_jitome","1","5146065","0","3","cool_talk_jitome","0.2","","106011"
"65105","0","cool_in_jitome","1","5146065","0","3","cool_talk_jitome","0.2","","1060"
"65106","0","vo_apg_0513","","5146065","","21","0","","","vo_apg"
"65107","8","妳們兩個在做什麼啊……","1","5146065","0","11","1","0","0","106011"
"65108","","","","5146065","","91","","","","0"
"65109","","","","5146065","","101","","","","65110"
"65110","","0.2","","5146065","","22","","","","0"
"66001","140","104011","-278","5146066","0","1","-500","1.8","aoi_walk_fear","1"
"66002","141","99","-262","5146066","0","5","30","1.8","idle_normal","1"
"66003","100","130911","-278","5146066","1","1","290","1.8","idle_normal_noface","1"
"66004","101","98","-278","5146066","1","5","290","1.8","idle_normal_kururu","1"
"66005","","201","","5146066","","13","","","","104011"
"66006","","200","","5146066","","13","","","","130911"
"66007","15","8","-174","5146066","0","5","0","0.85","idle","8"
"66008","210","20","-79","5146066","0","5","-119","1","empty","20"
"66009","210","22","-194","5146066","0","5","0","1","empty","22"
"66010","0","1","1","5146066","","31","0","1","","1"
"66011","0","2","1","5146066","","31","-57.7","0","","2"
"66012","0","13","1","5146066","","31","0","0","","13"
"66013","11","19","1","5146066","","31","-69","0","","19"
"66014","0","20","1","5146066","","31","0","1","","20"
"66015","","104011","","5146066","","36","","","","20"
"66016","","99","","5146066","","36","","","","20"
"66017","","20","","5146066","","36","","","","20"
"66018","","22","","5146066","","36","","","","20"
"66019","","0","","5146066","","91","","","","0"
"66020","0","0","","5146066","","102","","","","0"
"66021","-278","-290","0","5146066","","2","2.7","","","104011"
"66022","1","aoi_walk_fear","","5146066","","3","","0.2","","104011"
"66023","","0","","5146066","","93","","","","2.7"
"66024","1","see_talk","","5146066","","3","","0.2","","104011"
"66025","0","vo_apg_0601","","5146066","","21","0","","","vo_apg"
"66026","9","終於來到這裡了……\n大夢想樂園……\n獨自一人來「大夢樂」沒關係吧？\n說不定邊緣人會被抓住，強制驅離……","1","5146066","0","11","1","0","0","104011"
"66027","","","","5146066","","91","","","","0"
"66028","1","see_idle","","5146066","","3","","0.2","","104011"
"66029","0","smile","1","5146066","0.2","3","talk_normal","0.2","","130911"
"66030","0","smile","1","5146066","0.2","3","talk_normal","0.2","","98"
"66031","0","vo_apg_0602","","5146066","","21","0","","","vo_apg"
"66032","7","妳就是碧小姐吧～！？\n歡迎來到大夢想樂園♪\n今天就妳一位嗎？","1","5146066","0","11","1","0","0","130911"
"66033","","","","5146066","","91","","","","0"
"66034","1","idle_normal_surprise","","5146066","","3","","0.2","","130911"
"66035","1","panic","","5146066","","3","","0.2","","104011"
"66036","0","vo_apg_0603","","5146066","","21","0","","","vo_apg"
"66037","12","嗚呀喔喔喔喔！？\n對對對、對不起！\n邊緣人要強制驅離對吧！\n我現在馬上出去～！","1","5146066","0","11","1","0","0","104011"
"66038","","","","5146066","","91","","","","0"
"66039","1","anger_talk_pain","","5146066","","3","","0.2","","130911"
"66040","1","anger_talk_pain","","5146066","","3","","0.2","","98"
"66041","0","vo_apg_0604","","5146066","","21","0","","","vo_apg"
"66042","7","請等一下請等一下！\n強制驅離是指什麼什麼～！？\n我們不會做這種事的！","1","5146066","0","11","1","0","0","130911"
"66043","","","","5146066","","91","","","","0"
"66044","1","idle_normal_dere","","5146066","","3","","0.2","","130911"
"66045","0","aoi_surprise_in","1","5146066","0.1","3","surprise_talk_search_dere","0","","104011"
"66046","0","vo_apg_0605","","5146066","","21","0","","","vo_apg"
"66047","8","竟然，對邊緣人也如此溫柔……\n服務真是周到！\n那麼，在哪裡呢？\n邊緣人專用的遊樂設施？","1","5146066","0","11","1","0","0","104011"
"66048","","","","5146066","","91","","","","0"
"66049","1","surprise_idle_dere","","5146066","","3","","0.2","","104011"
"66050","0","kururu_surprise_talk_long","1","5146066","0.2","3","kururu_guid_talk","0.2","","130911"
"66051","0","kururu_surprise_talk_long","1","5146066","0.2","3","kururu_guid_talk","0.2","","98"
"66052","0","vo_apg_0606","","5146066","","21","0","","","vo_apg"
"66053","8","咦？\n我想想我想想，\n這座摩天輪如何呢？\n雖然不是邊緣人專用……","1","5146066","0","11","1","0","0","130911"
"66054","","","","5146066","","91","","","","0"
"66055","1","idle_normal_noface","","5146066","","3","","0.2","","130911"
"66056","1","idle_normal_kururu","","5146066","","3","","0.2","","98"
"66057","0","guts2_in_surprise2","1","5146066","0","3","guts2_talk_surprise2","0.2","","104011"
"66058","0","vo_apg_0607","","5146066","","21","0","","","vo_apg"
"66059","9","我、我要搭！\n收取邊緣人費用也無妨，\n請讓我搭──！","1","5146066","0","11","1","0","0","104011"
"66060","","","","5146066","","91","","","","0"
"66061","1","guts2_idle_surprise2","","5146066","","3","","0.2","","104011"
"66062","1","joy_talk_dere","","5146066","","3","","0.2","","130911"
"66063","1","joy_talk","","5146066","","3","","0.2","","98"
"66064","0","vo_apg_0608","","5146066","","21","0","","","vo_apg"
"66065","8","費用並不會有所改變……\n所以請妳搭到滿意為止♪","1","5146066","0","11","1","0","0","130911"
"66066","","","","5146066","","91","","","","0"
"66067","","0","","5146066","","22","","","","0"
"66068","0","hello","1","5146066","0.1","3","idle_normal_joy","0.4","","130911"
"66069","1","walk_jog_dere","","5146066","","3","","0.2","","104011"
"66070","-278","-50","0","5146066","","2","2","","","104011"
"66071","","0","","5146066","","93","","","","1"
"66072","","1","","5146066","","32","","","","2"
"66073","","0","","5146066","","93","","","","1.5"
"66074","-480","0","0","5146066","","2","0","","","104011"
"66075","1","empty","","5146066","","3","","0","","104011"
"66076","","scale15","","5146066","","37","","","","20"
"66077","","fade_out","","5146066","","37","","","","2"
"66078","","1","","5146066","","32","","","","13"
"66079","","0","","5146066","","93","","","","2"
"66080","0","vo_apg_0609","","5146066","","21","0","","","vo_apg"
"66081","0","0609_in","","5146066","","3","","0","","22"
"66082","","1","","5146066","","93","","","","2.2"
"66083","0","0609_mid","","5146066","","3","","0","","22"
"66084","","","","5146066","","92","","","",""
"66085","0","0609_out","","5146066","","3","","0","","22"
"66086","","0","","5146066","","93","","","","0.2"
"66087","-79","-132","0","5146066","","2","0","","","20"
"66088","0","vo_apg_0610","","5146066","","21","0","","","vo_apg"
"66089","0","0610_in","","5146066","","3","","0","","22"
"66090","","1","","5146066","","93","","","","2.2"
"66091","0","0610_mid","","5146066","","3","","0","","22"
"66092","","","","5146066","","92","","","",""
"66093","0","0610_out","","5146066","","3","","0","","22"
"66094","","0","","5146066","","93","","","","0.2"
"66095","0","vo_apg_0611","","5146066","","21","0","","","vo_apg"
"66096","0","0611_in","","5146066","","3","","0","","22"
"66097","","1","","5146066","","93","","","","2.3"
"66098","0","0611_mid","","5146066","","3","","0","","22"
"66099","","","","5146066","","92","","","",""
"66100","0","0611_out","","5146066","","3","","0","","22"
"66101","","0","","5146066","","93","","","","0.2"
"66102","","0","","5146066","","22","","","","0"
"66103","1","empty","","5146066","","3","","0","","104011"
"66104","","fade_in","","5146066","","37","","","","2"
"66105","","0","","5146066","","93","","","","1"
"66106","","0","","5146066","","32","","","","13"
"66107","","fade_out","","5146066","","37","","","","2"
"66108","1","kururu_wish_talk_surprise_lookup","","5146066","","3","","0","","130911"
"66109","","0","","5146066","","93","","","","1"
"66110","0","kururu_wish_talk_surprise_lookup","1","5146066","0.2","3","kururu_surprise_talk_joy","0.2","","130911"
"66111","0","vo_apg_0612","","5146066","","21","0","","","vo_apg"
"66112","8","妳覺得如何呢～？\n咦，要直接坐第二趟嗎？\n呵呵，她似乎非常喜歡的樣子，\n真令人高興♪","1","5146066","0","11","1","0","0","130911"
"66113","","","","5146066","","91","","","","0"
"66114","","0","","5146066","","22","","","","0"
"66115","","fade_in","","5146066","","37","","","","2"
"66116","","0","","5146066","","93","","","","1"
"66117","","scale1","","5146066","","37","","","","20"
"66118","","blackroom_in","","5146066","","37","","","","2"
"66119","1.15","20","9","5146066","","121","1.15","10","","0"
"66120","-248","27","0","5146066","","2","0","","","104011"
"66121","-248","27","0","5146066","","2","0","","","99"
"66122","1","aoi_satori_in","","5146066","","3","","0","","104011"
"66123","1","aoi_satori_in","","5146066","","3","","0","","99"
"66124","","0","","5146066","","93","","","","0.5"
"66125","0","vo_apg_0613","","5146066","","21","0","","","vo_apg"
"66126","5","呵呵……呵呵呵呵呵……\n啊啊，這就是開悟……！","1","5146066","0","11","0","0","1","104011"
"66127","","","","5146066","","93","","","","3"
"66128","","1","","5146066","","32","","","","19"
"66129","0","se_10055900_satori","","5146066","","23","","","","se_10055900"
"66130","","","","5146066","","93","","","","0.5"
"66131","0","aoi_satori_mid","1","5146066","0","3","aoi_satori_loop","0.2","","104011"
"66132","0","aoi_satori_mid","1","5146066","0","3","aoi_satori_loop","0.2","","99"
"66133","","0","","5146066","","93","","","","4"
"66134","","","","5146066","","92","","","",""
"66135","","","","5146066","","101","","","","66136"
"66136","","0.2","","5146066","","22","","","","0"
"67001","106","106611","-288","5146067","0","1","-385","1.8","idle_normal","1"
"67002","107","1066","-288","5146067","0","5","-385","1.8","idle_normal","3"
"67003","103","106511","-278","5146067","0","1","-225","1.8","idle_normal","1"
"67004","104","1065","-278","5146067","0","5","-225","1.8","idle_normal","2"
"67005","100","131011","-278","5146067","1","1","290","1.8","idle_normal","1"
"67006","","206","","5146067","","13","","","","106611"
"67007","","203","","5146067","","13","","","","106511"
"67008","","200","","5146067","","13","","","","131011"
"67009","15","9","-174","5146067","0","5","0","0.85","idle","9"
"67010","210","201","71","5146067","0","5","-292","1","empty","20"
"67011","210","202","71","5146067","0","5","-61","1","empty","20"
"67012","210","22","-43","5146067","0","5","126","1","empty","22"
"67013","60","21","94","5146067","0","5","0","1","empty","21"
"67014","0","1","1","5146067","","31","0","1","","1"
"67015","0","2","1","5146067","","31","-57.7","0","","2"
"67016","0","10","1","5146067","","31","0","0","","10"
"67017","0","20","1","5146067","","31","0","1","","20"
"67018","","106611","","5146067","","36","","","","20"
"67019","","106511","","5146067","","36","","","","20"
"67020","","201","","5146067","","36","","","","20"
"67021","","202","","5146067","","36","","","","20"
"67022","","22","","5146067","","36","","","","20"
"67023","","0","","5146067","","91","","","","0"
"67024","0","0","","5146067","","102","","","","0"
"67025","","0","","5146067","","93","","","","1"
"67026","1","talk_normal_noface","","5146067","","3","","0.2","","106511"
"67027","1","talk_normal_kaya","","5146067","","3","","0.2","","1065"
"67028","0","vo_apg_0701","","5146067","","21","0","","","vo_apg"
"67029","9","祈梨──\n接下來搭看看這個吧。","1","5146067","0","11","1","0","0","106511"
"67030","","","","5146067","","91","","","","0"
"67031","1","idle_normal_look","","5146067","","3","","0.2","","106511"
"67032","1","idle_normal_look","","5146067","","3","","0.2","","1065"
"67033","0","cool_in_sad","1","5146067","0","3","cool_talk_sad","0.2","","106611"
"67034","0","cool_in_sad","1","5146067","0","3","cool_talk_sad","0.2","","1066"
"67035","0","vo_apg_0702","","5146067","","21","0","","","vo_apg"
"67036","6","咖啡杯～？\n這好像太孩子氣了吧？","1","5146067","0","11","1","0","0","106611"
"67037","","","","5146067","","91","","","","0"
"67038","1","cool_idle","","5146067","","3","","0.2","","106611"
"67039","1","cool_idle","","5146067","","3","","0.2","","1066"
"67040","1","idle_normal","","5146067","","3","","0.2","","106511"
"67041","1","idle_normal","","5146067","","3","","0.2","","1065"
"67042","1","joy_talk_normal","","5146067","","3","","0.2","","131011"
"67043","0","vo_apg_0703","","5146067","","21","0","","","vo_apg"
"67044","8","這座遊樂設施很受歡迎哦。\n為了締造最高旋轉紀錄，\n大家很激烈地在競爭呢♪","1","5146067","0","11","1","0","0","131011"
"67045","","","","5146067","","91","","","","0"
"67046","1","idle_normal","","5146067","","3","","0.2","","131011"
"67047","0","doya_in_normal","1","5146067","0","3","doya_talk_normal","0.2","","106511"
"67048","0","doya_in_normal","1","5146067","0","3","doya_talk_normal","0.2","","1065"
"67049","0","vo_apg_0704","","5146067","","21","0","","","vo_apg"
"67050","7","哦，那麼我們就來改寫\n最高旋轉紀錄吧。\n真步小姐，要好好幫我們算喔！","1","5146067","0","11","1","0","0","106511"
"67051","","","","5146067","","91","","","","0"
"67052","1","doya_idle_normal","","5146067","","3","","0.2","","106511"
"67053","1","doya_idle_normal","","5146067","","3","","0.2","","1065"
"67054","1","wish_talk_joy","","5146067","","3","","0.2","","131011"
"67055","0","vo_apg_0705","","5146067","","21","0","","","vo_apg"
"67056","8","好的～♪\n包在人家身上～","1","5146067","0","11","1","0","0","131011"
"67057","","","","5146067","","91","","","","0"
"67058","","0","","5146067","","22","","","","0"
"67059","0","hello","1","5146067","0.1","3","idle_normal","0.4","","131011"
"67060","1","walk_yareyare","","5146067","","3","","0.4","","106611"
"67061","1","walk_yareyare","","5146067","","3","","0.4","","1066"
"67062","1","walk_kyapi","","5146067","","3","","0.2","","106511"
"67063","1","walk_kyapi","","5146067","","3","","0.2","","1065"
"67064","-288","-194","0","5146067","","2","2","","","106611"
"67065","-288","-194","0","5146067","","2","2","","","1066"
"67066","-278","-34","0","5146067","","2","2","","","106511"
"67067","-278","-34","0","5146067","","2","2","","","1065"
"67068","","0","","5146067","","93","","","","1"
"67069","","1","","5146067","","32","","","","2"
"67070","","0","","5146067","","93","","","","1.5"
"67071","1","se_10055900_coffee_01","","5146067","","23","","","","se_10055900"
"67072","-331","-126","0","5146067","","2","0","","","106611"
"67073","-331","-126","0","5146067","","2","0","","","1066"
"67074","-331","126","0","5146067","","2","0","","","106511"
"67075","-331","126","0","5146067","","2","0","","","1065"
"67076","","scale15","","5146067","","37","","","","20"
"67077","0","vo_apg_0706","","5146067","","21","0","","","vo_apg"
"67078","0","0706_in","","5146067","","3","","0","","22"
"67079","","1","","5146067","","93","","","","3"
"67080","0","0706_mid","","5146067","","3","","0","","22"
"67081","","","","5146067","","92","","","",""
"67082","0","0706_out","","5146067","","3","","0","","22"
"67083","","0","","5146067","","93","","","","0.2"
"67084","-43","-126","0","5146067","","2","0","","","22"
"67085","0","vo_apg_0707","","5146067","","21","0","","","vo_apg"
"67086","0","0707_in","","5146067","","3","","0","","22"
"67087","","1","","5146067","","93","","","","3.7"
"67088","0","0707_mid","","5146067","","3","","0","","22"
"67089","","","","5146067","","92","","","",""
"67090","0","0707_out","","5146067","","3","","0","","22"
"67091","","0","","5146067","","93","","","","0.2"
"67092","","0","","5146067","","93","","","","0.1"
"67093","","1","","5146067","","32","","","","10"
"67094","","horizontal","","5146067","","37","","","","10"
"67095","","0.3","","5146067","","24","","","","se_10055900_coffee_01"
"67096","1","se_10055900_coffee_02","","5146067","","23","","","","se_10055900"
"67097","-12","179","0","5146067","","2","0","","","202"
"67098","","scale1","","5146067","","37","","","","20"
"67099","0.5","30","","5146067","","122","","","","30"
"67100","0","vo_apg_0708","","5146067","","21","0","","","vo_apg"
"67101","0","0708_in","","5146067","","3","","0","","202"
"67102","","1","","5146067","","93","","","","1.8"
"67103","0","0708_mid","","5146067","","3","","0","","202"
"67104","","","","5146067","","92","","","",""
"67105","0","0708_out","","5146067","","3","","0","","202"
"67106","","0","","5146067","","93","","","","0.2"
"67107","71","-237","0","5146067","","2","0","","","201"
"67108","","scale15","","5146067","","37","","","","20"
"67109","0","vo_apg_0709","","5146067","","21","0","","","vo_apg"
"67110","0","0709_in","","5146067","","3","","0","","22"
"67111","","1","","5146067","","93","","","","2.3"
"67112","0","0709_mid","","5146067","","3","","0","","22"
"67113","","","","5146067","","92","","","",""
"67114","0","0709_out","","5146067","","3","","0","","22"
"67115","","0","","5146067","","93","","","","0.2"
"67116","","0","","5146067","","93","","","","0.1"
"67117","","scale1","","5146067","","37","","","","20"
"67118","-12","0","0","5146067","","2","0","","","202"
"67119","0.5","30","","5146067","","122","","","","30"
"67120","0","vo_apg_0710","","5146067","","21","0","","","vo_apg"
"67121","0","0710_in","","5146067","","3","","0","","202"
"67122","","1","","5146067","","93","","","","2.2"
"67123","0","0710_mid","","5146067","","3","","0","","202"
"67124","","","","5146067","","92","","","",""
"67125","0","0710_out","","5146067","","3","","0","","202"
"67126","","0","","5146067","","93","","","","0.2"
"67127","","0","","5146067","","22","","","","0"
"67128","0","empty","","5146067","","3","","0","","202"
"67129","","0","","5146067","","32","","","","10"
"67130","","0","","5146067","","93","","","","1"
"67131","","0.5","","5146067","","24","","","","se_10055900_coffee_02"
"67132","1","see_guru","","5146067","","3","","0","","131011"
"67133","1","empty","","5146067","","3","","0.2","","106611"
"67134","1","empty","","5146067","","3","","0.2","","1066"
"67135","-195","-104","0","5146067","","2","0","","","106611"
"67136","-195","-104","0","5146067","","2","0","","","1066"
"67137","","iris_out","","5146067","","37","","","","2"
"67138","-278","-129","0","5146067","","2","0","","","106511"
"67139","-278","-129","0","5146067","","2","0","","","1065"
"67140","1","walk_normal_doya","","5146067","","3","","0.2","","106511"
"67141","1","walk_normal_doya","","5146067","","3","","0.2","","1065"
"67142","-278","-290","0","5146067","","2","2","","","106511"
"67143","-278","-290","0","5146067","","2","2","","","1065"
"67144","21","-290","0","5146067","","2","0","","","202"
"67145","","1","","5146067","","4","","","","106511"
"67146","","1","","5146067","","4","","","","1065"
"67147","","0","","5146067","","93","","","","2"
"67148","","0","","5146067","","4","","","","106511"
"67149","","0","","5146067","","4","","","","1065"
"67150","1","cool_idle_doya","","5146067","","3","","0.2","","106511"
"67151","1","cool_idle_doya","0","5146067","","3","","0.2","","1065"
"67152","","0","","5146067","","93","","","","0.2"
"67153","0","cool_in_nobi","1","5146067","0","3","cool_talk_dere","0.2","","106511"
"67154","0","cool_in_nobi","1","5146067","0","3","cool_talk_dere","0.2","","1065"
"67155","0","vo_apg_0711","","5146067","","21","0","","","vo_apg"
"67156","11","呼……使出全力埋頭狂轉了呢……\n那麼，轉了幾次呢？","1","5146067","0","11","1","0","0","106511"
"67157","","","","5146067","","91","","","","0"
"67158","1","cool_idle_doya","","5146067","","3","","0.2","","106511"
"67159","1","cool_idle_doya","","5146067","","3","","0.2","","1065"
"67160","0","vo_apg_0712","","5146067","","21","0","","","vo_apg"
"67161","10","咕嚕咕嚕轉～\n看著妳們轉到人家也頭昏眼花了，\n根本不知道轉了幾次呀～","1","5146067","0","11","1","0","0","131011"
"67162","","","","5146067","","91","","","","0"
"67163","0","maho_idle_normal_in","1","5146067","0","3","idle_normal_shy","0.5","","131011"
"67164","0","cool_talk_surprise","1","5146067","0.3","3","surprise_talk_search","0.2","","106511"
"67165","0","cool_talk_surprise","1","5146067","0.3","3","surprise_talk_search","0.2","","1065"
"67166","0","vo_apg_0713","","5146067","","21","0","","","vo_apg"
"67167","10","這樣啊……\n我說，祈梨，妳有數……奇怪？\n話說回來，祈梨人去哪了？","1","5146067","0","11","1","0","0","106511"
"67168","","","","5146067","","91","","","","0"
"67169","1","surprise_idle_talk1R","","5146067","","3","","0.3","","106511"
"67170","1","surprise_idle_talk1R","","5146067","","3","","0.3","","1065"
"67171","1","sad_talk","","5146067","","3","","0.2","","131011"
"67172","0","vo_apg_0714","","5146067","","21","0","","","vo_apg"
"67173","10","祈梨小姐的話，\n她整個人飛到那裡去了……","1","5146067","0","11","1","0","0","131011"
"67174","","","","5146067","","91","","","","0"
"67175","1","sad_idle_lookup","","5146067","","3","","0.2","","131011"
"67176","1","surprise_idle_noface_lookup","","5146067","","3","","0.2","","106511"
"67177","1","surprise_idle_kaya_lookup","","5146067","","3","","0.2","","1065"
"67178","0","coffee_1_in","1","5146067","0","3","coffee_1_loop","0","","21"
"67179","0","se_10055900_photo","","5146067","","23","","","","se_10055900"
"67180","","0","","5146067","","93","","","","0.5"
"67181","0","0","0","5146067","","2","0","","","201"
"67182","0","vo_apg_0715","","5146067","","21","0","","","vo_apg"
"67183","11","嗚嗚……我已經不行了……\n嘉夜夜這個……笨蛋、肌肉、\n旋轉狂……呃啊！","1","5146067","0","11","1","0","0","106611"
"67184","","","","5146067","","91","","","","0"
"67185","0","coffee_1_out","","5146067","","3","","0","","21"
"67186","0","se_10055900_down","","5146067","","23","","","","se_10055900"
"67187","","0","","5146067","","93","","","","0.7"
"67188","1","sad_idle_sad2_lookup","","5146067","","3","","0.2","","131011"
"67189","0","surprise3_in_lookup","1","5146067","0","3","surprise3_loop_lookup","0.2","","106511"
"67190","0","surprise3_in_lookup","1","5146067","0","3","surprise3_loop_lookup","0.2","","1065"
"67191","0","vo_apg_0716","","5146067","","21","0","","","vo_apg"
"67192","0.5","30","","5146067","","122","","","","30"
"67193","0","0716_in","","5146067","","3","","0","","202"
"67194","","1","","5146067","","93","","","","1.2"
"67195","0","0716_mid","","5146067","","3","","0","","202"
"67196","","","","5146067","","92","","","",""
"67197","0","0716_out","","5146067","","3","","0","","202"
"67198","","","","5146067","","91","","","","0"
"67199","","","","5146067","","101","","","","67200"
"67200","","0.2","","5146067","","22","","","","0"
"68001","106","105811","-288","5146068","0","1","-385","1.8","idle_normal_eating_noface","1"
"68002","107","1058","-288","5146068","0","5","-385","1.8","idle_normal_eating_peko","6"
"68003","100","106011","-278","5146068","0","1","-225","1.8","idle_normal","1"
"68004","101","1060","-278","5146068","0","5","-225","1.8","idle_normal","4"
"68005","103","130911","-278","5146068","1","1","225","1.8","idle_normal_noface","1"
"68006","104","97","-278","5146068","1","5","225","1.8","idle_normal_kururu","1"
"68007","","206","","5146068","","13","","","","105811"
"68008","","200","","5146068","","13","","","","106011"
"68009","","203","","5146068","","13","","","","130911"
"68010","15","9","-174","5146068","0","5","0","0.85","idle","9"
"68011","210","20","71","5146068","0","5","-132","1","empty","20"
"68012","60","21","153","5146068","0","5","0","1","empty","21"
"68013","0","1","1","5146068","","31","0","1","","1"
"68014","","0","","5146068","","91","","","","0"
"68015","0","0","","5146068","","102","","","","0"
"68016","","0","","5146068","","93","","","","1"
"68017","0","kururu_guid_in","1","5146068","0","3","kururu_guid_talk","0.2","","130911"
"68018","0","kururu_guid_in","1","5146068","0","3","kururu_guid_talk","0.2","","97"
"68019","0","vo_apg_0801","","5146068","","21","0","","","vo_apg"
"68020","10","這邊的設施是咖啡杯♪\n只要轉動正中間的方向盤，\n咖啡杯就會轉呀轉轉起來……","1","5146068","0","11","1","0","0","130911"
"68021","","","","5146068","","91","","","","0"
"68022","1","kururu_guid_idle","","5146068","","3","","0.2","","130911"
"68023","1","kururu_guid_idle","","5146068","","3","","0.2","","97"
"68024","0","coffee_3_in","1","5146068","0","3","coffee_3_loop","0","","21"
"68025","0","se_10055900_photo","","5146068","","23","","","","se_10055900"
"68026","0","peko_notice_in","1","5146068","0","3","peko_notice_idle","0.2","","105811"
"68027","0","peko_notice_in","1","5146068","0","3","peko_notice_idle","0.2","","1058"
"68028","1","cool_talk_surprise_lookup","","5146068","","3","","0.2","","106011"
"68029","1","cool_talk_surprise_lookup","","5146068","","3","","0.2","","1060"
"68030","0","vo_apg_0802","","5146068","","21","0","","","vo_apg"
"68031","8","正中間根本沒有方向盤吧？","1","5146068","0","11","1","0","0","106011"
"68032","","","","5146068","","91","","","","0"
"68033","1","cool_idle_talkR","","5146068","","3","","0.2","","106011"
"68034","1","cool_idle_talkR","","5146068","","3","","0.2","","1060"
"68035","0","hawawa_lookup","1","5146068","0.2","3","anger_talk_surprise2_lookup","0.2","","130911"
"68036","1","hawawa","","5146068","","3","","0.2","","97"
"68037","0","vo_apg_0803","","5146068","","21","0","","","vo_apg"
"68038","8","咦！？怎麼會怎麼會……\n啊，真的真的沒有！？\n到底去哪了～！？","1","5146068","0","11","1","0","0","130911"
"68039","","","","5146068","","91","","","","0"
"68040","0","coffee_3_out","","5146068","","3","","0","","21"
"68041","1","anger_idle_sad","","5146068","","3","","0.2","","130911"
"68042","1","sad_idle_noface","","5146068","","3","","0.2","","105811"
"68043","1","sad_idle_peko_in","1","5146068","0","3","sad_idle_peko_loop","0.2","","1058"
"68044","0","vo_apg_0804","","5146068","","21","0","","","vo_apg"
"68045","10","…………","1","5146068","0","11","1","0","0","105811"
"68046","","","","5146068","","91","","","","0"
"68047","","1","","5146068","","4","","","","106011"
"68048","","1","","5146068","","4","","","","1060"
"68049","1","idle_normal_surprise","","5146068","","3","","0.2","","130911"
"68050","1","shock_loop_doteyes","","5146068","","3","","0.2","","106011"
"68051","1","shock_loop_doteyes","","5146068","","3","","0.2","","1060"
"68052","0","peko_bowbowbow_in","1","5146068","0","3","peko_bowbowbow_loop","0.2","","105811"
"68053","0","peko_bowbowbow_in","1","5146068","0","3","peko_bowbowbow_loop","0.2","","1058"
"68054","0","vo_apg_0805","","5146068","","21","0","","","vo_apg"
"68055","7","對不起～！！","1","5146068","0","11","1","0","0","105811"
"68056","","","","5146068","","91","","","","0"
"68057","1","anger_talk_shy","","5146068","","3","","0.2","","106011"
"68058","1","anger_talk_shy","","5146068","","3","","0.2","","1060"
"68059","0","vo_apg_0806","","5146068","","21","0","","","vo_apg"
"68060","9","妳吃掉了嗎！？\n妳在搞什麼啦～！？","1","5146068","0","11","1","0","0","106011"
"68061","","","","5146068","","91","","","","0"
"68062","1","anger_idle_shy","","5146068","","3","","0.2","","106011"
"68063","1","anger_idle_shy","","5146068","","3","","0.2","","1060"
"68064","0","tahaha_in","1","5146068","0","3","tahaha_talk","0.2","","105811"
"68065","0","tahaha_in","1","5146068","0","3","tahaha_talk","0.2","","1058"
"68066","0","vo_apg_0807","","5146068","","21","0","","","vo_apg"
"68067","7","我沒想到那是方向盤……\n以為是園方準備了\n做為點心的甜甜圈，\n就美味地享用了……","1","5146068","0","11","1","0","0","105811"
"68068","","","","5146068","","91","","","","0"
