2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5
"102","","1009807","","","","","","","1009807144",""
"22","","1009807","0","","","","","0.2","1009807145",""
"93","","1009807","0.2","","","","","","1009807146",""
"12","0","1009807","102011","1","0","0","0","4","1009807147","0"
"3","","1009807","102011","1","","","","lsv_talk_surprise","1009807148","0.2"
"93","","1009807","3","","","","","0","1009807149",""
"3","","1009807","102011","1","","","","lsv_idle_normal_joyR","1009807150","0.2"
"12","0","1009807","100411","1","0","0","0","6","1009807151","0"
"3","","1009807","100411","1","","","","lsv_talk_joy1_normal","1009807152","0.2"
"93","","1009807","3","","","","","0","1009807153",""
"3","","1009807","100411","1","","","","lsv_idle_normal_joy","1009807154","0.2"
"12","0","1009807","103611","1","0","0","0","10","1009807155","0"
"3","","1009807","103611","1","","","","lsv_talk_joy3_dere","1009807156","0.2"
"93","","1009807","3","","","","","0","1009807157",""
"3","","1009807","103611","1","","","","lsv_idle_wish","1009807158","0.2"
"101","","1009807","1009807147","","","","","","1009807159",""
"6","","1009807","333","1","0","0","1","1","1009807160","1"
"4","","1009807","102011","","","","","1","1009807161",""
"3","","1009807","102011","1","","","","lsv_run","1009807162","0.2"
"2","","1009807","102011","-235","","0","0.8","-750","1009807163",""
"4","","1009807","100411","","","","","0","1009807164",""
"3","","1009807","100411","1","","","","lsv_run","1009807165","0.2"
"2","","1009807","100411","-220","","0","0.8","750","1009807166",""
"4","","1009807","103611","","","","","0","1009807167",""
"3","","1009807","103611","1","","","","lsv_run","1009807168","0.2"
"2","","1009807","103611","-250","","0","0.8","850","1009807169",""
"93","","1009807","0.6","","","","","","1009807170",""
"6","","1009807","102011","1","0","0","1","1","1009807171","0.2"
"6","","1009807","100411","1","0","0","1","1","1009807172","0.2"
"6","","1009807","103611","1","0","0","1","1","1009807173","0.2"
"91","","1009807","0","","","","","","1009807174",""
"1","lsv_idle_normal","1009808","1","101","0","-220","-700","100411","1009808001","1.95"
"1","lsv_idle_normal","1009808","1","100","0","-235","-550","102011","1009808002","1.95"
"1","lsv_idle_normal","1009808","1","102","0","-250","-800","103611","1009808003","1.95"
"5","lsv_white_loop","1009808","1","0","0","0","0","333","1009808004","1"
"6","","1009808","333","1","0","0","1","1","1009808005","0"
"31","","1009808","3","-630","","1.3","110","13","1009808006","0"
"6","","1009808","100411","1","0","0","1","1","1009808007","0"
"6","","1009808","102011","1","0","0","1","1","1009808008","0"
"6","","1009808","103611","1","0","0","1","1","1009808009","0"
"93","","1009808","1","","","","","0","1009808010",""
"6","","1009808","333","1","0","0.4","1","1","1009808011","0.8"
"3","","1009808","100411","1","","","","lsv_walk_glad","1009808012","0.2"
"2","","1009808","100411","-220","","0","2","-100","1009808013",""
"6","","1009808","100411","1","0","1","1","1","1009808014","0.4"
"3","","1009808","102011","1","","","","lsv_walk_glad2","1009808015","0.2"
"2","","1009808","102011","-235","","0","2.2","100","1009808016",""
"6","","1009808","102011","1","0","1","1","1","1009808017","0.4"
"3","","1009808","103611","1","","","","lsv_walk_glad","1009808018","0.2"
"2","","1009808","103611","-250","","0","2","-270","1009808019",""
"6","","1009808","103611","1","0","1","1","1","1009808020","0.4"
"32","","1009808","13","","","","","1","1009808021",""
"33","","1009808","13","110","","0","2","-180","1009808022",""
"93","","1009808","2","","","","","","1009808023",""
"32","","1009808","13","","","","","0","1009808024",""
"3","","1009808","100411","1","","","","lsv_idle_normal","1009808025","0.2"
"3","","1009808","103611","1","","","","lsv_idle_normal","1009808026","0.2"
"93","","1009808","0.2","","","","","","1009808027",""
"4","","1009808","102011","","","","","1","1009808028",""
"3","","1009808","102011","1","","","","lsv_idle_normal","1009808029","0.2"
"93","","1009808","0.5","","","","","","1009808030",""
"12","","1009808","100411","0.5","0","","","10","1009808031","0"
"3","","1009808","100411","0","0.2","1","lsv_idle_normal","lsv_smile2","1009808032","0"
"12","","1009808","102011","0.5","0","","","10","1009808033","0"
"3","","1009808","102011","0","0.2","1","lsv_idle_normal","lsv_smile2","1009808034","0"
"12","","1009808","103611","0.5","0","","","10","1009808035","0"
"3","","1009808","103611","0","0.2","1","lsv_idle_normal","lsv_smile2","1009808036","0"
"93","","1009808","1.5","","","","","","1009808037",""
"4","","1009808","102011","","","","","0","1009808038",""
"3","","1009808","102011","1","","","","lsv_walk","1009808039","0.2"
"2","","1009808","102011","-235","","0","1","200","1009808040",""
"93","","1009808","1","","","","","","1009808041",""
"3","","1009808","102011","1","","","","lsv_idle_normal","1009808042","0.2"
"93","","1009808","0","","","","","","1009808043",""
"4","","1009808","102011","","","","","1","1009808044",""
"93","","1009808","0.6","","","","","","1009808045",""
"3","","1009808","100411","0","0.2","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","1009808046","0"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0821","1009808047",""
"11","0","1009808","100411","10","0","1","1","喵特\n好大隻好可愛喔──！","1009808048","0"
"91","","1009808","0","","","","","","1009808049",""
"3","","1009808","100411","1","","","","lsv_idle_arm_crossed_joy","1009808050","0.2"
"3","","1009808","102011","1","","","","lsv_talk_memory_dere2","1009808051","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0822","1009808052",""
"11","0","1009808","102011","10","0","1","1","嗯♪\n而且很溫柔……\n又鬆鬆軟軟的♪","1009808053","0"
"91","","1009808","0","","","","","","1009808054",""
"3","","1009808","102011","1","","","","lsv_idle_memory","1009808055","0.2"
"3","","1009808","103611","1","","","","lsv_talk_thinking_joyR","1009808056","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0823","1009808057",""
"11","0","1009808","103611","10","0","1","1","栞小姐也很溫柔，\n還知道了她願意幫忙我們……\n真是美好的一天。","1009808058","0"
"91","","1009808","0","","","","","","1009808059",""
"3","","1009808","103611","1","","","","lsv_idle_normal","1009808060","0.2"
"3","","1009808","102011","1","","","","lsv_idle_normal","1009808061","0.2"
"3","","1009808","100411","0","0.2","1","lsv_talk_cool_normal2_loop","lsv_talk_cool_normal2","1009808062","0"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0824","1009808063",""
"11","0","1009808","100411","10","0","1","1","就以這個步調，和小繆\n去各種地方，\n玩各種遊戲吧！","1009808064","0"
"91","","1009808","0","","","","","","1009808065",""
"3","","1009808","100411","1","","","","lsv_idle_cool_joy","1009808066","0.2"
"3","","1009808","103611","0","0.2","1","lsv_talk_doya_anger_loop","lsv_talk_doya","1009808067","0"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0825","1009808068",""
"11","0","1009808","103611","10","0","1","1","嗯！\n……啊，\n觀察也不能忘記喔？","1009808069","0"
"91","","1009808","0","","","","","","1009808070",""
"3","","1009808","103611","1","","","","lsv_idle_doya","1009808071","0.2"
"3","","1009808","100411","1","","","","lsv_talk_bitter","1009808072","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0826","1009808073",""
"11","0","1009808","100411","10","0","1","1","這、這是當然的啊～！\n啊哈哈哈哈～","1009808074","0"
"91","","1009808","0","","","","","","1009808075",""
"3","","1009808","100411","1","","","","lsv_idle_bitter","1009808076","0.2"
"3","","1009808","102011","1","","","","lsv_talk_surprise_talkjoy","1009808077","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0827","1009808078",""
"11","0","1009808","102011","10","0","1","1","欸欸，哥哥♪\n哥哥知道還有誰能和小繆\n成為好朋友嗎？","1009808079","0"
"91","","1009808","0","","","","","","1009808080",""
"3","","1009808","102011","1","","","","lsv_idle_surprise_joy","1009808081","0.2"
"3","","1009808","100411","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009808082","0"
"3","","1009808","102011","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009808083","0"
"3","","1009808","103611","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009808084","0"
"93","","1009808","0.1","","","","","0","1009808085",""
"2","","1009808","100411","-220","0.2","2","0.33","-420","1009808086",""
"2","","1009808","102011","-235","0.2","2","0.33","452","1009808087",""
"2","","1009808","103611","-250","0.2","2","0.33","-545","1009808088",""
"22","","1009808","0","1","","","","0","1009808089","0.2"
"103","","1009808","牧場的牛群。","0","","","","1009808093","1009808090",""
"103","","1009808","噗吉。","0","","","","1009808117","1009808091",""
"103","","1009808","拉格。","0","","","","1009808141","1009808092",""
"3","","1009808","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009808093","0"
"3","","1009808","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009808094","0"
"3","","1009808","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009808095","0"
"93","","1009808","0.1","","","","","0","1009808096",""
"2","","1009808","100411","-220","0.2","2","0.33","-100","1009808097",""
"2","","1009808","102011","-235","0.2","2","0.33","200","1009808098",""
"2","","1009808","103611","-250","0.2","2","0.33","-270","1009808099",""
"93","","1009808","0.7","","","","","0","1009808100",""
"3","","1009808","103611","1","","","","lsv_talk_thinking_joyR","1009808101","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0828","1009808102",""
"11","0","1009808","103611","10","0","1","1","原來如此……這提議不錯耶。\n牧場的牛牛\n應該都習慣與人相處了。","1009808103","0"
"91","","1009808","0","","","","","","1009808104",""
"3","","1009808","103611","1","","","","lsv_idle_thinking_joy1","1009808105","0.2"
"3","","1009808","102011","1","","","","lsv_talk_wish_joy","1009808106","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0829","1009808107",""
"11","0","1009808","102011","10","0","1","1","所以也一定會溫柔地\n對待小繆吧♪","1009808108","0"
"91","","1009808","0","","","","","","1009808109",""
"3","","1009808","102011","1","","","","lsv_idle_wish_joy","1009808110","0.2"
"3","","1009808","100411","1","","","","lsv_talk_normal","1009808111","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0830","1009808112",""
"11","0","1009808","100411","10","0","1","1","牧場的話，\n因為栞姐姐也在，\n所以可以放心呢！","1009808113","0"
"91","","1009808","0","","","","","","1009808114",""
"3","","1009808","100411","1","","","","lsv_idle_normal","1009808115","0.2"
"101","","1009808","1009808166","","","","","","1009808116",""
"3","","1009808","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009808117","0"
"3","","1009808","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009808118","0"
"3","","1009808","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009808119","0"
"93","","1009808","0.1","","","","","0","1009808120",""
"2","","1009808","100411","-220","0.2","2","0.33","-100","1009808121",""
"2","","1009808","102011","-235","0.2","2","0.33","200","1009808122",""
"2","","1009808","103611","-250","0.2","2","0.33","-270","1009808123",""
"93","","1009808","0.7","","","","","0","1009808124",""
"3","","1009808","102011","1","","","","lsv_talk_joy3_blink","1009808125","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0831","1009808126",""
"11","0","1009808","102011","10","0","1","1","是說綾音的朋友？\n如果是噗吉，\n一定能跟小繆成為好朋友的♪","1009808127","0"
"91","","1009808","0","","","","","","1009808128",""
"3","","1009808","102011","1","","","","lsv_idle_joy","1009808129","0.2"
"3","","1009808","103611","1","","","","lsv_talk_surprise","1009808130","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0832","1009808131",""
"11","0","1009808","103611","10","0","1","1","是綾音的話，就不必\n擔心了呢……因為她應該已經\n習慣與奇妙的孩子相處了。","1009808132","0"
"91","","1009808","0","","","","","","1009808133",""
"3","","1009808","103611","1","","","","lsv_idle_surprise","1009808134","0.2"
"3","","1009808","100411","1","","","","lsv_talk_thinking_talkR","1009808135","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0833","1009808136",""
"11","0","1009808","100411","10","0","1","1","仔細想想，\n噗吉本身就\n很不可思議呢……","1009808137","0"
"91","","1009808","0","","","","","","1009808138",""
"3","","1009808","100411","1","","","","lsv_idle_thinking_joy1","1009808139","0.2"
"101","","1009808","1009808166","","","","","","1009808140",""
"3","","1009808","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009808141","0"
"3","","1009808","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009808142","0"
"3","","1009808","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009808143","0"
"93","","1009808","0.1","","","","","0","1009808144",""
"2","","1009808","100411","-220","0.2","2","0.33","-100","1009808145",""
"2","","1009808","102011","-235","0.2","2","0.33","200","1009808146",""
"2","","1009808","103611","-250","0.2","2","0.33","-270","1009808147",""
"93","","1009808","0.7","","","","","0","1009808148",""
"3","","1009808","100411","1","","","","lsv_talk_surprise2","1009808149","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0834","1009808150",""
"11","0","1009808","100411","10","0","1","1","咦咦，龍！？\n那是說龍嗎？","1009808151","0"
"91","","1009808","0","","","","","","1009808152",""
"3","","1009808","100411","1","","","","lsv_idle_surprise","1009808153","0.2"
"3","","1009808","102011","1","","","","lsv_talk_normal_suprise1","1009808154","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0835","1009808155",""
"11","0","1009808","102011","10","0","1","1","有位和厲害的魔物先生\n關係很好的人對吧～","1009808156","0"
"91","","1009808","0","","","","","","1009808157",""
"3","","1009808","102011","1","","","","lsv_idle_normal","1009808158","0.2"
"3","","1009808","103611","1","","","","lsv_talk_sad","1009808159","0.2"
"21","","1009808","vo_lsv","0","","","0","vo_lsv_0836","1009808160",""
"11","0","1009808","103611","10","0","1","1","有、有種危險的氣息呢……\n那個人的話，\n那個……我們再考慮一下吧。","1009808161","0"
"91","","1009808","0","","","","","","1009808162",""
"3","","1009808","103611","1","","","","lsv_idle_sad","1009808163","0.2"
"3","","1009808","100411","1","","","","lsv_idle_surprise_talkR1","1009808164","0.2"
"101","","1009808","1009808166","","","","","","1009808165",""
"91","","1009808","0","","","","","","1009808166",""
"102","","1009808","","","","","","","1009808167",""
"22","","1009808","0","","","","","0.2","1009808168",""
"93","","1009808","0.2","","","","","","1009808169",""
"12","0","1009808","102011","1","0","0","0","7","1009808170","0"
"3","","1009808","102011","1","","","","lsv_talk_surprise_kira","1009808171","0.2"
"93","","1009808","3","","","","","0","1009808172",""
"3","","1009808","102011","1","","","","lsv_idle_surprise","1009808173","0.2"
"12","0","1009808","100411","1","0","0","0","5","1009808174","0"
"3","","1009808","100411","1","","","","lsv_talk_wish_surprise","1009808175","0.2"
"93","","1009808","3","","","","","0","1009808176",""
"3","","1009808","100411","1","","","","lsv_idle_wish","1009808177","0.2"
"12","0","1009808","103611","1","0","0","0","1","1009808178","0"
"3","","1009808","103611","1","","","","lsv_talk_normal_sad","1009808179","0.2"
"93","","1009808","3","","","","","0","1009808180",""
"3","","1009808","103611","1","","","","lsv_idle_normal","1009808181","0.2"
"101","","1009808","1009808170","","","","","","1009808182",""
"6","","1009808","333","1","0","0","1","1","1009808183","1"
"4","","1009808","100411","","","","","1","1009808184",""
"3","","1009808","100411","1","","","","lsv_run","1009808185","0.2"
"2","","1009808","100411","-220","","0","0.8","-750","1009808186",""
"4","","1009808","102011","","","","","0","1009808187",""
"3","","1009808","102011","1","","","","lsv_run","1009808188","0.2"
"2","","1009808","102011","-235","","0","0.8","750","1009808189",""
"4","","1009808","103611","","","","","1","1009808190",""
"3","","1009808","103611","1","","","","lsv_run","1009808191","0.2"
"2","","1009808","103611","-250","","0","0.8","-850","1009808192",""
"93","","1009808","0.6","","","","","","1009808193",""
"6","","1009808","100411","1","0","0","1","1","1009808194","0.2"
"6","","1009808","102011","1","0","0","1","1","1009808195","0.2"
"6","","1009808","103611","1","0","0","1","1","1009808196","0.2"
"91","","1009808","0","","","","","","1009808197",""
"1","lsv_idle_normal","1009809","1","102","0","-235","-750","103611","1009809001","1.95"
"1","lsv_idle_normal","1009809","1","100","1","-220","650","102011","1009809002","1.95"
"1","lsv_idle_normal","1009809","1","101","1","-250","750","100411","1009809003","1.95"
"5","lsv_white_loop","1009809","1","0","0","0","0","333","1009809004","1"
"6","","1009809","333","1","0","0","1","1","1009809005","0"
"6","","1009809","103611","1","0","0","1","1","1009809006","0"
"6","","1009809","102011","1","0","0","1","1","1009809007","0"
"6","","1009809","100411","1","0","0","1","1","1009809008","0"
"7","","1009809","103611","0","","","0","2","1009809009",""
"2","","1009809","103611","-235","","0","0.5","-750","1009809010",""
"31","","1009809","2","-140","","0.8","10","16","1009809011","0"
"34","","1009809","16","0","","","0","2","1009809012",""
"93","","1009809","1","","","","","0","1009809013",""
"6","","1009809","333","1","0","0.4","1","1","1009809014","0.8"
"3","","1009809","103611","0","0","1","lsv_see_sad","lsv_see_sad_pre","1009809015","0.2"
"2","","1009809","103611","-235","","0","1.1","-600","1009809016",""
"6","","1009809","103611","1","0","1","1","1","1009809017","0.4"
"93","","1009809","1","","","","","","1009809018",""
"32","","1009809","16","","","","","1","1009809019",""
"91","","1009809","0","","","","","","1009809020",""
"94","","1009809","103611","260","","80","0","240","1009809021",""
"32","","1009809","16","","","","","0","1009809022",""
"12","","1009809","103611","1","0","","","1","1009809023","0"
"7","","1009809","103611","2","","","0","0","1009809024",""
"3","","1009809","103611","1","","","","lsv_walk_sad","1009809025","0.2"
"2","","1009809","103611","-235","","0","2","-250","1009809026",""
"3","","1009809","102011","1","","","","lsv_walk","1009809027","0.2"
"2","","1009809","102011","-220","","0","2","100","1009809028",""
"6","","1009809","102011","1","0","1","1","1","1009809029","0.4"
"3","","1009809","100411","1","","","","lsv_walk_talkR","1009809030","0.2"
"2","","1009809","100411","-250","","0","2","270","1009809031",""
"6","","1009809","100411","1","0","1","1","1","1009809032","0.4"
"93","","1009809","2","","","","","","1009809033",""
"3","","1009809","103611","1","","","","lsv_idle_normal","1009809034","0.2"
"3","","1009809","102011","1","","","","lsv_idle_normal","1009809035","0.2"
"3","","1009809","100411","1","","","","lsv_idle_sad","1009809036","0.2"
"93","","1009809","0.5","","","","","","1009809037",""
"91","","1009809","0","","","","","","1009809038",""
"3","","1009809","100411","1","","","","lsv_talk_sad","1009809039","0.2"
"21","","1009809","vo_lsv","0","","","0","vo_lsv_0921","1009809040",""
"11","0","1009809","100411","10","0","1","1","今天……\n發生了好多事情喔。","1009809041","0"
"91","","1009809","0","","","","","","1009809042",""
"3","","1009809","100411","1","","","","lsv_idle_sad","1009809043","0.2"
"3","","1009809","102011","1","","","","lsv_talk_wish_nervous","1009809044","0.2"
"21","","1009809","vo_lsv","0","","","0","vo_lsv_0922","1009809045",""
"11","0","1009809","102011","10","0","1","1","嗯……\n不過，能救出小繆\n真是太好了。","1009809046","0"
"91","","1009809","0","","","","","","1009809047",""
"3","","1009809","102011","1","","","","lsv_idle_wish_nervous","1009809048","0.2"
"3","","1009809","100411","1","","","","lsv_talk_sad","1009809049","0.2"
"21","","1009809","vo_lsv","0","","","0","vo_lsv_0923","1009809050",""
"11","0","1009809","100411","10","0","1","1","……雖然牠有點\n變小了。","1009809051","0"
"91","","1009809","0","","","","","","1009809052",""
"3","","1009809","100411","1","","","","lsv_idle_sad","1009809053","0.2"
"3","","1009809","102011","1","","","","lsv_talk_sad","1009809054","0.2"
"21","","1009809","vo_lsv","0","","","0","vo_lsv_0924","1009809055",""
"11","0","1009809","102011","10","0","1","1","……嗯。","1009809056","0"
"91","","1009809","0","","","","","","1009809057",""
"3","","1009809","102011","1","","","","lsv_idle_normal","1009809058","0.2"
"3","","1009809","100411","1","","","","lsv_idle_normal_talkR","1009809059","0.2"
"3","","1009809","103611","1","","","","lsv_talk_thinking","1009809060","0.2"
"21","","1009809","vo_lsv","0","","","0","vo_lsv_0925","1009809061",""
"11","0","1009809","103611","10","0","1","1","……小繆\n到底是什麼生物，\n雖然之前一直想不出來……","1009809062","0"
"91","","1009809","0","","","","","","1009809063",""
"3","","1009809","103611","1","","","","lsv_idle_thinking","1009809064","0.2"
"3","","1009809","100411","1","","","","lsv_talk_normal_suprise1","1009809065","0.2"
"21","","1009809","vo_lsv","0","","","0","vo_lsv_0926","1009809066",""
"11","0","1009809","100411","10","0","1","1","這下終於知道了呢。\n不過有點……\n不對，是非常令人驚訝呢。","1009809067","0"
"91","","1009809","0","","","","","","1009809068",""
"3","","1009809","100411","1","","","","lsv_idle_normal_talkR","1009809069","0.2"
"3","","1009809","103611","1","","","","lsv_talk_thinking_anger","1009809070","0.2"
"21","","1009809","vo_lsv","0","","","0","vo_lsv_0927","1009809071",""
"11","0","1009809","103611","10","0","1","1","能喚來幸福的生物……\n那就是小繆。","1009809072","0"
"91","","1009809","0","","","","","","1009809073",""
"3","","1009809","103611","1","","","","lsv_idle_sad","1009809074","0.2"
"3","","1009809","102011","1","","","","lsv_talk_sad","1009809075","0.2"
"21","","1009809","vo_lsv","0","","","0","vo_lsv_0928","1009809076",""
"11","0","1009809","102011","10","0","1","1","美美我們……\n接下來該怎麼辦呢？","1009809077","0"
"91","","1009809","0","","","","","","1009809078",""
"3","","1009809","102011","1","","","","lsv_idle_normal","1009809079","0.2"
"3","","1009809","100411","1","","","","lsv_talk_anger_dead","1009809080","0.2"
"21","","1009809","vo_lsv","0","","","0","vo_lsv_0929","1009809081",""
"11","0","1009809","100411","10","0","1","1","……不知道耶。","1009809082","0"
"91","","1009809","0","","","","","","1009809083",""
"3","","1009809","100411","1","","","","lsv_idle_anger_sad","1009809084","0.2"
"3","","1009809","103611","1","","","","lsv_talk_normal_sad","1009809085","0.2"
"21","","1009809","vo_lsv","0","","","0","vo_lsv_0930","1009809086",""
"11","0","1009809","103611","10","0","1","1","畢竟突然發生了\n這麼多事嘛。\n……冷靜不下來也是當然的。","1009809087","0"
"91","","1009809","0","","","","","","1009809088",""
"21","","1009809","vo_lsv","0","","","0","vo_lsv_0931","1009809089",""
"11","0","1009809","103611","10","0","1","1","總之，今天先休息吧。\n之後的事情，\n明天再來考慮吧。","1009809090","0"
"91","","1009809","0","","","","","","1009809091",""
"3","","1009809","103611","1","","","","lsv_idle_normal","1009809092","0.2"
"3","","1009809","100411","0","0.2","1","lsv_idle_normal_sad","lsv_agree_sad","1009809093","0"
"3","","1009809","102011","0","0.2","1","lsv_idle_normal_sad","lsv_agree_sad","1009809094","0"
"21","","1009809","vo_lsv","0","","","0","vo_lsv_0932","1009809095",""
"11","0","1009809","100411","10","0","1","1","……嗯。","1009809096","0"
"11","0","1009809","102011","10","0","1","1","……嗯。","1009809097","0"
"91","","1009809","0","","","","","","1009809098",""
"22","","1009809","0","1","","","","0","1009809099","0.2"
"102","","1009809","","","","","","","1009809100",""
"93","","1009809","0.2","","","","","","1009809101",""
"12","0","1009809","103611","1","0","0","0","1","1009809102","0"
"3","","1009809","103611","1","","","","lsv_talk_normal_sad","1009809103","0.2"
"93","","1009809","3","","","","","0","1009809104",""
"3","","1009809","103611","1","","","","lsv_idle_normal","1009809105","0.2"
"12","0","1009809","102011","1","0","0","0","2","1009809106","0"
"3","","1009809","102011","1","","","","lsv_talk_bitter","1009809107","0.2"
"93","","1009809","3","","","","","0","1009809108",""
"3","","1009809","102011","1","","","","lsv_idle_sad_normal","1009809109","0.2"
"12","0","1009809","100411","1","0","0","0","4","1009809110","0"
"3","","1009809","100411","1","","","","lsv_idle_anger_sad","1009809111","0.2"
"93","","1009809","3","","","","","0","1009809112",""
"3","","1009809","100411","1","","","","lsv_idle_normal_sad","1009809113","0.2"
"101","","1009809","1009809102","","","","","","1009809114",""
"6","","1009809","333","1","0","0","1","1","1009809115","1"
"4","","1009809","103611","","","","","1","1009809116",""
"3","","1009809","103611","1","","","","lsv_run_sad","1009809117","0.2"
"2","","1009809","103611","-235","","0","0.8","-750","1009809118",""
"4","","1009809","102011","","","","","0","1009809119",""
"3","","1009809","102011","1","","","","lsv_run_sad","1009809120","0.2"
"2","","1009809","102011","-220","","0","0.8","750","1009809121",""
"4","","1009809","100411","","","","","0","1009809122",""
"3","","1009809","100411","1","","","","lsv_run_sad","1009809123","0.2"
"2","","1009809","100411","-250","","0","0.8","850","1009809124",""
"93","","1009809","0.6","","","","","","1009809125",""
"6","","1009809","103611","1","0","0","1","1","1009809126","0.2"
"6","","1009809","102011","1","0","0","1","1","1009809127","0.2"
"6","","1009809","100411","1","0","0","1","1","1009809128","0.2"
"91","","1009809","0","","","","","","1009809129",""
"1","lsv_idle_normal","1009810","1","102","0","-235","-650","100411","1009810001","1.95"
"1","lsv_idle_normal","1009810","1","100","1","-220","650","102011","1009810002","1.95"
"1","lsv_idle_normal","1009810","1","101","1","-250","750","103611","1009810003","1.95"
"5","lsv_white_loop","1009810","1","0","0","0","0","333","1009810004","1"
"6","","1009810","333","1","0","0","1","1","1009810005","0"
"6","","1009810","100411","1","0","0","1","1","1009810006","0"
"6","","1009810","102011","1","0","0","1","1","1009810007","0"
"6","","1009810","103611","1","0","0","1","1","1009810008","0"
"93","","1009810","1","","","","","0","1009810009",""
"6","","1009810","333","1","0","0.4","1","1","1009810010","0.8"
"3","","1009810","100411","1","","","","lsv_walk","1009810011","0.2"
"2","","1009810","100411","-235","","0","2","-200","1009810012",""
"6","","1009810","100411","1","0","1","1","1","1009810013","0.4"
"3","","1009810","102011","1","","","","lsv_walk","1009810014","0.2"
"2","","1009810","102011","-220","","0","2","100","1009810015",""
"6","","1009810","102011","1","0","1","1","1","1009810016","0.4"
"3","","1009810","103611","1","","","","lsv_walk","1009810017","0.2"
"2","","1009810","103611","-250","","0","2","270","1009810018",""
"6","","1009810","103611","1","0","1","1","1","1009810019","0.4"
"93","","1009810","2","","","","","0","1009810020",""
"3","","1009810","100411","1","","","","lsv_idle_normal","1009810021","0.2"
"3","","1009810","102011","1","","","","lsv_idle_normal","1009810022","0.2"
"3","","1009810","103611","1","","","","lsv_idle_normal","1009810023","0.2"
"93","","1009810","0.6","","","","","0","1009810024",""
"3","","1009810","103611","0","0.2","1","lsv_talk_guts2_anger_loop","lsv_talk_guts2_anger","1009810025","0"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1021","1009810026",""
"11","0","1009810","103611","10","0","1","1","……都到這一步了，\n我們就負起責任到最後，\n讓牠好好地回去吧。","1009810027","0"
"91","","1009810","0","","","","","","1009810028",""
"3","","1009810","103611","1","","","","lsv_idle_guts2_anger","1009810029","0.2"
"3","","1009810","102011","1","","","","lsv_talk_joy3_dere","1009810030","0.2"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1022","1009810031",""
"11","0","1009810","102011","10","0","1","1","……說得沒錯。\n這是大家一起決定的嘛。","1009810032","0"
"91","","1009810","0","","","","","","1009810033",""
"3","","1009810","102011","1","","","","lsv_idle_sad_joynormal","1009810034","0.2"
"3","","1009810","100411","1","","","","lsv_talk_thinking","1009810035","0.2"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1023","1009810036",""
"11","0","1009810","100411","10","0","1","1","不過……\n在那之前還有事情要做喔。","1009810037","0"
"91","","1009810","0","","","","","","1009810038",""
"3","","1009810","100411","1","","","","lsv_idle_normal","1009810039","0.2"
