b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8
"","1.86","","30082","1300820015","93","","","","0",""
"","se_travel_top","0","30082","1300820016","23","","","","se_travel_top_geyser_splash_rare",""
"","1.14","","30082","1300820017","93","","","","0",""
"","","","30082","1300820018","111","","","","",""
"","0","","30082","1300820019","91","","","","",""
"-50","1","50","30091","1300910001","1","0.8","-70","travel_topdrama_r_3007_idle_A","1000001","0"
"-50","1","51","30091","1300910002","1","0.8","85","travel_topdrama_r_3007_idle_B","1000002","1"
"-75","1","52","30091","1300910003","1","0.8","-135","travel_topdrama_r_3007_idle_C","1000003","0"
"-75","1","53","30091","1300910004","1","0.8","140","travel_topdrama_r_3007_idle_D","1000004","1"
"-50","15","60","30091","1300910005","5","1","0","travel_topdrama_r_3007_idleF","300915","0"
"-50","15","54","30091","1300910006","5","1","0","travel_topdrama_r_3007_idleB","300916","0"
"1","300900","3","30091","1300910007","31","1","-57","","300900",""
"-87","0","110","30091","1300910008","5","1","0","normal","0","0"
"","1000001","1","30091","1300910009","3","0.2","","","travel_topdrama_r_3007_idle_A",""
"","1000002","1","30091","1300910010","3","0.2","","","travel_topdrama_r_3007_idle_B",""
"","1000003","1","30091","1300910011","3","0.2","","","travel_topdrama_r_3007_idle_C",""
"","1000004","1","30091","1300910012","3","0.2","","","travel_topdrama_r_3007_idle_D",""
"","0","","30091","1300910013","91","","","","0",""
"","300915","0","30091","1300910014","3","0.2","","","travel_topdrama_r_3007_idleF",""
"","0","","30091","1300910015","91","","","","0",""
"","1300910013","","30091","1300910016","101","","","","",""
"","0","0","30091","1300910017","3","","","","none",""
"","0","","30091","1300910018","91","","","","",""
"1","300901","3","30092","1300920001","31","0","-50","","300901",""
"","0","","30092","1300920002","91","","d","","",""
"","se_travel_top","0","30092","1300920003","23","","","","se_travel_top_geyser_rumble",""
"","300915","0","30092","1300920004","3","0","","","travel_topdrama_r_3007_geyserF",""
"","300916","0","30092","1300920005","3","0","","","travel_topdrama_r_3007_geyserB",""
"","0.33","","30092","1300920006","93","","","","0",""
"","1000001","0","30092","1300920007","3","0.2","","","travel_topdrama_r_3007_geyser_A",""
"","1000002","0","30092","1300920008","3","0.2","","","travel_topdrama_r_3007_geyser_B",""
"","1000003","0","30092","1300920009","3","0.2","","","travel_topdrama_r_3007_geyser_C",""
"","1000004","0","30092","1300920010","3","0.2","","","travel_topdrama_r_3007_geyser_D",""
"","2.66","","30092","1300920011","93","","","","0",""
"","300900","","30092","1300920012","32","","","","0",""
"","300901","","30092","1300920013","32","","","","1",""
"","se_travel_top","0","30092","1300920014","23","","","","se_travel_top_geyser_splash",""
"","1.86","","30092","1300920015","93","","","","0",""
"","se_travel_top","0","30092","1300920016","23","","","","se_travel_top_geyser_splash_rare",""
"","1.14","","30092","1300920017","93","","","","0",""
"","","","30092","1300920018","111","","","","",""
"","0","","30092","1300920019","91","","","","",""
"-55","1","50","40011","1400110001","1","0.8","25","travel_topdrama_r_4001_idle_A","1000001","0"
"-65","1","51","40011","1400110002","1","0.8","-25","travel_topdrama_r_4001_idle_B","1000002","0"
"-75","0","55","40011","1400110003","5","1","0","normal","0","0"
"","0","","40011","1400110004","91","","","","0",""
"","1000001","1","40011","1400110005","3","0.2","","","travel_topdrama_r_4001_idle_A","0"
"","1000002","1","40011","1400110006","3","0.2","","","travel_topdrama_r_4001_idle_B","0"
"","0","","40011","1400110007","91","","","","0",""
"","1400110005","","40011","1400110008","101","","","","",""
"","0","","40011","1400110009","91","","","","0",""
"-75","1","49","40012","1400120001","1","1.46","-390","travel_topdrama_r_4000_idle","1000001","0"
"-100","1","50","40012","1400120002","1","1.46","-510","travel_topdrama_r_4000_idle","1000002","0"
"-150","6","55","40012","1400120003","5","0.6","0","disappear","6","1"
"1","400100","0","40012","1400120004","31","1","0","","400100",""
"1","400101","0","40012","1400120005","31","1","0","","400101",""
"1","400102","0","40012","1400120006","31","0","0","","400102",""
"1","400103","0","40012","1400120007","31","0","0","","400103",""
"1","400104","140","40012","1400120008","31","0","190","","400104",""
"1","400105","0","40012","1400120009","31","0","0","","400105",""
"1","400001","0","40012","1400120010","31","0","0","","400001",""
"","0","","40012","1400120011","91","","","","0",""
"","400001","","40012","1400120012","32","","","","1",""
"","se_travel_top","0","40012","1400120013","23","","","","se_travel_top_yamagami_foot",""
"","1000001","1","40012","1400120014","3","0.2","","","travel_topdrama_r_4001_A_01",""
"","1000001","-75","40012","1400120015","2","","2.3","","60",""
"","1000002","1","40012","1400120016","3","0.2","","","travel_topdrama_r_4001_B_01",""
"","1000002","-100","40012","1400120017","2","","2.3","","-60",""
"","2","","40012","1400120018","93","","","","0",""
"","se_travel_top","0","40012","1400120019","23","","","","se_travel_top_yamagami_rumble",""
"","5","1.3","40012","1400120020","122","","","","5",""
"","0.3","","40012","1400120021","93","","","","0",""
"","7.5","2.5","40012","1400120022","122","","","","7.5",""
"","se_travel_top","0","40012","1400120023","23","","","","se_travel_top_yamagami_emote_common",""
"","1000001","0","40012","1400120024","3","0.2","","","travel_topdrama_r_4001_A_02",""
"0","1000001","0.3","40012","1400120025","12","","0","","3",""
"","0.1","","40012","1400120026","93","","","","0",""
"","1000002","0","40012","1400120027","3","0.2","","","travel_topdrama_r_4001_B_02",""
"0","1000002","0.2","40012","1400120028","12","","0","","3",""
"","0.6","","40012","1400120029","93","","","","0",""
"","10","4","40012","1400120030","122","","","","10",""
"","6","0","40012","1400120031","3","0","disappear","","run",""
"","400102","","40012","1400120032","32","","","","1",""
"","400103","","40012","1400120033","32","","","","1",""
"","0.5","","40012","1400120034","93","","","","0",""
"","se_travel_top","0","40012","1400120035","23","","","","se_travel_top_yamagami_passaway",""
"","0.2","","40012","1400120036","93","","","","0",""
"","se_travel_top","0","40012","1400120037","23","","","","se_travel_top_yamagami_pass_wind",""
"","0.2","","40012","1400120038","93","","","","0",""
"","se_travel_top","0","40012","1400120039","23","","","","se_travel_top_yamagami_rumble2",""
"","se_travel_top","0","40012","1400120040","23","","","","se_travel_top_yamagami_rolling",""
"","400104","","40012","1400120041","32","","","","1",""
"","1000002","0","40012","1400120042","3","0.2","","","travel_topdrama_r_4001_B_03",""
"","0.1","","40012","1400120043","93","","","","0",""
"","1000001","0","40012","1400120044","3","0.2","","","travel_topdrama_r_4001_A_03",""
"","1.75","","40012","1400120045","93","","","","0",""
"","400105","","40012","1400120046","32","","","","1",""
"","0.2","","40012","1400120047","93","","","","0",""
"","se_travel_top","0","40012","1400120048","23","","","","se_travel_top_yamagami_drop_box",""
"","1.55","","40012","1400120049","93","","","","0",""
"","","","40012","1400120050","111","","","","",""
"","0","","40012","1400120051","91","","","","",""
"-55","1","50","40021","1400210001","1","0.8","25","travel_topdrama_r_4001_idle_A","1000001","0"
"-65","1","51","40021","1400210002","1","0.8","-25","travel_topdrama_r_4001_idle_B","1000002","0"
"-75","0","55","40021","1400210003","5","1","0","normal","0","0"
"","0","","40021","1400210004","91","","","","0",""
"","1000001","1","40021","1400210005","3","0.2","","","travel_topdrama_r_4001_idle_A","0"
"","1000002","1","40021","1400210006","3","0.2","","","travel_topdrama_r_4001_idle_B","0"
"","0","","40021","1400210007","91","","","","0",""
"","1400210005","","40021","1400210008","101","","","","",""
"","0","","40021","1400210009","91","","","","0",""
"-75","1","49","40022","1400220001","1","1.46","-390","travel_topdrama_r_4000_idle","1000001","0"
"-100","1","50","40022","1400220002","1","1.46","-510","travel_topdrama_r_4000_idle","1000002","0"
"-150","6","55","40022","1400220003","5","0.6","0","disappear","6","1"
"1","400200","0","40022","1400220004","31","1","0","","400200",""
"1","400201","0","40022","1400220005","31","1","0","","400201",""
"1","400202","0","40022","1400220006","31","0","0","","400202",""
"1","400203","0","40022","1400220007","31","0","0","","400203",""
"1","400204","140","40022","1400220008","31","0","190","","400204",""
"1","400205","0","40022","1400220009","31","0","0","","400205",""
"1","400002","0","40022","1400220010","31","0","0","","400002",""
"","0","","40022","1400220011","91","","","","0",""
"","400002","","40022","1400220012","32","","","","1",""
"","se_travel_top","0","40022","1400220013","23","","","","se_travel_top_yamagami_foot",""
"","1000001","1","40022","1400220014","3","0.2","","","travel_topdrama_r_4001_A_01",""
"","1000001","-75","40022","1400220015","2","","2.3","","60",""
"","1000002","1","40022","1400220016","3","0.2","","","travel_topdrama_r_4001_B_01",""
"","1000002","-100","40022","1400220017","2","","2.3","","-60",""
"","2","","40022","1400220018","93","","","","0",""
"","se_travel_top","0","40022","1400220019","23","","","","se_travel_top_yamagami_rumble",""
"","5","1.3","40022","1400220020","122","","","","5",""
"","0.3","","40022","1400220021","93","","","","0",""
"","7.5","2.5","40022","1400220022","122","","","","7.5",""
"","se_travel_top","0","40022","1400220023","23","","","","se_travel_top_yamagami_emote_common",""
"","1000001","0","40022","1400220024","3","0.2","","","travel_topdrama_r_4001_A_02",""
"0","1000001","0.3","40022","1400220025","12","","0","","3",""
"","0.1","","40022","1400220026","93","","","","0",""
"","1000002","0","40022","1400220027","3","0.2","","","travel_topdrama_r_4001_B_02",""
"0","1000002","0.2","40022","1400220028","12","","0","","3",""
"","0.6","","40022","1400220029","93","","","","0",""
"","10","4","40022","1400220030","122","","","","10",""
"","6","0","40022","1400220031","3","0","disappear","","run",""
"","400202","","40022","1400220032","32","","","","1",""
"","400203","","40022","1400220033","32","","","","1",""
"","0.5","","40022","1400220034","93","","","","0",""
"","se_travel_top","0","40022","1400220035","23","","","","se_travel_top_yamagami_passaway",""
"","0.2","","40022","1400220036","93","","","","0",""
"","se_travel_top","0","40022","1400220037","23","","","","se_travel_top_yamagami_pass_wind",""
"","0.2","","40022","1400220038","93","","","","0",""
"","se_travel_top","0","40022","1400220039","23","","","","se_travel_top_yamagami_rumble2",""
"","se_travel_top","0","40022","1400220040","23","","","","se_travel_top_yamagami_rolling",""
"","400204","","40022","1400220041","32","","","","1",""
"","1000002","0","40022","1400220042","3","0.2","","","travel_topdrama_r_4001_B_03",""
"","0.1","","40022","1400220043","93","","","","0",""
"","1000001","0","40022","1400220044","3","0.2","","","travel_topdrama_r_4001_A_03",""
"","1.75","","40022","1400220045","93","","","","0",""
"","400205","","40022","1400220046","32","","","","1",""
"","0.2","","40022","1400220047","93","","","","0",""
"","se_travel_top","0","40022","1400220048","23","","","","se_travel_top_yamagami_drop_box",""
"","se_travel_top","0","40022","1400220049","23","","","","se_travel_top_yamagami_drop_silverbox",""
"","1.55","","40022","1400220050","93","","","","0",""
"","","","40022","1400220051","111","","","","",""
"","0","","40022","1400220052","91","","","","",""
"-23","5","50","40051","1400510001","5","0.3","0","idle","5","0"
"-43","0","55","40051","1400510002","5","1","0","normal","0","0"
"","0","","40051","1400510003","91","","","","0",""
"","5","1","40051","1400510004","3","0","","","idle","0"
"","0","","40051","1400510005","91","","","","0",""
"","1400510004","","40051","1400510006","101","","","","",""
"","0","","40051","1400510007","91","","","","0",""
"-110","1","50","40052","1400520001","1","1.46","-640","travel_topdrama_r_4000_idle","1000001","0"
"-110","5","50","40052","1400520002","5","0.4","210","disappear","5","0"
"1","400500","0","40052","1400520003","31","1","0","","400500",""
"1","400501","0","40052","1400520004","31","0","-100","","400501",""
"1","400502","0","40052","1400520005","31","0","-100","","400502",""
"1","400503","0","40052","1400520006","31","0","0","","400503",""
"1","400504","0","40052","1400520007","31","0","0","","400504",""
"1","400505","0","40052","1400520008","31","0","0","","400505",""
"1","400506","0","40052","1400520009","31","0","0","","400506",""
"1","400507","0","40052","1400520010","31","0","0","","400507",""
"1","400508","0","40052","1400520011","31","0","0","","400508",""
"1","400509","0","40052","1400520012","31","0","0","","400509",""
"1","400510","400","40052","1400520013","31","1","-70","","400510",""
"1","400005","0","40052","1400520014","31","0","0","","400005",""
"","0","","40052","1400520015","91","","","","0",""
"","400005","","40052","1400520016","32","","","","1",""
"","se_travel_top","0","40052","1400520017","23","","","","se_travel_top_pitfall_foot1",""
"","1000001","1","40052","1400520018","3","0.2","","","travel_topdrama_r_4000_run_normal",""
"","1000001","-110","40052","1400520019","2","","1","","-300",""
"","1","","40052","1400520020","93","","","","0",""
"","se_travel_top","0","40052","1400520021","23","","","","se_travel_top_pitfall_emote_note",""
"1","1000001","0","40052","1400520022","3","0.2","travel_topdrama_r_4000_idle_surprise1","","travel_topdrama_r_4000_surprise","0.2"
"0","1000001","0.3","40052","1400520023","12","","0","","10",""
"","1.2","","40052","1400520024","93","","","","0",""
"","se_travel_top","0","40052","1400520025","23","","","","se_travel_top_pitfall_foot2",""
"","1000001","1","40052","1400520026","3","0.2","","","travel_topdrama_r_4000_run_joy",""
"","1000001","-110","40052","1400520027","2","","0.8","","0",""
"","0.8","","40052","1400520028","93","","","","0",""
"","se_travel_top","0","40052","1400520029","23","","","","se_travel_top_pitfall_open_hole",""
"","400501","","40052","1400520030","32","","","","1",""
"","400502","","40052","1400520031","32","","","","1",""
"","1000001","1","40052","1400520032","3","0","","","travel_topdrama_r_4005_fall1",""
"","0.3","","40052","1400520033","93","","","","0",""
"","se_travel_top","0","40052","1400520034","23","","","","se_travel_top_pitfall_panic",""
"","400505","","40052","1400520035","32","","","","1",""
"","1","","40052","1400520036","93","","","","0",""
"","se_travel_top","0","40052","1400520037","23","","","","se_travel_top_pitfall_fall",""
"","1000001","0","40052","1400520038","3","0","","","travel_topdrama_r_4005_fall2",""
"","400506","","40052","1400520039","32","","","","1",""
"","400507","","40052","1400520040","32","","","","1",""
"","0.3","","40052","1400520041","93","","","","0",""
"","se_travel_top","0","40052","1400520042","23","","","","se_travel_top_pitfall_drillmall1",""
"","5","0","40052","1400520043","3","0","","","appear",""
"","0.3","","40052","1400520044","93","","","","0",""
"","se_travel_top","0","40052","1400520045","23","","","","se_travel_top_pitfall_drillmall2",""
"","0.7","","40052","1400520046","93","","","","0",""
"","se_travel_top","0","40052","1400520047","23","","","","se_travel_top_pitfall_wipe",""
"","400503","","40052","1400520048","32","","","","1",""
"","0.2","","40052","1400520049","93","","","","0",""
"","1000001","1","40052","1400520050","3","0","","","travel_topdrama_r_4005_fall3",""
"","1000001","-60","40052","1400520051","2","","0.01","","-200",""
"","5","0","40052","1400520052","3","0","","","disappear",""
"","400510","-10","40052","1400520053","33","","0.01","","200",""
"","400501","","40052","1400520054","32","","","","0",""
"","400502","","40052","1400520055","32","","","","0",""
"","400504","","40052","1400520056","32","","","","1",""
"","400507","","40052","1400520057","32","","","","0",""
"","0.2","","40052","1400520058","93","","","","0",""
"","400508","","40052","1400520059","32","","","","1",""
"","400509","","40052","1400520060","32","","","","1",""
"","1000001","0","40052","1400520061","3","0.2","","","travel_topdrama_r_4005_fall4",""
"","0.1","","40052","1400520062","93","","","","0",""
"","se_travel_top","0","40052","1400520063","23","","","","se_travel_top_pitfall_bodyfall",""
"","0.9","","40052","1400520064","93","","","","0",""
"","se_travel_top","0","40052","1400520065","23","","","","se_travel_top_pitfall_lookig_around",""
"","1.3","","40052","1400520066","93","","","","0",""
"","se_travel_top","0","40052","1400520067","23","","","","se_travel_top_pitfall_emote_notice",""
"0","1000001","0.01","40052","1400520068","12","20","0","","4",""
"","1400520061","","40052","1400520069","91","","","","",""
"","se_travel_top","0","40052","1400520070","23","","","","se_travel_top_pitfall_emote_joy",""
"","1000001","0","40052","1400520071","3","0.2","","","travel_topdrama_r_4005_guts",""
"","1","","40052","1400520072","93","","","","0",""
"","","","40052","1400520073","111","","","","",""
"","0","","40052","1400520074","91","","","","",""
"-23","5","50","40061","1400610001","5","0.3","0","idle","5","0"
"-43","0","55","40061","1400610002","5","1","0","normal","0","0"
"","0","","40061","1400610003","91","","","","0",""
"","5","1","40061","1400610004","3","0","","","idle","0"
"","0","","40061","1400610005","91","","","","0",""
"","1400610004","","40061","1400610006","101","","","","",""
"","0","","40061","1400610007","91","","","","0",""
"-110","1","50","40062","1400620001","1","1.46","-640","travel_topdrama_r_4000_idle","1000001","0"
"-110","5","50","40062","1400620002","5","0.4","210","disappear","5","0"
"1","400600","0","40062","1400620003","31","1","0","","400600",""
"1","400601","0","40062","1400620004","31","0","-100","","400601",""
"1","400602","0","40062","1400620005","31","0","-100","","400602",""
"1","400603","0","40062","1400620006","31","0","0","","400603",""
"1","400604","0","40062","1400620007","31","0","0","","400604",""
"1","400605","0","40062","1400620008","31","0","0","","400605",""
"1","400606","0","40062","1400620009","31","0","0","","400606",""
"1","400607","0","40062","1400620010","31","0","0","","400607",""
"1","400608","0","40062","1400620011","31","0","0","","400608",""
"1","400609","0","40062","1400620012","31","0","0","","400609",""
"1","400610","400","40062","1400620013","31","1","-70","","400610",""
"1","400611","200","40062","1400620014","31","0","-10","","400611",""
"1","400006","0","40062","1400620015","31","0","0","","400006",""
"","0","","40062","1400620016","91","","","","0",""
"","400006","","40062","1400620017","32","","","","1",""
"","se_travel_top","0","40062","1400620018","23","","","","se_travel_top_pitfall_foot1",""
"","1000001","1","40062","1400620019","3","0.2","","","travel_topdrama_r_4000_run_normal",""
"","1000001","-110","40062","1400620020","2","","1","","-300",""
"","1","","40062","1400620021","93","","","","0",""
"","se_travel_top","0","40062","1400620022","23","","","","se_travel_top_pitfall_emote_note",""
"1","1000001","0","40062","1400620023","3","0.2","travel_topdrama_r_4000_idle_surprise1","","travel_topdrama_r_4000_surprise","0.2"
"0","1000001","0.3","40062","1400620024","12","","0","","10",""
"","1.2","","40062","1400620025","93","","","","0",""
"","se_travel_top","0","40062","1400620026","23","","","","se_travel_top_pitfall_foot2",""
"","1000001","1","40062","1400620027","3","0.2","","","travel_topdrama_r_4000_run_joy",""
"","1000001","-110","40062","1400620028","2","","0.8","","0",""
"","0.8","","40062","1400620029","93","","","","0",""
"","se_travel_top","0","40062","1400620030","23","","","","se_travel_top_pitfall_open_hole",""
"","400601","","40062","1400620031","32","","","","1",""
"","400602","","40062","1400620032","32","","","","1",""
"","1000001","1","40062","1400620033","3","0","","","travel_topdrama_r_4005_fall1",""
"","0.3","","40062","1400620034","93","","","","0",""
"","se_travel_top","0","40062","1400620035","23","","","","se_travel_top_pitfall_panic",""
"","400605","","40062","1400620036","32","","","","1",""
"","1","","40062","1400620037","93","","","","0",""
"","se_travel_top","0","40062","1400620038","23","","","","se_travel_top_pitfall_fall",""
"","1000001","0","40062","1400620039","3","0","","","travel_topdrama_r_4005_fall2",""
"","400606","","40062","1400620040","32","","","","1",""
"","400607","","40062","1400620041","32","","","","1",""
"","0.3","","40062","1400620042","93","","","","0",""
"","se_travel_top","0","40062","1400620043","23","","","","se_travel_top_pitfall_drillmall1",""
"","5","0","40062","1400620044","3","0","","","appear",""
"","0.3","","40062","1400620045","93","","","","0",""
"","se_travel_top","0","40062","1400620046","23","","","","se_travel_top_pitfall_drillmall2",""
"","0.7","","40062","1400620047","93","","","","0",""
"","se_travel_top","0","40062","1400620048","23","","","","se_travel_top_pitfall_wipe",""
"","400603","","40062","1400620049","32","","","","1",""
"","0.2","","40062","1400620050","93","","","","0",""
"","1000001","1","40062","1400620051","3","0","","","travel_topdrama_r_4005_fall3",""
"","1000001","-60","40062","1400620052","2","","0.01","","-200",""
"","5","0","40062","1400620053","3","0","","","disappear",""
"","400610","","40062","1400620054","32","","","","0",""
"","400611","","40062","1400620055","32","","","","1",""
"","400601","","40062","1400620056","32","","","","0",""
"","400602","","40062","1400620057","32","","","","0",""
"","400604","","40062","1400620058","32","","","","1",""
"","400607","","40062","1400620059","32","","","","0",""
"","0.2","","40062","1400620060","93","","","","0",""
"","400608","","40062","1400620061","32","","","","1",""
"","400609","","40062","1400620062","32","","","","1",""
"","1000001","0","40062","1400620063","3","0.2","","","travel_topdrama_r_4005_fall4",""
"","0.1","","40062","1400620064","93","","","","0",""
"","se_travel_top","0","40062","1400620065","23","","","","se_travel_top_pitfall_bodyfall",""
"","0.9","","40062","1400620066","93","","","","0",""
"","se_travel_top","0","40062","1400620067","23","","","","se_travel_top_pitfall_lookig_around",""
"","1.3","","40062","1400620068","93","","","","0",""
"","se_travel_top","0","40062","1400620069","23","","","","se_travel_top_pitfall_emote_notice",""
"0","1000001","0.01","40062","1400620070","12","20","0","","4",""
"","1400620063","","40062","1400620071","91","","","","",""
"","se_travel_top","0","40062","1400620072","23","","","","se_travel_top_pitfall_emote_joy",""
"","1000001","0","40062","1400620073","3","0.2","","","travel_topdrama_r_4005_guts",""
"","1","","40062","1400620074","93","","","","0",""
"","","","40062","1400620075","111","","","","",""
"","0","","40062","1400620076","91","","","","",""
"-113","9","50","40071","1400710001","5","0.3","0","idle","9","1"
"-83","0","55","40071","1400710002","5","1","0","rare","0","0"
"","0","","40071","1400710003","91","","","","0",""
"","9","1","40071","1400710004","3","0","","","idle",""
"","0","","40071","1400710005","91","","","","0",""
"","1400710004","","40071","1400710006","101","","","","",""
"","0","","40071","1400710007","91","","","","0",""
"-150","1","51","40072","1400720001","1","1.46","-400","travel_topdrama_r_4000_idle_normal","1000001","0"
"-250","9","50","40072","1400720002","5","1","0","disappear","9","1"
"-250","16","53","40072","1400720003","5","1","0","disappear","16","1"
"1","400700","0","40072","1400720004","31","1","0","","400700",""
"1","400701","0","40072","1400720005","31","1","0","","400701",""
"1","400702","0","40072","1400720006","31","0","0","","400702",""
"1","400703","0","40072","1400720007","31","0","0","","400703",""
"1","400704","0","40072","1400720008","31","0","0","","400704",""
"1","400705","0","40072","1400720009","31","0","0","","400705",""
"1","400720","0","40072","1400720010","31","1","0","","400720",""
"1","400721","0","40072","1400720011","31","0","0","","400721",""
"1","400722","0","40072","1400720012","31","0","0","","400722",""
"1","400723","0","40072","1400720013","31","0","0","","400723",""
"1","400724","0","40072","1400720014","31","0","0","","400724",""
"1","400730","0","40072","1400720015","31","0","0","","400730",""
"1","400740","0","40072","1400720016","31","0","0","","400740",""
"1","400741","0","40072","1400720017","31","0","0","","400741",""
"1","400742","0","40072","1400720018","31","0","0","","400742",""
"1","400743","0","40072","1400720019","31","0","0","","400743",""
"1","400744","0","40072","1400720020","31","0","0","","400744",""
"1","400750","0","40072","1400720021","31","0","0","","400750",""
"1","400751","0","40072","1400720022","31","0","0","","400751",""
"1","400752","0","40072","1400720023","31","0","0","","400752",""
"1","400753","0","40072","1400720024","31","0","0","","400753",""
"1","400754","0","40072","1400720025","31","0","0","","400754",""
"1","400780","0","40072","1400720026","31","0","0","","400780",""
"1","400781","0","40072","1400720027","31","0","0","","400781",""
"1","400790","0","40072","1400720028","31","0","0","","400790",""
"1","400007","0","40072","1400720029","31","0","0","","400007",""
"","0","","40072","1400720030","91","","","","0",""
"","0","","40072","1400720031","93","","","","0",""
"","400007","","40072","1400720032","32","","","","1",""
"","se_travel_top","0","40072","1400720033","23","","","","se_travel_top_ziz_foot",""
"","1000001","0","40072","1400720034","3","0.2","","","travel_topdrama_r_4007_walk_to_surprise",""
"","1000001","-150","40072","1400720035","2","","1.8","","-100",""
"","1","","40072","1400720036","93","","","","0",""
"","se_travel_top","0","40072","1400720037","23","","","","se_travel_top_ziz_approach",""
"","0.6","","40072","1400720038","93","","","","0",""
"","se_travel_top","0","40072","1400720039","23","","","","se_travel_top_ziz_emote_notice",""
"0","1000001","0.5","40072","1400720040","12","","0","","4",""
"","1.2","","40072","1400720041","93","","","","0",""
"","3","1","40072","1400720042","122","","","","3",""
"","0.3","","40072","1400720043","93","","","","0",""
"","se_travel_top","0","40072","1400720044","23","","","","se_travel_top_ziz_surprise",""
"","400722","","40072","1400720045","32","","","","1",""
"","0.2","","40072","1400720046","93","","","","0",""
"","5","1","40072","1400720047","122","","","","5",""
"","0.5","","40072","1400720048","93","","","","0",""
"","se_travel_top","0","40072","1400720049","23","","","","se_travel_top_ziz_whoosh",""
"","10","1","40072","1400720050","122","","","","10",""
"","0.25","","40072","1400720051","93","","","","0",""
"","400723","","40072","1400720052","32","","","","1",""
"","0.05","","40072","1400720053","93","","","","0",""
"","400700","","40072","1400720054","32","","","","0",""
"","400701","","40072","1400720055","32","","","","0",""
"","se_travel_top","0","40072","1400720056","23","","","","se_travel_top_ziz_hit",""
"","400721","","40072","1400720057","32","","","","1",""
"","0.1","","40072","1400720058","93","","","","0",""
"","400702","","40072","1400720059","32","","","","1",""
"","se_travel_top","1","40072","1400720060","23","","","","se_travel_top_ziz_wing",""
"","1000001","1","40072","1400720061","3","0.2","","","travel_topdrama_r_4007_grab",""
"","1000001","-200","40072","1400720062","2","","0.01","","0",""
"","9","1","40072","1400720063","3","0.2","","","idle",""
"","16","1","40072","1400720064","3","0.2","","","idle",""
"","0.2","","40072","1400720065","93","","","","0",""
"","400720","","40072","1400720066","32","","","","0",""
"","400721","","40072","1400720067","32","","","","0",""
"","400722","","40072","1400720068","32","","","","0",""
"","2","","40072","1400720069","93","","","","0",""
"","400790","","40072","1400720070","32","","","","1",""
"","掙扎逃跑","0","40072","1400720071","103","","","","1400720073",""
"","乖乖就範","0","40072","1400720072","103","","","","1400720075",""
"","1","","40072","1400720073","102","","","","0",""
"","1400720077","","40072","1400720074","101","","","","",""
"","2","","40072","1400720075","102","","","","0",""
"","1400720077","","40072","1400720076","101","","","","",""
"","0","","40072","1400720077","91","","","","",""
"","0","","40073","1400730001","93","","","","0",""
"","se_travel_top_ziz_wing","","40073","1400730002","24","","","","0.2",""
"","400790","","40073","1400730003","32","","","","0",""
"","se_travel_top","0","40073","1400730004","23","","","","se_travel_top_ziz_panic",""
"","400724","","40073","1400730005","32","","","","1",""
"","1000001","0","40073","1400730006","3","0.2","","","travel_topdrama_r_4007_fall1",""
"","9","0","40073","1400730007","3","0.2","","","fall",""
"","16","0","40073","1400730008","3","0.2","","","fall",""
"","1.8","","40073","1400730009","93","","","","0",""
"","se_travel_top","0","40073","1400730010","23","","","","se_travel_top_ziz_cry",""
"","se_travel_top","0","40073","1400730011","23","","","","se_travel_top_ziz_fall",""
"","1","","40073","1400730012","93","","","","0",""
"","400740","","40073","1400730013","32","","","","1",""
"","0.2","","40073","1400730014","93","","","","0",""
"","1000001","0","40073","1400730015","3","0","","","travel_topdrama_r_4007_fall2",""
"","1000001","-180","40073","1400730016","2","","0.01","","-200",""
"","9","0","40073","1400730017","3","0","","","disappear",""
"","16","0","40073","1400730018","3","0","","","disappear",""
"","400702","","40073","1400730019","32","","","","0",""
"","400704","","40073","1400730020","32","","","","1",""
"","400705","","40073","1400730021","32","","","","1",""
"","400724","","40073","1400730022","32","","","","0",""
"","400750","","40073","1400730023","32","","","","1",""
"","400751","","40073","1400730024","32","","","","1",""
"","400753","","40073","1400730025","32","","","","1",""
"","0.3","","40073","1400730026","93","","","","0",""
"","se_travel_top","0","40073","1400730027","23","","","","se_travel_top_ziz_drop2",""
"","0.3","","40073","1400730028","93","","","","0",""
"","400741","","40073","1400730029","32","","","","1",""
"","400742","","40073","1400730030","32","","","","1",""
"","400752","","40073","1400730031","32","","","","1",""
"","1000001","0","40073","1400730032","3","0.2","","","travel_topdrama_r_4007_fall3",""
"","0.3","","40073","1400730033","93","","","","0",""
"","se_travel_top","0","40073","1400730034","23","","","","se_travel_top_ziz_drop3",""
