88cbc0fc5fd01888a43f62a3eb24dd8046ebebd7c9b52b0911c4122a3b06e813,4c20db6898a562023c5920079e4816ebc38ffccb46cf426745a2af5034738527,efbb643247a935526ca0f88850e618e8fe0bc87255b98aaa8c8433fc43cfaac4,1915c5d6740846598c47e08905c20d264eb73a624cd5d0e45a54bfac1646053a,1e0a229f7e47a2f99b8ad90065d028c129c2463fa2ebdd9548d16cb0b5b54fcb,0ebe8605cdcfaa73a86ee571051c275cc4e6fab7f959f19605c25dbfd703fe87,0a6f7ccc998d92f2344f0736bca5bd3bdcbf8a30df5b25652e05e96c99781788,b91aa963184eab2983d77e865dcb592faeaaf91722513fd0ab408195c865774a,94790e7dda0823263dd2c8e181d79e485f3a023249d6f7f0e3ee1fe4380264a8,7e97170f416fc2527d0de167e7cebf5a5e41c4687644291000978dce149d3da6,471929f48703c0c4812914c6272c9120dbf2cc42fdaa3c7b97bc79d84f3cfa5a,c2810f6d44ab51fa7ef551d0d357b5251289858869d61410762168f57be75864,66fbb0aee13e8acc02cc77e2efc656e29bd6e30424f59d1826916fe233f4e3d3,6c5d016719f419f7dc3a996e5d2a4e2182327e990d1776114b89cb5b06459618,e86fae2a8ec14a9b58a242edf436e6ee00ba96bcde7bcd7c7332edf119e1d923,489621b2f1c5ff634c33dcc9b20b657371fbdb03209d8f889330ee1b21971c50,8a64aa2ecae6dd6bacf95df3d24d79a3e08c09f7ae97807c94814436a82a0c3f,1280a0e7b7223e7924628a3b87c3ca237dddbadd1d9ec2920098f5d2446d41f6,e7823bd5e6db4830b3b0240f64d2c4eee7fc7fde15ef390039da1a43793b5437,64e4759a18c7baadc3e66119db5f03ef2a6bf1b1a663bb5152f9314f9789eed3,2388ec6c8645515aab08e16a56de326f4b77f4dbdc588cf68c151a297e07cdd8,a9af709c27682315e7ec497c7e2dfd1d46930c7e4edce49fbc28af568272ee7a,d296af97a48f3414fd469a648c0d3c6d28fc8f2f7425db507a4929dd4a83a7aa,1590f044a6127ca46d74f56031f9894ff91f9261310db81d0968ff88a747ebb8,554aa9841b0cd3ae7b4ef671670dbab18d630d87f3954acd61a848013f2a837c,364ec0d639039d4347339c281537cae43b192993b6d3cbb9ef87cea9ce54aa5c,10668f25c927594c96b56aeb8ad1f8b1d436cd5d67caebbbed95c6028f9e3786,808bc10e868aabc4dd0b31898e51a88deb71d51a7ba9bdea83ebea97b190edb7,d6a6a8a7bc658b43fb3c85aab17c912d236f9798d46c32ab7c7fe9c878f28a6b,2c1aabaabb48a8246e9d1ad015b4b6f9beae59889b927ae2d6748132d0c97480,bf5811f881c5e1a6b54750a89a2b92b3dedf50e9e4b3726750bf4bb37f51f314,bfe52fbfb6a7b315324c8e3ff3990aa28815ecbd1905e2272cf4721a458061a5,1143920a33cc78fc24a0a12aabfb8ce1ff7451ca9c621df0f695ea22179b99eb,f08afd5e0f4c1e029b5ea1df25c22fa3fbff0df1224e1cd2792248f90cf1d04c,ef90af3f1a7bc78185f21aed8b34b61717bc90d07e5d5f08c4921b7864df557c,27bbf0acc06971e73cee3283b9501ce1600fce7f38d37c180da7a61e04689c57,83100b8f5e5ed47d78562d2db897fa32b6ae4a336399f3c84ce5e86ad2f9c176,34dfdfb6d0fdd499454c1f96b9e1b272583f50a9593a790387a28249c07e0c83,faa6c8302153a9b50de36e31738af8acc408217711f2654ecfd612994205de07,75a32cf206f3979a2618c2c2d9ab635d0658b074c7c3cd14eebd5d41235d10ac
"48","48","0","1","10","200000001","48","48","0","1635","48","0","48","48","0","48","48","71","48","48","48","0","87","0","48","48","48","0","202700","0","0","30","19016","48","0","1","48","10","1","620270048"
"49","49","0","1","10","200000001","49","49","0","1653","49","0","49","49","0","49","49","71","49","49","49","0","87","0","49","49","49","0","202700","0","0","30","19863","49","0","1","49","10","1","620270049"
"50","50","0","1","10","200000001","50","50","0","1492","50","0","50","50","0","50","50","75","50","50","50","0","89","0","50","50","50","0","202700","0","0","30","19863","50","0","1","50","10","1","620270050"
"51","51","0","1","10","200000001","51","51","0","1736","51","0","51","51","0","51","51","75","51","51","51","0","90","0","51","51","51","0","202700","0","0","30","19863","51","0","1","51","10","1","620270051"
"52","52","0","1","10","200000001","52","52","0","1736","52","0","52","52","0","52","52","76","52","52","52","0","90","0","52","52","52","0","202700","0","0","30","19863","52","0","1","52","10","1","620270052"
"53","53","0","1","10","200000001","53","53","0","1786","53","0","53","53","0","53","53","77","53","53","53","0","91","0","53","53","53","0","202700","0","0","30","20863","53","0","1","53","10","1","620270053"
"54","54","0","1","10","200000001","54","54","0","1836","54","0","54","54","0","54","54","77","54","54","54","0","91","0","54","54","54","0","202700","0","0","30","21863","54","0","1","54","10","1","620270054"
"55","55","0","1","10","200000001","55","55","0","1886","55","0","55","55","0","55","55","78","55","55","55","0","92","0","55","55","55","0","202700","0","0","30","22863","55","0","1","55","10","1","620270055"
"56","56","0","1","10","200000001","56","56","0","1936","56","0","56","56","0","56","56","78","56","56","56","0","92","0","56","56","56","0","202700","0","0","30","23863","56","0","1","56","10","1","620270056"
"57","57","0","1","10","200000001","57","57","0","1986","57","0","57","57","0","57","57","79","57","57","57","0","93","0","57","57","57","0","202700","0","0","30","24863","57","0","1","57","10","1","620270057"
"58","58","0","1","10","200000001","58","58","0","2036","58","0","58","58","0","58","58","79","58","58","58","0","93","0","58","58","58","0","202700","0","0","30","25863","58","0","1","58","10","1","620270058"
"59","59","0","1","10","200000001","59","59","0","2086","59","0","59","59","0","59","59","80","59","59","59","0","94","0","59","59","59","0","202700","0","0","30","26863","59","0","1","59","10","1","620270059"
"60","60","0","1","10","200000001","60","60","0","2136","60","0","60","60","0","60","60","80","60","60","60","0","94","0","60","60","60","0","202700","0","0","30","27863","60","0","1","60","10","1","620270060"
"61","61","0","1","10","200000001","61","61","0","2186","61","0","61","61","0","61","61","81","61","61","61","0","95","0","61","61","61","0","202700","0","0","30","28863","61","0","1","61","10","1","620270061"
"62","62","0","1","10","200000001","62","62","0","2253","62","0","62","62","0","62","62","82","62","62","62","0","97","0","62","62","62","0","202700","0","0","30","29345","62","0","1","62","10","1","620270062"
"63","63","0","1","10","200000001","63","63","0","2319","63","0","63","63","0","63","63","83","63","63","63","0","99","0","63","63","63","0","202700","0","0","30","29827","63","0","1","63","10","1","620270063"
"64","64","0","1","10","200000001","64","64","0","2386","64","0","64","64","0","64","64","84","64","64","64","0","102","0","64","64","64","0","202700","0","0","30","30309","64","0","1","64","10","1","620270064"
"65","65","0","1","10","200000001","65","65","0","2452","65","0","65","65","0","65","65","85","65","65","65","0","104","0","65","65","65","0","202700","0","0","30","30791","65","0","1","65","10","1","620270065"
"66","66","0","1","10","200000001","66","66","0","2519","66","0","66","66","0","66","66","86","66","66","66","0","106","0","66","66","66","0","202700","0","0","30","31273","66","0","1","66","10","1","620270066"
"67","67","0","1","10","200000001","67","67","0","2585","67","0","67","67","0","67","67","87","67","67","67","0","108","0","67","67","67","0","202700","0","0","30","31755","67","0","1","67","10","1","620270067"
"68","68","0","1","10","200000001","68","68","0","2652","68","0","68","68","0","68","68","88","68","68","68","0","110","0","68","68","68","0","202700","0","0","30","32236","68","0","1","68","10","1","620270068"
"69","69","0","1","10","200000001","69","69","0","2718","69","0","69","69","0","69","69","89","69","69","69","0","113","0","69","69","69","0","202700","0","0","30","32718","69","0","1","69","10","1","620270069"
"70","70","0","1","10","200000001","70","70","0","2785","70","0","70","70","0","70","70","90","70","70","70","0","115","0","70","70","70","0","202700","0","0","30","33200","70","0","1","70","10","1","620270070"
"71","71","0","1","10","200000001","71","71","0","2852","71","0","71","71","0","71","71","91","71","71","71","0","117","0","71","71","71","0","202700","0","0","30","33682","71","0","1","71","10","1","620270071"
"1","1","0","1","10","200000006","1","1","0","90","1","0","1","1","0","1","1","3","1","1","1","0","2","0","1","1","1","0","202800","0","0","30","3109","1","0","1","1","10","1","620280001"
"2","2","0","1","10","200000006","2","2","0","112","2","0","2","2","0","2","2","4","2","2","2","0","8","0","2","2","2","0","202800","0","0","30","3260","2","0","1","2","10","1","620280002"
"3","3","0","1","10","200000006","3","3","0","134","3","0","3","3","0","3","3","4","3","3","3","0","5","0","3","3","3","0","202800","0","0","30","3410","3","0","1","3","10","1","620280003"
"4","4","0","1","10","200000006","4","4","0","156","4","0","4","4","0","4","4","5","4","4","4","0","6","0","4","4","4","0","202800","0","0","30","3561","4","0","1","4","10","1","620280004"
"5","5","0","1","10","200000006","5","5","0","178","5","0","5","5","0","5","5","5","5","5","5","0","7","0","5","5","5","0","202800","0","0","30","3711","5","0","1","5","10","1","620280005"
"6","6","0","1","10","200000006","6","6","0","200","6","0","6","6","0","6","6","6","6","6","6","0","7","0","6","6","6","0","202800","0","0","30","3862","6","0","1","6","10","1","620280006"
"7","7","0","1","10","200000006","7","7","0","222","7","0","7","7","0","7","7","6","7","7","7","0","8","0","7","7","7","0","202800","0","0","30","4012","7","0","1","7","10","1","620280007"
"8","8","0","1","10","200000006","8","8","0","244","8","0","8","8","0","8","8","7","8","8","8","0","8","0","8","8","8","0","202800","0","0","30","4163","8","0","1","8","10","1","620280008"
"9","9","0","1","10","200000006","9","9","0","266","9","0","9","9","0","9","9","7","9","9","9","0","9","0","9","9","9","0","202800","0","0","30","4313","9","0","1","9","10","1","620280009"
"10","10","0","1","10","200000006","10","10","0","288","10","0","10","10","0","10","10","8","10","10","10","0","9","0","10","10","10","0","202800","0","0","30","4464","10","0","1","10","10","1","620280010"
"11","11","0","1","10","200000006","11","11","0","310","11","0","11","11","0","11","11","8","11","11","11","0","9","0","11","11","11","0","202800","0","0","30","4614","11","0","1","11","10","1","620280011"
"12","12","0","1","10","200000006","12","12","0","332","12","0","12","12","0","12","12","9","12","12","12","0","10","0","12","12","12","0","202800","0","0","30","4765","12","0","1","12","10","1","620280012"
"13","13","0","1","10","200000006","13","13","0","354","13","0","13","13","0","13","13","9","13","13","13","0","10","0","13","13","13","0","202800","0","0","30","4915","13","0","1","13","10","1","620280013"
"14","14","0","1","10","200000006","14","14","0","376","14","0","14","14","0","14","14","10","14","14","14","0","10","0","14","14","14","0","202800","0","0","30","5066","14","0","1","14","10","1","620280014"
"15","15","0","1","10","200000006","15","15","0","398","15","0","15","15","0","15","15","10","15","15","15","0","15","0","15","15","15","0","202800","0","0","30","5216","15","0","1","15","10","1","620280015"
"16","16","0","1","10","200000006","16","16","0","420","16","0","16","16","0","16","16","11","16","16","16","0","15","0","16","16","16","0","202800","0","0","30","5367","16","0","1","16","10","1","620280016"
"17","17","0","1","10","200000006","17","17","0","442","17","0","17","17","0","17","17","11","17","17","17","0","15","0","17","17","17","0","202800","0","0","30","5517","17","0","1","17","10","1","620280017"
"18","18","0","1","10","200000006","18","18","0","464","18","0","18","18","0","18","18","12","18","18","18","0","15","0","18","18","18","0","202800","0","0","30","5668","18","0","1","18","10","1","620280018"
"19","19","0","1","10","200000006","19","19","0","486","19","0","19","19","0","19","19","12","19","19","19","0","15","0","19","19","19","0","202800","0","0","30","5818","19","0","1","19","10","1","620280019"
"20","20","0","1","10","200000006","20","20","0","508","20","0","20","20","0","20","20","13","20","20","20","0","15","0","20","20","20","0","202800","0","0","30","5969","20","0","1","20","10","1","620280020"
"21","21","0","1","10","200000006","21","21","0","530","21","0","21","21","0","21","21","13","21","21","21","0","15","0","21","21","21","0","202800","0","0","30","6119","21","0","1","21","10","1","620280021"
"22","22","0","1","10","200000006","22","22","0","552","22","0","22","22","0","22","22","14","22","22","22","0","19","0","22","22","22","0","202800","0","0","30","6270","22","0","1","22","10","1","620280022"
"23","23","0","1","10","200000006","23","23","0","574","23","0","23","23","0","23","23","14","23","23","23","0","23","0","23","23","23","0","202800","0","0","30","6420","23","0","1","23","10","1","620280023"
"24","24","0","1","10","200000006","24","24","0","596","24","0","24","24","0","24","24","15","24","24","24","0","23","0","24","24","24","0","202800","0","0","30","6571","24","0","1","24","10","1","620280024"
"25","25","0","1","10","200000006","25","25","0","618","25","0","25","25","0","25","25","15","25","25","25","0","24","0","25","25","25","0","202800","0","0","30","6721","25","0","1","25","10","1","620280025"
"26","26","0","1","10","200000006","26","26","0","640","26","0","26","26","0","26","26","16","26","26","26","0","24","0","26","26","26","0","202800","0","0","30","6872","26","0","1","26","10","1","620280026"
"27","27","0","1","10","200000006","27","27","0","662","27","0","27","27","0","27","27","16","27","27","27","0","24","0","27","27","27","0","202800","0","0","30","7022","27","0","1","27","10","1","620280027"
"28","28","0","1","10","200000006","28","28","0","684","28","0","28","28","0","28","28","17","28","28","28","0","24","0","28","28","28","0","202800","0","0","30","7173","28","0","1","28","10","1","620280028"
"29","29","0","1","10","200000006","29","29","0","706","29","0","29","29","0","29","29","17","29","29","29","0","25","0","29","29","29","0","202800","0","0","30","7323","29","0","1","29","10","1","620280029"
"30","30","0","1","10","200000006","30","30","0","728","30","0","30","30","0","30","30","18","30","30","30","0","26","0","30","30","30","0","202800","0","0","30","7474","30","0","1","30","10","1","620280030"
"31","31","0","1","10","200000006","31","31","0","750","31","0","31","31","0","31","31","18","31","31","31","0","26","0","31","31","31","0","202800","0","0","30","7624","31","0","1","31","10","1","620280031"
"32","32","0","1","10","200000006","32","32","0","772","32","0","32","32","0","32","32","19","32","32","32","0","26","0","32","32","32","0","202800","0","0","30","7775","32","0","1","32","10","1","620280032"
"33","33","0","1","10","200000006","33","33","0","794","33","0","33","33","0","33","33","19","33","33","33","0","26","0","33","33","33","0","202800","0","0","30","7925","33","0","1","33","10","1","620280033"
"34","34","0","1","10","200000006","34","34","0","816","34","0","34","34","0","34","34","20","34","34","34","0","26","0","34","34","34","0","202800","0","0","30","8076","34","0","1","34","10","1","620280034"
"35","35","0","1","10","200000006","35","35","0","838","35","0","35","35","0","35","35","20","35","35","35","0","30","0","35","35","35","0","202800","0","0","30","8226","35","0","1","35","10","1","620280035"
"36","36","0","1","10","200000006","36","36","0","860","36","0","36","36","0","36","36","21","36","36","36","0","30","0","36","36","36","0","202800","0","0","30","8377","36","0","1","36","10","1","620280036"
"37","37","0","1","10","200000006","37","37","0","882","37","0","37","37","0","37","37","21","37","37","37","0","30","0","37","37","37","0","202800","0","0","30","8527","37","0","1","37","10","1","620280037"
"38","38","0","1","10","200000006","38","38","0","892","38","0","38","38","0","38","38","21","38","38","38","0","30","0","38","38","38","0","202800","0","0","30","8527","38","0","1","38","10","1","620280038"
"39","39","0","1","10","200000006","39","39","0","1076","39","0","39","39","0","39","39","26","39","39","39","0","37","0","39","39","39","0","202800","0","0","30","10242","39","0","1","39","10","1","620280039"
"40","40","0","1","10","200000006","40","40","0","1260","40","0","40","40","0","40","40","31","40","40","40","0","44","0","40","40","40","0","202800","0","0","30","11957","40","0","1","40","10","1","620280040"
"41","41","0","1","10","200000006","41","41","0","1455","41","0","41","41","0","41","41","31","41","41","41","0","45","0","41","41","41","0","202800","0","0","30","14978","41","0","1","41","10","1","620280041"
"42","42","0","1","10","200000006","42","42","0","1649","42","0","42","42","0","42","42","31","42","42","42","0","45","0","42","42","42","0","202800","0","0","30","17998","42","0","1","42","10","1","620280042"
"43","43","0","1","10","200000006","43","43","0","1666","43","0","43","43","0","43","43","31","43","43","43","0","45","0","43","43","43","0","202800","0","0","30","15502","43","0","1","43","10","1","620280043"
"44","44","0","1","10","200000006","44","44","0","1683","44","0","44","44","0","44","44","32","44","44","44","0","46","0","44","44","44","0","202800","0","0","30","15764","44","0","1","44","10","1","620280044"
"45","45","0","1","10","200000006","45","45","0","1699","45","0","45","45","0","45","45","32","45","45","45","0","46","0","45","45","45","0","202800","0","0","30","16026","45","0","1","45","10","1","620280045"
"46","46","0","1","10","200000006","46","46","0","1716","46","0","46","46","0","46","46","32","46","46","46","0","47","0","46","46","46","0","202800","0","0","30","16289","46","0","1","46","10","1","620280046"
"47","47","0","1","10","200000006","47","47","0","1733","47","0","47","47","0","47","47","33","47","47","47","0","47","0","47","47","47","0","202800","0","0","30","16551","47","0","1","47","10","1","620280047"
"48","48","0","1","10","200000006","48","48","0","1750","48","0","48","48","0","48","48","33","48","48","48","0","48","0","48","48","48","0","202800","0","0","30","16813","48","0","1","48","10","1","620280048"
"49","49","0","1","10","200000006","49","49","0","1766","49","0","49","49","0","49","49","33","49","49","49","0","48","0","49","49","49","0","202800","0","0","30","17075","49","0","1","49","10","1","620280049"
"50","50","0","1","10","200000006","50","50","0","1783","50","0","50","50","0","50","50","34","50","50","50","0","49","0","50","50","50","0","202800","0","0","30","17337","50","0","1","50","10","1","620280050"
"51","51","0","1","10","200000006","51","51","0","1800","51","0","51","51","0","51","51","34","51","51","51","0","49","0","51","51","51","0","202800","0","0","30","17599","51","0","1","51","10","1","620280051"
"52","52","0","1","10","200000006","52","52","0","1809","52","0","52","52","0","52","52","34","52","52","52","0","50","0","52","52","52","0","202800","0","0","30","17821","52","0","1","52","10","1","620280052"
"53","53","0","1","10","200000006","53","53","0","1819","53","0","53","53","0","53","53","34","53","53","53","0","50","0","53","53","53","0","202800","0","0","30","18043","53","0","1","53","10","1","620280053"
"54","54","0","1","10","200000006","54","54","0","1817","54","0","54","54","0","54","54","34","54","54","54","0","49","0","54","54","54","0","202800","0","0","30","17861","54","0","1","54","10","1","620280054"
"55","55","0","1","10","200000006","55","55","0","1834","55","0","55","55","0","55","55","35","55","55","55","0","50","0","55","55","55","0","202800","0","0","30","18123","55","0","1","55","10","1","620280055"
"56","56","0","1","10","200000006","56","56","0","1850","56","0","56","56","0","56","56","35","56","56","56","0","50","0","56","56","56","0","202800","0","0","30","18385","56","0","1","56","10","1","620280056"
"57","57","0","1","10","200000006","57","57","0","1867","57","0","57","57","0","57","57","35","57","57","57","0","51","0","57","57","57","0","202800","0","0","30","18647","57","0","1","57","10","1","620280057"
"58","58","0","1","10","200000006","58","58","0","1917","58","0","58","58","0","58","58","36","58","58","58","0","52","0","58","58","58","0","202800","0","0","30","19434","58","0","1","58","10","1","620280058"
"59","59","0","1","10","200000006","59","59","0","1934","59","0","59","59","0","59","59","37","59","59","59","0","53","0","59","59","59","0","202800","0","0","30","19696","59","0","1","59","10","1","620280059"
"60","60","0","1","10","200000006","60","60","0","1951","60","0","60","60","0","60","60","37","60","60","60","0","53","0","60","60","60","0","202800","0","0","30","19958","60","0","1","60","10","1","620280060"
"61","61","0","1","10","200000006","61","61","0","1968","61","0","61","61","0","61","61","37","61","61","61","0","53","0","61","61","61","0","202800","0","0","30","20220","61","0","1","61","10","1","620280061"
"62","62","0","1","10","200000006","62","62","0","2041","62","0","62","62","0","62","62","38","62","62","62","0","54","0","62","62","62","0","202800","0","0","30","20930","62","0","1","62","10","1","620280062"
"63","63","0","1","10","200000006","63","63","0","2114","63","0","63","63","0","63","63","38","63","63","63","0","54","0","63","63","63","0","202800","0","0","30","21640","63","0","1","63","10","1","620280063"
"64","64","0","1","10","200000006","64","64","0","2187","64","0","64","64","0","64","64","39","64","64","64","0","55","0","64","64","64","0","202800","0","0","30","22349","64","0","1","64","10","1","620280064"
"65","65","0","1","10","200000006","65","65","0","2260","65","0","65","65","0","65","65","40","65","65","65","0","55","0","65","65","65","0","202800","0","0","30","23059","65","0","1","65","10","1","620280065"
"66","66","0","1","10","200000006","66","66","0","2333","66","0","66","66","0","66","66","40","66","66","66","0","56","0","66","66","66","0","202800","0","0","30","23769","66","0","1","66","10","1","620280066"
"67","67","0","1","10","200000006","67","67","0","2407","67","0","67","67","0","67","67","41","67","67","67","0","57","0","67","67","67","0","202800","0","0","30","24479","67","0","1","67","10","1","620280067"
"68","68","0","1","10","200000006","68","68","0","2480","68","0","68","68","0","68","68","42","68","68","68","0","57","0","68","68","68","0","202800","0","0","30","25188","68","0","1","68","10","1","620280068"
"69","69","0","1","10","200000006","69","69","0","2553","69","0","69","69","0","69","69","42","69","69","69","0","58","0","69","69","69","0","202800","0","0","30","25898","69","0","1","69","10","1","620280069"
"70","70","0","1","10","200000006","70","70","0","2626","70","0","70","70","0","70","70","43","70","70","70","0","58","0","70","70","70","0","202800","0","0","30","26608","70","0","1","70","10","1","620280070"
"71","71","0","1","10","200000006","71","71","0","2699","71","0","71","71","0","71","71","44","71","71","71","0","59","0","71","71","71","0","202800","0","0","30","27318","71","0","1","71","10","1","620280071"
"1","1","0","1","10","200000009","1","1","0","34","1","0","1","1","0","1","1","2","1","1","1","0","3","0","1","1","1","0","202900","0","0","30","266","1","0","1","1","10","1","620290001"
"2","2","0","1","10","200000009","2","2","0","38","2","0","2","2","0","2","2","3","2","2","2","0","4","0","2","2","2","0","202900","0","0","30","348","2","0","1","2","10","1","620290002"
"3","3","0","1","10","200000009","3","3","0","41","3","0","3","3","0","3","3","4","3","3","3","0","5","0","3","3","3","0","202900","0","0","30","581","3","0","1","3","10","1","620290003"
"4","4","0","1","10","200000009","4","4","0","60","4","0","4","4","0","4","4","4","4","4","4","0","5","0","4","4","4","0","202900","0","0","30","512","4","0","1","4","10","1","620290004"
"5","5","0","1","10","200000009","5","5","0","89","5","0","5","5","0","5","5","5","5","5","5","0","6","0","5","5","5","0","202900","0","0","30","569","5","0","1","5","10","1","620290005"
"6","6","0","1","10","200000009","6","6","0","117","6","0","6","6","0","6","6","6","6","6","6","0","7","0","6","6","6","0","202900","0","0","30","624","6","0","1","6","10","1","620290006"
"7","7","0","1","10","200000009","7","7","0","145","7","0","7","7","0","7","7","7","7","7","7","0","8","0","7","7","7","0","202900","0","0","30","769","7","0","1","7","10","1","620290007"
"8","8","0","1","10","200000009","8","8","0","173","8","0","8","8","0","8","8","8","8","8","8","0","9","0","8","8","8","0","202900","0","0","30","912","8","0","1","8","10","1","620290008"
"9","9","0","1","10","200000009","9","9","0","186","9","0","9","9","0","9","9","8","9","9","9","0","9","0","9","9","9","0","202900","0","0","30","938","9","0","1","9","10","1","620290009"
"10","10","0","1","10","200000009","10","10","0","198","10","0","10","10","0","10","10","9","10","10","10","0","10","0","10","10","10","0","202900","0","0","30","966","10","0","1","10","10","1","620290010"
"11","11","0","1","10","200000009","11","11","0","212","11","0","11","11","0","11","11","9","11","11","11","0","10","0","11","11","11","0","202900","0","0","30","991","11","0","1","11","10","1","620290011"
"12","12","0","1","10","200000009","12","12","0","224","12","0","12","12","0","12","12","9","12","12","12","0","10","0","12","12","12","0","202900","0","0","30","1017","12","0","1","12","10","1","620290012"
"13","13","0","1","10","200000009","13","13","0","247","13","0","13","13","0","13","13","10","13","13","13","0","11","0","13","13","13","0","202900","0","0","30","1205","13","0","1","13","10","1","620290013"
"14","14","0","1","10","200000009","14","14","0","270","14","0","14","14","0","14","14","11","14","14","14","0","12","0","14","14","14","0","202900","0","0","30","1393","14","0","1","14","10","1","620290014"
"15","15","0","1","10","200000009","15","15","0","293","15","0","15","15","0","15","15","11","15","15","15","0","12","0","15","15","15","0","202900","0","0","30","1581","15","0","1","15","10","1","620290015"
"16","16","0","1","10","200000009","16","16","0","316","16","0","16","16","0","16","16","12","16","16","16","0","12","0","16","16","16","0","202900","0","0","30","1769","16","0","1","16","10","1","620290016"
"17","17","0","1","10","200000009","17","17","0","338","17","0","17","17","0","17","17","12","17","17","17","0","13","0","17","17","17","0","202900","0","0","30","1957","17","0","1","17","10","1","620290017"
"18","18","0","1","10","200000009","18","18","0","361","18","0","18","18","0","18","18","13","18","18","18","0","14","0","18","18","18","0","202900","0","0","30","2145","18","0","1","18","10","1","620290018"
"19","19","0","1","10","200000009","19","19","0","384","19","0","19","19","0","19","19","13","19","19","19","0","14","0","19","19","19","0","202900","0","0","30","2333","19","0","1","19","10","1","620290019"
"20","20","0","1","10","200000009","20","20","0","407","20","0","20","20","0","20","20","14","20","20","20","0","15","0","20","20","20","0","202900","0","0","30","2521","20","0","1","20","10","1","620290020"
"21","21","0","1","10","200000009","21","21","0","419","21","0","21","21","0","21","21","14","21","21","21","0","15","0","21","21","21","0","202900","0","0","30","2659","21","0","1","21","10","1","620290021"
"22","22","0","1","10","200000009","22","22","0","433","22","0","22","22","0","22","22","14","22","22","22","0","15","0","22","22","22","0","202900","0","0","30","2797","22","0","1","22","10","1","620290022"
"23","23","0","1","10","200000009","23","23","0","445","23","0","23","23","0","23","23","14","23","23","23","0","15","0","23","23","23","0","202900","0","0","30","2935","23","0","1","23","10","1","620290023"
"24","24","0","1","10","200000009","24","24","0","516","24","0","24","24","0","24","24","23","24","24","24","0","23","0","24","24","24","0","202900","0","0","30","2916","24","0","1","24","10","1","620290024"
"25","25","0","1","10","200000009","25","25","0","542","25","0","25","25","0","25","25","23","25","25","25","0","23","0","25","25","25","0","202900","0","0","30","3164","25","0","1","25","10","1","620290025"
"26","26","0","1","10","200000009","26","26","0","568","26","0","26","26","0","26","26","23","26","26","26","0","24","0","26","26","26","0","202900","0","0","30","3411","26","0","1","26","10","1","620290026"
"27","27","0","1","10","200000009","27","27","0","595","27","0","27","27","0","27","27","24","27","27","27","0","24","0","27","27","27","0","202900","0","0","30","3659","27","0","1","27","10","1","620290027"
"28","28","0","1","10","200000009","28","28","0","620","28","0","28","28","0","28","28","24","28","28","28","0","24","0","28","28","28","0","202900","0","0","30","3907","28","0","1","28","10","1","620290028"
"29","29","0","1","10","200000009","29","29","0","647","29","0","29","29","0","29","29","24","29","29","29","0","25","0","29","29","29","0","202900","0","0","30","4154","29","0","1","29","10","1","620290029"
"30","30","0","1","10","200000009","30","30","0","672","30","0","30","30","0","30","30","24","30","30","30","0","25","0","30","30","30","0","202900","0","0","30","4402","30","0","1","30","10","1","620290030"
"31","31","0","1","10","200000009","31","31","0","680","31","0","31","31","0","31","31","24","31","31","31","0","25","0","31","31","31","0","202900","0","0","30","4646","31","0","1","31","10","1","620290031"
"32","32","0","1","10","200000009","32","32","0","689","32","0","32","32","0","32","32","24","32","32","32","0","25","0","32","32","32","0","202900","0","0","30","4889","32","0","1","32","10","1","620290032"
"33","33","0","1","10","200000009","33","33","0","696","33","0","33","33","0","33","33","24","33","33","33","0","26","0","33","33","33","0","202900","0","0","30","5133","33","0","1","33","10","1","620290033"
"34","34","0","1","10","200000009","34","34","0","705","34","0","34","34","0","34","34","24","34","34","34","0","26","0","34","34","34","0","202900","0","0","30","5376","34","0","1","34","10","1","620290034"
"35","35","0","1","10","200000009","35","35","0","712","35","0","35","35","0","35","35","24","35","35","35","0","26","0","35","35","35","0","202900","0","0","30","5620","35","0","1","35","10","1","620290035"
"36","36","0","1","10","200000009","36","36","0","717","36","0","36","36","0","36","36","24","36","36","36","0","26","0","36","36","36","0","202900","0","0","30","6139","36","0","1","36","10","1","620290036"
"37","37","0","1","10","200000009","37","37","0","725","37","0","37","37","0","37","37","24","37","37","37","0","26","0","37","37","37","0","202900","0","0","30","6358","37","0","1","37","10","1","620290037"
"38","38","0","1","10","200000009","38","38","0","731","38","0","38","38","0","38","38","24","38","38","38","0","26","0","38","38","38","0","202900","0","0","30","6577","38","0","1","38","10","1","620290038"
"39","39","0","1","10","200000009","39","39","0","938","39","0","39","39","0","39","39","24","39","39","39","0","26","0","39","39","39","0","202900","0","0","30","6796","39","0","1","39","10","1","620290039"
"40","40","0","1","10","200000009","40","40","0","996","40","0","40","40","0","40","40","26","40","40","40","0","29","0","40","40","40","0","202900","0","0","30","7433","40","0","1","40","10","1","620290040"
"41","41","0","1","10","200000009","41","41","0","1053","41","0","41","41","0","41","41","29","41","41","41","0","31","0","41","41","41","0","202900","0","0","30","8070","41","0","1","41","10","1","620290041"
"42","42","0","1","10","200000009","42","42","0","1111","42","0","42","42","0","42","42","31","42","42","42","0","34","0","42","42","42","0","202900","0","0","30","8707","42","0","1","42","10","1","620290042"
"43","43","0","1","10","200000009","43","43","0","1168","43","0","43","43","0","43","43","34","43","43","43","0","37","0","43","43","43","0","202900","0","0","30","9345","43","0","1","43","10","1","620290043"
