123c823c104e30d980497e72b8037b2a18f7a4adc510e47468aae5fec6d9f7c8,279fa191f61c2e86fc6a557861c256d762f37f74c8f45a9e103c36dd62845824,63ba26b27afdd5c2e88dfeba7959b44a3081fac995f62428ae07f6e3802ce288,fa3c0da423981a88a27355c93113a4939801e69d1890404f8d56e98d33190be3,708fa1024ef23e15180ab90e1c60611dfead80400f6d4c79e0927ebccc8700bc,7e2117030ba4272fd9241e94d0b7f721693ce351e7821cf3b94304aa1d0d42d3,6802983075a14b6313b211f7299ba3415489ecd420e8ce193cb60a07cc99486f,68a0937dd465ce72ee21603b2efdba1968c476520edef01030bb9f6c29d447e8,90bbf59390b3c51f796eb11fb673c080b0cf39333992d41613d4b1013c0dbd62,8e1ef7a801bec0e5e96e8ff5c6ce36373751a4f425fa163a151ecf2003b943e9,dd5f5fd59ae7711c5d61d7884397a5dc2689f05a4b2027f7f5c5265ec4f7ccaa
"","","dsb_idle_arm_joy_crossed","2","0.5","1010807","1010807062","3","1","",""
"","","dsb_talk_joy3","1","0.5","1010807","1010807063","3","1","",""
"0","","vo_dsb_7009","vo_dsb_1010807","","1010807","1010807064","21","0","",""
"1","0.2","是嗎～♪\n那今天的溫泉很成功呢☆\n不枉費我請人去抓回來～","1","0","1010807","1010807065","11","10","0","1"
"","","","0","","1010807","1010807066","91","","",""
"","","dsb_idle_normal","1","0.5","1010807","1010807067","3","1","",""
"","","dsb_talk_normal","2","0.3","1010807","1010807068","3","1","",""
"0","","vo_dsb_7010","vo_dsb_1010807","","1010807","1010807069","21","0","",""
"1","0.2","你們真有一套啊！\n……嗯？等一下。\n抓回來……？","2","0","1010807","1010807070","11","10","0","1"
"","","1","2.9","","1010807","1010807071","93","","",""
"","","dsb_talk_normal_jitome","2","0.3","1010807","1010807072","3","1","",""
"","","","1010807070","","1010807","1010807073","91","","",""
"","","dsb_idle_normal","2","0.5","1010807","1010807074","3","1","",""
"","","dsb_talk_normal_joy","1","0.5","1010807","1010807075","3","1","",""
"0","","vo_dsb_7011","vo_dsb_1010807","","1010807","1010807076","21","0","",""
"1","0.2","咦？妳沒看到溫泉的名字嗎～？\n今天這個溫泉……\n混合了特製藥水和軟泥怪，\n是本旅館引以為傲的軟泥怪溫泉～☆","1","0","1010807","1010807077","11","10","0","1"
"","","","0","","1010807","1010807078","91","","",""
"","","dsb_idle_joy1","1","0.5","1010807","1010807079","3","1","",""
"","","dsb_talk_surprise2_anger2","2","0.5","1010807","1010807080","3","1","",""
"0","","vo_dsb_7012","vo_dsb_1010807","","1010807","1010807081","21","0","",""
"1","0.2","軟……軟泥怪浴～～！？\n這麼說來我好像有在哪裡\n看到這種令人不安的字眼……","2","0","1010807","1010807082","11","10","0","1"
"","","","0","","1010807","1010807083","91","","",""
"","","dsb_talk_surprise1_shy","2","0.5","1010807","1010807084","3","1","",""
"0","","vo_dsb_7013","vo_dsb_1010807","","1010807","1010807085","21","0","",""
"1","0.2","也難怪總感覺這溫泉\n有股親切感啊……才怪！\n妳在搞什麼鬼東西啊！？","2","0","1010807","1010807086","11","10","0","1"
"","","1","5.6","","1010807","1010807087","93","","",""
"","","dsb_talk_anger_Ex2","2","0.5","1010807","1010807088","3","1","",""
"","","","1010807086","","1010807","1010807089","91","","",""
"","","dsb_talk_surprise1_normal2","1","0.5","1010807","1010807090","3","1","",""
"0","","vo_dsb_7014","vo_dsb_1010807","","1010807","1010807091","21","0","",""
"1","0.2","不過效果很好對吧～？\n順帶一提，魔力的恢復量\n會隨著入浴時間而增加，\n設計得很棒喔～☆","1","0","1010807","1010807092","11","10","0","1"
"","","","0","","1010807","1010807093","91","","",""
"","","dsb_idle_normal","1","0.5","1010807","1010807094","3","1","",""
"","","dsb_talk_sad_shy","2","0.5","1010807","1010807095","3","1","",""
"0","","vo_dsb_7015","vo_dsb_1010807","","1010807","1010807096","21","0","",""
"1","0.2","不，重點不是那個……\n咦！？恢復量好像\n真的變多了……！\n唔唔唔唔唔……好、好有效～♪","2","0","1010807","1010807097","11","10","0","1"
"","","1","7.5","","1010807","1010807098","93","","",""
"","","dsb_talk_memory_nervous","2","0.5","1010807","1010807099","3","1","",""
"dsb_idle_normal","","dsb_smile2","1","0.5","1010807","1010807100","3","0","0.5","1"
"","","","1010807097","","1010807","1010807101","91","","",""
"","","0","0.3","","1010807","1010807102","93","","",""
"-165","dsb_idle_normal","1","12","2","1010808","1010808001","5","70","0","-345"
"165","dsb_idle_relax_dere2","2","9","2","1010808","1010808002","5","70","1","-345"
"0","","1","1","1","1010808","1010808003","31","0","","1"
"0","","3","3","1","1010808","1010808004","31","0","","1"
"0","","4","4","1","1010808","1010808005","31","0","","1"
"0","","10","19","1","1010808","1010808006","31","0","","1"
"0","","20","29","1","1010808","1010808007","31","0","","1"
"-168","","30","39","1","1010808","1010808008","31","155","","1"
"-168","","31","39","1","1010808","1010808009","31","-155","","1"
"","","170","1","","1010808","1010808010","13","","",""
"","","170","2","","1010808","1010808011","13","","",""
"","","","0","","1010808","1010808012","91","","",""
"","","se_10044200_cmn_amb","se_10044200","","1010808","1010808013","23","1","",""
"","","se_10044200_cmn_steam","se_10044200","","1010808","1010808014","23","0","",""
"","","0","6.2","","1010808","1010808015","93","","",""
"","","se_10044200_hotspring_09","se_10044200","","1010808","1010808016","23","1","",""
"","","0","1.3","","1010808","1010808017","93","","",""
"","","dsb_talk_relax_Ex8","2","0.5","1010808","1010808018","3","1","",""
"0","","vo_dsb_8001","vo_dsb_1010808","","1010808","1010808019","21","0","",""
"1","0.2","呼啊啊……\n明明很暖和卻又感到涼爽……\n感覺好神奇……♪","2","0","1010808","1010808020","11","10","0","1"
"","","","0","","1010808","1010808021","91","","",""
"","","dsb_idle_normal_joy","2","0.5","1010808","1010808022","3","1","",""
"","","dsb_talk_normal_joy","1","0.5","1010808","1010808023","3","1","",""
"0","","vo_dsb_8002","vo_dsb_1010808","","1010808","1010808024","21","0","",""
"1","0.2","呵呵呵，這座藥草浴池使用了\n從精靈之森採到的藥草喔～\n會讓喉嚨的狀況變得非常好。\n妳稍微出個聲試試看～","1","0","1010808","1010808025","11","10","0","1"
"","","","0","","1010808","1010808026","91","","",""
"","","dsb_idle_wish_normal","1","0.3","1010808","1010808027","3","1","",""
"","","dsb_kurumi_sing_in","2","0.3","1010808","1010808028","3","0","",""
"0","","vo_dsb_8003","vo_dsb_1010808","","1010808","1010808029","21","0","",""
"1","0.2","好、好的。\n……呼。\n啊──啊──啊──♪","2","0","1010808","1010808030","11","10","0","1"
"","","1","5","","1010808","1010808031","93","","",""
"dsb_kurumi_sing_loop","","dsb_kurumi_sing_mid","2","0.2","1010808","1010808032","3","0","0","1"
"","","","1010808030","","1010808","1010808033","91","","",""
"","","dsb_idle_wish_talkjoy2","1","0.5","1010808","1010808034","3","1","",""
"","","dsb_talk_sad2_light","2","0.5","1010808","1010808035","3","1","",""
"0","","vo_dsb_8004","vo_dsb_1010808","","1010808","1010808036","21","0","",""
"1","0.2","哇啊……！\n真的……\n可以比平常更輕易地持續發聲……！","2","0","1010808","1010808037","11","10","0","1"
"","","","0","","1010808","1010808038","91","","",""
"","","dsb_idle_normal_joy","2","0.5","1010808","1010808039","3","1","",""
"","","dsb_talk_joy3","1","0.5","1010808","1010808040","3","1","",""
"0","","vo_dsb_8005","vo_dsb_1010808","","1010808","1010808041","21","0","",""
"1","0.2","妳的聲音很好聽呢～♪\n我好驚訝～","1","0","1010808","1010808042","11","10","0","1"
"","","","0","","1010808","1010808043","91","","",""
"","","dsb_idle_sad_talkjoy2","1","0.5","1010808","1010808044","3","1","",""
"","","dsb_talk_surprise1_talkjoy2_2","2","0.5","1010808","1010808045","3","1","",""
"0","","vo_dsb_8006","vo_dsb_1010808","","1010808","1010808046","21","0","",""
"1","0.2","謝、謝謝妳……♪\n呃，我……\n很喜歡演戲。\n所以……我正在練習發聲……","2","0","1010808","1010808047","11","10","0","1"
"","","","0","","1010808","1010808048","91","","",""
"","","dsb_idle_normal_joy","2","0.5","1010808","1010808049","3","1","",""
"","","dsb_talk_wish_dere","1","0.5","1010808","1010808050","3","1","",""
"0","","vo_dsb_8007","vo_dsb_1010808","","1010808","1010808051","21","0","",""
"1","0.2","哎呀，原來妳是演員呀～\n妳都演什麼樣的戲呢……？\n好好奇～♪","1","0","1010808","1010808052","11","10","0","1"
"","","","0","","1010808","1010808053","91","","",""
"","","dsb_idle_wish_normal","1","0.5","1010808","1010808054","3","1","",""
"","","dsb_talk_wish_dere","2","0.5","1010808","1010808055","3","1","",""
"0","","vo_dsb_8008","vo_dsb_1010808","","1010808","1010808056","21","0","",""
"1","0.2","那、那麼……\n我可以稍微演一段看看嗎？\n算是謝謝妳準備了這池溫泉……♪","2","0","1010808","1010808057","11","10","0","1"
"","","","0","","1010808","1010808058","91","","",""
"","","dsb_idle_joy1","2","0.5","1010808","1010808059","3","1","",""
"","","dsb_talk_normal_joy","1","0.3","1010808","1010808060","3","1","",""
"0","","vo_dsb_8009","vo_dsb_1010808","","1010808","1010808061","21","0","",""
"1","0.2","好高興～♪\n我就恭敬不如從命，好嗎？","1","0","1010808","1010808062","11","10","0","1"
"","","","0","","1010808","1010808063","91","","",""
"","","dsb_idle_normal","1","0.5","1010808","1010808064","3","1","",""
"","","dsb_talk_wish_dere","2","0.5","1010808","1010808065","3","1","",""
"0","","vo_dsb_8010","vo_dsb_1010808","","1010808","1010808066","21","0","",""
"1","0.2","當然。\n我要開始了……","2","0","1010808","1010808067","11","10","0","1"
"","","","0","","1010808","1010808068","91","","",""
"","","se_10044200_get_out_water","se_10044200","","1010808","1010808069","23","0","",""
"","","dsb_kurumi_acting1_in","2","0.2","1010808","1010808070","3","0","",""
"","","","0","","1010808","1010808071","91","","",""
"dsb_kurumi_acting1_loop","","dsb_kurumi_acting1_middle","2","0.2","1010808","1010808072","3","0","0.2","1"
"dsb_misato_surprise_loop1","","dsb_misato_surprise","1","0.5","1010808","1010808073","3","0","0.5","1"
"","","0","0","","1010808","1010808074","22","","",""
"0.9","","vo_dsb_8011","vo_dsb_1010808","","1010808","1010808075","21","0","",""
"1","0.2","……欸，你講清楚！\n我跟那個女人，你要選誰！？","2","0","1010808","1010808076","11","10","0","1"
"","","","0","","1010808","1010808077","91","","",""
"","","dsb_idle_surprise1_nervous","1","0.5","1010808","1010808078","3","1","",""
"0","","vo_dsb_8012","vo_dsb_1010808","","1010808","1010808079","21","0","",""
"1","0.2","哎、哎呀？","1","0","1010808","1010808080","11","10","0","1"
"","","","0","","1010808","1010808081","91","","",""
"","","dsb_kurumi_acting2","2","0.2","1010808","1010808082","3","1","",""
"0","","vo_dsb_8013","vo_dsb_1010808","","1010808","1010808083","21","0","",""
"1","0.2","在遠離都市的溫泉街\n幽會的日子我已經受夠了！\n你就這麼想隱瞞和我之間的關係嗎！？","2","0","1010808","1010808084","11","10","0","1"
"","","","0","","1010808","1010808085","91","","",""
"","","dsb_misato_talk_sad2_dere2","1","0.5","1010808","1010808086","3","1","",""
"0","","vo_dsb_8014","vo_dsb_1010808","","1010808","1010808087","21","0","",""
"1","0.2","哎呀哎呀，真不得了……\n忽然就上演三角關係了～\n不過妳真不愧是演員。\n好想看後續發展啊～♪","1","0","1010808","1010808088","11","10","0","1"
"","","","0","","1010808","1010808089","91","","",""
"","","0","0.3","","1010808","1010808090","93","","",""
"-165","dsb_idle_normal_talk1","1","11","2","1010809","1010809001","5","70","0","-345"
"165","dsb_idle_normal","2","5","2","1010809","1010809002","5","70","1","-345"
"0","","1","1","1","1010809","1010809003","31","0","","1"
"0","","3","3","1","1010809","1010809004","31","0","","1"
"0","","4","4","1","1010809","1010809005","31","0","","1"
"0","","10","15","1","1010809","1010809006","31","0","","1"
"0","","20","25","1","1010809","1010809007","31","0","","1"
"-168","","30","35","1","1010809","1010809008","31","155","","1"
"-168","","31","35","1","1010809","1010809009","31","-155","","1"
"","","170","1","","1010809","1010809010","13","","",""
"","","170","2","","1010809","1010809011","13","","",""
"","","","0","","1010809","1010809012","91","","",""
"","","se_10044200_cmn_amb","se_10044200","","1010809","1010809013","23","1","",""
"","","se_10044200_cmn_steam","se_10044200","","1010809","1010809014","23","0","",""
"","","0","6.2","","1010809","1010809015","93","","",""
"","","se_10044200_hotspring_05","se_10044200","","1010809","1010809016","23","1","",""
"","","0","1.3","","1010809","1010809017","93","","",""
"","","dsb_talk_sad","2","0.5","1010809","1010809018","3","1","",""
"0","","vo_dsb_9001","vo_dsb_1010809","","1010809","1010809019","21","0","",""
"1","0.2","啊……\n天啊……！\n我的……我的肌膚……！","2","0","1010809","1010809020","11","10","0","1"
"","","","0","","1010809","1010809021","91","","",""
"","","dsb_talk_wish_shy","2","0.2","1010809","1010809022","3","1","",""
"0","","vo_dsb_9002","vo_dsb_1010809","","1010809","1010809023","21","0","",""
"1","0.2","超越了全人類\n所能想像的美麗的極限……！","2","0","1010809","1010809024","11","10","0","1"
"","","","0","","1010809","1010809025","91","","",""
"","","dsb_idle_wish_shy","2","0.5","1010809","1010809026","3","1","",""
"","","dsb_talk_nerrvous_surprise","1","0.5","1010809","1010809027","3","1","",""
"","","0","0","","1010809","1010809028","22","","",""
"0.9","","vo_dsb_9003","vo_dsb_1010809","","1010809","1010809029","21","0","",""
"1","0.2","……哦。\n那真是不得了。","1","0","1010809","1010809030","11","10","0","1"
"","","","0","","1010809","1010809031","91","","",""
"","","dsb_idle_normal","1","0.5","1010809","1010809032","3","1","",""
"","","dsb_talk_worry","2","0.5","1010809","1010809033","3","1","",""
"0","","vo_dsb_9004","vo_dsb_1010809","","1010809","1010809034","21","0","",""
"1","0.2","醫生，妳的反應很冷淡耶！？\n這已經算是會改變歷史的\n大事件了！","2","0","1010809","1010809035","11","10","0","1"
"","","","0","","1010809","1010809036","91","","",""
"","","dsb_talk_thinking","2","0.3","1010809","1010809037","3","1","",""
"0","","vo_dsb_9005","vo_dsb_1010809","","1010809","1010809038","21","0","",""
"1","0.2","這泉水滋潤肌膚的感覺……\n非同凡響啊。\n醫生造出了這種溫泉，\n就算稱妳為共犯也不為過吧！","2","0","1010809","1010809039","11","10","0","1"
"","","","0","","1010809","1010809040","91","","",""
"","","dsb_talk_surprise1_shy","2","0.3","1010809","1010809041","3","1","",""
"0","","vo_dsb_9006","vo_dsb_1010809","","1010809","1010809042","21","0","",""
"1","0.2","沒錯，妳是我的共犯……\n美麗的共犯！","2","0","1010809","1010809043","11","10","0","1"
"","","","0","","1010809","1010809044","91","","",""
"","","dsb_idle_surprise1_sjhy","2","0.5","1010809","1010809045","3","1","",""
"","","dsb_talk_surprise1_normal2","1","0.5","1010809","1010809046","3","1","",""
"","","0","0","","1010809","1010809047","22","","",""
"0.9","","vo_dsb_9007","vo_dsb_1010809","","1010809","1010809048","21","0","",""
"1","0.2","……雪妳還是老樣子。\n不過妳喜歡就太好了。","1","0","1010809","1010809049","11","10","0","1"
"","","","0","","1010809","1010809050","91","","",""
"","","dsb_idle_surprise1_normal","1","0.5","1010809","1010809051","3","1","",""
"dsb_talk_guts2_dere_loop","","dsb_talk_guts2_dere","2","0.3","1010809","1010809052","3","0","0.2","1"
"0","","vo_dsb_9008","vo_dsb_1010809","","1010809","1010809053","21","0","",""
"1","0.2","所以說，\n今天妳一定\n要答應當我的主治醫師♪","2","0","1010809","1010809054","11","10","0","1"
"","","","0","","1010809","1010809055","91","","",""
"","","dsb_idle_normal","2","0.5","1010809","1010809056","3","1","",""
"","","dsb_talk_normal_sad","1","0.5","1010809","1010809057","3","1","",""
"0","","vo_dsb_9009","vo_dsb_1010809","","1010809","1010809058","21","0","",""
"1","0.2","妳真的都沒變呢……\n順便回答妳答案是「不」。","1","0","1010809","1010809059","11","10","0","1"
"","","","0","","1010809","1010809060","91","","",""
"","","dsb_idle_normal","1","0.5","1010809","1010809061","3","1","",""
"","","dsb_talk_normal_suprise1","2","0.5","1010809","1010809062","3","1","",""
"0","","vo_dsb_9010","vo_dsb_1010809","","1010809","1010809063","21","0","",""
"1","0.2","咦～？\n醫生也一樣，還是很無情啊。\n不過，我也不會這樣就放棄的喔？","2","0","1010809","1010809064","11","10","0","1"
"","","","0","","1010809","1010809065","91","","",""
"","","dsb_talk_sad2_blink","2","0.3","1010809","1010809066","3","1","",""
"0","","vo_dsb_9011","vo_dsb_1010809","","1010809","1010809067","21","0","",""
"1","0.2","一切都是為了我的美麗……\n不論是誰\n都無法阻礙我實踐這條路的。","2","0","1010809","1010809068","11","10","0","1"
"","","","0","","1010809","1010809069","91","","",""
"","","dsb_idle_sad_blink","2","0.5","1010809","1010809070","3","1","",""
"","","dsb_talk_joy3","1","0.5","1010809","1010809071","3","1","",""
"0","","vo_dsb_9012","vo_dsb_1010809","","1010809","1010809072","21","0","",""
"1","0.2","呵呵呵……\n雪充滿自信這一點，\n我還滿欣賞的。","1","0","1010809","1010809073","11","10","0","1"
"","","","0","","1010809","1010809074","91","","",""
"","","dsb_idle_normal","1","0.5","1010809","1010809075","3","1","",""
"","","dsb_talk_memory_talkjoy2","2","0.5","1010809","1010809076","3","1","",""
"0","","vo_dsb_9013","vo_dsb_1010809","","1010809","1010809077","21","0","",""
"1","0.2","那就來當我的主治醫師嘛♪","2","0","1010809","1010809078","11","10","0","1"
"","","","0","","1010809","1010809079","91","","",""
"","","dsb_talk_surprise1_shy","1","0.5","1010809","1010809080","3","1","",""
"0","","vo_dsb_9014","vo_dsb_1010809","","1010809","1010809081","21","0","",""
"1","0.2","不──要♪","1","0","1010809","1010809082","11","10","0","1"
"","","","0","","1010809","1010809083","91","","",""
"dsb_idle_normal","","dsb_smile2_mitsuki1","1","0.5","1010809","1010809084","3","0","0.5","1"
"","","dsb_talk_anger","2","0.5","1010809","1010809085","3","1","",""
"0","","vo_dsb_9015","vo_dsb_1010809","","1010809","1010809086","21","0","",""
"1","0.2","真小氣～！","2","0","1010809","1010809087","11","10","0","1"
"","","","0","","1010809","1010809088","91","","",""
"","","0","0.3","","1010809","1010809089","93","","",""
"-60","dsb_top_misato_idle_normal","124631","1","1.5","1015011","1015011001","1","53","0","-254"
"","","dsb_top_misato_talk","124631","0.2","1015011","1015011002","3","1","",""
"0","","vo_dsb_0301","vo_dsb","","1015011","1015011003","21","0","",""
"1","0.7","好，泡溫泉時間到囉～♪好好泡個澡，讓體內整個都暖起來吧～","124631","80","1015011","1015011004","11","7","-92","0"
"","","","0","","1015011","1015011005","91","","",""
"","","dsb_top_misato_idle_normal","124631","0.2","1015011","1015011006","3","1","",""
"-60","dsb_top_misato_idle_normal","124631","1","1.5","1015012","1015012001","1","53","0","-254"
"","","dsb_top_misato_joy","124631","0.2","1015012","1015012002","3","1","",""
"0","","vo_dsb_0302","vo_dsb","","1015012","1015012003","21","0","",""
"1","0.7","我想成為一位優秀的老師，像溫泉一樣溫柔地包容大家～","124631","80","1015012","1015012004","11","6","-92","0"
"","","","0","","1015012","1015012005","91","","",""
"","","dsb_top_misato_idle_normal","124631","0.2","1015012","1015012006","3","1","",""
"-60","dsb_top_misato_idle_normal","124631","1","1.5","1015013","1015013001","1","53","0","-254"
"","","dsb_top_misato_wish","124631","0.2","1015013","1015013002","3","1","",""
"0","","vo_dsb_0303","vo_dsb","","1015013","1015013003","21","0","",""
"1","0.7","泡溫泉後喝牛奶不能喝太快喔～？手叉著腰細細品嘗吧。","124631","80","1015013","1015013004","11","6","-92","0"
"","","","0","","1015013","1015013005","91","","",""
"","","dsb_top_misato_idle_normal","124631","0.2","1015013","1015013006","3","1","",""
"-60","dsb_top_idle_normal","124731","1","1.5","1051011","1051011001","1","53","0","-254"
"","","dsb_top_mitsuki_talk","124731","0.2","1051011","1051011002","3","1","",""
"0","","vo_dsb_0201","vo_dsb","","1051011","1051011003","21","0","",""
"1","0.5","溫泉治療也是很棒的療法之一。這就像是……Dr.深月的診療室，溫泉熱氣篇呢。","124731","80","1051011","1051011004","11","7","-92","0"
"","","","0","","1051011","1051011005","91","","",""
"","","dsb_top_idle_normal","124731","0.2","1051011","1051011006","3","1","",""
"-60","dsb_top_idle_normal","124731","1","1.5","1051012","1051012001","1","53","0","-254"
"","","dsb_top_mitsuki_joy","124731","0.2","1051012","1051012002","3","1","",""
"0","","vo_dsb_0202","vo_dsb","","1051012","1051012003","21","0","",""
"1","0.5","我沒有不識相到會在溫泉旅館做實驗。不過……假如你想被實驗的話，我很樂意♪","124731","80","1051012","1051012004","11","6","-92","0"
"","","","0","","1051012","1051012005","91","","",""
"","","dsb_top_idle_normal","124731","0.2","1051012","1051012006","3","1","",""
"-60","dsb_top_idle_normal","124731","1","1.5","1051013","1051013001","1","53","0","-254"
"dsb_top_mitsuki_crossed_loop","","dsb_top_mitsuki_crossed","124731","0.2","1051013","1051013002","3","1","0.2","1"
"0","","vo_dsb_0203","vo_dsb","","1051013","1051013003","21","0","",""
"1","0.5","每座溫泉都是得意之作。我充分地……親身驗證過了。總覺得我都把自己泡漲了。","124731","80","1051013","1051013004","11","6","-92","0"
"","","","0","","1051013","1051013005","91","","",""
"","","dsb_top_idle_normal","124731","0.2","1051013","1051013006","3","1","",""
"-60","dsb_top_idle_normal","124531","1","1.5","1067011","1067011001","1","53","0","-254"
"","","dsb_top_homare_wish","124531","0.2","1067011","1067011002","3","1","",""
"0","","vo_dsb_0101","vo_dsb","","1067011","1067011003","21","0","",""
"1","0.7","好～今天也要好好款待客人一番～☆儘管交給美女小老闆娘吧♪","124531","80","1067011","1067011004","11","6","-92","0"
"","","","0","","1067011","1067011005","91","","",""
"","","dsb_top_idle_normal","124531","0.2","1067011","1067011006","3","1","",""
"-60","dsb_top_idle_normal","124531","1","1.5","1067012","1067012001","1","53","0","-254"
"","","dsb_top_homare_joy","124531","0.2","1067012","1067012002","3","1","",""
"0","","vo_dsb_0102","vo_dsb","","1067012","1067012003","21","0","",""
"1","0.7","我也來一起泡吧～我也想要一些畫溫泉篇時的資料。親身取材～☆","124531","80","1067012","1067012004","11","6","-92","0"
"","","","0","","1067012","1067012005","91","","",""
"","","dsb_top_idle_normal","124531","0.2","1067012","1067012006","3","1","",""
"-60","dsb_top_idle_normal","124531","1","1.5","1067013","1067013001","1","53","0","-254"
"","","dsb_top_homare_surprise","124531","0.2","1067013","1067013002","3","1","",""
"0","","vo_dsb_0103","vo_dsb","","1067013","1067013003","21","0","",""
"1","1","偶爾也要擺脫生死交易，洗滌一下生命呢～我來幫你……洗背好嗎？","124531","80","1067013","1067013004","11","6","-92","0"
"","","","0","","1067013","1067013005","91","","",""
"","","dsb_top_idle_normal","124531","0.2","1067013","1067013006","3","1","",""
