1a1085970bc30f51a003635b0ead3d12447b111a15d726740d2c272d54292eb2,191dd6f6b7b7ee96366c240df156a2c52e26a56b2e877de262c513265e71b63f,312f25df9dd9d2a888615954990fa43183e3db4c4aeea1febbb4e1786243ca0a,4c3cd06e0448888798260195140c4338cd09f9478221a7d6e8d7beded0916c83,438c5ce1c93c8b8506461847237b39e42661909da2bc012de82aa0bf099f5c32,a8367a38611c14eccfe75aca016fbc6128ba3b5ef87b6ea5a87abbcb738b2866,8de8d50d5a3182e18711964eefe267259d678051f166b5340f24a7f7ec726caf,97c923ed4fabcf194800ebf7f44193824f00fc378302460a6b987c66056c15e6,30a84f92767687641ee92ac3d02bbf49ba0dd80a9073a02f921b848bd4005dda,10b3e5ab40ccb69ae068f1ced18c076e8b400809037e6ff9517835453970b814,bfda77b8c3e24466236b554c02441fae98b51f8d400f7edc0bfee4bb164cc569
"","","1","3","","dsb_talk_joy3","","1","0.5","1010807","1010807063"
"","0","vo_dsb_1010807","21","","vo_dsb_7009","","0","","1010807","1010807064"
"0","1","1","11","1","是嗎～♪\n那今天的溫泉很成功呢☆\n不枉費我請人去抓回來～","0.2","10","0","1010807","1010807065"
"","","0","91","","","","","","1010807","1010807066"
"","","1","3","","dsb_idle_normal","","1","0.5","1010807","1010807067"
"","","2","3","","dsb_talk_normal","","1","0.3","1010807","1010807068"
"","0","vo_dsb_1010807","21","","vo_dsb_7010","","0","","1010807","1010807069"
"0","1","2","11","1","你們真有一套啊！\n……嗯？等一下。\n抓回來……？","0.2","10","0","1010807","1010807070"
"","","2.9","93","","1","","","","1010807","1010807071"
"","","2","3","","dsb_talk_normal_jitome","","1","0.3","1010807","1010807072"
"","","1010807070","91","","","","","","1010807","1010807073"
"","","2","3","","dsb_idle_normal","","1","0.5","1010807","1010807074"
"","","1","3","","dsb_talk_normal_joy","","1","0.5","1010807","1010807075"
"","0","vo_dsb_1010807","21","","vo_dsb_7011","","0","","1010807","1010807076"
"0","1","1","11","1","咦？妳沒看到溫泉的名字嗎～？\n今天這個溫泉……\n混合了特製藥水和軟泥怪，\n是本旅館引以為傲的軟泥怪溫泉～☆","0.2","10","0","1010807","1010807077"
"","","0","91","","","","","","1010807","1010807078"
"","","1","3","","dsb_idle_joy1","","1","0.5","1010807","1010807079"
"","","2","3","","dsb_talk_surprise2_anger2","","1","0.5","1010807","1010807080"
"","0","vo_dsb_1010807","21","","vo_dsb_7012","","0","","1010807","1010807081"
"0","1","2","11","1","軟……軟泥怪浴～～！？\n這麼說來我好像有在哪裡\n看到這種令人不安的字眼……","0.2","10","0","1010807","1010807082"
"","","0","91","","","","","","1010807","1010807083"
"","","2","3","","dsb_talk_surprise1_shy","","1","0.5","1010807","1010807084"
"","0","vo_dsb_1010807","21","","vo_dsb_7013","","0","","1010807","1010807085"
"0","1","2","11","1","也難怪總感覺這溫泉\n有股親切感啊……才怪！\n妳在搞什麼鬼東西啊！？","0.2","10","0","1010807","1010807086"
"","","5.6","93","","1","","","","1010807","1010807087"
"","","2","3","","dsb_talk_anger_Ex2","","1","0.5","1010807","1010807088"
"","","1010807086","91","","","","","","1010807","1010807089"
"","","1","3","","dsb_talk_surprise1_normal2","","1","0.5","1010807","1010807090"
"","0","vo_dsb_1010807","21","","vo_dsb_7014","","0","","1010807","1010807091"
"0","1","1","11","1","不過效果很好對吧～？\n順帶一提，魔力的恢復量\n會隨著入浴時間而增加，\n設計得很棒喔～☆","0.2","10","0","1010807","1010807092"
"","","0","91","","","","","","1010807","1010807093"
"","","1","3","","dsb_idle_normal","","1","0.5","1010807","1010807094"
"","","2","3","","dsb_talk_sad_shy","","1","0.5","1010807","1010807095"
"","0","vo_dsb_1010807","21","","vo_dsb_7015","","0","","1010807","1010807096"
"0","1","2","11","1","不，重點不是那個……\n咦！？恢復量好像\n真的變多了……！\n唔唔唔唔唔……好、好有效～♪","0.2","10","0","1010807","1010807097"
"","","7.5","93","","1","","","","1010807","1010807098"
"","","2","3","","dsb_talk_memory_nervous","","1","0.5","1010807","1010807099"
"0.5","dsb_idle_normal","1","3","1","dsb_smile2","","0","0.5","1010807","1010807100"
"","","1010807097","91","","","","","","1010807","1010807101"
"","","0.3","93","","0","","","","1010807","1010807102"
"0","-165","12","5","-345","1","dsb_idle_normal","70","2","1010808","1010808001"
"1","165","9","5","-345","2","dsb_idle_relax_dere2","70","2","1010808","1010808002"
"","0","1","31","1","1","","0","1","1010808","1010808003"
"","0","3","31","1","3","","0","1","1010808","1010808004"
"","0","4","31","1","4","","0","1","1010808","1010808005"
"","0","19","31","1","10","","0","1","1010808","1010808006"
"","0","29","31","1","20","","0","1","1010808","1010808007"
"","-168","39","31","1","30","","155","1","1010808","1010808008"
"","-168","39","31","1","31","","-155","1","1010808","1010808009"
"","","1","13","","170","","","","1010808","1010808010"
"","","2","13","","170","","","","1010808","1010808011"
"","","0","91","","","","","","1010808","1010808012"
"","","se_10044200","23","","se_10044200_cmn_amb","","1","","1010808","1010808013"
"","","se_10044200","23","","se_10044200_cmn_steam","","0","","1010808","1010808014"
"","","6.2","93","","0","","","","1010808","1010808015"
"","","se_10044200","23","","se_10044200_hotspring_09","","1","","1010808","1010808016"
"","","1.3","93","","0","","","","1010808","1010808017"
"","","2","3","","dsb_talk_relax_Ex8","","1","0.5","1010808","1010808018"
"","0","vo_dsb_1010808","21","","vo_dsb_8001","","0","","1010808","1010808019"
"0","1","2","11","1","呼啊啊……\n明明很暖和卻又感到涼爽……\n感覺好神奇……♪","0.2","10","0","1010808","1010808020"
"","","0","91","","","","","","1010808","1010808021"
"","","2","3","","dsb_idle_normal_joy","","1","0.5","1010808","1010808022"
"","","1","3","","dsb_talk_normal_joy","","1","0.5","1010808","1010808023"
"","0","vo_dsb_1010808","21","","vo_dsb_8002","","0","","1010808","1010808024"
"0","1","1","11","1","呵呵呵，這座藥草浴池使用了\n從精靈之森採到的藥草喔～\n會讓喉嚨的狀況變得非常好。\n妳稍微出個聲試試看～","0.2","10","0","1010808","1010808025"
"","","0","91","","","","","","1010808","1010808026"
"","","1","3","","dsb_idle_wish_normal","","1","0.3","1010808","1010808027"
"","","2","3","","dsb_kurumi_sing_in","","0","0.3","1010808","1010808028"
"","0","vo_dsb_1010808","21","","vo_dsb_8003","","0","","1010808","1010808029"
"0","1","2","11","1","好、好的。\n……呼。\n啊──啊──啊──♪","0.2","10","0","1010808","1010808030"
"","","5","93","","1","","","","1010808","1010808031"
"0","dsb_kurumi_sing_loop","2","3","1","dsb_kurumi_sing_mid","","0","0.2","1010808","1010808032"
"","","1010808030","91","","","","","","1010808","1010808033"
"","","1","3","","dsb_idle_wish_talkjoy2","","1","0.5","1010808","1010808034"
"","","2","3","","dsb_talk_sad2_light","","1","0.5","1010808","1010808035"
"","0","vo_dsb_1010808","21","","vo_dsb_8004","","0","","1010808","1010808036"
"0","1","2","11","1","哇啊……！\n真的……\n可以比平常更輕易地持續發聲……！","0.2","10","0","1010808","1010808037"
"","","0","91","","","","","","1010808","1010808038"
"","","2","3","","dsb_idle_normal_joy","","1","0.5","1010808","1010808039"
"","","1","3","","dsb_talk_joy3","","1","0.5","1010808","1010808040"
"","0","vo_dsb_1010808","21","","vo_dsb_8005","","0","","1010808","1010808041"
"0","1","1","11","1","妳的聲音很好聽呢～♪\n我好驚訝～","0.2","10","0","1010808","1010808042"
"","","0","91","","","","","","1010808","1010808043"
"","","1","3","","dsb_idle_sad_talkjoy2","","1","0.5","1010808","1010808044"
"","","2","3","","dsb_talk_surprise1_talkjoy2_2","","1","0.5","1010808","1010808045"
"","0","vo_dsb_1010808","21","","vo_dsb_8006","","0","","1010808","1010808046"
"0","1","2","11","1","謝、謝謝妳……♪\n呃，我……\n很喜歡演戲。\n所以……我正在練習發聲……","0.2","10","0","1010808","1010808047"
"","","0","91","","","","","","1010808","1010808048"
"","","2","3","","dsb_idle_normal_joy","","1","0.5","1010808","1010808049"
"","","1","3","","dsb_talk_wish_dere","","1","0.5","1010808","1010808050"
"","0","vo_dsb_1010808","21","","vo_dsb_8007","","0","","1010808","1010808051"
"0","1","1","11","1","哎呀，原來妳是演員呀～\n妳都演什麼樣的戲呢……？\n好好奇～♪","0.2","10","0","1010808","1010808052"
"","","0","91","","","","","","1010808","1010808053"
"","","1","3","","dsb_idle_wish_normal","","1","0.5","1010808","1010808054"
"","","2","3","","dsb_talk_wish_dere","","1","0.5","1010808","1010808055"
"","0","vo_dsb_1010808","21","","vo_dsb_8008","","0","","1010808","1010808056"
"0","1","2","11","1","那、那麼……\n我可以稍微演一段看看嗎？\n算是謝謝妳準備了這池溫泉……♪","0.2","10","0","1010808","1010808057"
"","","0","91","","","","","","1010808","1010808058"
"","","2","3","","dsb_idle_joy1","","1","0.5","1010808","1010808059"
"","","1","3","","dsb_talk_normal_joy","","1","0.3","1010808","1010808060"
"","0","vo_dsb_1010808","21","","vo_dsb_8009","","0","","1010808","1010808061"
"0","1","1","11","1","好高興～♪\n我就恭敬不如從命，好嗎？","0.2","10","0","1010808","1010808062"
"","","0","91","","","","","","1010808","1010808063"
"","","1","3","","dsb_idle_normal","","1","0.5","1010808","1010808064"
"","","2","3","","dsb_talk_wish_dere","","1","0.5","1010808","1010808065"
"","0","vo_dsb_1010808","21","","vo_dsb_8010","","0","","1010808","1010808066"
"0","1","2","11","1","當然。\n我要開始了……","0.2","10","0","1010808","1010808067"
"","","0","91","","","","","","1010808","1010808068"
"","","se_10044200","23","","se_10044200_get_out_water","","0","","1010808","1010808069"
"","","2","3","","dsb_kurumi_acting1_in","","0","0.2","1010808","1010808070"
"","","0","91","","","","","","1010808","1010808071"
"0.2","dsb_kurumi_acting1_loop","2","3","1","dsb_kurumi_acting1_middle","","0","0.2","1010808","1010808072"
"0.5","dsb_misato_surprise_loop1","1","3","1","dsb_misato_surprise","","0","0.5","1010808","1010808073"
"","","0","22","","0","","","","1010808","1010808074"
"","0.9","vo_dsb_1010808","21","","vo_dsb_8011","","0","","1010808","1010808075"
"0","1","2","11","1","……欸，你講清楚！\n我跟那個女人，你要選誰！？","0.2","10","0","1010808","1010808076"
"","","0","91","","","","","","1010808","1010808077"
"","","1","3","","dsb_idle_surprise1_nervous","","1","0.5","1010808","1010808078"
"","0","vo_dsb_1010808","21","","vo_dsb_8012","","0","","1010808","1010808079"
"0","1","1","11","1","哎、哎呀？","0.2","10","0","1010808","1010808080"
"","","0","91","","","","","","1010808","1010808081"
"","","2","3","","dsb_kurumi_acting2","","1","0.2","1010808","1010808082"
"","0","vo_dsb_1010808","21","","vo_dsb_8013","","0","","1010808","1010808083"
"0","1","2","11","1","在遠離都市的溫泉街\n幽會的日子我已經受夠了！\n你就這麼想隱瞞和我之間的關係嗎！？","0.2","10","0","1010808","1010808084"
"","","0","91","","","","","","1010808","1010808085"
"","","1","3","","dsb_misato_talk_sad2_dere2","","1","0.5","1010808","1010808086"
"","0","vo_dsb_1010808","21","","vo_dsb_8014","","0","","1010808","1010808087"
"0","1","1","11","1","哎呀哎呀，真不得了……\n忽然就上演三角關係了～\n不過妳真不愧是演員。\n好想看後續發展啊～♪","0.2","10","0","1010808","1010808088"
"","","0","91","","","","","","1010808","1010808089"
"","","0.3","93","","0","","","","1010808","1010808090"
"0","-165","11","5","-345","1","dsb_idle_normal_talk1","70","2","1010809","1010809001"
"1","165","5","5","-345","2","dsb_idle_normal","70","2","1010809","1010809002"
"","0","1","31","1","1","","0","1","1010809","1010809003"
"","0","3","31","1","3","","0","1","1010809","1010809004"
"","0","4","31","1","4","","0","1","1010809","1010809005"
"","0","15","31","1","10","","0","1","1010809","1010809006"
"","0","25","31","1","20","","0","1","1010809","1010809007"
"","-168","35","31","1","30","","155","1","1010809","1010809008"
"","-168","35","31","1","31","","-155","1","1010809","1010809009"
"","","1","13","","170","","","","1010809","1010809010"
"","","2","13","","170","","","","1010809","1010809011"
"","","0","91","","","","","","1010809","1010809012"
"","","se_10044200","23","","se_10044200_cmn_amb","","1","","1010809","1010809013"
"","","se_10044200","23","","se_10044200_cmn_steam","","0","","1010809","1010809014"
"","","6.2","93","","0","","","","1010809","1010809015"
"","","se_10044200","23","","se_10044200_hotspring_05","","1","","1010809","1010809016"
"","","1.3","93","","0","","","","1010809","1010809017"
"","","2","3","","dsb_talk_sad","","1","0.5","1010809","1010809018"
"","0","vo_dsb_1010809","21","","vo_dsb_9001","","0","","1010809","1010809019"
"0","1","2","11","1","啊……\n天啊……！\n我的……我的肌膚……！","0.2","10","0","1010809","1010809020"
"","","0","91","","","","","","1010809","1010809021"
"","","2","3","","dsb_talk_wish_shy","","1","0.2","1010809","1010809022"
"","0","vo_dsb_1010809","21","","vo_dsb_9002","","0","","1010809","1010809023"
"0","1","2","11","1","超越了全人類\n所能想像的美麗的極限……！","0.2","10","0","1010809","1010809024"
"","","0","91","","","","","","1010809","1010809025"
"","","2","3","","dsb_idle_wish_shy","","1","0.5","1010809","1010809026"
"","","1","3","","dsb_talk_nerrvous_surprise","","1","0.5","1010809","1010809027"
"","","0","22","","0","","","","1010809","1010809028"
"","0.9","vo_dsb_1010809","21","","vo_dsb_9003","","0","","1010809","1010809029"
"0","1","1","11","1","……哦。\n那真是不得了。","0.2","10","0","1010809","1010809030"
"","","0","91","","","","","","1010809","1010809031"
"","","1","3","","dsb_idle_normal","","1","0.5","1010809","1010809032"
"","","2","3","","dsb_talk_worry","","1","0.5","1010809","1010809033"
"","0","vo_dsb_1010809","21","","vo_dsb_9004","","0","","1010809","1010809034"
"0","1","2","11","1","醫生，妳的反應很冷淡耶！？\n這已經算是會改變歷史的\n大事件了！","0.2","10","0","1010809","1010809035"
"","","0","91","","","","","","1010809","1010809036"
"","","2","3","","dsb_talk_thinking","","1","0.3","1010809","1010809037"
"","0","vo_dsb_1010809","21","","vo_dsb_9005","","0","","1010809","1010809038"
"0","1","2","11","1","這泉水滋潤肌膚的感覺……\n非同凡響啊。\n醫生造出了這種溫泉，\n就算稱妳為共犯也不為過吧！","0.2","10","0","1010809","1010809039"
"","","0","91","","","","","","1010809","1010809040"
"","","2","3","","dsb_talk_surprise1_shy","","1","0.3","1010809","1010809041"
"","0","vo_dsb_1010809","21","","vo_dsb_9006","","0","","1010809","1010809042"
"0","1","2","11","1","沒錯，妳是我的共犯……\n美麗的共犯！","0.2","10","0","1010809","1010809043"
"","","0","91","","","","","","1010809","1010809044"
"","","2","3","","dsb_idle_surprise1_sjhy","","1","0.5","1010809","1010809045"
"","","1","3","","dsb_talk_surprise1_normal2","","1","0.5","1010809","1010809046"
"","","0","22","","0","","","","1010809","1010809047"
"","0.9","vo_dsb_1010809","21","","vo_dsb_9007","","0","","1010809","1010809048"
"0","1","1","11","1","……雪妳還是老樣子。\n不過妳喜歡就太好了。","0.2","10","0","1010809","1010809049"
"","","0","91","","","","","","1010809","1010809050"
"","","1","3","","dsb_idle_surprise1_normal","","1","0.5","1010809","1010809051"
"0.2","dsb_talk_guts2_dere_loop","2","3","1","dsb_talk_guts2_dere","","0","0.3","1010809","1010809052"
"","0","vo_dsb_1010809","21","","vo_dsb_9008","","0","","1010809","1010809053"
"0","1","2","11","1","所以說，\n今天妳一定\n要答應當我的主治醫師♪","0.2","10","0","1010809","1010809054"
"","","0","91","","","","","","1010809","1010809055"
"","","2","3","","dsb_idle_normal","","1","0.5","1010809","1010809056"
"","","1","3","","dsb_talk_normal_sad","","1","0.5","1010809","1010809057"
"","0","vo_dsb_1010809","21","","vo_dsb_9009","","0","","1010809","1010809058"
"0","1","1","11","1","妳真的都沒變呢……\n順便回答妳答案是「不」。","0.2","10","0","1010809","1010809059"
"","","0","91","","","","","","1010809","1010809060"
"","","1","3","","dsb_idle_normal","","1","0.5","1010809","1010809061"
"","","2","3","","dsb_talk_normal_suprise1","","1","0.5","1010809","1010809062"
"","0","vo_dsb_1010809","21","","vo_dsb_9010","","0","","1010809","1010809063"
"0","1","2","11","1","咦～？\n醫生也一樣，還是很無情啊。\n不過，我也不會這樣就放棄的喔？","0.2","10","0","1010809","1010809064"
"","","0","91","","","","","","1010809","1010809065"
"","","2","3","","dsb_talk_sad2_blink","","1","0.3","1010809","1010809066"
"","0","vo_dsb_1010809","21","","vo_dsb_9011","","0","","1010809","1010809067"
"0","1","2","11","1","一切都是為了我的美麗……\n不論是誰\n都無法阻礙我實踐這條路的。","0.2","10","0","1010809","1010809068"
"","","0","91","","","","","","1010809","1010809069"
"","","2","3","","dsb_idle_sad_blink","","1","0.5","1010809","1010809070"
"","","1","3","","dsb_talk_joy3","","1","0.5","1010809","1010809071"
"","0","vo_dsb_1010809","21","","vo_dsb_9012","","0","","1010809","1010809072"
"0","1","1","11","1","呵呵呵……\n雪充滿自信這一點，\n我還滿欣賞的。","0.2","10","0","1010809","1010809073"
"","","0","91","","","","","","1010809","1010809074"
"","","1","3","","dsb_idle_normal","","1","0.5","1010809","1010809075"
"","","2","3","","dsb_talk_memory_talkjoy2","","1","0.5","1010809","1010809076"
"","0","vo_dsb_1010809","21","","vo_dsb_9013","","0","","1010809","1010809077"
"0","1","2","11","1","那就來當我的主治醫師嘛♪","0.2","10","0","1010809","1010809078"
"","","0","91","","","","","","1010809","1010809079"
"","","1","3","","dsb_talk_surprise1_shy","","1","0.5","1010809","1010809080"
"","0","vo_dsb_1010809","21","","vo_dsb_9014","","0","","1010809","1010809081"
"0","1","1","11","1","不──要♪","0.2","10","0","1010809","1010809082"
"","","0","91","","","","","","1010809","1010809083"
"0.5","dsb_idle_normal","1","3","1","dsb_smile2_mitsuki1","","0","0.5","1010809","1010809084"
"","","2","3","","dsb_talk_anger","","1","0.5","1010809","1010809085"
"","0","vo_dsb_1010809","21","","vo_dsb_9015","","0","","1010809","1010809086"
"0","1","2","11","1","真小氣～！","0.2","10","0","1010809","1010809087"
"","","0","91","","","","","","1010809","1010809088"
"","","0.3","93","","0","","","","1010809","1010809089"
"0","-60","1","1","-254","124631","dsb_top_misato_idle_normal","53","1.5","1015011","1015011001"
"","","124631","3","","dsb_top_misato_talk","","1","0.2","1015011","1015011002"
"","0","vo_dsb","21","","vo_dsb_0301","","0","","1015011","1015011003"
"-92","1","124631","11","0","好，泡溫泉時間到囉～♪好好泡個澡，讓體內整個都暖起來吧～","0.7","7","80","1015011","1015011004"
"","","0","91","","","","","","1015011","1015011005"
"","","124631","3","","dsb_top_misato_idle_normal","","1","0.2","1015011","1015011006"
"0","-60","1","1","-254","124631","dsb_top_misato_idle_normal","53","1.5","1015012","1015012001"
"","","124631","3","","dsb_top_misato_joy","","1","0.2","1015012","1015012002"
"","0","vo_dsb","21","","vo_dsb_0302","","0","","1015012","1015012003"
"-92","1","124631","11","0","我想成為一位優秀的老師，像溫泉一樣溫柔地包容大家～","0.7","6","80","1015012","1015012004"
"","","0","91","","","","","","1015012","1015012005"
"","","124631","3","","dsb_top_misato_idle_normal","","1","0.2","1015012","1015012006"
"0","-60","1","1","-254","124631","dsb_top_misato_idle_normal","53","1.5","1015013","1015013001"
"","","124631","3","","dsb_top_misato_wish","","1","0.2","1015013","1015013002"
"","0","vo_dsb","21","","vo_dsb_0303","","0","","1015013","1015013003"
"-92","1","124631","11","0","泡溫泉後喝牛奶不能喝太快喔～？手叉著腰細細品嘗吧。","0.7","6","80","1015013","1015013004"
"","","0","91","","","","","","1015013","1015013005"
"","","124631","3","","dsb_top_misato_idle_normal","","1","0.2","1015013","1015013006"
"0","-60","1","1","-254","124731","dsb_top_idle_normal","53","1.5","1051011","1051011001"
"","","124731","3","","dsb_top_mitsuki_talk","","1","0.2","1051011","1051011002"
"","0","vo_dsb","21","","vo_dsb_0201","","0","","1051011","1051011003"
"-92","1","124731","11","0","溫泉治療也是很棒的療法之一。這就像是……Dr.深月的診療室，溫泉熱氣篇呢。","0.5","7","80","1051011","1051011004"
"","","0","91","","","","","","1051011","1051011005"
"","","124731","3","","dsb_top_idle_normal","","1","0.2","1051011","1051011006"
"0","-60","1","1","-254","124731","dsb_top_idle_normal","53","1.5","1051012","1051012001"
"","","124731","3","","dsb_top_mitsuki_joy","","1","0.2","1051012","1051012002"
"","0","vo_dsb","21","","vo_dsb_0202","","0","","1051012","1051012003"
"-92","1","124731","11","0","我沒有不識相到會在溫泉旅館做實驗。不過……假如你想被實驗的話，我很樂意♪","0.5","6","80","1051012","1051012004"
"","","0","91","","","","","","1051012","1051012005"
"","","124731","3","","dsb_top_idle_normal","","1","0.2","1051012","1051012006"
"0","-60","1","1","-254","124731","dsb_top_idle_normal","53","1.5","1051013","1051013001"
"0.2","dsb_top_mitsuki_crossed_loop","124731","3","1","dsb_top_mitsuki_crossed","","1","0.2","1051013","1051013002"
"","0","vo_dsb","21","","vo_dsb_0203","","0","","1051013","1051013003"
"-92","1","124731","11","0","每座溫泉都是得意之作。我充分地……親身驗證過了。總覺得我都把自己泡漲了。","0.5","6","80","1051013","1051013004"
"","","0","91","","","","","","1051013","1051013005"
"","","124731","3","","dsb_top_idle_normal","","1","0.2","1051013","1051013006"
"0","-60","1","1","-254","124531","dsb_top_idle_normal","53","1.5","1067011","1067011001"
"","","124531","3","","dsb_top_homare_wish","","1","0.2","1067011","1067011002"
"","0","vo_dsb","21","","vo_dsb_0101","","0","","1067011","1067011003"
"-92","1","124531","11","0","好～今天也要好好款待客人一番～☆儘管交給美女小老闆娘吧♪","0.7","6","80","1067011","1067011004"
"","","0","91","","","","","","1067011","1067011005"
"","","124531","3","","dsb_top_idle_normal","","1","0.2","1067011","1067011006"
"0","-60","1","1","-254","124531","dsb_top_idle_normal","53","1.5","1067012","1067012001"
"","","124531","3","","dsb_top_homare_joy","","1","0.2","1067012","1067012002"
"","0","vo_dsb","21","","vo_dsb_0102","","0","","1067012","1067012003"
"-92","1","124531","11","0","我也來一起泡吧～我也想要一些畫溫泉篇時的資料。親身取材～☆","0.7","6","80","1067012","1067012004"
"","","0","91","","","","","","1067012","1067012005"
"","","124531","3","","dsb_top_idle_normal","","1","0.2","1067012","1067012006"
"0","-60","1","1","-254","124531","dsb_top_idle_normal","53","1.5","1067013","1067013001"
"","","124531","3","","dsb_top_homare_surprise","","1","0.2","1067013","1067013002"
"","0","vo_dsb","21","","vo_dsb_0103","","0","","1067013","1067013003"
"-92","1","124531","11","0","偶爾也要擺脫生死交易，洗滌一下生命呢～我來幫你……洗背好嗎？","1","6","80","1067013","1067013004"
"","","0","91","","","","","","1067013","1067013005"
"","","124531","3","","dsb_top_idle_normal","","1","0.2","1067013","1067013006"
