58fa188c9734cebcdabefa6638ccdadcb02f520d69d600afb359c125c358bb4b,920c1194004a1791469e3cb791dd9286c51f4a0c3a2d3145f50aa23f6c5bec2c,e3a45f5b476183dac64b3a6a43794174a66adaac27cc247dd25044bf50fd9447,8a71d748829710bb48dd43f00d23330bbf4121ea6d770b01170e1e214a349692,4e90e0a88fa0c50b81ce21af01f37c48db47a2009ff5d88d825d4774dac351de
"91002","72036004","8","30","20036007"
"22002","72036004","2","1","20036008"
"91002","72036005","8","30","20036009"
"22002","72036005","2","1","20036010"
"91002","72036006","8","30","20036011"
"22002","72036006","2","1","20036012"
"91002","72036007","8","30","20036013"
"22002","72036007","2","1","20036014"
"91002","72036008","8","30","20036015"
"22002","72036008","2","1","20036016"
"91002","72036009","8","30","20036017"
"22002","72036009","2","1","20036018"
"91002","72036010","8","30","20036019"
"22002","72036010","2","1","20036020"
"91002","72036011","8","30","20036021"
"22002","72036011","2","1","20036022"
"91002","72036012","8","30","20036023"
"22002","72036012","2","1","20036024"
"91002","72036013","8","30","20036025"
"22002","72036013","2","1","20036026"
"91002","72036014","8","30","20036027"
"22002","72036014","2","1","20036028"
"91002","72036015","8","200","20036029"
"22002","72036015","2","1","20036030"
"91002","72036016","8","60","20036031"
"22002","72036016","2","2","20036032"
"91002","72036017","8","60","20036033"
"22002","72036017","2","2","20036034"
"91002","72036018","8","60","20036035"
"22002","72036018","2","2","20036036"
"91002","72036019","8","60","20036037"
"22002","72036019","2","2","20036038"
"91002","72036020","8","300","20036039"
"22002","72036020","2","2","20036040"
"31032","72036021","2","5","20036041"
"31031","72036021","2","5","20036042"
"21900","72036022","2","1","20036043"
"31032","72036023","2","5","20036044"
"31031","72036023","2","5","20036045"
"31032","72036024","2","10","20036046"
"31031","72036024","2","10","20036047"
"91002","72037001","8","30","20037001"
"22002","72037001","2","1","20037002"
"91002","72037002","8","30","20037003"
"22002","72037002","2","1","20037004"
"91002","72037003","8","30","20037005"
"22002","72037003","2","1","20037006"
"91002","72037004","8","30","20037007"
"22002","72037004","2","1","20037008"
"91002","72037005","8","30","20037009"
"22002","72037005","2","1","20037010"
"91002","72037006","8","30","20037011"
"22002","72037006","2","1","20037012"
"91002","72037007","8","30","20037013"
"22002","72037007","2","1","20037014"
"91002","72037008","8","30","20037015"
"22002","72037008","2","1","20037016"
"91002","72037009","8","30","20037017"
"22002","72037009","2","1","20037018"
"91002","72037010","8","30","20037019"
"22002","72037010","2","1","20037020"
"91002","72037011","8","30","20037021"
"22002","72037011","2","1","20037022"
"91002","72037012","8","30","20037023"
"22002","72037012","2","1","20037024"
"91002","72037013","8","30","20037025"
"22002","72037013","2","1","20037026"
"91002","72037014","8","30","20037027"
"22002","72037014","2","1","20037028"
"91002","72037015","8","200","20037029"
"22002","72037015","2","1","20037030"
"91002","72037016","8","60","20037031"
"22002","72037016","2","2","20037032"
"91002","72037017","8","60","20037033"
"22002","72037017","2","2","20037034"
"91002","72037018","8","60","20037035"
"22002","72037018","2","2","20037036"
"91002","72037019","8","60","20037037"
"22002","72037019","2","2","20037038"
"91002","72037020","8","300","20037039"
"22002","72037020","2","2","20037040"
"31065","72037021","2","5","20037041"
"31015","72037021","2","5","20037042"
"21900","72037022","2","1","20037043"
"31065","72037023","2","5","20037044"
"31015","72037023","2","5","20037045"
"31065","72037024","2","10","20037046"
"31015","72037024","2","10","20037047"
"91002","72038001","8","30","20038001"
"22002","72038001","2","1","20038002"
"91002","72038002","8","30","20038003"
"22002","72038002","2","1","20038004"
"91002","72038003","8","30","20038005"
"22002","72038003","2","1","20038006"
"91002","72038004","8","30","20038007"
"22002","72038004","2","1","20038008"
"91002","72038005","8","30","20038009"
"22002","72038005","2","1","20038010"
"91002","72038006","8","30","20038011"
"22002","72038006","2","1","20038012"
"91002","72038007","8","30","20038013"
"22002","72038007","2","1","20038014"
"91002","72038008","8","30","20038015"
"22002","72038008","2","1","20038016"
"91002","72038009","8","30","20038017"
"22002","72038009","2","1","20038018"
"91002","72038010","8","30","20038019"
"22002","72038010","2","1","20038020"
"91002","72038011","8","30","20038021"
"22002","72038011","2","1","20038022"
"91002","72038012","8","30","20038023"
"22002","72038012","2","1","20038024"
"91002","72038013","8","30","20038025"
"22002","72038013","2","1","20038026"
"91002","72038014","8","30","20038027"
"22002","72038014","2","1","20038028"
"91002","72038015","8","200","20038029"
"22002","72038015","2","1","20038030"
"91002","72038016","8","60","20038031"
"22002","72038016","2","2","20038032"
"91002","72038017","8","60","20038033"
"22002","72038017","2","2","20038034"
"91002","72038018","8","60","20038035"
"22002","72038018","2","2","20038036"
"91002","72038019","8","60","20038037"
"22002","72038019","2","2","20038038"
"91002","72038020","8","300","20038039"
"22002","72038020","2","2","20038040"
"116801","72038021","1","1","20038041"
"21005","72038022","2","1","20038042"
"2809","72038023","7","1","20038043"
"31168","72038024","2","10","20038044"
"31040","72038024","2","10","20038045"
"31168","72038025","2","10","20038046"
"31040","72038025","2","10","20038047"
"91002","72039001","8","30","20039001"
"22002","72039001","2","1","20039002"
"91002","72039002","8","30","20039003"
"22002","72039002","2","1","20039004"
"91002","72039003","8","30","20039005"
"22002","72039003","2","1","20039006"
"91002","72039004","8","30","20039007"
"22002","72039004","2","1","20039008"
"91002","72039005","8","30","20039009"
"22002","72039005","2","1","20039010"
"91002","72039006","8","30","20039011"
"22002","72039006","2","1","20039012"
"91002","72039007","8","30","20039013"
"22002","72039007","2","1","20039014"
"91002","72039008","8","30","20039015"
"22002","72039008","2","1","20039016"
"91002","72039009","8","30","20039017"
"22002","72039009","2","1","20039018"
"91002","72039010","8","30","20039019"
"22002","72039010","2","1","20039020"
"91002","72039011","8","30","20039021"
"22002","72039011","2","1","20039022"
"91002","72039012","8","30","20039023"
"22002","72039012","2","1","20039024"
"91002","72039013","8","30","20039025"
"22002","72039013","2","1","20039026"
"91002","72039014","8","30","20039027"
"22002","72039014","2","1","20039028"
"91002","72039015","8","200","20039029"
"22002","72039015","2","1","20039030"
"91002","72039016","8","60","20039031"
"22002","72039016","2","2","20039032"
"91002","72039017","8","60","20039033"
"22002","72039017","2","2","20039034"
"91002","72039018","8","60","20039035"
"22002","72039018","2","2","20039036"
"91002","72039019","8","60","20039037"
"22002","72039019","2","2","20039038"
"91002","72039020","8","300","20039039"
"22002","72039020","2","2","20039040"
"31018","72039021","2","5","20039041"
"31050","72039021","2","5","20039042"
"21900","72039022","2","1","20039043"
"31018","72039023","2","5","20039044"
"31050","72039023","2","5","20039045"
"31018","72039024","2","10","20039046"
"31050","72039024","2","10","20039047"
"91002","72040001","8","30","20040001"
"22002","72040001","2","1","20040002"
"91002","72040002","8","30","20040003"
"22002","72040002","2","1","20040004"
"91002","72040003","8","30","20040005"
"22002","72040003","2","1","20040006"
"91002","72040004","8","30","20040007"
"22002","72040004","2","1","20040008"
"91002","72040005","8","30","20040009"
"22002","72040005","2","1","20040010"
"91002","72040006","8","30","20040011"
"22002","72040006","2","1","20040012"
"91002","72040007","8","30","20040013"
"22002","72040007","2","1","20040014"
"91002","72040008","8","30","20040015"
"22002","72040008","2","1","20040016"
"91002","72040009","8","30","20040017"
"22002","72040009","2","1","20040018"
"91002","72040010","8","30","20040019"
"22002","72040010","2","1","20040020"
"91002","72040011","8","30","20040021"
"22002","72040011","2","1","20040022"
"91002","72040012","8","30","20040023"
"22002","72040012","2","1","20040024"
"91002","72040013","8","30","20040025"
"22002","72040013","2","1","20040026"
"91002","72040014","8","30","20040027"
"22002","72040014","2","1","20040028"
"91002","72040015","8","200","20040029"
"22002","72040015","2","1","20040030"
"91002","72040016","8","60","20040031"
"22002","72040016","2","2","20040032"
"91002","72040017","8","60","20040033"
"22002","72040017","2","2","20040034"
"91002","72040018","8","60","20040035"
"22002","72040018","2","2","20040036"
"91002","72040019","8","60","20040037"
"22002","72040019","2","2","20040038"
"91002","72040020","8","300","20040039"
"22002","72040020","2","2","20040040"
"117401","72040021","1","1","20040041"
"21006","72040022","2","1","20040042"
"31174","72040023","2","10","20040043"
"31109","72040023","2","10","20040044"
"31174","72040024","2","10","20040045"
"31109","72040024","2","10","20040046"
"91002","72041001","8","30","20041001"
"22002","72041001","2","1","20041002"
"91002","72041002","8","30","20041003"
"22002","72041002","2","1","20041004"
"91002","72041003","8","30","20041005"
"22002","72041003","2","1","20041006"
"91002","72041004","8","30","20041007"
"22002","72041004","2","1","20041008"
"91002","72041005","8","30","20041009"
"22002","72041005","2","1","20041010"
"91002","72041006","8","30","20041011"
"22002","72041006","2","1","20041012"
"91002","72041007","8","30","20041013"
"22002","72041007","2","1","20041014"
"91002","72041008","8","30","20041015"
"22002","72041008","2","1","20041016"
"91002","72041009","8","30","20041017"
"22002","72041009","2","1","20041018"
"91002","72041010","8","30","20041019"
"22002","72041010","2","1","20041020"
"91002","72041011","8","30","20041021"
"22002","72041011","2","1","20041022"
"91002","72041012","8","30","20041023"
"22002","72041012","2","1","20041024"
"91002","72041013","8","30","20041025"
"22002","72041013","2","1","20041026"
"91002","72041014","8","30","20041027"
"22002","72041014","2","1","20041028"
"91002","72041015","8","200","20041029"
"22002","72041015","2","1","20041030"
"91002","72041016","8","60","20041031"
"22002","72041016","2","2","20041032"
"91002","72041017","8","60","20041033"
"22002","72041017","2","2","20041034"
"91002","72041018","8","60","20041035"
"22002","72041018","2","2","20041036"
"91002","72041019","8","60","20041037"
"22002","72041019","2","2","20041038"
"91002","72041020","8","300","20041039"
"22002","72041020","2","2","20041040"
"31096","72041021","2","5","20041041"
"31051","72041021","2","5","20041042"
"21900","72041022","2","1","20041043"
"31096","72041023","2","5","20041044"
"31051","72041023","2","5","20041045"
"31096","72041024","2","10","20041046"
"31051","72041024","2","10","20041047"
"91002","72042001","8","30","20042001"
"22002","72042001","2","1","20042002"
"91002","72042002","8","30","20042003"
"22002","72042002","2","1","20042004"
"91002","72042003","8","30","20042005"
"22002","72042003","2","1","20042006"
"91002","72042004","8","30","20042007"
"22002","72042004","2","1","20042008"
"91002","72042005","8","30","20042009"
"22002","72042005","2","1","20042010"
"91002","72042006","8","30","20042011"
"22002","72042006","2","1","20042012"
"91002","72042007","8","30","20042013"
"22002","72042007","2","1","20042014"
"91002","72042008","8","30","20042015"
"22002","72042008","2","1","20042016"
"91002","72042009","8","30","20042017"
"22002","72042009","2","1","20042018"
"91002","72042010","8","30","20042019"
"22002","72042010","2","1","20042020"
"91002","72042011","8","30","20042021"
"22002","72042011","2","1","20042022"
"91002","72042012","8","30","20042023"
"22002","72042012","2","1","20042024"
"91002","72042013","8","30","20042025"
"22002","72042013","2","1","20042026"
"91002","72042014","8","30","20042027"
"22002","72042014","2","1","20042028"
"91002","72042015","8","30","20042029"
"22002","72042015","2","1","20042030"
"50003","72042015","2","40","20042031"
"91002","72042016","8","60","20042032"
"22002","72042016","2","2","20042033"
"91002","72042017","8","60","20042034"
"22002","72042017","2","2","20042035"
"91002","72042018","8","60","20042036"
"22002","72042018","2","2","20042037"
"91002","72042019","8","60","20042038"
"22002","72042019","2","2","20042039"
"91002","72042020","8","60","20042040"
"22002","72042020","2","2","20042041"
"50003","72042020","2","40","20042042"
"117801","72042021","1","1","20042043"
"21007","72042022","2","1","20042044"
"31178","72042023","2","10","20042045"
"31047","72042023","2","10","20042046"
"31178","72042024","2","10","20042047"
"31047","72042024","2","10","20042048"
"91002","72043001","8","30","20043001"
"22002","72043001","2","1","20043002"
"91002","72043002","8","30","20043003"
"22002","72043002","2","1","20043004"
"91002","72043003","8","30","20043005"
"22002","72043003","2","1","20043006"
"91002","72043004","8","30","20043007"
"22002","72043004","2","1","20043008"
"91002","72043005","8","30","20043009"
"22002","72043005","2","1","20043010"
"91002","72043006","8","30","20043011"
"22002","72043006","2","1","20043012"
"91002","72043007","8","30","20043013"
"22002","72043007","2","1","20043014"
"91002","72043008","8","30","20043015"
"22002","72043008","2","1","20043016"
"91002","72043009","8","30","20043017"
"22002","72043009","2","1","20043018"
"91002","72043010","8","30","20043019"
"22002","72043010","2","1","20043020"
"91002","72043011","8","30","20043021"
"22002","72043011","2","1","20043022"
"91002","72043012","8","30","20043023"
"22002","72043012","2","1","20043024"
"91002","72043013","8","30","20043025"
"22002","72043013","2","1","20043026"
"91002","72043014","8","30","20043027"
"22002","72043014","2","1","20043028"
"91002","72043015","8","30","20043029"
"22002","72043015","2","1","20043030"
"50003","72043015","2","40","20043031"
"91002","72043016","8","60","20043032"
"22002","72043016","2","2","20043033"
"91002","72043017","8","60","20043034"
"22002","72043017","2","2","20043035"
"91002","72043018","8","60","20043036"
"22002","72043018","2","2","20043037"
"91002","72043019","8","60","20043038"
"22002","72043019","2","2","20043039"
"91002","72043020","8","60","20043040"
"22002","72043020","2","2","20043041"
"50003","72043020","2","40","20043042"
"31053","72043021","2","5","20043043"
"31055","72043021","2","5","20043044"
"21900","72043022","2","1","20043045"
"31053","72043023","2","5","20043046"
"31055","72043023","2","5","20043047"
"31053","72043024","2","10","20043048"
"31055","72043024","2","10","20043049"
"91002","72044001","8","30","20044001"
"22002","72044001","2","1","20044002"
"91002","72044002","8","30","20044003"
"22002","72044002","2","1","20044004"
"91002","72044003","8","30","20044005"
"22002","72044003","2","1","20044006"
"91002","72044004","8","30","20044007"
"22002","72044004","2","1","20044008"
"91002","72044005","8","30","20044009"
"22002","72044005","2","1","20044010"
"91002","72044006","8","30","20044011"
"22002","72044006","2","1","20044012"
"91002","72044007","8","30","20044013"
"22002","72044007","2","1","20044014"
"91002","72044008","8","30","20044015"
"22002","72044008","2","1","20044016"
"91002","72044009","8","30","20044017"
"22002","72044009","2","1","20044018"
"91002","72044010","8","30","20044019"
"22002","72044010","2","1","20044020"
"91002","72044011","8","30","20044021"
"22002","72044011","2","1","20044022"
"91002","72044012","8","30","20044023"
"22002","72044012","2","1","20044024"
"91002","72044013","8","30","20044025"
"22002","72044013","2","1","20044026"
"91002","72044014","8","30","20044027"
"22002","72044014","2","1","20044028"
"91002","72044015","8","30","20044029"
"22002","72044015","2","1","20044030"
"50003","72044015","2","40","20044031"
"91002","72044016","8","60","20044032"
"22002","72044016","2","2","20044033"
"91002","72044017","8","60","20044034"
"22002","72044017","2","2","20044035"
"91002","72044018","8","60","20044036"
"22002","72044018","2","2","20044037"
"91002","72044019","8","60","20044038"
"22002","72044019","2","2","20044039"
"91002","72044020","8","60","20044040"
"22002","72044020","2","2","20044041"
"50003","72044020","2","40","20044042"
"119201","72044021","1","1","20044043"
"21008","72044022","2","1","20044044"
"31192","72044023","2","10","20044045"
"31006","72044023","2","10","20044046"
"31192","72044024","2","10","20044047"
"31006","72044024","2","10","20044048"
"91002","72045001","8","30","20045001"
"22002","72045001","2","1","20045002"
"91002","72045002","8","30","20045003"
"22002","72045002","2","1","20045004"
"91002","72045003","8","30","20045005"
"22002","72045003","2","1","20045006"
"91002","72045004","8","30","20045007"
"22002","72045004","2","1","20045008"
"91002","72045005","8","30","20045009"
"22002","72045005","2","1","20045010"
"91002","72045006","8","30","20045011"
"22002","72045006","2","1","20045012"
"91002","72045007","8","30","20045013"
"22002","72045007","2","1","20045014"
"91002","72045008","8","30","20045015"
"22002","72045008","2","1","20045016"
"91002","72045009","8","30","20045017"
"22002","72045009","2","1","20045018"
"91002","72045010","8","30","20045019"
"22002","72045010","2","1","20045020"
"91002","72045011","8","30","20045021"
"22002","72045011","2","1","20045022"
"91002","72045012","8","30","20045023"
"22002","72045012","2","1","20045024"
"91002","72045013","8","30","20045025"
"22002","72045013","2","1","20045026"
"91002","72045014","8","30","20045027"
"22002","72045014","2","1","20045028"
"91002","72045015","8","30","20045029"
"22002","72045015","2","1","20045030"
"50003","72045015","2","40","20045031"
"91002","72045016","8","60","20045032"
"22002","72045016","2","2","20045033"
"91002","72045017","8","60","20045034"
"22002","72045017","2","2","20045035"
"91002","72045018","8","60","20045036"
"22002","72045018","2","2","20045037"
"91002","72045019","8","60","20045038"
"22002","72045019","2","2","20045039"
"91002","72045020","8","60","20045040"
"22002","72045020","2","2","20045041"
"50003","72045020","2","40","20045042"
"120801","72045021","1","1","20045043"
"21009","72045022","2","1","20045044"
"31208","72045023","2","10","20045045"
"31044","72045023","2","10","20045046"
"31208","72045024","2","10","20045047"
"31044","72045024","2","10","20045048"
"91002","72046001","8","30","20046001"
"22002","72046001","2","1","20046002"
"91002","72046002","8","30","20046003"
"22002","72046002","2","1","20046004"
"91002","72046003","8","30","20046005"
"22002","72046003","2","1","20046006"
"91002","72046004","8","30","20046007"
"22002","72046004","2","1","20046008"
"91002","72046005","8","30","20046009"
"22002","72046005","2","1","20046010"
"91002","72046006","8","30","20046011"
"22002","72046006","2","1","20046012"
"91002","72046007","8","30","20046013"
"22002","72046007","2","1","20046014"
"91002","72046008","8","30","20046015"
"22002","72046008","2","1","20046016"
"91002","72046009","8","30","20046017"
"22002","72046009","2","1","20046018"
"91002","72046010","8","30","20046019"
"22002","72046010","2","1","20046020"
"91002","72046011","8","30","20046021"
"22002","72046011","2","1","20046022"
"91002","72046012","8","30","20046023"
"22002","72046012","2","1","20046024"
"91002","72046013","8","30","20046025"
"22002","72046013","2","1","20046026"
"91002","72046014","8","30","20046027"
"22002","72046014","2","1","20046028"
"91002","72046015","8","30","20046029"
"22002","72046015","2","1","20046030"
"50003","72046015","2","40","20046031"
"91002","72046016","8","60","20046032"
"22002","72046016","2","2","20046033"
"91002","72046017","8","60","20046034"
"22002","72046017","2","2","20046035"
"91002","72046018","8","60","20046036"
"22002","72046018","2","2","20046037"
"91002","72046019","8","60","20046038"
"22002","72046019","2","2","20046039"
"91002","72046020","8","60","20046040"
"22002","72046020","2","2","20046041"
"50003","72046020","2","40","20046042"
"31059","72046021","2","5","20046043"
"31060","72046021","2","5","20046044"
"21901","72046022","2","1","20046045"
"31059","72046023","2","5","20046046"
"31060","72046023","2","5","20046047"
"31059","72046024","2","10","20046048"
"31060","72046024","2","10","20046049"
"91002","72047001","8","30","20047001"
"22002","72047001","2","1","20047002"
"91002","72047002","8","30","20047003"
"22002","72047002","2","1","20047004"
"91002","72047003","8","30","20047005"
"22002","72047003","2","1","20047006"
"91002","72047004","8","30","20047007"
"22002","72047004","2","1","20047008"
"91002","72047005","8","30","20047009"
"22002","72047005","2","1","20047010"
"91002","72047006","8","30","20047011"
"22002","72047006","2","1","20047012"
"91002","72047007","8","30","20047013"
"22002","72047007","2","1","20047014"
"91002","72047008","8","30","20047015"
"22002","72047008","2","1","20047016"
"91002","72047009","8","30","20047017"
"22002","72047009","2","1","20047018"
"91002","72047010","8","30","20047019"
"22002","72047010","2","1","20047020"
"91002","72047011","8","30","20047021"
"22002","72047011","2","1","20047022"
"91002","72047012","8","30","20047023"
"22002","72047012","2","1","20047024"
"91002","72047013","8","30","20047025"
"22002","72047013","2","1","20047026"
"91002","72047014","8","30","20047027"
"22002","72047014","2","1","20047028"
"91002","72047015","8","30","20047029"
"22002","72047015","2","1","20047030"
"50003","72047015","2","40","20047031"
"91002","72047016","8","60","20047032"
"22002","72047016","2","2","20047033"
"91002","72047017","8","60","20047034"
"22002","72047017","2","2","20047035"
"91002","72047018","8","60","20047036"
"22002","72047018","2","2","20047037"
"91002","72047019","8","60","20047038"
"22002","72047019","2","2","20047039"
"91002","72047020","8","60","20047040"
"22002","72047020","2","2","20047041"
"50003","72047020","2","40","20047042"
"121201","72047021","1","1","20047043"
"21010","72047022","2","1","20047044"
"31212","72047023","2","10","20047045"
"31058","72047023","2","10","20047046"
"31212","72047024","2","10","20047047"
"31058","72047024","2","10","20047048"
"91002","72048001","8","30","20048001"
"22002","72048001","2","1","20048002"
"91002","72048002","8","30","20048003"
"22002","72048002","2","1","20048004"
"91002","72048003","8","30","20048005"
"22002","72048003","2","1","20048006"
"91002","72048004","8","30","20048007"
"22002","72048004","2","1","20048008"
"91002","72048005","8","30","20048009"
"22002","72048005","2","1","20048010"
"91002","72048006","8","30","20048011"
"22002","72048006","2","1","20048012"
"91002","72048007","8","30","20048013"
"22002","72048007","2","1","20048014"
"91002","72048008","8","30","20048015"
"22002","72048008","2","1","20048016"
"91002","72048009","8","30","20048017"
"22002","72048009","2","1","20048018"
"91002","72048010","8","30","20048019"
"22002","72048010","2","1","20048020"
"91002","72048011","8","30","20048021"
"22002","72048011","2","1","20048022"
"91002","72048012","8","30","20048023"
"22002","72048012","2","1","20048024"
"91002","72048013","8","30","20048025"
"22002","72048013","2","1","20048026"
"91002","72048014","8","30","20048027"
"22002","72048014","2","1","20048028"
"91002","72048015","8","30","20048029"
"22002","72048015","2","1","20048030"
"50003","72048015","2","40","20048031"
"91002","72048016","8","60","20048032"
"22002","72048016","2","2","20048033"
"91002","72048017","8","60","20048034"
"22002","72048017","2","2","20048035"
"91002","72048018","8","60","20048036"
"22002","72048018","2","2","20048037"
"91002","72048019","8","60","20048038"
"22002","72048019","2","2","20048039"
"91002","72048020","8","60","20048040"
"22002","72048020","2","2","20048041"
"50003","72048020","2","40","20048042"
"31128","72048021","2","5","20048043"
"31026","72048021","2","5","20048044"
"21901","72048022","2","1","20048045"
"2818","72048023","7","1","20048046"
"31128","72048024","2","5","20048047"
"31026","72048024","2","5","20048048"
"31128","72048025","2","10","20048049"
"31026","72048025","2","10","20048050"
"91002","72049001","8","30","20049001"
"22002","72049001","2","1","20049002"
"91002","72049002","8","30","20049003"
"22002","72049002","2","1","20049004"
"91002","72049003","8","30","20049005"
"22002","72049003","2","1","20049006"
"91002","72049004","8","30","20049007"
"22002","72049004","2","1","20049008"
"91002","72049005","8","30","20049009"
"22002","72049005","2","1","20049010"
"91002","72049006","8","30","20049011"
"22002","72049006","2","1","20049012"
"91002","72049007","8","30","20049013"
"22002","72049007","2","1","20049014"
"91002","72049008","8","30","20049015"
"22002","72049008","2","1","20049016"
"91002","72049009","8","30","20049017"
"22002","72049009","2","1","20049018"
"91002","72049010","8","30","20049019"
"22002","72049010","2","1","20049020"
"91002","72049011","8","30","20049021"
"22002","72049011","2","1","20049022"
"91002","72049012","8","30","20049023"
"22002","72049012","2","1","20049024"
"91002","72049013","8","30","20049025"
"22002","72049013","2","1","20049026"
"91002","72049014","8","30","20049027"
"22002","72049014","2","1","20049028"
"91002","72049015","8","30","20049029"
"22002","72049015","2","1","20049030"
"50003","72049015","2","40","20049031"
"91002","72049016","8","60","20049032"
"22002","72049016","2","2","20049033"
"91002","72049017","8","60","20049034"
"22002","72049017","2","2","20049035"
"91002","72049018","8","60","20049036"
"22002","72049018","2","2","20049037"
"91002","72049019","8","60","20049038"
"22002","72049019","2","2","20049039"
"91002","72049020","8","60","20049040"
"22002","72049020","2","2","20049041"
"50003","72049020","2","40","20049042"
"31065","72049021","2","5","20049043"
"31046","72049021","2","5","20049044"
"21901","72049022","2","1","20049045"
"31065","72049024","2","5","20049047"
"31046","72049024","2","5","20049048"
"31065","72049025","2","10","20049049"
"31046","72049025","2","10","20049050"
"91002","72050001","8","30","20050001"
"22002","72050001","2","1","20050002"
"91002","72050002","8","30","20050003"
"22002","72050002","2","1","20050004"
"91002","72050003","8","30","20050005"
"22002","72050003","2","1","20050006"
"91002","72050004","8","30","20050007"
"22002","72050004","2","1","20050008"
"91002","72050005","8","30","20050009"
"22002","72050005","2","1","20050010"
"91002","72050006","8","30","20050011"
"22002","72050006","2","1","20050012"
"91002","72050007","8","30","20050013"
"22002","72050007","2","1","20050014"
"91002","72050008","8","30","20050015"
"22002","72050008","2","1","20050016"
"91002","72050009","8","30","20050017"
"22002","72050009","2","1","20050018"
"91002","72050010","8","30","20050019"
"22002","72050010","2","1","20050020"
"91002","72050011","8","30","20050021"
"22002","72050011","2","1","20050022"
"91002","72050012","8","30","20050023"
"22002","72050012","2","1","20050024"
"91002","72050013","8","30","20050025"
"22002","72050013","2","1","20050026"
"91002","72050014","8","30","20050027"
"22002","72050014","2","1","20050028"
"91002","72050015","8","30","20050029"
"22002","72050015","2","1","20050030"
"50003","72050015","2","40","20050031"
"91002","72050016","8","60","20050032"
"22002","72050016","2","2","20050033"
"91002","72050017","8","60","20050034"
"22002","72050017","2","2","20050035"
"91002","72050018","8","60","20050036"
"22002","72050018","2","2","20050037"
"91002","72050019","8","60","20050038"
"22002","72050019","2","2","20050039"
"91002","72050020","8","60","20050040"
"22002","72050020","2","2","20050041"
"50003","72050020","2","40","20050042"
"31014","72050021","2","5","20050043"
"31031","72050021","2","5","20050044"
"21901","72050022","2","1","20050045"
"21901","72050023","2","1","20050046"
"31014","72050024","2","5","20050047"
"31031","72050024","2","5","20050048"
"31014","72050025","2","10","20050049"
"31031","72050025","2","10","20050050"
"91002","72051001","8","30","20051001"
"22002","72051001","2","1","20051002"
"91002","72051002","8","30","20051003"
"22002","72051002","2","1","20051004"
"91002","72051003","8","30","20051005"
"22002","72051003","2","1","20051006"
"91002","72051004","8","30","20051007"
"22002","72051004","2","1","20051008"
"91002","72051005","8","30","20051009"
"22002","72051005","2","1","20051010"
"91002","72051006","8","30","20051011"
"22002","72051006","2","1","20051012"
"91002","72051007","8","30","20051013"
"22002","72051007","2","1","20051014"
"91002","72051008","8","30","20051015"
"22002","72051008","2","1","20051016"
"91002","72051009","8","30","20051017"
"22002","72051009","2","1","20051018"
"91002","72051010","8","30","20051019"
"22002","72051010","2","1","20051020"
"91002","72051011","8","30","20051021"
"22002","72051011","2","1","20051022"
"91002","72051012","8","30","20051023"
"22002","72051012","2","1","20051024"
"91002","72051013","8","30","20051025"
"22002","72051013","2","1","20051026"
"91002","72051014","8","30","20051027"
"22002","72051014","2","1","20051028"
"91002","72051015","8","30","20051029"
"22002","72051015","2","1","20051030"
"50003","72051015","2","40","20051031"
"91002","72051016","8","60","20051032"
"22002","72051016","2","2","20051033"
"91002","72051017","8","60","20051034"
"22002","72051017","2","2","20051035"
"91002","72051018","8","60","20051036"
"22002","72051018","2","2","20051037"
"91002","72051019","8","60","20051038"
"22002","72051019","2","2","20051039"
"91002","72051020","8","60","20051040"
"22002","72051020","2","2","20051041"
"50003","72051020","2","40","20051042"
"122101","72051021","1","1","20051043"
"21011","72051022","2","1","20051044"
"31221","72051023","2","10","20051045"
"31034","72051023","2","10","20051046"
"2100941","72051024","19","1","20051047"
"31221","72051025","2","10","20051048"
"31034","72051025","2","10","20051049"
"91002","72052001","8","30","20052001"
"22002","72052001","2","1","20052002"
"91002","72052002","8","30","20052003"
"22002","72052002","2","1","20052004"
"91002","72052003","8","30","20052005"
"22002","72052003","2","1","20052006"
"91002","72052004","8","30","20052007"
"22002","72052004","2","1","20052008"
"91002","72052005","8","30","20052009"
"22002","72052005","2","1","20052010"
"91002","72052006","8","30","20052011"
"22002","72052006","2","1","20052012"
"91002","72052007","8","30","20052013"
"22002","72052007","2","1","20052014"
"91002","72052008","8","30","20052015"
"22002","72052008","2","1","20052016"
"91002","72052009","8","30","20052017"
"22002","72052009","2","1","20052018"
"91002","72052010","8","30","20052019"
"22002","72052010","2","1","20052020"
"91002","72052011","8","30","20052021"
"22002","72052011","2","1","20052022"
"91002","72052012","8","30","20052023"
"22002","72052012","2","1","20052024"
"91002","72052013","8","30","20052025"
"22002","72052013","2","1","20052026"
"91002","72052014","8","30","20052027"
"22002","72052014","2","1","20052028"
"91002","72052015","8","30","20052029"
"22002","72052015","2","1","20052030"
"50003","72052015","2","40","20052031"
"91002","72052016","8","60","20052032"
"22002","72052016","2","2","20052033"
"91002","72052017","8","60","20052034"
"22002","72052017","2","2","20052035"
"91002","72052018","8","60","20052036"
"22002","72052018","2","2","20052037"
"91002","72052019","8","60","20052038"
"22002","72052019","2","2","20052039"
"91002","72052020","8","60","20052040"
"22002","72052020","2","2","20052041"
"50003","72052020","2","40","20052042"
"122401","72052021","1","1","20052043"
"21012","72052022","2","1","20052044"
"31224","72052023","2","10","20052045"
"31002","72052023","2","10","20052046"
"2100961","72052024","19","1","20052047"
"31224","72052025","2","10","20052048"
