44c0b63099fcd28852d45071bb2982acd62b76468c9569befc06763014ff6db0,d84f16b5ef7de6e0b6aa45bf4960cf6dca39af840ad17243ed9df439988b93f6,cf75f7dfb4e46758aef77eded55e00e30b018c4dd337a1137c6aea6f97f4c789,8a2bdbe2c126c6e69557d711ecf064e988eca730e1da6847505fdccdcc61ad05,8d7b8e0b1afc227cbe5eea8ada693615fbcf87e941a994c5fa0dec1dd6d0bfdf,2fc8d1b0d06ac93c7f344850678d9561af37ce5c6f070a3fa0f2ecc7f22b489f,4cade478e0045e1beb4b057bb8e8b9cea43c71ab81e1d5941cd74da606f70c25,212f265688a018d9391daac997431da724eaca2b04f8468dbac6414dafab8900
"730000043","730049011","100","732804901","730049014","0","730049012","730049015"
"730000044","730049021","100","732804902","730049022","730049023","730049024","730049025"
"730000045","730049034","100","732804903","730049031","730049033","730049035","730049032"
"730000046","730050014","100","732905001","730050011","0","730050012","730050015"
"730000047","730050024","100","732905002","730050021","730050023","730050022","730050025"
"730000048","730050031","100","732905003","730050034","730050035","730050032","730050033"
"730000049","730051011","100","733005101","730051014","0","730051012","730051015"
"730000050","730051021","100","733005102","730051024","730051025","730051022","730051023"
"730000051","730051031","100","733005103","730051034","730051033","730051032","730051035"
"730000052","730052014","100","733105201","730052011","0","730052015","730052012"
"730000053","730052024","100","733105202","730052021","730052023","730052022","730052025"
"730000054","730052031","100","733105203","730052034","730052033","730052032","730052035"
"730000055","730053014","100","733205301","730053011","0","730053012","730053015"
"730000056","730053024","100","733205302","730053021","730053023","730053022","730053025"
"730000057","730053031","100","733205303","730053032","730053033","730053034","730053035"
"730000058","730054014","100","733305401","730054011","0","730054012","730054015"
"730000059","730054024","100","733305402","730054021","730054023","730054022","730054025"
"730000060","730054031","100","733305403","730054034","730054033","730054032","730054035"
"730000061","730055011","100","733405501","730055014","0","730055015","730055012"
"730000062","730055021","100","733405502","730055024","730055023","730055022","730055025"
"730000063","730055034","100","733405503","730055031","730055035","730055032","730055033"
"730000064","730056014","100","733505601","730056011","0","730056012","730056015"
"730000065","730056024","100","733505602","730056021","730056025","730056022","730056023"
"730000066","730056034","100","733505603","730056031","730056035","730056032","730056033"
"730000067","730057011","100","733605701","730057014","0","730057015","730057012"
"730000068","730057021","100","733605702","730057022","730057023","730057024","730057025"
"730000069","730057034","100","733605703","730057031","730057033","730057032","730057035"
"730000070","730058011","100","733705801","730058012","0","730058014","730058015"
"730000071","730058024","100","733705802","730058021","730058023","730058022","730058025"
"730000072","730058034","100","733705803","730058031","730058033","730058035","730058032"
"730000073","730059014","100","733805901","730059011","0","730059012","730059015"
"730000074","730059024","100","733805902","730059021","730059025","730059022","730059023"
"730000075","730059031","100","733805903","730059032","730059035","730059034","730059033"
"730000076","730060011","100","733906001","730060014","0","730060015","730060012"
"730000077","730060024","100","733906002","730060021","730060025","730060022","730060023"
"730000078","730060034","100","733906003","730060031","730060035","730060032","730060033"
"730000079","730061014","100","734006101","730061011","0","730061012","730061015"
"730000080","730061021","100","734006102","730061024","730061023","730061022","730061025"
"730000081","730061031","100","734006103","730061034","730061035","730061032","730061033"
"730000082","730062014","100","734106201","730062011","0","730062015","730062012"
"730000083","730062021","100","734106202","730062024","730062023","730062022","730062025"
"730000084","730062031","100","734106203","730062034","730062033","730062015","730062032"
"730000085","730063011","100","734206301","730063014","0","730063015","730063012"
"730000086","730063021","100","734206302","730063024","730063023","730063022","730063025"
"730000087","730063034","100","734206303","730063031","730063035","730063032","730063033"
"730000088","730064011","100","734306401","730064012","0","730064014","730064015"
"730000089","730064024","100","734306402","730064021","730064023","730064022","730064025"
"730000090","730064034","100","734306403","730064031","730064035","730064032","730064033"
"730000091","730065014","100","734406501","730065011","0","730065012","730065015"
"730000092","730065021","100","734406502","730065024","730065023","730065022","730065025"
"730000093","730065031","100","734406503","730065034","730065033","730065035","730065032"
"730000094","730066014","100","734506601","730066015","0","730066011","730066012"
"730000095","730066021","100","734506602","730066024","730066025","730066022","730066023"
"730000096","730066034","100","734506603","730066031","730066033","730066035","730066032"
"730000097","730067014","100","734606701","730067011","0","730067012","730067015"
"730000098","730067024","100","734606702","730067021","730067025","730067022","730067023"
"730000099","730067034","100","734606703","730067031","730067033","730067032","730067035"
"730000100","730068014","100","734706801","730068011","0","730068015","730068012"
"730000101","730068024","100","734706802","730068021","730068025","730068022","730068023"
"730000102","730068034","100","734706803","730068031","730068035","730068032","730068033"
"730000103","730069011","100","734806901","730069014","0","730069012","730069015"
"730000104","730069024","100","734806902","730069021","730069025","730069022","730069023"
"730000105","730069034","100","734806903","730069031","730069035","730069032","730069033"
"730000106","730070011","100","734907001","730070014","0","730070012","730070015"
"730000107","730070021","100","734907002","730070024","730070025","730070022","730070023"
"730000108","730070031","100","734907003","730070032","730070035","730070034","730070033"
"730000109","730071014","100","735007101","730071011","0","730071012","730071015"
"730000110","730071021","100","735007102","730071022","730071025","730071024","730071023"
"730000111","730071034","100","735007103","730071031","730071033","730071035","730071032"
"730000112","730072011","100","735107201","730072014","0","730072012","730072015"
"730000113","730072021","100","735107202","730072022","730072025","730072024","730072023"
"730000114","730072031","100","735107203","730072034","730072033","730072035","730072032"
"730000115","730073014","100","735207301","730073011","0","730073012","730073015"
"730000116","730073024","100","735207302","730073021","730073025","730073022","730073023"
"730000117","730073031","100","735207303","730073032","730073035","730073034","730073033"
"730000118","730074014","100","735307401","730074011","0","730074012","730074015"
"730000119","730074024","100","735307402","730074021","730074023","730074022","730074025"
"730000120","730074031","100","735307403","730074032","730074033","730074034","730074035"
"730000121","730075014","100","735407501","730075011","0","730075012","730075015"
"730000122","730075024","100","735407502","730075025","730075023","730075021","730075022"
"730000123","730075031","100","735407503","730075034","730075033","730075035","730075032"
