b0cd4096fdeaa7bef2009b32d98b691dd63645abc2c4003ce4fcedb77be0fd92,d5ecfa1cef5a2e918870a7dd03de1b90ec1dda1aaa25623bd20d7089ef175401,2231890bd03941c77dfa992251ef7c82ca8424d413dac475791fa6d7b465a858,be8b748252c0ff839bd4c449f82ee3f974444150602143bc1a6d6a0bf5334748,bb40b0ba54d894b592cd7e56dbaa0a6767906d4f2755f280d239c7e8d4468861,d992359c11bb078e84bcd2ae4cc815670436b926abce6b26fc7ff7c75b806e55,9f3f1c78b281d0200dc60645e30720371bab3d276f637cd6a93a3f751a514c8c,fa337bc1e452a310e1314654680e230528e8e87cb3704584925a569142a371c3,ee4a959b431a86688f0d60919f830f39cbf279bb3699220b0cfe56a721df5a60,409ca9b948c6ae35824a1f79f7e0e7b8718c3041150f28cdc0dd5adc5d09029f
"20寸","15寸","1","2530032","0","0","0","0","5寸","10寸"
"香蕉","香菸","1","2530033","0","0","0","0","巴西堅果","蘋果"
"紀錄味道","辨識牙膏顏色","1","2530034","0","0","0","0","條碼器","電眼定位點"
"Oval Cut","Marquise Cut","1","2530035","0","0","0","0","Brilliant Cut","Trilliant Cut"
"白一色","黑一色","1","2530036","0","0","0","0","紅一色","綠一色"
"雁","敷","1","2530037","0","0","0","0","樑","檔"
"蛋白石","坦尚石","1","2530039","0","0","0","0","綠寶石","鑽石"
"五星","五花","1","2530041","0","0","0","0","五全","五光"
"牙齦炎","口腔潰瘍","1","2530042","0","0","0","0","齒槽膿漏","蛀牙"
"5","8","1","2530043","0","0","0","0","6","7"
"己運","草書","1","2530044","0","0","0","0","臨書","自由書寫"
"布袋戲","泡沫舞","1","2530046","0","0","0","0","皮影戲","能劇"
"amp","pmp","1","2530047","0","0","0","0","ppp","ppm"
"主機板","CPU","1","2530048","0","0","0","0","晶片","晶圓"
"C5","C2","1","2530049","0","0","0","0","C3","C4"
"99","77","1","2530050","0","0","0","0","66","88"
"88","56","1","2530052","0","0","0","0","36","52"
"女低音","男中高音","1","2530053","0","0","0","0","女中音","男中音"
"吸引異性","貴族攀比","1","2530054","0","0","0","0","可以食用","黑死病"
"Goin","Throw-in","1","2530056","0","0","0","0","Chip-in","Tuck-in"
"水","醬汁","1","2530058","0","0","0","0","血","肌紅蛋白"
"含羞草密碼","凱爾密碼","1","2530059","0","0","0","0","亞歷山大密碼","凱撒密碼"
"棉絨","珊瑚絨","1","2530060","0","0","0","0","法蘭絨","天鵝絨"
"高跟鞋","厚底鞋","1","2530061","0","0","0","0","粗跟鞋","楔形鞋"
"哥布林王者","復活的白色島鯨","1","2531001","0","0","0","0","雷雷","海將海馬司令"
"雷雷","太陽公公","1","2531002","0","0","0","0","富豪魔像","大王猩猩"
"鑽頭鼴鼠","雷雲長老","1","2531003","0","0","0","0","大王花曼德拉草","鼠妖"
"33","44","1","2531004","0","0","0","0","77","66"
"壓克力立牌","鑰匙圈","1","2531005","0","0","0","0","包包","馬克杯"
"Hit & Catch","Fly Ball","1","2610002","0","0","0","0","Jungle","Fungo"
"撐竿跳河比賽","壁網球","1","2610003","0","0","0","0","芬式棒球","板球"
"捕手","裁判","1","2610004","0","0","0","0","保全","球僮"
"內野手","裁判","1","2610005","0","0","0","0","球場警衛","場務"
"gulp","鉗子","1","2610007","0","0","0","0","沒中","中"
"魚戳","魚印","1","2610008","0","0","0","0","魚紙","魚拓"
"麻雀","烏鴉","1","2610009","0","0","0","0","燕子","鴿子"
"黃金全壘打","超級全壘打","1","2610010","0","0","0","0","完美全壘打","滿貫全壘打"
"倒數10秒","倒數７秒","1","2610012","0","0","0","0","倒數５秒","倒數３秒"
"笛子","拍子木","1","2610013","0","0","0","0","扇子","軍配團扇"
"３人","５人","1","2610015","0","0","0","0","９人","11人"
"Bingo","Punch","1","2610016","0","0","0","0","Hit","Out"
"攔網","觸網","1","2610017","0","0","0","0","落地擊球","空中擊球"
"３人","９人","1","2610018","0","0","0","0","11人","５人"
"停球","中場","1","2610019","0","0","0","0","休息時間","暫停"
"蹴鞠","橄欖球","1","2610021","0","0","0","0","美式足球","足球"
"有舵雪橇","冰上曲棍球","1","2610023","0","0","0","0","花式滑冰","冰壺"
"籃球","足球","1","2610025","0","0","0","0","橄欖球","美式足球"
"立體格子鐵架","蹺蹺板","1","2610027","0","0","0","0","鞦韆","單槓"
"４次","５次","1","2610029","0","0","0","0","２次","３次"
"業餘摔跤","拳擊","1","2610030","0","0","0","0","劍道","柔道"
"建築物","水壩","1","2610032","0","0","0","0","橋","過山洞"
"相撲比較奇怪","兩者實力相近","1","2610033","0","0","0","0","參加比賽","在比賽中落敗"
"籃球","足球","1","2610034","0","0","0","0","高爾夫","棒球"
"Apron Time","Tablecloth Time","1","2610035","0","0","0","0","Aluminum Time","Lap Time"
"第一名","第四名","1","2610036","0","0","0","0","第二名","第三名"
"蛙泳","捷泳","1","2610037","0","0","0","0","蝶式","仰泳"
"排球","籃球","1","2610039","0","0","0","0","足球","高爾夫"
"三壘手","二壘手","1","2610040","0","0","0","0","一壘手","本壘手"
"球瓶區","滾球道","1","2610041","0","0","0","0","滑道","球溝"
"冰鉤","冰爪","1","2610042","0","0","0","0","冰刀","冰斧"
"外野手","內野手","1","2610043","0","0","0","0","投手","捕手"
"球棒","球棍","1","2610044","0","0","0","0","球竿","球桿"
"以上皆非","完成","1","2610046","0","0","0","0","抵達","達陣"
"Service Ball","Service Attack","1","2610047","0","0","0","0","Ad Court","Ace"
"頭擊","小手","1","2610048","0","0","0","0","胴","面"
"背帶","毛巾","1","2610050","0","0","0","0","木棍","金屬圓棒"
"５分","４分","1","2610051","0","0","0","0","３分","２分"
"15公分","8公分","1","2610052","0","0","0","0","12公分","16公分"
"褐色","藍色","1","2610053","0","0","0","0","紅色","綠色"
"角球","紅牌","1","2610054","0","0","0","0","越位","比賽結束"
"阻擋","進攻","1","2610055","0","0","0","0","攔網","接球"
"網球","桌球","1","2610057","0","0","0","0","籃球","棒球"
"零次運球","三次運球","1","2610058","0","0","0","0","一次運球","二次運球"
"足球","籃球","1","2610059","0","0","0","0","壘球","橄欖球"
"優衣（新年）","珠希（工作服）","1","2611001","0","0","0","0","莉瑪（灰姑娘）","紡希（夏日）"
"空花（黑暗）","霞（魔法少女）","1","2611002","0","0","0","0","伊緒（黑暗）","栞（魔法少女）"
"毅力","體力","1","2611003","0","0","0","0","速度","力量"
"厄勒克特拉夫人","反逆獸","1","2611004","0","0","0","0","角鹿將軍","暴君長老"
"EX 技能","定位","1","2611005","0","0","0","0","技能1","必殺技"
"４支","２支","1","2620002","0","0","0","0","１支","３支"
"超級滑雪競賽","超級滑降","1","2620003","0","0","0","0","特別跳躍","超大曲道"
"黏黏的","刺刺的","1","2620005","0","0","0","0","光滑","凹凸不平"
"４球","６球","1","2620006","0","0","0","0","７球","５球"
"桌球","飛鏢","1","2620007","0","0","0","0","撞球","保齡球"
"踩投手板後假裝投球卻未投","踩投手板後傳球給沒有跑壘員的壘包守備員","1","2620008","0","0","0","0","未正面朝向擊球員投球","未踩投手板而做假傳"
"飛魚式","三步式","1","2620010","0","0","0","0","仰式","背越式"
"60秒","５秒","1","2620011","0","0","0","0","10秒","20秒"
"蝶泳","仰泳","1","2620012","0","0","0","0","蛙泳","自由式"
"355公分","255公分","1","2620013","0","0","0","0","205公分","305公分"
"６片","３片","1","2620014","0","0","0","0","２片","４片"
"６個","７個","1","2620015","0","0","0","0","10個","８個"
"側翼","滑切球","1","2620016","0","0","0","0","自由球員","中場"
"45分鐘","30分鐘","1","2620017","0","0","0","0","15分鐘","20分鐘"
"手背","小指","1","2620018","0","0","0","0","拇指","手掌心"
"鮪魚折","鮭魚折","1","2620022","0","0","0","0","鰺魚折","鯖魚折"
"９戰５勝制","５戰３勝制","1","2620024","0","0","0","0","３戰２勝制","７戰４勝制"
"槌球","曲棍球","1","2620025","0","0","0","0","保齡球","冰壺"
"外野手有三人","四壞球則保送擊球員","1","2620026","0","0","0","0","正式比賽為九局，同分時得延長","內野手有三人"
"代跑","牽制","1","2620028","0","0","0","0","觸身球","盜壘"
"捕手","1號打者","1","2620029","0","0","0","0","4號打者","先發投手"
"23次","22次","1","2620030","0","0","0","0","20次","21次"
"板球","袋棍球","1","2620031","0","0","0","0","馬球","冰上曲棍球"
"２分","５分","1","2620032","0","0","0","0","３分","４分"
"雙柏忌","柏忌","1","2620033","0","0","0","0","小鳥","老鷹"
"打水","拍水","1","2620034","0","0","0","0","撥水","划水"
"６分","８分","1","2620035","0","0","0","0","12分","９分"
"110個","50個","1","2620036","0","0","0","0","30個","10個"
"２個","１個","1","2620038","0","0","0","0","０個","無法確定"
"肩撞","露肩膀","1","2620040","0","0","0","0","搥肩","過肩摔"
"變臉席","犯規席","1","2620041","0","0","0","0","傷害席","受罰席"
"鬥牛士","桑搏","1","2620042","0","0","0","0","鬥牛","牛仔競技"
"抄截","盜球","1","2620044","0","0","0","0","投影幕","反彈"
"打球","帶球","1","2620045","0","0","0","0","藏球","開球"
"剩瓶","二局","1","2620046","0","0","0","0","二瓶","殘瓶"
"跳高","三級跳遠","1","2620048","0","0","0","0","撐竿跳高","跳遠"
"驛站接力賽","長跑","1","2620049","0","0","0","0","中跑","短跑"
"Last","Triple","1","2620050","0","0","0","0","First","Skip"
"跑跳","雙重跳","1","2620051","0","0","0","0","交互蹲跳","交叉跳"
"4.2195km","4219.5km","1","2620054","0","0","0","0","421.95km","42.195km"
"飛球","短打","1","2620057","0","0","0","0","全壘打","犯規線"
"沙地","球進水池","1","2620058","0","0","0","0","最優秀高爾夫球手","一桿進洞"
"逆轉技","孤注一擲技","1","2620059","0","0","0","0","嘗試技","捨身技"
"預演賽","事前賽","1","2620060","0","0","0","0","挑戰賽","國際錦標賽"
"桌球","保齡球","1","2620061","0","0","0","0","飛鏢","撞球"
"猜謎","猜拳","1","2621001","0","0","0","0","接龍","饒舌戰鬥"
"數據躍升","解構函式","1","2621002","0","0","0","0","覆蓋指令","代碼注入"
"天塔帕斯","島鯨","1","2621003","0","0","0","0","涅普堤利昂","究極金槍鮪"
"二元聖域","獸性聖域","1","2621004","0","0","0","0","亂數聖域","極值聖域"
"極光聖界","深淵終結炸裂","1","2621005","0","0","0","0","超火力全開☆公主突襲","海洋聖界"
"出局","本壘打","1","2630001","0","0","0","0","界外球","二壘打"
"100公分","90公分","1","2630002","0","0","0","0","80公分","70公分"
"倫敦馬拉松","芝加哥馬拉松","1","2630004","0","0","0","0","紐約馬拉松","柏林馬拉松"
"繞閃","	抱頭防守","1","2630006","0","0","0","0","上勾拳","扭抱"
"為了壓低成本","為了提起幹勁","1","2630007","0","0","0","0","為了使腳部動作明顯","為了防止被偷"
"狙外","目外","1","2630008","0","0","0","0","雜魚","外道魚"
"公懸","供懸","1","2630009","0","0","0","0","工懸","弓懸"
"43.195公里","40.195公里","1","2630010","0","0","0","0","41.195公里","42.195公里"
"黑色","紅色","1","2630011","0","0","0","0","藍色","黃色"
"18階級","16階級","1","2630012","0","0","0","0","15階級","17階級"
"450分比賽","350分比賽","1","2630013","0","0","0","0","400分比賽","300分比賽"
"20支","8支","1","2630014","0","0","0","0","12支","16支"
"60mm","50mm","1","2630015","0","0","0","0","30mm","40mm"
"75cm","60cm","1","2630016","0","0","0","0","30cm","45cm"
"38.72公尺","31.72公尺","1","2630017","0","0","0","0","15.72公尺","23.72公尺"
"白與黑","紅與黑","1","2630019","0","0","0","0","紅與藍","紅與白"
"嘉義市","宜蘭縣","1","2630021","0","0","0","0","雲林縣","彰化縣"
"安營紮寨","臨時居所","1","2630022","0","0","0","0","緊急避難","緊急紮營"
"７人","10人","1","2630025","0","0","0","0","８人","９人"
"十二碼罰球","守門員開球","1","2630026","0","0","0","0","角球","界外球"
"預備力士","觀眾","1","2630027","0","0","0","0","行事","橫綱"
"Outshore","Inshore","1","2630028","0","0","0","0","Onshore","Offshore"
"推打","拉打","1","2630029","0","0","0","0","回打","收打"
"茶","黑色","1","2630030","0","0","0","0","白色","紅色"
"平衡木","地板","1","2630031","0","0","0","0","跳馬","高低槓"
"手取","掌舵","1","2630035","0","0","0","0","面取","亂取"
"7","8","1","2630037","0","0","0","0","9","10"
"70cm","50cm","1","2630038","0","0","0","0","30cm","10cm"
"３kg","10kg","1","2630040","0","0","0","0","５kg","20kg"
"游泳","手球","1","2630043","0","0","0","0","足球","籃球"
"３人","５人","1","2630044","0","0","0","0","８人","４人"
"曲球","推球","1","2630045","0","0","0","0","擲球","墜球"
"本壘","二壘","1","2630046","0","0","0","0","一壘","三壘"
"頂點","頂端","1","2630048","0","0","0","0","甲板","板頭"
"５場","４場","1","2630049","0","0","0","0","３場","２場"
"猜拳","揮球","1","2630051","0","0","0","0","指球","比球"
"Mass Shot","Pass Shot","1","2630052","0","0","0","0","Miss Shot","Kiss Shot"
"10分","２分","1","2630053","0","0","0","0","１分","５分"
"Leg Blow","Downward Blow","1","2630054","0","0","0","0","Under Low","Low Blow"
"堆食標","堆十標","1","2630055","0","0","0","0","堆是標","堆石標"
"劣勢","優勢","1","2630056","0","0","0","0","威脅","機會"
"籃球","排球","1","2630058","0","0","0","0","足球","橄欖球"
"有舵雪橇","冬季兩項","1","2630059","0","0","0","0","平底雪橇","空架雪車"
"D卡","B卡","1","2630060","0","0","0","0","A卡","C卡"
"Baguette","Socket","1","2630061","0","0","0","0","Nugget","Pocket"
"哥布林領主","哥布林大師","1","2631001","0","0","0","0","哥布林王者","哥布林小兵"
"激浪之拳","雷擊之槍","1","2631002","0","0","0","0","嵐擊之槍","海神法杖"
"昇龍羽翼","昇龍剪","1","2631003","0","0","0","0","昇龍觸身球","昇龍擺尾球"
"沙灘棒球","沙灘搶旗","1","2631004","0","0","0","0","沙灘排球","順子賽艇"
"七海霸者晦冥喝破之裝","大海帝王晦冥喝破之裝","1","2631005","0","0","0","0","七界究極晦冥喝破之裝","七界霸王晦冥喝破之裝"
