8292db861c588237caa82f6c455ca1cf39d92982c46a9969bd935e680f78f3b4,b0d7e120fa041602d7135985f5a7e143c8045c67d36dc72e5cb38be29512b2fa,c989225c1b5de3292fd07ae48348c3d262b7202894f2e09bf8522ae0eb1f393e,96cd2ad31fe8cc947f2aa9fe355da4282619b3a6e698ee72dea0e4746f2dbba1,2700e8a5d9b1c8fa4f7614784f04df86dda510da40d97484ec14251b4d4308e0,f76b706117a253bc41c22017b637e49f8659ed4386e20f516b88bc5170eae37e,fefe0cd0860bd2712c11cd0becc45c10b7bf10e1f44d3a38a8a7f68d4184fd4d,5a7942e8202b6d6c655b8ab8c716c42de2e83ee3c02a8483c91e4b9f2a4a4a7e,30bf7d4e359e339ca2a180e4646e9a56e107f242bdf38d702265ab63519505eb,9dcf379c6f387c6abace8b973ee287f865ab8060b5f273e63c2fc46584acfd63,b7883b4788d6ff052398e610c21fd9456e6a503a5be1796864462f5d427f6615,181e0e805a21ac13443d6190d1a845ab2f3430d245ae13999948d1871df68ece,0b364a0719a7cd0124dba48504a85ee85b69ceb57824f1150672e922d8214c97
"0","2","22300148","1","vo_minigame_1012_result_2080","9","雖然有讀書了，\n但還是一堆不懂的東西……\n秀才老師，救救人家～","2","0","5","4","4","3001"
"0","2","22300149","2","vo_minigame_1012_result_2081","9","果然很難耶……\n但是感覺下一次能答對更多題！","2","2.67","5","4","3","3001"
"0","2","22300150","2","vo_minigame_1012_result_2082","9","題目那麼難，\n這分數很可以了吧？\n咦？感覺還能更好？","2","4.68","5","10","6","3001"
"0","2","22300151","2","vo_minigame_1012_result_2083","9","哪裡錯了呢？\n人家完全不曉得……\n不愧是很難的題目。","2","0","5","9","9","3001"
"0","2","22300152","3","vo_minigame_1012_result_2084","9","雖然難到爆，\n但要做的事還是一樣的吧？\n人家也會跟著秀才的，\n就腳踏實地地努力吧！","2","3.55","5","0","3","3001"
"0","2","22300153","3","vo_minigame_1012_result_2085","9","果然難翻天了……\n對了，猶豫的話，\n使用提示也是很可以的吧？","2","2.51","5","4","6","3001"
"0","2","22300154","3","vo_minigame_1012_result_2086","9","果然考試\n不能想說船到橋頭自然直？\n只能記起來嗎？\n那就只能努力了……","2","6.15","5","9","5","3001"
"6","2","22300155","1","vo_minigame_1012_result_2087","4","本來以為可以的，\n但卻不是那麼一回事？\n考試真的好殘酷……","2","4.12","1","4","9","3001"
"6","2","22300156","1","vo_minigame_1012_result_2088","4","唔嗯……完全不懂！\n但這是簡單的題目吧……？\n要再試一次嗎？","2","0.01","1","4","4","3001"
"0","2","22300157","1","vo_minigame_1012_result_2089","4","我們還在\n學習中嘛……\n之後才會展現成果吧？\n對吧，秀才！","2","5.28","1","0","3","3001"
"0","2","22300158","2","vo_minigame_1012_result_2090","4","一點一滴記起來就OK了吧！\n跟人家一起學習吧！","2","2.89","1","0","3","3001"
"0","2","22300159","2","vo_minigame_1012_result_2091","4","即使不擅長讀書，\n但人家很喜歡跟秀才一起學習！\n所以說，\n能再教人家一次嗎？","2","5.45","1","0","7","3001"
"3","2","22300160","2","vo_minigame_1012_result_2092","4","即使記了也馬上就忘，\n該怎麼辦才好？\n啊，這種時候，\n就是要複習？","2","4.29","1","4","10","3001"
"6","2","22300161","3","vo_minigame_1012_result_2093","4","太難了！\n腦筋都要秀逗了！\n秀才，\n吹吹人家的頭～","2","4.64","1","4","8","3001"
"0","2","22300162","3","vo_minigame_1012_result_2094","4","題目難到翻好難過～\n但是秀才很努力，\n人家也要加油！","2","3.14","1","9","5","3001"
"0","2","22300163","3","vo_minigame_1012_result_2095","4","跟秀才同分，\n人家好像有點安心了，\n我們一起加油吧～！\n可別丟下人家喔！","2","6.59","1","7","4","3001"
"0","2","22300164","1","vo_minigame_1012_result_2096","0","……總之，不會有比這更低分了，\n下次來個大逆轉，\n讓分數飆升吧！","2","0","0","3","3","3001"
"5","2","22300165","1","vo_minigame_1012_result_2097","0","這是0分嘛……\n對了，下次要不要試試看，\n用擲鉛筆來選答案的作戰？","2","2.2","0","9","10","3001"
"6","2","22300166","1","vo_minigame_1012_result_2098","0","有時候會沒辦法思考呢……\n秀才也有過那種感覺嗎？","2","0.01","0","4","4","3001"
"3","2","22300167","2","vo_minigame_1012_result_2099","0","咦？秀才也考0分？\n那就跟人家一樣了嘛♪\n不過也別急，\n我們一起學習吧！","2","2.8","0","6","2","3001"
"6","2","22300168","2","vo_minigame_1012_result_2100","0","唔唔唔～0分……！\n即使記起來了也馬上就忘，\n讀書真的好辛苦。","2","3.22","0","9","4","3001"
"11","2","22300169","2","vo_minigame_1012_result_2101","0","0分呢……\n不過沒事沒事，\n只要能雪恥，結果就沒問題！","2","2.1","0","4","0","3001"
"3","2","22300170","3","vo_minigame_1012_result_2102","0","吃點點心休息一下，\n再來雪恥吧！\n吃了甜食後一定可以的吧！","2","2.74","0","0","2","3001"
"9","2","22300171","3","vo_minigame_1012_result_2103","0","秀才你也覺得\n這難翻天了嗎？\n那這份測驗，\n不就誰都沒辦法答對？","2","3","0","6","9","3001"
"0","2","22300172","3","vo_minigame_1012_result_2104","0","……奇怪？\n我把0看成〇了！\n呀哈，\n我可能稍微湧出幹勁了！","2","4.37","0","10","2","3001"
"10","3","23100101","0","vo_minigame_1012_gamestart_200","0","好～加油吧～","2","0.01","0","0","0","1001"
"0","3","23100102","0","vo_minigame_1012_gamestart_201","0","學習，\n學習～！","2","0","0","2","2","1001"
"0","3","23100103","0","vo_minigame_1012_gamestart_202","0","秀才，請多指教～","2","0","0","3","3","1001"
"4","3","23100201","0","vo_minigame_1012_gamestart_203","-1","重複複習很重要呢♪","2","0.01","3","0","0","1002"
"0","3","23100202","0","vo_minigame_1012_gamestart_204","-1","那個那個，再多教人家一點～","2","0","3","7","7","1002"
"0","3","23100301","0","vo_minigame_1012_gamestart_205","1","首先從這開始……！","2","0","1","5","5","1003"
"0","3","23100302","0","vo_minigame_1012_gamestart_206","1","請多指教，手下留情～","2","0","1","0","0","1003"
"0","3","23100303","0","vo_minigame_1012_gamestart_207","2","好像還蠻難的喔？","2","0","2","6","6","1003"
"0","3","23100304","0","vo_minigame_1012_gamestart_208","2","OK～人家努力看看……！","2","0","2","5","5","1003"
"0","3","23100305","0","vo_minigame_1012_gamestart_209","3","慘了，這難翻天了……！","2","0","3","4","4","1003"
"0","3","23100306","0","vo_minigame_1012_gamestart_210","3","這是會讓腦筋秀逗的東西吧？","2","0","3","10","10","1003"
"0","3","23100401","0","vo_minigame_1012_gamestart_211","0","OK～人家也不會放棄的～","2","0","0","3","3","1004"
"0","3","23100402","0","vo_minigame_1012_gamestart_212","0","再複習一次吧！","2","0","0","2","2","1004"
"0","3","23100501","0","vo_minigame_1012_gamestart_213","0","我有看到\n你和凱留寶\n一起讀書♪","2","0","0","3","3","1005"
"0","3","23100502","0","vo_minigame_1012_gamestart_214","0","人家也像凱留寶一樣戴眼鏡試試看吧？","2","0","0","0","0","1005"
"0","3","23110101","0","vo_minigame_1012_start_200","0","來吧～！","2","0","0","3","3","1101"
"0","3","23110102","0","vo_minigame_1012_start_201","0","答得出來嗎？","2","0","0","4","4","1101"
"0","3","23110103","0","vo_minigame_1012_start_202","0","秀才老師～！","2","0","0","2","2","1101"
"0","3","23110201","0","vo_minigame_1012_start_203","0","還早得很！","2","0","0","5","5","1102"
"0","3","23110202","0","vo_minigame_1012_start_204","0","來反攻吧！","2","0","0","0","0","1102"
"0","3","23110203","0","vo_minigame_1012_start_205","0","專心，專心！","2","0","0","5","5","1102"
"0","3","23110301","0","vo_minigame_1012_start_206","4","現在才開始！","2","0","2","3","3","1103"
"0","3","23110302","0","vo_minigame_1012_start_207","4","積極進攻囉！","2","0","2","3","3","1103"
"0","3","23110303","0","vo_minigame_1012_start_208","4","氣氛嗨起來～","2","0","2","2","2","1103"
"0","3","23110304","0","vo_minigame_1012_start_209","7","加油～加油～！","2","0","5","2","2","1103"
"0","1","23110305","0","vo_minigame_1012_start_210","7","還有一半……！","2","0","5","5","5","1103"
"0","1","23110306","0","vo_minigame_1012_start_211","7","下半場……！","2","0","5","5","5","1103"
"0","1","23110307","0","vo_minigame_1012_start_212","10","差不多要結束了！","2","0","8","0","0","1103"
"0","1","23110308","0","vo_minigame_1012_start_213","10","還剩一點！","2","0","8","2","2","1103"
"0","1","23110309","0","vo_minigame_1012_start_214","10","再堅持一下……！","2","0","8","5","5","1103"
"0","3","23110401","0","vo_minigame_1012_start_215","2","能選到正確答案就好了呢。","2","0","2","0","0","1104"
"0","3","23110402","0","vo_minigame_1012_start_216","2","哪個是正確答案呢～？","2","0","2","6","6","1104"
"0","3","23110403","0","vo_minigame_1012_start_217","2","好像是單選！","2","0","2","0","0","1104"
"0","3","23110404","0","vo_minigame_1012_start_218","1","是是非題呢！","2","0","1","3","3","1104"
"0","3","23110405","0","vo_minigame_1012_start_219","1","是〇嗎？還是×？","2","0","1","6","6","1104"
"0","3","23110406","0","vo_minigame_1012_start_220","1","你覺得是哪個？","2","0","1","0","0","1104"
"0","3","23110407","0","vo_minigame_1012_start_221","3","要選出所有\n正確答案！","2","0","3","2","2","1104"
"0","3","23110408","0","vo_minigame_1012_start_222","3","好像有好幾個正確答案。","2","0","3","0","0","1104"
"0","3","23110409","0","vo_minigame_1012_start_223","3","好像只要選出正確答案～","2","0","3","6","6","1104"
"0","3","23110501","0","vo_minigame_1012_start_227","0","人家可能知道答案！","2","0","0","6","6","1105"
"0","3","23110502","0","vo_minigame_1012_start_228","0","呃……人家記得……","2","0","0","5","5","1105"
"0","3","23110503","0","vo_minigame_1012_start_229","0","之前有答對過嗎？","2","0","0","10","10","1105"
"0","3","23110601","0","vo_minigame_1012_start_224","0","好難的題目……！","2","0","0","4","4","1106"
"0","3","23110602","0","vo_minigame_1012_start_225","0","這是什麼啊？","2","0","0","10","10","1106"
"0","3","23110603","0","vo_minigame_1012_start_226","0","有看過吧？","2","0","0","0","0","1106"
"0","3","23110701","0","vo_minigame_1012_start_230","0","好，快了快了！","2","0","0","3","3","1107"
"4","3","23110702","0","vo_minigame_1012_start_231","0","再一題～♪","2","0.01","0","2","2","1107"
"0","3","23110801","0","vo_minigame_1012_start_232","0","奇怪，\n這下超不妙的吧……？","2","0","0","6","6","1108"
"0","3","23110802","0","vo_minigame_1012_start_233","0","這個，是不及格吧……？","2","0","0","4","4","1108"
"0","3","23120101","0","vo_minigame_1012_correct_200","0","原來如此～","2","0","0","6","6","1201"
"0","3","23120102","0","vo_minigame_1012_correct_201","0","是這樣啊～！","2","0","0","2","2","1201"
"11","3","23120103","0","vo_minigame_1012_correct_202","0","耶～！","2","0.01","0","3","3","1201"
"0","3","23120104","0","vo_minigame_1012_correct_203","0","答對了～！","2","0","0","3","3","1201"
"2","3","23120105","0","vo_minigame_1012_correct_204","0","嗯嗯……！","2","0.01","0","1","1","1201"
"0","3","23120106","0","vo_minigame_1012_correct_205","0","我不曉得……","2","0","0","6","6","1201"
"0","3","23120107","0","vo_minigame_1012_correct_206","0","很完美嘛！","2","0","0","3","3","1201"
"0","3","23120201","0","vo_minigame_1012_correct_210","3000","快到爆～","2","0","0","6","6","1202"
"0","3","23120202","0","vo_minigame_1012_correct_211","3000","等一下！","2","0","0","6","6","1202"
"8","3","23120203","0","vo_minigame_1012_correct_212","6000","真是的～下一題！？","2","0.01","3001","6","6","1202"
"8","3","23120204","0","vo_minigame_1012_correct_213","6000","太快了吧！？","2","0.01","3001","6","6","1202"
"0","3","23120205","0","vo_minigame_1012_correct_214","6000","很行嘛！","2","0","3001","3","3","1202"
"0","3","23120206","0","vo_minigame_1012_correct_216","-1","好難喔。","2","0","13333","4","4","1202"
"0","3","23120301","0","vo_minigame_1012_correct_220","0","氣氛超級嗨～","2","0","0","3","3","1203"
"0","3","23120401","0","vo_minigame_1012_correct_224","0","輕輕鬆鬆嘛！","2","0","0","3","3","1204"
"0","3","23120402","0","vo_minigame_1012_correct_226","0","已經～很完美囉！","2","0","0","3","3","1204"
"0","3","23120501","0","vo_minigame_1012_correct_221","0","答對了～！！","2","0","0","2","2","1205"
"0","3","23120502","0","vo_minigame_1012_correct_222","0","來雪恥吧！","2","0","0","3","3","1205"
"0","3","23120601","0","vo_minigame_1012_correct_227","-1","不錯喔～","2","0","3","2","2","1206"
"4","3","23120602","0","vo_minigame_1012_correct_229","-1","嗨起來～！","2","0.01","3","3","3","1206"
"0","3","23120701","0","vo_minigame_1012_correct_230","-1","好戲現在才開始！","2","0","3","5","5","1207"
"6","3","23130101","0","vo_minigame_1012_incorrect_200","0","唔～嗯……","2","0.01","0","4","4","1301"
"0","3","23130102","0","vo_minigame_1012_incorrect_201","0","怎麼會～","2","0","0","4","4","1301"
"0","3","23130103","0","vo_minigame_1012_incorrect_202","0","是這樣啊～！","2","0","0","10","10","1301"
"0","3","23130104","0","vo_minigame_1012_incorrect_203","0","騙人～！？","2","0","0","9","9","1301"
"0","3","23130105","0","vo_minigame_1012_incorrect_204","0","答錯了？","2","0","0","4","4","1301"
"6","3","23130106","0","vo_minigame_1012_incorrect_205","0","震驚……","2","0.01","0","4","4","1301"
"0","3","23130107","0","vo_minigame_1012_incorrect_206","0","為什麼為什麼～！","2","0","0","9","9","1301"
"8","3","23130201","0","vo_minigame_1012_incorrect_210","3000","真的嗎！？","2","0.01","0","6","6","1302"
"8","3","23130202","0","vo_minigame_1012_incorrect_211","3000","秀才！？","2","0.01","0","6","6","1302"
"0","3","23130203","0","vo_minigame_1012_incorrect_212","6000","奇怪……？","2","0","3001","4","4","1302"
"0","3","23130204","0","vo_minigame_1012_incorrect_213","6000","答錯了！？","2","0","3001","4","4","1302"
"0","3","23130205","0","vo_minigame_1012_incorrect_214","6000","別急喔！","2","0","3001","4","4","1302"
"0","3","23130206","0","vo_minigame_1012_incorrect_215","-1","時間到了？","2","0","20000","4","4","1302"
"0","3","23130301","0","vo_minigame_1012_incorrect_220","0","真的莫名其妙～","2","0","0","9","9","1303"
"0","3","23130401","0","vo_minigame_1012_incorrect_221","0","人家忘了……","2","0","0","10","10","1304"
"0","3","23130402","0","vo_minigame_1012_incorrect_222","0","是這樣嗎？","2","0","0","4","4","1304"
"0","3","23130501","0","vo_minigame_1012_incorrect_224","0","剛好出局？","2","0","0","10","10","1305"
"0","3","23130502","0","vo_minigame_1012_incorrect_225","0","真可惜～！","2","0","0","5","5","1305"
"0","3","23140101","0","vo_minigame_1012_hint_200","0","唔唔唔……","2","0","0","5","5","1401"
"0","3","23140102","0","vo_minigame_1012_hint_201","0","是哪個呢～？","2","0","0","5","5","1401"
"0","3","23140103","0","vo_minigame_1012_hint_202","0","不知道啦～","2","0","0","4","4","1401"
"0","3","23140104","0","vo_minigame_1012_hint_203","0","思考中……","2","0","0","5","5","1401"
"7","3","23140105","0","vo_minigame_1012_hint_204","0","人、人家沒睡著……！","2","0.01","0","5","5","1401"
"4","3","23140106","0","vo_minigame_1012_hint_205","0","哼哼哼～哼♪","2","0.01","0","2","2","1401"
"11","3","23140107","0","vo_minigame_1012_hint_206","0","呀哈，\n對到眼了呢♪","2","0.01","0","3","3","1401"
"0","3","23140108","0","vo_minigame_1012_hint_207","0","那個，要吃點心嗎？","2","0","0","0","0","1401"
"0","3","23140109","0","vo_minigame_1012_hint_208","0","腦袋要秀逗了……","2","0","0","4","4","1401"
"0","3","23140110","0","vo_minigame_1012_hint_209","0","感覺好像\n是這個吧？","2","0","0","10","10","1401"
"0","3","23140201","0","vo_minigame_1012_hint_210","0","這沒有答案吧……？","2","0","0","4","4","1402"
"0","3","23140202","0","vo_minigame_1012_hint_211","0","莫名其妙，笑死～","2","0","0","10","10","1402"
"0","3","23140203","0","vo_minigame_1012_hint_212","0","根本難到爆～","2","0","0","9","9","1402"
"0","3","23150101","0","vo_minigame_1012_hint_213","20000","給人家提示～！","2","0","3001","0","0","1501"
"0","3","23150102","0","vo_minigame_1012_hint_214","20000","幫幫人家～","2","0","3001","2","2","1501"
"0","3","23150103","0","vo_minigame_1012_hint_215","20000","提示來吧～！","2","0","3001","3","3","1501"
"0","3","23150104","0","vo_minigame_1012_hint_216","3000","提示提示～！","2","0","0","2","2","1501"
"0","3","23150105","0","vo_minigame_1012_hint_217","3000","救救人家～","2","0","0","8","8","1501"
"8","3","23160101","0","vo_minigame_1012_tap_200","4","哇啊！\n嚇人家一跳！","2","0.01","1","6","6","1601"
"11","3","23160102","0","vo_minigame_1012_tap_201","4","哈嚕哈嚕～","2","0.01","1","3","3","1601"
"4","3","23160103","0","vo_minigame_1012_tap_202","9","耶～！","2","0.01","5","2","2","1601"
"0","3","23160104","0","vo_minigame_1012_tap_203","9","要讓氣氛嗨起來嗎？","2","0","5","7","7","1601"
"0","3","23160105","0","vo_minigame_1012_tap_204","-1","很癢啦～！","2","0","10","2","2","1601"
"11","3","23160106","0","vo_minigame_1012_tap_205","-1","氣氛超級嗨～♪","2","0.01","10","3","3","1601"
"0","3","23200101","0","vo_minigame_1012_select_200","0","要教人家哪個科目？","2","0","0","0","0","2001"
"0","3","23200102","0","vo_minigame_1012_select_201","0","每個好像都很難呢。","2","0","0","8","8","2001"
"0","3","23200103","0","vo_minigame_1012_select_202","0","那個，說「預備」後一起選嗎？","2","0.99","0","0","7","2001"
"0","3","23400101","0","vo_minigame_1012_archive_200","0","重新看過之前教人家的內容，\n就叫做預習複習……\n……對吧！","2","3.43","0","2","3","4001"
