2ff4ac320839b1fb34b67f246ffd3f74e139153bb1e74bf1a1b9e77004416b0a,4fd5ee6b510fbc25be66ab1f6ea8d316c349fa6b154efeebcd8f8c31b4fe36b4,e35f4f7c3ecb9d57f5627fce0e6905c9f62e977570a33818e3945ddca02c11f1,1fe3e3f65a08aee7fac7f37fff01f4e7ffd6a98b8d2e534affbf9dfd9b795a84,04b8c0260af31ea90d83c5f12a838e6996e50f6fdd2ffb50feaccc7ac4041bed,a68917c5837a94cd4e426e57782d6fb282fd1ace6179e79b7940386d88925954,42c8f1e79ef3ef33e2c42ac2af6763cfb5352655dc41aefe5801d1ac8ffe13d4,79b52b5049156caa78ce5a6dcff90b6168c1ab7963268169bce53e44bcf8d441,a1a8fe9e3492b49d547f488b43e11973a9611200eacec3167c7fbb59e9a17a19,8ccf3da504c46c343bd1599d961232a0abcdef4961a16e5c514826eda5513703,5255d3a02d52c2bb6456807c3291979f6690fb035d0af6bcf529b97034a0ad91
"","","","","111","","","","19212","19212036",""
"101111","0.2","","","3","","1","wac_idle_sad_shy","19213","19213001",""
"104911","0.2","","","3","","1","wac_idle_smile_L","19213","19213002",""
"106811","0.2","","","3","","1","wac_idle_wish","19213","19213003",""
"111","0.2","","","3","","1","wac_no_items","19213","19213004",""
"112","0.2","","","3","","1","wac_no_items","19213","19213005",""
"113","0.2","","","3","","1","wac_no_items","19213","19213006",""
"101111","","","0","2","","-335","190","19213","19213007",""
"104911","","","0","2","","-360","-190","19213","19213008",""
"106811","","","0","2","","-360","350","19213","19213009",""
"111","","","0","2","","-335","190","19213","19213010",""
"112","","","0","2","","-360","-190","19213","19213011",""
"113","","","0","2","","-360","350","19213","19213012",""
"25","","","","32","","","0","19213","19213013",""
"30","","","","32","","","1","19213","19213014",""
"15","","","","32","","","0","19213","19213015",""
"0","","","","91","","","","19213","19213016",""
"1","2","0","-108","1","-213","202","100311","19311","19311001","wac_default_01"
"1","2","0","-108","5","-213","201","111","19311","19311002","wac_default_03"
"21","1","","0","31","1","0","21","19311","19311003",""
"54","0","","0","31","1","0","54","19311","19311004",""
"11","0","","0","31","1","0","11","19311","19311005",""
"501","1","","0","31","1","0","501","19311","19311006",""
"100311","0.2","","","3","0","0","wac_paint_01","19311","19311007",""
"111","0.2","","","3","0","0","wac_paint_03","19311","19311008",""
"0","","","","93","","","0","19311","19311009",""
"11","","","","32","","","1","19311","19311010",""
"se_10035700","","","","23","","0","se_10035700_brush","19311","19311011",""
"100311","","","","13","","","300","19311","19311012",""
"1","","","","131","","","","19311","19311013",""
"100311","0.2","","wac_talk_doya_loop","3","1","0","wac_talk_doya_in","19312","19312001",""
"111","0.2","","","3","","1","wac_no_items","19312","19312002",""
"100311","","","0","2","","-340","200","19312","19312003",""
"111","","","0","2","","-340","200","19312","19312004",""
"21","","","","32","","","0","19312","19312005",""
"54","","","","32","","","1","19312","19312006",""
"11","","","","32","","","0","19312","19312007",""
"vo_wac_220826","","","0","21","","0","vo_wac_220826_000","19312","19312008",""
"100311","0","0","1","11","1","10","好，這樣就行了。\n因為繪圖工作\n能夠很明顯地看出進步，\n果然很有成就感呢。","19312","19312009","0.5"
"0","","","","91","","","","19312","19312010",""
"100311","0.2","","wac_talk_wish_loop","3","1","0","wac_talk_wish_in","19312","19312011",""
"vo_wac_220826","","","0","21","","0","vo_wac_220826_001","19312","19312012",""
"100311","0","0","1","11","1","10","畢竟機會難得，也想\n私底下畫點什麼呢。\n下次試著邀優衣他們\n一起舉辦寫生會吧♪","19312","19312013","0.5"
"0","","","","91","","","","19312","19312014",""
"0","","","","22","","","0","19312","19312015",""
"100311","0.2","","","3","","1","wac_idle_wish","19313","19313001",""
"111","0.2","","","3","","1","wac_no_items","19313","19313002",""
"100311","","","0","2","","-340","200","19313","19313003",""
"111","","","0","2","","-340","200","19313","19313004",""
"21","","","","32","","","0","19313","19313005",""
"54","","","","32","","","1","19313","19313006",""
"11","","","","32","","","0","19313","19313007",""
"0","","","","91","","","","19313","19313008",""
"1","2","0","-167","1","-205","202","100211","19411","19411001","wac_default_31"
"1","2","0","-64","1","-350","254","100311","19411","19411002","wac_default_bot_41"
"1","2","0","230","1","-325","252","100111","19411","19411003","wac_default_51"
"1","2","0","-167","5","-205","201","111","19411","19411004","wac_default_34"
"1","2","0","-64","5","-350","253","112","19411","19411005","wac_default_47"
"1","2","0","230","5","-325","251","113","19411","19411006","wac_default_bot_54"
"100111","","","","13","","","300","19411","19411007",""
"100211","","","","13","","","300","19411","19411008",""
"100311","","","","13","","","300","19411","19411009",""
"25","1","","0","31","1","0","25","19411","19411010",""
"30","0","","0","31","1","0","30","19411","19411011",""
"15","0","","0","31","1","0","15","19411","19411012",""
"501","1","","0","31","1","0","501","19411","19411013",""
"100211","0.2","","","3","0","0","wac_paint_31","19411","19411014",""
"111","0.2","","","3","0","0","wac_paint_34","19411","19411015",""
"100311","0.2","","","3","0","0","wac_paint_bot_41","19411","19411016",""
"112","0.2","","","3","0","0","wac_paint_47","19411","19411017",""
"100111","0.2","","","3","0","0","wac_paint_bot_51","19411","19411018",""
"113","0.2","","","3","0","0","wac_paint_bot_54","19411","19411019",""
"0","","","","93","","","0","19411","19411020",""
"15","","","","32","","","1","19411","19411021",""
"se_common","","","","23","","0","se_sys_login_birthday_calendar_smallbrush","19411","19411022",""
"1","","","","131","","","","19411","19411023",""
"100111","0","","","3","","1","wac_idle_smile","19412","19412001",""
"100211","0","","","3","","1","wac_idle_smile_L","19412","19412002",""
"100311","0","","","3","","1","wac_idle_arm_crossed","19412","19412003",""
"111","0","","","3","","1","wac_no_items","19412","19412004",""
"112","0","","","3","","1","wac_no_items","19412","19412005",""
"113","0","","","3","","1","wac_no_items","19412","19412006",""
"100111","","","0","2","","-335","190","19412","19412007",""
"100211","","","0","2","","-360","-190","19412","19412008",""
"100311","","","0","2","","-360","350","19412","19412009",""
"111","","","0","2","","-335","190","19412","19412010",""
"112","","","0","2","","-360","-190","19412","19412011",""
"113","","","0","2","","-360","350","19412","19412012",""
"25","","","","32","","","0","19412","19412013",""
"30","","","","32","","","1","19412","19412014",""
"15","","","","32","","","0","19412","19412015",""
"100111","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","19412","19412016",""
"vo_wac_220827","","","0","21","","0","vo_wac_220827_000","19412","19412017",""
"100111","0","0","1","11","1","10","完成了──！\n成品感覺還不錯吧──？\n優衣和怜畫得怎麼樣呢？","19412","19412018","0.5"
"0","","","","91","","","","19412","19412019",""
"100111","0.2","","","3","1","1","wac_idle_smile","19412","19412020",""
"100211","0.2","","wac_talk_smile_loop_L","3","1","0","wac_talk_smile_in_L","19412","19412021",""
"vo_wac_220827","","","0","21","","0","vo_wac_220827_001","19412","19412022",""
"100211","0","0","1","11","1","10","嗯，我也完成了喔♪\n三人同心協力，就算是大幅圖畫，\n也一下子就畫完了呢。","19412","19412023","0.5"
"0","","","","91","","","","19412","19412024",""
"100211","0.2","","","3","1","1","wac_idle_smile_L","19412","19412025",""
"100311","0.2","","wac_talk_arm_crossed_loop","3","1","0","wac_talk_arm_crossed_in","19412","19412026",""
"vo_wac_220827","","","0","21","","0","vo_wac_220827_002","19412","19412027",""
"100311","0","0","1","11","1","10","無論是戰鬥還是這種作業，\n與夥伴齊心協力都是很重要的。\n我們或許意外地\n適合這種工作呢。","19412","19412028","0.5"
"0","","","","91","","","","19412","19412029",""
"0","","","","22","","","0","19412","19412030",""
"","","","","111","","","","19412","19412031",""
"100111","0.2","","","3","","1","wac_idle_smile","19413","19413001",""
"100211","0.2","","","3","","1","wac_idle_smile_L","19413","19413002",""
"100311","0.2","","","3","","1","wac_idle_arm_crossed","19413","19413003",""
"111","0.2","","","3","","1","wac_no_items","19413","19413004",""
"112","0.2","","","3","","1","wac_no_items","19413","19413005",""
"113","0.2","","","3","","1","wac_no_items","19413","19413006",""
"100111","","","0","2","","-335","190","19413","19413007",""
"100211","","","0","2","","-360","-190","19413","19413008",""
"100311","","","0","2","","-360","350","19413","19413009",""
"111","","","0","2","","-335","190","19413","19413010",""
"112","","","0","2","","-360","-190","19413","19413011",""
"113","","","0","2","","-360","350","19413","19413012",""
"25","","","","32","","","0","19413","19413013",""
"30","","","","32","","","1","19413","19413014",""
"15","","","","32","","","0","19413","19413015",""
"0","","","","91","","","","19413","19413016",""
"1","2","0","-108","1","-213","202","100211","19511","19511001","wac_default_01"
"1","2","0","-108","5","-213","201","111","19511","19511002","wac_default_03"
"21","1","","0","31","1","0","21","19511","19511003",""
"54","0","","0","31","1","0","54","19511","19511004",""
"11","0","","0","31","1","0","11","19511","19511005",""
"501","1","","0","31","1","0","501","19511","19511006",""
"100211","0.2","","","3","0","0","wac_paint_01","19511","19511007",""
"111","0.2","","","3","0","0","wac_paint_03","19511","19511008",""
"0","","","","93","","","0","19511","19511009",""
"11","","","","32","","","1","19511","19511010",""
"se_10035700","","","","23","","0","se_10035700_brush","19511","19511011",""
"100211","","","","13","","","300","19511","19511012",""
"1","","","","131","","","","19511","19511013",""
"100211","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","19512","19512001",""
"111","0.2","","","3","","1","wac_no_items","19512","19512002",""
"100211","","","0","2","","-340","200","19512","19512003",""
"111","","","0","2","","-340","200","19512","19512004",""
"21","","","","32","","","0","19512","19512005",""
"54","","","","32","","","1","19512","19512006",""
"11","","","","32","","","0","19512","19512007",""
"vo_wac_220828","","","0","21","","0","vo_wac_220828_000","19512","19512008",""
"100211","0","0","1","11","1","10","嘿～咻。\n嗯，這樣受人委託的部分\n就完成了吧？","19512","19512009","0.5"
"0","","","","91","","","","19512","19512010",""
"vo_wac_220828","","","0","21","","0","vo_wac_220828_001","19512","19512011",""
"100211","0","0","1","11","1","10","好像也有很多其他公會參加……\n完成後牆壁會變成怎樣，\n真令人期待耶。\n應該會是很棒的景色吧♪","19512","19512012","0.5"
"0","","","","91","","","","19512","19512013",""
"0","","","","22","","","0","19512","19512014",""
"100211","0.2","","","3","","1","wac_idle_smile","19513","19513001",""
"111","0.2","","","3","","1","wac_no_items","19513","19513002",""
"100211","","","0","2","","-340","200","19513","19513003",""
"111","","","0","2","","-340","200","19513","19513004",""
"21","","","","32","","","0","19513","19513005",""
"54","","","","32","","","1","19513","19513006",""
"11","","","","32","","","0","19513","19513007",""
"0","","","","91","","","","19513","19513008",""
"1","2","0","-108","1","-213","202","100811","19611","19611001","wac_default_01"
"1","2","0","-108","5","-213","201","111","19611","19611002","wac_default_03"
"21","1","","0","31","1","0","21","19611","19611003",""
"54","0","","0","31","1","0","54","19611","19611004",""
"11","0","","0","31","1","0","11","19611","19611005",""
"501","1","","0","31","1","0","501","19611","19611006",""
"100811","0.2","","","3","0","0","wac_paint_01","19611","19611007",""
"111","0.2","","","3","0","0","wac_paint_03","19611","19611008",""
"0","","","","93","","","0","19611","19611009",""
"11","","","","32","","","1","19611","19611010",""
"se_10035700","","","","23","","0","se_10035700_brush","19611","19611011",""
"100811","","","","13","","","300","19611","19611012",""
"1","","","","131","","","","19611","19611013",""
"100811","0.2","","wac_talk_sad_loop","3","1","0","wac_talk_sad_in","19612","19612001",""
"111","0.2","","","3","","1","wac_no_items","19612","19612002",""
"100811","","","0","2","","-340","200","19612","19612003",""
"111","","","0","2","","-340","200","19612","19612004",""
"21","","","","32","","","0","19612","19612005",""
"54","","","","32","","","1","19612","19612006",""
"11","","","","32","","","0","19612","19612007",""
"vo_wac_220829","","","0","21","","0","vo_wac_220829_000","19612","19612008",""
"100811","0","0","1","11","1","10","唉……傷腦筋耶。\n雖然圖的部分\n成品確實無可挑剔。","19612","19612009","0.5"
"0","","","","91","","","","19612","19612010",""
"vo_wac_220829","","","0","21","","0","vo_wac_220829_001","19612","19612011",""
"100811","0","0","1","11","1","10","但正在畫圖時的我，\n與畫完圖後的我，\n哪個我比較美麗呢？\n我好煩惱啊。你覺得是哪個呢？","19612","19612012","0.5"
"0","","","","91","","","","19612","19612013",""
"0","","","","22","","","0","19612","19612014",""
"100811","0.2","","","3","","1","wac_idle_sad","19613","19613001",""
"111","0.2","","","3","","1","wac_no_items","19613","19613002",""
"100811","","","0","2","","-340","200","19613","19613003",""
"111","","","0","2","","-340","200","19613","19613004",""
"21","","","","32","","","0","19613","19613005",""
"54","","","","32","","","1","19613","19613006",""
"11","","","","32","","","0","19613","19613007",""
"0","","","","91","","","","19613","19613008",""
"1","2","0","-108","1","-213","202","105311","19711","19711001","wac_default_11"
"1","2","0","-108","5","-213","201","111","19711","19711002","wac_default_13"
"21","1","","0","31","1","0","21","19711","19711003",""
"54","0","","0","31","1","0","54","19711","19711004",""
"11","0","","0","31","1","0","11","19711","19711005",""
"501","1","","0","31","1","0","501","19711","19711006",""
"105311","0.2","","","3","0","0","wac_paint_11","19711","19711007",""
"111","0.2","","","3","0","0","wac_paint_13","19711","19711008",""
"0.3","","","","93","","","0","19711","19711009",""
"11","","","","32","","","1","19711","19711010",""
"se_10035700","","","","23","","0","se_10035700_roller","19711","19711011",""
"105311","","","","13","","","300","19711","19711012",""
"1","","","","131","","","","19711","19711013",""
"105311","0.2","","wac_talk_doya_loop","3","1","0","wac_talk_doya_in","19712","19712001",""
"111","0.2","","","3","","1","wac_no_items","19712","19712002",""
"105311","","","0","2","","-340","200","19712","19712003",""
"111","","","0","2","","-340","200","19712","19712004",""
"21","","","","32","","","0","19712","19712005",""
"54","","","","32","","","1","19712","19712006",""
"11","","","","32","","","0","19712","19712007",""
"vo_wac_220830","","","0","21","","0","vo_wac_220830_000","19712","19712008",""
"105311","0","0","1","11","1","10","好，完成啦！\n雖然覺得這委託不是自己的專業，\n但身為軍人，無論何種任務\n都必須忠實地完成啊。","19712","19712009","0.5"
"0","","","","91","","","","19712","19712010",""
"105311","0.2","","wac_talk_sad_loop","3","1","0","wac_talk_sad_in","19712","19712011",""
"vo_wac_220830","","","0","21","","0","vo_wac_220830_001","19712","19712012",""
"105311","0","0","1","11","1","10","我想想，接下來……\n要蒐集藥草，還要整理倉庫啊。\n果、果然還是應該優先接\n較有軍人風範的委託嗎？","19712","19712013","0.5"
"0","","","","91","","","","19712","19712014",""
"0","","","","22","","","0","19712","19712015",""
"105311","0.2","","","3","","1","wac_idle_sad","19713","19713001",""
"111","0.2","","","3","","1","wac_no_items","19713","19713002",""
"105311","","","0","2","","-340","200","19713","19713003",""
"111","","","0","2","","-340","200","19713","19713004",""
"21","","","","32","","","0","19713","19713005",""
"54","","","","32","","","1","19713","19713006",""
"11","","","","32","","","0","19713","19713007",""
"0","","","","91","","","","19713","19713008",""
"1","2","0","-167","1","-85","202","100811","19811","19811001","wac_default_31"
"1","2","0","-64","1","-211","252","104511","19811","19811002","wac_default_41"
"1","2","0","230","1","-211","204","103011","19811","19811003","wac_default_51"
"1","2","0","-330","1","-350","256","105511","19811","19811004","wac_default_bot_81"
"1","2","0","340","1","-350","259","105311","19811","19811005","wac_default_bot_91"
"1","2","0","-167","5","-85","201","111","19811","19811006","wac_default_33"
"1","2","0","-64","5","-211","251","112","19811","19811007","wac_default_47"
"1","2","0","230","5","-211","203","113","19811","19811008","wac_default_51"
"1","2","0","-330","5","-350","255","114","19811","19811009","wac_default_84"
"1","2","0","340","5","-350","258","115","19811","19811010","wac_default_93"
"105511","","","","13","","","300","19811","19811011",""
"105311","","","","13","","","300","19811","19811012",""
"103011","","","","13","","","300","19811","19811013",""
"100811","","","","13","","","300","19811","19811014",""
"104511","","","","13","","","300","19811","19811015",""
"55","1","","0","31","1","0","55","19811","19811016",""
"30","0","","0","31","1","0","30","19811","19811017",""
"16","0","","0","31","1","0","16","19811","19811018",""
"14","0","","0","31","1","0","14","19811","19811019",""
"18","0","","0","31","1","0","18","19811","19811020",""
"501","1","","0","31","1","0","501","19811","19811021",""
"100811","0.2","","","3","0","0","wac_paint_31","19811","19811022",""
"111","0.2","","","3","0","0","wac_paint_33","19811","19811023",""
"104511","0.2","","","3","0","0","wac_paint_41","19811","19811024",""
"112","0.2","","","3","0","0","wac_paint_47","19811","19811025",""
"103011","0.2","","","3","0","0","wac_paint_51","19811","19811026",""
"113","0.2","","","3","0","0","wac_paint_51","19811","19811027",""
"105511","0.2","","","3","0","0","wac_paint_bot_81","19811","19811028",""
"114","0.2","","","3","0","0","wac_paint_84","19811","19811029",""
"105311","0.2","","","3","0","0","wac_paint_bot_91","19811","19811030",""
"115","0.2","","","3","0","0","wac_paint_93","19811","19811031",""
"0","","","","93","","","0","19811","19811032",""
"16","","","","32","","","1","19811","19811033",""
"se_common","","","","23","","0","se_sys_login_birthday_calendar_smallbrush","19811","19811034",""
"1","","","","131","","","","19811","19811035",""
"105511","0","","","3","","1","wac_idle_smile_L","19812","19812001",""
"105311","0","","","3","","1","wac_idle_sad_L","19812","19812002",""
"103011","0","","","3","","1","wac_idle_doya","19812","19812003",""
"100811","0","","","3","","1","wac_idle_smile","19812","19812004",""
"104511","0","","","3","","1","wac_idle_wish","19812","19812005",""
"111","0","","","3","","1","wac_no_items","19812","19812006",""
"112","0","","","3","","1","wac_no_items","19812","19812007",""
"113","0","","","3","","1","wac_no_items","19812","19812008",""
"114","0","","","3","","1","wac_no_items","19812","19812009",""
"115","0","","","3","","1","wac_no_items","19812","19812010",""
"105511","","","0","2","","-335","-190","19812","19812011",""
"105311","","","0","2","","-360","-365","19812","19812012",""
"103011","","","0","2","","-360","190","19812","19812013",""
"100811","","","0","2","","-335","350","19812","19812014",""
"104511","","","0","2","","-360","500","19812","19812015",""
"111","","","0","2","","-335","-190","19812","19812016",""
"112","","","0","2","","-360","-365","19812","19812017",""
"113","","","0","2","","-360","190","19812","19812018",""
"114","","","0","2","","-335","350","19812","19812019",""
"115","","","0","2","","-360","500","19812","19812020",""
"55","","","","32","","","0","19812","19812021",""
"30","","","","32","","","1","19812","19812022",""
"16","","","","32","","","0","19812","19812023",""
"14","","","","32","","","1","19812","19812024",""
"18","","","","32","","","1","19812","19812025",""
"1.8","","","","93","","","0","19812","19812026",""
"103011","0.2","","wac_talk_doya_loop","3","1","0","wac_talk_doya_in","19812","19812027",""
"vo_wac_220831","","","0","21","","0","vo_wac_220831_000","19812","19812028",""
"103011","0","0","1","11","1","10","咻啪啪啪啪啪～♪\n沒有忍法做不到的事！\n就算要在牆壁畫浮世繪也是\n手到擒來是也！","19812","19812029","0.5"
"0","","","","91","","","","19812","19812030",""
"103011","0.2","","","3","1","1","wac_idle_doya","19812","19812031",""
"105311","0.2","","wac_talk_sad_loop_L","3","1","0","wac_talk_sad_in_L","19812","19812032",""
"vo_wac_220831","","","0","21","","0","vo_wac_220831_001","19812","19812033",""
"105311","0","0","1","11","1","10","不，浮世繪\n是這種感覺嗎？\n我在大江戶看到的浮世繪，\n氣氛好像有點不太一樣。","19812","19812034","0.5"
"0","","","","91","","","","19812","19812035",""
"105311","0.2","","","3","1","1","wac_idle_sad_L","19812","19812036",""
"100811","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","19812","19812037",""
"vo_wac_220831","","","0","21","","0","vo_wac_220831_002","19812","19812038",""
"100811","0","0","1","11","1","10","都是為了傳達美，這一點是相同的唷。\n以我來說，雖然有刷牙時的我，\n也有吃午飯時的我，\n但這些全都是美麗的我不是嗎？","19812","19812039","0.5"
"0","","","","91","","","","19812","19812040",""
"100811","0.2","","","3","1","1","wac_idle_smile","19812","19812041",""
"104511","0.2","","wac_talk_wish_loop","3","1","0","wac_talk_wish_in","19812","19812042",""
"vo_wac_220831","","","0","21","","0","vo_wac_220831_003","19812","19812043",""
"104511","0","0","1","11","1","10","說、說得也是……\n虐待狂先生也會以各式各樣的\n攻勢不斷出招，但對空花來說\n也都是快感嘛。","19812","19812044","0.5"
"0","","","","91","","","","19812","19812045",""
"104511","0.2","","","3","1","1","wac_idle_wish","19812","19812046",""
"105511","0.2","","wac_talk_smile_loop_L","3","1","0","wac_talk_smile_in_L","19812","19812047",""
"vo_wac_220831","","","0","21","","0","vo_wac_220831_004","19812","19812048",""
"105511","0","0","1","11","1","10","那個應該不能混為一談吧……\n不過，大家一起描繪的圖畫\n就像浮世繪一樣美麗，\n這點的確沒錯呢♪","19812","19812049","0.5"
"0","","","","91","","","","19812","19812050",""
"0","","","","22","","","0","19812","19812051",""
"","","","","111","","","","19812","19812052",""
"105511","0.2","","","3","","1","wac_idle_smile_L","19813","19813001",""
"105311","0.2","","","3","","1","wac_idle_sad_L","19813","19813002",""
"103011","0.2","","","3","","1","wac_idle_doya","19813","19813003",""
"100811","0.2","","","3","","1","wac_idle_smile","19813","19813004",""
"104511","0.2","","","3","","1","wac_idle_wish","19813","19813005",""
"111","0.2","","","3","","1","wac_no_items","19813","19813006",""
"112","0.2","","","3","","1","wac_no_items","19813","19813007",""
"113","0.2","","","3","","1","wac_no_items","19813","19813008",""
"114","0.2","","","3","","1","wac_no_items","19813","19813009",""
"115","0.2","","","3","","1","wac_no_items","19813","19813010",""
"105511","","","0","2","","-335","-190","19813","19813011",""
"105311","","","0","2","","-360","-365","19813","19813012",""
"103011","","","0","2","","-360","190","19813","19813013",""
"100811","","","0","2","","-335","350","19813","19813014",""
"104511","","","0","2","","-360","500","19813","19813015",""
"111","","","0","2","","-335","-190","19813","19813016",""
"112","","","0","2","","-360","-365","19813","19813017",""
"113","","","0","2","","-360","190","19813","19813018",""
"114","","","0","2","","-335","350","19813","19813019",""
"115","","","0","2","","-360","500","19813","19813020",""
"55","","","","32","","","0","19813","19813021",""
"30","","","","32","","","1","19813","19813022",""
"16","","","","32","","","0","19813","19813023",""
"14","","","","32","","","0","19813","19813024",""
"18","","","","32","","","1","19813","19813025",""
"0","","","","91","","","","19813","19813026",""
"1","2","0","-108","1","-213","202","105811","19911","19911001","wac_default_11"
"1","2","0","-108","5","-213","201","111","19911","19911002","wac_default_11"
"32","1","","0","31","1","0","32","19911","19911003",""
"33","0","","0","31","1","0","33","19911","19911004",""
"11","0","","0","31","1","0","11","19911","19911005",""
"105811","0.2","","","3","0","0","wac_paint_11","19911","19911006",""
"111","0.2","","","3","0","0","wac_paint_11","19911","19911007",""
"0.3","","","","93","","","0","19911","19911008",""
"11","","","","32","","","1","19911","19911009",""
"se_10035700","","","","23","","0","se_10035700_roller","19911","19911010",""
"105811","","","","13","","","300","19911","19911011",""
"1","","","","131","","","","19911","19911012",""
"105811","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","19912","19912001",""
"111","0.2","","","3","","1","wac_no_items","19912","19912002",""
"105811","","","0","2","","-340","200","19912","19912003",""
"111","","","0","2","","-340","200","19912","19912004",""
"32","","","","32","","","0","19912","19912005",""
"33","","","","32","","","1","19912","19912006",""
"11","","","","32","","","0","19912","19912007",""
"vo_wac_220901","","","0","21","","0","vo_wac_220901_000","19912","19912008",""
"105811","0","0","1","11","1","10","完成了！\n畫大張的畫，果然\n需要大量活動身體呢……","19912","19912009","0.5"
"0","","","","91","","","","19912","19912010",""
"vo_wac_220901","","","0","21","","0","vo_wac_220901_001","19912","19912011",""
"105811","0","0","1","11","1","10","我的肚子餓扁了！\n所以，來吃飯吧！\n一定能吃得津津有味的♪","19912","19912012","0.5"
"0","","","","91","","","","19912","19912013",""
"0","","","","22","","","0","19912","19912014",""
"105811","0.2","","","3","","1","wac_idle_smile","19913","19913001",""
"111","0.2","","","3","","1","wac_no_items","19913","19913002",""
"105811","","","0","2","","-340","200","19913","19913003",""
"111","","","0","2","","-340","200","19913","19913004",""
"32","","","","32","","","0","19913","19913005",""
"33","","","","32","","","1","19913","19913006",""
"11","","","","32","","","0","19913","19913007",""
"0","","","","91","","","","19913","19913008",""
"1","2","0","-167","1","-185","204","106411","20011","20011001","wac_default_31"
"1","2","0","230","1","-185","202","106011","20011","20011002","wac_default_51"
"1","2","0","-330","1","-350","256","105811","20011","20011003","wac_default_bot_61"
"1","2","0","340","1","-350","254","105911","20011","20011004","wac_default_bot_91"
"1","2","0","-167","5","-185","203","111","20011","20011005","wac_default_37"
"1","2","0","230","5","-185","201","113","20011","20011006","wac_default_58"
"1","2","0","-330","5","-350","255","114","20011","20011007","wac_default_68"
"1","2","0","340","5","-350","253","115","20011","20011008","wac_default_96"
"105811","","","","13","","","300","20011","20011009",""
"105911","","","","13","","","300","20011","20011010",""
"106011","","","","13","","","300","20011","20011011",""
"106411","","","","13","","","300","20011","20011012",""
"38","1","","0","31","1","0","38","20011","20011013",""
"41","0","","0","31","1","0","41","20011","20011014",""
"15","0","","0","31","1","0","15","20011","20011015",""
"106411","0.2","","","3","0","0","wac_paint_31","20011","20011016",""
"111","0.2","","","3","0","0","wac_paint_37","20011","20011017",""
"106011","0.2","","","3","0","0","wac_paint_51","20011","20011018",""
"113","0.2","","","3","0","0","wac_paint_58","20011","20011019",""
"105811","0.2","","","3","0","0","wac_paint_bot_61","20011","20011020",""
"114","0.2","","","3","0","0","wac_paint_68","20011","20011021",""
"105911","0.2","","","3","0","0","wac_paint_bot_91","20011","20011022",""
"115","0.2","","","3","0","0","wac_paint_96","20011","20011023",""
"0","","","","93","","","0","20011","20011024",""
"15","","","","32","","","1","20011","20011025",""
"se_common","","","","23","","0","se_sys_login_birthday_calendar_smallbrush","20011","20011026",""
"1","","","","131","","","","20011","20011027",""
"105811","0","","","3","","1","wac_idle_smile_L","20012","20012001",""
"105911","0","","","3","","1","wac_idle_wish_L","20012","20012002",""
"106011","0","","","3","","1","wac_idle_doya","20012","20012003",""
"106411","0","","","3","","1","wac_idle_sad_shy","20012","20012004",""
"111","0","","","3","","1","wac_no_items","20012","20012005",""
"113","0","","","3","","1","wac_no_items","20012","20012006",""
"114","0","","","3","","1","wac_no_items","20012","20012007",""
"115","0","","","3","","1","wac_no_items","20012","20012008",""
"105811","","","0","2","","-360","-335","20012","20012009",""
"105911","","","0","2","","-335","-190","20012","20012010",""
"106011","","","0","2","","-335","190","20012","20012011",""
"106411","","","0","2","","-360","350","20012","20012012",""
"111","","","0","2","","-360","-335","20012","20012013",""
"113","","","0","2","","-335","-190","20012","20012014",""
"114","","","0","2","","-335","190","20012","20012015",""
"115","","","0","2","","-360","350","20012","20012016",""
"38","","","","32","","","0","20012","20012017",""
"41","","","","32","","","1","20012","20012018",""
"15","","","","32","","","0","20012","20012019",""
"106011","0.2","","wac_talk_doya_loop","3","1","0","wac_talk_doya_in","20012","20012020",""
"vo_wac_220902","","","0","21","","0","vo_wac_220902_000","20012","20012021",""
"106011","0","0","1","11","1","10","好──完成囉！\n我果然很有才能吧？\n就算重看還是覺得很滿意♪","20012","20012022","0.5"
"0","","","","91","","","","20012","20012023",""
"106011","0.2","","","3","1","1","wac_idle_doya","20012","20012024",""
"105911","0.2","","wac_talk_wish_loop_L","3","1","0","wac_talk_wish_in_L","20012","20012025",""
"vo_wac_220902","","","0","21","","0","vo_wac_220902_001","20012","20012026",""
"105911","0","0","1","11","1","10","是的，畫得很棒呢。\n與貪吃佩可小姐和雪菲小姐的圖\n相比也毫不遜色喔。\n在下要大大稱讚您。","20012","20012027","0.5"
"0","","","","91","","","","20012","20012028",""
"105911","0.2","","","3","1","1","wac_idle_wish_L","20012","20012029",""
"106411","0.2","","","3","1","1","wac_talk_sad_loop_shy","20012","20012030",""
"vo_wac_220902","","","0","21","","0","vo_wac_220902_002","20012","20012031",""
"106411","0","0","1","11","1","10","謝、謝謝妳，可可蘿。\n……雖然知道妳真心地在\n讚美我，但總覺得很不好意思呢。","20012","20012032","0.5"
"0","","","","91","","","","20012","20012033",""
"106411","0.2","","","3","1","1","wac_idle_sad_shy","20012","20012034",""
"105811","0.2","","wac_talk_smile_loop_L","3","1","0","wac_talk_smile_in_L","20012","20012035",""
"vo_wac_220902","","","0","21","","0","vo_wac_220902_003","20012","20012036",""
