92a77eeb9e3fdac6a87ba9b266c1ae995026dbb5cb9285aad79d2e4abbd863a7,da5da3e2ffa0ea06e0b31a06beda74dafcb55c6afbd3424f065d7aa89e74d392,e832c0c5a61dc75df15b67205eea84995a50c781f287176e4d955210d91306a6,268dd0b9e3ce138413bd68fb9202204f61f0651d9f6a7ef2b40c6164a9a1223c,279ae35b87c962ee85221c5a2c12c372ebad0d82a01eb18ceb7c162df31d1642,0b64d7bbf484b6656fb542ac6e86eba8abe16486d9a6c2dffce5bebadc307dd7,4a54900e9b4f1e499d5b416d5a4cafeb8ecaeb78cca577c58ca63e126518e906,2ca58603b41615da2f21337e0a306a281a53bae44afbbd67e0f3d0ef07a403ac,ded148c683a1b8ffc9c4d749ac420349da8f81e651d13fc1b8c4c2b5336cd646
"10040016","40","2","54","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11004001"
"10040017","40","5","54","2023/04/17 04:59:59","45","0","2021/02/09 05:00:00","11005001"
"10040018","40","12","54","2023/04/17 04:59:59","40000","94002","2021/02/09 05:00:00","11005001"
"10040019","40","2","54","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11005001"
"10040023","40","5","54","2030/12/31 23:59:59","60","0","2023/04/17 05:00:00","11001001"
"10040024","40","5","54","2023/04/17 04:59:59","45","0","2021/02/09 05:00:00","14001001"
"10040025","40","12","54","2023/04/17 04:59:59","100000","94002","2021/02/09 05:00:00","14001001"
"10040026","40","2","54","2023/04/17 04:59:59","3","20003","2021/02/09 05:00:00","14001001"
"10040027","40","5","54","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","14003001"
"10040028","40","12","54","2023/04/17 04:59:59","180000","94002","2021/02/09 05:00:00","14003001"
"10040029","40","2","54","2023/04/17 04:59:59","4","22002","2021/02/09 05:00:00","14003001"
"10040030","40","12","54","2030/12/31 23:59:59","40000","94002","2023/04/17 05:00:00","11001001"
"10040031","40","8","54","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11001001"
"10040032","40","5","54","2030/12/31 23:59:59","90","0","2023/04/17 05:00:00","11003001"
"10040033","40","2","54","2030/12/31 23:59:59","6","20002","2023/04/17 05:00:00","11003001"
"10040034","40","8","54","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11003001"
"10040035","40","5","54","2030/12/31 23:59:59","40","0","2023/04/17 05:00:00","13002001"
"10040036","40","5","54","2030/12/31 23:59:59","40","0","2023/04/17 05:00:00","18004001"
"10040037","40","5","54","2024/06/14 15:59:59","50","0","2023/04/17 05:00:00","16006001"
"10040038","40","5","54","2024/06/14 15:59:59","50","0","2023/04/17 05:00:00","16007001"
"10040039","40","2","54","2024/06/14 15:59:59","3","22001","2023/04/17 05:00:00","16007001"
"10040040","40","5","54","2030/12/31 23:59:59","60","0","2023/04/17 05:00:00","11004001"
"10040041","40","2","54","2030/12/31 23:59:59","6","20002","2023/04/17 05:00:00","11004001"
"10040042","40","2","54","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11004001"
"10040043","40","5","54","2030/12/31 23:59:59","90","0","2023/04/17 05:00:00","11005001"
"10040044","40","12","54","2030/12/31 23:59:59","40000","94002","2023/04/17 05:00:00","11005001"
"10040045","40","2","54","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11005001"
"10040046","40","5","54","2030/12/31 23:59:59","90","0","2023/04/17 05:00:00","14001001"
"10040047","40","12","54","2030/12/31 23:59:59","100000","94002","2023/04/17 05:00:00","14001001"
"10040048","40","2","54","2030/12/31 23:59:59","3","20003","2023/04/17 05:00:00","14001001"
"10040049","40","5","54","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","14003001"
"10040050","40","12","54","2030/12/31 23:59:59","180000","94002","2023/04/17 05:00:00","14003001"
"10040051","40","2","54","2030/12/31 23:59:59","4","22002","2023/04/17 05:00:00","14003001"
"10040114","40","5","54","2023/04/17 04:59:59","20","0","2021/02/09 05:00:00","11101001"
"10040115","40","2","54","2023/04/17 04:59:59","3","20003","2021/02/09 05:00:00","11101001"
"10040121","40","5","54","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","11001002"
"10040122","40","12","54","2023/04/17 04:59:59","40000","94002","2021/02/09 05:00:00","11001002"
"10040123","40","2","54","2023/04/17 04:59:59","6","23001","2021/02/09 05:00:00","11001002"
"10040152","40","5","54","2030/12/31 23:59:59","40","0","2023/04/17 05:00:00","11101001"
"10040153","40","2","54","2030/12/31 23:59:59","3","20003","2023/04/17 05:00:00","11101001"
"10040154","40","5","54","2030/12/31 23:59:59","70","0","2023/04/17 05:00:00","11001002"
"10040155","40","12","54","2030/12/31 23:59:59","40000","94002","2023/04/17 05:00:00","11001002"
"10040156","40","2","54","2030/12/31 23:59:59","6","23001","2023/04/17 05:00:00","11001002"
"10055003","55","5","74","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","11001001"
"10055004","55","12","74","2023/04/17 04:59:59","50000","94002","2021/02/09 05:00:00","11001001"
"10055005","55","8","74","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11001001"
"10055006","55","5","74","2023/04/17 04:59:59","45","0","2021/02/09 05:00:00","11003001"
"10055007","55","2","74","2023/04/17 04:59:59","10","20002","2021/02/09 05:00:00","11003001"
"10055008","55","8","74","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11003001"
"10055009","55","5","74","2023/04/17 04:59:59","20","0","2021/02/09 05:00:00","13002001"
"10055010","55","5","74","2023/04/17 04:59:59","20","0","2021/02/09 05:00:00","18004001"
"10055011","55","5","74","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","16006001"
"10055012","55","5","74","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","16007001"
"10055013","55","2","74","2023/04/17 04:59:59","3","22001","2021/02/09 05:00:00","16007001"
"10055014","55","5","74","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","11004001"
"10055015","55","2","74","2023/04/17 04:59:59","10","20002","2021/02/09 05:00:00","11004001"
"10055016","55","2","74","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11004001"
"10055017","55","5","74","2023/04/17 04:59:59","45","0","2021/02/09 05:00:00","11005001"
"10055018","55","12","74","2023/04/17 04:59:59","50000","94002","2021/02/09 05:00:00","11005001"
"10055019","55","2","74","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11005001"
"10055023","55","5","74","2030/12/31 23:59:59","70","0","2023/04/17 05:00:00","11001001"
"10055024","55","5","74","2023/04/17 04:59:59","45","0","2021/02/09 05:00:00","14001001"
"10055025","55","12","74","2023/04/17 04:59:59","120000","94002","2021/02/09 05:00:00","14001001"
"10055026","55","2","74","2023/04/17 04:59:59","4","20003","2021/02/09 05:00:00","14001001"
"10055027","55","5","74","2023/04/17 04:59:59","60","0","2021/02/09 05:00:00","14003001"
"10055028","55","12","74","2023/04/17 04:59:59","220000","94002","2021/02/09 05:00:00","14003001"
"10055029","55","2","74","2023/04/17 04:59:59","4","22002","2021/02/09 05:00:00","14003001"
"10055030","55","12","74","2030/12/31 23:59:59","50000","94002","2023/04/17 05:00:00","11001001"
"10055031","55","8","74","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11001001"
"10055032","55","5","74","2030/12/31 23:59:59","90","0","2023/04/17 05:00:00","11003001"
"10055033","55","2","74","2030/12/31 23:59:59","10","20002","2023/04/17 05:00:00","11003001"
"10055034","55","8","74","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11003001"
"10055035","55","5","74","2030/12/31 23:59:59","40","0","2023/04/17 05:00:00","13002001"
"10055036","55","5","74","2030/12/31 23:59:59","40","0","2023/04/17 05:00:00","18004001"
"10055037","55","5","74","2024/06/14 15:59:59","60","0","2023/04/17 05:00:00","16006001"
"10055038","55","5","74","2024/06/14 15:59:59","60","0","2023/04/17 05:00:00","16007001"
"10055039","55","2","74","2024/06/14 15:59:59","3","22001","2023/04/17 05:00:00","16007001"
"10055040","55","5","74","2030/12/31 23:59:59","70","0","2023/04/17 05:00:00","11004001"
"10055041","55","2","74","2030/12/31 23:59:59","10","20002","2023/04/17 05:00:00","11004001"
"10055042","55","2","74","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11004001"
"10055043","55","5","74","2030/12/31 23:59:59","90","0","2023/04/17 05:00:00","11005001"
"10055044","55","12","74","2030/12/31 23:59:59","50000","94002","2023/04/17 05:00:00","11005001"
"10055045","55","2","74","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11005001"
"10055046","55","5","74","2030/12/31 23:59:59","90","0","2023/04/17 05:00:00","14001001"
"10055047","55","12","74","2030/12/31 23:59:59","120000","94002","2023/04/17 05:00:00","14001001"
"10055048","55","2","74","2030/12/31 23:59:59","4","20003","2023/04/17 05:00:00","14001001"
"10055049","55","5","74","2030/12/31 23:59:59","120","0","2023/04/17 05:00:00","14003001"
"10055050","55","12","74","2030/12/31 23:59:59","220000","94002","2023/04/17 05:00:00","14003001"
"10055051","55","2","74","2030/12/31 23:59:59","4","22002","2023/04/17 05:00:00","14003001"
"10055114","55","5","74","2023/04/17 04:59:59","20","0","2021/02/09 05:00:00","11101001"
"10055115","55","2","74","2023/04/17 04:59:59","4","20003","2021/02/09 05:00:00","11101001"
"10055121","55","5","74","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","11001002"
"10055122","55","12","74","2023/04/17 04:59:59","50000","94002","2021/02/09 05:00:00","11001002"
"10055123","55","2","74","2023/04/17 04:59:59","6","23001","2021/02/09 05:00:00","11001002"
"10055152","55","5","74","2030/12/31 23:59:59","40","0","2023/04/17 05:00:00","11101001"
"10055153","55","2","74","2030/12/31 23:59:59","4","20003","2023/04/17 05:00:00","11101001"
"10055154","55","5","74","2030/12/31 23:59:59","70","0","2023/04/17 05:00:00","11001002"
"10055155","55","12","74","2030/12/31 23:59:59","50000","94002","2023/04/17 05:00:00","11001002"
"10055156","55","2","74","2030/12/31 23:59:59","6","23001","2023/04/17 05:00:00","11001002"
"10075003","75","5","94","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","11001001"
"10075004","75","12","94","2023/04/17 04:59:59","60000","94002","2021/02/09 05:00:00","11001001"
"10075005","75","8","94","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11001001"
"10075006","75","5","94","2023/04/17 04:59:59","50","0","2021/02/09 05:00:00","11003001"
"10075007","75","2","94","2023/04/17 04:59:59","14","20002","2021/02/09 05:00:00","11003001"
"10075008","75","8","94","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11003001"
"10075009","75","5","94","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","13002001"
"10075010","75","5","94","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","18004001"
"10075011","75","5","94","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","16006001"
"10075012","75","5","94","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","16007001"
"10075013","75","2","94","2023/04/17 04:59:59","3","22001","2021/02/09 05:00:00","16007001"
"10075014","75","5","94","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","11004001"
"10075015","75","2","94","2023/04/17 04:59:59","14","20002","2021/02/09 05:00:00","11004001"
"10075016","75","2","94","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11004001"
"10075017","75","5","94","2023/04/17 04:59:59","50","0","2021/02/09 05:00:00","11005001"
"10075018","75","12","94","2023/04/17 04:59:59","60000","94002","2021/02/09 05:00:00","11005001"
"10075019","75","2","94","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11005001"
"10075023","75","5","94","2030/12/31 23:59:59","70","0","2023/04/17 05:00:00","11001001"
"10075024","75","5","94","2023/04/17 04:59:59","45","0","2021/02/09 05:00:00","14001001"
"10075025","75","12","94","2023/04/17 04:59:59","150000","94002","2021/02/09 05:00:00","14001001"
"10075026","75","2","94","2023/04/17 04:59:59","5","20003","2021/02/09 05:00:00","14001001"
"10075027","75","5","94","2023/04/17 04:59:59","60","0","2021/02/09 05:00:00","14003001"
"10075028","75","12","94","2023/04/17 04:59:59","250000","94002","2021/02/09 05:00:00","14003001"
"10075029","75","2","94","2023/04/17 04:59:59","4","22002","2021/02/09 05:00:00","14003001"
"10075030","75","12","94","2030/12/31 23:59:59","60000","94002","2023/04/17 05:00:00","11001001"
"10075031","75","8","94","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11001001"
"10075032","75","5","94","2030/12/31 23:59:59","100","0","2023/04/17 05:00:00","11003001"
"10075033","75","2","94","2030/12/31 23:59:59","14","20002","2023/04/17 05:00:00","11003001"
"10075034","75","8","94","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11003001"
"10075035","75","5","94","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","13002001"
"10075036","75","5","94","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","18004001"
"10075037","75","5","94","2024/06/14 15:59:59","60","0","2023/04/17 05:00:00","16006001"
"10075038","75","5","94","2024/06/14 15:59:59","60","0","2023/04/17 05:00:00","16007001"
"10075039","75","2","94","2024/06/14 15:59:59","3","22001","2023/04/17 05:00:00","16007001"
"10075040","75","5","94","2030/12/31 23:59:59","70","0","2023/04/17 05:00:00","11004001"
"10075041","75","2","94","2030/12/31 23:59:59","14","20002","2023/04/17 05:00:00","11004001"
"10075042","75","2","94","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11004001"
"10075043","75","5","94","2030/12/31 23:59:59","100","0","2023/04/17 05:00:00","11005001"
"10075044","75","12","94","2030/12/31 23:59:59","60000","94002","2023/04/17 05:00:00","11005001"
"10075045","75","2","94","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11005001"
"10075046","75","5","94","2030/12/31 23:59:59","90","0","2023/04/17 05:00:00","14001001"
"10075047","75","12","94","2030/12/31 23:59:59","150000","94002","2023/04/17 05:00:00","14001001"
"10075048","75","2","94","2030/12/31 23:59:59","5","20003","2023/04/17 05:00:00","14001001"
"10075049","75","5","94","2030/12/31 23:59:59","120","0","2023/04/17 05:00:00","14003001"
"10075050","75","12","94","2030/12/31 23:59:59","250000","94002","2023/04/17 05:00:00","14003001"
"10075051","75","2","94","2030/12/31 23:59:59","4","22002","2023/04/17 05:00:00","14003001"
"10075114","75","5","94","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","11101001"
"10075115","75","2","94","2023/04/17 04:59:59","5","20003","2021/02/09 05:00:00","11101001"
"10075121","75","5","94","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","11001002"
"10075122","75","12","94","2023/04/17 04:59:59","60000","94002","2021/02/09 05:00:00","11001002"
"10075123","75","2","94","2023/04/17 04:59:59","6","23001","2021/02/09 05:00:00","11001002"
"10075152","75","5","94","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","11101001"
"10075153","75","2","94","2030/12/31 23:59:59","5","20003","2023/04/17 05:00:00","11101001"
"10075154","75","5","94","2030/12/31 23:59:59","70","0","2023/04/17 05:00:00","11001002"
"10075155","75","12","94","2030/12/31 23:59:59","60000","94002","2023/04/17 05:00:00","11001002"
"10075156","75","2","94","2030/12/31 23:59:59","6","23001","2023/04/17 05:00:00","11001002"
"10095003","95","5","119","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11001001"
"10095004","95","12","119","2023/04/17 04:59:59","70000","94002","2021/02/09 05:00:00","11001001"
"10095005","95","8","119","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11001001"
"10095006","95","5","119","2023/04/17 04:59:59","50","0","2021/02/09 05:00:00","11003001"
"10095007","95","2","119","2023/04/17 04:59:59","18","20002","2021/02/09 05:00:00","11003001"
"10095008","95","8","119","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11003001"
"10095009","95","5","119","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","13002001"
"10095010","95","5","119","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","18004001"
"10095011","95","5","119","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","16006001"
"10095012","95","5","119","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","16007001"
"10095013","95","2","119","2023/04/17 04:59:59","3","22001","2021/02/09 05:00:00","16007001"
"10095014","95","5","119","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11004001"
"10095015","95","2","119","2023/04/17 04:59:59","18","20002","2021/02/09 05:00:00","11004001"
"10095016","95","2","119","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11004001"
"10095017","95","5","119","2023/04/17 04:59:59","50","0","2021/02/09 05:00:00","11005001"
"10095018","95","12","119","2023/04/17 04:59:59","60000","94002","2021/02/09 05:00:00","11005001"
"10095019","95","2","119","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11005001"
"10095023","95","5","119","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11001001"
"10095024","95","5","119","2023/04/17 04:59:59","50","0","2021/02/09 05:00:00","14001001"
"10095025","95","12","119","2023/04/17 04:59:59","170000","94002","2021/02/09 05:00:00","14001001"
"10095026","95","2","119","2023/04/17 04:59:59","6","20003","2021/02/09 05:00:00","14001001"
"10095027","95","5","119","2023/04/17 04:59:59","65","0","2021/02/09 05:00:00","14003001"
"10095028","95","12","119","2023/04/17 04:59:59","300000","94002","2021/02/09 05:00:00","14003001"
"10095029","95","2","119","2023/04/17 04:59:59","4","22002","2021/02/09 05:00:00","14003001"
"10095030","95","12","119","2030/12/31 23:59:59","70000","94002","2023/04/17 05:00:00","11001001"
"10095031","95","8","119","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11001001"
"10095032","95","5","119","2030/12/31 23:59:59","100","0","2023/04/17 05:00:00","11003001"
"10095033","95","2","119","2030/12/31 23:59:59","18","20002","2023/04/17 05:00:00","11003001"
"10095034","95","8","119","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11003001"
"10095035","95","5","119","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","13002001"
"10095036","95","5","119","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","18004001"
"10095037","95","5","119","2024/06/14 15:59:59","60","0","2023/04/17 05:00:00","16006001"
"10095038","95","5","119","2024/06/14 15:59:59","60","0","2023/04/17 05:00:00","16007001"
"10095039","95","2","119","2024/06/14 15:59:59","3","22001","2023/04/17 05:00:00","16007001"
"10095040","95","5","119","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11004001"
"10095041","95","2","119","2030/12/31 23:59:59","18","20002","2023/04/17 05:00:00","11004001"
"10095042","95","2","119","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11004001"
"10095043","95","5","119","2030/12/31 23:59:59","100","0","2023/04/17 05:00:00","11005001"
"10095044","95","12","119","2030/12/31 23:59:59","60000","94002","2023/04/17 05:00:00","11005001"
"10095045","95","2","119","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11005001"
"10095046","95","5","119","2030/12/31 23:59:59","100","0","2023/04/17 05:00:00","14001001"
"10095047","95","12","119","2030/12/31 23:59:59","170000","94002","2023/04/17 05:00:00","14001001"
"10095048","95","2","119","2030/12/31 23:59:59","6","20003","2023/04/17 05:00:00","14001001"
"10095049","95","5","119","2030/12/31 23:59:59","130","0","2023/04/17 05:00:00","14003001"
"10095050","95","12","119","2030/12/31 23:59:59","300000","94002","2023/04/17 05:00:00","14003001"
"10095051","95","2","119","2030/12/31 23:59:59","4","22002","2023/04/17 05:00:00","14003001"
"10095114","95","5","119","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","11101001"
"10095115","95","2","119","2023/04/17 04:59:59","6","20003","2021/02/09 05:00:00","11101001"
"10095121","95","5","119","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11001002"
"10095122","95","12","119","2023/04/17 04:59:59","70000","94002","2021/02/09 05:00:00","11001002"
"10095123","95","2","119","2023/04/17 04:59:59","6","23001","2021/02/09 05:00:00","11001002"
"10095152","95","5","119","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","11101001"
"10095153","95","2","119","2030/12/31 23:59:59","6","20003","2023/04/17 05:00:00","11101001"
"10095154","95","5","119","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11001002"
"10095155","95","12","119","2030/12/31 23:59:59","70000","94002","2023/04/17 05:00:00","11001002"
"10095156","95","2","119","2030/12/31 23:59:59","6","23001","2023/04/17 05:00:00","11001002"
"10120003","120","5","139","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11001001"
"10120004","120","12","139","2023/04/17 04:59:59","80000","94002","2021/02/09 05:00:00","11001001"
"10120005","120","8","139","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11001001"
"10120006","120","5","139","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","11003001"
"10120007","120","2","139","2023/04/17 04:59:59","22","20002","2021/02/09 05:00:00","11003001"
"10120008","120","8","139","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11003001"
"10120009","120","5","139","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","13002001"
"10120010","120","5","139","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","18004001"
"10120011","120","5","139","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","16006001"
"10120012","120","5","139","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","16007001"
"10120013","120","2","139","2023/04/17 04:59:59","3","22001","2021/02/09 05:00:00","16007001"
"10120014","120","5","139","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11004001"
"10120015","120","2","139","2023/04/17 04:59:59","22","20002","2021/02/09 05:00:00","11004001"
"10120016","120","2","139","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11004001"
"10120017","120","5","139","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","11005001"
"10120018","120","12","139","2023/04/17 04:59:59","70000","94002","2021/02/09 05:00:00","11005001"
"10120019","120","2","139","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11005001"
"10120023","120","5","139","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11001001"
"10120024","120","5","139","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","14001001"
"10120025","120","12","139","2023/04/17 04:59:59","200000","94002","2021/02/09 05:00:00","14001001"
"10120026","120","2","139","2023/04/17 04:59:59","7","20003","2021/02/09 05:00:00","14001001"
"10120027","120","5","139","2023/04/17 04:59:59","65","0","2021/02/09 05:00:00","14003001"
"10120028","120","12","139","2023/04/17 04:59:59","340000","94002","2021/02/09 05:00:00","14003001"
"10120029","120","2","139","2023/04/17 04:59:59","4","22002","2021/02/09 05:00:00","14003001"
"10120030","120","12","139","2030/12/31 23:59:59","80000","94002","2023/04/17 05:00:00","11001001"
"10120031","120","8","139","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11001001"
"10120032","120","5","139","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","11003001"
"10120033","120","2","139","2030/12/31 23:59:59","22","20002","2023/04/17 05:00:00","11003001"
"10120034","120","8","139","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11003001"
"10120035","120","5","139","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","13002001"
"10120036","120","5","139","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","18004001"
"10120037","120","5","139","2024/06/14 15:59:59","70","0","2023/04/17 05:00:00","16006001"
"10120038","120","5","139","2024/06/14 15:59:59","60","0","2023/04/17 05:00:00","16007001"
"10120039","120","2","139","2024/06/14 15:59:59","3","22001","2023/04/17 05:00:00","16007001"
"10120040","120","5","139","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11004001"
"10120041","120","2","139","2030/12/31 23:59:59","22","20002","2023/04/17 05:00:00","11004001"
"10120042","120","2","139","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11004001"
"10120043","120","5","139","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","11005001"
"10120044","120","12","139","2030/12/31 23:59:59","70000","94002","2023/04/17 05:00:00","11005001"
"10120045","120","2","139","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11005001"
"10120046","120","5","139","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","14001001"
"10120047","120","12","139","2030/12/31 23:59:59","200000","94002","2023/04/17 05:00:00","14001001"
"10120048","120","2","139","2030/12/31 23:59:59","7","20003","2023/04/17 05:00:00","14001001"
"10120049","120","5","139","2030/12/31 23:59:59","130","0","2023/04/17 05:00:00","14003001"
"10120050","120","12","139","2030/12/31 23:59:59","340000","94002","2023/04/17 05:00:00","14003001"
"10120051","120","2","139","2030/12/31 23:59:59","4","22002","2023/04/17 05:00:00","14003001"
"10120114","120","5","139","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","11101001"
"10120115","120","2","139","2023/04/17 04:59:59","7","20003","2021/02/09 05:00:00","11101001"
"10120121","120","5","139","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11001002"
"10120122","120","12","139","2023/04/17 04:59:59","70000","94002","2021/02/09 05:00:00","11001002"
"10120123","120","2","139","2023/04/17 04:59:59","6","23001","2021/02/09 05:00:00","11001002"
"10120152","120","5","139","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","11101001"
"10120153","120","2","139","2030/12/31 23:59:59","7","20003","2023/04/17 05:00:00","11101001"
"10120154","120","5","139","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11001002"
"10120155","120","12","139","2030/12/31 23:59:59","70000","94002","2023/04/17 05:00:00","11001002"
"10120156","120","2","139","2030/12/31 23:59:59","6","23001","2023/04/17 05:00:00","11001002"
"10140003","140","5","159","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11001001"
"10140004","140","12","159","2023/04/17 04:59:59","80000","94002","2021/02/09 05:00:00","11001001"
"10140005","140","8","159","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11001001"
"10140006","140","5","159","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","11003001"
"10140007","140","2","159","2023/04/17 04:59:59","26","20002","2021/02/09 05:00:00","11003001"
"10140008","140","8","159","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11003001"
"10140009","140","5","159","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","13002001"
"10140010","140","5","159","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","18004001"
"10140011","140","5","159","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","16006001"
"10140012","140","5","159","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","16007001"
"10140013","140","2","159","2023/04/17 04:59:59","3","22001","2021/02/09 05:00:00","16007001"
"10140014","140","5","159","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11004001"
"10140015","140","2","159","2023/04/17 04:59:59","26","20002","2021/02/09 05:00:00","11004001"
"10140016","140","2","159","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11004001"
"10140017","140","5","159","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","11005001"
"10140018","140","12","159","2023/04/17 04:59:59","80000","94002","2021/02/09 05:00:00","11005001"
"10140019","140","2","159","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11005001"
"10140023","140","5","159","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11001001"
"10140024","140","5","159","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","14001001"
"10140025","140","12","159","2023/04/17 04:59:59","220000","94002","2021/02/09 05:00:00","14001001"
"10140026","140","2","159","2023/04/17 04:59:59","8","20003","2021/02/09 05:00:00","14001001"
"10140027","140","5","159","2023/04/17 04:59:59","70","0","2021/02/09 05:00:00","14003001"
"10140028","140","12","159","2023/04/17 04:59:59","380000","94002","2021/02/09 05:00:00","14003001"
