c1b74586625890f10e4e5400b35d54b67e2dcf9ad5f6a109819a90fc5eaac00e,b2ccea8aff1dd84ab62784310c3e9d09da1af36805ac898cf9fcdd706a6e263d,ffe82516df81a77770d5a39245e9eea773a55683ce03132cb2e3e77a5d706962,6bfbdfdfee04397163ce7c0a4ab46bcc71cb41374ea38ea30b30addde29ff0c0,6cc2b92c3ca7b4a937b87dba0fc3e42280bb609b09fafc488371d32f141c6c84,380b499600b59b6eed143dfcaf3cd448097ebd00efc30cf053e8de3270490d98,eca2529ef7678e21d4890af02141c814b920f7da874692979680a67ab1171c50,d899ced72766c592981c3c413106cb8005f698b2885ecef75469df691e241a9e,d75739bd769e888b2838e3c425a4e2a76e59993cfeaa6c6bf93f8c9b45dc7afc,2cc26a5f4dd9eedcdcbc9348ebd50a18fd381af29b1266d5e33a181bcdd953c2,e6e25f692f79a4852803ee69e27e6f5ec5994554f2687d07cf5659853b604773,208c168094875c9c8265e426ef5cf73f954cdc17127b421b99a16f29b3ec31e6,d6b6722d78f26bcab4914282bdccdd8d6547e4e59f618936e7c77de851459aa9,5e6a2c8a0fbc344d4296b799b14b2412be5f3413786c82cf7ee5117d570a3415,02b4a646142ba0c610e5942e6ea6bdbb7d82befa3382b0da4bcbe225e859f0ab,86c31fcf1df34f323dd5122b3f2b6e32bb13e9368bf7c54058b36f7196290126,3095c471764458a2aa62c3bd6ab59f42f3b21790f9a99f2352fd95dc163d9cc9,8a164f7e0a01075d4f52d675077e193547baa757b94a639e6bf47b95f62d9626,2ac727a8f6e62a0087ea9d895beb1ba90d52ce53fa6eba8457a609eb63b23d9f,c2166f357cb2b0e53ea3e071599d18daa9b342b2a93fa4470dfe45ff4775e37e,5ebfeb1c1b2236da2aa4f06fde0a64b0aea5cb852eb83465538fc02797fdcf08,c75724f7fe790b10b50bba2b8cbad433426a715c916e73106fe1d5254dd27ab8,b6a5d4c4a9e58fe9b0cbbb124d3bee1abd1225a760e2706f6255f7309d8ee3f6,72c60ffec24bad51d108f8c1082a80777aa5b7591cf10d0cdd6b47608f4d0295,0ce2fea12ef98fea0a028027f0ee194b74e85daff10bbe56d67bf1cbc1271da5,1befb1fb03d2e6235fbc30a81541c7dca39bfa616b9c6db9042bb96f35c74a19,852a9594a8454bb2d079521f774f91cf252bfdd55ffb50d17bdf31a33d90e7f1,e22604794ffeb22e2329f755713f31d2fbd036b5454dc1560e88a55927de051b,32ec7668a2e507fc8966b5d1c21b2fdc0a9dc2d737a17439f462d9ba07dd81a1,5e9de8112557888dbccff68a87429f05bcec48a17ba252841053860280e918d6,32f82cc3dbf410d8e46f5868042e1ea46672cd5b37187aeae5016d07613d0adf,8b8fe9bb5f7200b6cdf5d2f4fd2e5a9a1259153c71bde34934b1693d40f03970,e6f6d2d7c2bc39a08e921e41d55da49b9bd45768c0478106ae70e9990afa2988,34452c8fad7a0083ceb48aa258c8e60a2bcf435a2fab314ea3255a1f7e627886,7c9a04d7b10a97f1a1fbe5a18459aef137288eab57a8ee18a4ae2a17b0889e1c,94f40d96eab7fdcf7344c01f656e116be7fb305349bbd6b897bb7b31e3a29a3a,675df83924c24b5f07690f6c584868a4255b9144ae330ceb2713a717faa524d6,c18dce664716c04877aaef515cbe4e18855d5e073bf07c62c8428f7ba10f8a06,8aa292f0590f58980fb199ba7bba50d23136c544939f96aa4535e81f4c306c74,90091176489e48d6ee7430bd0c08baf4a8c0c927317c7d725a8df57f8d04d5af
"42","42","42","42","1","0","200000001","202000","42","10","7823","0","0","1228","0","670200042","0","42","30","42","42","42","42","0","0","89","0","42","0","42","42","42","1","42","42","9999","42","0","1","10"
"43","43","43","43","1","0","200000001","202000","43","10","8991","0","0","1317","0","670200043","0","43","30","43","43","43","43","0","0","93","0","43","0","43","43","43","1","43","43","9999","43","0","1","10"
"44","44","44","44","1","0","200000001","202000","44","10","10269","0","0","1508","0","670200044","0","44","30","44","44","44","44","0","0","90","0","44","0","44","44","44","1","44","44","9999","44","0","1","10"
"45","45","45","45","1","0","200000001","202000","45","10","10323","0","0","1514","0","670200045","0","45","30","45","45","45","45","0","0","93","0","45","0","45","45","45","1","45","45","9999","45","0","1","10"
"46","46","46","46","1","0","200000001","202000","46","10","10377","0","0","1520","0","670200046","0","46","30","46","46","46","46","0","0","124","0","46","0","46","46","46","1","46","46","9999","46","0","1","10"
"47","47","47","47","1","0","200000001","202000","47","10","10431","0","0","1526","0","670200047","0","47","30","47","47","47","47","0","0","98","0","47","0","47","47","47","1","47","47","9999","47","0","1","10"
"48","48","48","48","1","0","200000001","202000","48","10","11876","0","0","1616","0","670200048","0","48","30","48","48","48","48","0","0","101","0","48","0","48","48","48","1","48","48","9999","48","0","1","10"
"49","49","49","49","1","0","200000001","202000","49","10","11876","0","0","1616","0","670200049","0","49","30","49","49","49","49","0","0","102","0","49","0","49","49","49","1","49","49","9999","49","0","1","10"
"50","50","50","50","1","0","200000001","202000","50","10","10594","0","0","1543","0","670200050","0","50","30","50","50","50","50","0","0","103","0","50","0","50","50","50","1","50","50","9999","50","0","1","10"
"51","51","51","51","1","0","200000001","202000","51","10","10648","0","0","1549","0","670200051","0","51","30","51","51","51","51","0","0","103","0","51","0","51","51","51","1","51","51","9999","51","0","1","10"
"52","52","52","52","1","0","200000001","202000","52","10","10702","0","0","1555","0","670200052","0","52","30","52","52","52","52","0","0","104","0","52","0","52","52","52","1","52","52","9999","52","0","1","10"
"53","53","53","53","1","0","200000001","202000","53","10","19897","0","0","2355","0","670200053","0","53","30","53","53","53","53","0","0","126","0","53","0","53","53","53","1","53","53","9999","53","0","1","10"
"54","54","54","54","1","0","200000001","202000","54","10","19897","0","0","2355","0","670200054","0","54","30","54","54","54","54","0","0","126","0","54","0","54","54","54","1","54","54","9999","54","0","1","10"
"55","55","55","55","1","0","200000001","202000","55","10","21560","0","0","2411","0","670200055","0","55","30","55","55","55","55","0","0","126","0","55","0","55","55","55","1","55","55","9999","55","0","1","10"
"56","56","56","56","1","0","200000001","202000","56","10","23222","0","0","2467","0","670200056","0","56","30","56","56","56","56","0","0","126","0","56","0","56","56","56","1","56","56","9999","56","0","1","10"
"57","57","57","57","1","0","200000001","202000","57","10","24885","0","0","2523","0","670200057","0","57","30","57","57","57","57","0","0","126","0","57","0","57","57","57","1","57","57","9999","57","0","1","10"
"58","58","58","58","1","0","200000001","202000","58","10","28210","0","0","2635","0","670200058","0","58","30","58","58","58","58","0","0","126","0","58","0","58","58","58","1","58","58","9999","58","0","1","10"
"59","59","59","59","1","0","200000001","202000","59","10","29873","0","0","2691","0","670200059","0","59","30","59","59","59","59","0","0","126","0","59","0","59","59","59","1","59","59","9999","59","0","1","10"
"60","60","60","60","1","0","200000001","202000","60","10","31535","0","0","2747","0","670200060","0","60","30","60","60","60","60","0","0","126","0","60","0","60","60","60","1","60","60","13332","60","0","1","10"
"61","61","61","61","1","0","200000001","202000","61","10","33895","0","0","2909","0","670200061","0","61","30","61","61","61","61","0","0","126","0","61","0","61","61","61","1","61","61","13332","61","0","1","10"
"62","62","62","62","1","0","200000001","202000","62","10","33949","0","0","3012","0","670200062","0","62","30","62","62","62","62","0","0","127","0","62","0","62","62","62","1","62","62","13332","62","0","1","10"
"63","63","63","63","1","0","200000001","202000","63","10","34003","0","0","3114","0","670200063","0","63","30","63","63","63","63","0","0","128","0","63","0","63","63","63","1","63","63","13332","63","0","1","10"
"64","64","64","64","1","0","200000001","202000","64","10","34057","0","0","3217","0","670200064","0","64","30","64","64","64","64","0","0","130","0","64","0","64","64","64","1","64","64","13332","64","0","1","10"
"65","65","65","65","1","0","200000001","202000","65","10","34111","0","0","3320","0","670200065","0","65","30","65","65","65","65","0","0","131","0","65","0","65","65","65","1","65","65","13332","65","0","1","10"
"66","66","66","66","1","0","200000001","202000","66","10","34165","0","0","3422","0","670200066","0","66","30","66","66","66","66","0","0","132","0","66","0","66","66","66","1","66","66","13332","66","0","1","10"
"67","67","67","67","1","0","200000001","202000","67","10","34219","0","0","3525","0","670200067","0","67","30","67","67","67","67","0","0","133","0","67","0","67","67","67","1","67","67","13332","67","0","1","10"
"68","68","68","68","1","0","200000001","202000","68","10","34273","0","0","3628","0","670200068","0","68","30","68","68","68","68","0","0","135","0","68","0","68","68","68","1","68","68","13332","68","0","1","10"
"69","69","69","69","1","0","200000001","202000","69","10","34327","0","0","3731","0","670200069","0","69","30","69","69","69","69","0","0","136","0","69","0","69","69","69","1","69","69","13332","69","0","1","10"
"70","70","70","70","1","0","200000001","202000","70","10","34381","0","0","3833","0","670200070","0","70","30","70","70","70","70","0","0","137","0","70","0","70","70","70","1","70","70","13332","70","0","1","10"
"71","71","71","71","1","0","200000001","202000","71","10","34435","0","0","3936","0","670200071","0","71","30","71","71","71","71","0","0","138","0","71","0","71","71","71","1","71","71","13332","71","0","1","10"
"1","1","1","1","1","0","200000001","202101","1","10","246","0","0","28","0","670210101","0","1","30","1","1","1","1","0","0","2","0","1","0","1","1","1","1","1","1","3","1","0","1","10"
"2","2","2","2","1","0","200000001","202101","2","10","322","0","0","32","0","670210102","0","2","30","2","2","2","2","0","0","3","0","2","0","2","2","2","1","2","2","4","2","0","1","10"
"3","3","3","3","1","0","200000001","202101","3","10","537","0","0","35","0","670210103","0","3","30","3","3","3","3","0","0","3","0","3","0","3","3","3","1","3","3","5","3","0","1","10"
"4","4","4","4","1","0","200000001","202101","4","10","473","0","0","50","0","670210104","0","4","30","4","4","4","4","0","0","3","0","4","0","4","4","4","1","4","4","5","4","0","1","10"
"5","5","5","5","1","0","200000001","202101","5","10","526","0","0","74","0","670210105","0","5","30","5","5","5","5","0","0","4","0","5","0","5","5","5","1","5","5","6","5","0","1","10"
"6","6","6","6","1","0","200000001","202101","6","10","577","0","0","98","0","670210106","0","6","30","6","6","6","6","0","0","5","0","6","0","6","6","6","1","6","6","7","6","0","1","10"
"7","7","7","7","1","0","200000001","202101","7","10","711","0","0","121","0","670210107","0","7","30","7","7","7","7","0","0","6","0","7","0","7","7","7","1","7","7","8","7","0","1","10"
"8","8","8","8","1","0","200000001","202101","8","10","885","0","0","136","0","670210108","0","8","30","8","8","8","8","0","0","7","0","8","0","8","8","8","1","8","8","8","8","0","1","10"
"9","9","9","9","1","0","200000001","202101","9","10","911","0","0","145","0","670210109","0","9","30","9","9","9","9","0","0","8","0","9","0","9","9","9","1","9","9","9","9","0","1","10"
"10","10","10","10","1","0","200000001","202101","10","10","937","0","0","154","0","670210110","0","10","30","10","10","10","10","0","0","8","0","10","0","10","10","10","1","10","10","9","10","0","1","10"
"11","11","11","11","1","0","200000001","202101","11","10","1101","0","0","183","0","670210111","0","11","30","11","11","11","11","0","0","9","0","11","0","11","11","11","1","11","11","10","11","0","1","10"
"12","12","12","12","1","0","200000001","202101","12","10","1265","0","0","211","0","670210112","0","12","30","12","12","12","12","0","0","10","0","12","0","12","12","12","1","12","12","12","12","0","1","10"
"13","13","13","13","1","0","200000001","202101","13","10","1429","0","0","240","0","670210113","0","13","30","13","13","13","13","0","0","11","0","13","0","13","13","13","1","13","13","13","13","0","1","10"
"14","14","14","14","1","0","200000001","202101","14","10","1435","0","0","240","0","670210114","0","14","30","14","14","14","14","0","0","12","0","14","0","14","14","14","1","14","14","15","14","0","1","10"
"15","15","15","15","1","0","200000001","202101","15","10","1553","0","0","251","0","670210115","0","15","30","15","15","15","15","0","0","12","0","15","0","15","15","15","1","15","15","15","15","0","1","10"
"16","16","16","16","1","0","200000001","202101","16","10","1670","0","0","262","0","670210116","0","16","30","16","16","16","16","0","0","13","0","16","0","16","16","16","1","16","16","15","16","0","1","10"
"17","17","17","17","1","0","200000001","202101","17","10","1788","0","0","273","0","670210117","0","17","30","17","17","17","17","0","0","13","0","17","0","17","17","17","1","17","17","15","17","0","1","10"
"18","18","18","18","1","0","200000001","202101","18","10","1906","0","0","284","0","670210118","0","18","30","18","18","18","18","0","0","13","0","18","0","18","18","18","1","18","18","16","18","0","1","10"
"19","19","19","19","1","0","200000001","202101","19","10","2023","0","0","295","0","670210119","0","19","30","19","19","19","19","0","0","13","0","19","0","19","19","19","1","19","19","16","19","0","1","10"
"20","20","20","20","1","0","200000001","202101","20","10","2141","0","0","306","0","670210120","0","20","30","20","20","20","20","0","0","14","0","20","0","20","20","20","1","20","20","16","20","0","1","10"
"21","21","21","21","1","0","200000001","202101","21","10","2258","0","0","317","0","670210121","0","21","30","21","21","21","21","0","0","14","0","21","0","21","21","21","1","21","21","16","21","0","1","10"
"22","22","22","22","1","0","200000001","202101","22","10","2376","0","0","328","0","670210122","0","22","30","22","22","22","22","0","0","14","0","22","0","22","22","22","1","22","22","16","22","0","1","10"
"23","23","23","23","1","0","200000001","202101","23","10","2869","0","0","375","0","670210123","0","23","30","23","23","23","23","0","0","17","0","23","0","23","23","23","1","23","23","20","23","0","1","10"
"24","24","24","24","1","0","200000001","202101","24","10","3361","0","0","422","0","670210124","0","24","30","24","24","24","24","0","0","20","0","24","0","24","24","24","1","24","24","23","24","0","1","10"
"25","25","25","25","1","0","200000001","202101","25","10","3606","0","0","440","0","670210125","0","25","30","25","25","25","25","0","0","20","0","25","0","25","25","25","1","25","25","23","25","0","1","10"
"26","26","26","26","1","0","200000001","202101","26","10","3852","0","0","458","0","670210126","0","26","30","26","26","26","26","0","0","21","0","26","0","26","26","26","1","26","26","24","26","0","1","10"
"27","27","27","27","1","0","200000001","202101","27","10","4097","0","0","477","0","670210127","0","27","30","27","27","27","27","0","0","21","0","27","0","27","27","27","1","27","27","24","27","0","1","10"
"28","28","28","28","1","0","200000001","202101","28","10","4342","0","0","495","0","670210128","0","28","30","28","28","28","28","0","0","21","0","28","0","28","28","28","1","28","28","24","28","0","1","10"
"29","29","29","29","1","0","200000001","202101","29","10","4833","0","0","531","0","670210129","0","29","30","29","29","29","29","0","0","22","0","29","0","29","29","29","1","29","29","25","29","0","1","10"
"30","30","30","30","1","0","200000001","202101","30","10","5078","0","0","549","0","670210130","0","30","30","30","30","30","30","0","0","22","0","30","0","30","30","30","1","30","30","26","30","0","1","10"
"31","31","31","31","1","0","200000001","202101","31","10","5323","0","0","567","0","670210131","0","31","30","31","31","31","31","0","0","22","0","31","0","31","31","31","1","31","31","26","31","0","1","10"
"32","32","32","32","1","0","200000001","202101","32","10","5568","0","0","586","0","670210132","0","32","30","32","32","32","32","0","0","22","0","32","0","32","32","32","1","32","32","26","32","0","1","10"
"33","33","33","33","1","0","200000001","202101","33","10","5814","0","0","604","0","670210133","0","33","30","33","33","33","33","0","0","23","0","33","0","33","33","33","1","33","33","27","33","0","1","10"
"34","34","34","34","1","0","200000001","202101","34","10","6059","0","0","622","0","670210134","0","34","30","34","34","34","34","0","0","23","0","34","0","34","34","34","1","34","34","27","34","0","1","10"
"35","35","35","35","1","0","200000001","202101","35","10","6619","0","0","626","0","670210135","0","35","30","35","35","35","35","0","0","23","0","35","0","35","35","35","1","35","35","27","35","0","1","10"
"36","36","36","36","1","0","200000001","202101","36","10","6855","0","0","633","0","670210136","0","36","30","36","36","36","36","0","0","23","0","36","0","36","36","36","1","36","36","27","36","0","1","10"
"37","37","37","37","1","0","200000001","202101","37","10","7091","0","0","639","0","670210137","0","37","30","37","37","37","37","0","0","23","0","37","0","37","37","37","1","37","37","28","37","0","1","10"
"38","38","38","38","1","0","200000001","202101","38","10","7327","0","0","819","0","670210138","0","38","30","38","38","38","38","0","0","23","0","38","0","38","38","38","1","38","38","28","38","0","1","10"
"39","39","39","39","1","0","200000001","202101","39","10","8014","0","0","870","0","670210139","0","39","30","39","39","39","39","0","0","25","0","39","0","39","39","39","1","39","39","30","39","0","1","10"
"40","40","40","40","1","0","200000001","202101","40","10","8700","0","0","920","0","670210140","0","40","30","40","40","40","40","0","0","28","0","40","0","40","40","40","1","40","40","33","40","0","1","10"
"41","41","41","41","1","0","200000001","202101","41","10","9387","0","0","970","0","670210141","0","41","30","41","41","41","41","0","0","30","0","41","0","41","41","41","1","41","41","36","41","0","1","10"
"42","42","42","42","1","0","200000001","202101","42","10","10074","0","0","1020","0","670210142","0","42","30","42","42","42","42","0","0","33","0","42","0","42","42","42","1","42","42","38","42","0","1","10"
"43","43","43","43","1","0","200000001","202101","43","10","10761","0","0","1071","0","670210143","0","43","30","43","43","43","43","0","0","35","0","43","0","43","43","43","1","43","43","41","43","0","1","10"
"44","44","44","44","1","0","200000001","202101","44","10","11448","0","0","1120","0","670210144","0","44","30","44","44","44","44","0","0","37","0","44","0","44","44","44","1","44","44","43","44","0","1","10"
"45","45","45","45","1","0","200000001","202101","45","10","12698","0","0","1177","0","670210145","0","45","30","45","45","45","45","0","0","40","0","45","0","45","45","45","1","45","45","46","45","0","1","10"
"46","46","46","46","1","0","200000001","202101","46","10","13947","0","0","1233","0","670210146","0","46","30","46","46","46","46","0","0","42","0","46","0","46","46","46","1","46","46","49","46","0","1","10"
"47","47","47","47","1","0","200000001","202101","47","10","15197","0","0","1290","0","670210147","0","47","30","47","47","47","47","0","0","45","0","47","0","47","47","47","1","47","47","52","47","0","1","10"
"48","48","48","48","1","0","200000001","202101","48","10","16446","0","0","1347","0","670210148","0","48","30","48","48","48","48","0","0","48","0","48","0","48","48","48","1","48","48","54","48","0","1","10"
"49","49","49","49","1","0","200000001","202101","49","10","17696","0","0","1403","0","670210149","0","49","30","49","49","49","49","0","0","50","0","49","0","49","49","49","1","49","49","57","49","0","1","10"
"50","50","50","50","1","0","200000001","202101","50","10","18945","0","0","1460","0","670210150","0","50","30","50","50","50","50","0","0","52","0","50","0","50","50","50","1","50","50","60","50","0","1","10"
"51","51","51","51","1","0","200000001","202101","51","10","20195","0","0","1516","0","670210151","0","51","30","51","51","51","51","0","0","55","0","51","0","51","51","51","1","51","51","63","51","0","1","10"
"52","52","52","52","1","0","200000001","202101","52","10","21445","0","0","1572","0","670210152","0","52","30","52","52","52","52","0","0","57","0","52","0","52","52","52","1","52","52","65","52","0","1","10"
"53","53","53","53","1","0","200000001","202101","53","10","22695","0","0","1630","0","670210153","0","53","30","53","53","53","53","0","0","60","0","53","0","53","53","53","1","53","53","68","53","0","1","10"
"54","54","54","54","1","0","200000001","202101","54","10","23944","0","0","1686","0","670210154","0","54","30","54","54","54","54","0","0","63","0","54","0","54","54","54","1","54","54","71","54","0","1","10"
"55","55","55","55","1","0","200000001","202101","55","10","25194","0","0","1742","0","670210155","0","55","30","55","55","55","55","0","0","65","0","55","0","55","55","55","1","55","55","74","55","0","1","10"
"56","56","56","56","1","0","200000001","202101","56","10","26456","0","0","1818","0","670210156","0","56","30","56","56","56","56","0","0","67","0","56","0","56","56","56","1","56","56","77","56","0","1","10"
"57","57","57","57","1","0","200000001","202101","57","10","27718","0","0","1893","0","670210157","0","57","30","57","57","57","57","0","0","70","0","57","0","57","57","57","1","57","57","79","57","0","1","10"
"58","58","58","58","1","0","200000001","202101","58","10","28981","0","0","1968","0","670210158","0","58","30","58","58","58","58","0","0","73","0","58","0","58","58","58","1","58","58","83","58","0","1","10"
"59","59","59","59","1","0","200000001","202101","59","10","30243","0","0","2043","0","670210159","0","59","30","59","59","59","59","0","0","75","0","59","0","59","59","59","1","59","59","85","59","0","1","10"
"60","60","60","60","1","0","200000001","202101","60","10","31505","0","0","2118","0","670210160","0","60","30","60","60","60","60","0","0","77","0","60","0","60","60","60","1","60","60","88","60","0","1","10"
"61","61","61","61","1","0","200000001","202101","61","10","32768","0","0","2193","0","670210161","0","61","30","61","61","61","61","0","0","80","0","61","0","61","61","61","1","61","61","91","61","0","1","10"
"62","62","62","62","1","0","200000001","202101","62","10","33991","0","0","2255","0","670210162","0","62","30","62","62","62","62","0","0","83","0","62","0","62","62","62","1","62","62","94","62","0","1","10"
"63","63","63","63","1","0","200000001","202101","63","10","35213","0","0","2318","0","670210163","0","63","30","63","63","63","63","0","0","85","0","63","0","63","63","63","1","63","63","97","63","0","1","10"
"64","64","64","64","1","0","200000001","202101","64","10","36436","0","0","2380","0","670210164","0","64","30","64","64","64","64","0","0","88","0","64","0","64","64","64","1","64","64","99","64","0","1","10"
"65","65","65","65","1","0","200000001","202101","65","10","37658","0","0","2442","0","670210165","0","65","30","65","65","65","65","0","0","90","0","65","0","65","65","65","1","65","65","102","65","0","1","10"
"66","66","66","66","1","0","200000001","202101","66","10","38881","0","0","2505","0","670210166","0","66","30","66","66","66","66","0","0","93","0","66","0","66","66","66","1","66","66","105","66","0","1","10"
"67","67","67","67","1","0","200000001","202101","67","10","40104","0","0","2567","0","670210167","0","67","30","67","67","67","67","0","0","95","0","67","0","67","67","67","1","67","67","108","67","0","1","10"
"68","68","68","68","1","0","200000001","202101","68","10","41326","0","0","2629","0","670210168","0","68","30","68","68","68","68","0","0","98","0","68","0","68","68","68","1","68","68","110","68","0","1","10"
"69","69","69","69","1","0","200000001","202101","69","10","42549","0","0","2692","0","670210169","0","69","30","69","69","69","69","0","0","100","0","69","0","69","69","69","1","69","69","113","69","0","1","10"
"70","70","70","70","1","0","200000001","202101","70","10","43772","0","0","2754","0","670210170","0","70","30","70","70","70","70","0","0","103","0","70","0","70","70","70","1","70","70","116","70","0","1","10"
"71","71","71","71","1","0","200000001","202101","71","10","44994","0","0","2816","0","670210171","0","71","30","71","71","71","71","0","0","105","0","71","0","71","71","71","1","71","71","119","71","0","1","10"
"1","1","1","1","1","110","200000001","202200","1","10","156","0","0","0","0","670220001","0","1","30","1","1","1","1","0","0","4","0","1","0","1","1","1","1","1","1","4","1","0","1","10"
"2","2","2","2","1","115","200000001","202200","2","10","188","0","0","0","0","670220002","0","2","30","2","2","2","2","0","0","5","0","2","0","2","2","2","1","2","2","5","2","0","1","10"
"3","3","3","3","1","119","200000001","202200","3","10","288","0","0","0","0","670220003","0","3","30","3","3","3","3","0","0","5","0","3","0","3","3","3","1","3","3","5","3","0","1","10"
"4","4","4","4","1","124","200000001","202200","4","10","348","0","0","0","0","670220004","0","4","30","4","4","4","4","0","0","6","0","4","0","4","4","4","1","4","4","6","4","0","1","10"
"5","5","5","5","1","130","200000001","202200","5","10","531","0","0","0","0","670220005","0","5","30","5","5","5","5","0","0","6","0","5","0","5","5","5","1","5","5","6","5","0","1","10"
"6","6","6","6","1","135","200000001","202200","6","10","641","0","0","0","0","670220006","0","6","30","6","6","6","6","0","0","7","0","6","0","6","6","6","1","6","6","7","6","0","1","10"
"7","7","7","7","1","141","200000001","202200","7","10","979","0","0","0","0","670220007","0","7","30","7","7","7","7","0","0","8","0","7","0","7","7","7","1","7","7","7","7","0","1","10"
"8","8","8","8","1","147","200000001","202200","8","10","1183","0","0","0","0","670220008","0","8","30","8","8","8","8","0","0","9","0","8","0","8","8","8","1","8","8","7","8","0","1","10"
"9","9","9","9","1","159","200000001","202200","9","10","1223","0","0","0","0","670220009","0","9","30","9","9","9","9","0","0","10","0","9","0","9","9","9","1","9","9","7","9","0","1","10"
"10","10","10","10","1","171","200000001","202200","10","10","1263","0","0","0","0","670220010","0","10","30","10","10","10","10","0","0","10","0","10","0","10","10","10","1","10","10","7","10","0","1","10"
"11","11","11","11","1","171","200000001","202200","11","10","1263","0","0","0","0","670220011","0","11","30","11","11","11","11","0","0","10","0","11","0","11","11","11","1","11","11","7","11","0","1","10"
"12","12","12","12","1","185","200000001","202200","12","10","1286","0","0","0","0","670220012","0","12","30","12","12","12","12","0","0","11","0","12","0","12","12","12","1","12","12","8","12","0","1","10"
"13","13","13","13","1","203","200000001","202200","13","10","1310","0","0","0","0","670220013","0","13","30","13","13","13","13","0","0","15","0","13","0","13","13","13","1","13","13","11","13","0","1","10"
"14","14","14","14","1","203","200000001","202200","14","10","1310","0","0","0","0","670220014","0","14","30","14","14","14","14","0","0","15","0","14","0","14","14","14","1","14","14","11","14","0","1","10"
"15","15","15","15","1","220","200000001","202200","15","10","1446","0","0","0","0","670220015","0","15","30","15","15","15","15","0","0","16","0","15","0","15","15","15","1","15","15","12","15","0","1","10"
"16","16","16","16","1","256","200000001","202200","16","10","1739","0","0","0","0","670220016","0","16","30","16","16","16","16","0","0","16","0","16","0","16","16","16","1","16","16","12","16","0","1","10"
"17","17","17","17","1","309","200000001","202200","17","10","2169","0","0","0","0","670220017","0","17","30","17","17","17","17","0","0","16","0","17","0","17","17","17","1","17","17","12","17","0","1","10"
"18","18","18","18","1","353","200000001","202200","18","10","2260","0","0","0","0","670220018","0","18","30","18","18","18","18","0","0","17","0","18","0","18","18","18","1","18","18","13","18","0","1","10"
"19","19","19","19","1","366","200000001","202200","19","10","2351","0","0","0","0","670220019","0","19","30","19","19","19","19","0","0","20","0","19","0","19","19","19","1","19","19","15","19","0","1","10"
"20","20","20","20","1","379","200000001","202200","20","10","2443","0","0","0","0","670220020","0","20","30","20","20","20","20","0","0","23","0","20","0","20","20","20","1","20","20","17","20","0","1","10"
"21","21","21","21","1","391","200000001","202200","21","10","2534","0","0","0","0","670220021","0","21","30","21","21","21","21","0","0","25","0","21","0","21","21","21","1","21","21","19","21","0","1","10"
"22","22","22","22","1","404","200000001","202200","22","10","2625","0","0","0","0","670220022","0","22","30","22","22","22","22","0","0","28","0","22","0","22","22","22","1","22","22","21","22","0","1","10"
"23","23","23","23","1","409","200000001","202200","23","10","2807","0","0","0","0","670220023","0","23","30","23","23","23","23","0","0","29","0","23","0","23","23","23","1","23","23","21","23","0","1","10"
"24","24","24","24","1","437","200000001","202200","24","10","3059","0","0","0","0","670220024","0","24","30","24","24","24","24","0","0","29","0","24","0","24","24","24","1","24","24","21","24","0","1","10"
"25","25","25","25","1","465","200000001","202200","25","10","3312","0","0","0","0","670220025","0","25","30","25","25","25","25","0","0","29","0","25","0","25","25","25","1","25","25","21","25","0","1","10"
"26","26","26","26","1","493","200000001","202200","26","10","3564","0","0","0","0","670220026","0","26","30","26","26","26","26","0","0","29","0","26","0","26","26","26","1","26","26","21","26","0","1","10"
"27","27","27","27","1","514","200000001","202200","27","10","3755","0","0","0","0","670220027","0","27","30","27","27","27","27","0","0","29","0","27","0","27","27","27","1","27","27","21","27","0","1","10"
"28","28","28","28","1","535","200000001","202200","28","10","3946","0","0","0","0","670220028","0","28","30","28","28","28","28","0","0","30","0","28","0","28","28","28","1","28","28","22","28","0","1","10"
"29","29","29","29","1","556","200000001","202200","29","10","4137","0","0","0","0","670220029","0","29","30","29","29","29","29","0","0","30","0","29","0","29","29","29","1","29","29","23","29","0","1","10"
"30","30","30","30","1","576","200000001","202200","30","10","4328","0","0","0","0","670220030","0","30","30","30","30","30","30","0","0","30","0","30","0","30","30","30","1","30","30","23","30","0","1","10"
"31","31","31","31","1","597","200000001","202200","31","10","4328","0","0","0","0","670220031","0","31","30","31","31","31","31","0","0","30","0","31","0","31","31","31","1","31","31","23","31","0","1","10"
"32","32","32","32","1","618","200000001","202200","32","10","5327","0","0","0","0","670220032","0","32","30","32","32","32","32","0","0","32","0","32","0","32","32","32","1","32","32","23","32","0","1","10"
"33","33","33","33","1","619","200000001","202200","33","10","5647","0","0","0","0","670220033","0","33","30","33","33","33","33","0","0","32","0","33","0","33","33","33","1","33","33","24","33","0","1","10"
"34","34","34","34","1","670","200000001","202200","34","10","5966","0","0","0","0","670220034","0","34","30","34","34","34","34","0","0","31","0","34","0","34","34","34","1","34","34","24","34","0","1","10"
"35","35","35","35","1","621","200000001","202200","35","10","7056","0","0","0","0","670220035","0","35","30","35","35","35","35","0","0","31","0","35","0","35","35","35","1","35","35","24","35","0","1","10"
"36","36","36","36","1","621","200000001","202200","36","10","7180","0","0","0","0","670220036","0","36","30","36","36","36","36","0","0","32","0","36","0","36","36","36","1","36","36","24","36","0","1","10"
"37","37","37","37","1","622","200000001","202200","37","10","7553","0","0","0","0","670220037","0","37","30","37","37","37","37","0","0","40","0","37","0","37","37","37","1","37","37","30","37","0","1","10"
