780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7
"3","cmn_float","","0.1","127111","19120014","","912","","","1"
"21","vo_fpc_21200","","","vo_fpc","19120015","","912","0","",""
"11","啊……","0.5","0","127111","19120016","0","912","1","0","10"
"93","0","","","0.6","19120017","","912","","",""
"2","100","","","122711","19120018","0","912","4.97058823529412","","-15"
"93","0","","","1.5","19120019","","912","","",""
"91","","","","19120016","19120020","","912","","",""
"91","","","","19120011","19120021","","912","","",""
"3","cmn_float","","0.1","126911","19120022","","912","","","1"
"21","vo_fpc_21201","","","vo_fpc","19120023","","912","0","",""
"11","啊……","0.5","0","126911","19120024","0","912","1","0","10"
"91","","","","0","19120025","","912","","",""
"93","0","","","0.5","19120026","","912","","",""
"91","","","","19120018","19120027","","912","","",""
"3","12_kyouka_notice","","0.1","122711","19120028","1","912","12_kyouka_notice_loop","0.1","0"
"21","vo_fpc_21202","","","vo_fpc","19120029","","912","0","",""
"11","咦？\n怎、怎麼了嗎？","0.5","0","122711","19120030","0","912","1","0","8"
"91","","","","0","19120031","","912","","",""
"93","0","","","0.5","19120032","","912","","",""
"3","cmn_float","","0.1","127111","19120033","","912","","","1"
"21","vo_fpc_21203","","","vo_fpc","19120034","","912","0","",""
"11","不，那裡……","0.5","0","127111","19120035","0","912","1","0","9"
"91","","","","0","19120036","","912","","",""
"93","0","","","0.5","19120037","","912","","",""
"3","cmn_float","","0.1","126911","19120038","","912","","","1"
"21","vo_fpc_21204","","","vo_fpc","19120039","","912","0","",""
"11","嗯……","0.5","0","126911","19120040","0","912","1","0","10"
"91","","","","0","19120041","","912","","",""
"93","0","","","0.5","19120042","","912","","",""
"3","12_kyouka_turn_in","","0.1","122711","19120043","1","912","12_kyouka_turn_loop","0.1","0"
"21","vo_fpc_21205","","","vo_fpc","19120044","","912","0","",""
"11","什麼？\n看起來什麼都沒有耶……","0.5","0","122711","19120045","0","912","1","0","9"
"91","","","","0","19120046","","912","","",""
"93","0","","","0.5","19120047","","912","","",""
"3","12_cmn_float_smile","","0.1","127111","19120048","","912","","","1"
"21","vo_fpc_21206","","","vo_fpc","19120049","","912","0","",""
"11","呵呵。","0.5","0","127111","19120050","0","912","1","0","8"
"91","","","","0","19120051","","912","","",""
"93","0","","","0.5","19120052","","912","","",""
"3","12_cmn_float_smile","","0.1","126911","19120053","","912","","","1"
"21","vo_fpc_21207","","","vo_fpc","19120054","","912","0","",""
"11","呵呵呵呵……","0.5","0","126911","19120055","0","912","1","0","10"
"91","","","","0","19120056","","912","","",""
"93","0","","","0.5","19120057","","912","","",""
"2","850","","","127111","19120058","","912","4.29864253393665","","-180"
"33","850","","","11","19120059","","912","4.29864253393665","","-180"
"2","850","","","126911","19120060","","912","5.42986425339367","","-125"
"33","850","","","21","19120061","","912","5.42986425339367","","-125"
"93","0","","","1","19120062","","912","","",""
"3","12_kyouka_scare_in","","0.1","122711","19120063","1","912","12_kyouka_scare_loop","0.1","0"
"21","vo_fpc_21208","","","vo_fpc","19120064","","912","0","",""
"11","咿！\n到、到底是怎麼回事啊……","0.5","0","122711","19120065","0","912","1","0","9"
"91","","","","0","19120066","","912","","",""
"93","0","","","0.5","19120067","","912","","",""
"3","12_kyouka_run_in","","0.1","122711","19120068","1","912","12_kyouka_run_loop","0.1","0"
"2","-850","","","122711","19120069","","912","3.58220211161388","","-15"
"91","","","","19120069","19120070","","912","","",""
"1","127011","13_kuka_bound","1.75","1","19130001","-180","913","-800","0","22"
"31","1041","","0","104","19130002","1","913","-170","","-600"
"31","1042","","0","104","19130003","1","913","-170","","-240"
"31","1043","","0","104","19130004","1","913","-170","","170"
"31","1044","","0","104","19130005","1","913","-170","","560"
"31","1003","","0","1003","19130006","1","913","-85","","-575"
"23","se_fpc_water_random","","","se_10053800","19130007","","913","","","1"
"91","0","","","19130006","19130008","","913","","",""
"32","1","","","1003","19130009","","913","0","",""
"93","0","","","2","19130010","","913","","",""
"3","13_kuka_bound","","0.1","127011","19130011","","913","","","1"
"2","800","","","127011","19130012","","913","2.35294117647059","","-180"
"93","0","","","0.236666666666667","19130013","","913","","",""
"23","se_10053800_913_kuka","","","se_10053800","19130014","","913","","","0"
"21","vo_fpc_21300","","","vo_fpc","19130015","","913","0","",""
"32","1","","","1041","19130016","","913","0","",""
"93","0","","","0.536666666666667","19130017","","913","","",""
"32","1","","","1042","19130018","","913","0","",""
"93","0","","","0.536666666666667","19130019","","913","","",""
"21","vo_fpc_21301","","","vo_fpc","19130020","","913","0","",""
"32","1","","","1043","19130021","","913","0","",""
"93","0","","","0.536666666666667","19130022","","913","","",""
"32","1","","","1044","19130023","","913","0","",""
"93","0","","","2","19130024","","913","","",""
"91","","","","19130012","19130025","","913","","",""
"1","110611","14_maho_idle_loop","1.75","1","19140001","-185","914","-1000","0","24"
"5","2","cmn_boat_idle","1.75","2","19140002","-185","914","-1000","0","22"
"5","3","14_maho_idle_loop","1.75","3","19140003","-185","914","-1000","0","23"
"1","110511","cmn_float","1.75","1","19140004","-175","914","-1220","0","25"
"1","110411","14_makoto_float","1.75","1","19140005","-125","914","-1520","0","12"
"31","110611","","1","116","19140006","1","914","-185","","-1000"
"31","41","","1","8","19140007","1","914","-175","","-1220"
"31","120","","0","120","19140008","1","914","-175","","-50"
"31","42","","1","4","19140009","1","914","-125","","-1520"
"31","117","","0","117","19140010","1","914","-125","","-350"
"23","se_fpc_water_random","","","se_10053800","19140011","","914","","","1"
"91","0","","","19140010","19140012","","914","","",""
"2","170","","","110611","19140013","12","914","8.60294117647059","","-185"
"2","170","","","2","19140014","12","914","8.60294117647059","","-185"
"2","170","","","3","19140015","12","914","8.60294117647059","","-185"
"33","170","","","110611","19140016","12","914","8.60294117647059","","-185"
"2","-50","","","110511","19140017","12","914","8.60294117647059","","-175"
"33","-50","","","41","19140018","12","914","8.60294117647059","","-175"
"2","-350","","","110411","19140019","12","914","8.60294117647059","","-125"
"33","-350","","","42","19140020","12","914","8.60294117647059","","-125"
"91","","","","19140013","19140021","","914","","",""
"3","14_maho_point_in","","0.3","110611","19140022","1","914","14_maho_point_loop","0.1","0"
"3","cmn_boat_idle","","0.3","2","19140023","","914","","","1"
"3","14_maho_idle_loop","","0.3","3","19140024","","914","","","1"
"21","vo_fpc_21400","","","vo_fpc","19140025","","914","0","",""
"11","亞瑟、高文、蘭斯洛特，\n嗯，大家都到齊了哪。\n好了，咱們走吧。\n香織，麻煩妳了──","0.5","0","110611","19140026","0","914","1","0","7"
"91","","","","0","19140027","","914","","",""
"93","0","","","0.5","19140028","","914","","",""
"3","14_kaori_handUp_in","","0.1","110511","19140029","1","914","14_kaori_handUp_loop","0.1","0"
"21","vo_fpc_21401","","","vo_fpc","19140030","","914","0","",""
"11","交──給我吧──！\n出發前進──！","0.5","0","110511","19140031","0","914","1","0","9"
"91","","","","0","19140032","","914","","",""
"93","0","","","0.5","19140033","","914","","",""
"3","14_makoto_pazzled","","0.1","110411","19140034","","914","","","1"
"21","vo_fpc_21402","","","vo_fpc","19140035","","914","0","",""
"11","不不，妳等一下。\n要是那麼猛力地推，\n這些傢伙會掉進水裡溼掉的吧？","0.5","0","110411","19140036","0","914","1","0","8"
"91","","","","0","19140037","","914","","",""
"93","0","","","0.5","19140038","","914","","",""
"3","14_maho_smile_in","","0.3","110611","19140039","1","914","14_maho_smile_loop","0.1","0"
"3","cmn_boat_idle","","0.3","2","19140040","","914","","","1"
"3","14_maho_idle_loop","","0.3","3","19140041","","914","","","1"
"21","vo_fpc_21403","","","vo_fpc","19140042","","914","0","",""
"11","呵呵，這些孩子是之前跟我們一起\n來海邊的孩子，所以不怕水哪。\n但要是掉下來也很可憐呀，\n所以能麻煩妳安全駕駛嗎♪","0.5","0","110611","19140043","0","914","1","0","8"
"91","","","","0","19140044","","914","","",""
"93","0","","","0.5","19140045","","914","","",""
"21","vo_fpc_21404","","","vo_fpc","19140046","","914","0","",""
"11","我知道啦──！\n我會用琉球犬肉球安全游法游的──！","0.5","0","110511","19140047","0","914","1","0","10"
"91","","","","0","19140048","","914","","",""
"93","0","","","0.5","19140049","","914","","",""
"3","14_kaori_flutterKick_in","","0.1","110511","19140050","1","914","14_kaori_flutterKick_loop","0.1","0"
"93","0","","","0.3","19140051","","914","","",""
"2","1270","","","110611","19140052","","914","6.47058823529412","","-185"
"2","1270","","","2","19140053","","914","6.47058823529412","","-185"
"2","1270","","","3","19140054","","914","6.47058823529412","","-185"
"33","1270","","","110611","19140055","","914","6.47058823529412","","-185"
"32","0","","","41","19140056","","914","","",""
"32","1","","","120","19140057","","914","","",""
"2","1050","","","110511","19140058","","914","6.47058823529412","","-175"
"33","1050","","","120","19140059","","914","6.47058823529412","","-175"
"93","0","","","1","19140060","","914","","",""
"21","vo_fpc_21405","","","vo_fpc","19140061","","914","0","",""
"11","總～覺得很令人擔心啊……\n沒辦法，我也跟上去吧。\n喂──等我一下啦！","0.5","0","110411","19140062","0","914","1","0","8"
"91","","","","0","19140063","","914","","",""
"93","0","","","0.5","19140064","","914","","",""
"3","14_makoto_dogscratch_in","","0.1","110411","19140065","1","914","cmn_swm_dogscratch","0.1","0"
"93","0","","","0.3","19140066","","914","","",""
"32","0","","","42","19140067","","914","","",""
"32","1","","","117","19140068","","914","","",""
"2","1050","","","110411","19140069","","914","3.72637742879957","","-125"
"33","1050","","","117","19140070","","914","3.72637742879957","","-125"
"91","","","","19140069","19140071","","914","s","",""
"1","110311","15_saren_idle","1.75","1","19150001","-180","915","-950","0","23"
"5","2","cmn_boat_idle","1.75","2","19150002","-180","915","-950","0","22"
"1","107711","15_suzume_walk_loop","1.75","1","19150003","-15","915","-750","0","12"
"31","110311","","1","101","19150004","1","915","-180","","-950"
"31","109","","0","109","19150005","1","915","30","","210"
"31","4","","0","4","19150006","1","915","-125","","330"
"23","se_fpc_water_random","","","se_10053800","19150007","","915","","","1"
"13","49","","","107711","19150008","","915","","",""
"91","0","","","0","19150009","","915","","",""
"2","0","","","107711","19150010","","915","5.51470588235294","","-15"
"91","","","","19150010","19150011","","915","","",""
"3","15_suzume_talk_in","","0.1","107711","19150012","1","915","15_suzume_talk_loop","0.1","0"
"21","vo_fpc_21500","","","vo_fpc","19150013","","915","0","",""
"11","跟大小姐走散了……\n我竟然迷路了，真是個失職的女僕～","0.5","0","107711","19150014","0","915","1","0","8"
"93","1","","","3.2","19150015","","915","","",""
"93","0","","","1.5","19150016","","915","","",""
"91","","","","19150014","19150017","","915","","",""
"3","15_suzume_walk_in","","0.1","107711","19150018","1","915","15_suzume_walk_loop","0.1","0"
"2","-100","","","110311","19150019","","915","11.9779411764706","","-180"
"2","-100","","","2","19150020","","915","11.9779411764706","","-180"
"33","-100","","","110311","19150021","","915","11.9779411764706","","-180"
"2","460","","","107711","19150022","","915","4.22794117647059","","-15"
"91","","","","19150022","19150023","","915","","",""
"3","15_suzume_turn_in","","0.1","107711","19150024","1","915","15_suzume_turn_loop","0.1","0"
"93","0","","","0.6","19150025","","915","","",""
"21","vo_fpc_21501","","","vo_fpc","19150026","","915","0","",""
"11","那是……大小姐～！\n我現在就過去！","0.5","-15","107711","19150027","0","915","1","0","20"
"93","0","","","1.7","19150028","","915","","",""
"3","15_saren_notice_in","","0.3","110311","19150029","1","915","15_saren_notice_loop","0.1","0"
"3","cmn_boat_idle","","0.3","2","19150030","","915","","","1"
"93","0","","","0.35","19150031","","915","","",""
"93","0","","","1.5","19150032","","915","","",""
"2","330","","","107711","19150033","","915","0.5","","-15"
"3","15_suzume_run","","0.2","107711","19150034","","915","","0.1","1"
"21","vo_fpc_21502","","","vo_fpc","19150035","","915","0","",""
"11","鈴莓？\n話說，奔跑很危……","-0.5","0","110311","19150036","0","915","1","0","81"
"93","0","","","0.5","19150037","","915","","",""
"3","15_suzume_fallDown","","0.1","107711","19150038","","915","","","0"
"93","0","","","1.3","19150039","","915","","",""
"21","vo_fpc_21503","","","vo_fpc","19150040","","915","0","",""
"11","呀啊啊啊～！","-1.5","0","107711","19150041","0","915","1","0","129"
"3","15_saren_rise_in","","0.1","110311","19150042","1","915","15_saren_rise_loop","0.1","0"
"3","cmn_boat_idle","","0.1","2","19150043","","915","","","1"
"93","0","","","0.5","19150044","","915","","",""
"6","1","","0.1","107711","19150045","0","915","1","","1"
"32","1","","","109","19150046","","915","","",""
"93","0","","","1","19150047","","915","","",""
"2","330","","","107711","19150048","","915","0","","-125"
"6","1","","0.4","107711","19150049","1","915","1","","1"
"3","15_suzume_drown_in","","0.1","107711","19150050","1","915","15_suzume_drown_loop","0.1","0"
"2","800","","","107711","19150051","","915","2.76470588235294","","-125"
"33","800","","","4","19150052","","915","2.76470588235294","","-125"
"91","","","","19150019","19150053","","915","","",""
"2","900","","","110311","19150054","","915","7.35294117647059","","-180"
"2","900","","","2","19150055","","915","7.35294117647059","","-180"
"33","900","","","110311","19150056","","915","7.35294117647059","","-180"
"21","vo_fpc_21504","","","vo_fpc","19150057","","915","0","",""
"11","鈴、鈴莓？\n鈴莓～！？","0.5","0","110311","19150058","0","915","1","0","7"
"91","","","","0","19150059","","915","","",""
"93","0","","","1.5","19150060","","915","","",""
"91","","","","19150054","19150061","","915","s","",""
"1","113111","cmn_walk","1.4875","1","19160001","-15","916","-750","0","12"
"1","113311","16_nanaka_run","1.4875","1","19160002","-15","916","750","0","12"
"1","117411","cmn_swm_diving","1.75","1","19160003","-180","916","-850","0","22"
"1","117011","cmn_swm_diving","1.75","1","19160004","-180","916","-2500","0","22"
"5","7","none","1.75","7","19160005","-180","916","50","0","22"
"5","11","cmn_floatRing_pink","1.75","1","19160006","-180","916","-1375","0","22"
"5","12","cmn_float_item_01_Ball","1.75","1","19160007","-125","916","-2500","0","12"
"31","11","","1","4","19160008","1","916","-180","","-1375"
"31","12","","1","4","19160009","1","916","-125","","-2500"
"31","91","","1","9","19160010","1","916","-180","","-850"
"31","92","","1","9","19160011","1","916","-180","","-2500"
"31","1015","","0","1015","19160012","1","916","155","","-183"
"31","1013","","0","1013","19160013","1","916","-180","","50"
"23","se_fpc_water_random","","","se_10053800","19160014","","916","","","1"
"91","0","","","19160013","19160015","","916","","",""
"2","2500","","","117411","19160016","","916","19.7058823529412","","-180"
"33","2500","","","91","19160017","","916","19.7058823529412","","-180"
"2","1975","","","11","19160018","","916","24.6323529411765","","-180"
"33","1975","","","11","19160019","","916","24.6323529411765","","-180"
"2","850","","","117011","19160020","","916","19.7058823529412","","-180"
"33","850","","","92","19160021","","916","19.7058823529412","","-180"
"2","850","","","12","19160022","","916","24.6323529411765","","-125"
"33","850","","","12","19160023","","916","24.6323529411765","","-125"
"93","0","","","3","19160024","","916","","",""
"2","-150","","","113111","19160025","","916","4.41176470588235","","-15"
"91","","","","19160025","19160026","","916","","",""
"3","16_ruka_think","","0.3","113111","19160027","","916","","","1"
"32","1","","","1015","19160028","","916","","",""
"21","vo_fpc_21600","","","vo_fpc","19160029","","916","0","",""
"93","0","","","0.6","19160030","","916","","",""
"93","0","","","1.5","19160031","","916","","",""
"2","150","","","113311","19160032","","916","2.71493212669683","","-15"
"91","","","","19160032","19160033","","916","","",""
"3","16_nanaka_idle_loop","","0.2","113311","19160034","","916","","","1"
"21","vo_fpc_21601","","","vo_fpc","19160035","","916","0","",""
"11","流～夏～姐♪\n妳在看什麼呀～？","0.5","0","113311","19160036","0","916","1","0","8"
"91","","","","0","19160037","","916","","",""
"93","0","","","0.5","19160038","","916","","",""
"3","16_ruka_notice_in","","0.1","113111","19160039","1","916","16_ruka_notice_loop","0.1","0"
"21","vo_fpc_21602","","","vo_fpc","19160040","","916","0","",""
"11","嗯？不，我並沒有\n特別在想什麼……","0.5","0","113111","19160041","0","916","1","0","7"
"91","","","","0","19160042","","916","","",""
"93","0","","","0.5","19160043","","916","","",""
"3","16_nanaka_point_in","","0.1","113311","19160044","1","916","16_nanaka_point_loop","0.1","0"
"21","vo_fpc_21603","","","vo_fpc","19160045","","916","0","",""
"11","呵呵呵，流夏姐的想法\n我全都看穿了！","0.5","0","113311","19160046","0","916","1","0","7"
"91","","","","0","19160047","","916","","",""
"93","0","","","0.5","19160048","","916","","",""
"21","vo_fpc_21604","","","vo_fpc","19160049","","916","0","",""
"11","那就是！\n「看啊！人就像魚一樣！」對吧？","0.5","0","113311","19160050","0","916","1","0","8"
"91","","","","0","19160051","","916","","",""
"93","0","","","0.5","19160052","","916","","",""
"3","16_ruka_talk_in","","0.1","113111","19160053","1","916","16_ruka_talk_loop","0.1","0"
"21","vo_fpc_21605","","","vo_fpc","19160054","","916","0","",""
"11","那種事……\n我是稍微想了一下下……","0.5","0","113111","19160055","0","916","1","0","7"
"91","","","","0","19160056","","916","","",""
"93","0","","","0.5","19160057","","916","","",""
"3","16_nanaka_idle_in","","0.1","113311","19160058","1","916","16_nanaka_idle_loop","0.1","0"
"21","vo_fpc_21606","","","vo_fpc","19160059","","916","0","",""
"11","啊哈哈，果然呢～♪","0.5","0","113311","19160060","0","916","1","0","7"
"91","","","","0","19160061","","916","","",""
"93","0","","","0.5","19160062","","916","","",""
"3","16_nanaka_turn","","0.1","113311","19160063","1","916","cmn_run_def_N","0.1","0"
"2","750","","","113311","19160064","","916","2.71493212669683","","-15"
"3","cmn_walk","","0.1","113111","19160065","","916","","","1"
"2","750","","","113111","19160066","","916","5.29411764705882","","-15"
"93","0","","","1.5","19160067","","916","","",""
"3","fish","","","7","19160068","","916","none","0.1","0"
"32","1","","","1013","19160069","","916","","",""
"93","0","","","3.2","19160070","","916","","",""
"91","","","","19160018","19160071","","916","s","",""
"91","","","","19160064","19160072","","916","s","",""
"91","","","","19160066","19160073","","916","s","",""
"1","126711","17_akino_worry","1.75","1","19170001","-180","917","-950","0","23"
"5","3","empty","1.75","3","19170002","-180","917","-950","0","24"
"5","2","cmn_boat_idle","1.75","2","19170003","-180","917","-950","0","22"
"1","110311","cmn_walk_r","1.4875","1","19170004","-15","917","750","0","12"
"31","126711","","1","101","19170005","1","917","-180","","-950"
"23","se_fpc_water_random","","","se_10053800","19170006","","917","","","1"
"91","0","","","19170005","19170007","","917","","",""
"2","0","","","126711","19170008","12","917","6.98529411764706","","-180"
"2","0","","","3","19170009","12","917","6.98529411764706","","-180"
"2","0","","","2","19170010","12","917","6.98529411764706","","-180"
"33","0","","","126711","19170011","12","917","6.98529411764706","","-180"
"91","","","","19170008","19170012","","917","","",""
"21","vo_fpc_21700","","","vo_fpc","19170013","","917","0","",""
"11","完全沒有抵達目的地呢……\n難不成又迷路了嗎？\n墨丘利度假村就是我的庭院……\n我明明是這樣以為的啊～！","0.5","0","126711","19170014","0","917","1","0","8"
"91","","","","0","19170015","","917","","",""
"93","0","","","0.5","19170016","","917","","",""
"2","300","","","110311","19170017","","917","4.72689075630252","","-15"
"3","17_akino_laugh_in","","0.3","126711","19170018","1","917","17_akino_laugh_loop","0.1","0"
"3","17_akino_laugh_in","","0.3","3","19170019","1","917","17_akino_laugh_loop","0.1","0"
"3","cmn_boat_idle","","0.3","2","19170020","","917","","","1"
"21","vo_fpc_21701","","","vo_fpc","19170021","","917","0","",""
"11","不，不對！這個甚至能夠……\n讓我迷失的廣大度假村……\n我應該為財團的豐功偉業感到自豪呢♪\n哦──呵呵呵！","0.5","0","126711","19170022","0","917","1","0","17"
"91","","","","19170017","19170023","","917","","",""
"3","17_saren_talk_in","","0.2","110311","19170024","1","917","17_saren_talk_loop","0.1","0"
"93","0","","","0.673109243697478","19170025","","917","","",""
"93","0","","","0.5","19170026","","917","","",""
"91","","","","19170022","19170027","","917","","",""
"21","vo_fpc_21702","","","vo_fpc","19170028","","917","0","",""
"11","……這裡是漂漂河，應該就只會\n在同樣的地方繞圈吧？","0.5","0","110311","19170029","0","917","1","0","8"
"91","","","","0","19170030","","917","","",""
"3","17_akino_pause_in","","0.1","126711","19170031","1","917","17_akino_pause_loop","0.1","0"
"3","17_akino_pause_in","","0.1","3","19170032","1","917","17_akino_pause_loop","0.1","0"
"3","cmn_boat_idle","","0.1","2","19170033","","917","","","1"
"93","0","","","2","19170034","","917","","",""
"3","17_akino_shock_in","","0.3","126711","19170035","1","917","17_akino_shock_loop","0.1","0"
"3","empty","","","3","19170036","","917","","","0"
"3","cmn_boat_idle","","0.3","2","19170037","","917","","","1"
"21","vo_fpc_21703","","","vo_fpc","19170038","","917","0","",""
"11","是、是這樣嗎！？\n真是個盲點啊───！","0.5","0","126711","19170039","0","917","1","0","8"
"91","","","","0","19170040","","917","","",""
"93","0","","","0.5","19170041","","917","","",""
"2","900","","","126711","19170042","","917","5.29411764705882","","-180"
"2","900","","","2","19170043","","917","5.29411764705882","","-180"
"33","900","","","126711","19170044","","917","5.29411764705882","","-180"
"93","0","","","2.7","19170045","","917","","",""
"3","17_saren_turn","","0.1","110311","19170046","1","917","cmn_walk","0.1","0"
"2","750","","","110311","19170047","","917","2.64705882352941","","-15"
"91","","","","19170042","19170048","","917","","",""
"91","","","","19170047","19170049","","917","","",""
"1","113511","18_misato_backWalk","1.75","1","19180001","-180","918","-850","0","22"
"1","110111","18_io_flutterKick","1.75","1","19180002","-180","918","-1010","0","23"
"31","41","","0","14","19180003","1","918","-180","","-850"
"31","11","","0","2","19180004","1","918","-180","","50"
"31","42","","0","14","19180005","1","918","-180","","-110"
"31","12","","1","123","19180006","1","918","-180","","-1010"
"23","se_fpc_water_random","","","se_10053800","19180007","","918","","","1"
"91","0","","","19180006","19180008","","918","","",""
"2","50","","","113511","19180009","12","918","6.61764705882353","","-180"
"33","50","","","41","19180010","12","918","6.61764705882353","","-180"
"2","-110","","","110111","19180011","12","918","6.61764705882353","","-180"
"33","-110","","","12","19180012","12","918","6.61764705882353","","-180"
"91","","","","19180009","19180013","","918","","",""
"3","18_misato_backWalkIdle","","0.2","113511","19180014","","918","","","1"
"21","vo_fpc_21800","","","vo_fpc","19180015","","918","0","",""
"11","伊緒老師，就是這樣。\n踢水踢得很棒喔～♪","0.5","0","113511","19180016","0","918","1","0","8"
"91","","","","0","19180017","","918","","",""
"93","0","","","0.5","19180018","","918","","",""
"21","vo_fpc_21801","","","vo_fpc","19180019","","918","0","",""
"11","是、是的！嘿咻、嘿咻……\n對不起，難得來到泳池\n還讓妳陪我練習……","0.5","0","110111","19180020","0","918","1","0","7"
"91","","","","0","19180021","","918","","",""
"93","0","","","0.5","19180022","","918","","",""
"21","vo_fpc_21802","","","vo_fpc","19180023","","918","0","",""
"11","沒關係的。\n因為老師永遠是努力的孩子的夥伴唷♪","0.5","0","113511","19180024","0","918","1","0","9"
"91","","","","0","19180025","","918","","",""
"93","0","","","0.5","19180026","","918","","",""
"32","0","","","12","19180027","","918","","",""
"32","1","","","42","19180028","","918","","",""
"32","1","","","41","19180029","","918","","",""
"3","18_misato_idle_in","","0.1","113511","19180030","1","918","18_misato_idle_loop","0.1","0"
"3","18_io_stopSwim_in","","0.1","110111","19180031","1","918","18_io_stopSwim_loop","0.1","0"
"21","vo_fpc_21803","","","vo_fpc","19180032","","918","0","",""
"11","但是，我也是老師，\n明明應該要去教導人才對……","0.5","0","110111","19180033","0","918","1","0","8"
"91","","","","0","19180034","","918","","",""
"93","0","","","0.5","19180035","","918","","",""
"3","18_misato_talk_in","","0.1","113511","19180036","1","918","18_misato_talk_loop","0.1","0"
"21","vo_fpc_21804","","","vo_fpc","19180037","","918","0","",""
"11","我認為這種即便從現在開始\n也要學習什麼的經驗，\n一定會對教導孩子們\n有幫助的。","0.5","0","113511","19180038","0","918","1","0","8"
"91","","","","0","19180039","","918","","",""
"93","0","","","0.5","19180040","","918","","",""
"21","vo_fpc_21805","","","vo_fpc","19180041","","918","0","",""
"11","而且……\n學生也有各式各樣的孩子，\n所以有各種老師在不是很好嗎？","0.5","0","113511","19180042","0","918","1","0","8"
"91","","","","0","19180043","","918","","",""
"93","0","","","0.5","19180044","","918","","",""
"3","18_io_guts_in","","0.1","110111","19180045","1","918","18_io_guts_loop","0.1","0"
"21","vo_fpc_21806","","","vo_fpc","19180046","","918","0","",""
"11","美里老師……\n我會加油的！\n不管是教課，還是游泳……","0.5","0","110111","19180047","0","918","1","0","10"
"91","","","","0","19180048","","918","","",""
"93","0","","","0.5","19180049","","918","","",""
"3","18_io_flutterKick2_in","","0.1","110111","19180050","1","918","18_io_flutterKick2_loop","0.1","0"
"2","300","","","110111","19180051","","918","1.8552036199095","","-180"
"33","300","","","42","19180052","","918","1.8552036199095","","-180"
"33","300","","","12","19180053","","918","1.8552036199095","","-180"
"32","0","","","42","19180054","","918","","",""
"32","1","","","12","19180055","","918","","",""
"93","0","","","1","19180056","","918","","",""
"3","18_misato_talk2_in","","0.1","113511","19180057","1","918","18_misato_talk2_loop","0.1","0"
"91","","","","19180051","19180058","","918","","",""
"2","850","","","110111","19180059","","918","3.23529411764706","","-180"
"33","850","","","42","19180060","","918","3.23529411764706","","-180"
"33","850","","","12","19180061","","918","3.23529411764706","","-180"
"32","1","","","42","19180062","","918","","",""
"32","0","","","12","19180063","","918","","",""
"3","18_misato_surprise_in","","0.1","113511","19180064","1","918","18_misato_surprise_loop","0.1","0"
"3","18_io_accident_in","","0.1","110111","19180065","1","918","18_io_accident_loop","0.1","0"
"21","vo_fpc_21807","","","vo_fpc","19180066","","918","0","",""
"11","呀！我的泳裝！","0.5","0","110111","19180067","0","918","1","0","10"
"91","","","","0","19180068","","918","","",""
"93","0","","","0.5","19180069","","918","","",""
"21","vo_fpc_21808","","","vo_fpc","19180070","","918","0","",""
"11","伊緒老師！？\n哎呀哎呀～！","0.5","0","113511","19180071","0","918","1","0","9"
"91","","","","0","19180072","","918","","",""
"93","0","","","0.5","19180073","","918","","",""
"3","18_misato_breastStroke_in","","0","113511","19180074","1","918","cmn_swm_breastStroke","0.1","0"
"32","0","","","41","19180075","","918","","",""
"32","1","","","11","19180076","","918","","",""
"2","850","","","113511","19180077","","918","3.61990950226244","","-180"
"33","850","","","11","19180078","","918","3.61990950226244","","-180"
"91","","","","19180059","19180079","","918","","",""
"91","","","","19180077","19180080","","918","","",""
"1","117211","19_nozomi_float","1.75","1","19190001","-180","919","-850","0","22"
"1","110011","19_suzuna_float","1.75","1","19190002","-180","919","-1150","0","22"
"1","117411","19_tsumugi_search","1.4875","1","19190003","-15","919","-750","0","12"
"31","61","","1","6","19190004","1","919","-180","","-820"
"31","1211","","1","121","19190005","1","919","-180","","-850"
"31","1221","","0","122","19190006","1","919","-180","","150"
"31","62","","1","6","19190007","1","919","-180","","-1150"
"31","1212","","1","121","19190008","1","919","-180","","-1180"
"31","1222","","0","122","19190009","1","919","-180","","-180"
"13","45","","","117211","19190010","","919","","",""
"13","45","","","110011","19190011","","919","","",""
"13","45","","","117411","19190012","","919","","",""
"23","se_fpc_water_random","","","se_10053800","19190013","","919","","","1"
"13","49","","","117411","19190014","","919","","",""
"91","0","","","19190012","19190015","","919","","",""
"2","330","","","117411","19190016","","919","9.92647058823529","","-15"
"93","0","","","3.5","19190017","","919","","",""
