eee743833681bb9d33a0d1d77b3d13840132040cb9deb1e10da6ff349cc4821e,fa207cc632e6c10cf82f06190a5f0f9aea9064db547c1f971c67146b5b937d03,2b698e1e871601be613cc979908d1377f047f692563fc19d414244bb495decd9,0b80a2abb9537ade2fe2becab799cdb7b68c32919c2797b5bc68e8a8e5efb7ef,196824c81086b0702e806813d767da4b10d1ec96fc8afd7915f84d8aebe97084
"716","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001026","17"
"717","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001026","boss_def_lower_limit"
"718","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001026","boss_magic_def_lower_limit"
"719","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001026","9"
"720","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001027","15"
"721","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001027","11"
"722","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001027","17"
"723","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001027","boss_def_lower_limit"
"724","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001027","boss_magic_def_lower_limit"
"725","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001027","9"
"726","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001028","15"
"727","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001028","11"
"728","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001028","17"
"729","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001028","boss_def_lower_limit"
"730","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001028","boss_magic_def_lower_limit"
"731","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001028","9"
"732","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001029","15"
"733","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001029","11"
"734","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001029","17"
"735","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001029","boss_def_lower_limit"
"736","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001029","boss_magic_def_lower_limit"
"737","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001029","9"
"738","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001030","15"
"739","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001030","11"
"740","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001030","17"
"741","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001030","boss_def_lower_limit"
"742","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001030","boss_magic_def_lower_limit"
"743","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001030","9"
"744","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","84001030","boss_tp_down_cut"
"745","戰鬥開始時，特大幅度提升所有怪物的行動速度。","提升行動速度","84001030","boss_haste"
"746","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001001","16"
"747","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001001","11"
"748","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001001","17"
"749","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001001","boss_def_lower_limit"
"750","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001001","boss_magic_def_lower_limit"
"751","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001001","9"
"752","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001002","16"
"753","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001002","11"
"754","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001002","17"
"755","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001002","boss_def_lower_limit"
"756","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001002","boss_magic_def_lower_limit"
"757","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001002","9"
"758","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001003","16"
"759","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001003","11"
"760","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001003","17"
"761","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001003","boss_def_lower_limit"
"762","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001003","boss_magic_def_lower_limit"
"763","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001003","9"
"764","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001004","16"
"765","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001004","11"
"766","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001004","17"
"767","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001004","boss_def_lower_limit"
"768","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001004","boss_magic_def_lower_limit"
"769","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001004","9"
"770","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001005","16"
"771","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001005","11"
"772","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001005","17"
"773","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001005","boss_def_lower_limit"
"774","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001005","boss_magic_def_lower_limit"
"775","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001005","9"
"776","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001006","16"
"777","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001006","11"
"778","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001006","17"
"779","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001006","boss_def_lower_limit"
"780","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001006","boss_magic_def_lower_limit"
"781","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001006","9"
"782","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001007","16"
"783","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001007","11"
"784","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001007","17"
"785","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001007","boss_def_lower_limit"
"786","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001007","boss_magic_def_lower_limit"
"787","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001007","9"
"788","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001008","16"
"789","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001008","11"
"790","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001008","17"
"791","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001008","boss_def_lower_limit"
"792","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001008","boss_magic_def_lower_limit"
"793","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001008","9"
"794","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001009","16"
"795","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001009","11"
"796","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001009","17"
"797","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001009","boss_def_lower_limit"
"798","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001009","boss_magic_def_lower_limit"
"799","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001009","9"
"800","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001010","16"
"801","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001010","11"
"802","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001010","17"
"803","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001010","boss_def_lower_limit"
"804","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001010","boss_magic_def_lower_limit"
"805","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001010","9"
"806","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","85001010","boss_tp_down_cut"
"807","戰鬥開始時，特大幅度減少全體角色的HP回復量。","降低HP恢復量","85001010","2"
"808","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001011","16"
"809","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001011","11"
"810","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001011","17"
"811","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001011","boss_def_lower_limit"
"812","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001011","boss_magic_def_lower_limit"
"813","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001011","9"
"814","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001012","16"
"815","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001012","11"
"816","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001012","17"
"817","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001012","boss_def_lower_limit"
"818","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001012","boss_magic_def_lower_limit"
"819","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001012","9"
"820","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001013","16"
"821","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001013","11"
"822","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001013","17"
"823","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001013","boss_def_lower_limit"
"824","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001013","boss_magic_def_lower_limit"
"825","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001013","9"
"826","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001014","16"
"827","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001014","11"
"828","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001014","17"
"829","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001014","boss_def_lower_limit"
"830","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001014","boss_magic_def_lower_limit"
"831","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001014","9"
"832","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001015","16"
"833","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001015","11"
"834","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001015","17"
"835","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001015","boss_def_lower_limit"
"836","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001015","boss_magic_def_lower_limit"
"837","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001015","9"
"838","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001016","16"
"839","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001016","11"
"840","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001016","17"
"841","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001016","boss_def_lower_limit"
"842","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001016","boss_magic_def_lower_limit"
"843","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001016","9"
"844","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001017","16"
"845","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001017","11"
"846","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001017","17"
"847","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001017","boss_def_lower_limit"
"848","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001017","boss_magic_def_lower_limit"
"849","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001017","9"
"850","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001018","16"
"851","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001018","11"
"852","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001018","17"
"853","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001018","boss_def_lower_limit"
"854","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001018","boss_magic_def_lower_limit"
"855","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001018","9"
"856","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001019","16"
"857","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001019","11"
"858","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001019","17"
"859","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001019","boss_def_lower_limit"
"860","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001019","boss_magic_def_lower_limit"
"861","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001019","9"
"862","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001020","16"
"863","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001020","11"
"864","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001020","17"
"865","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001020","boss_def_lower_limit"
"866","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001020","boss_magic_def_lower_limit"
"867","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001020","9"
"868","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","85001020","boss_tp_down_cut"
"869","戰鬥開始時，讓全體角色最大 HP 減少 30％。","減少最大HP","85001020","max_hp_down"
"870","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001021","16"
"871","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001021","11"
"872","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001021","17"
"873","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001021","boss_def_lower_limit"
"874","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001021","boss_magic_def_lower_limit"
"875","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001021","9"
"876","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001022","16"
"877","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001022","11"
"878","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001022","17"
"879","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001022","boss_def_lower_limit"
"880","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001022","boss_magic_def_lower_limit"
"881","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001022","9"
"882","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001023","16"
"883","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001023","11"
"884","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001023","17"
"885","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001023","boss_def_lower_limit"
"886","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001023","boss_magic_def_lower_limit"
"887","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001023","9"
"888","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001024","16"
"889","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001024","11"
"890","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001024","17"
"891","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001024","boss_def_lower_limit"
"892","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001024","boss_magic_def_lower_limit"
"893","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001024","9"
"894","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001025","16"
"895","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001025","11"
"896","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001025","17"
"897","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001025","boss_def_lower_limit"
"898","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001025","boss_magic_def_lower_limit"
"899","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001025","9"
"900","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001026","16"
"901","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001026","11"
"902","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001026","17"
"903","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001026","boss_def_lower_limit"
"904","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001026","boss_magic_def_lower_limit"
"905","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001026","9"
"906","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001027","16"
"907","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001027","11"
"908","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001027","17"
"909","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001027","boss_def_lower_limit"
"910","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001027","boss_magic_def_lower_limit"
"911","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001027","9"
"912","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001028","16"
"913","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001028","11"
"914","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001028","17"
"915","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001028","boss_def_lower_limit"
"916","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001028","boss_magic_def_lower_limit"
"917","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001028","9"
"918","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001029","16"
"919","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001029","11"
"920","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001029","17"
"921","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001029","boss_def_lower_limit"
