7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef
"","","0","","","91","26222","","26222028","",""
"1","","101011","","","3","26222","1","26222029","0.2","wac_idle_wish_joy"
"0","","101711","wac_talk_smile_loop_L","","3","26222","1","26222030","0.2","wac_talk_smile_in_L"
"0","","vo_wac_221103","0","","21","26222","","26222031","","vo_wac_221103_102"
"10","0","101711","1","0.5","11","26222","1","26222032","0","這我非常能懂～！\n只要看著這幅畫就會覺得很雀躍，\n變得不由自主地想要跳舞呢～\n好～真琴也一起來跳吧～♪"
"","","0","","","91","26222","","26222033","",""
"1","","101711","","","3","26222","1","26222034","0.2","wac_idle_smile_L"
"0","","104311","wac_talk_doya_loop_surprise_L","","3","26222","1","26222035","0.2","wac_talk_doya_in_surprise_L"
"0","","vo_wac_221103","0","","21","26222","","26222036","","vo_wac_221103_103"
"10","0","104311","1","0.5","11","26222","1","26222037","0","咦，我也要跳啊！？\n是說，剛才也在跳舞不是嗎？\n別、別那麼用力拉我啦！"
"","","0","","","91","26222","","26222038","",""
"1","","104311","","","3","26222","1","26222039","0.2","wac_idle_doya_surprise_L"
"0","","101411","wac_talk_doya_loop","","3","26222","1","26222040","0.2","wac_talk_doya_in"
"0","","vo_wac_221103","0","","21","26222","","26222041","","vo_wac_221103_104"
"10","0","101411","1","0.5","11","26222","1","26222042","0","受不了，\n真拿香織沒辦法呢……\n畢竟我們好不容易畫完了，\n就再放慢一點腳步來欣賞這幅畫吧。"
"","","0","","","91","26222","","26222043","",""
"","","0","","","22","26222","","26222044","","0"
"","","","","","111","26222","","26222045","",""
"1","","104311","","","3","26223","","26223001","0.2","wac_idle_doya_surprise_L"
"1","","101711","","","3","26223","","26223002","0.2","wac_idle_smile_L"
"1","","101411","","","3","26223","","26223003","0.2","wac_idle_doya"
"1","","101011","","","3","26223","","26223004","0.2","wac_idle_wish_joy"
"1","","111","","","3","26223","","26223005","0.2","wac_no_items"
"1","","113","","","3","26223","","26223006","0.2","wac_no_items"
"1","","114","","","3","26223","","26223007","0.2","wac_no_items"
"1","","115","","","3","26223","","26223008","0.2","wac_no_items"
"-360","","104311","0","","2","26223","","26223009","","-335"
"-335","","101711","0","","2","26223","","26223010","","-190"
"-335","","101411","0","","2","26223","","26223011","","190"
"-360","","101011","0","","2","26223","","26223012","","350"
"-360","","111","0","","2","26223","","26223013","","-335"
"-335","","113","0","","2","26223","","26223014","","-190"
"-335","","114","0","","2","26223","","26223015","","190"
"-360","","115","0","","2","26223","","26223016","","350"
"","","38","","","32","26223","","26223017","","0"
"","","41","","","32","26223","","26223018","","1"
"","","15","","","32","26223","","26223019","","0"
"","","0","","","91","26223","","26223020","",""
"202","0","1","-167","wac_default_31","1","26231","-205","26231001","2","109211"
"254","0","1","-64","wac_default_bot_41","1","26231","-350","26231002","2","109311"
"252","0","1","230","wac_default_51","1","26231","-325","26231003","2","109411"
"201","0","1","-167","wac_default_36","5","26231","-205","26231004","2","111"
"253","0","1","-64","wac_default_41","5","26231","-350","26231005","2","112"
"251","0","1","230","wac_default_bot_51","5","26231","-325","26231006","2","113"
"","","109411","","","13","26231","","26231007","","300"
"","","109211","","","13","26231","","26231008","","300"
"","","109311","","","13","26231","","26231009","","300"
"0","","36","0","","31","26231","1","26231010","1","36"
"0","","41","0","","31","26231","1","26231011","0","41"
"0","","15","0","","31","26231","1","26231012","0","15"
"0","","109211","","","3","26231","0","26231013","0.2","wac_paint_31"
"0","","111","","","3","26231","0","26231014","0.2","wac_paint_36"
"0","","109311","","","3","26231","0","26231015","0.2","wac_paint_bot_41"
"0","","112","","","3","26231","0","26231016","0.2","wac_paint_41"
"0","","109411","","","3","26231","0","26231017","0.2","wac_paint_bot_51"
"0","","113","","","3","26231","0","26231018","0.2","wac_paint_bot_51"
"","","0","","","93","26231","","26231019","","0"
"","","15","","","32","26231","","26231020","","1"
"0","","se_common","","","23","26231","","26231021","","se_sys_login_birthday_calendar_smallbrush"
"","","1","","","131","26231","","26231022","",""
"1","","109411","","","3","26232","","26232001","0","wac_idle_sad_shy"
"1","","109211","","","3","26232","","26232002","0","wac_idle_smile_L"
"1","","109311","","","3","26232","","26232003","0","wac_idle_doya"
"1","","111","","","3","26232","","26232004","0","wac_no_items"
"1","","112","","","3","26232","","26232005","0","wac_no_items"
"1","","113","","","3","26232","","26232006","0","wac_no_items"
"-335","","109411","0","","2","26232","","26232007","","190"
"-360","","109211","0","","2","26232","","26232008","","-190"
"-360","","109311","0","","2","26232","","26232009","","350"
"-335","","111","0","","2","26232","","26232010","","190"
"-360","","112","0","","2","26232","","26232011","","-190"
"-360","","113","0","","2","26232","","26232012","","350"
"","","36","","","32","26232","","26232013","","0"
"","","41","","","32","26232","","26232014","","1"
"","","15","","","32","26232","","26232015","","0"
"1","","109411","","","3","26232","","26232016","0.2","wac_talk_sad_loop_shy"
"0","","vo_wac_221103","0","","21","26232","","26232017","","vo_wac_221103_200"
"10","0","109411","1","0.5","11","26232","1","26232018","0","……那個，安，\n這樣畫就行了嗎……？\n果然還是由妳來畫比較好吧……"
"","","0","","","91","26232","","26232019","",""
"1","","109411","","","3","26232","1","26232020","0.2","wac_idle_sad_shy"
"0","","109211","wac_talk_smile_loop_L","","3","26232","1","26232021","0.2","wac_talk_smile_in_L"
"0","","vo_wac_221103","0","","21","26232","","26232022","","vo_wac_221103_201"
"10","0","109211","1","0.5","11","26232","1","26232023","0","沒那回事！妳畫得很完美喔！\n古蕾婭果然是天才呢！\n毫無疑問是藝術方面的奇才！\n露也這麼認為對吧？"
"","","0","","","91","26232","","26232024","",""
"1","","109211","","","3","26232","1","26232025","0.2","wac_idle_smile_L"
"0","","109311","wac_talk_doya_loop","","3","26232","1","26232026","0.2","wac_talk_doya_in"
"0","","vo_wac_221103","0","","21","26232","","26232027","","vo_wac_221103_202"
"10","0","109311","1","0.5","11","26232","1","26232028","0","露心中的露也是這麼說的！\n古蕾婭前輩是天才、奇才！\n如果說露是塗鴉女王的話，\n前輩妳就是塗鴉之神了！"
"","","0","","","91","26232","","26232029","",""
"1","","109311","","","3","26232","1","26232030","0.2","wac_idle_doya"
"0","","109411","wac_talk_wish_loop","","3","26232","1","26232031","0.2","wac_talk_wish_in"
"0","","vo_wac_221103","0","","21","26232","","26232032","","vo_wac_221103_203"
"10","0","109411","1","0.5","11","26232","1","26232033","0","嗚……\n被、被誇到這個份上，\n實在令人有點難為情……\n可是，那個，謝……謝謝妳們……"
"","","0","","","91","26232","","26232034","",""
"","","0","","","22","26232","","26232035","","0"
"","","","","","111","26232","","26232036","",""
"1","","109411","","","3","26233","","26233001","0.2","wac_idle_wish"
"1","","109211","","","3","26233","","26233002","0.2","wac_idle_smile_L"
"1","","109311","","","3","26233","","26233003","0.2","wac_idle_doya"
"1","","111","","","3","26233","","26233004","0.2","wac_no_items"
"1","","112","","","3","26233","","26233005","0.2","wac_no_items"
"1","","113","","","3","26233","","26233006","0.2","wac_no_items"
"-335","","109411","0","","2","26233","","26233007","","190"
"-360","","109211","0","","2","26233","","26233008","","-190"
"-360","","109311","0","","2","26233","","26233009","","350"
"-335","","111","0","","2","26233","","26233010","","190"
"-360","","112","0","","2","26233","","26233011","","-190"
"-360","","113","0","","2","26233","","26233012","","350"
"","","36","","","32","26233","","26233013","","0"
"","","41","","","32","26233","","26233014","","1"
"","","15","","","32","26233","","26233015","","0"
"","","0","","","91","26233","","26233016","",""
"202","0","1","-108","wac_default_01","1","26311","-213","26311001","2","102611"
"201","0","1","-108","wac_default_01","5","26311","-213","26311002","2","111"
"0","","32","0","","31","26311","1","26311003","1","32"
"0","","33","0","","31","26311","1","26311004","0","33"
"0","","11","0","","31","26311","1","26311005","0","11"
"0","","102611","","","3","26311","0","26311006","0.2","wac_paint_01"
"0","","111","","","3","26311","0","26311007","0.2","wac_paint_01"
"","","0","","","93","26311","","26311008","","0"
"","","11","","","32","26311","","26311009","","1"
"0","","se_10035700","","","23","26311","","26311010","","se_10035700_brush"
"","","102611","","","13","26311","","26311011","","300"
"","","1","","","131","26311","","26311012","",""
"0","","102611","wac_talk_sad2_loop","","3","26312","1","26312001","0.2","wac_talk_sad2_in"
"1","","111","","","3","26312","","26312002","0.2","wac_no_items"
"-340","","102611","0","","2","26312","","26312003","","200"
"-340","","111","0","","2","26312","","26312004","","200"
"","","32","","","32","26312","","26312005","","0"
"","","33","","","32","26312","","26312006","","1"
"","","11","","","32","26312","","26312007","","0"
"0","","vo_wac_221104","0","","21","26312","","26312008","","vo_wac_221104_000"
"10","0","102611","1","0.5","11","26312","1","26312009","0","唔唔，\n沒想到竟然又要在牆上畫畫……\n我明明都說我不擅長\n這種體力活了。"
"","","0","","","91","26312","","26312010","",""
"1","","102611","","","3","26312","","26312011","0.2","wac_talk_sad_loop_surprise"
"0","","vo_wac_221104","0","","21","26312","","26312012","","vo_wac_221104_001"
"10","0","102611","1","0.5","11","26312","1","26312013","0","嗯？這麼說來，\n最近好像出了一種畫畫的遊戲……\n反正近期都沒買新遊戲，\n下次就玩玩看那個好了。"
"","","0","","","91","26312","","26312014","",""
"","","0","","","22","26312","","26312015","","0"
"1","","102611","","","3","26313","","26313001","0.2","wac_idle_sad_surprise"
"1","","111","","","3","26313","","26313002","0.2","wac_no_items"
"-340","","102611","0","","2","26313","","26313003","","200"
"-340","","111","0","","2","26313","","26313004","","200"
"","","32","","","32","26313","","26313005","","0"
"","","33","","","32","26313","","26313006","","1"
"","","11","","","32","26313","","26313007","","0"
"","","0","","","91","26313","","26313008","",""
"202","0","1","-108","wac_default_11","1","26411","-213","26411001","2","105211"
"201","0","1","-108","wac_default_11","5","26411","-213","26411002","2","111"
"0","","32","0","","31","26411","1","26411003","1","32"
"0","","33","0","","31","26411","1","26411004","0","33"
"0","","11","0","","31","26411","1","26411005","0","11"
"0","","105211","","","3","26411","0","26411006","0.2","wac_paint_11"
"0","","111","","","3","26411","0","26411007","0.2","wac_paint_11"
"","","0.3","","","93","26411","","26411008","","0"
"","","11","","","32","26411","","26411009","","1"
"0","","se_10035700","","","23","26411","","26411010","","se_10035700_roller"
"","","105211","","","13","26411","","26411011","","300"
"","","1","","","131","26411","","26411012","",""
"0","","105211","wac_talk_doya_loop","","3","26412","1","26412001","0.2","wac_talk_doya_in"
"1","","111","","","3","26412","","26412002","0.2","wac_no_items"
"-340","","105211","0","","2","26412","","26412003","","200"
"-340","","111","0","","2","26412","","26412004","","200"
"","","32","","","32","26412","","26412005","","0"
"","","33","","","32","26412","","26412006","","1"
"","","11","","","32","26412","","26412007","","0"
"0","","vo_wac_221105","0","","21","26412","","26412008","","vo_wac_221105_000"
"10","0","105211","1","0.5","11","26412","1","26412009","0","嘿咻～！\n大概這樣就行了吧？\n雖然不小心發出了不可愛的聲音，\n但畫倒是畫得很可愛♪"
"","","0","","","91","26412","","26412010","",""
"0","","105211","wac_talk_wish_loop","","3","26412","1","26412011","0.2","wac_talk_wish_in"
"0","","vo_wac_221105","0","","21","26412","","26412012","","vo_wac_221105_001"
"10","0","105211","1","0.5","11","26412","1","26412013","0","雖然平常多是在做體力活，\n可是這種工作果然很有趣呢♪\n除了能學習色彩的運用，在製作小手工等\n女孩子會做的工作上，或許也能幫上忙♪"
"","","0","","","91","26412","","26412014","",""
"","","0","","","22","26412","","26412015","","0"
"1","","105211","","","3","26413","","26413001","0.2","wac_idle_wish"
"1","","111","","","3","26413","","26413002","0.2","wac_no_items"
"-340","","105211","0","","2","26413","","26413003","","200"
"-340","","111","0","","2","26413","","26413004","","200"
"","","32","","","32","26413","","26413005","","0"
"","","33","","","32","26413","","26413006","","1"
"","","11","","","32","26413","","26413007","","0"
"","","0","","","91","26413","","26413008","",""
"202","0","1","-108","wac_default_01","1","26511","-213","26511001","2","103311"
"201","0","1","-108","wac_default_01","5","26511","-213","26511002","2","111"
"0","","32","0","","31","26511","1","26511003","1","32"
"0","","33","0","","31","26511","1","26511004","0","33"
"0","","11","0","","31","26511","1","26511005","0","11"
"0","","103311","","","3","26511","0","26511006","0.2","wac_paint_01"
"0","","111","","","3","26511","0","26511007","0.2","wac_paint_01"
"","","0","","","93","26511","","26511008","","0"
"","","11","","","32","26511","","26511009","","1"
"0","","se_10035700","","","23","26511","","26511010","","se_10035700_brush"
"","","103311","","","13","26511","","26511011","","300"
"","","1","","","131","26511","","26511012","",""
"0","","103311","wac_talk_smile_loop","","3","26512","1","26512001","0.2","wac_talk_smile_in"
"1","","111","","","3","26512","","26512002","0.2","wac_no_items"
"-340","","103311","0","","2","26512","","26512003","","200"
"-340","","111","0","","2","26512","","26512004","","200"
"","","32","","","32","26512","","26512005","","0"
"","","33","","","32","26512","","26512006","","1"
"","","11","","","32","26512","","26512007","","0"
"0","","vo_wac_221106","0","","21","26512","","26512008","","vo_wac_221106_000"
"10","0","103311","1","0.5","11","26512","1","26512009","0","這次也畫得超棒的啦！\n因為我不太常畫畫所以費了些功夫，\n但如果是這幅畫，那辛苦也是值得的啦♪"
"","","0","","","91","26512","","26512010","",""
"0","","vo_wac_221106","0","","21","26512","","26512011","","vo_wac_221106_001"
"10","0","103311","1","0.5","11","26512","1","26512012","0","呼～\n真期待完成以後\n會變成怎樣的畫呢♪\n好想早點讓牧場的動物們也來看看！"
"","","0","","","91","26512","","26512013","",""
"","","0","","","22","26512","","26512014","","0"
"1","","103311","","","3","26513","","26513001","0.2","wac_idle_smile"
"1","","111","","","3","26513","","26513002","0.2","wac_no_items"
"-340","","103311","0","","2","26513","","26513003","","200"
"-340","","111","0","","2","26513","","26513004","","200"
"","","32","","","32","26513","","26513005","","0"
"","","33","","","32","26513","","26513006","","1"
"","","11","","","32","26513","","26513007","","0"
"","","0","","","91","26513","","26513008","",""
"202","0","1","-108","wac_default_01","1","26611","-213","26611001","2","101711"
"201","0","1","-108","wac_default_01","5","26611","-213","26611002","2","111"
"0","","32","0","","31","26611","1","26611003","1","32"
"0","","33","0","","31","26611","1","26611004","0","33"
"0","","11","0","","31","26611","1","26611005","0","11"
"0","","101711","","","3","26611","0","26611006","0.2","wac_paint_01"
"0","","111","","","3","26611","0","26611007","0.2","wac_paint_01"
"","","0","","","93","26611","","26611008","","0"
"","","11","","","32","26611","","26611009","","1"
"0","","se_10035700","","","23","26611","","26611010","","se_10035700_brush"
"","","101711","","","13","26611","","26611011","","300"
"","","1","","","131","26611","","26611012","",""
"0","","101711","wac_talk_smile_loop","","3","26612","1","26612001","0.2","wac_talk_smile_in"
"1","","111","","","3","26612","","26612002","0.2","wac_no_items"
"-340","","101711","0","","2","26612","","26612003","","200"
"-340","","111","0","","2","26612","","26612004","","200"
"","","32","","","32","26612","","26612005","","0"
"","","33","","","32","26612","","26612006","","1"
"","","11","","","32","26612","","26612007","","0"
"0","","vo_wac_221107","0","","21","26612","","26612008","","vo_wac_221107_000"
"10","0","101711","1","0.5","11","26612","1","26612009","0","果然邊唱歌跳舞邊畫畫\n非常令人開心呢～♪\n再多跳一下……咦？\n顏料濺出去了～？"
"","","0","","","91","26612","","26612010","",""
"0","","vo_wac_221107","0","","21","26612","","26612011","","vo_wac_221107_001"
"10","0","101711","1","0.5","11","26612","1","26612012","0","因為太專心所以都沒發現呢～！\n但是這點小事，船到橋頭自然直啦～♪\n更重要的是，如果你不嫌棄的話，\n就來跟我一起跳舞吧～♪"
"","","0","","","91","26612","","26612013","",""
"","","0","","","22","26612","","26612014","","0"
"1","","101711","","","3","26613","","26613001","0.2","wac_idle_smile"
"1","","111","","","3","26613","","26613002","0.2","wac_no_items"
"-340","","101711","0","","2","26613","","26613003","","200"
"-340","","111","0","","2","26613","","26613004","","200"
"","","32","","","32","26613","","26613005","","0"
"","","33","","","32","26613","","26613006","","1"
"","","11","","","32","26613","","26613007","","0"
"","","0","","","91","26613","","26613008","",""
"202","0","1","-108","wac_default_01","1","26711","-213","26711001","2","104311"
"201","0","1","-108","wac_default_01","5","26711","-213","26711002","2","111"
"0","","32","0","","31","26711","1","26711003","1","32"
"0","","33","0","","31","26711","1","26711004","0","33"
"0","","11","0","","31","26711","1","26711005","0","11"
"0","","104311","","","3","26711","0","26711006","0.2","wac_paint_01"
"0","","111","","","3","26711","0","26711007","0.2","wac_paint_01"
"","","0","","","93","26711","","26711008","","0"
"","","11","","","32","26711","","26711009","","1"
"0","","se_10035700","","","23","26711","","26711010","","se_10035700_brush"
"","","104311","","","13","26711","","26711011","","300"
"","","1","","","131","26711","","26711012","",""
"0","","104311","wac_talk_arm_crossed_loop","","3","26712","1","26712001","0.2","wac_talk_arm_crossed_in"
"1","","111","","","3","26712","","26712002","0.2","wac_no_items"
"-340","","104311","0","","2","26712","","26712003","","200"
"-340","","111","0","","2","26712","","26712004","","200"
"","","32","","","32","26712","","26712005","","0"
"","","33","","","32","26712","","26712006","","1"
"","","11","","","32","26712","","26712007","","0"
"0","","vo_wac_221108","0","","21","26712","","26712008","","vo_wac_221108_000"
"10","0","104311","1","0.5","11","26712","1","26712009","0","嗯──雖然感覺越來越上手了，\n但功夫似乎還不到家啊……\n不知道其他人都畫了怎樣的畫？\n讓我來稍微觀摩一下吧。"
"","","0","","","91","26712","","26712010","",""
"0","","104311","wac_talk_sad_loop_surprise","","3","26712","1","26712011","0.2","wac_talk_sad_in_surprise"
"0","","vo_wac_221108","0","","21","26712","","26712012","","vo_wac_221108_001"
"10","0","104311","1","0.5","11","26712","1","26712013","0","果然大家都畫得很好啊。\n喔？這幅畫好可愛……\n不不不，嗯，這幅畫真棒啊。\n我、我也不能輸給大家呢！"
"","","0","","","91","26712","","26712014","",""
"","","0","","","22","26712","","26712015","","0"
"1","","104311","","","3","26713","","26713001","0.2","wac_idle_sad_surprise"
"1","","111","","","3","26713","","26713002","0.2","wac_no_items"
"-340","","104311","0","","2","26713","","26713003","","200"
"-340","","111","0","","2","26713","","26713004","","200"
"","","32","","","32","26713","","26713005","","0"
"","","33","","","32","26713","","26713006","","1"
"","","11","","","32","26713","","26713007","","0"
"","","0","","","91","26713","","26713008","",""
"202","0","1","-108","wac_default_01","1","26811","-213","26811001","2","101011"
"201","0","1","-108","wac_default_01","5","26811","-213","26811002","2","111"
"0","","32","0","","31","26811","1","26811003","1","32"
"0","","33","0","","31","26811","1","26811004","0","33"
"0","","11","0","","31","26811","1","26811005","0","11"
"0","","101011","","","3","26811","0","26811006","0.2","wac_paint_01"
"0","","111","","","3","26811","0","26811007","0.2","wac_paint_01"
"","","0","","","93","26811","","26811008","","0"
"","","11","","","32","26811","","26811009","","1"
"0","","se_10035700","","","23","26811","","26811010","","se_10035700_brush"
"","","101011","","","13","26811","","26811011","","300"
"","","1","","","131","26811","","26811012","",""
"0","","101011","wac_talk_wish_loop_joy","","3","26812","1","26812001","0.2","wac_talk_wish_in_joy"
"1","","111","","","3","26812","","26812002","0.2","wac_no_items"
"-340","","101011","0","","2","26812","","26812003","","200"
"-340","","111","0","","2","26812","","26812004","","200"
"","","32","","","32","26812","","26812005","","0"
"","","33","","","32","26812","","26812006","","1"
"","","11","","","32","26812","","26812007","","0"
"0","","vo_wac_221109","0","","21","26812","","26812008","","vo_wac_221109_000"
"10","0","101011","1","0.5","11","26812","1","26812009","0","嗯嗯，畫得不錯哪。\n就跟尾巴一樣，\n畫筆也要好好保養\n才能畫出比較漂亮的線呢♪"
"","","0","","","91","26812","","26812010","",""
"0","","vo_wac_221109","0","","21","26812","","26812011","","vo_wac_221109_001"
"10","0","101011","1","0.5","11","26812","1","26812012","0","對了，不知道把這幅畫\n縫成刺繡會怎麼樣呢？\n呵呵，等回去以後\n馬上來試試看吧♪"
"","","0","","","91","26812","","26812013","",""
"","","0","","","22","26812","","26812014","","0"
"1","","101011","","","3","26813","","26813001","0.2","wac_idle_wish_joy"
"1","","111","","","3","26813","","26813002","0.2","wac_no_items"
"-340","","101011","0","","2","26813","","26813003","","200"
"-340","","111","0","","2","26813","","26813004","","200"
"","","32","","","32","26813","","26813005","","0"
"","","33","","","32","26813","","26813006","","1"
"","","11","","","32","26813","","26813007","","0"
"","","0","","","91","26813","","26813008","",""
"202","0","1","-108","wac_default_01","1","26911","-213","26911001","2","104611"
"201","0","1","-108","wac_default_01","5","26911","-213","26911002","2","111"
"0","","32","0","","31","26911","1","26911003","1","32"
"0","","33","0","","31","26911","1","26911004","0","33"
"0","","11","0","","31","26911","1","26911005","0","11"
"0","","104611","","","3","26911","0","26911006","0.2","wac_paint_01"
"0","","111","","","3","26911","0","26911007","0.2","wac_paint_01"
"","","0","","","93","26911","","26911008","","0"
"","","11","","","32","26911","","26911009","","1"
"0","","se_10035700","","","23","26911","","26911010","","se_10035700_brush"
"","","104611","","","13","26911","","26911011","","300"
"","","1","","","131","26911","","26911012","",""
"0","","104611","wac_talk_doya_loop","","3","26912","1","26912001","0.2","wac_talk_doya_in"
"1","","111","","","3","26912","","26912002","0.2","wac_no_items"
"-340","","104611","0","","2","26912","","26912003","","200"
"-340","","111","0","","2","26912","","26912004","","200"
"","","32","","","32","26912","","26912005","","0"
"","","33","","","32","26912","","26912006","","1"
"","","11","","","32","26912","","26912007","","0"
"0","","vo_wac_221110","0","","21","26912","","26912008","","vo_wac_221110_000"
"10","0","104611","1","0.5","11","26912","1","26912009","0","完成了喵！\n……不過，總覺得有些美中不足喵。\n果然應該用更猛烈、像是要塗滿\n整面牆一般的氣勢來畫鯛魚燒才對喵♪"
"","","0","","","91","26912","","26912010","",""
"0","","104611","wac_talk_kyapi_loop","","3","26912","1","26912011","0.2","wac_talk_kyapi_in"
"0","","vo_wac_221110","0","","21","26912","","26912012","","vo_wac_221110_001"
"10","0","104611","1","0.5","11","26912","1","26912013","0","事不宜遲……我馬上去向\n【公會管理協會】提議這鯛魚燒設計喵！\n顏色要有種繽紛的感覺，連同粉紅色和\n白色也一併用上，畫成一幅可愛的畫喵♪"
"","","0","","","91","26912","","26912014","",""
"","","0","","","22","26912","","26912015","","0"
"1","","104611","","","3","26913","","26913001","0.2","wac_idle_kyapi"
"1","","111","","","3","26913","","26913002","0.2","wac_no_items"
"-340","","104611","0","","2","26913","","26913003","","200"
"-340","","111","0","","2","26913","","26913004","","200"
"","","32","","","32","26913","","26913005","","0"
"","","33","","","32","26913","","26913006","","1"
"","","11","","","32","26913","","26913007","","0"
"","","0","","","91","26913","","26913008","",""
"204","0","1","-167","wac_default_31","1","27011","-185","27011001","2","104611"
"202","0","1","230","wac_default_51","1","27011","-185","27011002","2","104811"
"256","0","1","-330","wac_default_bot_61","1","27011","-350","27011003","2","103411"
"254","0","1","340","wac_default_bot_71","1","27011","-350","27011004","2","103211"
"203","0","1","-167","wac_default_31","5","27011","-185","27011005","2","111"
"201","0","1","230","wac_default_52","5","27011","-185","27011006","2","113"
"255","0","1","-330","wac_default_62","5","27011","-350","27011007","2","114"
"253","0","1","340","wac_default_73","5","27011","-350","27011008","2","115"
"","","103411","","","13","27011","","27011009","","300"
"","","103211","","","13","27011","","27011010","","300"
"","","104811","","","13","27011","","27011011","","300"
"","","104611","","","13","27011","","27011012","","300"
"0","","38","0","","31","27011","1","27011013","1","38"
"0","","41","0","","31","27011","1","27011014","0","41"
"0","","15","0","","31","27011","1","27011015","0","15"
"0","","104611","","","3","27011","0","27011016","0.2","wac_paint_31"
"0","","111","","","3","27011","0","27011017","0.2","wac_paint_31"
"0","","104811","","","3","27011","0","27011018","0.2","wac_paint_51"
"0","","113","","","3","27011","0","27011019","0.2","wac_paint_52"
"0","","103411","","","3","27011","0","27011020","0.2","wac_paint_bot_61"
"0","","114","","","3","27011","0","27011021","0.2","wac_paint_62"
"0","","103211","","","3","27011","0","27011022","0.2","wac_paint_bot_71"
"0","","115","","","3","27011","0","27011023","0.2","wac_paint_73"
"","","0","","","93","27011","","27011024","","0"
"","","15","","","32","27011","","27011025","","1"
"0","","se_common","","","23","27011","","27011026","","se_sys_login_birthday_calendar_smallbrush"
"","","1","","","131","27011","","27011027","",""
"1","","103411","","","3","27012","","27012001","0","wac_idle_kyapi_headred_L"
"1","","103211","","","3","27012","","27012002","0","wac_idle_wish_joy_L"
"1","","104811","","","3","27012","","27012003","0","wac_idle_doya"
"1","","104611","","","3","27012","","27012004","0","wac_idle_normal"
"1","","111","","","3","27012","","27012005","0","wac_no_items"
"1","","113","","","3","27012","","27012006","0","wac_no_items"
"1","","114","","","3","27012","","27012007","0","wac_no_items"
"1","","115","","","3","27012","","27012008","0","wac_no_items"
"-360","","103411","0","","2","27012","","27012009","","-335"
"-335","","103211","0","","2","27012","","27012010","","-190"
"-335","","104811","0","","2","27012","","27012011","","190"
"-360","","104611","0","","2","27012","","27012012","","350"
"-360","","111","0","","2","27012","","27012013","","-335"
"-335","","113","0","","2","27012","","27012014","","-190"
"-335","","114","0","","2","27012","","27012015","","190"
"-360","","115","0","","2","27012","","27012016","","350"
"","","38","","","32","27012","","27012017","","0"
"","","41","","","32","27012","","27012018","","1"
"","","15","","","32","27012","","27012019","","0"
"0","","104811","wac_talk_doya_loop","","3","27012","1","27012020","0.2","wac_talk_doya_in"
"0","","vo_wac_221111","0","","21","27012","","27012021","","vo_wac_221111_000"
"10","0","104811","1","0.5","11","27012","1","27012022","0","大概這樣就行了吧？\n沒有不均勻的地方，也沒畫出外緣。\n這次粉刷的成果，\n連我自己都認為是符合指導書的傑作♪"
"","","0","","","91","27012","","27012023","",""
"1","","104811","","","3","27012","1","27012024","0.2","wac_idle_doya"
"0","","103211","wac_talk_wish_loop_joy_L","","3","27012","1","27012025","0.2","wac_talk_wish_in_joy_L"
"0","","vo_wac_221111","0","","21","27012","","27012026","","vo_wac_221111_001"
"10","0","103211","1","0.5","11","27012","1","27012027","0","哎呀，美冬妳也真是的。\n我們在創作的可是藝術品，\n在畫的時候應該要更自由、\n更遵從自己的感受！"
"","","0","","","91","27012","","27012028","",""
"1","","103211","","","3","27012","1","27012029","0.2","wac_idle_wish_joy_L"
"0","","103411","wac_talk_kyapi_loop_headred_L","","3","27012","1","27012030","0.2","wac_talk_kyapi_in_headred_L"
"0","","vo_wac_221111","0","","21","27012","","27012031","","vo_wac_221111_002"
"10","0","103411","1","0.5","11","27012","1","27012032","0","沒錯沒錯～♪\n我也為了發揮\n自己內在的藝術美感，\n所以試著借助了麥酒的力量喔～♪"
"","","0","","","91","27012","","27012033","",""
"1","","103411","","","3","27012","1","27012034","0.2","wac_idle_kyapi_headred_L"
"0","","104611","wac_talk_sad_loop_surprise","","3","27012","1","27012035","0.2","wac_talk_sad_in_surprise"
"0","","vo_wac_221111","0","","21","27012","","27012036","","vo_wac_221111_003"
"10","0","104611","1","0.5","11","27012","1","27012037","0","……總之，\n最好重新檢查一下這兩人負責的地方，\n看看她們有沒有按照指導書來畫喵。"
"","","0","","","91","27012","","27012038","",""
"","","0","","","22","27012","","27012039","","0"
"","","","","","111","27012","","27012040","",""
"1","","103411","","","3","27013","","27013001","0.2","wac_idle_kyapi_headred_L"
"1","","103211","","","3","27013","","27013002","0.2","wac_idle_wish_joy_L"
