204fe277b5a673cb5419fe9f35487c4e2748a27e6e8048498642a7f649b31070,1bec207595441504750df4a0a9bc01c643674a69963e65aa1a5b1cc3e34427f7,a1ada7c2646314dab4b919e195f0b07d91caf6f2d09198109f8698bd14d5501e,97fb010140bda6303478c40b30698fba546802cf1c35bfb9b55406d3f12d1911,1b2e4e82d8be0cf8e8dd7529d68c42803d39fb0e6a236e7e2ff27c2090724fde,01bfdef91044a63447319136a82d180bd49db80d7906daa083bd12e54be6ddf4,1c5459441c31a24d9bc594a8f33198a2ef8ae804fc5546d5bfa3a5d4dd6ef4f2,c513c8bf8edb04408f37aee03ce60e1b77b6a1113b0114ba928683ed854bdc0a,149af64bee8864ca0e17584d95b8fc3f986bc0712be176a41a6518f82d777702,d752aa31ade4a3c2edf44608787ec15d33ab34d42ac11b2a3fe9c91dd585ca4b,8af456c6ab0fd6302ad4117b57f61e7ac3f71a8b174734491781f62e4c30cc98,d85bad6140f01619a063194886cf082946495fb6fe66d7277c6e5ec492868122,02c3def2e4eb874500511885ad124187281ea84731bce47798589786d981c9c9,6bdb6dd6408ba47c0e5f07fe71d9370244b0d5551a2e6e54fd4be73163d422ae,bf43b2d4619b6e33e71c280423873d2db456c3cbd5f63a35cbad0b437bcb3205,ddbf275291726095a832188ab38e020b8751bac1f8b13599d57d4d7e0fa2abb0,f5bb9feaac9e095e54302e1b7a23de9e87c3771398739fe5e2efc71910fea2b3,5f135d7b742d67a3edfc3e4305286a6fb2485872e08fa28f28655b141ab8b897,66e8f369cfdc88a509cbc34edfc5010d8e4a9da883fa3c8209ea626437f9896f,33b90752717cfaa6b5fd939f1384fb49a3837c014287264b6e43a7eec2d04519,e28b9fe219fb2eb79f091083400a687e175a2973b58ae98cae473bc6f67a61e5,d11e1d8c6895cc5854074142365dc1d44e39ad95ae8dc6303f67ffc073e5ef67,e3a27c2ea434dbc1aa97b90f73f86a07a7614c2dc9d78bca1db82d53e0b97cdc,5ab8b0478862eb52278c5ddf5d862ec8f096b01c5ff3da98f4838ceba74e408f,cc3b552409d9a49ddac53792c5663fd22bb6c1eb0ceae1589e3cf0e351bcc4fc,9c0a31f2430eb0cfe50d7519eb7849c409d6bb4007d9357e164ee18911789ed1,44776b8ef1bec5c94646778587f0282ada01b2af405242ddf7a038a42678cdeb,f0759bb228030db43848f4350b36887811fe55e79808404872542cbf06a2916a,f92125d409f642d5e37a3ec88051efca98efb0cc030104ec2d3eb94ec399cf20,389925d6b9f27afd601faededa8f16c5e10788ceb81d10d2ab48b96a767a9dc2,cb4185de7a41e2595de024609a94d8ccf971611e4b27c3bcb4183f670a56897d,f952177c5287e272bed1755cae53acdf4b241578353d6c399260dd6202a17285,268f629e29a5f628a5c629604f4ce99c0dacf33d735e3dd18b5adea0eb447eb2,736a328bff8f12a77c60bd8a14933194bc98fa6adf87e5f65aae8d3535170ee2,0c711a95538db00f4add4422e99deeb141aab2675b20d49235885c8da37cf190,9eb7e3246e6dee6ae140a0867ac19d00807508c89cb308fa956278422721eefc,f635f1e811a131c056d29f20fcffc23f08c1107e52b218d2c74d353d4744f6ba,6f9b83892e79596a85de2941c22571a25911f5fa1957b916b14353fe299d895e,5a0591b997b83945d545f8aef6c8fd89585a68b780c5e211ea3deb09426fedd0
"0.06","3","401050171","1001303","2.6","1041","2","1004108","2","2","1004109","1004107","710051","1004207","10410102","1","401050161","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401050181","401050201","0","30","10410103","170","10410104","10410101","1004210","1004106","401050191","10410105","2.4"
"0.06","4","401050221","1001303","4","1041","2","1004108","3.5","3.5","1004109","1004107","710051","1004207","10410102","1","401050211","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401050231","401050251","0","40","10410103","171","10410104","10410101","1004210","1004106","401050241","10410105","3.8"
"0.06","5","401050271","1001303","4","1041","2","1004108","3.5","3.5","1004109","1004107","710051","1004207","10410102","1","401050261","1004209","0","3.7","1004206","1004208","1004110","41","1000000","41","401050281","401050301","0","-1","10410103","172","10410104","10410101","1004210","1004106","401050291","10410105","3.8"
"0.03","1","401050471","1001301","1.5","1042","1","1004103","1.2","1.2","1004104","1004102","710061","1004202","10420102","1","401050461","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401050481","401050501","0","1","10420103","173","10420104","10420101","1004205","1004101","401050491","10420105","1.4"
"0.03","1","401050471","1001303","1.5","1042","1","1004108","1.2","1.2","1004109","1004107","710061","1004207","10420102","1","401050461","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401050481","401050501","0","3","10420103","174","10420104","10420101","1004210","1004106","401050491","10420105","1.4"
"0.06","2","401050521","1001303","2","1042","2","1004108","1.6","1.6","1004109","1004107","710061","1004207","10420102","1","401050511","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401050531","401050551","0","10","10420103","175","10420104","10420101","1004210","1004106","401050541","10420105","1.9"
"0.06","3","401050571","1001303","2.6","1042","2","1004108","2","2","1004109","1004107","710061","1004207","10420102","1","401050561","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401050581","401050601","0","30","10420103","176","10420104","10420101","1004210","1004106","401050591","10420105","2.4"
"0.06","4","401050621","1001303","4","1042","2","1004108","3.5","3.5","1004109","1004107","710061","1004207","10420102","1","401050611","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401050631","401050651","0","40","10420103","177","10420104","10420101","1004210","1004106","401050641","10420105","3.8"
"0.06","5","401050671","1001303","4","1042","2","1004108","3.5","3.5","1004109","1004107","710061","1004207","10420102","1","401050661","1004209","0","3.7","1004206","1004208","1004110","41","1000000","41","401050681","401050701","0","-1","10420103","178","10420104","10420101","1004210","1004106","401050691","10420105","3.8"
"0.03","1","401050871","1001301","1.5","1043","1","1004103","1.2","1.2","1004104","1004102","710071","1004202","10430102","1","401050861","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401050881","401050901","0","1","10430103","179","10430104","10430101","1004205","1004101","401050891","10430105","1.4"
"0.03","1","401050871","1001303","1.5","1043","1","1004108","1.2","1.2","1004109","1004107","710071","1004207","10430102","1","401050861","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401050881","401050901","0","3","10430103","180","10430104","10430101","1004210","1004106","401050891","10430105","1.4"
"0.06","2","401050921","1001303","2","1043","2","1004108","1.6","1.6","1004109","1004107","710071","1004207","10430102","1","401050911","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401050931","401050951","0","10","10430103","181","10430104","10430101","1004210","1004106","401050941","10430105","1.9"
"0.06","3","401050971","1001303","2.6","1043","2","1004108","2","2","1004109","1004107","710071","1004207","10430102","1","401050961","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401050981","401051001","0","30","10430103","182","10430104","10430101","1004210","1004106","401050991","10430105","2.4"
"0.06","4","401051021","1001303","4","1043","2","1004108","3.5","3.5","1004109","1004107","710071","1004207","10430102","1","401051011","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401051031","401051051","0","40","10430103","183","10430104","10430101","1004210","1004106","401051041","10430105","3.8"
"0.06","5","401051071","1001303","4","1043","2","1004108","3.5","3.5","1004109","1004107","710071","1004207","10430102","1","401051061","1004209","0","3.7","1004206","1004208","1004110","41","1000000","41","401051081","401051101","0","-1","10430103","184","10430104","10430101","1004210","1004106","401051091","10430105","3.8"
"0.03","1","401051271","1001301","1.5","1044","1","1004103","1.2","1.2","1004104","1004102","710081","1004202","10440102","1","401051261","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401051281","401051301","0","1","10440103","185","10440104","10440101","1004205","1004101","401051291","10440105","1.4"
"0.03","1","401051271","1001303","1.5","1044","1","1004108","1.2","1.2","1004109","1004107","710081","1004207","10440102","1","401051261","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401051281","401051301","0","3","10440103","186","10440104","10440101","1004210","1004106","401051291","10440105","1.4"
"0.06","2","401051321","1001303","2","1044","2","1004108","1.6","1.6","1004109","1004107","710081","1004207","10440102","1","401051311","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401051331","401051351","0","10","10440103","187","10440104","10440101","1004210","1004106","401051341","10440105","1.9"
"0.06","3","401051371","1001303","2.6","1044","2","1004108","2","2","1004109","1004107","710081","1004207","10440102","1","401051361","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401051381","401051401","0","30","10440103","188","10440104","10440101","1004210","1004106","401051391","10440105","2.4"
"0.06","4","401051421","1001303","4","1044","2","1004108","3.5","3.5","1004109","1004107","710081","1004207","10440102","1","401051411","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401051431","401051451","0","40","10440103","189","10440104","10440101","1004210","1004106","401051441","10440105","3.8"
"0.06","5","401051471","1001303","4","1044","2","1004108","3.5","3.5","1004109","1004107","710081","1004207","10440102","1","401051461","1004209","0","3.7","1004206","1004208","1004110","41","1000000","41","401051481","401051501","0","-1","10440103","190","10440104","10440101","1004210","1004106","401051491","10440105","3.8"
"0.03","1","401051671","1001301","1.5","1045","1","1004103","1.2","1.2","1004104","1004102","710091","1004202","10450102","1","401051661","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401051681","401051701","0","1","10450103","191","10450104","10450101","1004205","1004101","401051691","10450105","1.4"
"0.03","1","401051671","1001303","1.5","1045","1","1004108","1.2","1.2","1004109","1004107","710091","1004207","10450102","1","401051661","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401051681","401051701","0","3","10450103","192","10450104","10450101","1004210","1004106","401051691","10450105","1.4"
"0.06","2","401051721","1001303","2","1045","2","1004108","1.6","1.6","1004109","1004107","710091","1004207","10450102","1","401051711","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401051731","401051751","0","10","10450103","193","10450104","10450101","1004210","1004106","401051741","10450105","1.9"
"0.06","3","401051771","1001303","2.6","1045","2","1004108","2","2","1004109","1004107","710091","1004207","10450102","1","401051761","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401051781","401051801","0","30","10450103","194","10450104","10450101","1004210","1004106","401051791","10450105","2.4"
"0.06","4","401051821","1001303","4","1045","2","1004108","3.5","3.5","1004109","1004107","710091","1004207","10450102","1","401051811","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401051831","401051851","0","40","10450103","195","10450104","10450101","1004210","1004106","401051841","10450105","3.8"
"0.06","5","401051871","1001303","4","1045","2","1004108","3.5","3.5","1004109","1004107","710091","1004207","10450102","1","401051861","1004209","0","3.7","1004206","1004208","1004110","41","1000000","41","401051881","401051901","0","-1","10450103","196","10450104","10450101","1004210","1004106","401051891","10450105","3.8"
"0.03","1","401052071","1001301","1.5","1046","1","1004103","1.2","1.2","1004104","1004102","710101","1004202","10460102","1","401052061","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401052081","401052101","0","1","10460103","197","10460104","10460101","1004205","1004101","401052091","10460105","1.4"
"0.03","1","401052071","1001303","1.5","1046","1","1004108","1.2","1.2","1004109","1004107","710101","1004207","10460102","1","401052061","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401052081","401052101","0","3","10460103","198","10460104","10460101","1004210","1004106","401052091","10460105","1.4"
"0.06","2","401052121","1001303","2","1046","2","1004108","1.6","1.6","1004109","1004107","710101","1004207","10460102","1","401052111","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401052131","401052151","0","10","10460103","199","10460104","10460101","1004210","1004106","401052141","10460105","1.9"
"0.06","3","401052171","1001303","2.6","1046","2","1004108","2","2","1004109","1004107","710101","1004207","10460102","1","401052161","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401052181","401052201","0","30","10460103","200","10460104","10460101","1004210","1004106","401052191","10460105","2.4"
"0.06","4","401052221","1001303","4","1046","2","1004108","3.5","3.5","1004109","1004107","710101","1004207","10460102","1","401052211","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401052231","401052251","0","38","10460103","201","10460104","10460101","1004210","1004106","401052241","10460105","3.8"
"0.06","5","401052271","1001303","4","1046","2","1004108","3.5","3.5","1004109","1004107","710101","1004207","10460102","1","401052261","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401052281","401052301","0","-1","10460103","202","10460104","10460101","1004210","1004106","401052291","10460105","3.8"
"0.03","1","401052471","1001301","1.5","1047","1","1004103","1.2","1.2","1004104","1004102","710111","1004202","10470102","1","401052461","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401052481","401052501","0","1","10470103","203","10470104","10470101","1004205","1004101","401052491","10470105","1.4"
"0.03","1","401052471","1001303","1.5","1047","1","1004108","1.2","1.2","1004109","1004107","710111","1004207","10470102","1","401052461","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401052481","401052501","0","3","10470103","204","10470104","10470101","1004210","1004106","401052491","10470105","1.4"
"0.06","2","401052521","1001303","2","1047","2","1004108","1.6","1.6","1004109","1004107","710111","1004207","10470102","1","401052511","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401052531","401052551","0","10","10470103","205","10470104","10470101","1004210","1004106","401052541","10470105","1.9"
"0.06","3","401052571","1001303","2.6","1047","2","1004108","2","2","1004109","1004107","710111","1004207","10470102","1","401052561","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401052581","401052601","0","30","10470103","206","10470104","10470101","1004210","1004106","401052591","10470105","2.4"
"0.06","4","401052621","1001303","4","1047","2","1004108","3.5","3.5","1004109","1004107","710111","1004207","10470102","1","401052611","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401052631","401052651","0","38","10470103","207","10470104","10470101","1004210","1004106","401052641","10470105","3.8"
"0.06","5","401052671","1001303","4","1047","2","1004108","3.5","3.5","1004109","1004107","710111","1004207","10470102","1","401052661","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401052681","401052701","0","-1","10470103","208","10470104","10470101","1004210","1004106","401052691","10470105","3.8"
"0.03","1","401052871","1001301","1.5","1048","1","1004103","1.2","1.2","1004104","1004102","710121","1004202","10480102","1","401052861","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401052881","401052901","0","1","10480103","209","10480104","10480101","1004205","1004101","401052891","10480105","1.4"
"0.03","1","401052871","1001303","1.5","1048","1","1004108","1.2","1.2","1004109","1004107","710121","1004207","10480102","1","401052861","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401052881","401052901","0","3","10480103","210","10480104","10480101","1004210","1004106","401052891","10480105","1.4"
"0.06","2","401052921","1001303","2","1048","2","1004108","1.6","1.6","1004109","1004107","710121","1004207","10480102","1","401052911","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401052931","401052951","0","10","10480103","211","10480104","10480101","1004210","1004106","401052941","10480105","1.9"
"0.06","3","401052971","1001303","2.6","1048","2","1004108","2","2","1004109","1004107","710121","1004207","10480102","1","401052961","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401052981","401053001","0","30","10480103","212","10480104","10480101","1004210","1004106","401052991","10480105","2.4"
"0.06","4","401053021","1001303","4","1048","2","1004108","3.5","3.5","1004109","1004107","710121","1004207","10480102","1","401053011","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401053031","401053051","0","38","10480103","213","10480104","10480101","1004210","1004106","401053041","10480105","3.8"
"0.06","5","401053071","1001303","4","1048","2","1004108","3.5","3.5","1004109","1004107","710121","1004207","10480102","1","401053061","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401053081","401053101","0","-1","10480103","214","10480104","10480101","1004210","1004106","401053091","10480105","3.8"
"0.03","1","401053271","1001301","1.5","1049","1","1004103","1.2","1.2","1004104","1004102","710011","1004202","10490102","1","401053261","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401053281","401053301","0","1","10490103","215","10490104","10490101","1004205","1004101","401053291","10490105","1.4"
"0.03","1","401053271","1001303","1.5","1049","1","1004108","1.2","1.2","1004109","1004107","710011","1004207","10490102","1","401053261","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401053281","401053301","0","3","10490103","216","10490104","10490101","1004210","1004106","401053291","10490105","1.4"
"0.06","2","401053321","1001303","2","1049","2","1004108","1.6","1.6","1004109","1004107","710011","1004207","10490102","1","401053311","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401053331","401053351","0","10","10490103","217","10490104","10490101","1004210","1004106","401053341","10490105","1.9"
"0.06","3","401053371","1001303","2.6","1049","2","1004108","2","2","1004109","1004107","710011","1004207","10490102","1","401053361","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401053381","401053401","0","30","10490103","218","10490104","10490101","1004210","1004106","401053391","10490105","2.4"
"0.06","4","401053421","1001303","4","1049","2","1004108","3.5","3.5","1004109","1004107","710011","1004207","10490102","1","401053411","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401053431","401053451","0","38","10490103","219","10490104","10490101","1004210","1004106","401053441","10490105","3.8"
"0.06","5","401053471","1001303","4","1049","2","1004108","3.5","3.5","1004109","1004107","710011","1004207","10490102","1","401053461","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401053481","401053501","0","-1","10490103","220","10490104","10490101","1004210","1004106","401053491","10490105","3.8"
"0.03","1","401053671","1001301","1.5","1050","1","1004103","1.2","1.2","1004104","1004102","710021","1004202","10500102","1","401053661","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401053681","401053701","0","1","10500103","221","10500104","10500101","1004205","1004101","401053691","10500105","1.4"
"0.03","1","401053671","1001303","1.5","1050","1","1004108","1.2","1.2","1004109","1004107","710021","1004207","10500102","1","401053661","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401053681","401053701","0","3","10500103","222","10500104","10500101","1004210","1004106","401053691","10500105","1.4"
"0.06","2","401053721","1001303","2","1050","2","1004108","1.6","1.6","1004109","1004107","710021","1004207","10500102","1","401053711","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401053731","401053751","0","10","10500103","223","10500104","10500101","1004210","1004106","401053741","10500105","1.9"
"0.06","3","401053771","1001303","2.6","1050","2","1004108","2","2","1004109","1004107","710021","1004207","10500102","1","401053761","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401053781","401053801","0","30","10500103","224","10500104","10500101","1004210","1004106","401053791","10500105","2.4"
"0.06","4","401053821","1001303","4","1050","2","1004108","3.5","3.5","1004109","1004107","710021","1004207","10500102","1","401053811","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401053831","401053851","0","38","10500103","225","10500104","10500101","1004210","1004106","401053841","10500105","3.8"
"0.06","5","401053871","1001303","4","1050","2","1004108","3.5","3.5","1004109","1004107","710021","1004207","10500102","1","401053861","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401053881","401053901","0","-1","10500103","226","10500104","10500101","1004210","1004106","401053891","10500105","3.8"
"0.03","1","401054071","1001301","1.5","1051","1","1004103","1.2","1.2","1004104","1004102","710031","1004202","10510102","1","401054061","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401054081","401054101","0","1","10510103","227","10510104","10510101","1004205","1004101","401054091","10510105","1.4"
"0.03","1","401054071","1001303","1.5","1051","1","1004108","1.2","1.2","1004109","1004107","710031","1004207","10510102","1","401054061","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401054081","401054101","0","3","10510103","228","10510104","10510101","1004210","1004106","401054091","10510105","1.4"
"0.06","2","401054121","1001303","2","1051","2","1004108","1.6","1.6","1004109","1004107","710031","1004207","10510102","1","401054111","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401054131","401054151","0","10","10510103","229","10510104","10510101","1004210","1004106","401054141","10510105","1.9"
"0.06","3","401054171","1001303","2.6","1051","2","1004108","2","2","1004109","1004107","710031","1004207","10510102","1","401054161","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401054181","401054201","0","30","10510103","230","10510104","10510101","1004210","1004106","401054191","10510105","2.4"
"0.06","4","401054221","1001303","4","1051","2","1004108","3.5","3.5","1004109","1004107","710031","1004207","10510102","1","401054211","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401054231","401054251","0","38","10510103","231","10510104","10510101","1004210","1004106","401054241","10510105","3.8"
"0.06","5","401054271","1001303","4","1051","2","1004108","3.5","3.5","1004109","1004107","710031","1004207","10510102","1","401054261","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401054281","401054301","0","-1","10510103","232","10510104","10510101","1004210","1004106","401054291","10510105","3.8"
"0.03","1","401054471","1001301","1.5","1052","1","1004103","1.2","1.2","1004104","1004102","710041","1004202","10520102","1","401054461","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401054481","401054501","0","1","10520103","233","10520104","10520101","1004205","1004101","401054491","10520105","1.4"
"0.03","1","401054471","1001303","1.5","1052","1","1004108","1.2","1.2","1004109","1004107","710041","1004207","10520102","1","401054461","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401054481","401054501","0","3","10520103","234","10520104","10520101","1004210","1004106","401054491","10520105","1.4"
"0.06","2","401054521","1001303","2","1052","2","1004108","1.6","1.6","1004109","1004107","710041","1004207","10520102","1","401054511","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401054531","401054551","0","10","10520103","235","10520104","10520101","1004210","1004106","401054541","10520105","1.9"
"0.06","3","401054571","1001303","2.6","1052","2","1004108","2","2","1004109","1004107","710041","1004207","10520102","1","401054561","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401054581","401054601","0","30","10520103","236","10520104","10520101","1004210","1004106","401054591","10520105","2.4"
"0.06","4","401054621","1001303","4","1052","2","1004108","3.5","3.5","1004109","1004107","710041","1004207","10520102","1","401054611","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401054631","401054651","0","38","10520103","237","10520104","10520101","1004210","1004106","401054641","10520105","3.8"
"0.06","5","401054671","1001303","4","1052","2","1004108","3.5","3.5","1004109","1004107","710041","1004207","10520102","1","401054661","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401054681","401054701","0","-1","10520103","238","10520104","10520101","1004210","1004106","401054691","10520105","3.8"
"0.03","1","401054871","1001301","1.5","1053","1","1004103","1.2","1.2","1004104","1004102","710051","1004202","10530102","1","401054861","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401054881","401054901","0","1","10530103","239","10530104","10530101","1004205","1004101","401054891","10530105","1.4"
"0.03","1","401054871","1001303","1.5","1053","1","1004108","1.2","1.2","1004109","1004107","710051","1004207","10530102","1","401054861","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401054881","401054901","0","3","10530103","240","10530104","10530101","1004210","1004106","401054891","10530105","1.4"
"0.06","2","401054921","1001303","2","1053","2","1004108","1.6","1.6","1004109","1004107","710051","1004207","10530102","1","401054911","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401054931","401054951","0","10","10530103","241","10530104","10530101","1004210","1004106","401054941","10530105","1.9"
"0.06","3","401054971","1001303","2.6","1053","2","1004108","2","2","1004109","1004107","710051","1004207","10530102","1","401054961","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401054981","401055001","0","30","10530103","242","10530104","10530101","1004210","1004106","401054991","10530105","2.4"
"0.06","4","401055021","1001303","4","1053","2","1004108","3.5","3.5","1004109","1004107","710051","1004207","10530102","1","401055011","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401055031","401055051","0","38","10530103","243","10530104","10530101","1004210","1004106","401055041","10530105","3.8"
"0.06","5","401055071","1001303","4","1053","2","1004108","3.5","3.5","1004109","1004107","710051","1004207","10530102","1","401055061","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401055081","401055101","0","-1","10530103","244","10530104","10530101","1004210","1004106","401055091","10530105","3.8"
"0.03","1","401055271","1001301","1.5","1054","1","1004103","1.2","1.2","1004104","1004102","710061","1004202","10540102","1","401055261","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401055281","401055301","0","1","10540103","245","10540104","10540101","1004205","1004101","401055291","10540105","1.4"
"0.03","1","401055271","1001303","1.5","1054","1","1004108","1.2","1.2","1004109","1004107","710061","1004207","10540102","1","401055261","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401055281","401055301","0","3","10540103","246","10540104","10540101","1004210","1004106","401055291","10540105","1.4"
"0.06","2","401055321","1001303","2","1054","2","1004108","1.6","1.6","1004109","1004107","710061","1004207","10540102","1","401055311","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401055331","401055351","0","10","10540103","247","10540104","10540101","1004210","1004106","401055341","10540105","1.9"
"0.06","3","401055371","1001303","2.6","1054","2","1004108","2","2","1004109","1004107","710061","1004207","10540102","1","401055361","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401055381","401055401","0","30","10540103","248","10540104","10540101","1004210","1004106","401055391","10540105","2.4"
"0.06","4","401055421","1001303","4","1054","2","1004108","3.5","3.5","1004109","1004107","710061","1004207","10540102","1","401055411","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401055431","401055451","0","38","10540103","249","10540104","10540101","1004210","1004106","401055441","10540105","3.8"
"0.06","5","401055471","1001303","4","1054","2","1004108","3.5","3.5","1004109","1004107","710061","1004207","10540102","1","401055461","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401055481","401055501","0","-1","10540103","250","10540104","10540101","1004210","1004106","401055491","10540105","3.8"
"0.03","1","401055671","1001301","1.5","1055","1","1004103","1.2","1.2","1004104","1004102","710071","1004202","10550102","1","401055661","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401055681","401055701","0","1","10550103","251","10550104","10550101","1004205","1004101","401055691","10550105","1.4"
"0.03","1","401055671","1001303","1.5","1055","1","1004108","1.2","1.2","1004109","1004107","710071","1004207","10550102","1","401055661","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401055681","401055701","0","3","10550103","252","10550104","10550101","1004210","1004106","401055691","10550105","1.4"
"0.06","2","401055721","1001303","2","1055","2","1004108","1.6","1.6","1004109","1004107","710071","1004207","10550102","1","401055711","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401055731","401055751","0","10","10550103","253","10550104","10550101","1004210","1004106","401055741","10550105","1.9"
"0.06","3","401055771","1001303","2.6","1055","2","1004108","2","2","1004109","1004107","710071","1004207","10550102","1","401055761","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401055781","401055801","0","30","10550103","254","10550104","10550101","1004210","1004106","401055791","10550105","2.4"
"0.06","4","401055821","1001303","4","1055","2","1004108","3.5","3.5","1004109","1004107","710071","1004207","10550102","1","401055811","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401055831","401055851","0","38","10550103","255","10550104","10550101","1004210","1004106","401055841","10550105","3.8"
"0.06","5","401055871","1001303","4","1055","2","1004108","3.5","3.5","1004109","1004107","710071","1004207","10550102","1","401055861","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401055881","401055901","0","-1","10550103","256","10550104","10550101","1004210","1004106","401055891","10550105","3.8"
"0.03","1","401056071","1001301","1.5","1056","1","1004103","1.2","1.2","1004104","1004102","710081","1004202","10560102","1","401056061","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401056081","401056101","0","1","10560103","257","10560104","10560101","1004205","1004101","401056091","10560105","1.4"
"0.03","1","401056071","1001303","1.5","1056","1","1004108","1.2","1.2","1004109","1004107","710081","1004207","10560102","1","401056061","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401056081","401056101","0","3","10560103","258","10560104","10560101","1004210","1004106","401056091","10560105","1.4"
"0.06","2","401056121","1001303","2","1056","2","1004108","1.6","1.6","1004109","1004107","710081","1004207","10560102","1","401056111","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401056131","401056151","0","10","10560103","259","10560104","10560101","1004210","1004106","401056141","10560105","1.9"
