2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8
"0","1","3","0.2","102511","1007408","mhp_suzume_walk_sad","1007408216","","",""
"","","4","","102511","1007408","1","1007408217","","",""
"0","-220","2","","102511","1007408","-1000","1007408218","","","5"
"","","93","","4","1007408","0","1007408219","","",""
"","","91","","0","1007408","","1007408220","","",""
"-200","100","1","1.7","1","1007409","102511","1007409001","0","mhp_idle_normal","-1000"
"-220","100","1","1.7","1","1007409","117531","1007409002","1","mhp_mitsuki_sit_idle_sad","185"
"-200","100","1","1.7","1","1007409","117631","1007409003","1","mhp_sit_idle","365"
"0.85","-240","31","1","1","1007409","1","1007409004","","","-154"
"1","0","31","0","10","1007409","110","1007409005","","","0"
"1","0","31","0","14","1007409","114","1007409006","","","0"
"1","0","31","0","22","1007409","122","1007409007","","","0"
"1","0","31","0","30","1007409","130","1007409008","","","0"
"-220","110","5","1.7","1","1007409","11","1007409009","0","NoItem","-200"
"-220","105","5","1.7","1","1007409","12","1007409010","0","NoItem","-200"
"-220","110","5","1.7","1","1007409","21","1007409011","1","NoItem","185"
"-220","105","5","1.7","1","1007409","22","1007409012","1","NoItem","185"
"0","1","6","0","11","1007409","1","1007409013","0","","1"
"0","1","6","0","12","1007409","1","1007409014","0","","1"
"0","1","6","0","21","1007409","1","1007409015","0","","1"
"0","1","6","0","22","1007409","1","1007409016","0","","1"
"","","91","","0","1007409","","1007409017","","",""
"","1","3","0.2","117531","1007409","mhp_mitsuki_sit_talk_sad","1007409018","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2201","1007409019","","","0"
"0","5","11","0","117531","1007409","鈴莓，請進～","1007409020","0","0.5","0"
"","","91","","0","1007409","","1007409021","","",""
"","1","3","0.2","117531","1007409","mhp_mitsuki_sit_idle_sad","1007409022","","",""
"","1","3","0.2","102511","1007409","mhp_walk_sad","1007409023","","",""
"0","-220","2","","102511","1007409","-200","1007409024","","","4"
"","","91","","0","1007409","","1007409025","","",""
"1","0","3","0.2","102511","1007409","mhp_sit_in_sad","1007409026","0.2","","mhp_sit_talk_sad"
"","","93","","1","1007409","","1007409027","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2202","1007409028","","","0"
"0","5","11","0","102511","1007409","妳、妳好……\n咿，深、深月醫生，\n妳給人的感覺怎麼……","1007409029","0","0.5","1"
"","","91","","0","1007409","","1007409030","","",""
"","1","3","0.2","102511","1007409","mhp_sit_idle_sad","1007409031","","",""
"","1","3","0.2","117531","1007409","mhp_sit_talk_sad","1007409032","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2203","1007409033","","","0"
"0","5","11","0","117531","1007409","這是理所當然的。\n我用盡了各種能想到的方法，\n卻沒能治好妳的冒失……","1007409034","0","0.5","1"
"","","91","","0","1007409","","1007409035","","",""
"","1","3","0.2","117531","1007409","mhp_sit_talk_wish","1007409036","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2204","1007409037","","","0"
"0","5","11","0","117531","1007409","所以我要使用最後的手段。","1007409038","0","0.5","1"
"","","91","","0","1007409","","1007409039","","",""
"","1","3","0.2","117531","1007409","mhp_sit_idle_wish","1007409040","","",""
"","1","3","0.2","102511","1007409","mhp_sit_talk_sad","1007409041","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2205","1007409042","","","0"
"0","8","11","0","102511","1007409","最、最後的手段……？","1007409043","0","0.5","1"
"","","91","","0","1007409","","1007409044","","",""
"","1","3","0.2","102511","1007409","mhp_sit_idle_sad","1007409045","","",""
"","0","3","0.2","117531","1007409","mhp_sit_talk_guts","1007409046","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2206","1007409047","","","0"
"0","5","11","0","117531","1007409","沒錯，這場戰鬥賭上了\n醫生和患者……\n不對，是我和鈴莓的尊嚴。","1007409048","0","0.5","1"
"","","93","","1","1007409","0","1007409049","","",""
"","1","3","0.2","117531","1007409","mhp_sit_idle_guts","1007409050","","",""
"","","93","","4.5","1007409","1","1007409051","","",""
"","","91","","1007409048","1007409","","1007409052","","",""
"","1","3","0.2","117631","1007409","mhp_sit_talk_sad","1007409053","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2207","1007409054","","","0"
"0","6","11","0","117631","1007409","這件事需要搞得這麼嚴肅嗎？","1007409055","0","0.5","1"
"","","91","","0","1007409","","1007409056","","",""
"","1","3","0.2","117631","1007409","mhp_sit_idle","1007409057","","",""
"","1","3","0.2","117531","1007409","mhp_sit_talk_joy1","1007409058","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2208","1007409059","","","0"
"0","6","11","0","117531","1007409","好，我現在就要解放這隻眼睛了！\n妳做好覺悟吧！","1007409060","0","0.5","1"
"","","91","","0","1007409","","1007409061","","",""
"1","0","3","0.2","117531","1007409","mhp_mitsuki_sit_kaihou_in","1007409062","0.2","","mhp_mitsuki_sit_kaihou_loop"
"","","93","","1.5","1007409","0","1007409063","","",""
"1","","32","1","122","1007409","1","1007409064","","",""
"","","23","","se_10031400","1007409","se_10031400_flash","1007409065","","",""
"","","93","","0.5","1007409","0","1007409066","","",""
"","1","3","0.2","117531","1007409","mhp_sit_talk_thinking","1007409067","","",""
"","1","3","0.2","102511","1007409","mhp_sit_talk_surprise2","1007409068","","",""
"","","93","","1.5","1007409","0","1007409069","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2209","1007409070","","","0"
"0","3","11","0","102511","1007409","呀啊！\n怎、怎麼樣呢……","1007409071","0","0.5","1"
"","","91","","0","1007409","","1007409072","","",""
"","1","3","0.2","102511","1007409","mhp_sit_idle_sad","1007409073","","",""
"","1","3","0.2","117531","1007409","mhp_sit_talk_thinking","1007409074","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2210","1007409075","","","0"
"0","4","11","0","117531","1007409","哼、哼哼……我用這隻眼睛看透了\n妳的一切。但妳的身體非常健康，\n體能也沒有異常之處。\n我完全搞不懂妳冒失的原因啊……","1007409076","0","0.5","1"
"","","91","","0","1007409","","1007409077","","",""
"","1","3","0.2","117531","1007409","mhp_sit_talk_sad2","1007409078","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2211","1007409079","","","0"
"0","5","11","0","117531","1007409","再繼續深入，就是醫學\n無法涉入的禁忌領域了。\n雖然很不甘心，但我投降……","1007409080","0","0.5","1"
"","","91","","0","1007409","","1007409081","","",""
"","1","3","0.2","117531","1007409","mhp_sit_talk_worry","1007409082","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2212","1007409083","","","0"
"0","6","11","0","117531","1007409","我想這樣應該很難受，但請妳好好面對\n名為冒失的罪孽，堅強地活下去吧。","1007409084","0","0.5","1"
"","","91","","0","1007409","","1007409085","","",""
"1","0","3","0.2","102511","1007409","mhp_suzume_tohoho_in","1007409086","0.2","","mhp_suzume_tohoho_loop"
"","","93","","1","1007409","0","1007409087","","",""
"1","","32","","110","1007409","1","1007409088","","",""
"1","-100","33","","110","1007409","-205","1007409089","","","0"
"1","-100","33","","114","1007409","-205","1007409090","","","0"
"","","93","","0.8","1007409","0","1007409091","","",""
"","0","21","","vo_mhp_1007409","1007409","vo_mhp_2213","1007409092","","","0"
"","","13","","102511","1007409","10001","1007409093","","",""
"0","4","11","0","102511","1007409","咦～怎麼這樣～！","1007409094","0","0.5","1"
"","","91","","0","1007409","","1007409095","","",""
"","","22","","0","1007409","0","1007409096","","",""
"","","93","","0.2","1007409","0","1007409097","","",""
"1","","32","","114","1007409","1","1007409098","","",""
"","","93","","1","1007409","0","1007409099","","",""
"","","32","","130","1007409","1","1007409100","","",""
"","","93","","4","1007409","0","1007409101","","",""
"","","32","","130","1007409","0","1007409102","","",""
"-240","100","1","1.7","1","1007410","104431","1007410001","0","mhp_idle_normal","-1000"
"-200","100","1","1.7","1","1007410","117631","1007410002","1","mhp_sit_idle","365"
"-220","100","1","1.7","1","1007410","117531","1007410003","1","mhp_sit_idle","185"
"0.85","-240","31","1","1","1007410","1","1007410004","","","-154"
"-220","110","5","1.7","1","1007410","11","1007410005","0","NoItem","-200"
"-220","105","5","1.7","1","1007410","12","1007410006","0","NoItem","-200"
"-220","110","5","1.7","1","1007410","21","1007410007","1","NoItem","185"
"-220","105","5","1.7","1","1007410","22","1007410008","1","NoItem","185"
"0","1","6","0","11","1007410","1","1007410009","0","","1"
"0","1","6","0","12","1007410","1","1007410010","0","","1"
"0","1","6","0","21","1007410","1","1007410011","0","","1"
"0","1","6","0","22","1007410","1","1007410012","0","","1"
"","","91","","0","1007410","","1007410013","","",""
"","1","3","0.2","117531","1007410","mhp_sit_talk_normal","1007410014","","",""
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5001","1007410015","","","0"
"0","7","11","0","117531","1007410","下一位請進～","1007410016","0","0.5","0"
"","","91","","0","1007410","","1007410017","","",""
"","1","3","0.2","117531","1007410","mhp_sit_idle","1007410018","","",""
"","1","3","0.2","104431","1007410","mhp_walk","1007410019","","",""
"0","-220","2","","104431","1007410","-200","1007410020","","","4"
"","","91","","0","1007410","","1007410021","","",""
"","0","3","0.2","104431","1007410","mhp_sit_in","1007410022","","",""
"","","91","","0","1007410","","1007410023","","",""
"","1","3","0.2","104431","1007410","mhp_sit_idle","1007410024","","",""
"","","93","","1","1007410","0","1007410025","","",""
"","1","3","0.2","117531","1007410","mhp_sit_talk_normal","1007410026","","",""
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5002","1007410027","","","0"
"0","5","11","0","117531","1007410","哎呀，\n又來了一位不簡單的人物呢。","1007410028","0","0.5","1"
"","","91","","0","1007410","","1007410029","","",""
"","1","3","0.2","117531","1007410","mhp_sit_idle","1007410030","","",""
"1","0","3","0.2","104431","1007410","mhp_ilya_doya_in","1007410031","0","","mhp_ilya_doya_talk_loop"
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5003","1007410032","","","0"
"0","3","11","0","104431","1007410","哦，妳明白嗎？正是如此！\n妾身名為伊莉亞‧奧恩斯坦，\n乃是統御黑夜之人！","1007410033","0","1.5","1"
"","","91","","0","1007410","","1007410034","","",""
"","1","3","0.2","104431","1007410","mhp_ilya_doya_loop","1007410035","","",""
"","1","3","0.2","117531","1007410","mhp_sit_talk_wish","1007410036","","",""
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5004","1007410037","","","0"
"0","4","11","0","117531","1007410","哦～我是有聽過傳聞，\n據說傳說的吸血鬼復活了，\n難道那就是在說妳嗎？","1007410038","0","0.5","1"
"","","91","","0","1007410","","1007410039","","",""
"","1","3","0.2","117531","1007410","mhp_sit_idle_memory","1007410040","","",""
"","1","3","0.2","104431","1007410","mhp_sit_talk_normal","1007410041","","",""
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5005","1007410042","","","0"
"0","4","11","0","104431","1007410","不愧是名醫，幸好妳馬上就了解……\n呃，怎、怎麼了？\n妳怎麼好像很興奮……","1007410043","0","0.5","1"
"","","93","","5","1007410","1","1007410044","","",""
"","1","3","0.2","104431","1007410","mhp_sit_talk_sad","1007410045","","",""
"","","91","","1007410043","1007410","","1007410046","","",""
"","1","3","0.2","104431","1007410","mhp_sit_idle_sad","1007410047","","",""
"","1","3","0.2","117531","1007410","mhp_mitsuki_sit_ecstatic_talk","1007410048","","",""
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5006","1007410049","","","0"
"0","5","11","0","117531","1007410","這是當然。因為妳是傳說的吸血鬼吧？\n面對這麼有魅力的研究對象，\n不論是誰都會興奮起來的。所以說──","1007410050","0","0.5","1"
"","","91","","0","1007410","","1007410051","","",""
"","0","103","","能讓我解剖妳的身體嗎？","1007410","1007410055","1007410052","","",""
"","0","103","","要不要吸我的血看看？","1007410","1007410066","1007410053","","",""
"","0","103","","要不要使用我的眼睛呢？","1007410","1007410072","1007410054","","",""
"","1","3","0.2","117531","1007410","mhp_mitsuki_sit_ecstatic_idle","1007410055","","",""
"","1","3","0.2","104431","1007410","mhp_sit_talk_surprise2","1007410056","","",""
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5007","1007410057","","","0"
"0","5","11","0","104431","1007410","好可怕好可怕！妳突然說這什麼話！\n妾身怎麼可能答應！","1007410058","0","0.5","1"
"","","91","","0","1007410","","1007410059","","",""
"","1","3","0.2","104431","1007410","mhp_sit_idle_surprise2","1007410060","","",""
"","1","3","0.2","117531","1007410","mhp_mitsuki_sit_ecstatic_talk","1007410061","","",""
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5008","1007410062","","","0"
"0","6","11","0","117531","1007410","這就要請妳通融了。妳放心，\n我會在妳還沒注意到\n自己被切開時就結束的。","1007410063","0","0.5","1"
"","","91","","0","1007410","","1007410064","","",""
"","","101","","1007410081","1007410","","1007410065","","",""
"","1","3","0.2","117531","1007410","mhp_mitsuki_sit_ecstatic_idle","1007410066","","",""
"","1","3","0.2","104431","1007410","mhp_sit_talk_sad","1007410067","","",""
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5009","1007410068","","","0"
"0","4","11","0","104431","1007410","咦，不、不了……是為什麼呢？\n這是很令人感謝的提議，\n但總覺得好像會無可挽回，\n所以就不必了……","1007410069","0","0.5","1"
"","","91","","0","1007410","","1007410070","","",""
"","","101","","1007410081","1007410","","1007410071","","",""
"1","0","3","0.2","117531","1007410","mhp_mitsuki_sit_kaihou_in","1007410072","0","","mhp_mitsuki_sit_kaihou_loop"
"","1","3","0.2","104431","1007410","mhp_sit_talk_worry","1007410073","","",""
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5010","1007410074","","","0"
"0","4","11","0","104431","1007410","嗯？妳、妳打算做什麼？\n那個眼帶應該不是\n可以經常取下來的東西吧？","1007410075","0","0.5","1"
"","","91","","0","1007410","","1007410076","","",""
"","1","3","0.2","104431","1007410","mhp_sit_idle_sad","1007410077","","",""
"","1","3","0.2","117531","1007410","mhp_sit_talk_joy1","1007410078","","",""
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5011","1007410079","","","0"
"0","4","11","0","117531","1007410","是啊，但我覺得如果是妳，\n應該可以特別讓妳瞧瞧吧♪","1007410080","0","0.5","1"
"","","91","","0","1007410","","1007410081","","",""
"","","22","","0","1007410","0.5","1007410082","","",""
"","1","3","0.2","117531","1007410","mhp_mitsuki_sit_ecstatic_idle","1007410083","","",""
"1","0","3","0.2","104431","1007410","mhp_sit_out_sad","1007410084","0.2","","mhp_talk_anger2"
"","","93","","1","1007410","1","1007410085","","",""
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5012","1007410086","","","0"
"0","5","11","0","104431","1007410","這麼危險的地方，誰待得下去啊！\n撤退，撤退！","1007410087","0","0.5","1"
"","","93","","0.5","1007410","1","1007410088","","",""
"","","91","","1007410087","1007410","","1007410089","","",""
"","","4","","104431","1007410","1","1007410090","","",""
"","2","12","0","104431","1007410","1","1007410091","0","",""
"","1","3","0.2","104431","1007410","mhp_run_sad","1007410092","","",""
"0","-220","2","","104431","1007410","-1000","1007410093","","","2"
"","","93","","0.2","1007410","0","1007410094","","",""
"1","0","3","0.2","117531","1007410","mhp_sit_wavehand","1007410095","0.2","","mhp_sit_talk_normal"
"","0","21","","vo_mhp_1007410","1007410","vo_mhp_5013","1007410096","","","0"
"0","6","11","0","117531","1007410","這樣啊，真可惜。要再過來喔♪","1007410097","0","0.5","1"
"","","91","","0","1007410","","1007410098","","",""
"","","22","","0","1007410","0.5","1007410099","","",""
"","1","3","0.2","117531","1007410","mhp_sit_idle","1007410100","","",""
"","","93","","1.8","1007410","0","1007410101","","",""
"","","91","","0","1007410","","1007410102","","",""
"-240","100","1","1.7","1","1007411","104431","1007411001","0","mhp_idle_normal","-1000"
"-200","100","1","1.7","1","1007411","117631","1007411002","1","mhp_sit_idle","365"
"-220","120","1","1.7","1","1007411","117531","1007411003","1","mhp_sit_idle","185"
"0.85","-240","31","1","1","1007411","1","1007411004","","","-154"
"-200","110","5","1.7","1","1007411","11","1007411005","1","NoItem","365"
"1","1","6","0","11","1007411","1","1007411006","0","","1"
"","","91","","0","1007411","","1007411007","","",""
"","1","3","0.2","117531","1007411","mhp_sit_talk_normal","1007411008","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5101","1007411009","","","0"
"0","6","11","0","117531","1007411","伊莉亞，請進～","1007411010","0","0.5","0"
"","","91","","0","1007411","","1007411011","","",""
"","1","3","0.2","117531","1007411","mhp_sit_idle","1007411012","","",""
"","1","3","0.2","104431","1007411","mhp_walk","1007411013","","",""
"0","-220","2","","104431","1007411","-200","1007411014","","","4"
"","","91","","0","1007411","","1007411015","","",""
"","0","3","0.2","104431","1007411","mhp_sit_in_sad","1007411016","","",""
"","","91","","0","1007411","","1007411017","","",""
"","1","3","0.2","104431","1007411","mhp_sit_idle_sad","1007411018","","",""
"","","93","","1","1007411","0","1007411019","","",""
"","1","3","0.2","104431","1007411","mhp_sit_talk_worry","1007411020","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5102","1007411021","","","0"
"0","5","11","0","104431","1007411","……雖然妾身不是很樂意求助於妳，\n但為了達到目的，這也是無可奈何。\n拜託妳，能不能幫助妾身，\n維持這個模樣？","1007411022","0","0.5","1"
"","","91","","0","1007411","","1007411023","","",""
"","1","3","0.2","104431","1007411","mhp_sit_idle_sad","1007411024","","",""
"","1","3","0.2","117631","1007411","mhp_sit_talk_normal","1007411025","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5103","1007411026","","","0"
"0","6","11","0","117631","1007411","妳的說法就像\n自己還有別的模樣呢？","1007411027","0","0.5","1"
"","","91","","0","1007411","","1007411028","","",""
"","1","3","0.2","117631","1007411","mhp_sit_idle","1007411029","","",""
"","1","3","0.2","104431","1007411","mhp_sit_talk_sad","1007411030","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5104","1007411031","","","0"
"0","5","11","0","104431","1007411","其實妾身會因為魔力不足，\n而變成小孩子的模樣。\n現在是非常勉強維持住，但在某個條件下，\n妾身就能好好維持原本的模樣……","1007411032","0","1","1"
"","","91","","0","1007411","","1007411033","","",""
"","1","3","0.2","104431","1007411","mhp_sit_idle_sad","1007411034","","",""
"","1","3","0.2","117531","1007411","mhp_sit_talk_normal","1007411035","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5105","1007411036","","","0"
"0","4","11","0","117531","1007411","原來是這樣啊，\n我順便問一下，\n那個條件是什麼內容？","1007411037","0","0.5","1"
"","","91","","0","1007411","","1007411038","","",""
"","1","3","0.2","117531","1007411","mhp_sit_idle","1007411039","","",""
"","1","3","0.2","104431","1007411","mhp_sit_talk_wish","1007411040","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5106","1007411041","","","0"
"0","5","11","0","104431","1007411","就是待在某個人的身邊。\n所以讓那傢伙一直陪伴在妾身的左右，\n就是最快的方法……","1007411042","0","0.5","1"
"","","91","","0","1007411","","1007411043","","",""
"","1","3","0.2","104431","1007411","mhp_sit_talk_worry","1007411044","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5107","1007411045","","","0"
"0","6","11","0","104431","1007411","但不知道是不是在顧慮妾身……\n總而言之，一直無法\n讓他感受到妾身的魅力。","1007411046","0","0.5","1"
"","","91","","0","1007411","","1007411047","","",""
"","1","3","0.2","104431","1007411","mhp_sit_idle_sad","1007411048","","",""
"","1","3","0.2","117631","1007411","mhp_sit_talk_thinking","1007411049","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5108","1007411050","","","0"
"0","4","11","0","117631","1007411","嗯～雖然還不及我，\n但我認為妳已經很有魅力了……\n既然如此──","1007411051","0","0.5","1"
"","","93","","7.5","1007411","1","1007411052","","",""
"","1","3","0.2","117631","1007411","mhp_sit_idle_thinking","1007411053","","",""
"","","91","","1007411051","1007411","","1007411054","","",""
"","","22","","0","1007411","0","1007411055","","",""
"","0","103","","用可愛來展現魅力吧！","1007411","1007411059","1007411056","","",""
"","0","103","","用美麗來決勝負吧！","1007411","1007411076","1007411057","","",""
"","0","103","","我來當妳的製作人吧！","1007411","1007411093","1007411058","","",""
"","1","3","0.2","117631","1007411","mhp_sit_idle_memory","1007411059","","",""
"","1","3","0.2","104431","1007411","mhp_sit_talk_anger2","1007411060","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5109","1007411061","","","0"
"0","4","11","0","104431","1007411","妳、妳說可愛？\n別、別這麼做。\n這樣很讓人害臊啊……","1007411062","0","0.5","1"
"","","91","","0","1007411","","1007411063","","",""
"","1","3","0.2","104431","1007411","mhp_sit_idle_anger2","1007411064","","",""
"1","0","3","0.2","117631","1007411","mhp_sit_out","1007411065","0.2","","mhp_idle_normal"
"","","93","","1","1007411","","1007411066","","",""
"1","0","3","0.2","117631","1007411","mhp_yuki_pose","1007411067","0.2","","mhp_yuki_idle"
"1","0","3","0.2","11","1007411","mhp_yuki_pose","1007411068","0.2","","mhp_yuki_idle"
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5110","1007411069","","","0"
"0","4","11","0","117631","1007411","妳在說什麼呢？\n這會成為最棒的武器喔！\n要是妳沒自信，就交給我吧？","1007411070","10","0.5","1"
"","","93","","6.5","1007411","1","1007411071","","",""
"1","0","3","0.2","117631","1007411","mhp_yuki_pose_2","1007411072","0.2","","mhp_yuki_idle_2"
"1","0","3","0.2","11","1007411","mhp_yuki_pose_2","1007411073","0.2","","mhp_yuki_idle_2"
"","","91","","1007411070","1007411","","1007411074","","",""
"","","101","","1007411109","1007411","","1007411075","","",""
"","1","3","0.2","117631","1007411","mhp_sit_idle_memory","1007411076","","",""
"","1","3","0.2","104431","1007411","mhp_sit_talk_thinking","1007411077","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5111","1007411078","","","0"
"0","4","11","0","104431","1007411","美麗啊。這不是個壞方法，\n但那傢伙不是\n會以貌取人的那種人……\n雖然這就是他的優點。","1007411079","0","0.5","1"
"","","91","","0","1007411","","1007411080","","",""
"","1","3","0.2","104431","1007411","mhp_sit_idle_thinking","1007411081","","",""
"1","0","3","0.2","117631","1007411","mhp_sit_out","1007411082","0.2","","mhp_idle_normal"
"","","93","","1","1007411","","1007411083","","",""
"1","0","3","0.2","117631","1007411","mhp_yuki_pose","1007411084","0.2","","mhp_yuki_idle"
"1","0","3","0.2","11","1007411","mhp_yuki_pose","1007411085","0.2","","mhp_yuki_idle"
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5112","1007411086","","","0"
"0","4","11","0","117631","1007411","妳放心，\n只要身為美之化身的我出手，\n就能讓任何人為妳著迷喔。\n來，和我一起以美麗的巔峰為目標吧♪","1007411087","0","0.5","1"
"","","93","","7","1007411","1","1007411088","","",""
"1","0","3","0.2","117631","1007411","mhp_yuki_pose_2","1007411089","0.2","","mhp_yuki_idle_2"
"1","0","3","0.2","11","1007411","mhp_yuki_pose_2","1007411090","0.2","","mhp_yuki_idle_2"
"","","91","","1007411087","1007411","","1007411091","","",""
"","","101","","1007411109","1007411","","1007411092","","",""
"","1","3","0.2","117631","1007411","mhp_sit_idle_memory","1007411093","","",""
"","1","3","0.2","104431","1007411","mhp_sit_talk_anger2","1007411094","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5113","1007411095","","","0"
"0","5","11","0","104431","1007411","護、護理師在講什麼啊？\n不，說到底，妳真的是護理師嗎？\n雖然由妾身來說也很奇怪，\n但妳有不少可疑的地方喔！","1007411096","0","0.5","1"
"","","91","","0","1007411","","1007411097","","",""
"","1","3","0.2","104431","1007411","mhp_sit_idle_anger2","1007411098","","",""
"1","0","3","0.2","117631","1007411","mhp_sit_out","1007411099","0.2","","mhp_idle_normal"
"","","93","","1","1007411","","1007411100","","",""
"1","0","3","0.2","117631","1007411","mhp_yuki_pose","1007411101","0.2","","mhp_yuki_idle"
"1","0","3","0.2","11","1007411","mhp_yuki_pose","1007411102","0.2","","mhp_yuki_idle"
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5114","1007411103","","","0"
"0","4","11","0","117631","1007411","沒事的沒事的，\n只要全都交給我就沒問題囉。\n這正是我大展身手的時候呢♪","1007411104","0","0.5","1"
"","","93","","3.5","1007411","1","1007411105","","",""
"1","0","3","0.2","117631","1007411","mhp_yuki_pose_2","1007411106","0.2","","mhp_yuki_idle_2"
"1","0","3","0.2","11","1007411","mhp_yuki_pose_2","1007411107","0.2","","mhp_yuki_idle_2"
"","","91","","1007411104","1007411","","1007411108","","",""
"","","91","","0","1007411","","1007411109","","",""
"1","0","3","0","117631","1007411","mhp_sit_in","1007411110","0.2","","mhp_sit_idle"
"","1","3","0","11","1007411","NoItem","1007411111","","",""
"","1","3","0.2","104431","1007411","mhp_sit_talk_worry","1007411112","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5115","1007411113","","","0"
"0","5","11","0","104431","1007411","喂、喂，妳是這傢伙的主人吧？\n交給她沒問題嗎？","1007411114","0","0.5","1"
"","","91","","0","1007411","","1007411115","","",""
"","1","3","0.2","104431","1007411","mhp_sit_idle_sad","1007411116","","",""
"","1","3","0.2","117531","1007411","mhp_sit_talk_normal","1007411117","","",""
"","0","21","","vo_mhp_1007411","1007411","vo_mhp_5116","1007411118","","","0"
"0","5","11","","117531","1007411","以這方面來說，\n雪是比我更加適合的人選喔。\n因為我好像幫不上什麼忙，\n或許也可以試著交給她呢♪","1007411119","0","0.5","1"
"","","91","","0","1007411","","1007411120","","",""
"","","22","","0","1007411","0.5","1007411121","","",""
"","","93","","0.5","1007411","","1007411122","","",""
"","1","3","0.2","117531","1007411","mhp_sit_idle","1007411123","","",""
"1","0","3","0.2","104431","1007411","mhp_sit_out_sad","1007411124","0.2","","mhp_idle_sad"
"","","93","","0.5","1007411","","1007411125","","",""
"","2","12","0","104431","1007411","1","1007411126","0","",""
"","","93","","0.5","1007411","","1007411127","","",""
"","1","3","0.2","104431","1007411","mhp_walk_sad","1007411128","","",""
"","","4","","104431","1007411","1","1007411129","","",""
"0","-220","2","","104431","1007411","-1000","1007411130","","","5"
"","","93","","4.1","1007411","0","1007411131","","",""
"","","91","","0","1007411","0","1007411132","","",""
"-240","100","1","1.7","1","1007412","104431","1007412001","0","mhp_idle_normal","-1000"
"-220","104","1","1.7","1","1007412","117631","1007412002","1","mhp_sit_idle","185"
"-200","100","1","1.7","1","1007412","117531","1007412003","1","mhp_sit_idle","365"
"0.85","-240","31","1","1","1007412","1","1007412004","","","-154"
"1","173","31","0","24","1007412","120","1007412005","","","-237"
"1","0","31","0","30","1007412","130","1007412006","","","160"
"1","0","31","0","11","1007412","111","1007412007","","","0"
"-220","110","5","1.7","1","1007412","11","1007412008","0","NoItem","-200"
"-220","105","5","1.7","1","1007412","12","1007412009","0","NoItem","-200"
"-220","110","5","1.7","1","1007412","21","1007412010","1","NoItem","185"
