565180cbefb70d18af59bb2b0a0c3e66489e81dc351bf006253a86f19c01d82a,5c99475ab0811f6d333dc6c0b29192777c9f7e699206bbec809ca6526bc4d780,75ff74686cf88686a62a75a886ff3e1c87833fc0890d0b44ad0d0eb670ef0371,be68dd6ba74fbf5e3eb7b71c788bf6d4a9e2f211ea3e9b457f185f5ee3b6c21b,3827bd124b9201cf69f0b0112f02e5ca175f2a66d91f41e2b2ad488b594a4903,db096c8078468966f7a2fe6c58f29adb0e5f6bb7ff26866431f2f0f298daf411,a09983e8daac299c72f156f2856a69c7d595ec7bad52fe46c76cdb31d77f8140,e0393efe50ecc391cd04bb79f19a069cc257d13085cb1264b529724d68ab5823,6ca69c0f56eb30bdf4ceea7a88dbfc98a49061d5b151c903ec1303b8ce06447c,c318abca90cd2ac6de70059cc43eb7e0ee6da38285fe5018c9e41ecbbd515cd7,4acb89b26fd67e9d26f5e5e03bb3ec9fe225355c6cdbecbe8f06b43078b2c788,8957d5e4f1f71945da876b73085b29a1ba706ef2695fa4c327773ca667ff0faf,a430dada137de021fac3ff0701570ad04339261682bfe43fd63ea32c30ffc809,3d9c663d6bc9cfd787e2975741bf31a90b18ad896c9a43e3a517fe09b40a53af,eca8b26d9d530982ae64778f2fa59e6e2c8d4d93691abeded859c3909711d501,182bfac7eff207fc639f1037500b81932768e72389bb5defc89220034df553d7,5512ac7fbd55b9c1d10ea31b4b1371a14df4fec0037ad813af51c8c65b333b2c,08067bb7280588d9aa56a24520b963e76179501e8fddcc4c358aea84c9a56315,b6314b35c541ee8936bdff89a6d7beb11a2ab13a865b717eca8631586fb91536,976d423f5e0da3a39427b0950d4e5083db72cf97e92637447bbc6228333fd20a,e86661e85e64c07fba0690edae48a1617358a3f6457898237c983241c1e39a9c,82f50a1916004715ddae117a6698b60f04d3dbba784996cc5c771659fcb80c82
"2","2","-30","200","0","1","1080","10800102","-250","-120","0.65","0","101201","200","1","-5","0.8","101201","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.2","1080","10800103","-5","70","0.6","0","101201","200","1","0","0.8","101201","bgm_M64","10","1","1"
"4","4","-30","100","0","1","1080","10800104","190","-110","0.7","10","101201","200","1","-15","0.9","101201","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.45","1080","10800105","475","-30","1","-50","101202","250","1","-45","1","101202","bgm_M55","10","1","1"
"1","1","-30","170","0","1","1081","10810101","-480","-100","0.575","-25","101291","210","1","-30","0.9","101291","bgm_M64","10","1","1"
"2","2","-30","250","0","1","1081","10810102","-230","-10","0.7","-30","101291","240","1","-30","0.8","101291","bgm_M64","0","1","1"
"3","3","-30","100","-15","1.2","1081","10810103","-10","-110","0.75","0","101291","200","1","-10","1","101291","bgm_M64","5","1","1"
"4","4","-30","300","-10","1.3","1081","10810104","200","55","0.8","-50","101291","200","1","-50","1","101291","bgm_M64","-20","1","1"
"5","5","-30","100","-20","1.45","1081","10810105","490","-15","1.1","15","101292","230","1","30","1","101292","bgm_M55","30","1","1"
"1","1","-30","100","0","1.45","1082","10820101","-470","0","0.8","20","101301","210","1","0","1.1","101301","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1082","10820102","-270","-120","0.75","0","101301","200","1","0","1.1","101301","bgm_M64","10","1","1"
"3","3","-30","100","-15","2.3","1082","10820103","0","65","1.55","0","101301","200","1","-10","2.2","101301","bgm_M64","0","1","1"
"4","4","-30","100","0","1","1082","10820104","200","-120","0.7","0","101301","200","1","0","0.7","101301","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.2","1082","10820105","470","-55","1","-15","101302","270","1","-30","1.1","101302","bgm_M55","10","1","1"
"1","1","-30","170","0","1","1083","10830101","-450","0","0.575","-25","101441","210","1","-30","0.9","101441","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1083","10830102","-250","-90","0.75","0","101441","240","1","0","1.1","101441","bgm_M64","0","1","1"
"3","3","-30","200","-15","1.4","1083","10830103","-25","60","0.85","-30","101441","200","1","-10","1","101441","bgm_M64","0","1","1"
"4","4","-30","100","0","1.2","1083","10830104","220","-70","0.75","-30","101441","200","1","0","1","101441","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.2","1083","10830105","470","-70","0.95","-35","101442","230","1","-30","1.1","101442","bgm_M55","10","1","1"
"1","1","-30","100","0","1.35","1084","10840101","-470","-50","0.85","0","101451","210","1","0","1.1","101451","bgm_M64","10","1","1"
"2","2","-30","200","0","1.35","1084","10840102","-250","40","1","10","101451","240","1","10","1.1","101451","bgm_M64","0","1","1"
"3","3","-30","100","-15","1.2","1084","10840103","0","-110","0.75","0","101451","200","1","-10","1.1","101451","bgm_M64","0","1","1"
"4","4","-30","300","0","0.8","1084","10840104","210","30","0.6","-30","101451","200","1","-30","0.6","101451","bgm_M64","-25","1","1"
"5","5","-30","100","0","1.55","1084","10840105","510","-70","1.25","-35","101452","290","1","-50","1.4","101452","bgm_M55","0","1.2","1"
"1","1","-30","250","0","0.8","1085","10850101","-480","-50","0.6","0","101561","210","1","-30","0.7","101561","bgm_M64","10","1","1"
"2","2","-30","100","0","1.5","1085","10850102","-250","-120","0.9","10","101561","200","1","0","1.4","101561","bgm_M64","10","1","1"
"3","3","-30","100","-5","1.1","1085","10850103","-10","65","0.65","0","101561","200","1","-10","1","101561","bgm_M64","5","1","1"
"4","4","-30","100","0","1.1","1085","10850104","190","-110","0.65","0","101561","200","1","0","1","101561","bgm_M64","0","1","1"
"5","5","-30","400","0","1.55","1085","10850105","460","-70","1.25","-60","101562","290","1","-50","1.35","101562","bgm_M55","0","1.4","1"
