075cc5fbb92f289373b9d253da02f20749b92f45d36bcaa006af71db394055e6,8aeb3dda0400bafd7755e53b7f9ac790e202fe1730ae0911bfcee5eff4172d2e,43cfed16d2aedb92d23cb16c6793a772701889ce73fc0429313decad2518fee7,d365873a955004914a88fea37fb19c9bed6266ff57b67b419d96bb8c6ca32471,9e09a2310f6e8f15b362a09a0bd629c92982320b5766c6731262ac2f1a05e901,4bb62b9e37b3c38dde1bbb242df81e7614627ae34d9f7d9e32ab68bcfccb2f95,d530f24510c0a705414018e8d8592a8ad946f896821d675edb49b104f17220bd,4f17978b32efe3d9309595db4e21dc313f2b06ee15a87cd7864e051ca152f485,54ba5a29dd9d0f3548c5ba0c64346a26794bdc8eb53194cc9be58b7d69b42035,051bf78a037308a3976929fbe2b8a9fb654a221add60ae885ba68fb02eb65a2f,df0dc144010186d85a3a6086c0eb81fdc8008f63ef229894d9b5b955b12a945b
"3","23214070","","","wac_birthday_idle_wish","23214","","","0.2","1","102111"
"3","23214071","","","wac_birthday_talk_smile","23214","","","0.2","1","102311"
"21","23214072","","0","vo_wac_23214_002","23214","","","","0","vo_wac_23214"
"11","23214073","1","1","這蛋糕是我們努力親手做的喔？\n雖然做好的時候，鈴莓在各種意義上\n都慘兮兮的就是了。","23214","0","0.5","0","10","102311"
"91","23214074","","","","23214","","","","","23214073"
"3","23214075","","","wac_birthday_idle_smile","23214","","","0.2","1","102311"
"3","23214076","","","wac_birthday_talk_sad","23214","","","0.2","1","102511"
"21","23214077","","0","vo_wac_23214_003","23214","","","","0","vo_wac_23214"
"11","23214078","1","1","小綾音，那是祕密……！\n嗚嗚，製作途中我也犯了不少錯，\n明明是在為大小姐的重要日子做準備，\n真對不起……","23214","0","0.5","0","10","102511"
"91","23214079","","","","23214","","","","","0"
"3","23214080","","","wac_birthday_talk_smile","23214","","","0.2","1","102811"
"3","23214081","","","wac_birthday_idle_wish","23214","","","0.2","1","102511"
"21","23214082","","0","vo_wac_23214_004","23214","","","","0","vo_wac_23214"
"11","23214083","1","1","妳在說什麼啊，妳們不是\n這麼努力地為我做準備了嗎？\n也謝謝你來替我慶生。\n請你要一直和大家好好相處哦？","23214","0","0.5","0","10","102811"
"91","23214084","","","","23214","","","","","0"
"22","23214085","","","","23214","","","","","0"
"25","23814001","","","bgm_M321_2C","23814","","","","","bgm_M321"
"1","23814002","-70","-1000","100811","23814","0","wac_birthday_idle_normal","2","250","1"
"1","23814003","-260","170","104511","23814","1","wac_birthday_idle_wish","2","256","1"
"1","23814004","-310","270","105311","23814","1","wac_birthday_idle_smile","2","259","1"
"1","23814005","-270","400","105511","23814","1","wac_birthday_idle_normal","2","257","1"
"1","23814006","-310","510","103011","23814","1","wac_birthday_idle_smile","2","258","1"
"13","23814007","","","300","23814","","","","","100811"
"13","23814008","","","300","23814","","","","","104511"
"13","23814009","","","300","23814","","","","","105311"
"13","23814010","","","300","23814","","","","","105511"
"13","23814011","","","300","23814","","","","","103011"
"31","23814012","1","0","600","23814","","","1","0","600"
"31","23814013","1","0","602","23814","","","0","0","602"
"31","23814014","1","0","603","23814","","","0","0","603"
"31","23814015","1","60","604","23814","","","1","30","604"
"31","23814016","1","0","614","23814","","","1","0","614"
"31","23814017","1","0","700","23814","","","0","0","700"
"31","23814018","1","0","701","23814","","","0","0","701"
"31","23814019","1","0","702","23814","","","0","0","702"
"31","23814020","1","0","800","23814","","","0","0","800"
"31","23814021","1","60","939","23814","","","1","30","939"
"93","23814022","","","","23814","","","","","1"
"3","23814023","1","wac_birthday_reaction_03","wac_birthday_reaction_05","23814","0.2","","0.2","0","105311"
"3","23814024","1","wac_birthday_reaction_03","wac_birthday_reaction_01","23814","0.2","","0.2","0","104511"
"93","23814025","","","","23814","","","","","0.1"
"3","23814026","1","wac_birthday_reaction_04","wac_birthday_reaction_01","23814","0.2","","0.2","0","105511"
"3","23814027","1","wac_birthday_reaction_03","wac_birthday_reaction_02","23814","0.2","","0.2","0","103011"
"93","23814028","","","","23814","","","","","0.3"
"3","23814029","","","wac_birthday_run_01","23814","","","0.2","1","100811"
"2","23814030","","3","0","23814","","","","-70","100811"
"93","23814031","","","","23814","","","","","2.5"
"32","23814032","","","1","23814","","","","","602"
"93","23814033","","","","23814","","","","","0.6"
"32","23814034","","","0","23814","","","","","600"
"32","23814035","","","0","23814","","","","","614"
"32","23814036","","","0","23814","","","","","604"
"32","23814037","","","1","23814","","","","","701"
"33","23814038","","0.01","0","23814","","","","0","939"
"3","23814039","1","wac_birthday_wish_04","wac_birthday_blowout_01","23814","0.2","","0.2","0","100811"
"2","23814040","","0.01","-200","23814","","","","-330","100811"
"3","23814041","","","wac_birthday_idle_wish","23814","","","0.2","1","104511"
"2","23814042","","0.01","150","23814","","","","-320","104511"
"3","23814043","","","wac_birthday_idle_smile","23814","","","0.2","1","105311"
"2","23814044","","0.01","260","23814","","","","-360","105311"
"3","23814045","","","wac_birthday_idle_normal","23814","","","0.2","1","105511"
"2","23814046","","0.01","400","23814","","","","-320","105511"
"3","23814047","","","wac_birthday_idle_smile","23814","","","0.2","1","103011"
"2","23814048","","0.01","520","23814","","","","-340","103011"
"93","23814049","","","","23814","","","","","0"
"32","23814050","","","1","23814","","","","","800"
"93","23814051","","","","23814","","","","","0.7"
"32","23814052","","","1","23814","","","","","702"
"93","23814053","","","","23814","","","","","0.5"
"23","23814054","","","se_sys_login_birthday_blow_candle","23814","","","","0","se_common"
"32","23814055","","","0","23814","","","","","701"
"93","23814056","","","","23814","","","","","0.4"
"23","23814057","","","se_sys_login_birthday_cracker","23814","","","","0","se_common"
"32","23814058","","","1","23814","","","","","700"
"23","23814059","","","se_sys_login_birthday_calendar_applause","23814","","","","0","se_common"
"3","23814060","1","wac_birthday_idle_wish","wac_birthday_clap_to_wish","23814","0.2","","0.2","0","104511"
"3","23814061","1","wac_birthday_idle_normal","wac_birthday_clap","23814","0.2","","0.2","0","105511"
"93","23814062","","","","23814","","","","","0.1"
"3","23814063","1","wac_birthday_idle_smile","wac_birthday_clap","23814","0.2","","0.2","0","105311"
"93","23814064","","","","23814","","","","","0.1"
"3","23814065","1","wac_birthday_idle_smile","wac_birthday_clap","23814","0.2","","0.2","0","103011"
"93","23814066","","","","23814","","","","","2"
"131","23814067","","","","23814","","","","","1"
"3","23814068","1","","wac_birthday_talk_doya","23814","","","0.2","1","100811"
"21","23814069","","0","vo_wac_23814_000","23814","","","","0","vo_wac_23814"
"11","23814070","1","1","你們一定知道今天是什麼日子吧？\n今天可是慶祝這世上最美最可愛的我\n誕生，並更新大家的審美意識的\n世界級紀念日喔♪","23814","0","0.5","0","10","100811"
"91","23814071","","","","23814","","","","","0"
"3","23814072","","","wac_birthday_talk_wish","23814","","","0.2","1","104511"
"21","23814073","","0","vo_wac_23814_001","23814","","","","0","vo_wac_23814"
"11","23814074","1","1","是、是這樣啊……？\n空花對歷史與時事之類的\n不太了解，不知道今天竟然\n是這麼了不起的日子呢……","23814","0","0.5","0","10","104511"
"91","23814075","","","","23814","","","","","0"
"3","23814076","","","wac_birthday_idle_wish","23814","","","0.2","1","104511"
"3","23814077","","","wac_birthday_talk_doya","23814","","","0.2","1","105311"
"21","23814078","","0","vo_wac_23814_002","23814","","","","0","vo_wac_23814"
"11","23814079","1","1","嗯，我懶得吐槽了。\n總之，能健康地迎接生日\n是件值得慶賀的事！\n雪，生日快樂！","23814","0","0.5","0","10","105311"
"91","23814080","","","","23814","","","","","0"
"3","23814081","","","wac_birthday_idle_doya","23814","","","0.2","1","105311"
"3","23814082","","","wac_birthday_talk_normal","23814","","","0.2","1","100811"
"21","23814083","","0","vo_wac_23814_003","23814","","","","0","vo_wac_23814"
"11","23814084","1","1","謝謝♪\n話說回來，這蛋糕真棒耶，\n是特地為我準備的嗎？","23814","0","0.5","0","10","100811"
"91","23814085","","","","23814","","","","","0"
"3","23814086","","","wac_birthday_idle_normal","23814","","","0.2","1","100811"
"3","23814087","","","wac_birthday_talk_smile","23814","","","0.2","1","105511"
"21","23814088","","0","vo_wac_23814_004","23814","","","","0","vo_wac_23814"
"11","23814089","1","1","是的♪為了讓你開心，\n我們還特地請店家\n對外觀也多下工夫。","23814","0","0.5","0","10","105511"
"91","23814090","","","","23814","","","","","0"
"3","23814091","","","wac_birthday_idle_smile","23814","","","0.2","1","105511"
"3","23814092","","","wac_birthday_talk_kyapi","23814","","","0.2","1","103011"
"21","23814093","","0","vo_wac_23814_005","23814","","","","0","vo_wac_23814"
"11","23814094","1","1","順帶一提，因為滿花錢的，\n所以也請將軍出了一些盧幣，\n真是太感謝將軍了是也！","23814","0","0.5","0","10","103011"
"91","23814095","","","","23814","","","","","0"
"3","23814096","","","wac_birthday_idle_kyapi","23814","","","0.2","1","103011"
"3","23814097","","","wac_birthday_talk_doya","23814","","","0.2","1","100811"
"21","23814098","","0","vo_wac_23814_006","23814","","","","0","vo_wac_23814"
"11","23814099","1","1","這樣啊……得好好感謝你呢♪\n作為回禮，你今天可以盡情\n從喜歡的角度欣賞我可愛的臉龐，\n直到心滿意足為止喔♪","23814","0","0.5","0","10","100811"
"91","23814100","","","","23814","","","","","0"
"22","23814101","","","","23814","","","","","0"
"25","25214001","","","bgm_M321_2C","25214","","","","","bgm_M321"
"1","25214002","-70","-1000","104911","25214","0","wac_birthday_idle_normal","2","250","1"
"1","25214003","-270","230","101111","25214","1","wac_birthday_idle_wish","2","256","1"
"1","25214004","-310","410","106811","25214","1","wac_birthday_idle_smile","2","257","1"
"13","25214005","","","300","25214","","","","","104911"
"13","25214006","","","300","25214","","","","","101111"
"13","25214007","","","300","25214","","","","","106811"
"31","25214008","1","0","600","25214","","","1","0","600"
"31","25214009","1","0","602","25214","","","0","0","602"
"31","25214010","1","0","603","25214","","","0","0","603"
"31","25214011","1","60","604","25214","","","1","30","604"
"31","25214012","1","0","614","25214","","","1","0","614"
"31","25214013","1","0","700","25214","","","0","0","700"
"31","25214014","1","0","701","25214","","","0","0","701"
"31","25214015","1","0","702","25214","","","0","0","702"
"31","25214016","1","0","800","25214","","","0","0","800"
"31","25214017","1","60","940","25214","","","1","30","940"
"93","25214018","","","","25214","","","","","1"
"3","25214019","1","wac_birthday_reaction_02","wac_birthday_reaction_05","25214","0.2","","0.2","0","106811"
"93","25214020","","","","25214","","","","","0.1"
"3","25214021","1","wac_birthday_reaction_03","wac_birthday_reaction_01","25214","0.2","","0.2","0","101111"
"93","25214022","","","","25214","","","","","0.3"
"3","25214023","","","wac_birthday_tsumugi_run_01","25214","","","0.2","1","104911"
"2","25214024","","3","0","25214","","","","-70","104911"
"93","25214025","","","","25214","","","","","2.5"
"32","25214026","","","1","25214","","","","","602"
"93","25214027","","","","25214","","","","","0.6"
"32","25214028","","","0","25214","","","","","600"
"32","25214029","","","0","25214","","","","","614"
"32","25214030","","","0","25214","","","","","604"
"32","25214031","","","1","25214","","","","","701"
"33","25214032","","0.01","0","25214","","","","0","940"
"3","25214033","1","wac_birthday_idle_wish","wac_birthday_blowout_01","25214","0.2","","0.2","0","104911"
"2","25214034","","0.01","-200","25214","","","","-330","104911"
"3","25214035","","","wac_birthday_idle_wish","25214","","","0.2","1","101111"
"2","25214036","","0.01","180","25214","","","","-320","101111"
"3","25214037","","","wac_birthday_idle_smile","25214","","","0.2","1","106811"
"2","25214038","","0.01","320","25214","","","","-340","106811"
"93","25214039","","","","25214","","","","","0"
"32","25214040","","","1","25214","","","","","800"
"93","25214041","","","","25214","","","","","0.7"
"32","25214042","","","1","25214","","","","","702"
"93","25214043","","","","25214","","","","","0.5"
"23","25214044","","","se_sys_login_birthday_blow_candle","25214","","","","0","se_common"
"32","25214045","","","0","25214","","","","","701"
"93","25214046","","","","25214","","","","","0.4"
"23","25214047","","","se_sys_login_birthday_cracker","25214","","","","0","se_common"
"32","25214048","","","1","25214","","","","","700"
"23","25214049","","","se_sys_login_birthday_calendar_applause","25214","","","","0","se_common"
"3","25214050","1","wac_birthday_idle_wish","wac_birthday_clap_to_wish","25214","0.2","","0.2","0","101111"
"93","25214051","","","","25214","","","","","0.1"
"3","25214052","1","wac_birthday_idle_smile","wac_birthday_clap","25214","0.2","","0.2","0","106811"
"93","25214053","","","","25214","","","","","2"
"131","25214054","","","","25214","","","","","1"
"21","25214055","","0","vo_wac_25214_000","25214","","","","0","vo_wac_25214"
"11","25214056","1","1","哇～好棒的生日蛋糕。\n是弟弟為姐姐準備的嗎？\n感受到弟弟的愛了呢。","25214","0","0.5","0","10","104911"
"91","25214057","","","","25214","","","","","0"
"3","25214058","","","wac_birthday_idle_normal","25214","","","0.2","1","104911"
"3","25214059","","","wac_birthday_talk_anger","25214","","","0.2","1","101111"
"21","25214060","","0","vo_wac_25214_001","25214","","","","0","vo_wac_25214"
"11","25214061","1","1","姐姐請等一下！\n我們也有幫忙喔！\n像是我！我也有幫忙！","25214","0","0.5","0","10","101111"
"91","25214062","","","","25214","","","","","0"
"3","25214063","","","wac_birthday_idle_normal","25214","","","0.2","1","101111"
"3","25214064","","","wac_birthday_talk_normal","25214","","","0.2","1","106811"
"21","25214065","","0","vo_wac_25214_002","25214","","","","0","vo_wac_25214"
"11","25214066","1","1","這包含了我們對\n妳的心意喔。\n啊，希望我們沒變成電燈泡。","25214","0","0.5","0","10","106811"
"91","25214067","","","","25214","","","","","0"
"3","25214068","","","wac_birthday_idle_smile","25214","","","0.2","1","106811"
"3","25214069","","","wac_birthday_talk_smile","25214","","","0.2","1","104911"
"21","25214070","","0","vo_wac_25214_003","25214","","","","0","vo_wac_25214"
"11","25214071","1","1","沒這回事～\n會長、璃乃，謝謝妳們。\n待會我會讓弟弟好～好陪我，\n所以沒問題喔。對吧？","25214","0","0.5","0","10","104911"
"91","25214072","","","","25214","","","","","0"
"3","25214073","","","wac_birthday_talk_anger","25214","","","0.2","1","101111"
"21","25214074","","0","vo_wac_25214_004","25214","","","","0","vo_wac_25214"
"11","25214075","1","1","啊──！姐姐！\n就算是妳生日，這樣也太狡猾囉！","25214","0","0.5","0","10","101111"
"91","25214076","","","","25214","","","","","0"
"22","25214077","","","","25214","","","","","0"
"25","25314001","","","bgm_M321_2C","25314","","","","","bgm_M321"
"1","25314002","-70","-1000","104711","25314","0","wac_birthday_idle_normal","2","250","1"
"1","25314003","-270","200","107111","25314","1","wac_birthday_idle_normal","2","256","1"
"1","25314004","-310","320","100511","25314","1","wac_birthday_idle_smile","2","258","1"
"1","25314005","-290","460","103711","25314","1","wac_birthday_idle_smile","2","257","1"
"13","25314006","","","300","25314","","","","","104711"
"13","25314007","","","300","25314","","","","","107111"
"13","25314008","","","300","25314","","","","","100511"
"13","25314009","","","300","25314","","","","","103711"
"31","25314010","1","0","600","25314","","","1","0","600"
"31","25314011","1","0","602","25314","","","0","0","602"
"31","25314012","1","0","603","25314","","","0","0","603"
"31","25314013","1","60","604","25314","","","1","30","604"
"31","25314014","1","0","614","25314","","","1","0","614"
"31","25314015","1","0","700","25314","","","0","0","700"
"31","25314016","1","0","701","25314","","","0","0","701"
"31","25314017","1","0","703","25314","","","0","0","703"
"31","25314018","1","0","800","25314","","","0","0","800"
"31","25314019","1","60","941","25314","","","1","30","941"
"93","25314020","","","","25314","","","","","1"
"3","25314021","1","wac_birthday_reaction_02","wac_birthday_reaction_02","25314","0.2","","0.2","0","100511"
"93","25314022","","","","25314","","","","","0.1"
"3","25314023","1","wac_birthday_reaction_03","wac_birthday_reaction_01","25314","0.2","","0.2","0","107111"
"3","25314024","1","wac_birthday_reaction_04","wac_birthday_reaction_05","25314","0.2","","0.2","0","103711"
"93","25314025","","","","25314","","","","","0.3"
"3","25314026","","","wac_birthday_run_01","25314","","","0.2","1","104711"
"2","25314027","","3","0","25314","","","","-70","104711"
"93","25314028","","","","25314","","","","","2.5"
"32","25314029","","","1","25314","","","","","602"
"93","25314030","","","","25314","","","","","0.6"
"32","25314031","","","0","25314","","","","","600"
"32","25314032","","","0","25314","","","","","614"
"32","25314033","","","0","25314","","","","","604"
"32","25314034","","","1","25314","","","","","701"
"33","25314035","","0.01","0","25314","","","","0","941"
"3","25314036","1","","wac_birthday_blowout_jun_01","25314","0.2","","0.2","0","104711"
"2","25314037","","0.01","-200","25314","","","","-330","104711"
"3","25314038","","","wac_birthday_idle_normal","25314","","","0.2","1","107111"
"2","25314039","","0.01","180","25314","","","","-320","107111"
"3","25314040","","","wac_birthday_idle_smile","25314","","","0.2","1","100511"
"2","25314041","","0.01","310","25314","","","","-360","100511"
"3","25314042","","","wac_birthday_idle_smile","25314","","","0.2","1","103711"
"2","25314043","","0.01","450","25314","","","","-340","103711"
"93","25314044","","","","25314","","","","","0"
"32","25314045","","","1","25314","","","","","800"
"91","25314046","","","","25314","","","","","25314036"
"3","25314047","1","wac_birthday_wish_05","wac_birthday_blowout_jun_02","25314","0.2","","0.2","0","104711"
"3","25314048","","","wac_birthday_reaction_03","25314","","","0.2","1","107111"
"93","25314049","","","","25314","","","","","0.1"
"3","25314050","","","wac_birthday_talk_smile","25314","","","0.2","1","100511"
"93","25314051","","","","25314","","","","","0.1"
"3","25314052","","","wac_birthday_reaction_03","25314","","","0.2","1","103711"
"93","25314053","","","","25314","","","","","0.65"
"32","25314054","","","1","25314","","","","","703"
"93","25314055","","","","25314","","","","","0.5"
"23","25314056","","","se_sys_login_birthday_blow_candle","25314","","","","0","se_common"
"32","25314057","","","0","25314","","","","","701"
"93","25314058","","","","25314","","","","","0.4"
"23","25314059","","","se_sys_login_birthday_cracker","25314","","","","0","se_common"
"32","25314060","","","1","25314","","","","","700"
"23","25314061","","","se_sys_login_birthday_calendar_applause","25314","","","","0","se_common"
"3","25314062","1","wac_birthday_idle_normal","wac_birthday_clap","25314","0.2","","0.2","0","107111"
"93","25314063","","","","25314","","","","","0.1"
"3","25314064","1","wac_birthday_idle_smile","wac_birthday_clap","25314","0.2","","0.2","0","100511"
"93","25314065","","","","25314","","","","","0.1"
"3","25314066","1","wac_birthday_idle_smile","wac_birthday_clap","25314","0.2","","0.2","0","103711"
"93","25314067","","","","25314","","","","","2"
"131","25314068","","","","25314","","","","","1"
"21","25314069","","0","vo_wac_25314_000","25314","","","","0","vo_wac_25314"
"11","25314070","1","1","你們今天竟然為我舉辦了\n這麼盛大的慶生會，\n無論是以個人還是團長的身分而言，\n我都十分開心。","25314","0","0.5","0","10","104711"
"91","25314071","","","","25314","","","","","0"
"3","25314072","","","wac_birthday_idle_wish","25314","","","0.2","1","104711"
"3","25314073","","","wac_birthday_talk_doya","25314","","","0.2","1","107111"
"21","25314074","","0","vo_wac_25314_001","25314","","","","0","vo_wac_25314"
"11","25314075","1","1","這是當然☆\n一切計畫都是由我克莉絲提娜\n所安排，毋庸置疑能滿足妳！","25314","0","0.5","0","10","107111"
"91","25314076","","","","25314","","","","","0"
"3","25314077","","","wac_birthday_idle_doya","25314","","","0.2","1","107111"
"3","25314078","","","wac_birthday_talk_sad_maturi","25314","","","0.2","1","100511"
"21","25314079","","0","vo_wac_25314_002","25314","","","","0","vo_wac_25314"
"11","25314080","1","1","……為了執行那個計畫，\n做得要死要活的\n是我們就是了。","25314","0","0.5","0","10","100511"
"91","25314081","","","","25314","","","","","0"
"3","25314082","","","wac_birthday_idle_normal","25314","","","0.2","1","100511"
"3","25314083","","","wac_birthday_talk_wish","25314","","","0.2","1","104711"
"21","25314084","","0","vo_wac_25314_003","25314","","","","0","vo_wac_25314"
"11","25314085","1","1","是這樣啊。\n小克莉絲以及各位，\n謝謝你們為了我這種人慶生。","25314","0","0.5","0","10","104711"
"91","25314086","","","","25314","","","","","0"
"3","25314087","","","wac_birthday_idle_wish","25314","","","0.2","1","104711"
"3","25314088","","","wac_birthday_talk_smile_tomo","25314","","","0.2","1","103711"
"21","25314089","","0","vo_wac_25314_004","25314","","","","0","vo_wac_25314"
"11","25314090","1","1","請不要說出「為了我這種人」\n這樣的話。\n我們是因為最喜歡純，\n才努力準備的啊♪","25314","0","0.5","0","10","103711"
"91","25314091","","","","25314","","","","","0"
"3","25314092","","","wac_birthday_idle_smile","25314","","","0.2","1","103711"
"3","25314093","","","wac_birthday_talk_wish","25314","","","0.2","1","104711"
"21","25314094","","0","vo_wac_25314_005","25314","","","","0","vo_wac_25314"
"11","25314095","1","1","呵呵，說得對，抱歉。\n能有這麼棒的夥伴們，\n我身為【王宮騎士團】的團長\n還真是幸福啊……","25314","0","0.5","0","10","104711"
"91","25314096","","","","25314","","","","","0"
"22","25314097","","","","25314","","","","","0"
"25","26214001","","","bgm_M321_2C","26214","","","","","bgm_M321"
"1","26214002","-70","-1000","103811","26214","0","wac_birthday_idle_normal","2","250","1"
"1","26214003","-270","200","103311","26214","1","wac_birthday_idle_smile","2","256","1"
"1","26214004","-310","315","105211","26214","1","wac_birthday_idle_kyapi","2","258","1"
"1","26214005","-290","450","102611","26214","1","wac_birthday_idle_normal","2","257","1"
"13","26214006","","","300","26214","","","","","103811"
"13","26214007","","","300","26214","","","","","103311"
"13","26214008","","","300","26214","","","","","105211"
"13","26214009","","","300","26214","","","","","102611"
"31","26214010","1","0","600","26214","","","1","0","600"
"31","26214011","1","0","602","26214","","","0","0","602"
"31","26214012","1","0","603","26214","","","0","0","603"
"31","26214013","1","60","604","26214","","","1","30","604"
"31","26214014","1","0","614","26214","","","1","0","614"
"31","26214015","1","0","700","26214","","","0","0","700"
"31","26214016","1","0","701","26214","","","0","0","701"
"31","26214017","1","0","702","26214","","","0","0","702"
"31","26214018","1","0","800","26214","","","0","0","800"
"31","26214019","1","60","942","26214","","","1","30","942"
"93","26214020","","","","26214","","","","","1"
"3","26214021","1","wac_birthday_reaction_04","wac_birthday_reaction_01","26214","0.2","","0.2","0","105211"
"93","26214022","","","","26214","","","","","0.1"
"3","26214023","1","wac_birthday_reaction_01","wac_birthday_reaction_03","26214","0.2","","0.2","0","103311"
"3","26214024","1","wac_birthday_reaction_03","wac_birthday_reaction_02","26214","0.2","","0.2","0","102611"
"93","26214025","","","","26214","","","","","0.3"
"3","26214026","","","wac_birthday_run_01","26214","","","0.2","1","103811"
"2","26214027","","3","0","26214","","","","-70","103811"
"93","26214028","","","","26214","","","","","2.5"
"32","26214029","","","1","26214","","","","","602"
"93","26214030","","","","26214","","","","","0.6"
"32","26214031","","","0","26214","","","","","600"
"32","26214032","","","0","26214","","","","","614"
"32","26214033","","","0","26214","","","","","604"
"32","26214034","","","1","26214","","","","","701"
"33","26214035","","0.01","0","26214","","","","0","942"
"3","26214036","1","wac_birthday_wish_05","wac_birthday_blowout_03","26214","0.2","","0.2","0","103811"
"2","26214037","","0.01","-200","26214","","","","-330","103811"
"3","26214038","","","wac_birthday_idle_smile","26214","","","0.2","1","103311"
"2","26214039","","0.01","180","26214","","","","-320","103311"
"3","26214040","","","wac_birthday_idle_kyapi","26214","","","0.2","1","105211"
"2","26214041","","0.01","285","26214","","","","-360","105211"
"3","26214042","","","wac_birthday_idle_normal","26214","","","0.2","1","102611"
"2","26214043","","0.01","425","26214","","","","-340","102611"
"93","26214044","","","","26214","","","","","0"
"32","26214045","","","1","26214","","","","","800"
"93","26214046","","","","26214","","","","","0.7"
"32","26214047","","","1","26214","","","","","702"
"93","26214048","","","","26214","","","","","0.5"
"23","26214049","","","se_sys_login_birthday_blow_candle","26214","","","","0","se_common"
"32","26214050","","","0","26214","","","","","701"
"93","26214051","","","","26214","","","","","0.4"
"23","26214052","","","se_sys_login_birthday_cracker","26214","","","","0","se_common"
"32","26214053","","","1","26214","","","","","700"
"23","26214054","","","se_sys_login_birthday_calendar_applause","26214","","","","0","se_common"
"3","26214055","1","wac_birthday_idle_smile","wac_birthday_clap","26214","0.2","","0.2","0","103311"
"93","26214056","","","","26214","","","","","0.1"
"3","26214057","1","wac_birthday_idle_kyapi","wac_birthday_clap","26214","0.2","","0.2","0","105211"
"93","26214058","","","","26214","","","","","0.1"
"3","26214059","1","wac_birthday_idle_normal","wac_birthday_clap","26214","0.2","","0.2","0","102611"
"93","26214060","","","","26214","","","","","2"
"131","26214061","","","","26214","","","","","1"
"21","26214062","","0","vo_wac_26214_000","26214","","","","0","vo_wac_26214"
"11","26214063","1","1","哇，這感覺是\n繪本裡會出現的那種\n大蛋糕耶，莫非是為了\n我的生日……？","26214","0","0.5","0","10","103811"
"91","26214064","","","","26214","","","","","0"
"3","26214065","","","wac_birthday_idle_wish","26214","","","0.2","1","103811"
"3","26214066","","","wac_birthday_talk_smile","26214","","","0.2","1","103311"
"21","26214067","","0","vo_wac_26214_001","26214","","","","0","vo_wac_26214"
"11","26214068","1","1","就是啊！\n生日快樂，栞栞！\n這個蛋糕使用了妳最愛的\n牧場特製食材喔！","26214","0","0.5","0","10","103311"
"91","26214069","","","","26214","","","","","0"
"3","26214070","","","wac_birthday_idle_smile","26214","","","0.2","1","103311"
"3","26214071","","","wac_birthday_talk_kyapi","26214","","","0.2","1","105211"
"21","26214072","","0","vo_wac_26214_002","26214","","","","0","vo_wac_26214"
"11","26214073","1","1","除了我，他和小鈴\n也都很用心準備喔♪\n呵呵，大家都說是為了小栞～\n所以卯足了全力呢。","26214","0","0.5","0","10","105211"
"91","26214074","","","","26214","","","","","26214073"
"3","26214075","","","wac_birthday_idle_kyapi","26214","","","0.2","1","105211"
"3","26214076","","","wac_birthday_talk_normal","26214","","","0.2","1","102611"
"21","26214077","","0","vo_wac_26214_003","26214","","","","0","vo_wac_26214"
"11","26214078","1","1","如、如果是為了小栞，\n我也可以努力的。\n生日快樂，小栞，\n平常很謝謝妳的照顧。","26214","0","0.5","0","10","102611"
"91","26214079","","","","26214","","","","","0"
"3","26214080","","","wac_birthday_talk_wish","26214","","","0.2","1","103811"
"3","26214081","","","wac_birthday_idle_normal","26214","","","0.2","1","102611"
"21","26214082","","0","vo_wac_26214_004","26214","","","","0","vo_wac_26214"
"11","26214083","1","1","鈴……各位，\n真是謝謝你們。\n沒想到你也來了，\n我好開心喔。","26214","0","0.5","0","10","103811"
"91","26214084","","","","26214","","","","","0"
"22","26214085","","","","26214","","","","","0"
"25","26224001","","","bgm_M321_2C","26224","","","","","bgm_M321"
"1","26224002","-70","-1000","101411","26224","0","wac_birthday_idle_normal","2","250","1"
"1","26224003","-270","200","101711","26224","1","wac_birthday_idle_kyapi","2","256","1"
"1","26224004","-310","315","101011","26224","1","wac_birthday_idle_wish","2","258","1"
"1","26224005","-290","450","104311","26224","1","wac_birthday_idle_normal","2","257","1"
"13","26224006","","","300","26224","","","","","101411"
"13","26224007","","","300","26224","","","","","101711"
"13","26224008","","","300","26224","","","","","101011"
"13","26224009","","","300","26224","","","","","104311"
"31","26224010","1","0","601","26224","","","1","0","601"
"31","26224011","1","0","602","26224","","","0","0","602"
"31","26224012","1","0","603","26224","","","0","0","603"
"31","26224013","1","60","604","26224","","","1","30","604"
"31","26224014","1","0","614","26224","","","1","0","614"
"31","26224015","1","0","700","26224","","","0","0","700"
"31","26224016","1","0","701","26224","","","0","0","701"
"31","26224017","1","0","702","26224","","","0","0","702"
"31","26224018","1","0","800","26224","","","0","0","800"
"31","26224019","1","60","943","26224","","","1","30","943"
"93","26224020","","","","26224","","","","","1"
"3","26224021","1","wac_birthday_reaction_04","wac_birthday_reaction_01","26224","0.2","","0.2","0","101011"
"93","26224022","","","","26224","","","","","0.1"
"3","26224023","1","wac_birthday_reaction_01","wac_birthday_reaction_03","26224","0.2","","0.2","0","101711"
"3","26224024","1","wac_birthday_reaction_03","wac_birthday_reaction_02","26224","0.2","","0.2","0","104311"
"93","26224025","","","","26224","","","","","0.3"
"3","26224026","","","wac_birthday_run_01","26224","","","0.2","1","101411"
"2","26224027","","3","0","26224","","","","-70","101411"
"93","26224028","","","","26224","","","","","2.5"
"32","26224029","","","1","26224","","","","","602"
"93","26224030","","","","26224","","","","","0.6"
"32","26224031","","","0","26224","","","","","601"
