08bf7d63075eab7a931a8d43ce587799fd3116ff87b1b81c5969f61d054359b7,3a5f6af322747637cac99633371f415731a5e47ca48e101913db549b1d2cac37,ba6c39bdd91484e96668339813d69c0b282d3257f60db2be378496789fa9fe6b,9ecfea11a3970038fd05950d6e1bf7c9785dc128b407714ef13f5279e844be80,008e8ceedb9e3a718c67847df7cb6ba43fce42af7e531bfa63fabfbf9905883d,37d076043316c5e0fe8099448b70ff2ab322f8185d4a77468f838ccfeb8d68ba,08eef09ad2dc09aaaf0941a9c4d91b2cc079dabb82b71b8de8d80166928ae204,64aa37d72ff26e9012978bd4518aafdaf47319580529e043f5e8f31b47019567,b1781607922d264989d31c11dc1b2e5fa0d2a745215eb61dd7b3516fd0b0c217,eb800081d31058f1606161f6d55957fc3b4c7387125d90837093b076078e3493,c71728ea6f475203009f7c859316252812c5079ca0083b2c371f075097f91742
"26224","","101411","","","3","1","0.2","","wac_birthday_run_01","26224026"
"26224","","101411","3","","2","-70","","","0","26224027"
"26224","","2.5","","","93","","","","","26224028"
"26224","","602","","","32","","","","1","26224029"
"26224","","0.6","","","93","","","","","26224030"
"26224","","601","","","32","","","","0","26224031"
"26224","","614","","","32","","","","0","26224032"
"26224","","604","","","32","","","","0","26224033"
"26224","","701","","","32","","","","1","26224034"
"26224","","943","0.01","","33","0","","","0","26224035"
"26224","","101411","wac_birthday_wish_kasumi","0.2","3","0","0.2","1","wac_birthday_blowout_01_kasumi","26224036"
"26224","","101411","0.01","","2","-330","","","-200","26224037"
"26224","","101711","","","3","1","0.2","","wac_birthday_idle_kyapi","26224038"
"26224","","101711","0.01","","2","-320","","","180","26224039"
"26224","","101011","","","3","1","0.2","","wac_birthday_idle_wish","26224040"
"26224","","101011","0.01","","2","-360","","","285","26224041"
"26224","","104311","","","3","1","0.2","","wac_birthday_idle_normal","26224042"
"26224","","104311","0.01","","2","-340","","","425","26224043"
"26224","","0","","","93","","","","","26224044"
"26224","","800","","","32","","","","1","26224045"
"26224","","0.7","","","93","","","","","26224046"
"26224","","702","","","32","","","","1","26224047"
"26224","","0.5","","","93","","","","","26224048"
"26224","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","26224049"
"26224","","701","","","32","","","","0","26224050"
"26224","","0.4","","","93","","","","","26224051"
"26224","","se_common","","","23","0","","","se_sys_login_birthday_cracker","26224052"
"26224","","700","","","32","","","","1","26224053"
"26224","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","26224054"
"26224","","101711","wac_birthday_idle_kyapi","0.2","3","0","0.2","1","wac_birthday_clap","26224055"
"26224","","0.1","","","93","","","","","26224056"
"26224","","101011","wac_birthday_idle_wish","0.2","3","0","0.2","1","wac_birthday_clap","26224057"
"26224","","0.1","","","93","","","","","26224058"
"26224","","104311","wac_birthday_idle_normal","0.2","3","0","0.2","1","wac_birthday_clap","26224059"
"26224","","2","","","93","","","","","26224060"
"26224","","1","","","131","","","","","26224061"
"26224","","vo_wac_26224","0","","21","0","","","vo_wac_26224_000","26224062"
"26224","0.5","101411","1","0","11","10","0","1","哇，這個蛋糕好奢華啊，\n嗯……他們準備了蛋糕等著，\n然後再叫我過來……根據我的推理，\n這、這是為了我嗎？","26224063"
"26224","","0","","","91","","","","","26224064"
"26224","","101411","","","3","1","0.2","","wac_birthday_idle_normal","26224065"
"26224","","101711","","","3","1","0.2","","wac_birthday_talk_kyapi","26224066"
"26224","","vo_wac_26224","0","","21","0","","","vo_wac_26224_001","26224067"
"26224","0.5","101711","1","0","11","10","0","1","沒錯，今天是霞的生日～♪\n不愧是名偵探呢～！\n我們趕快來唱歌跳舞\n慶生吧～♪","26224068"
"26224","","0","","","91","","","","","26224069"
"26224","","101711","","","3","1","0.2","","wac_birthday_idle_kyapi","26224070"
"26224","","101011","","","3","1","0.2","","wac_birthday_talk_wish","26224071"
"26224","","vo_wac_26224","0","","21","0","","","vo_wac_26224_002","26224072"
"26224","0.5","101011","1","0","11","10","0","1","就是啊♪\n大家一起跳舞慶祝吧♪\n王子先生也為了妳\n一起幫忙準備喔♪","26224073"
"26224","","26224073","","","91","","","","","26224074"
"26224","","101011","","","3","1","0.2","","wac_birthday_idle_wish","26224075"
"26224","","104311","","","3","1","0.2","","wac_birthday_talk_normal","26224076"
"26224","","vo_wac_26224","0","","21","0","","","vo_wac_26224_003","26224077"
"26224","0.5","104311","1","0","11","10","0","1","生日快樂，霞！\n是說公主妳真的要跳舞嗎？\n這樣的話霞也一起跳吧！\n大家一起跳比較開心♪","26224078"
"26224","","0","","","91","","","","","26224079"
"26224","","101411","","","3","1","0.2","","wac_birthday_talk_normal","26224080"
"26224","","104311","","","3","1","0.2","","wac_birthday_idle_normal","26224081"
"26224","","vo_wac_26224","0","","21","0","","","vo_wac_26224_004","26224082"
"26224","0.5","101411","1","0","11","10","0","1","不、不用那麼著急吧……！\n原來助手先生也來了啊？\n你竟然特地來替我慶生，\n我……嗯，我很開心喔。","26224083"
"26224","","0","","","91","","","","","26224084"
"26224","","0","","","22","","","","","26224085"
"26234","","bgm_M321","","","25","","","","bgm_M321_2C","26234001"
"26234","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","109411","26234002"
"26234","wac_birthday_idle_smile","1","230","1","1","256","2","-270","109211","26234003"
"26234","wac_birthday_idle_kyapi","1","410","1","1","257","2","-310","109311","26234004"
"26234","","109411","","","13","","","","300","26234005"
"26234","","109211","","","13","","","","300","26234006"
"26234","","109311","","","13","","","","300","26234007"
"26234","","601","0","","31","0","1","1","601","26234008"
"26234","","602","0","","31","0","0","1","602","26234009"
"26234","","603","0","","31","0","0","1","603","26234010"
"26234","","604","60","","31","30","1","1","604","26234011"
"26234","","614","0","","31","0","1","1","614","26234012"
"26234","","700","0","","31","0","0","1","700","26234013"
"26234","","701","0","","31","0","0","1","701","26234014"
"26234","","702","0","","31","0","0","1","702","26234015"
"26234","","800","0","","31","0","0","1","800","26234016"
"26234","","944","60","","31","30","1","1","944","26234017"
"26234","","1","","","93","","","","","26234018"
"26234","","109311","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_02","26234019"
"26234","","0.1","","","93","","","","","26234020"
"26234","","109211","wac_birthday_reaction_04","0.2","3","0","0.2","1","wac_birthday_reaction_01","26234021"
"26234","","0.3","","","93","","","","","26234022"
"26234","","109411","","","3","1","0.2","","wac_birthday_run_01","26234023"
"26234","","109411","3","","2","-70","","","0","26234024"
"26234","","2.5","","","93","","","","","26234025"
"26234","","602","","","32","","","","1","26234026"
"26234","","0.6","","","93","","","","","26234027"
"26234","","601","","","32","","","","0","26234028"
"26234","","614","","","32","","","","0","26234029"
"26234","","604","","","32","","","","0","26234030"
"26234","","701","","","32","","","","1","26234031"
"26234","","944","0.01","","33","0","","","0","26234032"
"26234","","109411","wac_birthday_wish_gurea","0.2","3","0","0.2","1","wac_birthday_blowout_03","26234033"
"26234","","109411","0.01","","2","-330","","","-200","26234034"
"26234","","109211","","","3","1","0.2","","wac_birthday_idle_smile","26234035"
"26234","","109211","0.01","","2","-320","","","180","26234036"
"26234","","109311","","","3","1","0.2","","wac_birthday_idle_kyapi","26234037"
"26234","","109311","0.01","","2","-340","","","320","26234038"
"26234","","0","","","93","","","","","26234039"
"26234","","800","","","32","","","","1","26234040"
"26234","","0.7","","","93","","","","","26234041"
"26234","","702","","","32","","","","1","26234042"
"26234","","0.5","","","93","","","","","26234043"
"26234","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","26234044"
"26234","","701","","","32","","","","0","26234045"
"26234","","0.4","","","93","","","","","26234046"
"26234","","se_common","","","23","0","","","se_sys_login_birthday_cracker","26234047"
"26234","","700","","","32","","","","1","26234048"
"26234","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","26234049"
"26234","","109211","wac_birthday_idle_smile","0.2","3","0","0.2","1","wac_birthday_clap","26234050"
"26234","","0.1","","","93","","","","","26234051"
"26234","","109311","wac_birthday_idle_kyapi","0.2","3","0","0.2","1","wac_birthday_clap","26234052"
"26234","","2","","","93","","","","","26234053"
"26234","","1","","","131","","","","","26234054"
"26234","","vo_wac_26234","0","","21","0","","","vo_wac_26234_000","26234055"
"26234","0.5","109411","1","0","11","10","0","1","呃……那個……\n那個蛋糕……","26234056"
"26234","","0","","","91","","","","","26234057"
"26234","","109411","","","3","1","0.2","","wac_birthday_idle_wish","26234058"
"26234","","109211","","","3","1","0.2","","wac_birthday_talk_smile","26234059"
"26234","","vo_wac_26234","0","","21","0","","","vo_wac_26234_001","26234060"
"26234","0.5","109211","1","0","11","10","0","1","古蕾婭！生日快樂──！\n從鮮奶油到麵團\n全都是我親手做的！\n當然也沒有用魔法喔！","26234061"
"26234","","0","","","91","","","","","26234062"
"26234","","109211","","","3","1","0.2","","wac_birthday_idle_smile","26234063"
"26234","","109311","","","3","1","0.2","","wac_birthday_talk_kyapi","26234064"
"26234","","vo_wac_26234","0","","21","0","","","vo_wac_26234_002","26234065"
"26234","0.5","109311","1","0","11","10","0","1","露也很努力喔──！\n露一直在裝飾水果，\n裝飾裝飾裝飾個不停！","26234066"
"26234","","0","","","91","","","","","26234067"
"26234","","109311","","","3","1","0.2","","wac_birthday_idle_kyapi","26234068"
"26234","","109411","","","3","1","0.2","","wac_birthday_talk_wish","26234069"
"26234","","vo_wac_26234","0","","21","0","","","vo_wac_26234_003","26234070"
"26234","0.5","109411","1","0","11","10","0","1","呵呵，謝謝妳們……\n還有你……\n我很不會說話……不過，\n我可以說上無數次謝謝呢。","26234071"
"26234","","0","","","91","","","","","26234072"
"26234","","0","","","22","","","","","26234073"
"27014","","bgm_M321","","","25","","","","bgm_M321_2C","27014001"
"27014","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","104811","27014002"
"27014","wac_birthday_idle_doya","1","200","1","1","256","2","-270","103211","27014003"
"27014","wac_birthday_idle_smile","1","315","1","1","258","2","-310","104611","27014004"
"27014","wac_birthday_idle_kyapi_yukari","1","450","1","1","257","2","-290","103411","27014005"
"27014","","104811","","","13","","","","300","27014006"
"27014","","103211","","","13","","","","300","27014007"
"27014","","104611","","","13","","","","300","27014008"
"27014","","103411","","","13","","","","300","27014009"
"27014","","600","0","","31","0","1","1","600","27014010"
"27014","","602","0","","31","0","0","1","602","27014011"
"27014","","603","0","","31","0","0","1","603","27014012"
"27014","","604","60","","31","30","1","1","604","27014013"
"27014","","614","0","","31","0","1","1","614","27014014"
"27014","","700","0","","31","0","0","1","700","27014015"
"27014","","701","0","","31","0","0","1","701","27014016"
"27014","","702","0","","31","0","0","1","702","27014017"
"27014","","800","0","","31","0","0","1","800","27014018"
"27014","","945","60","","31","30","1","1","945","27014019"
"27014","","1","","","93","","","","","27014020"
"27014","","104611","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_01","27014021"
"27014","","0.1","","","93","","","","","27014022"
"27014","","103211","wac_birthday_reaction_01","0.2","3","0","0.2","1","wac_birthday_reaction_03","27014023"
"27014","","103411","wac_birthday_reaction_04_yukari","0.2","3","0","0.2","1","wac_birthday_reaction_02_yukari","27014024"
"27014","","0.3","","","93","","","","","27014025"
"27014","","104811","","","3","1","0.2","","wac_birthday_run_01","27014026"
"27014","","104811","3","","2","-70","","","0","27014027"
"27014","","2.5","","","93","","","","","27014028"
"27014","","602","","","32","","","","1","27014029"
"27014","","0.6","","","93","","","","","27014030"
"27014","","600","","","32","","","","0","27014031"
"27014","","614","","","32","","","","0","27014032"
"27014","","604","","","32","","","","0","27014033"
"27014","","701","","","32","","","","1","27014034"
"27014","","945","0.01","","33","0","","","0","27014035"
"27014","","104811","wac_birthday_wish_05","0.2","3","0","0.2","1","wac_birthday_blowout_03","27014036"
"27014","","104811","0.01","","2","-330","","","-200","27014037"
"27014","","103211","","","3","1","0.2","","wac_birthday_idle_doya","27014038"
"27014","","103211","0.01","","2","-320","","","180","27014039"
"27014","","104611","","","3","1","0.2","","wac_birthday_idle_smile","27014040"
"27014","","104611","0.01","","2","-360","","","285","27014041"
"27014","","103411","","","3","1","0.2","","wac_birthday_idle_kyapi_yukari","27014042"
"27014","","103411","0.01","","2","-340","","","425","27014043"
"27014","","0","","","93","","","","","27014044"
"27014","","800","","","32","","","","1","27014045"
"27014","","0.7","","","93","","","","","27014046"
"27014","","702","","","32","","","","1","27014047"
"27014","","0.5","","","93","","","","","27014048"
"27014","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","27014049"
"27014","","701","","","32","","","","0","27014050"
"27014","","0.4","","","93","","","","","27014051"
"27014","","se_common","","","23","0","","","se_sys_login_birthday_cracker","27014052"
"27014","","700","","","32","","","","1","27014053"
"27014","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","27014054"
"27014","","103211","wac_birthday_idle_doya","0.2","3","0","0.2","1","wac_birthday_clap","27014055"
"27014","","0.1","","","93","","","","","27014056"
"27014","","104611","wac_birthday_idle_smile","0.2","3","0","0.2","1","wac_birthday_clap","27014057"
"27014","","0.1","","","93","","","","","27014058"
"27014","","103411","wac_birthday_idle_kyapi_yukari","0.2","3","0","0.2","1","wac_birthday_clap_yukari","27014059"
"27014","","2","","","93","","","","","27014060"
"27014","","1","","","131","","","","","27014061"
"27014","","vo_wac_27014","0","","21","0","","","vo_wac_27014_000","27014062"
"27014","0.5","104811","1","0","11","10","0","1","我一開始聽到的時候好驚訝，\n謝謝你們\n今天來替我慶生♪\n還準備了這麼精美的蛋糕……","27014063"
"27014","","0","","","91","","","","","27014064"
"27014","","104811","","","3","1","0.2","","wac_birthday_idle_wish","27014065"
"27014","","103211","","","3","1","0.2","","wac_birthday_talk_doya","27014066"
"27014","","vo_wac_27014","0","","21","0","","","vo_wac_27014_001","27014067"
"27014","0.5","103211","1","0","11","10","0","1","妳太見外了，美冬！\n我們可是名聲\n響徹天下的\n【墨丘利財團】唷？","27014068"
"27014","","0","","","91","","","","","27014069"
"27014","","103211","","","3","1","0.2","","wac_birthday_idle_doya","27014070"
"27014","","104611","","","3","1","0.2","","wac_birthday_talk_smile","27014071"
"27014","","vo_wac_27014","0","","21","0","","","vo_wac_27014_002","27014072"
"27014","0.5","104611","1","0","11","10","0","1","出生的日子雖然不同！\n但是我們有志一同，\n都想賺大錢讓世界更好！","27014073"
"27014","","27014073","","","91","","","","","27014074"
"27014","","104611","","","3","1","0.2","","wac_birthday_idle_smile","27014075"
"27014","","103411","","","3","1","0.2","","wac_birthday_talk_kyapi_yukari","27014076"
"27014","","vo_wac_27014","0","","21","0","","","vo_wac_27014_003","27014077"
"27014","0.5","103411","1","0","11","10","0","1","所以幫夥伴慶生\n就要用蛋糕和麥酒\n盛大又歡樂地辦一場啊♪\n……嗝。","27014078"
"27014","","0","","","91","","","","","27014079"
"27014","","104811","","","3","1","0.2","","wac_birthday_talk_normal","27014080"
"27014","","103411","","","3","1","0.2","","wac_birthday_idle_kyapi_yukari","27014081"
"27014","","vo_wac_27014","0","","21","0","","","vo_wac_27014_004","27014082"
"27014","0.5","104811","1","0","11","10","0","1","有、有人在乾杯前就醉了……\n不過這麼熱鬧\n才是我們的風格啊，\n你也這樣想吧？呵呵♪","27014083"
"27014","","0","","","91","","","","","27014084"
"27014","","0","","","22","","","","","27014085"
"27814","","bgm_M321","","","25","","","","bgm_M321_2C","27814001"
"27814","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","104511","27814002"
"27814","wac_birthday_idle_normal","1","170","1","1","256","2","-260","105311","27814003"
"27814","wac_birthday_idle_smile","1","270","1","1","259","2","-310","105511","27814004"
"27814","wac_birthday_idle_kyapi","1","400","1","1","257","2","-270","103011","27814005"
"27814","wac_birthday_idle_smile","1","510","1","1","258","2","-310","100811","27814006"
"27814","","104511","","","13","","","","300","27814007"
"27814","","105311","","","13","","","","300","27814008"
"27814","","105511","","","13","","","","300","27814009"
"27814","","103011","","","13","","","","300","27814010"
"27814","","100811","","","13","","","","300","27814011"
"27814","","600","0","","31","0","1","1","600","27814012"
"27814","","602","0","","31","0","0","1","602","27814013"
"27814","","603","0","","31","0","0","1","603","27814014"
"27814","","604","60","","31","30","1","1","604","27814015"
"27814","","614","0","","31","0","1","1","614","27814016"
"27814","","700","0","","31","0","0","1","700","27814017"
"27814","","701","0","","31","0","0","1","701","27814018"
"27814","","702","0","","31","0","0","1","702","27814019"
"27814","","800","0","","31","0","0","1","800","27814020"
"27814","","946","60","","31","30","1","1","946","27814021"
"27814","","1","","","93","","","","","27814022"
"27814","","105511","wac_birthday_reaction_04","0.2","3","0","0.2","1","wac_birthday_reaction_03","27814023"
"27814","","105311","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_01","27814024"
"27814","","0.1","","","93","","","","","27814025"
"27814","","103011","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_05","27814026"
"27814","","100811","wac_birthday_reaction_01","0.2","3","0","0.2","1","wac_birthday_reaction_04","27814027"
"27814","","0.3","","","93","","","","","27814028"
"27814","","104511","","","3","1","0.2","","wac_birthday_run_01","27814029"
"27814","","104511","3","","2","-70","","","0","27814030"
"27814","","2.5","","","93","","","","","27814031"
"27814","","602","","","32","","","","1","27814032"
"27814","","0.6","","","93","","","","","27814033"
"27814","","600","","","32","","","","0","27814034"
"27814","","614","","","32","","","","0","27814035"
"27814","","604","","","32","","","","0","27814036"
"27814","","701","","","32","","","","1","27814037"
"27814","","946","0.01","","33","0","","","0","27814038"
"27814","","104511","wac_birthday_wish_04","0.2","3","0","0.2","1","wac_birthday_blowout_03","27814039"
"27814","","104511","0.01","","2","-330","","","-200","27814040"
"27814","","105311","","","3","1","0.2","","wac_birthday_idle_normal","27814041"
"27814","","105311","0.01","","2","-320","","","150","27814042"
"27814","","105511","","","3","1","0.2","","wac_birthday_idle_smile","27814043"
"27814","","105511","0.01","","2","-360","","","260","27814044"
"27814","","103011","","","3","1","0.2","","wac_birthday_idle_kyapi","27814045"
"27814","","103011","0.01","","2","-320","","","400","27814046"
"27814","","100811","","","3","1","0.2","","wac_birthday_idle_smile","27814047"
"27814","","100811","0.01","","2","-340","","","520","27814048"
"27814","","0","","","93","","","","","27814049"
"27814","","800","","","32","","","","1","27814050"
"27814","","0.7","","","93","","","","","27814051"
"27814","","702","","","32","","","","1","27814052"
"27814","","0.5","","","93","","","","","27814053"
"27814","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","27814054"
"27814","","701","","","32","","","","0","27814055"
"27814","","0.4","","","93","","","","","27814056"
"27814","","se_common","","","23","0","","","se_sys_login_birthday_cracker","27814057"
"27814","","700","","","32","","","","1","27814058"
"27814","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","27814059"
"27814","","105311","wac_birthday_idle_normal","0.2","3","0","0.2","1","wac_birthday_clap","27814060"
"27814","","103011","wac_birthday_idle_kyapi","0.2","3","0","0.2","1","wac_birthday_clap","27814061"
"27814","","0.1","","","93","","","","","27814062"
"27814","","105511","wac_birthday_idle_smile","0.2","3","0","0.2","1","wac_birthday_clap","27814063"
"27814","","0.1","","","93","","","","","27814064"
"27814","","100811","wac_birthday_idle_smile","0.2","3","0","0.2","1","wac_birthday_clap","27814065"
"27814","","2","","","93","","","","","27814066"
"27814","","1","","","131","","","","","27814067"
"27814","","vo_wac_27814","0","","21","0","","","vo_wac_27814_000","27814068"
"27814","0.5","104511","1","0","11","10","0","1","這、這個蛋糕是要給空花的……？\n而且虐待狂先生也在……\n難、難道是要用這裡的蠟燭\n對空花做什麼壞壞的事嗎……！？","27814069"
"27814","","0","","","91","","","","","27814070"
"27814","","105311","","","3","1","0.2","","wac_birthday_talk_doya","27814071"
"27814","","vo_wac_27814","0","","21","0","","","vo_wac_27814_001","27814072"
"27814","0.5","105311","1","0","11","10","0","1","不是！\n這是準備來幫妳慶生的！\n總、總之……\n生日快樂，空花。","27814073"
"27814","","0","","","91","","","","","27814074"
"27814","","105311","","","3","1","0.2","","wac_birthday_idle_doya","27814075"
"27814","","105511","","","3","1","0.2","","wac_birthday_talk_smile","27814076"
"27814","","vo_wac_27814","0","","21","0","","","vo_wac_27814_002","27814077"
"27814","0.5","105511","1","0","11","10","0","1","生、生日快樂，空花，\n我、我們都特地\n準備了蛋糕，\n要不要大家一起吃……？","27814078"
"27814","","0","","","91","","","","","27814079"
"27814","","105511","","","3","1","0.2","","wac_birthday_idle_smile","27814080"
"27814","","103011","","","3","1","0.2","","wac_birthday_talk_kyapi","27814081"
"27814","","vo_wac_27814","0","","21","0","","","vo_wac_27814_003","27814082"
"27814","0.5","103011","1","0","11","10","0","1","就是啊！\n將軍也為了空花一起來幫忙了是也！\n大家一起吃甜甜的蛋糕吧！","27814083"
"27814","","0","","","91","","","","","27814084"
"27814","","103011","","","3","1","0.2","","wac_birthday_idle_kyapi","27814085"
"27814","","100811","","","3","1","0.2","","wac_birthday_talk_smile","27814086"
"27814","","vo_wac_27814","0","","21","0","","","vo_wac_27814_004","27814087"
"27814","0.5","100811","1","0","11","10","0","1","嗯嗯，機會難得，\n大家一起美味地享用吧♪\n而且可愛的我來為妳慶生了，\n這一定是最棒的生日♪","27814088"
"27814","","0","","","91","","","","","27814089"
"27814","","100811","","","3","1","0.2","","wac_birthday_idle_smile","27814090"
"27814","","104511","","","3","1","0.2","","wac_birthday_talk_wish","27814091"
"27814","","vo_wac_27814","0","","21","0","","","vo_wac_27814_005","27814092"
"27814","0.5","104511","1","0","11","10","0","1","你、你們竟然替空花慶生……\n謝謝你們。而、而且\n虐待狂先生也在，代表說\n之後會大逆轉……流口水♪","27814093"
"27814","","0","","","91","","","","","27814094"
"27814","","0","","","22","","","","","27814095"
"28114","","bgm_M321","","","25","","","","bgm_M321_2C","28114001"
"28114","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","102211","28114002"
"28114","wac_birthday_idle_normal","1","-1150","0","1","251","2","-100","100611","28114003"
"28114","wac_birthday_idle_doya","1","200","1","1","256","2","-270","104411","28114004"
"28114","wac_birthday_idle_smile","1","315","1","1","258","2","-310","100711","28114005"
"28114","wac_birthday_idle_wish","1","450","1","1","257","2","-290","103111","28114006"
"28114","","102211","","","13","","","","300","28114007"
"28114","","100611","","","13","","","","300","28114008"
"28114","","104411","","","13","","","","300","28114009"
"28114","","100711","","","13","","","","300","28114010"
"28114","","103111","","","13","","","","300","28114011"
"28114","","600","0","","31","0","1","1","600","28114012"
"28114","","602","0","","31","0","0","1","602","28114013"
"28114","","603","0","","31","0","0","1","603","28114014"
"28114","","604","60","","31","30","1","1","604","28114015"
"28114","","614","0","","31","0","1","1","614","28114016"
"28114","","700","0","","31","0","0","1","700","28114017"
"28114","","701","0","","31","0","0","1","701","28114018"
"28114","","702","0","","31","0","0","1","702","28114019"
"28114","","800","0","","31","0","0","1","800","28114020"
"28114","","947","60","","31","30","1","1","947","28114021"
"28114","","1","","","93","","","","","28114022"
"28114","","100711","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_05","28114023"
"28114","","0.1","","","93","","","","","28114024"
"28114","","104411","wac_birthday_reaction_01","0.2","3","0","0.2","1","wac_birthday_reaction_03","28114025"
"28114","","103111","wac_birthday_reaction_04","0.2","3","0","0.2","1","wac_birthday_reaction_01","28114026"
"28114","","0.3","","","93","","","","","28114027"
"28114","","102211","","","3","1","0.2","","wac_birthday_kyaru_run_01","28114028"
"28114","","102211","3","","2","-70","","","0","28114029"
"28114","","100611","","","3","1","0.2","","wac_birthday_run_01","28114030"
"28114","","100611","3","","2","-100","","","-150","28114031"
"28114","","2.5","","","93","","","","","28114032"
"28114","","602","","","32","","","","1","28114033"
"28114","","0.6","","","93","","","","","28114034"
"28114","","600","","","32","","","","0","28114035"
"28114","","614","","","32","","","","0","28114036"
"28114","","604","","","32","","","","0","28114037"
"28114","","701","","","32","","","","1","28114038"
"28114","","947","0.01","","33","0","","","0","28114039"
"28114","","102211","wac_birthday_wish_yori","0.2","3","0","0.2","1","wac_birthday_blowout_03","28114040"
"28114","","102211","0.01","","2","-330","","","-200","28114041"
"28114","","100611","wac_birthday_wish_03","0.2","3","0","0.2","1","wac_birthday_blowout_02","28114042"
"28114","","100611","0.01","","2","-360","","","-320","28114043"
"28114","","104411","","","3","1","0.2","","wac_birthday_idle_doya","28114044"
"28114","","104411","0.01","","2","-320","","","180","28114045"
"28114","","100711","","","3","1","0.2","","wac_birthday_idle_smile","28114046"
"28114","","100711","0.01","","2","-360","","","285","28114047"
"28114","","103111","","","3","1","0.2","","wac_birthday_idle_wish","28114048"
"28114","","103111","0.01","","2","-340","","","425","28114049"
"28114","","0","","","93","","","","","28114050"
"28114","","800","","","32","","","","1","28114051"
"28114","","0.7","","","93","","","","","28114052"
"28114","","702","","","32","","","","1","28114053"
"28114","","0.5","","","93","","","","","28114054"
"28114","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","28114055"
"28114","","701","","","32","","","","0","28114056"
"28114","","0.4","","","93","","","","","28114057"
"28114","","se_common","","","23","0","","","se_sys_login_birthday_cracker","28114058"
"28114","","700","","","32","","","","1","28114059"
"28114","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","28114060"
"28114","","104411","wac_birthday_idle_doya","0.2","3","0","0.2","1","wac_birthday_clap","28114061"
"28114","","0.1","","","93","","","","","28114062"
"28114","","100711","wac_birthday_idle_smile","0.2","3","0","0.2","1","wac_birthday_clap","28114063"
"28114","","0.1","","","93","","","","","28114064"
"28114","","103111","wac_birthday_idle_wish","0.2","3","0","0.2","1","wac_birthday_clap","28114065"
"28114","","2","","","93","","","","","28114066"
"28114","","1","","","131","","","","","28114067"
"28114","","vo_wac_28114","0","","21","0","","","vo_wac_28114_000","28114068"
"28114","0.5","100611","1","0","11","10","0","1","哇啊，姊姊，\n這該不會是……","28114069"
"28114","","0","","","91","","","","","28114070"
"28114","","100611","","","3","1","0.2","","wac_birthday_idle_smile","28114071"
"28114","","102211","","","3","1","0.2","","wac_birthday_talk_wish","28114072"
"28114","","vo_wac_28114","0","","21","0","","","vo_wac_28114_001","28114073"
"28114","0.5","102211","1","0","11","10","0","1","我、我們的生日蛋糕？\n什麼時候準備的……？","28114074"
"28114","","0","","","91","","","","","28114075"
"28114","","102211","","","3","1","0.2","","wac_birthday_idle_wish","28114076"
"28114","","104411","","","3","1","0.2","","wac_birthday_talk_doya","28114077"
"28114","","vo_wac_28114","0","","21","0","","","vo_wac_28114_002","28114078"
"28114","0.5","104411","1","0","11","10","0","1","「當然是妾身」……\n妾身很想這樣說，\n不過這是大家準備的，\n眷屬也有幫忙喔。","28114079"
"28114","","0","","","91","","","","","28114080"
"28114","","104411","","","3","1","0.2","","wac_birthday_idle_doya","28114081"
"28114","","100711","","","3","1","0.2","","wac_birthday_talk_smile","28114082"
"28114","","vo_wac_28114","0","","21","0","","","vo_wac_28114_003","28114083"
"28114","0.5","100711","1","0","11","10","0","1","宮子也有幫忙喲～♪\n人家本來想放上大布丁的，\n大家卻阻止人家……\n唔……真是沒品味來的～！","28114084"
"28114","","3","","","93","","","","1","28114085"
"28114","","100711","","","3","1","0.5","","wac_birthday_talk_sad_maturi","28114086"
"28114","","28114084","","","91","","","","","28114087"
"28114","","100711","","","3","1","0.5","","wac_birthday_idle_normal","28114088"
"28114","","103111","","","3","1","0.2","","wac_birthday_talk_wish","28114089"
"28114","","vo_wac_28114","0","","21","0","","","vo_wac_28114_004","28114090"
"28114","0.5","103111","1","0","11","10","0","1","依里、茜里，\n生日快樂。\n兩個人可以同時慶生，\n真是熱鬧又開心呢。","28114091"
"28114","","0","","","91","","","","","28114092"
"28114","","103111","","","3","1","0.2","","wac_birthday_idle_wish","28114093"
"28114","","102211","","","3","1","0.2","","wac_birthday_talk_wish","28114094"
"28114","","vo_wac_28114","0","","21","0","","","vo_wac_28114_005","28114095"
