cd5175f51ea6642007ebd9baffaabbc26705ead81e5b6722556f9f7ac1bfa03c,f7f6be411ec4885e00cdf1d27b251fca0064da7447aad6399a2671c049f87613,4ace847080fd5094187edb76ec30594c386eba70b93c47bde434666f27678770,6bdd7aac322550bef69debf31a1a3c1219dfca052aa52f182075f9091d262723,5b87ddf1e033ab4e4ed7f3e478347b2ab8ff947c6fc6d6aca358d9ee26d543ce,2c015d3c928292c88f994e4b0676ebb4ccb57c4076a5243439d4a0776a792537,a581dba2140b107f7a3f867928f10a0bacf33c683b2589c397277eea85cc006c,5d0abc830bbf3fd2966d37b94895e2c669b972dc1f4ad0ba6e58917344f4a36d,5693b07139648a270809618cdd8f5087ca5d8a98895a383f3323fa629b31b832,d721d194dad6eb53038fb6980b2a7b7910bc4d28940b88b4e3e7b776a96bf6f6,27610513fce19e13888ff749ec307cfbfd12b38d2518648228ffeda16ce2fa82
"","602","","22714","","32","","22714026","1","",""
"","0.6","","22714","","93","","22714027","","",""
"","600","","22714","","32","","22714028","0","",""
"","614","","22714","","32","","22714029","0","",""
"","604","","22714","","32","","22714030","0","",""
"","701","","22714","","32","","22714031","1","",""
"0.01","937","","22714","","33","","22714032","0","0",""
"wac_birthday_wish_02","106611","","22714","1","3","0.2","22714033","wac_birthday_blowout_01","0","0.2"
"0.01","106611","","22714","","2","","22714034","-200","-330",""
"","106711","","22714","","3","","22714035","wac_birthday_homare_0929_idle_smile","1","0.2"
"0.01","106711","","22714","","2","","22714036","180","-320",""
"","106511","","22714","","3","","22714037","wac_birthday_idle_doya","1","0.2"
"0.01","106511","","22714","","2","","22714038","320","-340",""
"","0","","22714","","93","","22714039","","",""
"","800","","22714","","32","","22714040","1","",""
"","0.7","","22714","","93","","22714041","","",""
"","702","","22714","","32","","22714042","1","",""
"","0.5","","22714","","93","","22714043","","",""
"","se_common","","22714","","23","","22714044","se_sys_login_birthday_blow_candle","0",""
"","701","","22714","","32","","22714045","0","",""
"","0.4","","22714","","93","","22714046","","",""
"","se_common","","22714","","23","","22714047","se_sys_login_birthday_cracker","0",""
"","700","","22714","","32","","22714048","1","",""
"","se_common","","22714","","23","","22714049","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_homare_0929_idle_smile","106711","","22714","1","3","0.2","22714050","wac_birthday_homare_0929_clap","0","0.2"
"","0.1","","22714","","93","","22714051","","",""
"wac_birthday_idle_doya","106511","","22714","1","3","0.2","22714052","wac_birthday_clap","0","0.2"
"","2","","22714","","93","","22714053","","",""
"","1","","22714","","131","","22714054","","",""
"0","vo_wac_22714","","22714","","21","","22714055","vo_wac_22714_000","0",""
"1","106611","0.5","22714","1","11","0","22714056","祈梨大人一年一度的生日\n來臨囉！\n家族全員出動壯大聲勢，\n要為我舉辦最盛大的慶生會喔！","10","0"
"","0","","22714","","91","","22714057","","",""
"","106611","","22714","","3","","22714058","wac_birthday_idle_doya","1","0.2"
"","106711","","22714","","3","","22714059","wac_birthday_homare_0929_talk_smile","1","0.2"
"0","vo_wac_22714","","22714","","21","","22714060","vo_wac_22714_001","0",""
"1","106711","0.5","22714","1","11","0","22714061","……祈梨？\n大家為了妳準備了蛋糕\n並聚集在這裡，\n妳應該先說什麼才對呢～？","10","0"
"","0","","22714","","91","","22714062","","",""
"","106711","","22714","","3","","22714063","wac_birthday_homare_0929_idle_smile","1","0.2"
"","106611","","22714","","3","","22714064","wac_birthday_talk_sad","1","0.2"
"0","vo_wac_22714","","22714","","21","","22714065","vo_wac_22714_002","0",""
"1","106611","0.5","22714","1","11","0","22714066","咦？啊，這個……！？\n各各、各位滾來為我慶生，\n真的非常感謝你們！","10","0"
"","0","","22714","","91","","22714067","","",""
"","106611","","22714","","3","","22714068","wac_birthday_idle_sad","1","0.2"
"","106511","","22714","","3","","22714069","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_22714","","22714","","21","","22714070","vo_wac_22714_003","0",""
"1","106511","0.5","22714","1","11","0","22714071","呃，妳那是什麼敬語啊……\n但心意是有到了啦？\n一塊蛋糕就能讓妳樂成這樣，\n我們明年再幫妳準備吧。","10","0"
"","0","","22714","","91","","22714072","","",""
"","0","","22714","","22","","22714073","","",""
"","bgm_M321","","23214","","25","","23214001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","23214","-70","1","0","23214002","102811","250","2"
"200","1","wac_birthday_idle_smile","23214","-270","1","1","23214003","102111","256","2"
"315","1","wac_birthday_idle_wish","23214","-310","1","1","23214004","102311","258","2"
"450","1","wac_birthday_idle_smile","23214","-290","1","1","23214005","102511","257","2"
"","102811","","23214","","13","","23214006","300","",""
"","102111","","23214","","13","","23214007","300","",""
"","102311","","23214","","13","","23214008","300","",""
"","102511","","23214","","13","","23214009","300","",""
"0","600","","23214","1","31","","23214010","600","0","1"
"0","602","","23214","1","31","","23214011","602","0","0"
"0","603","","23214","1","31","","23214012","603","0","0"
"60","604","","23214","1","31","","23214013","604","30","1"
"0","614","","23214","1","31","","23214014","614","0","1"
"0","700","","23214","1","31","","23214015","700","0","0"
"0","701","","23214","1","31","","23214016","701","0","0"
"0","702","","23214","1","31","","23214017","702","0","0"
"0","800","","23214","1","31","","23214018","800","0","0"
"60","938","","23214","1","31","","23214019","938","30","1"
"","1","","23214","","93","","23214020","","",""
"wac_birthday_reaction_03","102311","","23214","1","3","0.2","23214021","wac_birthday_reaction_01","0","0.2"
"","0.1","","23214","","93","","23214022","","",""
"wac_birthday_reaction_02","102111","","23214","1","3","0.2","23214023","wac_birthday_reaction_01","0","0.2"
"wac_birthday_reaction_04","102511","","23214","1","3","0.2","23214024","wac_birthday_reaction_02","0","0.2"
"","0.3","","23214","","93","","23214025","","",""
"","102811","","23214","","3","","23214026","wac_birthday_kyaru_run_01","1","0.2"
"3","102811","","23214","","2","","23214027","0","-70",""
"","2.5","","23214","","93","","23214028","","",""
"","602","","23214","","32","","23214029","1","",""
"","0.6","","23214","","93","","23214030","","",""
"","600","","23214","","32","","23214031","0","",""
"","614","","23214","","32","","23214032","0","",""
"","604","","23214","","32","","23214033","0","",""
"","701","","23214","","32","","23214034","1","",""
"0.01","938","","23214","","33","","23214035","0","0",""
"wac_birthday_wish_01","102811","","23214","1","3","0.2","23214036","wac_birthday_blowout_01","0","0.2"
"0.01","102811","","23214","","2","","23214037","-200","-330",""
"","102111","","23214","","3","","23214038","wac_birthday_idle_wish","1","0.2"
"0.01","102111","","23214","","2","","23214039","180","-320",""
"","102311","","23214","","3","","23214040","wac_birthday_idle_smile","1","0.2"
"0.01","102311","","23214","","2","","23214041","285","-360",""
"","102511","","23214","","3","","23214042","wac_birthday_idle_smile","1","0.2"
"0.01","102511","","23214","","2","","23214043","425","-340",""
"","0","","23214","","93","","23214044","","",""
"","800","","23214","","32","","23214045","1","",""
"","0.7","","23214","","93","","23214046","","",""
"","702","","23214","","32","","23214047","1","",""
"","0.5","","23214","","93","","23214048","","",""
"","se_common","","23214","","23","","23214049","se_sys_login_birthday_blow_candle","0",""
"","701","","23214","","32","","23214050","0","",""
"","0.4","","23214","","93","","23214051","","",""
"","se_common","","23214","","23","","23214052","se_sys_login_birthday_cracker","0",""
"","700","","23214","","32","","23214053","1","",""
"","se_common","","23214","","23","","23214054","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_wish","102111","","23214","1","3","0.2","23214055","wac_birthday_clap_to_wish","0","0.2"
"","0.1","","23214","","93","","23214056","","",""
"wac_birthday_idle_smile","102311","","23214","1","3","0.2","23214057","wac_birthday_clap","0","0.2"
"","0.1","","23214","","93","","23214058","","",""
"wac_birthday_idle_smile","102511","","23214","1","3","0.2","23214059","wac_birthday_clap","0","0.2"
"","2","","23214","","93","","23214060","","",""
"","1","","23214","","131","","23214061","","",""
"0","vo_wac_23214","","23214","","21","","23214062","vo_wac_23214_000","0",""
"1","102811","0.5","23214","1","11","0","23214063","今天真的很謝謝大家，\n你們竟然為了我的生日\n準備了這麼棒的生日蛋糕♪","10","0"
"","0","","23214","","91","","23214064","","",""
"","102811","","23214","","3","","23214065","wac_birthday_idle_normal","1","0.2"
"","102111","","23214","","3","","23214066","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_23214","","23214","","21","","23214067","vo_wac_23214_001","0",""
"1","102111","0.5","23214","1","11","0","23214068","咲戀媽媽，祝妳生日快樂♪\n妳總是為了我們\n拚命努力工作……","10","0"
"","0","","23214","","91","","23214069","","",""
"","102111","","23214","","3","","23214070","wac_birthday_idle_wish","1","0.2"
"","102311","","23214","","3","","23214071","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_23214","","23214","","21","","23214072","vo_wac_23214_002","0",""
"1","102311","0.5","23214","1","11","0","23214073","這蛋糕是我們努力親手做的喔？\n雖然做好的時候，鈴莓在各種意義上\n都慘兮兮的就是了。","10","0"
"","23214073","","23214","","91","","23214074","","",""
"","102311","","23214","","3","","23214075","wac_birthday_idle_smile","1","0.2"
"","102511","","23214","","3","","23214076","wac_birthday_talk_sad","1","0.2"
"0","vo_wac_23214","","23214","","21","","23214077","vo_wac_23214_003","0",""
"1","102511","0.5","23214","1","11","0","23214078","小綾音，那是祕密……！\n嗚嗚，製作途中我也犯了不少錯，\n明明是在為大小姐的重要日子做準備，\n真對不起……","10","0"
"","0","","23214","","91","","23214079","","",""
"","102811","","23214","","3","","23214080","wac_birthday_talk_smile","1","0.2"
"","102511","","23214","","3","","23214081","wac_birthday_idle_wish","1","0.2"
"0","vo_wac_23214","","23214","","21","","23214082","vo_wac_23214_004","0",""
"1","102811","0.5","23214","1","11","0","23214083","妳在說什麼啊，妳們不是\n這麼努力地為我做準備了嗎？\n也謝謝你來替我慶生。\n請你要一直和大家好好相處哦？","10","0"
"","0","","23214","","91","","23214084","","",""
"","0","","23214","","22","","23214085","","",""
"","bgm_M321","","23814","","25","","23814001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","23814","-70","1","0","23814002","100811","250","2"
"170","1","wac_birthday_idle_wish","23814","-260","1","1","23814003","104511","256","2"
"270","1","wac_birthday_idle_smile","23814","-310","1","1","23814004","105311","259","2"
"400","1","wac_birthday_idle_normal","23814","-270","1","1","23814005","105511","257","2"
"510","1","wac_birthday_idle_smile","23814","-310","1","1","23814006","103011","258","2"
"","100811","","23814","","13","","23814007","300","",""
"","104511","","23814","","13","","23814008","300","",""
"","105311","","23814","","13","","23814009","300","",""
"","105511","","23814","","13","","23814010","300","",""
"","103011","","23814","","13","","23814011","300","",""
"0","600","","23814","1","31","","23814012","600","0","1"
"0","602","","23814","1","31","","23814013","602","0","0"
"0","603","","23814","1","31","","23814014","603","0","0"
"60","604","","23814","1","31","","23814015","604","30","1"
"0","614","","23814","1","31","","23814016","614","0","1"
"0","700","","23814","1","31","","23814017","700","0","0"
"0","701","","23814","1","31","","23814018","701","0","0"
"0","702","","23814","1","31","","23814019","702","0","0"
"0","800","","23814","1","31","","23814020","800","0","0"
"60","939","","23814","1","31","","23814021","939","30","1"
"","1","","23814","","93","","23814022","","",""
"wac_birthday_reaction_03","105311","","23814","1","3","0.2","23814023","wac_birthday_reaction_05","0","0.2"
"wac_birthday_reaction_03","104511","","23814","1","3","0.2","23814024","wac_birthday_reaction_01","0","0.2"
"","0.1","","23814","","93","","23814025","","",""
"wac_birthday_reaction_04","105511","","23814","1","3","0.2","23814026","wac_birthday_reaction_01","0","0.2"
"wac_birthday_reaction_03","103011","","23814","1","3","0.2","23814027","wac_birthday_reaction_02","0","0.2"
"","0.3","","23814","","93","","23814028","","",""
"","100811","","23814","","3","","23814029","wac_birthday_run_01","1","0.2"
"3","100811","","23814","","2","","23814030","0","-70",""
"","2.5","","23814","","93","","23814031","","",""
"","602","","23814","","32","","23814032","1","",""
"","0.6","","23814","","93","","23814033","","",""
"","600","","23814","","32","","23814034","0","",""
"","614","","23814","","32","","23814035","0","",""
"","604","","23814","","32","","23814036","0","",""
"","701","","23814","","32","","23814037","1","",""
"0.01","939","","23814","","33","","23814038","0","0",""
"wac_birthday_wish_04","100811","","23814","1","3","0.2","23814039","wac_birthday_blowout_01","0","0.2"
"0.01","100811","","23814","","2","","23814040","-200","-330",""
"","104511","","23814","","3","","23814041","wac_birthday_idle_wish","1","0.2"
"0.01","104511","","23814","","2","","23814042","150","-320",""
"","105311","","23814","","3","","23814043","wac_birthday_idle_smile","1","0.2"
"0.01","105311","","23814","","2","","23814044","260","-360",""
"","105511","","23814","","3","","23814045","wac_birthday_idle_normal","1","0.2"
"0.01","105511","","23814","","2","","23814046","400","-320",""
"","103011","","23814","","3","","23814047","wac_birthday_idle_smile","1","0.2"
"0.01","103011","","23814","","2","","23814048","520","-340",""
"","0","","23814","","93","","23814049","","",""
"","800","","23814","","32","","23814050","1","",""
"","0.7","","23814","","93","","23814051","","",""
"","702","","23814","","32","","23814052","1","",""
"","0.5","","23814","","93","","23814053","","",""
"","se_common","","23814","","23","","23814054","se_sys_login_birthday_blow_candle","0",""
"","701","","23814","","32","","23814055","0","",""
"","0.4","","23814","","93","","23814056","","",""
"","se_common","","23814","","23","","23814057","se_sys_login_birthday_cracker","0",""
"","700","","23814","","32","","23814058","1","",""
"","se_common","","23814","","23","","23814059","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_wish","104511","","23814","1","3","0.2","23814060","wac_birthday_clap_to_wish","0","0.2"
"wac_birthday_idle_normal","105511","","23814","1","3","0.2","23814061","wac_birthday_clap","0","0.2"
"","0.1","","23814","","93","","23814062","","",""
"wac_birthday_idle_smile","105311","","23814","1","3","0.2","23814063","wac_birthday_clap","0","0.2"
"","0.1","","23814","","93","","23814064","","",""
"wac_birthday_idle_smile","103011","","23814","1","3","0.2","23814065","wac_birthday_clap","0","0.2"
"","2","","23814","","93","","23814066","","",""
"","1","","23814","","131","","23814067","","",""
"","100811","","23814","1","3","","23814068","wac_birthday_talk_doya","1","0.2"
"0","vo_wac_23814","","23814","","21","","23814069","vo_wac_23814_000","0",""
"1","100811","0.5","23814","1","11","0","23814070","你們一定知道今天是什麼日子吧？\n今天可是慶祝這世上最美最可愛的我\n誕生，並更新大家的審美意識的\n世界級紀念日喔♪","10","0"
"","0","","23814","","91","","23814071","","",""
"","104511","","23814","","3","","23814072","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_23814","","23814","","21","","23814073","vo_wac_23814_001","0",""
"1","104511","0.5","23814","1","11","0","23814074","是、是這樣啊……？\n空花對歷史與時事之類的\n不太了解，不知道今天竟然\n是這麼了不起的日子呢……","10","0"
"","0","","23814","","91","","23814075","","",""
"","104511","","23814","","3","","23814076","wac_birthday_idle_wish","1","0.2"
"","105311","","23814","","3","","23814077","wac_birthday_talk_doya","1","0.2"
"0","vo_wac_23814","","23814","","21","","23814078","vo_wac_23814_002","0",""
"1","105311","0.5","23814","1","11","0","23814079","嗯，我懶得吐槽了。\n總之，能健康地迎接生日\n是件值得慶賀的事！\n雪，生日快樂！","10","0"
"","0","","23814","","91","","23814080","","",""
"","105311","","23814","","3","","23814081","wac_birthday_idle_doya","1","0.2"
"","100811","","23814","","3","","23814082","wac_birthday_talk_normal","1","0.2"
"0","vo_wac_23814","","23814","","21","","23814083","vo_wac_23814_003","0",""
"1","100811","0.5","23814","1","11","0","23814084","謝謝♪\n話說回來，這蛋糕真棒耶，\n是特地為我準備的嗎？","10","0"
"","0","","23814","","91","","23814085","","",""
"","100811","","23814","","3","","23814086","wac_birthday_idle_normal","1","0.2"
"","105511","","23814","","3","","23814087","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_23814","","23814","","21","","23814088","vo_wac_23814_004","0",""
"1","105511","0.5","23814","1","11","0","23814089","是的♪為了讓你開心，\n我們還特地請店家\n對外觀也多下工夫。","10","0"
"","0","","23814","","91","","23814090","","",""
"","105511","","23814","","3","","23814091","wac_birthday_idle_smile","1","0.2"
"","103011","","23814","","3","","23814092","wac_birthday_talk_kyapi","1","0.2"
"0","vo_wac_23814","","23814","","21","","23814093","vo_wac_23814_005","0",""
"1","103011","0.5","23814","1","11","0","23814094","順帶一提，因為滿花錢的，\n所以也請將軍出了一些盧幣，\n真是太感謝將軍了是也！","10","0"
"","0","","23814","","91","","23814095","","",""
"","103011","","23814","","3","","23814096","wac_birthday_idle_kyapi","1","0.2"
"","100811","","23814","","3","","23814097","wac_birthday_talk_doya","1","0.2"
"0","vo_wac_23814","","23814","","21","","23814098","vo_wac_23814_006","0",""
"1","100811","0.5","23814","1","11","0","23814099","這樣啊……得好好感謝你呢♪\n作為回禮，你今天可以盡情\n從喜歡的角度欣賞我可愛的臉龐，\n直到心滿意足為止喔♪","10","0"
"","0","","23814","","91","","23814100","","",""
"","0","","23814","","22","","23814101","","",""
"","bgm_M321","","25214","","25","","25214001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","25214","-70","1","0","25214002","104911","250","2"
"230","1","wac_birthday_idle_wish","25214","-270","1","1","25214003","101111","256","2"
"410","1","wac_birthday_idle_smile","25214","-310","1","1","25214004","106811","257","2"
"","104911","","25214","","13","","25214005","300","",""
"","101111","","25214","","13","","25214006","300","",""
"","106811","","25214","","13","","25214007","300","",""
"0","600","","25214","1","31","","25214008","600","0","1"
"0","602","","25214","1","31","","25214009","602","0","0"
"0","603","","25214","1","31","","25214010","603","0","0"
"60","604","","25214","1","31","","25214011","604","30","1"
"0","614","","25214","1","31","","25214012","614","0","1"
"0","700","","25214","1","31","","25214013","700","0","0"
"0","701","","25214","1","31","","25214014","701","0","0"
"0","702","","25214","1","31","","25214015","702","0","0"
"0","800","","25214","1","31","","25214016","800","0","0"
"60","940","","25214","1","31","","25214017","940","30","1"
"","1","","25214","","93","","25214018","","",""
"wac_birthday_reaction_02","106811","","25214","1","3","0.2","25214019","wac_birthday_reaction_05","0","0.2"
"","0.1","","25214","","93","","25214020","","",""
"wac_birthday_reaction_03","101111","","25214","1","3","0.2","25214021","wac_birthday_reaction_01","0","0.2"
"","0.3","","25214","","93","","25214022","","",""
"","104911","","25214","","3","","25214023","wac_birthday_tsumugi_run_01","1","0.2"
"3","104911","","25214","","2","","25214024","0","-70",""
"","2.5","","25214","","93","","25214025","","",""
"","602","","25214","","32","","25214026","1","",""
"","0.6","","25214","","93","","25214027","","",""
"","600","","25214","","32","","25214028","0","",""
"","614","","25214","","32","","25214029","0","",""
"","604","","25214","","32","","25214030","0","",""
"","701","","25214","","32","","25214031","1","",""
"0.01","940","","25214","","33","","25214032","0","0",""
"wac_birthday_idle_wish","104911","","25214","1","3","0.2","25214033","wac_birthday_blowout_01","0","0.2"
"0.01","104911","","25214","","2","","25214034","-200","-330",""
"","101111","","25214","","3","","25214035","wac_birthday_idle_wish","1","0.2"
"0.01","101111","","25214","","2","","25214036","180","-320",""
"","106811","","25214","","3","","25214037","wac_birthday_idle_smile","1","0.2"
"0.01","106811","","25214","","2","","25214038","320","-340",""
"","0","","25214","","93","","25214039","","",""
"","800","","25214","","32","","25214040","1","",""
"","0.7","","25214","","93","","25214041","","",""
"","702","","25214","","32","","25214042","1","",""
"","0.5","","25214","","93","","25214043","","",""
"","se_common","","25214","","23","","25214044","se_sys_login_birthday_blow_candle","0",""
"","701","","25214","","32","","25214045","0","",""
"","0.4","","25214","","93","","25214046","","",""
"","se_common","","25214","","23","","25214047","se_sys_login_birthday_cracker","0",""
"","700","","25214","","32","","25214048","1","",""
"","se_common","","25214","","23","","25214049","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_wish","101111","","25214","1","3","0.2","25214050","wac_birthday_clap_to_wish","0","0.2"
"","0.1","","25214","","93","","25214051","","",""
"wac_birthday_idle_smile","106811","","25214","1","3","0.2","25214052","wac_birthday_clap","0","0.2"
"","2","","25214","","93","","25214053","","",""
"","1","","25214","","131","","25214054","","",""
"0","vo_wac_25214","","25214","","21","","25214055","vo_wac_25214_000","0",""
"1","104911","0.5","25214","1","11","0","25214056","哇～好棒的生日蛋糕。\n是弟弟為姐姐準備的嗎？\n感受到弟弟的愛了呢。","10","0"
"","0","","25214","","91","","25214057","","",""
"","104911","","25214","","3","","25214058","wac_birthday_idle_normal","1","0.2"
"","101111","","25214","","3","","25214059","wac_birthday_talk_anger","1","0.2"
"0","vo_wac_25214","","25214","","21","","25214060","vo_wac_25214_001","0",""
"1","101111","0.5","25214","1","11","0","25214061","姐姐請等一下！\n我們也有幫忙喔！\n像是我！我也有幫忙！","10","0"
"","0","","25214","","91","","25214062","","",""
"","101111","","25214","","3","","25214063","wac_birthday_idle_normal","1","0.2"
"","106811","","25214","","3","","25214064","wac_birthday_talk_normal","1","0.2"
"0","vo_wac_25214","","25214","","21","","25214065","vo_wac_25214_002","0",""
"1","106811","0.5","25214","1","11","0","25214066","這包含了我們對\n妳的心意喔。\n啊，希望我們沒變成電燈泡。","10","0"
"","0","","25214","","91","","25214067","","",""
"","106811","","25214","","3","","25214068","wac_birthday_idle_smile","1","0.2"
"","104911","","25214","","3","","25214069","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_25214","","25214","","21","","25214070","vo_wac_25214_003","0",""
"1","104911","0.5","25214","1","11","0","25214071","沒這回事～\n會長、璃乃，謝謝妳們。\n待會我會讓弟弟好～好陪我，\n所以沒問題喔。對吧？","10","0"
"","0","","25214","","91","","25214072","","",""
"","101111","","25214","","3","","25214073","wac_birthday_talk_anger","1","0.2"
"0","vo_wac_25214","","25214","","21","","25214074","vo_wac_25214_004","0",""
"1","101111","0.5","25214","1","11","0","25214075","啊──！姐姐！\n就算是妳生日，這樣也太狡猾囉！","10","0"
"","0","","25214","","91","","25214076","","",""
"","0","","25214","","22","","25214077","","",""
"","bgm_M321","","25314","","25","","25314001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","25314","-70","1","0","25314002","104711","250","2"
"200","1","wac_birthday_idle_normal","25314","-270","1","1","25314003","107111","256","2"
"320","1","wac_birthday_idle_smile","25314","-310","1","1","25314004","100511","258","2"
"460","1","wac_birthday_idle_smile","25314","-290","1","1","25314005","103711","257","2"
"","104711","","25314","","13","","25314006","300","",""
"","107111","","25314","","13","","25314007","300","",""
"","100511","","25314","","13","","25314008","300","",""
"","103711","","25314","","13","","25314009","300","",""
"0","600","","25314","1","31","","25314010","600","0","1"
"0","602","","25314","1","31","","25314011","602","0","0"
"0","603","","25314","1","31","","25314012","603","0","0"
"60","604","","25314","1","31","","25314013","604","30","1"
"0","614","","25314","1","31","","25314014","614","0","1"
"0","700","","25314","1","31","","25314015","700","0","0"
"0","701","","25314","1","31","","25314016","701","0","0"
"0","703","","25314","1","31","","25314017","703","0","0"
"0","800","","25314","1","31","","25314018","800","0","0"
"60","941","","25314","1","31","","25314019","941","30","1"
"","1","","25314","","93","","25314020","","",""
"wac_birthday_reaction_02","100511","","25314","1","3","0.2","25314021","wac_birthday_reaction_02","0","0.2"
"","0.1","","25314","","93","","25314022","","",""
"wac_birthday_reaction_03","107111","","25314","1","3","0.2","25314023","wac_birthday_reaction_01","0","0.2"
"wac_birthday_reaction_04","103711","","25314","1","3","0.2","25314024","wac_birthday_reaction_05","0","0.2"
"","0.3","","25314","","93","","25314025","","",""
"","104711","","25314","","3","","25314026","wac_birthday_run_01","1","0.2"
"3","104711","","25314","","2","","25314027","0","-70",""
"","2.5","","25314","","93","","25314028","","",""
"","602","","25314","","32","","25314029","1","",""
"","0.6","","25314","","93","","25314030","","",""
"","600","","25314","","32","","25314031","0","",""
"","614","","25314","","32","","25314032","0","",""
"","604","","25314","","32","","25314033","0","",""
"","701","","25314","","32","","25314034","1","",""
"0.01","941","","25314","","33","","25314035","0","0",""
"","104711","","25314","1","3","0.2","25314036","wac_birthday_blowout_jun_01","0","0.2"
"0.01","104711","","25314","","2","","25314037","-200","-330",""
"","107111","","25314","","3","","25314038","wac_birthday_idle_normal","1","0.2"
"0.01","107111","","25314","","2","","25314039","180","-320",""
"","100511","","25314","","3","","25314040","wac_birthday_idle_smile","1","0.2"
"0.01","100511","","25314","","2","","25314041","310","-360",""
"","103711","","25314","","3","","25314042","wac_birthday_idle_smile","1","0.2"
"0.01","103711","","25314","","2","","25314043","450","-340",""
"","0","","25314","","93","","25314044","","",""
"","800","","25314","","32","","25314045","1","",""
"","25314036","","25314","","91","","25314046","","",""
"wac_birthday_wish_05","104711","","25314","1","3","0.2","25314047","wac_birthday_blowout_jun_02","0","0.2"
"","107111","","25314","","3","","25314048","wac_birthday_reaction_03","1","0.2"
"","0.1","","25314","","93","","25314049","","",""
"","100511","","25314","","3","","25314050","wac_birthday_talk_smile","1","0.2"
"","0.1","","25314","","93","","25314051","","",""
"","103711","","25314","","3","","25314052","wac_birthday_reaction_03","1","0.2"
"","0.65","","25314","","93","","25314053","","",""
"","703","","25314","","32","","25314054","1","",""
"","0.5","","25314","","93","","25314055","","",""
"","se_common","","25314","","23","","25314056","se_sys_login_birthday_blow_candle","0",""
"","701","","25314","","32","","25314057","0","",""
"","0.4","","25314","","93","","25314058","","",""
"","se_common","","25314","","23","","25314059","se_sys_login_birthday_cracker","0",""
"","700","","25314","","32","","25314060","1","",""
"","se_common","","25314","","23","","25314061","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_normal","107111","","25314","1","3","0.2","25314062","wac_birthday_clap","0","0.2"
"","0.1","","25314","","93","","25314063","","",""
"wac_birthday_idle_smile","100511","","25314","1","3","0.2","25314064","wac_birthday_clap","0","0.2"
"","0.1","","25314","","93","","25314065","","",""
"wac_birthday_idle_smile","103711","","25314","1","3","0.2","25314066","wac_birthday_clap","0","0.2"
"","2","","25314","","93","","25314067","","",""
"","1","","25314","","131","","25314068","","",""
"0","vo_wac_25314","","25314","","21","","25314069","vo_wac_25314_000","0",""
"1","104711","0.5","25314","1","11","0","25314070","你們今天竟然為我舉辦了\n這麼盛大的慶生會，\n無論是以個人還是團長的身分而言，\n我都十分開心。","10","0"
"","0","","25314","","91","","25314071","","",""
"","104711","","25314","","3","","25314072","wac_birthday_idle_wish","1","0.2"
"","107111","","25314","","3","","25314073","wac_birthday_talk_doya","1","0.2"
"0","vo_wac_25314","","25314","","21","","25314074","vo_wac_25314_001","0",""
"1","107111","0.5","25314","1","11","0","25314075","這是當然☆\n一切計畫都是由我克莉絲提娜\n所安排，毋庸置疑能滿足妳！","10","0"
"","0","","25314","","91","","25314076","","",""
"","107111","","25314","","3","","25314077","wac_birthday_idle_doya","1","0.2"
"","100511","","25314","","3","","25314078","wac_birthday_talk_sad_maturi","1","0.2"
"0","vo_wac_25314","","25314","","21","","25314079","vo_wac_25314_002","0",""
"1","100511","0.5","25314","1","11","0","25314080","……為了執行那個計畫，\n做得要死要活的\n是我們就是了。","10","0"
"","0","","25314","","91","","25314081","","",""
"","100511","","25314","","3","","25314082","wac_birthday_idle_normal","1","0.2"
"","104711","","25314","","3","","25314083","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_25314","","25314","","21","","25314084","vo_wac_25314_003","0",""
"1","104711","0.5","25314","1","11","0","25314085","是這樣啊。\n小克莉絲以及各位，\n謝謝你們為了我這種人慶生。","10","0"
"","0","","25314","","91","","25314086","","",""
"","104711","","25314","","3","","25314087","wac_birthday_idle_wish","1","0.2"
"","103711","","25314","","3","","25314088","wac_birthday_talk_smile_tomo","1","0.2"
"0","vo_wac_25314","","25314","","21","","25314089","vo_wac_25314_004","0",""
"1","103711","0.5","25314","1","11","0","25314090","請不要說出「為了我這種人」\n這樣的話。\n我們是因為最喜歡純，\n才努力準備的啊♪","10","0"
"","0","","25314","","91","","25314091","","",""
"","103711","","25314","","3","","25314092","wac_birthday_idle_smile","1","0.2"
"","104711","","25314","","3","","25314093","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_25314","","25314","","21","","25314094","vo_wac_25314_005","0",""
