631e35e269649bd5a9b1d221c35ca4d9b4c94035f89e78a8bf0dd8587f1eaa6c,9fb283816b3a77311198ea734bd6e1a77d30bb19cf4fceee5c0488237e1d097a,8e59e72612fb0703e8cd664f7e317d1dc84786e3892a5d148dabb76292504c22,bbf2c1c04f38f54cff6d5b152b2b100475cbf2c049f69e7c30d0e5ecf8279f19,d126b850cd0e242c3cfd68114a0e9a0bd024da12aaf682d84593b1aa7c12ca88,21e38a7950a8a1eae72b02e868636058f50fff00f2711c15bd0b764d711deeaa,76335a37c9a36a9d2a81708fca26ce59974787a534f88cf240683da41d1fa9a0,8db21eb9e013fe4cd95a4422b30fdb8799551e5ff74e84bfb4b373ed0362f1db,041133faf84d49f184c72d3036355c5ce4650055b4d26be5565c516866a5daca,2e45eeaa604fa6c22e0aa1521034b708e560a7a296bbb7a0c580db65ef40ee4d,cbd0b8d31d02826c20782791dfae45835fe9b917a769ef5b7dfa5ff6fec45fcf,e2668de34219bc2d6bc66c9545dc81c3571e42d345715662378ac2c834a6f9ac,a5926108cac622c192d7eab11a6f1aacdb59b79daf23cfb55d9ea11b7eef3eea,d3e050bc4ba3df51719981136055d38897926c7be53306c35b795fc172f9d6c7,61ac974e5d3fbff313e87e4ffa1b6a1a3ec4996b6e0452e1716301e4dade1174,717228cb95506f8aa007d78cd8bf6473778835d752c69072a0727430484fee8e,cec04e38cfa78e2ce71c30957e8011a04b3ec448323b5b851de17d65c6e9ce53,df5bfa44e900023c7ecf5190ae2eb69e19b6e9a56f6cf9c0bdacefe2d09a6ec2,2d80980fec5779acea68bc29dcab45bbc96a40cb66fded8a3824e7f31da7a250,5d504b3e9baf5f0be38f30fa26d495b1cbb0b5505274658b35df5551adc9e8d7,ad01f6e6d52d7b3f916b594d3d99a548f029d2ea51d84a650be26b1dc3091df0,ca633b05efe3d30d6e6340ac68451e15ce7921d27465127c32d23af38229b6f0,048161c357142a1c4ccb84d1bba3135670d9548115bc854d3bd0b45c581d6149,10c331fad66001e90a18252172b9160428ab9cea38c970679321c58c4bc0958a,db9fab1f14d2920b3ddf882569f444dd4042860bea3a9ed2eac93277040baca0,5571411acdd4207df312b4444e2d4289e2f6ba8b4bb980dac16831e6cd4ad0a5,418d9b528441dd710af4021a28d6e36c7fb97bf35792cb360f060e966a204a74,4db4af6e1f4f5720a1db24cc9d16f033fe2cfcc84046191f66a9afa2fbef43f8,2777c6b2a39eea27fd5c3eca5f378e2b8d5484e5098fde98f35424917bd5053d,133829278a73788921449df70f25984e61544291241f0b2165540e84d4e78e9a,2ce5cc346ff9aa6e01bb10d6b0b09dd8388cafb09e813b978e12a4fdfb312e47,f758d3facceb605c816030be64b18ca562aae5fdeb0b3f0242dc66d443802354,ab680a85d4889db85e73f07245d81c7f87d093a032544b91e2b9914288a42e1e,6b4a740ce4356fe783b3b1a8d737fb2c14e4180e49eb3a96e847675551083d41,2735b9a613f81a1376ff0296d782ba2a1fdf57c9e49e7aee07ad62397d82b1ac,5d32a44720f4b7dc0f56f75dc9c729b0afc323a97808946ecdf9adc82b6b3efa,22f2515707fb7aa9ab36a858701b55ff4b4b9536d96d4362a9a16d7d9e9237a3,829100072d0295a8164c43abbcaef3f31a09be4053d19878c8a0940eaf3fe271,a38b2380086aa833ac972779fa4be41a60e8cb7fd8c37891576107fae574dd4f,46ee90fa070c22ae6e2d6d5f80f46c557e48af3b7f7431d61f4a6de7f499eb00
"109","0","0","10","7","7","7","30","0","7","1","0","7","7","9999","10","0","7","324","159","7","7","1","7","0","620170007","0","7","7","201700","7","1","7","0","0","7","7","200000003","0","7"
"117","0","0","10","8","8","8","30","0","8","1","0","8","8","9999","10","0","8","351","182","8","8","1","8","0","620170008","0","8","8","201700","8","1","8","0","0","8","8","200000003","0","8"
"124","0","0","10","9","9","9","30","0","9","1","0","9","9","9999","10","0","9","377","205","9","9","1","9","0","620170009","0","9","9","201700","9","1","9","0","0","9","9","200000003","0","9"
"131","0","0","10","10","10","10","30","0","10","1","0","10","10","9999","10","0","10","402","227","10","10","1","10","0","620170010","0","10","10","201700","10","1","10","0","0","10","10","200000003","0","10"
"138","0","0","10","11","11","11","30","0","11","1","0","11","11","9999","10","0","11","429","250","11","11","1","11","0","620170011","0","11","11","201700","11","1","11","0","0","11","11","200000003","0","11"
"146","0","0","10","12","12","12","30","0","12","1","0","12","12","9999","10","0","12","455","273","12","12","1","12","0","620170012","0","12","12","201700","12","1","12","0","0","12","12","200000003","0","12"
"152","0","0","10","13","13","13","30","0","13","1","0","13","13","9999","10","0","13","481","296","13","13","1","13","0","620170013","0","13","13","201700","13","1","13","0","0","13","13","200000003","0","13"
"154","0","0","10","14","14","14","30","0","14","1","0","14","14","9999","10","0","14","510","298","14","14","1","14","0","620170014","0","14","14","201700","14","1","14","0","0","14","14","200000003","0","14"
"156","0","0","10","15","15","15","30","0","15","1","0","15","15","9999","10","0","15","539","300","15","15","1","15","0","620170015","0","15","15","201700","15","1","15","0","0","15","15","200000003","0","15"
"176","0","0","10","16","16","16","30","0","16","1","0","16","16","9999","10","0","16","679","300","16","16","1","16","0","620170016","0","16","16","201700","16","1","16","0","0","16","16","200000003","0","16"
"195","0","0","10","17","17","17","30","0","17","1","0","17","17","9999","10","0","17","818","300","17","17","1","17","0","620170017","0","17","17","201700","17","1","17","0","0","17","17","200000003","0","17"
"215","0","0","10","18","18","18","30","0","18","1","0","18","18","9999","10","0","18","959","300","18","18","1","18","0","620170018","0","18","18","201700","18","1","18","0","0","18","18","200000003","0","18"
"234","0","0","10","19","19","19","30","0","19","1","0","19","19","9999","10","0","19","1098","300","19","19","1","19","0","620170019","0","19","19","201700","19","1","19","0","0","19","19","200000003","0","19"
"254","0","0","10","20","20","20","30","0","20","1","0","20","20","9999","10","0","20","1238","300","20","20","1","20","0","620170020","0","20","20","201700","20","1","20","0","0","20","20","200000003","0","20"
"283","0","0","10","21","21","21","30","0","21","1","0","21","21","9999","10","0","21","1256","300","21","21","1","21","0","620170021","0","21","21","201700","21","1","21","0","0","21","21","200000003","0","21"
"313","0","0","10","22","22","22","30","0","22","1","0","22","22","9999","10","0","22","1275","300","22","22","1","22","0","620170022","0","22","22","201700","22","1","22","0","0","22","22","200000003","0","22"
"317","0","0","10","23","23","23","30","0","23","1","0","23","23","9999","10","0","23","1360","300","23","23","1","23","0","620170023","0","23","23","201700","23","1","23","0","0","23","23","200000003","0","23"
"340","0","0","10","24","24","24","30","0","24","1","0","24","24","9999","10","0","24","1549","300","24","24","1","24","0","620170024","0","24","24","201700","24","1","24","0","0","24","24","200000003","0","24"
"363","0","0","10","25","25","25","30","0","25","1","0","25","25","9999","10","0","25","1738","300","25","25","1","25","0","620170025","0","25","25","201700","25","1","25","0","0","25","25","200000003","0","25"
"365","0","0","10","26","26","26","30","0","26","1","0","26","26","9999","10","0","26","1767","300","26","26","1","26","0","620170026","0","26","26","201700","26","1","26","0","0","26","26","200000003","0","26"
"367","0","0","10","27","27","27","30","0","27","1","0","27","27","9999","10","0","27","1798","300","27","27","1","27","0","620170027","0","27","27","201700","27","1","27","0","0","27","27","200000003","0","27"
"368","0","0","10","28","28","28","30","0","28","1","0","28","28","9999","10","0","28","1828","300","28","28","1","28","0","620170028","0","28","28","201700","28","1","28","0","0","28","28","200000003","0","28"
"383","0","0","10","29","29","29","30","0","29","1","0","29","29","9999","10","0","29","2209","300","29","29","1","29","0","620170029","0","29","29","201700","29","1","29","0","0","29","29","200000003","0","29"
"457","0","0","10","30","30","30","30","0","30","1","0","30","30","9999","10","0","30","2562","300","30","30","1","30","0","620170030","0","30","30","201700","30","1","30","0","0","30","30","200000003","0","30"
"477","0","0","10","31","31","31","30","0","31","1","0","31","31","9999","10","0","31","2588","300","31","31","1","31","0","620170031","0","31","31","201700","31","1","31","0","0","31","31","200000003","0","31"
"496","0","0","10","32","32","32","30","0","32","1","0","32","32","9999","10","0","32","2615","300","32","32","1","32","0","620170032","0","32","32","201700","32","1","32","0","0","32","32","200000003","0","32"
"516","0","0","10","33","33","33","30","0","33","1","0","33","33","9999","10","0","33","2642","300","33","33","1","33","0","620170033","0","33","33","201700","33","1","33","0","0","33","33","200000003","0","33"
"535","0","0","10","34","34","34","30","0","34","1","0","34","34","9999","10","0","34","2907","300","34","34","1","34","0","620170034","0","34","34","201700","34","1","34","0","0","34","34","200000003","0","34"
"560","0","0","10","35","35","35","30","0","35","1","0","35","35","9999","10","0","35","3316","300","35","35","1","35","0","620170035","0","35","35","201700","35","1","35","0","0","35","35","200000003","0","35"
"591","0","0","10","36","36","36","30","0","36","1","0","36","36","9999","10","0","36","2356","300","36","36","1","36","0","620170036","0","36","36","201700","36","1","36","0","0","36","36","200000003","0","36"
"622","0","0","10","37","37","37","30","0","37","1","0","37","37","9999","10","0","37","2675","300","37","37","1","37","0","620170037","0","37","37","201700","37","1","37","0","0","37","37","200000003","0","37"
"630","0","0","10","38","38","38","30","0","38","1","0","38","38","9999","10","0","38","2675","300","38","38","1","38","0","620170038","0","38","38","201700","38","1","38","0","0","38","38","200000003","0","38"
"838","0","0","10","39","39","39","30","0","39","1","0","39","39","9999","10","0","39","3323","300","39","39","1","39","0","620170039","0","39","39","201700","39","1","39","0","0","39","39","200000003","0","39"
"902","0","0","10","40","40","40","30","0","40","1","0","40","40","9999","10","0","40","3824","300","40","40","1","40","0","620170040","0","40","40","201700","40","1","40","0","0","40","40","200000003","0","40"
"1029","0","0","10","41","41","41","30","0","41","1","0","41","41","9999","10","0","41","4140","300","41","41","1","41","0","620170041","0","41","41","201700","41","1","41","0","0","41","41","200000003","0","41"
"1324","0","0","10","42","42","42","30","0","42","1","0","42","42","9999","10","0","42","4455","300","42","42","1","42","0","620170042","0","42","42","201700","42","1","42","0","0","42","42","200000003","0","42"
"1281","0","0","10","43","43","43","30","0","43","1","0","43","43","9999","10","0","43","4722","300","43","43","1","43","0","620170043","0","43","43","201700","43","1","43","0","0","43","43","200000003","0","43"
"1240","0","0","10","44","44","44","30","0","44","1","0","44","44","9999","10","0","44","5085","300","44","44","1","44","0","620170044","0","44","44","201700","44","1","44","0","0","44","44","200000003","0","44"
"1317","0","0","10","45","45","45","30","0","45","1","0","45","45","9999","10","0","45","5551","300","45","45","1","45","0","620170045","0","45","45","201700","45","1","45","0","0","45","45","200000003","0","45"
"1393","0","0","10","46","46","46","30","0","46","1","0","46","46","9999","10","0","46","6016","300","46","46","1","46","0","620170046","0","46","46","201700","46","1","46","0","0","46","46","200000003","0","46"
"1470","0","0","10","47","47","47","30","0","47","1","0","47","47","9999","10","0","47","6481","300","47","47","1","47","0","620170047","0","47","47","201700","47","1","47","0","0","47","47","200000003","0","47"
"1829","0","0","10","48","48","48","30","0","48","1","0","48","48","9999","10","0","48","8180","300","48","48","1","48","0","620170048","0","48","48","201700","48","1","48","0","0","48","48","200000003","0","48"
"2189","0","0","10","49","49","49","30","0","49","1","0","49","49","9999","10","0","49","9879","300","49","49","1","49","0","620170049","0","49","49","201700","49","1","49","0","0","49","49","200000003","0","49"
"2548","0","0","10","50","50","50","30","0","50","1","0","50","50","9999","10","0","50","11577","300","50","50","1","50","0","620170050","0","50","50","201700","50","1","50","0","0","50","50","200000003","0","50"
"2907","0","0","10","51","51","51","30","0","51","1","0","51","51","9999","10","0","51","13276","300","51","51","1","51","0","620170051","0","51","51","201700","51","1","51","0","0","51","51","200000003","0","51"
"2982","0","0","10","52","52","52","30","0","52","1","0","52","52","9999","10","0","52","13624","300","52","52","1","52","0","620170052","0","52","52","201700","52","1","52","0","0","52","52","200000003","0","52"
"3057","0","0","10","53","53","53","30","0","53","1","0","53","53","9999","10","0","53","13971","300","53","53","1","53","0","620170053","0","53","53","201700","53","1","53","0","0","53","53","200000003","0","53"
"3132","0","0","10","54","54","54","30","0","54","1","0","54","54","9999","10","0","54","14319","300","54","54","1","54","0","620170054","0","54","54","201700","54","1","54","0","0","54","54","200000003","0","54"
"3207","0","0","10","55","55","55","30","0","55","1","0","55","55","9999","10","0","55","14667","300","55","55","1","55","0","620170055","0","55","55","201700","55","1","55","0","0","55","55","200000003","0","55"
"3281","0","0","10","56","56","56","30","0","56","1","0","56","56","9999","10","0","56","15014","300","56","56","1","56","0","620170056","0","56","56","201700","56","1","56","0","0","56","56","200000003","0","56"
"3356","0","0","10","57","57","57","30","0","57","1","0","57","57","9999","10","0","57","15362","300","57","57","1","57","0","620170057","0","57","57","201700","57","1","57","0","0","57","57","200000003","0","57"
"3431","0","0","10","58","58","58","30","0","58","1","0","58","58","9999","10","0","58","15710","300","58","58","1","58","0","620170058","0","58","58","201700","58","1","58","0","0","58","58","200000003","0","58"
"3506","0","0","10","59","59","59","30","0","59","1","0","59","59","9999","10","0","59","16057","300","59","59","1","59","0","620170059","0","59","59","201700","59","1","59","0","0","59","59","200000003","0","59"
"3581","0","0","10","60","60","60","30","0","60","1","0","60","60","9999","10","0","60","16405","300","60","60","1","60","0","620170060","0","60","60","201700","60","1","60","0","0","60","60","200000003","0","60"
"3656","0","0","10","61","61","61","30","0","61","1","0","61","61","9999","10","0","61","16753","300","61","61","1","61","0","620170061","0","61","61","201700","61","1","61","0","0","61","61","200000003","0","61"
"3658","0","0","10","62","62","62","30","0","62","1","0","62","62","9999","10","0","62","16796","300","62","62","1","62","0","620170062","0","62","62","201700","62","1","62","0","0","62","62","200000003","0","62"
"3661","0","0","10","63","63","63","30","0","63","1","0","63","63","9999","10","0","63","16839","300","63","63","1","63","0","620170063","0","63","63","201700","63","1","63","0","0","63","63","200000003","0","63"
"3663","0","0","10","64","64","64","30","0","64","1","0","64","64","9999","10","0","64","16881","300","64","64","1","64","0","620170064","0","64","64","201700","64","1","64","0","0","64","64","200000003","0","64"
"3665","0","0","10","65","65","65","30","0","65","1","0","65","65","9999","10","0","65","16924","300","65","65","1","65","0","620170065","0","65","65","201700","65","1","65","0","0","65","65","200000003","0","65"
"3667","0","0","10","66","66","66","30","0","66","1","0","66","66","9999","10","0","66","16967","300","66","66","1","66","0","620170066","0","66","66","201700","66","1","66","0","0","66","66","200000003","0","66"
"3670","0","0","10","67","67","67","30","0","67","1","0","67","67","9999","10","0","67","17010","300","67","67","1","67","0","620170067","0","67","67","201700","67","1","67","0","0","67","67","200000003","0","67"
"3672","0","0","10","68","68","68","30","0","68","1","0","68","68","9999","10","0","68","17053","300","68","68","1","68","0","620170068","0","68","68","201700","68","1","68","0","0","68","68","200000003","0","68"
"3674","0","0","10","69","69","69","30","0","69","1","0","69","69","9999","10","0","69","17095","300","69","69","1","69","0","620170069","0","69","69","201700","69","1","69","0","0","69","69","200000003","0","69"
"3676","0","0","10","70","70","70","30","0","70","1","0","70","70","9999","10","0","70","17138","300","70","70","1","70","0","620170070","0","70","70","201700","70","1","70","0","0","70","70","200000003","0","70"
"3679","0","0","10","71","71","71","30","0","71","1","0","71","71","9999","10","0","71","17181","300","71","71","1","71","0","620170071","0","71","71","201700","71","1","71","0","0","71","71","200000003","0","71"
"40","0","0","10","1","1","1","30","0","1","1","0","1","1","300","10","0","1","110","3400","1","1","1","1","0","620180001","0","1","1","201800","1","1","1","0","0","1","1","200000003","0","1"
"19","0","0","10","2","2","2","30","0","2","1","0","2","2","300","10","0","2","211","3400","2","2","1","2","0","620180002","0","2","2","201800","2","1","2","0","0","2","2","200000003","0","2"
"49","0","0","10","3","3","3","30","0","3","1","0","3","3","300","10","0","3","240","3400","3","3","1","3","0","620180003","0","3","3","201800","3","1","3","0","0","3","3","200000003","0","3"
"72","0","0","10","4","4","4","30","0","4","1","0","4","4","300","10","0","4","268","3400","4","4","1","4","0","620180004","0","4","4","201800","4","1","4","0","0","4","4","200000003","0","4"
"98","0","0","10","5","5","5","30","0","5","1","0","5","5","300","10","0","5","297","3500","5","5","1","5","0","620180005","0","5","5","201800","5","1","5","0","0","5","5","200000003","0","5"
"105","0","0","10","6","6","6","30","0","6","1","0","6","6","300","10","0","6","297","4400","6","6","1","6","0","620180006","0","6","6","201800","6","1","6","0","0","6","6","200000003","0","6"
"112","0","0","10","7","7","7","30","0","7","1","0","7","7","300","10","0","7","298","5299","7","7","1","7","0","620180007","0","7","7","201800","7","1","7","0","0","7","7","200000003","0","7"
"120","0","0","10","8","8","8","30","0","8","1","0","8","8","300","10","0","8","323","6066","8","8","1","8","0","620180008","0","8","8","201800","8","1","8","0","0","8","8","200000003","0","8"
"127","0","0","10","9","9","9","30","0","9","1","0","9","9","300","10","0","9","346","6833","9","9","1","9","0","620180009","0","9","9","201800","9","1","9","0","0","9","9","200000003","0","9"
"134","0","0","10","10","10","10","30","0","10","1","0","10","10","300","10","0","10","370","7566","10","10","1","10","0","620180010","0","10","10","201800","10","1","10","0","0","10","10","200000003","0","10"
"142","0","0","10","11","11","11","30","0","11","1","0","11","11","300","10","0","11","395","8333","11","11","1","11","0","620180011","0","11","11","201800","11","1","11","0","0","11","11","200000003","0","11"
"149","0","0","10","12","12","12","30","0","12","1","0","12","12","300","10","0","12","418","9099","12","12","1","12","0","620180012","0","12","12","201800","12","1","12","0","0","12","12","200000003","0","12"
"156","0","0","10","13","13","13","30","0","13","1","0","13","13","300","10","0","13","442","9866","13","13","1","13","0","620180013","0","13","13","201800","13","1","13","0","0","13","13","200000003","0","13"
"158","0","0","10","14","14","14","30","0","14","1","0","14","14","300","10","0","14","469","9932","14","14","1","14","0","620180014","0","14","14","201800","14","1","14","0","0","14","14","200000003","0","14"
"160","0","0","10","15","15","15","30","0","15","1","0","15","15","300","10","0","15","495","9999","15","15","1","15","0","620180015","0","15","15","201800","15","1","15","0","0","15","15","200000003","0","15"
"180","0","0","10","16","16","16","30","0","16","1","0","16","16","300","10","0","16","624","9999","16","16","1","16","0","620180016","0","16","16","201800","16","1","16","0","0","16","16","200000003","0","16"
"200","0","0","10","17","17","17","30","0","17","1","0","17","17","300","10","0","17","753","9999","17","17","1","17","0","620180017","0","17","17","201800","17","1","17","0","0","17","17","200000003","0","17"
"220","0","0","10","18","18","18","30","0","18","1","0","18","18","300","10","0","18","882","9999","18","18","1","18","0","620180018","0","18","18","201800","18","1","18","0","0","18","18","200000003","0","18"
"240","0","0","10","19","19","19","30","0","19","1","0","19","19","300","10","0","19","1010","9999","19","19","1","19","0","620180019","0","19","19","201800","19","1","19","0","0","19","19","200000003","0","19"
"260","0","0","10","20","20","20","30","0","20","1","0","20","20","300","10","0","20","1138","9999","20","20","1","20","0","620180020","0","20","20","201800","20","1","20","0","0","20","20","200000003","0","20"
"290","0","0","10","21","21","21","30","0","21","1","0","21","21","300","10","0","21","1155","9999","21","21","1","21","0","620180021","0","21","21","201800","21","1","21","0","0","21","21","200000003","0","21"
"320","0","0","10","22","22","22","30","0","22","1","0","22","22","300","10","0","22","1172","9999","22","22","1","22","0","620180022","0","22","22","201800","22","1","22","0","0","22","22","200000003","0","22"
"325","0","0","10","23","23","23","30","0","23","1","0","23","23","300","10","0","23","1251","9999","23","23","1","23","0","620180023","0","23","23","201800","23","1","23","0","0","23","23","200000003","0","23"
"349","0","0","10","24","24","24","30","0","24","1","0","24","24","300","10","0","24","1425","9999","24","24","1","24","0","620180024","0","24","24","201800","24","1","24","0","0","24","24","200000003","0","24"
"372","0","0","10","25","25","25","30","0","25","1","0","25","25","300","10","0","25","1598","9999","25","25","1","25","0","620180025","0","25","25","201800","25","1","25","0","0","25","25","200000003","0","25"
"374","0","0","10","26","26","26","30","0","26","1","0","26","26","300","10","0","26","1626","9999","26","26","1","26","0","620180026","0","26","26","201800","26","1","26","0","0","26","26","200000003","0","26"
"376","0","0","10","27","27","27","30","0","27","1","0","27","27","300","10","0","27","1654","9999","27","27","1","27","0","620180027","0","27","27","201800","27","1","27","0","0","27","27","200000003","0","27"
"377","0","0","10","28","28","28","30","0","28","1","0","28","28","300","10","0","28","1681","9999","28","28","1","28","0","620180028","0","28","28","201800","28","1","28","0","0","28","28","200000003","0","28"
"393","0","0","10","29","29","29","30","0","29","1","0","29","29","300","10","0","29","2032","9999","29","29","1","29","0","620180029","0","29","29","201800","29","1","29","0","0","29","29","200000003","0","29"
"468","0","0","10","30","30","30","30","0","30","1","0","30","30","300","10","0","30","2356","9999","30","30","1","30","0","620180030","0","30","30","201800","30","1","30","0","0","30","30","200000003","0","30"
"489","0","0","10","31","31","31","30","0","31","1","0","31","31","300","10","0","31","2380","9999","31","31","1","31","0","620180031","0","31","31","201800","31","1","31","0","0","31","31","200000003","0","31"
"508","0","0","10","32","32","32","30","0","32","1","0","32","32","300","10","0","32","2405","9999","32","32","1","32","0","620180032","0","32","32","201800","32","1","32","0","0","32","32","200000003","0","32"
"528","0","0","10","33","33","33","30","0","33","1","0","33","33","300","10","0","33","2430","9999","33","33","1","33","0","620180033","0","33","33","201800","33","1","33","0","0","33","33","200000003","0","33"
"548","0","0","10","34","34","34","30","0","34","1","0","34","34","300","10","0","34","2673","9999","34","34","1","34","0","620180034","0","34","34","201800","34","1","34","0","0","34","34","200000003","0","34"
"574","0","0","10","35","35","35","30","0","35","1","0","35","35","300","10","0","35","3050","9999","35","35","1","35","0","620180035","0","35","35","201800","35","1","35","0","0","35","35","200000003","0","35"
"605","0","0","10","36","36","36","30","0","36","1","0","36","36","300","10","0","36","2167","9999","36","36","1","36","0","620180036","0","36","36","201800","36","1","36","0","0","36","36","200000003","0","36"
"637","0","0","10","37","37","37","30","0","37","1","0","37","37","300","10","0","37","2461","9999","37","37","1","37","0","620180037","0","37","37","201800","37","1","37","0","0","37","37","200000003","0","37"
"645","0","0","10","38","38","38","30","0","38","1","0","38","38","300","10","0","38","2461","9999","38","38","1","38","0","620180038","0","38","38","201800","38","1","38","0","0","38","38","200000003","0","38"
"859","0","0","10","39","39","39","30","0","39","1","0","39","39","300","10","0","39","3056","9999","39","39","1","39","0","620180039","0","39","39","201800","39","1","39","0","0","39","39","200000003","0","39"
"924","0","0","10","40","40","40","30","0","40","1","0","40","40","300","10","0","40","3517","9999","40","40","1","40","0","620180040","0","40","40","201800","40","1","40","0","0","40","40","200000003","0","40"
"1054","0","0","10","41","41","41","30","0","41","1","0","41","41","300","10","0","41","3807","9999","41","41","1","41","0","620180041","0","41","41","201800","41","1","41","0","0","41","41","200000003","0","41"
"1356","0","0","10","42","42","42","30","0","42","1","0","42","42","300","10","0","42","4097","9999","42","42","1","42","0","620180042","0","42","42","201800","42","1","42","0","0","42","42","200000003","0","42"
"1313","0","0","10","43","43","43","30","0","43","1","0","43","43","300","10","0","43","4343","9999","43","43","1","43","0","620180043","0","43","43","201800","43","1","43","0","0","43","43","200000003","0","43"
"1271","0","0","10","44","44","44","30","0","44","1","0","44","44","300","10","0","44","4677","9999","44","44","1","44","0","620180044","0","44","44","201800","44","1","44","0","0","44","44","200000003","0","44"
"1349","0","0","10","45","45","45","30","0","45","1","0","45","45","300","10","0","45","5105","9999","45","45","1","45","0","620180045","0","45","45","201800","45","1","45","0","0","45","45","200000003","0","45"
"1412","0","0","10","46","46","46","30","0","46","1","0","46","46","300","10","0","46","5249","9999","46","46","1","46","0","620180046","0","46","46","201800","46","1","46","0","0","46","46","200000003","0","46"
"1474","0","0","10","47","47","47","30","0","47","1","0","47","47","300","10","0","47","5647","9999","47","47","1","47","0","620180047","0","47","47","201800","47","1","47","0","0","47","47","200000003","0","47"
"1536","0","0","10","48","48","48","30","0","48","1","0","48","48","300","10","0","48","6046","9999","48","48","1","48","0","620180048","0","48","48","201800","48","1","48","0","0","48","48","200000003","0","48"
"1897","0","0","10","49","49","49","30","0","49","1","0","49","49","300","10","0","49","8304","9999","49","49","1","49","0","620180049","0","49","49","201800","49","1","49","0","0","49","49","200000003","0","49"
"2257","0","0","10","50","50","50","30","0","50","1","0","50","50","300","10","0","50","12548","9999","50","50","1","50","0","620180050","0","50","50","201800","50","1","50","0","0","50","50","200000003","0","50"
"2319","0","0","10","51","51","51","30","0","51","1","0","51","51","300","10","0","51","12946","9999","51","51","1","51","0","620180051","0","51","51","201800","51","1","51","0","0","51","51","200000003","0","51"
"2381","0","0","10","52","52","52","30","0","52","1","0","52","52","300","10","0","52","13345","9999","52","52","1","52","0","620180052","0","52","52","201800","52","1","52","0","0","52","52","200000003","0","52"
"2444","0","0","10","53","53","53","30","0","53","1","0","53","53","300","10","0","53","13743","9999","53","53","1","53","0","620180053","0","53","53","201800","53","1","53","0","0","53","53","200000003","0","53"
"2506","0","0","10","54","54","54","30","0","54","1","0","54","54","300","10","0","54","14142","9999","54","54","1","54","0","620180054","0","54","54","201800","54","1","54","0","0","54","54","200000003","0","54"
"2568","0","0","10","55","55","55","30","0","55","1","0","55","55","300","10","0","55","14540","9999","55","55","1","55","0","620180055","0","55","55","201800","55","1","55","0","0","55","55","200000003","0","55"
"2630","0","0","10","56","56","56","30","0","56","1","0","56","56","300","10","0","56","14938","9999","56","56","1","56","0","620180056","0","56","56","201800","56","1","56","0","0","56","56","200000003","0","56"
"2692","0","0","10","57","57","57","30","0","57","1","0","57","57","300","10","0","57","15337","9999","57","57","1","57","0","620180057","0","57","57","201800","57","1","57","0","0","57","57","200000003","0","57"
"2755","0","0","10","58","58","58","30","0","58","1","0","58","58","300","10","0","58","15735","9999","58","58","1","58","0","620180058","0","58","58","201800","58","1","58","0","0","58","58","200000003","0","58"
"2817","0","0","10","59","59","59","30","0","59","1","0","59","59","300","10","0","59","16134","9999","59","59","1","59","0","620180059","0","59","59","201800","59","1","59","0","0","59","59","200000003","0","59"
"2879","0","0","10","60","60","60","30","0","60","1","0","60","60","300","10","0","60","16532","9999","60","60","1","60","0","620180060","0","60","60","201800","60","1","60","0","0","60","60","200000003","0","60"
"2941","0","0","10","61","61","61","30","0","61","1","0","61","61","300","10","0","61","16930","9999","61","61","1","61","0","620180061","0","61","61","201800","61","1","61","0","0","61","61","200000003","0","61"
"3003","0","0","10","62","62","62","30","0","62","1","0","62","62","300","10","0","62","16962","9999","62","62","1","62","0","620180062","0","62","62","201800","62","1","62","0","0","62","62","200000003","0","62"
"3065","0","0","10","63","63","63","30","0","63","1","0","63","63","300","10","0","63","16994","9999","63","63","1","63","0","620180063","0","63","63","201800","63","1","63","0","0","63","63","200000003","0","63"
"3128","0","0","10","64","64","64","30","0","64","1","0","64","64","300","10","0","64","17026","9999","64","64","1","64","0","620180064","0","64","64","201800","64","1","64","0","0","64","64","200000003","0","64"
"3190","0","0","10","65","65","65","30","0","65","1","0","65","65","300","10","0","65","17058","9999","65","65","1","65","0","620180065","0","65","65","201800","65","1","65","0","0","65","65","200000003","0","65"
"3252","0","0","10","66","66","66","30","0","66","1","0","66","66","300","10","0","66","17089","9999","66","66","1","66","0","620180066","0","66","66","201800","66","1","66","0","0","66","66","200000003","0","66"
"3314","0","0","10","67","67","67","30","0","67","1","0","67","67","300","10","0","67","17121","9999","67","67","1","67","0","620180067","0","67","67","201800","67","1","67","0","0","67","67","200000003","0","67"
"3376","0","0","10","68","68","68","30","0","68","1","0","68","68","300","10","0","68","17153","9999","68","68","1","68","0","620180068","0","68","68","201800","68","1","68","0","0","68","68","200000003","0","68"
"3438","0","0","10","69","69","69","30","0","69","1","0","69","69","300","10","0","69","17185","9999","69","69","1","69","0","620180069","0","69","69","201800","69","1","69","0","0","69","69","200000003","0","69"
"3501","0","0","10","70","70","70","30","0","70","1","0","70","70","300","10","0","70","17217","9999","70","70","1","70","0","620180070","0","70","70","201800","70","1","70","0","0","70","70","200000003","0","70"
"3563","0","0","10","71","71","71","30","0","71","1","0","71","71","300","10","0","71","17249","9999","71","71","1","71","0","620180071","0","71","71","201800","71","1","71","0","0","71","71","200000003","0","71"
"27","0","0","10","1","1","1","30","0","1","1","0","1","1","3","10","0","1","433","4","1","1","1","1","0","620190001","0","1","1","201900","1","1","1","0","0","1","1","200000009","0","1"
