5cc7dbca28381ace4ab44135c75ef873fdc73daabfe4e3734d6a66325b1c3653,b481892aa924404566fcd7da80623daf0183708558a90a2fff68523ea328deb4,3ee91d97adc28c35772fd125efc6c71c9e1c5b73a73ceb4a00d1c3b49edea106,4f33c91895dfc35e2c6a48de28987d10a69af43db59efb4a0f0bc64518703ff8,4f9536d11dc90d590ab3ceed2730d5f8dc3b33305d560d8cb9e6794433839f5c,c6595d6169c3602fa4bab207899b3d0b83cdb3de2b133f93b9236a7fcdb89ed9,9a80f16ba6545c4f54356e2a2a3653e08bf26603a24b01a29e0ff847d8b57206,0b29d20bb77c857149730937b450b94804db65930b9149823e900ef0b0d153ed,cab8c4ac4a19180407e968f3f283c6e455d7ebc006fcce331bd6bf4dce2a269d,daf51a20150e34cebe2dc8cf9394a7bd42f44e97f7e0d5ed0431195bb5a012b5,89ea19f0205719a95cb20a0ec23af9aeea5ec6d5c64f788f19ad502e90a2840c,73310379b5ba8f6c62f45350779c649c2cf7f61d11e176cb69aab3ee8ccf5604,2eaeefe75bf564085e3a9dcee0a93aed3f6e285d343b5211ccb41bcf18ebad43,663f395300c99d0133777b80775c044b86c36847bc2f31114f66ab9db352cd05,3d84c94a6d6c8993c43eed75cf11cee5df077856f740b98f538be98781bab5f0
"99001306","1","99001306","660076201","打倒1隻魔物植物‧莫培爾培（HARD限定）","6007","1016811","0","2024/09/01 16:00:00","601","20076","0","9001","2030/04/01 14:59:59","1"
"99001307","1","99001307","660076301","打倒1隻魔物植物‧莫培爾培（VERY HARD限定）","6010","1016812","0","2024/09/01 16:00:00","601","20076","0","9001","2030/04/01 14:59:59","1"
"99001308","1","99001308","610144401","打倒1隻魔物植物‧莫培爾培（SPECIAL限定）","6011","1016813","0","2024/09/01 16:00:00","601","10168","0","9001","2030/04/01 14:59:59","1"
"99001309","1","99001309","660077101","打倒1隻捲土重來‧吉諾（NORMAL限定）","6006","1016910","0","2024/10/01 16:00:00","601","20077","0","9001","2030/04/01 14:59:59","1"
"99001310","1","99001310","660077201","打倒1隻捲土重來‧吉諾（HARD限定）","6007","1016911","0","2024/10/01 16:00:00","601","20077","0","9001","2030/04/01 14:59:59","1"
"99001311","1","99001311","660077301","打倒1隻捲土重來‧吉諾（VERY HARD限定）","6010","1016912","0","2024/10/01 16:00:00","601","20077","0","9001","2030/04/01 14:59:59","1"
"99001312","1","99001312","610146401","打倒1隻捲土重來‧吉諾（SPECIAL限定）","6011","1016913","0","2024/10/01 16:00:00","601","10169","0","9001","2030/04/01 14:59:59","1"
"99001313","1","99001313","0","閱覽所有大夢想樂園導覽","6001","15","0","2029/04/01 15:00:00","601","10169","0","0","2030/04/01 14:59:59","1"
"99001314","1","99001314","610148101","打倒1隻盛夏的發狂史萊姆（NORMAL限定）","6006","1017010","0","2024/11/01 16:00:00","601","10170","0","9001","2030/04/01 14:59:59","1"
"99001315","1","99001315","610148201","打倒1隻盛夏的發狂史萊姆（HARD限定）","6007","1017011","0","2024/11/01 16:00:00","601","10170","0","9001","2030/04/01 14:59:59","1"
"99001316","1","99001316","610148301","打倒1隻盛夏的發狂史萊姆（VERY HARD限定）","6010","1017012","0","2024/11/01 16:00:00","601","10170","0","9001","2030/04/01 14:59:59","1"
"99001317","1","99001317","610148401","打倒1隻盛夏的發狂史萊姆（SPECIAL限定）","6011","1017013","0","2024/11/01 16:00:00","601","10170","0","9001","2030/04/01 14:59:59","1"
"99001318","1","99001318","0","透過修復夏日相片復原所有相片","6001","15","0","2029/04/01 15:00:00","601","10170","0","0","2030/04/01 14:59:59","1"
"99001319","1","99001319","610150101","打倒1隻混沌生成系統（NORMAL限定）","6006","1017110","0","2024/12/01 16:00:00","601","10171","0","9001","2030/04/01 14:59:59","1"
"99001320","1","99001320","610150201","打倒1隻混沌生成系統（HARD限定）","6007","1017111","0","2024/12/01 16:00:00","601","10171","0","9001","2030/04/01 14:59:59","1"
"99001321","1","99001321","610150301","打倒1隻混沌生成系統（VERY HARD限定）","6010","1017112","0","2024/12/01 16:00:00","601","10171","0","9001","2030/04/01 14:59:59","1"
"99001322","1","99001322","610150401","打倒1隻混沌生成系統（SPECIAL限定）","6011","1017113","0","2024/12/01 16:00:00","601","10171","0","9001","2030/04/01 14:59:59","1"
"99001323","1","99001323","0","閱覽所有水都的回憶劇情","6001","15","0","2029/04/01 15:00:00","601","10171","0","0","2030/04/01 14:59:59","1"
"99001324","1","99001324","610152101","打倒1隻吞食記憶‧白島鯨（NORMAL限定）","6006","1017210","0","2025/01/01 16:00:00","601","10172","0","9001","2030/04/01 14:59:59","1"
"99001325","1","99001325","610152201","打倒1隻吞食記憶‧白島鯨（HARD限定）","6007","1017211","0","2025/01/01 16:00:00","601","10172","0","9001","2030/04/01 14:59:59","1"
"99001326","1","99001326","610152301","打倒1隻吞食記憶‧白島鯨（VERY HARD限定）","6010","1017212","0","2025/01/01 16:00:00","601","10172","0","9001","2030/04/01 14:59:59","1"
"99001327","1","99001327","610152401","打倒1隻吞食記憶‧白島鯨（SPECIAL限定）","6011","1017213","0","2025/01/01 16:00:00","601","10172","0","9001","2030/04/01 14:59:59","1"
"99001328","1","99001328","0","閱覽所有大家的廣播體操","6001","15","0","2029/04/01 15:00:00","601","10172","0","0","2030/04/01 14:59:59","1"
"99001329","1","99001329","610154101","打倒1隻惡毒巨蛇（NORMAL限定）","6006","1017310","0","2025/02/01 16:00:00","601","10173","0","9001","2030/04/01 14:59:59","1"
"99001330","1","99001330","610154201","打倒1隻惡毒巨蛇（HARD限定）","6007","1017311","0","2025/02/01 16:00:00","601","10173","0","9001","2030/04/01 14:59:59","1"
"99001331","1","99001331","610154301","打倒1隻惡毒巨蛇（VERY HARD限定）","6010","1017312","0","2025/02/01 16:00:00","601","10173","0","9001","2030/04/01 14:59:59","1"
"99001332","1","99001332","610154401","打倒1隻惡毒巨蛇（SPECIAL限定）","6011","1017313","0","2025/02/01 16:00:00","601","10173","0","9001","2030/04/01 14:59:59","1"
"99001333","1","99001333","1017601","打倒1隻超級 衝刺喬（NORMAL限定）","6006","1017610","0","2025/03/01 16:00:00","601","10176","0","9019","2030/04/01 14:59:59","1"
"99001334","1","99001334","1017602","打倒1隻超級 衝刺喬（HARD限定）","6007","1017611","0","2025/03/01 16:00:00","601","10176","0","9019","2030/04/01 14:59:59","1"
"99001335","1","99001335","1017603","打倒1隻超級 衝刺喬（VERY HARD限定）","6010","1017612","0","2025/03/01 16:00:00","601","10176","0","9019","2030/04/01 14:59:59","1"
"99001336","1","99001336","1017604","打倒1隻超級 衝刺喬（SPECIAL限定）","6011","1017613","0","2025/03/01 16:00:00","601","10176","0","9019","2030/04/01 14:59:59","1"
"99001337","1","99001337","0","在「衝突！破壞！非法坦克大戰」中，將機器的總戰力提升至10000以上","6001","15","0","2029/04/01 15:00:00","601","10156","0","0","2030/04/01 14:59:59","1"
"99001338","1","99001338","0","在「衝突！破壞！非法坦克大戰」中，從布武機那邊獲得50個零件","6001","15","0","2029/04/01 15:00:00","601","10156","0","0","2030/04/01 14:59:59","1"
"99001339","1","99001339","0","在「衝突！破壞！非法坦克大戰」中，通過冒險模式的關卡50","6001","15","0","2029/04/01 15:00:00","601","10156","0","0","2030/04/01 14:59:59","1"
"99001340","1","99001340","1017701","打倒1隻年幼鬼魂‧吐舌鬼（NORMAL限定）","6006","1017710","0","2025/04/01 16:00:00","601","10177","0","9019","2030/04/01 14:59:59","1"
"99001341","1","99001341","1017702","打倒1隻年幼鬼魂‧吐舌鬼（HARD限定）","6007","1017711","0","2025/04/01 16:00:00","601","10177","0","9019","2030/04/01 14:59:59","1"
"99001342","1","99001342","1017703","打倒1隻年幼鬼魂‧吐舌鬼（VERY HARD限定）","6010","1017712","0","2025/04/01 16:00:00","601","10177","0","9019","2030/04/01 14:59:59","1"
"99001343","1","99001343","1017704","打倒1隻年幼鬼魂‧吐舌鬼（SPECIAL限定）","6011","1017713","0","2025/04/01 16:00:00","601","10177","0","9019","2030/04/01 14:59:59","1"
"99001344","1","99001344","1017801","打倒1隻咒縛的大蛇‧梅杜希亞娜（NORMAL限定）","6006","1017810","0","2025/05/01 16:00:00","601","10178","0","9019","2030/04/01 14:59:59","1"
"99001345","1","99001345","1017802","打倒1隻咒縛的大蛇‧梅杜希亞娜（HARD限定）","6007","1017811","0","2025/05/01 16:00:00","601","10178","0","9019","2030/04/01 14:59:59","1"
"99001346","1","99001346","1017803","打倒1隻咒縛的大蛇‧梅杜希亞娜（VERY HARD限定）","6010","1017812","0","2025/05/01 16:00:00","601","10178","0","9019","2030/04/01 14:59:59","1"
"99001347","1","99001347","1017804","打倒1隻咒縛的大蛇‧梅杜希亞娜（SPECIAL限定）","6011","1017813","0","2025/05/01 16:00:00","601","10178","0","9019","2030/04/01 14:59:59","1"
