7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759
"1","travel_topdrama_r_3007_idle_D","140","30091","-75","0.8","53","1","1000004","1300910004","1"
"5","travel_topdrama_r_3007_idleF","0","30091","-50","1","60","0","300915","1300910005","15"
"5","travel_topdrama_r_3007_idleB","0","30091","-50","1","54","0","300916","1300910006","15"
"31","","-57","30091","1","1","3","","300900","1300910007","300900"
"5","normal","0","30091","-87","1","110","0","0","1300910008","0"
"3","","","30091","","0.2","1","","travel_topdrama_r_3007_idle_A","1300910009","1000001"
"3","","","30091","","0.2","1","","travel_topdrama_r_3007_idle_B","1300910010","1000002"
"3","","","30091","","0.2","1","","travel_topdrama_r_3007_idle_C","1300910011","1000003"
"3","","","30091","","0.2","1","","travel_topdrama_r_3007_idle_D","1300910012","1000004"
"91","","","30091","","","","","0","1300910013","0"
"3","","","30091","","0.2","0","","travel_topdrama_r_3007_idleF","1300910014","300915"
"91","","","30091","","","","","0","1300910015","0"
"101","","","30091","","","","","","1300910016","1300910013"
"3","","","30091","","","0","","none","1300910017","0"
"91","","","30091","","","","","","1300910018","0"
"31","","-50","30092","1","0","3","","300901","1300920001","300901"
"91","","d","30092","","","","","","1300920002","0"
"23","","","30092","","","0","","se_travel_top_geyser_rumble","1300920003","se_travel_top"
"3","","","30092","","0","0","","travel_topdrama_r_3007_geyserF","1300920004","300915"
"3","","","30092","","0","0","","travel_topdrama_r_3007_geyserB","1300920005","300916"
"93","","","30092","","","","","0","1300920006","0.33"
"3","","","30092","","0.2","0","","travel_topdrama_r_3007_geyser_A","1300920007","1000001"
"3","","","30092","","0.2","0","","travel_topdrama_r_3007_geyser_B","1300920008","1000002"
"3","","","30092","","0.2","0","","travel_topdrama_r_3007_geyser_C","1300920009","1000003"
"3","","","30092","","0.2","0","","travel_topdrama_r_3007_geyser_D","1300920010","1000004"
"93","","","30092","","","","","0","1300920011","2.66"
"32","","","30092","","","","","0","1300920012","300900"
"32","","","30092","","","","","1","1300920013","300901"
"23","","","30092","","","0","","se_travel_top_geyser_splash","1300920014","se_travel_top"
"93","","","30092","","","","","0","1300920015","1.86"
"23","","","30092","","","0","","se_travel_top_geyser_splash_rare","1300920016","se_travel_top"
"93","","","30092","","","","","0","1300920017","1.14"
"111","","","30092","","","","","","1300920018",""
"91","","","30092","","","","","","1300920019","0"
"1","travel_topdrama_r_4001_idle_A","25","40011","-55","0.8","50","0","1000001","1400110001","1"
"1","travel_topdrama_r_4001_idle_B","-25","40011","-65","0.8","51","0","1000002","1400110002","1"
"5","normal","0","40011","-75","1","55","0","0","1400110003","0"
"91","","","40011","","","","","0","1400110004","0"
"3","","","40011","","0.2","1","0","travel_topdrama_r_4001_idle_A","1400110005","1000001"
"3","","","40011","","0.2","1","0","travel_topdrama_r_4001_idle_B","1400110006","1000002"
"91","","","40011","","","","","0","1400110007","0"
"101","","","40011","","","","","","1400110008","1400110005"
"91","","","40011","","","","","0","1400110009","0"
"1","travel_topdrama_r_4000_idle","-390","40012","-75","1.46","49","0","1000001","1400120001","1"
"1","travel_topdrama_r_4000_idle","-510","40012","-100","1.46","50","0","1000002","1400120002","1"
"5","disappear","0","40012","-150","0.6","55","1","6","1400120003","6"
"31","","0","40012","1","1","0","","400100","1400120004","400100"
"31","","0","40012","1","1","0","","400101","1400120005","400101"
"31","","0","40012","1","0","0","","400102","1400120006","400102"
"31","","0","40012","1","0","0","","400103","1400120007","400103"
"31","","190","40012","1","0","140","","400104","1400120008","400104"
"31","","0","40012","1","0","0","","400105","1400120009","400105"
"31","","0","40012","1","0","0","","400001","1400120010","400001"
"91","","","40012","","","","","0","1400120011","0"
"32","","","40012","","","","","1","1400120012","400001"
"23","","","40012","","","0","","se_travel_top_yamagami_foot","1400120013","se_travel_top"
"3","","","40012","","0.2","1","","travel_topdrama_r_4001_A_01","1400120014","1000001"
"2","","2.3","40012","","","-75","","60","1400120015","1000001"
"3","","","40012","","0.2","1","","travel_topdrama_r_4001_B_01","1400120016","1000002"
"2","","2.3","40012","","","-100","","-60","1400120017","1000002"
"93","","","40012","","","","","0","1400120018","2"
"23","","","40012","","","0","","se_travel_top_yamagami_rumble","1400120019","se_travel_top"
"122","","","40012","","","1.3","","5","1400120020","5"
"93","","","40012","","","","","0","1400120021","0.3"
"122","","","40012","","","2.5","","7.5","1400120022","7.5"
"23","","","40012","","","0","","se_travel_top_yamagami_emote_common","1400120023","se_travel_top"
"3","","","40012","","0.2","0","","travel_topdrama_r_4001_A_02","1400120024","1000001"
"12","","0","40012","0","","0.3","","3","1400120025","1000001"
"93","","","40012","","","","","0","1400120026","0.1"
"3","","","40012","","0.2","0","","travel_topdrama_r_4001_B_02","1400120027","1000002"
"12","","0","40012","0","","0.2","","3","1400120028","1000002"
"93","","","40012","","","","","0","1400120029","0.6"
"122","","","40012","","","4","","10","1400120030","10"
"3","","disappear","40012","","0","0","","run","1400120031","6"
"32","","","40012","","","","","1","1400120032","400102"
"32","","","40012","","","","","1","1400120033","400103"
"93","","","40012","","","","","0","1400120034","0.5"
"23","","","40012","","","0","","se_travel_top_yamagami_passaway","1400120035","se_travel_top"
"93","","","40012","","","","","0","1400120036","0.2"
"23","","","40012","","","0","","se_travel_top_yamagami_pass_wind","1400120037","se_travel_top"
"93","","","40012","","","","","0","1400120038","0.2"
"23","","","40012","","","0","","se_travel_top_yamagami_rumble2","1400120039","se_travel_top"
"23","","","40012","","","0","","se_travel_top_yamagami_rolling","1400120040","se_travel_top"
"32","","","40012","","","","","1","1400120041","400104"
"3","","","40012","","0.2","0","","travel_topdrama_r_4001_B_03","1400120042","1000002"
"93","","","40012","","","","","0","1400120043","0.1"
"3","","","40012","","0.2","0","","travel_topdrama_r_4001_A_03","1400120044","1000001"
"93","","","40012","","","","","0","1400120045","1.75"
"32","","","40012","","","","","1","1400120046","400105"
"93","","","40012","","","","","0","1400120047","0.2"
"23","","","40012","","","0","","se_travel_top_yamagami_drop_box","1400120048","se_travel_top"
"93","","","40012","","","","","0","1400120049","1.55"
"111","","","40012","","","","","","1400120050",""
"91","","","40012","","","","","","1400120051","0"
"1","travel_topdrama_r_4001_idle_A","25","40021","-55","0.8","50","0","1000001","1400210001","1"
"1","travel_topdrama_r_4001_idle_B","-25","40021","-65","0.8","51","0","1000002","1400210002","1"
"5","normal","0","40021","-75","1","55","0","0","1400210003","0"
"91","","","40021","","","","","0","1400210004","0"
"3","","","40021","","0.2","1","0","travel_topdrama_r_4001_idle_A","1400210005","1000001"
"3","","","40021","","0.2","1","0","travel_topdrama_r_4001_idle_B","1400210006","1000002"
"91","","","40021","","","","","0","1400210007","0"
"101","","","40021","","","","","","1400210008","1400210005"
"91","","","40021","","","","","0","1400210009","0"
"1","travel_topdrama_r_4000_idle","-390","40022","-75","1.46","49","0","1000001","1400220001","1"
"1","travel_topdrama_r_4000_idle","-510","40022","-100","1.46","50","0","1000002","1400220002","1"
"5","disappear","0","40022","-150","0.6","55","1","6","1400220003","6"
"31","","0","40022","1","1","0","","400200","1400220004","400200"
"31","","0","40022","1","1","0","","400201","1400220005","400201"
"31","","0","40022","1","0","0","","400202","1400220006","400202"
"31","","0","40022","1","0","0","","400203","1400220007","400203"
"31","","190","40022","1","0","140","","400204","1400220008","400204"
"31","","0","40022","1","0","0","","400205","1400220009","400205"
"31","","0","40022","1","0","0","","400002","1400220010","400002"
"91","","","40022","","","","","0","1400220011","0"
"32","","","40022","","","","","1","1400220012","400002"
"23","","","40022","","","0","","se_travel_top_yamagami_foot","1400220013","se_travel_top"
"3","","","40022","","0.2","1","","travel_topdrama_r_4001_A_01","1400220014","1000001"
"2","","2.3","40022","","","-75","","60","1400220015","1000001"
"3","","","40022","","0.2","1","","travel_topdrama_r_4001_B_01","1400220016","1000002"
"2","","2.3","40022","","","-100","","-60","1400220017","1000002"
"93","","","40022","","","","","0","1400220018","2"
"23","","","40022","","","0","","se_travel_top_yamagami_rumble","1400220019","se_travel_top"
"122","","","40022","","","1.3","","5","1400220020","5"
"93","","","40022","","","","","0","1400220021","0.3"
"122","","","40022","","","2.5","","7.5","1400220022","7.5"
"23","","","40022","","","0","","se_travel_top_yamagami_emote_common","1400220023","se_travel_top"
"3","","","40022","","0.2","0","","travel_topdrama_r_4001_A_02","1400220024","1000001"
"12","","0","40022","0","","0.3","","3","1400220025","1000001"
"93","","","40022","","","","","0","1400220026","0.1"
"3","","","40022","","0.2","0","","travel_topdrama_r_4001_B_02","1400220027","1000002"
"12","","0","40022","0","","0.2","","3","1400220028","1000002"
"93","","","40022","","","","","0","1400220029","0.6"
"122","","","40022","","","4","","10","1400220030","10"
"3","","disappear","40022","","0","0","","run","1400220031","6"
"32","","","40022","","","","","1","1400220032","400202"
"32","","","40022","","","","","1","1400220033","400203"
"93","","","40022","","","","","0","1400220034","0.5"
"23","","","40022","","","0","","se_travel_top_yamagami_passaway","1400220035","se_travel_top"
"93","","","40022","","","","","0","1400220036","0.2"
"23","","","40022","","","0","","se_travel_top_yamagami_pass_wind","1400220037","se_travel_top"
"93","","","40022","","","","","0","1400220038","0.2"
"23","","","40022","","","0","","se_travel_top_yamagami_rumble2","1400220039","se_travel_top"
"23","","","40022","","","0","","se_travel_top_yamagami_rolling","1400220040","se_travel_top"
"32","","","40022","","","","","1","1400220041","400204"
"3","","","40022","","0.2","0","","travel_topdrama_r_4001_B_03","1400220042","1000002"
"93","","","40022","","","","","0","1400220043","0.1"
"3","","","40022","","0.2","0","","travel_topdrama_r_4001_A_03","1400220044","1000001"
"93","","","40022","","","","","0","1400220045","1.75"
"32","","","40022","","","","","1","1400220046","400205"
"93","","","40022","","","","","0","1400220047","0.2"
"23","","","40022","","","0","","se_travel_top_yamagami_drop_box","1400220048","se_travel_top"
"23","","","40022","","","0","","se_travel_top_yamagami_drop_silverbox","1400220049","se_travel_top"
"93","","","40022","","","","","0","1400220050","1.55"
"111","","","40022","","","","","","1400220051",""
"91","","","40022","","","","","","1400220052","0"
"5","idle","0","40051","-23","0.3","50","0","5","1400510001","5"
"5","normal","0","40051","-43","1","55","0","0","1400510002","0"
"91","","","40051","","","","","0","1400510003","0"
"3","","","40051","","0","1","0","idle","1400510004","5"
"91","","","40051","","","","","0","1400510005","0"
"101","","","40051","","","","","","1400510006","1400510004"
"91","","","40051","","","","","0","1400510007","0"
"1","travel_topdrama_r_4000_idle","-640","40052","-110","1.46","50","0","1000001","1400520001","1"
"5","disappear","210","40052","-110","0.4","50","0","5","1400520002","5"
"31","","0","40052","1","1","0","","400500","1400520003","400500"
"31","","-100","40052","1","0","0","","400501","1400520004","400501"
"31","","-100","40052","1","0","0","","400502","1400520005","400502"
"31","","0","40052","1","0","0","","400503","1400520006","400503"
"31","","0","40052","1","0","0","","400504","1400520007","400504"
"31","","0","40052","1","0","0","","400505","1400520008","400505"
"31","","0","40052","1","0","0","","400506","1400520009","400506"
"31","","0","40052","1","0","0","","400507","1400520010","400507"
"31","","0","40052","1","0","0","","400508","1400520011","400508"
"31","","0","40052","1","0","0","","400509","1400520012","400509"
"31","","-70","40052","1","1","400","","400510","1400520013","400510"
"31","","0","40052","1","0","0","","400005","1400520014","400005"
"91","","","40052","","","","","0","1400520015","0"
"32","","","40052","","","","","1","1400520016","400005"
"23","","","40052","","","0","","se_travel_top_pitfall_foot1","1400520017","se_travel_top"
"3","","","40052","","0.2","1","","travel_topdrama_r_4000_run_normal","1400520018","1000001"
"2","","1","40052","","","-110","","-300","1400520019","1000001"
"93","","","40052","","","","","0","1400520020","1"
"23","","","40052","","","0","","se_travel_top_pitfall_emote_note","1400520021","se_travel_top"
"3","","travel_topdrama_r_4000_idle_surprise1","40052","1","0.2","0","0.2","travel_topdrama_r_4000_surprise","1400520022","1000001"
"12","","0","40052","0","","0.3","","10","1400520023","1000001"
"93","","","40052","","","","","0","1400520024","1.2"
"23","","","40052","","","0","","se_travel_top_pitfall_foot2","1400520025","se_travel_top"
"3","","","40052","","0.2","1","","travel_topdrama_r_4000_run_joy","1400520026","1000001"
"2","","0.8","40052","","","-110","","0","1400520027","1000001"
"93","","","40052","","","","","0","1400520028","0.8"
"23","","","40052","","","0","","se_travel_top_pitfall_open_hole","1400520029","se_travel_top"
"32","","","40052","","","","","1","1400520030","400501"
"32","","","40052","","","","","1","1400520031","400502"
"3","","","40052","","0","1","","travel_topdrama_r_4005_fall1","1400520032","1000001"
"93","","","40052","","","","","0","1400520033","0.3"
"23","","","40052","","","0","","se_travel_top_pitfall_panic","1400520034","se_travel_top"
"32","","","40052","","","","","1","1400520035","400505"
"93","","","40052","","","","","0","1400520036","1"
"23","","","40052","","","0","","se_travel_top_pitfall_fall","1400520037","se_travel_top"
"3","","","40052","","0","0","","travel_topdrama_r_4005_fall2","1400520038","1000001"
"32","","","40052","","","","","1","1400520039","400506"
"32","","","40052","","","","","1","1400520040","400507"
"93","","","40052","","","","","0","1400520041","0.3"
"23","","","40052","","","0","","se_travel_top_pitfall_drillmall1","1400520042","se_travel_top"
"3","","","40052","","0","0","","appear","1400520043","5"
"93","","","40052","","","","","0","1400520044","0.3"
"23","","","40052","","","0","","se_travel_top_pitfall_drillmall2","1400520045","se_travel_top"
"93","","","40052","","","","","0","1400520046","0.7"
"23","","","40052","","","0","","se_travel_top_pitfall_wipe","1400520047","se_travel_top"
"32","","","40052","","","","","1","1400520048","400503"
"93","","","40052","","","","","0","1400520049","0.2"
"3","","","40052","","0","1","","travel_topdrama_r_4005_fall3","1400520050","1000001"
"2","","0.01","40052","","","-60","","-200","1400520051","1000001"
"3","","","40052","","0","0","","disappear","1400520052","5"
"33","","0.01","40052","","","-10","","200","1400520053","400510"
"32","","","40052","","","","","0","1400520054","400501"
"32","","","40052","","","","","0","1400520055","400502"
"32","","","40052","","","","","1","1400520056","400504"
"32","","","40052","","","","","0","1400520057","400507"
"93","","","40052","","","","","0","1400520058","0.2"
"32","","","40052","","","","","1","1400520059","400508"
"32","","","40052","","","","","1","1400520060","400509"
"3","","","40052","","0.2","0","","travel_topdrama_r_4005_fall4","1400520061","1000001"
"93","","","40052","","","","","0","1400520062","0.1"
"23","","","40052","","","0","","se_travel_top_pitfall_bodyfall","1400520063","se_travel_top"
"93","","","40052","","","","","0","1400520064","0.9"
"23","","","40052","","","0","","se_travel_top_pitfall_lookig_around","1400520065","se_travel_top"
"93","","","40052","","","","","0","1400520066","1.3"
"23","","","40052","","","0","","se_travel_top_pitfall_emote_notice","1400520067","se_travel_top"
"12","","0","40052","0","20","0.01","","4","1400520068","1000001"
"91","","","40052","","","","","","1400520069","1400520061"
"23","","","40052","","","0","","se_travel_top_pitfall_emote_joy","1400520070","se_travel_top"
"3","","","40052","","0.2","0","","travel_topdrama_r_4005_guts","1400520071","1000001"
"93","","","40052","","","","","0","1400520072","1"
"111","","","40052","","","","","","1400520073",""
"91","","","40052","","","","","","1400520074","0"
"5","idle","0","40061","-23","0.3","50","0","5","1400610001","5"
"5","normal","0","40061","-43","1","55","0","0","1400610002","0"
"91","","","40061","","","","","0","1400610003","0"
"3","","","40061","","0","1","0","idle","1400610004","5"
"91","","","40061","","","","","0","1400610005","0"
"101","","","40061","","","","","","1400610006","1400610004"
"91","","","40061","","","","","0","1400610007","0"
"1","travel_topdrama_r_4000_idle","-640","40062","-110","1.46","50","0","1000001","1400620001","1"
"5","disappear","210","40062","-110","0.4","50","0","5","1400620002","5"
"31","","0","40062","1","1","0","","400600","1400620003","400600"
"31","","-100","40062","1","0","0","","400601","1400620004","400601"
"31","","-100","40062","1","0","0","","400602","1400620005","400602"
"31","","0","40062","1","0","0","","400603","1400620006","400603"
"31","","0","40062","1","0","0","","400604","1400620007","400604"
"31","","0","40062","1","0","0","","400605","1400620008","400605"
"31","","0","40062","1","0","0","","400606","1400620009","400606"
"31","","0","40062","1","0","0","","400607","1400620010","400607"
"31","","0","40062","1","0","0","","400608","1400620011","400608"
"31","","0","40062","1","0","0","","400609","1400620012","400609"
"31","","-70","40062","1","1","400","","400610","1400620013","400610"
"31","","-10","40062","1","0","200","","400611","1400620014","400611"
"31","","0","40062","1","0","0","","400006","1400620015","400006"
"91","","","40062","","","","","0","1400620016","0"
"32","","","40062","","","","","1","1400620017","400006"
"23","","","40062","","","0","","se_travel_top_pitfall_foot1","1400620018","se_travel_top"
"3","","","40062","","0.2","1","","travel_topdrama_r_4000_run_normal","1400620019","1000001"
"2","","1","40062","","","-110","","-300","1400620020","1000001"
"93","","","40062","","","","","0","1400620021","1"
"23","","","40062","","","0","","se_travel_top_pitfall_emote_note","1400620022","se_travel_top"
"3","","travel_topdrama_r_4000_idle_surprise1","40062","1","0.2","0","0.2","travel_topdrama_r_4000_surprise","1400620023","1000001"
"12","","0","40062","0","","0.3","","10","1400620024","1000001"
"93","","","40062","","","","","0","1400620025","1.2"
"23","","","40062","","","0","","se_travel_top_pitfall_foot2","1400620026","se_travel_top"
"3","","","40062","","0.2","1","","travel_topdrama_r_4000_run_joy","1400620027","1000001"
"2","","0.8","40062","","","-110","","0","1400620028","1000001"
"93","","","40062","","","","","0","1400620029","0.8"
"23","","","40062","","","0","","se_travel_top_pitfall_open_hole","1400620030","se_travel_top"
"32","","","40062","","","","","1","1400620031","400601"
"32","","","40062","","","","","1","1400620032","400602"
"3","","","40062","","0","1","","travel_topdrama_r_4005_fall1","1400620033","1000001"
"93","","","40062","","","","","0","1400620034","0.3"
"23","","","40062","","","0","","se_travel_top_pitfall_panic","1400620035","se_travel_top"
"32","","","40062","","","","","1","1400620036","400605"
"93","","","40062","","","","","0","1400620037","1"
"23","","","40062","","","0","","se_travel_top_pitfall_fall","1400620038","se_travel_top"
"3","","","40062","","0","0","","travel_topdrama_r_4005_fall2","1400620039","1000001"
"32","","","40062","","","","","1","1400620040","400606"
"32","","","40062","","","","","1","1400620041","400607"
"93","","","40062","","","","","0","1400620042","0.3"
"23","","","40062","","","0","","se_travel_top_pitfall_drillmall1","1400620043","se_travel_top"
"3","","","40062","","0","0","","appear","1400620044","5"
"93","","","40062","","","","","0","1400620045","0.3"
"23","","","40062","","","0","","se_travel_top_pitfall_drillmall2","1400620046","se_travel_top"
"93","","","40062","","","","","0","1400620047","0.7"
"23","","","40062","","","0","","se_travel_top_pitfall_wipe","1400620048","se_travel_top"
"32","","","40062","","","","","1","1400620049","400603"
"93","","","40062","","","","","0","1400620050","0.2"
"3","","","40062","","0","1","","travel_topdrama_r_4005_fall3","1400620051","1000001"
"2","","0.01","40062","","","-60","","-200","1400620052","1000001"
"3","","","40062","","0","0","","disappear","1400620053","5"
"32","","","40062","","","","","0","1400620054","400610"
"32","","","40062","","","","","1","1400620055","400611"
"32","","","40062","","","","","0","1400620056","400601"
"32","","","40062","","","","","0","1400620057","400602"
"32","","","40062","","","","","1","1400620058","400604"
"32","","","40062","","","","","0","1400620059","400607"
"93","","","40062","","","","","0","1400620060","0.2"
"32","","","40062","","","","","1","1400620061","400608"
"32","","","40062","","","","","1","1400620062","400609"
"3","","","40062","","0.2","0","","travel_topdrama_r_4005_fall4","1400620063","1000001"
"93","","","40062","","","","","0","1400620064","0.1"
"23","","","40062","","","0","","se_travel_top_pitfall_bodyfall","1400620065","se_travel_top"
"93","","","40062","","","","","0","1400620066","0.9"
"23","","","40062","","","0","","se_travel_top_pitfall_lookig_around","1400620067","se_travel_top"
"93","","","40062","","","","","0","1400620068","1.3"
"23","","","40062","","","0","","se_travel_top_pitfall_emote_notice","1400620069","se_travel_top"
"12","","0","40062","0","20","0.01","","4","1400620070","1000001"
"91","","","40062","","","","","","1400620071","1400620063"
"23","","","40062","","","0","","se_travel_top_pitfall_emote_joy","1400620072","se_travel_top"
"3","","","40062","","0.2","0","","travel_topdrama_r_4005_guts","1400620073","1000001"
"93","","","40062","","","","","0","1400620074","1"
"111","","","40062","","","","","","1400620075",""
"91","","","40062","","","","","","1400620076","0"
"5","idle","0","40071","-113","0.3","50","1","9","1400710001","9"
"5","rare","0","40071","-83","1","55","0","0","1400710002","0"
"91","","","40071","","","","","0","1400710003","0"
"3","","","40071","","0","1","","idle","1400710004","9"
"91","","","40071","","","","","0","1400710005","0"
"101","","","40071","","","","","","1400710006","1400710004"
"91","","","40071","","","","","0","1400710007","0"
"1","travel_topdrama_r_4000_idle_normal","-400","40072","-150","1.46","51","0","1000001","1400720001","1"
"5","disappear","0","40072","-250","1","50","1","9","1400720002","9"
"5","disappear","0","40072","-250","1","53","1","16","1400720003","16"
"31","","0","40072","1","1","0","","400700","1400720004","400700"
"31","","0","40072","1","1","0","","400701","1400720005","400701"
"31","","0","40072","1","0","0","","400702","1400720006","400702"
"31","","0","40072","1","0","0","","400703","1400720007","400703"
"31","","0","40072","1","0","0","","400704","1400720008","400704"
"31","","0","40072","1","0","0","","400705","1400720009","400705"
"31","","0","40072","1","1","0","","400720","1400720010","400720"
"31","","0","40072","1","0","0","","400721","1400720011","400721"
"31","","0","40072","1","0","0","","400722","1400720012","400722"
"31","","0","40072","1","0","0","","400723","1400720013","400723"
"31","","0","40072","1","0","0","","400724","1400720014","400724"
"31","","0","40072","1","0","0","","400730","1400720015","400730"
"31","","0","40072","1","0","0","","400740","1400720016","400740"
"31","","0","40072","1","0","0","","400741","1400720017","400741"
"31","","0","40072","1","0","0","","400742","1400720018","400742"
"31","","0","40072","1","0","0","","400743","1400720019","400743"
"31","","0","40072","1","0","0","","400744","1400720020","400744"
"31","","0","40072","1","0","0","","400750","1400720021","400750"
"31","","0","40072","1","0","0","","400751","1400720022","400751"
"31","","0","40072","1","0","0","","400752","1400720023","400752"
"31","","0","40072","1","0","0","","400753","1400720024","400753"
"31","","0","40072","1","0","0","","400754","1400720025","400754"
"31","","0","40072","1","0","0","","400780","1400720026","400780"
"31","","0","40072","1","0","0","","400781","1400720027","400781"
"31","","0","40072","1","0","0","","400790","1400720028","400790"
"31","","0","40072","1","0","0","","400007","1400720029","400007"
"91","","","40072","","","","","0","1400720030","0"
"93","","","40072","","","","","0","1400720031","0"
"32","","","40072","","","","","1","1400720032","400007"
"23","","","40072","","","0","","se_travel_top_ziz_foot","1400720033","se_travel_top"
"3","","","40072","","0.2","0","","travel_topdrama_r_4007_walk_to_surprise","1400720034","1000001"
"2","","1.8","40072","","","-150","","-100","1400720035","1000001"
"93","","","40072","","","","","0","1400720036","1"
"23","","","40072","","","0","","se_travel_top_ziz_approach","1400720037","se_travel_top"
"93","","","40072","","","","","0","1400720038","0.6"
"23","","","40072","","","0","","se_travel_top_ziz_emote_notice","1400720039","se_travel_top"
"12","","0","40072","0","","0.5","","4","1400720040","1000001"
"93","","","40072","","","","","0","1400720041","1.2"
"122","","","40072","","","1","","3","1400720042","3"
"93","","","40072","","","","","0","1400720043","0.3"
"23","","","40072","","","0","","se_travel_top_ziz_surprise","1400720044","se_travel_top"
"32","","","40072","","","","","1","1400720045","400722"
"93","","","40072","","","","","0","1400720046","0.2"
"122","","","40072","","","1","","5","1400720047","5"
"93","","","40072","","","","","0","1400720048","0.5"
"23","","","40072","","","0","","se_travel_top_ziz_whoosh","1400720049","se_travel_top"
"122","","","40072","","","1","","10","1400720050","10"
"93","","","40072","","","","","0","1400720051","0.25"
"32","","","40072","","","","","1","1400720052","400723"
"93","","","40072","","","","","0","1400720053","0.05"
"32","","","40072","","","","","0","1400720054","400700"
"32","","","40072","","","","","0","1400720055","400701"
"23","","","40072","","","0","","se_travel_top_ziz_hit","1400720056","se_travel_top"
"32","","","40072","","","","","1","1400720057","400721"
"93","","","40072","","","","","0","1400720058","0.1"
"32","","","40072","","","","","1","1400720059","400702"
"23","","","40072","","","1","","se_travel_top_ziz_wing","1400720060","se_travel_top"
"3","","","40072","","0.2","1","","travel_topdrama_r_4007_grab","1400720061","1000001"
"2","","0.01","40072","","","-200","","0","1400720062","1000001"
"3","","","40072","","0.2","1","","idle","1400720063","9"
"3","","","40072","","0.2","1","","idle","1400720064","16"
"93","","","40072","","","","","0","1400720065","0.2"
"32","","","40072","","","","","0","1400720066","400720"
"32","","","40072","","","","","0","1400720067","400721"
"32","","","40072","","","","","0","1400720068","400722"
"93","","","40072","","","","","0","1400720069","2"
"32","","","40072","","","","","1","1400720070","400790"
"103","","","40072","","","0","","1400720073","1400720071","掙扎逃跑"
"103","","","40072","","","0","","1400720075","1400720072","乖乖就範"
"102","","","40072","","","","","0","1400720073","1"
"101","","","40072","","","","","","1400720074","1400720077"
"102","","","40072","","","","","0","1400720075","2"
"101","","","40072","","","","","","1400720076","1400720077"
"91","","","40072","","","","","","1400720077","0"
"93","","","40073","","","","","0","1400730001","0"
"24","","","40073","","","","","0.2","1400730002","se_travel_top_ziz_wing"
"32","","","40073","","","","","0","1400730003","400790"
"23","","","40073","","","0","","se_travel_top_ziz_panic","1400730004","se_travel_top"
"32","","","40073","","","","","1","1400730005","400724"
"3","","","40073","","0.2","0","","travel_topdrama_r_4007_fall1","1400730006","1000001"
"3","","","40073","","0.2","0","","fall","1400730007","9"
"3","","","40073","","0.2","0","","fall","1400730008","16"
"93","","","40073","","","","","0","1400730009","1.8"
"23","","","40073","","","0","","se_travel_top_ziz_cry","1400730010","se_travel_top"
"23","","","40073","","","0","","se_travel_top_ziz_fall","1400730011","se_travel_top"
"93","","","40073","","","","","0","1400730012","1"
"32","","","40073","","","","","1","1400730013","400740"
"93","","","40073","","","","","0","1400730014","0.2"
"3","","","40073","","0","0","","travel_topdrama_r_4007_fall2","1400730015","1000001"
"2","","0.01","40073","","","-180","","-200","1400730016","1000001"
"3","","","40073","","0","0","","disappear","1400730017","9"
"3","","","40073","","0","0","","disappear","1400730018","16"
"32","","","40073","","","","","0","1400730019","400702"
"32","","","40073","","","","","1","1400730020","400704"
"32","","","40073","","","","","1","1400730021","400705"
"32","","","40073","","","","","0","1400730022","400724"
"32","","","40073","","","","","1","1400730023","400750"
"32","","","40073","","","","","1","1400730024","400751"
"32","","","40073","","","","","1","1400730025","400753"
"93","","","40073","","","","","0","1400730026","0.3"
"23","","","40073","","","0","","se_travel_top_ziz_drop2","1400730027","se_travel_top"
"93","","","40073","","","","","0","1400730028","0.3"
"32","","","40073","","","","","1","1400730029","400741"
"32","","","40073","","","","","1","1400730030","400742"
"32","","","40073","","","","","1","1400730031","400752"
"3","","","40073","","0.2","0","","travel_topdrama_r_4007_fall3","1400730032","1000001"
"93","","","40073","","","","","0","1400730033","0.3"
"23","","","40073","","","0","","se_travel_top_ziz_drop3","1400730034","se_travel_top"
"93","","","40073","","","","","0","1400730035","0.6"
"23","","","40073","","","0","","se_travel_top_ziz_look_around","1400730036","se_travel_top"
"91","","","40073","","","","","","1400730037","1400730032"
"3","","","40073","","0","0","","travel_topdrama_r_4007_fall4_hit","1400730038","1000001"
"93","","","40073","","","","","0","1400730039","0.5"
"23","","","40073","","","0","","se_travel_top_ziz_joy2","1400730040","se_travel_top"
"12","","0","40073","0","","0.5","","10","1400730041","1000001"
"93","","","40073","","","","","0","1400730042","1.5"
"111","","","40073","","","","","","1400730043",""
"91","","","40073","","","","","","1400730044","0"
