c1654e28e3f4944c01bb3d588523213a3eb3c96947722c7958e2715cbf72f631,d12bbff886227b83eb4c41de81dfa06d6ae6b78d17525c76a60fede87c039316,afabd234a7b82f75a7b505d3410c99b37495b21df50d462e5298e9104a4f3664,3a513b33e31371cc54c3c85dc1a582eea566c729104a1ec52c57cf90ccdfd9b6,347c299ebd0246d2d3d1db73ef1ddb50686a07585933c7e39fed0056bd6efd88,056245e4753475fb585aee3b6c51a8110b7f3d532311d11103dad581c8454573,ce967781fffbde7a53d2014f7fbe2cc70938029d29e014a47e619260c8007f22,891e5248aecb85590674c34f3af1fb87cc1be5dbaade17c6aab1a4b65a1a43a5,4b6fd8f11009a812d1fbc119e19e2ebd8bce03e53ab528718fb002ca78feb83d,bd918a12986cbf6d12c1e9f69ebf1f1dd2da494ef5e3494a3636627b304b5f5f,c3a737a97be769a279b31b6aecaa7943ff13b60e421dda1f64b2a70d99f4e058,d54f2bee5d2956c10153ece864df9f0fc5584b4983cea126e71367983c12915b
"120301","10105011","4","5078428","2023/03/26 15:59:59","0","5078004","10105","1003","1","0","2023/03/19 16:00:00"
"119001","10105012","1010503","5078442","2023/03/26 15:59:59","1","0","10105","1002","0","0","2023/03/19 16:00:00"
"119001","10105013","10","5078443","2023/03/26 15:59:59","0","5078006","10105","1001","1","0","2023/03/19 16:00:00"
"119101","10105014","20","5078444","2023/03/26 15:59:59","0","5078006","10105","1001","1","0","2023/03/19 16:00:00"
"120001","10105015","30","5078445","2023/03/26 15:59:59","0","5078006","10105","1001","1","0","2023/03/19 16:00:00"
"119001","10105016","2","5078446","2023/03/26 15:59:59","0","5078006","10105","1003","1","0","2023/03/19 16:00:00"
"119101","10105017","3","5078447","2023/03/26 15:59:59","0","5078006","10105","1003","1","0","2023/03/19 16:00:00"
"120001","10105018","4","5078448","2023/03/26 15:59:59","0","5078006","10105","1003","1","0","2023/03/19 16:00:00"
"119001","10105019","5","5078449","2023/03/26 15:59:59","0","5078006","10105","1003","1","0","2023/03/19 16:00:00"
"119101","10105020","6","5078450","2023/03/26 15:59:59","0","5078006","10105","1003","1","0","2023/03/19 16:00:00"
"119001","10105021","8","5078451","2023/03/26 15:59:59","0","5078006","10105","1003","1","0","2023/03/19 16:00:00"
"124101","10106001","124101","5106401","2023/02/23 15:59:59","0","0","10106","1004","0","0","2023/02/16 16:00:00"
"104701","10106002","1010603","5106402","2023/04/15 15:59:59","1","0","10106","1002","0","0","2023/03/19 16:00:00"
"124201","10106003","1010603","5106422","2023/04/15 15:59:59","1","5106003","10106","1002","1","0","2023/04/01 16:00:00"
"102201","10106004","2","5106406","2023/04/15 15:59:59","0","0","10106","1003","0","0","2023/04/01 16:00:00"
"124101","10106005","2","5106426","2023/04/15 15:59:59","0","5106003","10106","1003","1","0","2023/04/01 16:00:00"
"124001","10106006","4","5106407","2023/04/15 15:59:59","0","5106003","10106","1003","1","0","2023/04/01 16:00:00"
"124201","10106007","7","5106408","2023/04/15 15:59:59","0","5106003","10106","1003","1","0","2023/04/01 16:00:00"
"124201","10106008","10","5106409","2023/04/15 15:59:59","0","5106003","10106","1003","1","0","2023/04/01 16:00:00"
"124101","10106009","13","5106410","2023/04/15 15:59:59","0","5106003","10106","1003","1","0","2023/04/01 16:00:00"
"124201","10106010","15","5106411","2023/04/15 15:59:59","0","5106003","10106","1003","1","0","2023/04/01 16:00:00"
"119201","10107001","119201","5080401","2023/04/24 15:59:59","0","0","10107","1004","0","0","2023/04/17 16:00:00"
"103301","10107002","1010703","5080402","2023/04/24 15:59:59","1","0","10107","1002","0","0","2023/04/17 16:00:00"
"103301","10107003","10","5080403","2023/04/24 15:59:59","0","0","10107","1001","0","0","2023/04/17 16:00:00"
"101101","10107004","20","5080404","2023/04/24 15:59:59","0","0","10107","1001","0","0","2023/04/17 16:00:00"
"100701","10107005","30","5080405","2023/04/24 15:59:59","0","0","10107","1001","0","0","2023/04/17 16:00:00"
"100701","10107006","2","5080406","2023/04/24 15:59:59","0","0","10107","1003","0","0","2023/04/17 16:00:00"
"103301","10107007","4","5080408","2023/04/24 15:59:59","0","0","10107","1003","0","0","2023/04/17 16:00:00"
"100701","10107008","6","5080410","2023/04/24 15:59:59","0","0","10107","1003","0","0","2023/04/17 16:00:00"
"100701","10107009","8","5080411","2023/04/24 15:59:59","0","0","10107","1003","0","0","2023/04/17 16:00:00"
"101101","10107010","3","5080407","2023/04/24 15:59:59","0","5080001","10107","1003","1","0","2023/04/17 16:00:00"
"101101","10107011","5","5080409","2023/04/24 15:59:59","0","5080001","10107","1003","1","0","2023/04/17 16:00:00"
"119201","10107012","1010703","5080422","2023/04/24 15:59:59","1","5080002","10107","1002","1","0","2023/04/17 16:00:00"
"119201","10107013","10","5080423","2023/04/24 15:59:59","0","5080002","10107","1001","1","0","2023/04/17 16:00:00"
"119301","10107014","20","5080424","2023/04/24 15:59:59","0","5080002","10107","1001","1","0","2023/04/17 16:00:00"
"119901","10107015","30","5080425","2023/04/24 15:59:59","0","5080002","10107","1001","1","0","2023/04/17 16:00:00"
"119901","10107016","2","5080426","2023/04/24 15:59:59","0","5080002","10107","1003","1","0","2023/04/17 16:00:00"
"119301","10107017","3","5080427","2023/04/24 15:59:59","0","5080002","10107","1003","1","0","2023/04/17 16:00:00"
"119201","10107018","4","5080428","2023/04/24 15:59:59","0","5080002","10107","1003","1","0","2023/04/17 16:00:00"
"119301","10107019","5","5080429","2023/04/24 15:59:59","0","5080002","10107","1003","1","0","2023/04/17 16:00:00"
"119901","10107020","6","5080430","2023/04/24 15:59:59","0","5080002","10107","1003","1","0","2023/04/17 16:00:00"
"119901","10107021","8","5080431","2023/04/24 15:59:59","0","5080002","10107","1003","1","0","2023/04/17 16:00:00"
"119201","10107022","119201","5080421","2023/04/24 15:59:59","0","5080005","10107","1004","1","0","2023/04/17 16:00:00"
"119201","10107023","1010703","5080442","2023/04/24 15:59:59","1","5080005","10107","1002","1","0","2023/04/17 16:00:00"
"119201","10107024","10","5080443","2023/04/24 15:59:59","0","5080005","10107","1001","1","0","2023/04/17 16:00:00"
"119301","10107025","20","5080444","2023/04/24 15:59:59","0","5080005","10107","1001","1","0","2023/04/17 16:00:00"
"119901","10107026","30","5080445","2023/04/24 15:59:59","0","5080005","10107","1001","1","0","2023/04/17 16:00:00"
"119901","10107027","2","5080446","2023/04/24 15:59:59","0","5080005","10107","1003","1","0","2023/04/17 16:00:00"
"119301","10107028","3","5080447","2023/04/24 15:59:59","0","5080005","10107","1003","1","0","2023/04/17 16:00:00"
"119201","10107029","4","5080448","2023/04/24 15:59:59","0","5080005","10107","1003","1","0","2023/04/17 16:00:00"
"119301","10107030","5","5080449","2023/04/24 15:59:59","0","5080005","10107","1003","1","0","2023/04/17 16:00:00"
"119901","10107031","6","5080450","2023/04/24 15:59:59","0","5080005","10107","1003","1","0","2023/04/17 16:00:00"
"119901","10107032","8","5080451","2023/04/24 15:59:59","0","5080005","10107","1003","1","0","2023/04/17 16:00:00"
"124701","10108001","124701","5108401","2023/05/17 15:59:59","0","0","10108","1004","0","0","2023/05/01 16:00:00"
"124701","10108002","124701","5108421","2023/05/17 15:59:59","0","5108002","10108","1004","1","0","2023/05/01 16:00:00"
"124501","10108003","1010803","5108402","2023/05/17 15:59:59","1","0","10108","1002","0","0","2023/05/01 16:00:00"
"124501","10108004","1010803","5108422","2023/05/17 15:59:59","1","5108002","10108","1002","1","0","2023/05/01 16:00:00"
"124501","10108005","2","5108406","2023/05/17 15:59:59","0","0","10108","1003","0","0","2023/05/01 16:00:00"
"124501","10108006","2","5108426","2023/05/17 15:59:59","0","5108002","10108","1003","1","0","2023/05/01 16:00:00"
"124601","10108007","4","5108407","2023/05/17 15:59:59","0","0","10108","1003","0","0","2023/05/01 16:00:00"
"124601","10108008","4","5108427","2023/05/17 15:59:59","0","5108002","10108","1003","1","0","2023/05/01 16:00:00"
"124701","10108009","7","5108408","2023/05/17 15:59:59","0","0","10108","1003","0","0","2023/05/01 16:00:00"
"124701","10108010","7","5108428","2023/05/17 15:59:59","0","5108002","10108","1003","1","0","2023/05/01 16:00:00"
"124601","10108011","16","5108429","2023/05/17 15:59:59","0","5108002","10108","1003","1","0","2023/05/01 16:00:00"
"124501","10108012","13","5108410","2023/05/17 15:59:59","0","0","10108","1003","0","0","2023/05/01 16:00:00"
"124501","10108013","13","5108430","2023/05/17 15:59:59","0","5108002","10108","1003","1","0","2023/05/01 16:00:00"
"124501","10108014","15","5108411","2023/05/17 15:59:59","0","0","10108","1003","0","0","2023/05/01 16:00:00"
"124501","10108015","15","5108431","2023/05/17 15:59:59","0","5108002","10108","1003","1","0","2023/05/01 16:00:00"
"120801","10109001","120801","5082401","2023/05/26 15:59:59","0","0","10109","1004","0","0","2023/05/19 16:00:00"
"120701","10109002","1010903","5082402","2023/05/26 15:59:59","1","0","10109","1002","0","0","2023/05/19 16:00:00"
"120701","10109003","1010903","5082422","2023/05/26 15:59:59","1","5082002","10109","1002","1","0","2023/05/19 16:00:00"
"120701","10109004","1010903","5082442","2023/05/26 15:59:59","1","5082004","10109","1002","1","0","2023/05/19 16:00:00"
"120701","10109005","1010903","5082402","2023/05/26 15:59:59","1","5082005","10109","1002","1","0","2023/05/19 16:00:00"
"120801","10109006","10","5082403","2023/05/26 15:59:59","0","0","10109","1001","0","0","2023/05/19 16:00:00"
"120801","10109007","10","5082423","2023/05/26 15:59:59","0","5082002","10109","1001","1","0","2023/05/19 16:00:00"
"120801","10109008","10","5082443","2023/05/26 15:59:59","0","5082004","10109","1001","1","0","2023/05/19 16:00:00"
"120801","10109009","10","5082403","2023/05/26 15:59:59","0","5082005","10109","1001","1","0","2023/05/19 16:00:00"
"120902","10109010","20","5082404","2023/05/26 15:59:59","0","0","10109","1001","0","0","2023/05/19 16:00:00"
"120902","10109011","20","5082424","2023/05/26 15:59:59","0","5082002","10109","1001","1","0","2023/05/19 16:00:00"
"120902","10109012","20","5082444","2023/05/26 15:59:59","0","5082004","10109","1001","1","0","2023/05/19 16:00:00"
"120902","10109013","20","5082404","2023/05/26 15:59:59","0","5082005","10109","1001","1","0","2023/05/19 16:00:00"
"120701","10109014","30","5082405","2023/05/26 15:59:59","0","0","10109","1001","0","0","2023/05/19 16:00:00"
"120701","10109015","30","5082425","2023/05/26 15:59:59","0","5082002","10109","1001","1","0","2023/05/19 16:00:00"
"120701","10109016","30","5082445","2023/05/26 15:59:59","0","5082004","10109","1001","1","0","2023/05/19 16:00:00"
"120701","10109017","30","5082405","2023/05/26 15:59:59","0","5082005","10109","1001","1","0","2023/05/19 16:00:00"
"120701","10109018","2","5082406","2023/05/26 15:59:59","0","0","10109","1003","0","0","2023/05/19 16:00:00"
"120701","10109019","2","5082426","2023/05/26 15:59:59","0","5082002","10109","1003","1","0","2023/05/19 16:00:00"
"120701","10109020","2","5082446","2023/05/26 15:59:59","0","5082004","10109","1003","1","0","2023/05/19 16:00:00"
"120701","10109021","2","5082406","2023/05/26 15:59:59","0","5082005","10109","1003","1","0","2023/05/19 16:00:00"
"120801","10109022","3","5082407","2023/05/26 15:59:59","0","0","10109","1003","0","0","2023/05/19 16:00:00"
"120801","10109023","3","5082427","2023/05/26 15:59:59","0","5082002","10109","1003","1","0","2023/05/19 16:00:00"
"120801","10109024","3","5082447","2023/05/26 15:59:59","0","5082004","10109","1003","1","0","2023/05/19 16:00:00"
"120801","10109025","3","5082407","2023/05/26 15:59:59","0","5082005","10109","1003","1","0","2023/05/19 16:00:00"
"120902","10109026","4","5082408","2023/05/26 15:59:59","0","0","10109","1003","0","0","2023/05/19 16:00:00"
"120902","10109027","4","5082428","2023/05/26 15:59:59","0","5082002","10109","1003","1","0","2023/05/19 16:00:00"
"120902","10109028","4","5082448","2023/05/26 15:59:59","0","5082004","10109","1003","1","0","2023/05/19 16:00:00"
"120902","10109029","4","5082408","2023/05/26 15:59:59","0","5082005","10109","1003","1","0","2023/05/19 16:00:00"
"120701","10109030","5","5082409","2023/05/26 15:59:59","0","0","10109","1003","0","0","2023/05/19 16:00:00"
"120701","10109031","5","5082429","2023/05/26 15:59:59","0","5082002","10109","1003","1","0","2023/05/19 16:00:00"
"120701","10109032","5","5082449","2023/05/26 15:59:59","0","5082004","10109","1003","1","0","2023/05/19 16:00:00"
"120701","10109033","5","5082409","2023/05/26 15:59:59","0","5082005","10109","1003","1","0","2023/05/19 16:00:00"
"120801","10109034","6","5082410","2023/05/26 15:59:59","0","0","10109","1003","0","0","2023/05/19 16:00:00"
"120801","10109035","6","5082430","2023/05/26 15:59:59","0","5082002","10109","1003","1","0","2023/05/19 16:00:00"
"120801","10109036","6","5082450","2023/05/26 15:59:59","0","5082004","10109","1003","1","0","2023/05/19 16:00:00"
"120801","10109037","6","5082410","2023/05/26 15:59:59","0","5082005","10109","1003","1","0","2023/05/19 16:00:00"
"120801","10109038","8","5082411","2023/05/26 15:59:59","0","0","10109","1003","0","0","2023/05/19 16:00:00"
"120801","10109039","8","5082431","2023/05/26 15:59:59","0","5082002","10109","1003","1","0","2023/05/19 16:00:00"
"120801","10109040","8","5082451","2023/05/26 15:59:59","0","5082004","10109","1003","1","0","2023/05/19 16:00:00"
"120801","10109041","8","5082411","2023/05/26 15:59:59","0","5082005","10109","1003","1","0","2023/05/19 16:00:00"
"102901","10110001","1011003","5110442","2023/06/27 15:59:59","1","0","10110","1002","0","0","2023/06/01 16:00:00"
"106101","10110002","2","5110446","2023/06/27 15:59:59","0","0","10110","1003","0","0","2023/06/01 16:00:00"
"124901","10110003","124901","5110401","2023/06/27 15:59:59","0","0","10110","1004","0","0","2023/06/01 16:00:00"
"102901","10110004","1011003","5110402","2023/06/27 15:59:59","1","5110001","10110","1002","1","0","2023/06/01 16:00:00"
"106102","10110005","2","5110406","2023/06/27 15:59:59","0","5110001","10110","1003","1","0","2023/06/01 16:00:00"
"102901","10110006","4","5110407","2023/06/27 15:59:59","0","0","10110","1003","0","0","2023/06/01 16:00:00"
"106501","10110007","7","5110408","2023/06/27 15:59:59","0","0","10110","1003","0","0","2023/06/01 16:00:00"
"124901","10110009","124901","5110421","2023/06/27 15:59:59","0","5110005","10110","1004","1","0","2023/06/01 16:00:00"
"124801","10110010","1011003","5110422","2023/06/27 15:59:59","1","5110005","10110","1002","1","0","2023/06/01 16:00:00"
"125002","10110011","2","5110426","2023/06/27 15:59:59","0","5110005","10110","1003","1","0","2023/06/01 16:00:00"
"124801","10110012","4","5110427","2023/06/27 15:59:59","0","5110005","10110","1003","1","0","2023/06/01 16:00:00"
"124901","10110013","7","5110428","2023/06/27 15:59:59","0","5110005","10110","1003","1","0","2023/06/01 16:00:00"
"125002","10111001","1011103","5111402","2023/06/27 15:59:59","1","0","10111","1002","0","0","2023/06/08 16:00:00"
"125002","10111002","10","5111406","2023/06/27 15:59:59","0","0","10111","1003","0","0","2023/06/08 16:00:00"
"124801","10111003","12","5111407","2023/06/27 15:59:59","0","0","10111","1003","0","0","2023/06/08 16:00:00"
"124901","10111004","17","5111408","2023/06/27 15:59:59","0","0","10111","1003","0","0","2023/06/08 16:00:00"
"125001","10111005","27","5111411","2023/06/27 15:59:59","0","5111005","10111","1003","1","0","2023/06/08 16:00:00"
"125001","10111006","1011103","5111442","2023/06/27 15:59:59","1","5111004","10111","1002","1","0","2023/06/08 16:00:00"
"125001","10111007","10","5111446","2023/06/27 15:59:59","0","5111004","10111","1003","1","0","2023/06/08 16:00:00"
"125001","10111008","1011103","5111422","2023/06/27 15:59:59","1","5111005","10111","1002","1","0","2023/06/08 16:00:00"
"125001","10111009","10","5111426","2023/06/27 15:59:59","0","5111005","10111","1003","1","0","2023/06/08 16:00:00"
"124801","10111010","12","5111427","2023/06/27 15:59:59","0","5111005","10111","1003","1","0","2023/06/08 16:00:00"
"124901","10111011","17","5111428","2023/06/27 15:59:59","0","5111005","10111","1003","1","0","2023/06/08 16:00:00"
"125001","10111012","0","5111431","2023/06/27 15:59:59","0","5111005","10111","1003","1","0","2023/06/08 16:00:00"
"106401","10112001","1011203","5084402","2023/06/30 15:59:59","1","0","10112","1002","0","0","2023/06/16 16:00:00"
"106401","10112002","10","5084403","2023/06/30 15:59:59","0","0","10112","1001","0","0","2023/06/16 16:00:00"
"106001","10112003","20","5084404","2023/06/30 15:59:59","0","0","10112","1001","0","0","2023/06/16 16:00:00"
"105901","10112004","30","5084405","2023/06/30 15:59:59","0","0","10112","1001","0","0","2023/06/16 16:00:00"
"106001","10112005","2","5084406","2023/06/30 15:59:59","0","5084003","10112","1003","1","0","2023/06/16 16:00:00"
"105901","10112006","3","5084407","2023/06/30 15:59:59","0","5084003","10112","1003","1","0","2023/06/16 16:00:00"
"106401","10112007","4","5084408","2023/06/30 15:59:59","0","5084003","10112","1003","1","0","2023/06/16 16:00:00"
"106401","10112008","1011203","5084422","2023/06/30 15:59:59","1","5084003","10112","1002","1","0","2023/06/16 16:00:00"
"106401","10112009","10","5084423","2023/06/30 15:59:59","0","5084003","10112","1001","1","0","2023/06/16 16:00:00"
"106001","10112010","20","5084424","2023/06/30 15:59:59","0","5084003","10112","1001","1","0","2023/06/16 16:00:00"
"105901","10112011","30","5084425","2023/06/30 15:59:59","0","5084003","10112","1001","1","0","2023/06/16 16:00:00"
"121201","10113001","121201","5085401","2023/06/30 15:59:59","0","0","10113","1004","0","0","2023/06/21 16:00:00"
"121201","10113002","1011303","5085402","2023/06/30 15:59:59","1","0","10113","1002","0","0","2023/06/21 16:00:00"
"106001","10113003","10","5085403","2023/06/30 15:59:59","0","0","10113","1001","0","0","2023/06/21 16:00:00"
"105801","10113004","20","5085404","2023/06/30 15:59:59","0","0","10113","1001","0","0","2023/06/21 16:00:00"
"121201","10113005","30","5085405","2023/06/30 15:59:59","0","0","10113","1001","0","0","2023/06/21 16:00:00"
"121001","10113006","7","5085406","2023/06/30 15:59:59","0","5085005","10113","1003","1","0","2023/06/21 16:00:00"
"121101","10113007","8","5085407","2023/06/30 15:59:59","0","5085005","10113","1003","1","0","2023/06/21 16:00:00"
"121201","10113008","9","5085408","2023/06/30 15:59:59","0","5085005","10113","1003","1","0","2023/06/21 16:00:00"
"121001","10113009","14","5085411","2023/06/30 15:59:59","0","5085005","10113","1003","1","0","2023/06/21 16:00:00"
"121201","10113010","1011303","5085422","2023/06/30 15:59:59","1","5085004","10113","1002","1","0","2023/06/21 16:00:00"
"106001","10113011","10","5085423","2023/06/30 15:59:59","0","5085004","10113","1001","1","0","2023/06/21 16:00:00"
"105801","10113012","20","5085424","2023/06/30 15:59:59","0","5085004","10113","1001","1","0","2023/06/21 16:00:00"
"121201","10113013","30","5085425","2023/06/30 15:59:59","0","5085004","10113","1001","1","0","2023/06/21 16:00:00"
"121201","10113014","1011303","5085442","2023/06/30 15:59:59","1","5085005","10113","1002","1","0","2023/06/21 16:00:00"
"121101","10113015","10","5085443","2023/06/30 15:59:59","0","5085005","10113","1001","1","0","2023/06/21 16:00:00"
"121001","10113016","20","5085444","2023/06/30 15:59:59","0","5085005","10113","1001","1","0","2023/06/21 16:00:00"
"121201","10113017","30","5085445","2023/06/30 15:59:59","0","5085005","10113","1001","1","0","2023/06/21 16:00:00"
"104601","10114001","1011403","5114402","2023/07/16 15:59:59","1","0","10114","1002","0","0","2023/07/02 16:00:00"
"125101","10114002","1011403","5114422","2023/07/16 15:59:59","1","5114003","10114","1002","1","0","2023/07/02 16:00:00"
"104601","10114003","2","5114406","2023/07/16 15:59:59","0","0","10114","1003","0","0","2023/07/02 16:00:00"
"125101","10114004","2","5114426","2023/07/16 15:59:59","0","5114003","10114","1003","1","0","2023/07/02 16:00:00"
"125201","10114005","4","5114407","2023/07/16 15:59:59","0","5114003","10114","1003","1","0","2023/07/02 16:00:00"
"125101","10114006","7","5114408","2023/07/16 15:59:59","0","5114003","10114","1003","1","0","2023/07/02 16:00:00"
"125201","10114007","10","5114409","2023/07/16 15:59:59","0","5114004","10114","1003","1","0","2023/07/02 16:00:00"
"125201","10114008","13","5114410","2023/07/16 15:59:59","0","5114006","10114","1003","1","0","2023/07/02 16:00:00"
"105301","10114009","15","5114411","2023/07/16 15:59:59","0","0","10114","1003","0","0","2023/07/02 16:00:00"
"125201","10114010","15","5114431","2023/07/16 15:59:59","0","5114003","10114","1003","1","0","2023/07/02 16:00:00"
"105001","10115001","1011503","5088402","2023/07/26 15:59:59","1","0","10115","1002","0","0","2023/07/19 16:00:00"
"121401","10115002","1011503","5088422","2023/07/26 15:59:59","1","5088003","10115","1002","1","0","2023/07/19 16:00:00"
"121401","10115003","1011503","5088442","2023/07/26 15:59:59","1","5088005","10115","1002","1","0","2023/07/19 16:00:00"
"105001","10115004","10","5088403","2023/07/26 15:59:59","0","0","10115","1001","0","0","2023/07/19 16:00:00"
"121401","10115005","10","5088423","2023/07/26 15:59:59","0","5088003","10115","1001","1","0","2023/07/19 16:00:00"
"121401","10115006","10","5088443","2023/07/26 15:59:59","0","5088005","10115","1001","1","0","2023/07/19 16:00:00"
"102101","10115007","20","5088404","2023/07/26 15:59:59","0","0","10115","1001","0","0","2023/07/19 16:00:00"
"121301","10115008","20","5088424","2023/07/26 15:59:59","0","5088003","10115","1001","1","0","2023/07/19 16:00:00"
"121301","10115009","20","5088444","2023/07/26 15:59:59","0","5088005","10115","1001","1","0","2023/07/19 16:00:00"
"105001","10115010","30","5088405","2023/07/26 15:59:59","0","0","10115","1001","0","0","2023/07/19 16:00:00"
"121401","10115011","30","5088425","2023/07/26 15:59:59","0","5088003","10115","1001","1","0","2023/07/19 16:00:00"
"121401","10115012","30","5088445","2023/07/26 15:59:59","0","5088005","10115","1001","1","0","2023/07/19 16:00:00"
"105001","10115013","2","5088406","2023/07/26 15:59:59","0","0","10115","1003","0","0","2023/07/19 16:00:00"
"121401","10115014","2","5088426","2023/07/26 15:59:59","0","5088003","10115","1003","1","0","2023/07/19 16:00:00"
"121401","10115015","2","5088446","2023/07/26 15:59:59","0","5088005","10115","1003","1","0","2023/07/19 16:00:00"
"102101","10115016","3","5088407","2023/07/26 15:59:59","0","0","10115","1003","0","0","2023/07/19 16:00:00"
"121301","10115017","3","5088427","2023/07/26 15:59:59","0","5088003","10115","1003","1","0","2023/07/19 16:00:00"
"121301","10115018","3","5088447","2023/07/26 15:59:59","0","5088005","10115","1003","1","0","2023/07/19 16:00:00"
"105001","10115019","4","5088408","2023/07/26 15:59:59","0","0","10115","1003","0","0","2023/07/19 16:00:00"
"121401","10115020","4","5088428","2023/07/26 15:59:59","0","5088003","10115","1003","1","0","2023/07/19 16:00:00"
"121401","10115021","4","5088448","2023/07/26 15:59:59","0","5088005","10115","1003","1","0","2023/07/19 16:00:00"
"102101","10115022","5","5088409","2023/07/26 15:59:59","0","0","10115","1003","0","0","2023/07/19 16:00:00"
"121301","10115023","5","5088429","2023/07/26 15:59:59","0","5088003","10115","1003","1","0","2023/07/19 16:00:00"
"121301","10115024","5","5088449","2023/07/26 15:59:59","0","5088005","10115","1003","1","0","2023/07/19 16:00:00"
"121401","10115025","6","5088450","2023/07/26 15:59:59","0","5088005","10115","1003","1","0","2023/07/19 16:00:00"
"105001","10115026","8","5088411","2023/07/26 15:59:59","0","0","10115","1003","0","0","2023/07/19 16:00:00"
"121401","10115027","8","5088431","2023/07/26 15:59:59","0","5088003","10115","1003","1","0","2023/07/19 16:00:00"
"121401","10115028","8","5088451","2023/07/26 15:59:59","0","5088005","10115","1003","1","0","2023/07/19 16:00:00"
"103801","10116001","1011603","5116402","2023/08/15 15:59:59","1","0","10116","1002","0","0","2023/08/01 16:00:00"
"103801","10116002","2","5116406","2023/08/15 15:59:59","0","0","10116","1003","0","0","2023/08/01 16:00:00"
"125402","10116003","1011603","5116422","2023/08/15 15:59:59","1","5116001","10116","1002","1","0","2023/08/01 16:00:00"
"125402","10116004","2","5116426","2023/08/15 15:59:59","0","5116001","10116","1003","1","0","2023/08/01 16:00:00"
"125302","10116005","4","5116427","2023/08/15 15:59:59","0","5116001","10116","1003","1","0","2023/08/01 16:00:00"
"125302","10116006","7","5116428","2023/08/15 15:59:59","0","5116001","10116","1003","1","0","2023/08/01 16:00:00"
"125402","10116007","10","5116429","2023/08/15 15:59:59","0","5116001","10116","1003","1","0","2023/08/01 16:00:00"
"125402","10116008","1011603","5116442","2023/08/15 15:59:59","1","5116004","10116","1002","1","0","2023/08/01 16:00:00"
"125402","10116009","2","5116446","2023/08/15 15:59:59","0","5116004","10116","1003","1","0","2023/08/01 16:00:00"
"125302","10116010","4","5116447","2023/08/15 15:59:59","0","5116004","10116","1003","1","0","2023/08/01 16:00:00"
"125302","10116011","7","5116448","2023/08/15 15:59:59","0","5116004","10116","1003","1","0","2023/08/01 16:00:00"
"125402","10116012","10","5116449","2023/08/15 15:59:59","0","5116004","10116","1003","1","0","2023/08/01 16:00:00"
"125402","10116013","13","5116450","2023/08/15 15:59:59","0","5116006","10116","1003","1","0","2023/08/01 16:00:00"
"125402","10116014","15","5116451","2023/08/15 15:59:59","0","5116006","10116","1003","1","0","2023/08/01 16:00:00"
"106601","10117001","1011703","5090402","2023/08/25 15:59:59","1","0","10117","1002","0","0","2023/08/18 16:00:00"
"121601","10117002","1011703","5090422","2023/08/25 15:59:59","1","5090002","10117","1002","1","0","2023/08/18 16:00:00"
"106601","10117003","10","5090403","2023/08/25 15:59:59","0","0","10117","1001","0","0","2023/08/18 16:00:00"
"121601","10117004","10","5090423","2023/08/25 15:59:59","0","5090002","10117","1001","1","0","2023/08/18 16:00:00"
"105501","10117005","20","5090404","2023/08/25 15:59:59","0","0","10117","1001","0","0","2023/08/18 16:00:00"
"121501","10117006","20","5090424","2023/08/25 15:59:59","0","5090002","10117","1001","1","0","2023/08/18 16:00:00"
"105501","10117007","30","5090405","2023/08/25 15:59:59","0","0","10117","1001","0","0","2023/08/18 16:00:00"
"121501","10117008","30","5090425","2023/08/25 15:59:59","0","5090002","10117","1001","1","0","2023/08/18 16:00:00"
"105501","10117009","2","5090406","2023/08/25 15:59:59","0","0","10117","1003","0","0","2023/08/18 16:00:00"
"121501","10117010","2","5090426","2023/08/25 15:59:59","0","5090002","10117","1003","1","0","2023/08/18 16:00:00"
"121601","10117011","3","5090407","2023/08/25 15:59:59","0","5090002","10117","1003","1","0","2023/08/18 16:00:00"
"121501","10117012","4","5090410","2023/08/25 15:59:59","0","5090002","10117","1003","1","0","2023/08/18 16:00:00"
"121601","10117013","5","5090409","2023/08/25 15:59:59","0","5090002","10117","1003","1","0","2023/08/18 16:00:00"
"121601","10117014","8","5090411","2023/08/25 15:59:59","0","5090006","10117","1003","1","0","2023/08/18 16:00:00"
"125701","10118001","125701","5118401","2023/09/15 15:59:59","0","0","10118","1004","0","0","2023/09/01 16:00:00"
"125501","10118002","1011803","5118402","2023/09/15 15:59:59","1","0","10118","1002","0","0","2023/09/01 16:00:00"
"105701","10118003","2","5118406","2023/09/15 15:59:59","0","0","10118","1003","0","0","2023/09/01 16:00:00"
"105701","10118004","2","5118426","2023/09/15 15:59:59","0","5118002","10118","1003","1","0","2023/09/01 16:00:00"
"105701","10118005","2","5118446","2023/09/15 15:59:59","0","5118003","10118","1003","1","0","2023/09/01 16:00:00"
"125501","10118006","2","5118466","2023/09/15 15:59:59","0","5118004","10118","1003","1","0","2023/09/01 16:00:00"
"125501","10118007","2","5118486","2023/09/15 15:59:59","0","5118007","10118","1003","1","0","2023/09/01 16:00:00"
"125701","10118008","4","5118407","2023/09/15 15:59:59","0","5118002","10118","1003","1","0","2023/09/01 16:00:00"
"125701","10118009","4","5118427","2023/09/15 15:59:59","0","5118003","10118","1003","1","0","2023/09/01 16:00:00"
"125701","10118010","4","5118447","2023/09/15 15:59:59","0","5118007","10118","1003","1","0","2023/09/01 16:00:00"
