89022cb2e54d53696d040d2eede33d478f508e2f7c85e3d14297111bae477a34,edf05e41ff6451436107fed9a1f85c430e9751eaf53d934dd97887953763ed5b,8d9247113091eb2c8d7419d12f4198edbfd53490c3a13a0285e6b50ee2300c46,1d69c78b37f7824e57838bb7f78734c3190743ec5c30a01d10237b511dc7f570,1529625d4b3588b2bada4a89c17e68957e46a473e44547a83b58d5edba1387a6,447e3b2e0d330ab27f2265c775cc84fb7ca061748a93f1cf882882439e2d01d1,5f44b09d12c3c081b709fcadd8068e881a77d3953726a852b08a4aac00bc0ace,0b317f34de9664efa12717832a739d339cec45f54b4fbd4deb16c6728be55949,8b6cbd0e5910fffb241fd894ec414ce103807264f66f7b92c07b46de2abf6bae,7fdd77c2a1594ecf2ca1618a565d365561cc3c4cbc4900f7fb3cca249b56f654,1ea2f9db459f2042052110de122d296d0f22d9e1903eb5a9bbe1bb959a53f1a9
"","","","7.94117647058824","911","12","175","2","19110016","1","-180"
"","","","7.94117647058824","911","12","175","33","19110017","122911","-180"
"","","","7.79411764705882","911","12","425","2","19110018","122811","-180"
"","","","7.79411764705882","911","12","425","2","19110019","2","-180"
"","","","7.79411764705882","911","12","425","33","19110020","122811","-180"
"","","","","911","","0","93","19110021","4",""
"","0.1","0.1","11_mimi_handUp_loop","911","1","11_mimi_handUp_in","3","19110022","122911","0"
"","0.1","","","911","","11_petitGryphon_float","3","19110023","1","1"
"","","","0","911","","vo_fpc_21100","21","19110024","vo_fpc",""
"0.5","0","0","1","911","0","好──了，大家過來這邊喔──\n不要跟媽媽我們走散了喔──♪","11","19110025","122911","9"
"","","","","911","","","91","19110026","0",""
"","","","","911","","0","93","19110027","0.5",""
"","","","","911","","","91","19110028","19110015",""
"","","","4.17647058823529","911","12","-140","2","19110029","25","-180"
"","","","4.17647058823529","911","12","-140","33","19110030","25","-180"
"","0.2","0.1","11_mimi_float_loop","911","1","11_mimi_float_in","3","19110031","122911","0"
"","0.3","","","911","","11_petitGryphon_float","3","19110032","1","1"
"","0.3","","","911","","11_misogi_smile","3","19110033","122811","1"
"","0.3","","","911","","cmn_boat_idle","3","19110034","2","1"
"","","","0","911","","vo_fpc_21101","21","19110035","vo_fpc",""
"0.5","0","0","1","911","0","哈哈哈──！\n禊爸爸站在前頭喔──！\n前進前進──！","11","19110036","122811","8"
"","","","","911","","","91","19110037","0",""
"","","","","911","","0","93","19110038","0.5",""
"","","","","911","","","91","19110039","19110029",""
"","0.1","","","911","","11_neneka_floatRing","3","19110040","21","1"
"","","","5.16176470588235","911","12","-460","2","19110041","21","-180"
"","","","5.16176470588235","911","12","-460","33","19110042","21","-180"
"","","","0","911","","vo_fpc_21102","21","19110043","vo_fpc",""
"0.5","0","0","1","911","0","真是的……明明不用\n硬是把探險遊戲\n跟扮家家酒混在一起也行啊……","11","19110044","25","9"
"","","","","911","","","91","19110045","0",""
"","","","","911","","0","93","19110046","0.5",""
"","","","","911","","","91","19110047","19110041",""
"","0.1","0.1","11_kyouka_turn_loop","911","1","11_kyouka_turn_in","3","19110048","25","0"
"","","","","911","","0","93","19110049","0.5",""
"","0.1","0.1","11_neneka_notice_loop","911","1","11_neneka_notice_in","3","19110050","21","0"
"","","","0","911","","vo_fpc_21103","21","19110051","vo_fpc",""
"0.5","0","0","1","911","0","很煩惱該做什麼\n才好對吧？","11","19110052","25","9"
"","","","","911","","","91","19110053","0",""
"","","","","911","","0","93","19110054","0.5",""
"","0.1","","","911","","11_neneka_talk_loop","3","19110055","21","1"
"","","","0","911","","vo_fpc_21104","21","19110056","vo_fpc",""
"0.5","20","-10","1","911","0","是啊……","11","19110057","21","13"
"","","","","911","","","91","19110058","0",""
"","","","","911","","0","93","19110059","0.5",""
"","0.1","","","911","","11_neneka_think_loop","3","19110060","21","1"
"","","","0","911","","vo_fpc_21105","21","19110061","vo_fpc",""
"0.5","50","-10","1","911","0","（這情況……\n是完全被當成同世代的人了呢）","11","19110062","21","9"
"","","","","911","","","91","19110063","0",""
"","","","","911","","0","93","19110064","0.5",""
"","","","0","911","","vo_fpc_21106","21","19110065","vo_fpc",""
"0.5","50","-10","1","911","0","（畢竟變身時也有\n裝成小孩的經驗，\n我乾脆來演戲\n配合她們好了……？）","11","19110066","21","7"
"","","","","911","","","91","19110067","0",""
"","","","","911","","0","93","19110068","0.5",""
"","","","0","911","","vo_fpc_21107","21","19110069","vo_fpc",""
"0.5","50","-10","1","911","0","（不，但毫無目的\n裝成小孩什麼的……\n還是我乾脆現在就變身……\n不，毫無目的地變身也很奇怪……）","11","19110070","21","8"
"","","","","911","","","91","19110071","0",""
"","","","","911","","0","93","19110072","0.5",""
"","0.3","0.1","11_misogi_turn_loop","911","1","11_misogi_turn_in","3","19110073","122811","0"
"","0.3","","","911","","cmn_boat_idle","3","19110074","2","1"
"","","","0","911","","vo_fpc_21108","21","19110075","vo_fpc",""
"0.5","0","0","1","911","0","大家──！\n都有跟上嗎──！","11","19110076","122811","9"
"","","","","911","","","91","19110077","0",""
"","","","","911","","0","93","19110078","0.5",""
"","0.3","0.1","11_mimi_handUp_loop","911","1","11_mimi_handUp_in","3","19110079","122911","0"
"","0.3","","","911","","11_petitGryphon_float","3","19110080","1","1"
"","","","0","911","","vo_fpc_21109","21","19110081","vo_fpc",""
"0.5","0","0","1","911","0","好了好了，要出發囉──♪","11","19110082","122911","10"
"","","","","911","","","91","19110083","0",""
"","","","","911","","0","93","19110084","0.5",""
"","0.1","0.1","11_kyouka_sigh_loop","911","1","11_kyouka_sigh_in","3","19110085","25","0"
"","","","0","911","","vo_fpc_21110","21","19110086","vo_fpc",""
"0.5","0","0","1","911","0","真是拿她們辦法呢……\n一起走吧！","11","19110087","25","6"
"","","","","911","","","91","19110088","0",""
"","","","","911","","0","93","19110089","0.5",""
"","","","0","911","","vo_fpc_21111","21","19110090","vo_fpc",""
"0.5","50","-10","1","911","0","（現在就先最低限度地\n配合她們吧……）","11","19110091","21","6"
"","","","","911","","","91","19110092","0",""
"","","","","911","","0","93","19110093","0.5",""
"","0.1","","","911","","11_neneka_talk_loop","3","19110094","21","1"
"","","","0","911","","vo_fpc_21112","21","19110095","vo_fpc",""
"0.5","20","-10","1","911","0","好的好的。","11","19110096","21","10"
"","","","","911","","","91","19110097","0",""
"","","","","911","","0","93","19110098","0.5",""
"","0.1","0.1","11_kyouka_smile_loop","911","1","11_kyouka_smile_in","3","19110099","25","0"
"","","","3.97058823529412","911","","850","2","19110100","122911","-180"
"","","","3.97058823529412","911","","850","2","19110101","1","-180"
"","","","3.97058823529412","911","","850","33","19110102","122911","-180"
"","","","","911","","1","93","19110103","0.1",""
"","","","2.5","911","","900","2","19110104","122811","-180"
"","","","2.5","911","","900","2","19110105","2","-180"
"","","","2.5","911","","900","33","19110106","122811","-180"
"","","","","911","","1","93","19110107","0.3",""
"","","","9.58823529411765","911","","850","2","19110108","26","-180"
"","","","9.58823529411765","911","","850","33","19110109","26","-180"
"","","","5.82352941176471","911","","850","2","19110110","25","-180"
"","","","5.82352941176471","911","","850","33","19110111","25","-180"
"","","","7.70588235294118","911","","850","2","19110112","21","-180"
"","","","7.70588235294118","911","","850","33","19110113","21","-180"
"","","","","911","","","91","19110114","19110108",""
"cmn_float","1.75","0","-850","912","-180","127111","1","19120001","1","22"
"cmn_float","1.75","0","-850","912","-125","126911","1","19120002","1","12"
"cmn_walk_r","1.4875","0","750","912","-15","122711","1","19120003","1","12"
"","1","","-180","912","1","11","31","19120004","6","-850"
"","1","","-125","912","1","21","31","19120005","6","-850"
"","","","","912","","se_fpc_water_random","23","19120006","se_10053800","1"
"","","","","912","","0","91","19120007","19120005",""
"","","","4.41176470588235","912","12","-100","2","19120008","127111","-180"
"","","","4.41176470588235","912","12","-100","33","19120009","11","-180"
"","","","","912","","0","93","19120010","4",""
"","","","3.67647058823529","912","12","-350","2","19120011","126911","-125"
"","","","3.67647058823529","912","12","-350","33","19120012","21","-125"
"","","","","912","","","91","19120013","19120008",""
"","0.1","","","912","","cmn_float","3","19120014","127111","1"
"","","","0","912","","vo_fpc_21200","21","19120015","vo_fpc",""
"0.5","0","0","1","912","0","啊……","11","19120016","127111","10"
"","","","","912","","0","93","19120017","0.6",""
"","","","4.97058823529412","912","0","100","2","19120018","122711","-15"
"","","","","912","","0","93","19120019","1.5",""
"","","","","912","","","91","19120020","19120016",""
"","","","","912","","","91","19120021","19120011",""
"","0.1","","","912","","cmn_float","3","19120022","126911","1"
"","","","0","912","","vo_fpc_21201","21","19120023","vo_fpc",""
"0.5","0","0","1","912","0","啊……","11","19120024","126911","10"
"","","","","912","","","91","19120025","0",""
"","","","","912","","0","93","19120026","0.5",""
"","","","","912","","","91","19120027","19120018",""
"","0.1","0.1","12_kyouka_notice_loop","912","1","12_kyouka_notice","3","19120028","122711","0"
"","","","0","912","","vo_fpc_21202","21","19120029","vo_fpc",""
"0.5","0","0","1","912","0","咦？\n怎、怎麼了嗎？","11","19120030","122711","8"
"","","","","912","","","91","19120031","0",""
"","","","","912","","0","93","19120032","0.5",""
"","0.1","","","912","","cmn_float","3","19120033","127111","1"
"","","","0","912","","vo_fpc_21203","21","19120034","vo_fpc",""
"0.5","0","0","1","912","0","不，那裡……","11","19120035","127111","9"
"","","","","912","","","91","19120036","0",""
"","","","","912","","0","93","19120037","0.5",""
"","0.1","","","912","","cmn_float","3","19120038","126911","1"
"","","","0","912","","vo_fpc_21204","21","19120039","vo_fpc",""
"0.5","0","0","1","912","0","嗯……","11","19120040","126911","10"
"","","","","912","","","91","19120041","0",""
"","","","","912","","0","93","19120042","0.5",""
"","0.1","0.1","12_kyouka_turn_loop","912","1","12_kyouka_turn_in","3","19120043","122711","0"
"","","","0","912","","vo_fpc_21205","21","19120044","vo_fpc",""
"0.5","0","0","1","912","0","什麼？\n看起來什麼都沒有耶……","11","19120045","122711","9"
"","","","","912","","","91","19120046","0",""
"","","","","912","","0","93","19120047","0.5",""
"","0.1","","","912","","12_cmn_float_smile","3","19120048","127111","1"
"","","","0","912","","vo_fpc_21206","21","19120049","vo_fpc",""
"0.5","0","0","1","912","0","呵呵。","11","19120050","127111","8"
"","","","","912","","","91","19120051","0",""
"","","","","912","","0","93","19120052","0.5",""
"","0.1","","","912","","12_cmn_float_smile","3","19120053","126911","1"
"","","","0","912","","vo_fpc_21207","21","19120054","vo_fpc",""
"0.5","0","0","1","912","0","呵呵呵呵……","11","19120055","126911","10"
"","","","","912","","","91","19120056","0",""
"","","","","912","","0","93","19120057","0.5",""
"","","","4.29864253393665","912","","850","2","19120058","127111","-180"
"","","","4.29864253393665","912","","850","33","19120059","11","-180"
"","","","5.42986425339367","912","","850","2","19120060","126911","-125"
"","","","5.42986425339367","912","","850","33","19120061","21","-125"
"","","","","912","","0","93","19120062","1",""
"","0.1","0.1","12_kyouka_scare_loop","912","1","12_kyouka_scare_in","3","19120063","122711","0"
"","","","0","912","","vo_fpc_21208","21","19120064","vo_fpc",""
"0.5","0","0","1","912","0","咿！\n到、到底是怎麼回事啊……","11","19120065","122711","9"
"","","","","912","","","91","19120066","0",""
"","","","","912","","0","93","19120067","0.5",""
"","0.1","0.1","12_kyouka_run_loop","912","1","12_kyouka_run_in","3","19120068","122711","0"
"","","","3.58220211161388","912","","-850","2","19120069","122711","-15"
"","","","","912","","","91","19120070","19120069",""
"13_kuka_bound","1.75","0","-800","913","-180","127011","1","19130001","1","22"
"","0","","-170","913","1","1041","31","19130002","104","-600"
"","0","","-170","913","1","1042","31","19130003","104","-240"
"","0","","-170","913","1","1043","31","19130004","104","170"
"","0","","-170","913","1","1044","31","19130005","104","560"
"","0","","-85","913","1","1003","31","19130006","1003","-575"
"","","","","913","","se_fpc_water_random","23","19130007","se_10053800","1"
"","","","","913","","0","91","19130008","19130006",""
"","","","0","913","","1","32","19130009","1003",""
"","","","","913","","0","93","19130010","2",""
"","0.1","","","913","","13_kuka_bound","3","19130011","127011","1"
"","","","2.35294117647059","913","","800","2","19130012","127011","-180"
"","","","","913","","0","93","19130013","0.236666666666667",""
"","","","","913","","se_10053800_913_kuka","23","19130014","se_10053800","0"
"","","","0","913","","vo_fpc_21300","21","19130015","vo_fpc",""
"","","","0","913","","1","32","19130016","1041",""
"","","","","913","","0","93","19130017","0.536666666666667",""
"","","","0","913","","1","32","19130018","1042",""
"","","","","913","","0","93","19130019","0.536666666666667",""
"","","","0","913","","vo_fpc_21301","21","19130020","vo_fpc",""
"","","","0","913","","1","32","19130021","1043",""
"","","","","913","","0","93","19130022","0.536666666666667",""
"","","","0","913","","1","32","19130023","1044",""
"","","","","913","","0","93","19130024","2",""
"","","","","913","","","91","19130025","19130012",""
"14_maho_idle_loop","1.75","0","-1000","914","-185","110611","1","19140001","1","24"
"cmn_boat_idle","1.75","0","-1000","914","-185","2","5","19140002","2","22"
"14_maho_idle_loop","1.75","0","-1000","914","-185","3","5","19140003","3","23"
"cmn_float","1.75","0","-1220","914","-175","110511","1","19140004","1","25"
"14_makoto_float","1.75","0","-1520","914","-125","110411","1","19140005","1","12"
"","1","","-185","914","1","110611","31","19140006","116","-1000"
"","1","","-175","914","1","41","31","19140007","8","-1220"
"","0","","-175","914","1","120","31","19140008","120","-50"
"","1","","-125","914","1","42","31","19140009","4","-1520"
"","0","","-125","914","1","117","31","19140010","117","-350"
"","","","","914","","se_fpc_water_random","23","19140011","se_10053800","1"
"","","","","914","","0","91","19140012","19140010",""
"","","","8.60294117647059","914","12","170","2","19140013","110611","-185"
"","","","8.60294117647059","914","12","170","2","19140014","2","-185"
"","","","8.60294117647059","914","12","170","2","19140015","3","-185"
"","","","8.60294117647059","914","12","170","33","19140016","110611","-185"
"","","","8.60294117647059","914","12","-50","2","19140017","110511","-175"
"","","","8.60294117647059","914","12","-50","33","19140018","41","-175"
"","","","8.60294117647059","914","12","-350","2","19140019","110411","-125"
"","","","8.60294117647059","914","12","-350","33","19140020","42","-125"
"","","","","914","","","91","19140021","19140013",""
"","0.3","0.1","14_maho_point_loop","914","1","14_maho_point_in","3","19140022","110611","0"
"","0.3","","","914","","cmn_boat_idle","3","19140023","2","1"
"","0.3","","","914","","14_maho_idle_loop","3","19140024","3","1"
"","","","0","914","","vo_fpc_21400","21","19140025","vo_fpc",""
"0.5","0","0","1","914","0","亞瑟、高文、蘭斯洛特，\n嗯，大家都到齊了哪。\n好了，咱們走吧。\n香織，麻煩妳了──","11","19140026","110611","7"
"","","","","914","","","91","19140027","0",""
"","","","","914","","0","93","19140028","0.5",""
"","0.1","0.1","14_kaori_handUp_loop","914","1","14_kaori_handUp_in","3","19140029","110511","0"
"","","","0","914","","vo_fpc_21401","21","19140030","vo_fpc",""
"0.5","0","0","1","914","0","交──給我吧──！\n出發前進──！","11","19140031","110511","9"
"","","","","914","","","91","19140032","0",""
"","","","","914","","0","93","19140033","0.5",""
"","0.1","","","914","","14_makoto_pazzled","3","19140034","110411","1"
"","","","0","914","","vo_fpc_21402","21","19140035","vo_fpc",""
"0.5","0","0","1","914","0","不不，妳等一下。\n要是那麼猛力地推，\n這些傢伙會掉進水裡溼掉的吧？","11","19140036","110411","8"
"","","","","914","","","91","19140037","0",""
"","","","","914","","0","93","19140038","0.5",""
"","0.3","0.1","14_maho_smile_loop","914","1","14_maho_smile_in","3","19140039","110611","0"
"","0.3","","","914","","cmn_boat_idle","3","19140040","2","1"
"","0.3","","","914","","14_maho_idle_loop","3","19140041","3","1"
"","","","0","914","","vo_fpc_21403","21","19140042","vo_fpc",""
"0.5","0","0","1","914","0","呵呵，這些孩子是之前跟我們一起\n來海邊的孩子，所以不怕水哪。\n但要是掉下來也很可憐呀，\n所以能麻煩妳安全駕駛嗎♪","11","19140043","110611","8"
"","","","","914","","","91","19140044","0",""
"","","","","914","","0","93","19140045","0.5",""
"","","","0","914","","vo_fpc_21404","21","19140046","vo_fpc",""
"0.5","0","0","1","914","0","我知道啦──！\n我會用琉球犬肉球安全游法游的──！","11","19140047","110511","10"
"","","","","914","","","91","19140048","0",""
"","","","","914","","0","93","19140049","0.5",""
"","0.1","0.1","14_kaori_flutterKick_loop","914","1","14_kaori_flutterKick_in","3","19140050","110511","0"
"","","","","914","","0","93","19140051","0.3",""
"","","","6.47058823529412","914","","1270","2","19140052","110611","-185"
"","","","6.47058823529412","914","","1270","2","19140053","2","-185"
"","","","6.47058823529412","914","","1270","2","19140054","3","-185"
"","","","6.47058823529412","914","","1270","33","19140055","110611","-185"
"","","","","914","","0","32","19140056","41",""
"","","","","914","","1","32","19140057","120",""
"","","","6.47058823529412","914","","1050","2","19140058","110511","-175"
"","","","6.47058823529412","914","","1050","33","19140059","120","-175"
"","","","","914","","0","93","19140060","1",""
"","","","0","914","","vo_fpc_21405","21","19140061","vo_fpc",""
"0.5","0","0","1","914","0","總～覺得很令人擔心啊……\n沒辦法，我也跟上去吧。\n喂──等我一下啦！","11","19140062","110411","8"
"","","","","914","","","91","19140063","0",""
"","","","","914","","0","93","19140064","0.5",""
"","0.1","0.1","cmn_swm_dogscratch","914","1","14_makoto_dogscratch_in","3","19140065","110411","0"
"","","","","914","","0","93","19140066","0.3",""
"","","","","914","","0","32","19140067","42",""
"","","","","914","","1","32","19140068","117",""
"","","","3.72637742879957","914","","1050","2","19140069","110411","-125"
"","","","3.72637742879957","914","","1050","33","19140070","117","-125"
"","","","s","914","","","91","19140071","19140069",""
"15_saren_idle","1.75","0","-950","915","-180","110311","1","19150001","1","23"
"cmn_boat_idle","1.75","0","-950","915","-180","2","5","19150002","2","22"
"15_suzume_walk_loop","1.75","0","-750","915","-15","107711","1","19150003","1","12"
"","1","","-180","915","1","110311","31","19150004","101","-950"
"","0","","30","915","1","109","31","19150005","109","210"
"","0","","-125","915","1","4","31","19150006","4","330"
"","","","","915","","se_fpc_water_random","23","19150007","se_10053800","1"
"","","","","915","","49","13","19150008","107711",""
"","","","","915","","0","91","19150009","0",""
"","","","5.51470588235294","915","","0","2","19150010","107711","-15"
"","","","","915","","","91","19150011","19150010",""
"","0.1","0.1","15_suzume_talk_loop","915","1","15_suzume_talk_in","3","19150012","107711","0"
"","","","0","915","","vo_fpc_21500","21","19150013","vo_fpc",""
"0.5","0","0","1","915","0","跟大小姐走散了……\n我竟然迷路了，真是個失職的女僕～","11","19150014","107711","8"
"","","","","915","","1","93","19150015","3.2",""
"","","","","915","","0","93","19150016","1.5",""
"","","","","915","","","91","19150017","19150014",""
"","0.1","0.1","15_suzume_walk_loop","915","1","15_suzume_walk_in","3","19150018","107711","0"
"","","","11.9779411764706","915","","-100","2","19150019","110311","-180"
"","","","11.9779411764706","915","","-100","2","19150020","2","-180"
"","","","11.9779411764706","915","","-100","33","19150021","110311","-180"
"","","","4.22794117647059","915","","460","2","19150022","107711","-15"
"","","","","915","","","91","19150023","19150022",""
"","0.1","0.1","15_suzume_turn_loop","915","1","15_suzume_turn_in","3","19150024","107711","0"
"","","","","915","","0","93","19150025","0.6",""
"","","","0","915","","vo_fpc_21501","21","19150026","vo_fpc",""
"0.5","-15","0","1","915","0","那是……大小姐～！\n我現在就過去！","11","19150027","107711","20"
"","","","","915","","0","93","19150028","1.7",""
"","0.3","0.1","15_saren_notice_loop","915","1","15_saren_notice_in","3","19150029","110311","0"
"","0.3","","","915","","cmn_boat_idle","3","19150030","2","1"
"","","","","915","","0","93","19150031","0.35",""
"","","","","915","","0","93","19150032","1.5",""
"","","","0.5","915","","330","2","19150033","107711","-15"
"","0.2","0.1","","915","","15_suzume_run","3","19150034","107711","1"
"","","","0","915","","vo_fpc_21502","21","19150035","vo_fpc",""
"-0.5","0","0","1","915","0","鈴莓？\n話說，奔跑很危……","11","19150036","110311","81"
"","","","","915","","0","93","19150037","0.5",""
"","0.1","","","915","","15_suzume_fallDown","3","19150038","107711","0"
"","","","","915","","0","93","19150039","1.3",""
"","","","0","915","","vo_fpc_21503","21","19150040","vo_fpc",""
"-1.5","0","0","1","915","0","呀啊啊啊～！","11","19150041","107711","129"
"","0.1","0.1","15_saren_rise_loop","915","1","15_saren_rise_in","3","19150042","110311","0"
"","0.1","","","915","","cmn_boat_idle","3","19150043","2","1"
"","","","","915","","0","93","19150044","0.5",""
"","0.1","","1","915","0","1","6","19150045","107711","1"
"","","","","915","","1","32","19150046","109",""
"","","","","915","","0","93","19150047","1",""
"","","","0","915","","330","2","19150048","107711","-125"
"","0.4","","1","915","1","1","6","19150049","107711","1"
"","0.1","0.1","15_suzume_drown_loop","915","1","15_suzume_drown_in","3","19150050","107711","0"
"","","","2.76470588235294","915","","800","2","19150051","107711","-125"
"","","","2.76470588235294","915","","800","33","19150052","4","-125"
"","","","","915","","","91","19150053","19150019",""
"","","","7.35294117647059","915","","900","2","19150054","110311","-180"
"","","","7.35294117647059","915","","900","2","19150055","2","-180"
"","","","7.35294117647059","915","","900","33","19150056","110311","-180"
"","","","0","915","","vo_fpc_21504","21","19150057","vo_fpc",""
"0.5","0","0","1","915","0","鈴、鈴莓？\n鈴莓～！？","11","19150058","110311","7"
"","","","","915","","","91","19150059","0",""
"","","","","915","","0","93","19150060","1.5",""
"","","","s","915","","","91","19150061","19150054",""
"cmn_walk","1.4875","0","-750","916","-15","113111","1","19160001","1","12"
"16_nanaka_run","1.4875","0","750","916","-15","113311","1","19160002","1","12"
"cmn_swm_diving","1.75","0","-850","916","-180","117411","1","19160003","1","22"
"cmn_swm_diving","1.75","0","-2500","916","-180","117011","1","19160004","1","22"
"none","1.75","0","50","916","-180","7","5","19160005","7","22"
"cmn_floatRing_pink","1.75","0","-1375","916","-180","11","5","19160006","1","22"
"cmn_float_item_01_Ball","1.75","0","-2500","916","-125","12","5","19160007","1","12"
"","1","","-180","916","1","11","31","19160008","4","-1375"
"","1","","-125","916","1","12","31","19160009","4","-2500"
"","1","","-180","916","1","91","31","19160010","9","-850"
"","1","","-180","916","1","92","31","19160011","9","-2500"
"","0","","155","916","1","1015","31","19160012","1015","-183"
"","0","","-180","916","1","1013","31","19160013","1013","50"
"","","","","916","","se_fpc_water_random","23","19160014","se_10053800","1"
"","","","","916","","0","91","19160015","19160013",""
"","","","19.7058823529412","916","","2500","2","19160016","117411","-180"
"","","","19.7058823529412","916","","2500","33","19160017","91","-180"
"","","","24.6323529411765","916","","1975","2","19160018","11","-180"
"","","","24.6323529411765","916","","1975","33","19160019","11","-180"
"","","","19.7058823529412","916","","850","2","19160020","117011","-180"
"","","","19.7058823529412","916","","850","33","19160021","92","-180"
"","","","24.6323529411765","916","","850","2","19160022","12","-125"
"","","","24.6323529411765","916","","850","33","19160023","12","-125"
"","","","","916","","0","93","19160024","3",""
"","","","4.41176470588235","916","","-150","2","19160025","113111","-15"
"","","","","916","","","91","19160026","19160025",""
"","0.3","","","916","","16_ruka_think","3","19160027","113111","1"
"","","","","916","","1","32","19160028","1015",""
"","","","0","916","","vo_fpc_21600","21","19160029","vo_fpc",""
"","","","","916","","0","93","19160030","0.6",""
"","","","","916","","0","93","19160031","1.5",""
"","","","2.71493212669683","916","","150","2","19160032","113311","-15"
"","","","","916","","","91","19160033","19160032",""
"","0.2","","","916","","16_nanaka_idle_loop","3","19160034","113311","1"
"","","","0","916","","vo_fpc_21601","21","19160035","vo_fpc",""
"0.5","0","0","1","916","0","流～夏～姐♪\n妳在看什麼呀～？","11","19160036","113311","8"
"","","","","916","","","91","19160037","0",""
"","","","","916","","0","93","19160038","0.5",""
"","0.1","0.1","16_ruka_notice_loop","916","1","16_ruka_notice_in","3","19160039","113111","0"
"","","","0","916","","vo_fpc_21602","21","19160040","vo_fpc",""
"0.5","0","0","1","916","0","嗯？不，我並沒有\n特別在想什麼……","11","19160041","113111","7"
"","","","","916","","","91","19160042","0",""
"","","","","916","","0","93","19160043","0.5",""
"","0.1","0.1","16_nanaka_point_loop","916","1","16_nanaka_point_in","3","19160044","113311","0"
"","","","0","916","","vo_fpc_21603","21","19160045","vo_fpc",""
"0.5","0","0","1","916","0","呵呵呵，流夏姐的想法\n我全都看穿了！","11","19160046","113311","7"
"","","","","916","","","91","19160047","0",""
"","","","","916","","0","93","19160048","0.5",""
"","","","0","916","","vo_fpc_21604","21","19160049","vo_fpc",""
"0.5","0","0","1","916","0","那就是！\n「看啊！人就像魚一樣！」對吧？","11","19160050","113311","8"
"","","","","916","","","91","19160051","0",""
"","","","","916","","0","93","19160052","0.5",""
"","0.1","0.1","16_ruka_talk_loop","916","1","16_ruka_talk_in","3","19160053","113111","0"
"","","","0","916","","vo_fpc_21605","21","19160054","vo_fpc",""
"0.5","0","0","1","916","0","那種事……\n我是稍微想了一下下……","11","19160055","113111","7"
"","","","","916","","","91","19160056","0",""
"","","","","916","","0","93","19160057","0.5",""
"","0.1","0.1","16_nanaka_idle_loop","916","1","16_nanaka_idle_in","3","19160058","113311","0"
"","","","0","916","","vo_fpc_21606","21","19160059","vo_fpc",""
"0.5","0","0","1","916","0","啊哈哈，果然呢～♪","11","19160060","113311","7"
"","","","","916","","","91","19160061","0",""
"","","","","916","","0","93","19160062","0.5",""
"","0.1","0.1","cmn_run_def_N","916","1","16_nanaka_turn","3","19160063","113311","0"
"","","","2.71493212669683","916","","750","2","19160064","113311","-15"
"","0.1","","","916","","cmn_walk","3","19160065","113111","1"
"","","","5.29411764705882","916","","750","2","19160066","113111","-15"
"","","","","916","","0","93","19160067","1.5",""
"","","0.1","none","916","","fish","3","19160068","7","0"
"","","","","916","","1","32","19160069","1013",""
"","","","","916","","0","93","19160070","3.2",""
"","","","s","916","","","91","19160071","19160018",""
"","","","s","916","","","91","19160072","19160064",""
"","","","s","916","","","91","19160073","19160066",""
"17_akino_worry","1.75","0","-950","917","-180","126711","1","19170001","1","23"
"empty","1.75","0","-950","917","-180","3","5","19170002","3","24"
"cmn_boat_idle","1.75","0","-950","917","-180","2","5","19170003","2","22"
"cmn_walk_r","1.4875","0","750","917","-15","110311","1","19170004","1","12"
"","1","","-180","917","1","126711","31","19170005","101","-950"
"","","","","917","","se_fpc_water_random","23","19170006","se_10053800","1"
"","","","","917","","0","91","19170007","19170005",""
"","","","6.98529411764706","917","12","0","2","19170008","126711","-180"
"","","","6.98529411764706","917","12","0","2","19170009","3","-180"
"","","","6.98529411764706","917","12","0","2","19170010","2","-180"
"","","","6.98529411764706","917","12","0","33","19170011","126711","-180"
"","","","","917","","","91","19170012","19170008",""
"","","","0","917","","vo_fpc_21700","21","19170013","vo_fpc",""
"0.5","0","0","1","917","0","完全沒有抵達目的地呢……\n難不成又迷路了嗎？\n墨丘利度假村就是我的庭院……\n我明明是這樣以為的啊～！","11","19170014","126711","8"
"","","","","917","","","91","19170015","0",""
"","","","","917","","0","93","19170016","0.5",""
"","","","4.72689075630252","917","","300","2","19170017","110311","-15"
"","0.3","0.1","17_akino_laugh_loop","917","1","17_akino_laugh_in","3","19170018","126711","0"
"","0.3","0.1","17_akino_laugh_loop","917","1","17_akino_laugh_in","3","19170019","3","0"
"","0.3","","","917","","cmn_boat_idle","3","19170020","2","1"
"","","","0","917","","vo_fpc_21701","21","19170021","vo_fpc",""
"0.5","0","0","1","917","0","不，不對！這個甚至能夠……\n讓我迷失的廣大度假村……\n我應該為財團的豐功偉業感到自豪呢♪\n哦──呵呵呵！","11","19170022","126711","17"
"","","","","917","","","91","19170023","19170017",""
"","0.2","0.1","17_saren_talk_loop","917","1","17_saren_talk_in","3","19170024","110311","0"
"","","","","917","","0","93","19170025","0.673109243697478",""
"","","","","917","","0","93","19170026","0.5",""
"","","","","917","","","91","19170027","19170022",""
"","","","0","917","","vo_fpc_21702","21","19170028","vo_fpc",""
"0.5","0","0","1","917","0","……這裡是漂漂河，應該就只會\n在同樣的地方繞圈吧？","11","19170029","110311","8"
"","","","","917","","","91","19170030","0",""
"","0.1","0.1","17_akino_pause_loop","917","1","17_akino_pause_in","3","19170031","126711","0"
