62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2
"vo_fpc","","912","0","","","19120029","vo_fpc_21202","21","",""
"122711","0","912","1","0.5","8","19120030","咦？\n怎、怎麼了嗎？","11","0","0"
"0","","912","","","","19120031","","91","",""
"0.5","","912","","","","19120032","0","93","",""
"127111","0.1","912","","","1","19120033","cmn_float","3","",""
"vo_fpc","","912","0","","","19120034","vo_fpc_21203","21","",""
"127111","0","912","1","0.5","9","19120035","不，那裡……","11","0","0"
"0","","912","","","","19120036","","91","",""
"0.5","","912","","","","19120037","0","93","",""
"126911","0.1","912","","","1","19120038","cmn_float","3","",""
"vo_fpc","","912","0","","","19120039","vo_fpc_21204","21","",""
"126911","0","912","1","0.5","10","19120040","嗯……","11","0","0"
"0","","912","","","","19120041","","91","",""
"0.5","","912","","","","19120042","0","93","",""
"122711","0.1","912","12_kyouka_turn_loop","","0","19120043","12_kyouka_turn_in","3","1","0.1"
"vo_fpc","","912","0","","","19120044","vo_fpc_21205","21","",""
"122711","0","912","1","0.5","9","19120045","什麼？\n看起來什麼都沒有耶……","11","0","0"
"0","","912","","","","19120046","","91","",""
"0.5","","912","","","","19120047","0","93","",""
"127111","0.1","912","","","1","19120048","12_cmn_float_smile","3","",""
"vo_fpc","","912","0","","","19120049","vo_fpc_21206","21","",""
"127111","0","912","1","0.5","8","19120050","呵呵。","11","0","0"
"0","","912","","","","19120051","","91","",""
"0.5","","912","","","","19120052","0","93","",""
"126911","0.1","912","","","1","19120053","12_cmn_float_smile","3","",""
"vo_fpc","","912","0","","","19120054","vo_fpc_21207","21","",""
"126911","0","912","1","0.5","10","19120055","呵呵呵呵……","11","0","0"
"0","","912","","","","19120056","","91","",""
"0.5","","912","","","","19120057","0","93","",""
"127111","","912","4.29864253393665","","-180","19120058","850","2","",""
"11","","912","4.29864253393665","","-180","19120059","850","33","",""
"126911","","912","5.42986425339367","","-125","19120060","850","2","",""
"21","","912","5.42986425339367","","-125","19120061","850","33","",""
"1","","912","","","","19120062","0","93","",""
"122711","0.1","912","12_kyouka_scare_loop","","0","19120063","12_kyouka_scare_in","3","1","0.1"
"vo_fpc","","912","0","","","19120064","vo_fpc_21208","21","",""
"122711","0","912","1","0.5","9","19120065","咿！\n到、到底是怎麼回事啊……","11","0","0"
"0","","912","","","","19120066","","91","",""
"0.5","","912","","","","19120067","0","93","",""
"122711","0.1","912","12_kyouka_run_loop","","0","19120068","12_kyouka_run_in","3","1","0.1"
"122711","","912","3.58220211161388","","-15","19120069","-850","2","",""
"19120069","","912","","","","19120070","","91","",""
"1","1.75","913","-800","13_kuka_bound","22","19130001","127011","1","-180","0"
"104","0","913","-170","","-600","19130002","1041","31","1",""
"104","0","913","-170","","-240","19130003","1042","31","1",""
"104","0","913","-170","","170","19130004","1043","31","1",""
"104","0","913","-170","","560","19130005","1044","31","1",""
"1003","0","913","-85","","-575","19130006","1003","31","1",""
"se_10053800","","913","","","1","19130007","se_fpc_water_random","23","",""
"19130006","","913","","","","19130008","0","91","",""
"1003","","913","0","","","19130009","1","32","",""
"2","","913","","","","19130010","0","93","",""
"127011","0.1","913","","","1","19130011","13_kuka_bound","3","",""
"127011","","913","2.35294117647059","","-180","19130012","800","2","",""
"0.236666666666667","","913","","","","19130013","0","93","",""
"se_10053800","","913","","","0","19130014","se_10053800_913_kuka","23","",""
"vo_fpc","","913","0","","","19130015","vo_fpc_21300","21","",""
"1041","","913","0","","","19130016","1","32","",""
"0.536666666666667","","913","","","","19130017","0","93","",""
"1042","","913","0","","","19130018","1","32","",""
"0.536666666666667","","913","","","","19130019","0","93","",""
"vo_fpc","","913","0","","","19130020","vo_fpc_21301","21","",""
"1043","","913","0","","","19130021","1","32","",""
"0.536666666666667","","913","","","","19130022","0","93","",""
"1044","","913","0","","","19130023","1","32","",""
"2","","913","","","","19130024","0","93","",""
"19130012","","913","","","","19130025","","91","",""
"1","1.75","914","-1000","14_maho_idle_loop","24","19140001","110611","1","-185","0"
"2","1.75","914","-1000","cmn_boat_idle","22","19140002","2","5","-185","0"
"3","1.75","914","-1000","14_maho_idle_loop","23","19140003","3","5","-185","0"
"1","1.75","914","-1220","cmn_float","25","19140004","110511","1","-175","0"
"1","1.75","914","-1520","14_makoto_float","12","19140005","110411","1","-125","0"
"116","1","914","-185","","-1000","19140006","110611","31","1",""
"8","1","914","-175","","-1220","19140007","41","31","1",""
"120","0","914","-175","","-50","19140008","120","31","1",""
"4","1","914","-125","","-1520","19140009","42","31","1",""
"117","0","914","-125","","-350","19140010","117","31","1",""
"se_10053800","","914","","","1","19140011","se_fpc_water_random","23","",""
"19140010","","914","","","","19140012","0","91","",""
"110611","","914","8.60294117647059","","-185","19140013","170","2","12",""
"2","","914","8.60294117647059","","-185","19140014","170","2","12",""
"3","","914","8.60294117647059","","-185","19140015","170","2","12",""
"110611","","914","8.60294117647059","","-185","19140016","170","33","12",""
"110511","","914","8.60294117647059","","-175","19140017","-50","2","12",""
"41","","914","8.60294117647059","","-175","19140018","-50","33","12",""
"110411","","914","8.60294117647059","","-125","19140019","-350","2","12",""
"42","","914","8.60294117647059","","-125","19140020","-350","33","12",""
"19140013","","914","","","","19140021","","91","",""
"110611","0.3","914","14_maho_point_loop","","0","19140022","14_maho_point_in","3","1","0.1"
"2","0.3","914","","","1","19140023","cmn_boat_idle","3","",""
"3","0.3","914","","","1","19140024","14_maho_idle_loop","3","",""
"vo_fpc","","914","0","","","19140025","vo_fpc_21400","21","",""
"110611","0","914","1","0.5","7","19140026","亞瑟、高文、蘭斯洛特，\n嗯，大家都到齊了哪。\n好了，咱們走吧。\n香織，麻煩妳了──","11","0","0"
"0","","914","","","","19140027","","91","",""
"0.5","","914","","","","19140028","0","93","",""
"110511","0.1","914","14_kaori_handUp_loop","","0","19140029","14_kaori_handUp_in","3","1","0.1"
"vo_fpc","","914","0","","","19140030","vo_fpc_21401","21","",""
"110511","0","914","1","0.5","9","19140031","交──給我吧──！\n出發前進──！","11","0","0"
"0","","914","","","","19140032","","91","",""
"0.5","","914","","","","19140033","0","93","",""
"110411","0.1","914","","","1","19140034","14_makoto_pazzled","3","",""
"vo_fpc","","914","0","","","19140035","vo_fpc_21402","21","",""
"110411","0","914","1","0.5","8","19140036","不不，妳等一下。\n要是那麼猛力地推，\n這些傢伙會掉進水裡溼掉的吧？","11","0","0"
"0","","914","","","","19140037","","91","",""
"0.5","","914","","","","19140038","0","93","",""
"110611","0.3","914","14_maho_smile_loop","","0","19140039","14_maho_smile_in","3","1","0.1"
"2","0.3","914","","","1","19140040","cmn_boat_idle","3","",""
"3","0.3","914","","","1","19140041","14_maho_idle_loop","3","",""
"vo_fpc","","914","0","","","19140042","vo_fpc_21403","21","",""
"110611","0","914","1","0.5","8","19140043","呵呵，這些孩子是之前跟我們一起\n來海邊的孩子，所以不怕水哪。\n但要是掉下來也很可憐呀，\n所以能麻煩妳安全駕駛嗎♪","11","0","0"
"0","","914","","","","19140044","","91","",""
"0.5","","914","","","","19140045","0","93","",""
"vo_fpc","","914","0","","","19140046","vo_fpc_21404","21","",""
"110511","0","914","1","0.5","10","19140047","我知道啦──！\n我會用琉球犬肉球安全游法游的──！","11","0","0"
"0","","914","","","","19140048","","91","",""
"0.5","","914","","","","19140049","0","93","",""
"110511","0.1","914","14_kaori_flutterKick_loop","","0","19140050","14_kaori_flutterKick_in","3","1","0.1"
"0.3","","914","","","","19140051","0","93","",""
"110611","","914","6.47058823529412","","-185","19140052","1270","2","",""
"2","","914","6.47058823529412","","-185","19140053","1270","2","",""
"3","","914","6.47058823529412","","-185","19140054","1270","2","",""
"110611","","914","6.47058823529412","","-185","19140055","1270","33","",""
"41","","914","","","","19140056","0","32","",""
"120","","914","","","","19140057","1","32","",""
"110511","","914","6.47058823529412","","-175","19140058","1050","2","",""
"120","","914","6.47058823529412","","-175","19140059","1050","33","",""
"1","","914","","","","19140060","0","93","",""
"vo_fpc","","914","0","","","19140061","vo_fpc_21405","21","",""
"110411","0","914","1","0.5","8","19140062","總～覺得很令人擔心啊……\n沒辦法，我也跟上去吧。\n喂──等我一下啦！","11","0","0"
"0","","914","","","","19140063","","91","",""
"0.5","","914","","","","19140064","0","93","",""
"110411","0.1","914","cmn_swm_dogscratch","","0","19140065","14_makoto_dogscratch_in","3","1","0.1"
"0.3","","914","","","","19140066","0","93","",""
"42","","914","","","","19140067","0","32","",""
"117","","914","","","","19140068","1","32","",""
"110411","","914","3.72637742879957","","-125","19140069","1050","2","",""
"117","","914","3.72637742879957","","-125","19140070","1050","33","",""
"19140069","","914","s","","","19140071","","91","",""
"1","1.75","915","-950","15_saren_idle","23","19150001","110311","1","-180","0"
"2","1.75","915","-950","cmn_boat_idle","22","19150002","2","5","-180","0"
"1","1.75","915","-750","15_suzume_walk_loop","12","19150003","107711","1","-15","0"
"101","1","915","-180","","-950","19150004","110311","31","1",""
"109","0","915","30","","210","19150005","109","31","1",""
"4","0","915","-125","","330","19150006","4","31","1",""
"se_10053800","","915","","","1","19150007","se_fpc_water_random","23","",""
"107711","","915","","","","19150008","49","13","",""
"0","","915","","","","19150009","0","91","",""
"107711","","915","5.51470588235294","","-15","19150010","0","2","",""
"19150010","","915","","","","19150011","","91","",""
"107711","0.1","915","15_suzume_talk_loop","","0","19150012","15_suzume_talk_in","3","1","0.1"
"vo_fpc","","915","0","","","19150013","vo_fpc_21500","21","",""
"107711","0","915","1","0.5","8","19150014","跟大小姐走散了……\n我竟然迷路了，真是個失職的女僕～","11","0","0"
"3.2","","915","","","","19150015","1","93","",""
"1.5","","915","","","","19150016","0","93","",""
"19150014","","915","","","","19150017","","91","",""
"107711","0.1","915","15_suzume_walk_loop","","0","19150018","15_suzume_walk_in","3","1","0.1"
"110311","","915","11.9779411764706","","-180","19150019","-100","2","",""
"2","","915","11.9779411764706","","-180","19150020","-100","2","",""
"110311","","915","11.9779411764706","","-180","19150021","-100","33","",""
"107711","","915","4.22794117647059","","-15","19150022","460","2","",""
"19150022","","915","","","","19150023","","91","",""
"107711","0.1","915","15_suzume_turn_loop","","0","19150024","15_suzume_turn_in","3","1","0.1"
"0.6","","915","","","","19150025","0","93","",""
"vo_fpc","","915","0","","","19150026","vo_fpc_21501","21","",""
"107711","-15","915","1","0.5","20","19150027","那是……大小姐～！\n我現在就過去！","11","0","0"
"1.7","","915","","","","19150028","0","93","",""
"110311","0.3","915","15_saren_notice_loop","","0","19150029","15_saren_notice_in","3","1","0.1"
"2","0.3","915","","","1","19150030","cmn_boat_idle","3","",""
"0.35","","915","","","","19150031","0","93","",""
"1.5","","915","","","","19150032","0","93","",""
"107711","","915","0.5","","-15","19150033","330","2","",""
"107711","0.2","915","","","1","19150034","15_suzume_run","3","","0.1"
"vo_fpc","","915","0","","","19150035","vo_fpc_21502","21","",""
"110311","0","915","1","-0.5","81","19150036","鈴莓？\n話說，奔跑很危……","11","0","0"
"0.5","","915","","","","19150037","0","93","",""
"107711","0.1","915","","","0","19150038","15_suzume_fallDown","3","",""
"1.3","","915","","","","19150039","0","93","",""
"vo_fpc","","915","0","","","19150040","vo_fpc_21503","21","",""
"107711","0","915","1","-1.5","129","19150041","呀啊啊啊～！","11","0","0"
"110311","0.1","915","15_saren_rise_loop","","0","19150042","15_saren_rise_in","3","1","0.1"
"2","0.1","915","","","1","19150043","cmn_boat_idle","3","",""
"0.5","","915","","","","19150044","0","93","",""
"107711","0.1","915","1","","1","19150045","1","6","0",""
"109","","915","","","","19150046","1","32","",""
"1","","915","","","","19150047","0","93","",""
"107711","","915","0","","-125","19150048","330","2","",""
"107711","0.4","915","1","","1","19150049","1","6","1",""
"107711","0.1","915","15_suzume_drown_loop","","0","19150050","15_suzume_drown_in","3","1","0.1"
"107711","","915","2.76470588235294","","-125","19150051","800","2","",""
"4","","915","2.76470588235294","","-125","19150052","800","33","",""
"19150019","","915","","","","19150053","","91","",""
"110311","","915","7.35294117647059","","-180","19150054","900","2","",""
"2","","915","7.35294117647059","","-180","19150055","900","2","",""
"110311","","915","7.35294117647059","","-180","19150056","900","33","",""
"vo_fpc","","915","0","","","19150057","vo_fpc_21504","21","",""
"110311","0","915","1","0.5","7","19150058","鈴、鈴莓？\n鈴莓～！？","11","0","0"
"0","","915","","","","19150059","","91","",""
"1.5","","915","","","","19150060","0","93","",""
"19150054","","915","s","","","19150061","","91","",""
"1","1.4875","916","-750","cmn_walk","12","19160001","113111","1","-15","0"
"1","1.4875","916","750","16_nanaka_run","12","19160002","113311","1","-15","0"
"1","1.75","916","-850","cmn_swm_diving","22","19160003","117411","1","-180","0"
"1","1.75","916","-2500","cmn_swm_diving","22","19160004","117011","1","-180","0"
"7","1.75","916","50","none","22","19160005","7","5","-180","0"
"1","1.75","916","-1375","cmn_floatRing_pink","22","19160006","11","5","-180","0"
"1","1.75","916","-2500","cmn_float_item_01_Ball","12","19160007","12","5","-125","0"
"4","1","916","-180","","-1375","19160008","11","31","1",""
"4","1","916","-125","","-2500","19160009","12","31","1",""
"9","1","916","-180","","-850","19160010","91","31","1",""
"9","1","916","-180","","-2500","19160011","92","31","1",""
"1015","0","916","155","","-183","19160012","1015","31","1",""
"1013","0","916","-180","","50","19160013","1013","31","1",""
"se_10053800","","916","","","1","19160014","se_fpc_water_random","23","",""
"19160013","","916","","","","19160015","0","91","",""
"117411","","916","19.7058823529412","","-180","19160016","2500","2","",""
"91","","916","19.7058823529412","","-180","19160017","2500","33","",""
"11","","916","24.6323529411765","","-180","19160018","1975","2","",""
"11","","916","24.6323529411765","","-180","19160019","1975","33","",""
"117011","","916","19.7058823529412","","-180","19160020","850","2","",""
"92","","916","19.7058823529412","","-180","19160021","850","33","",""
"12","","916","24.6323529411765","","-125","19160022","850","2","",""
"12","","916","24.6323529411765","","-125","19160023","850","33","",""
"3","","916","","","","19160024","0","93","",""
"113111","","916","4.41176470588235","","-15","19160025","-150","2","",""
"19160025","","916","","","","19160026","","91","",""
"113111","0.3","916","","","1","19160027","16_ruka_think","3","",""
"1015","","916","","","","19160028","1","32","",""
"vo_fpc","","916","0","","","19160029","vo_fpc_21600","21","",""
"0.6","","916","","","","19160030","0","93","",""
"1.5","","916","","","","19160031","0","93","",""
"113311","","916","2.71493212669683","","-15","19160032","150","2","",""
"19160032","","916","","","","19160033","","91","",""
"113311","0.2","916","","","1","19160034","16_nanaka_idle_loop","3","",""
"vo_fpc","","916","0","","","19160035","vo_fpc_21601","21","",""
"113311","0","916","1","0.5","8","19160036","流～夏～姐♪\n妳在看什麼呀～？","11","0","0"
"0","","916","","","","19160037","","91","",""
"0.5","","916","","","","19160038","0","93","",""
"113111","0.1","916","16_ruka_notice_loop","","0","19160039","16_ruka_notice_in","3","1","0.1"
"vo_fpc","","916","0","","","19160040","vo_fpc_21602","21","",""
"113111","0","916","1","0.5","7","19160041","嗯？不，我並沒有\n特別在想什麼……","11","0","0"
"0","","916","","","","19160042","","91","",""
"0.5","","916","","","","19160043","0","93","",""
"113311","0.1","916","16_nanaka_point_loop","","0","19160044","16_nanaka_point_in","3","1","0.1"
"vo_fpc","","916","0","","","19160045","vo_fpc_21603","21","",""
"113311","0","916","1","0.5","7","19160046","呵呵呵，流夏姐的想法\n我全都看穿了！","11","0","0"
"0","","916","","","","19160047","","91","",""
"0.5","","916","","","","19160048","0","93","",""
"vo_fpc","","916","0","","","19160049","vo_fpc_21604","21","",""
"113311","0","916","1","0.5","8","19160050","那就是！\n「看啊！人就像魚一樣！」對吧？","11","0","0"
"0","","916","","","","19160051","","91","",""
"0.5","","916","","","","19160052","0","93","",""
"113111","0.1","916","16_ruka_talk_loop","","0","19160053","16_ruka_talk_in","3","1","0.1"
"vo_fpc","","916","0","","","19160054","vo_fpc_21605","21","",""
"113111","0","916","1","0.5","7","19160055","那種事……\n我是稍微想了一下下……","11","0","0"
"0","","916","","","","19160056","","91","",""
"0.5","","916","","","","19160057","0","93","",""
"113311","0.1","916","16_nanaka_idle_loop","","0","19160058","16_nanaka_idle_in","3","1","0.1"
"vo_fpc","","916","0","","","19160059","vo_fpc_21606","21","",""
"113311","0","916","1","0.5","7","19160060","啊哈哈，果然呢～♪","11","0","0"
"0","","916","","","","19160061","","91","",""
"0.5","","916","","","","19160062","0","93","",""
"113311","0.1","916","cmn_run_def_N","","0","19160063","16_nanaka_turn","3","1","0.1"
"113311","","916","2.71493212669683","","-15","19160064","750","2","",""
"113111","0.1","916","","","1","19160065","cmn_walk","3","",""
"113111","","916","5.29411764705882","","-15","19160066","750","2","",""
"1.5","","916","","","","19160067","0","93","",""
"7","","916","none","","0","19160068","fish","3","","0.1"
"1013","","916","","","","19160069","1","32","",""
"3.2","","916","","","","19160070","0","93","",""
"19160018","","916","s","","","19160071","","91","",""
"19160064","","916","s","","","19160072","","91","",""
"19160066","","916","s","","","19160073","","91","",""
"1","1.75","917","-950","17_akino_worry","23","19170001","126711","1","-180","0"
"3","1.75","917","-950","empty","24","19170002","3","5","-180","0"
"2","1.75","917","-950","cmn_boat_idle","22","19170003","2","5","-180","0"
"1","1.4875","917","750","cmn_walk_r","12","19170004","110311","1","-15","0"
"101","1","917","-180","","-950","19170005","126711","31","1",""
"se_10053800","","917","","","1","19170006","se_fpc_water_random","23","",""
"19170005","","917","","","","19170007","0","91","",""
"126711","","917","6.98529411764706","","-180","19170008","0","2","12",""
"3","","917","6.98529411764706","","-180","19170009","0","2","12",""
"2","","917","6.98529411764706","","-180","19170010","0","2","12",""
"126711","","917","6.98529411764706","","-180","19170011","0","33","12",""
"19170008","","917","","","","19170012","","91","",""
"vo_fpc","","917","0","","","19170013","vo_fpc_21700","21","",""
"126711","0","917","1","0.5","8","19170014","完全沒有抵達目的地呢……\n難不成又迷路了嗎？\n墨丘利度假村就是我的庭院……\n我明明是這樣以為的啊～！","11","0","0"
"0","","917","","","","19170015","","91","",""
"0.5","","917","","","","19170016","0","93","",""
"110311","","917","4.72689075630252","","-15","19170017","300","2","",""
"126711","0.3","917","17_akino_laugh_loop","","0","19170018","17_akino_laugh_in","3","1","0.1"
"3","0.3","917","17_akino_laugh_loop","","0","19170019","17_akino_laugh_in","3","1","0.1"
"2","0.3","917","","","1","19170020","cmn_boat_idle","3","",""
"vo_fpc","","917","0","","","19170021","vo_fpc_21701","21","",""
"126711","0","917","1","0.5","17","19170022","不，不對！這個甚至能夠……\n讓我迷失的廣大度假村……\n我應該為財團的豐功偉業感到自豪呢♪\n哦──呵呵呵！","11","0","0"
"19170017","","917","","","","19170023","","91","",""
"110311","0.2","917","17_saren_talk_loop","","0","19170024","17_saren_talk_in","3","1","0.1"
"0.673109243697478","","917","","","","19170025","0","93","",""
"0.5","","917","","","","19170026","0","93","",""
"19170022","","917","","","","19170027","","91","",""
"vo_fpc","","917","0","","","19170028","vo_fpc_21702","21","",""
"110311","0","917","1","0.5","8","19170029","……這裡是漂漂河，應該就只會\n在同樣的地方繞圈吧？","11","0","0"
"0","","917","","","","19170030","","91","",""
"126711","0.1","917","17_akino_pause_loop","","0","19170031","17_akino_pause_in","3","1","0.1"
"3","0.1","917","17_akino_pause_loop","","0","19170032","17_akino_pause_in","3","1","0.1"
"2","0.1","917","","","1","19170033","cmn_boat_idle","3","",""
"2","","917","","","","19170034","0","93","",""
"126711","0.3","917","17_akino_shock_loop","","0","19170035","17_akino_shock_in","3","1","0.1"
"3","","917","","","0","19170036","empty","3","",""
"2","0.3","917","","","1","19170037","cmn_boat_idle","3","",""
"vo_fpc","","917","0","","","19170038","vo_fpc_21703","21","",""
"126711","0","917","1","0.5","8","19170039","是、是這樣嗎！？\n真是個盲點啊───！","11","0","0"
"0","","917","","","","19170040","","91","",""
"0.5","","917","","","","19170041","0","93","",""
"126711","","917","5.29411764705882","","-180","19170042","900","2","",""
"2","","917","5.29411764705882","","-180","19170043","900","2","",""
"126711","","917","5.29411764705882","","-180","19170044","900","33","",""
"2.7","","917","","","","19170045","0","93","",""
"110311","0.1","917","cmn_walk","","0","19170046","17_saren_turn","3","1","0.1"
"110311","","917","2.64705882352941","","-15","19170047","750","2","",""
"19170042","","917","","","","19170048","","91","",""
"19170047","","917","","","","19170049","","91","",""
"1","1.75","918","-850","18_misato_backWalk","22","19180001","113511","1","-180","0"
"1","1.75","918","-1010","18_io_flutterKick","23","19180002","110111","1","-180","0"
"14","0","918","-180","","-850","19180003","41","31","1",""
"2","0","918","-180","","50","19180004","11","31","1",""
"14","0","918","-180","","-110","19180005","42","31","1",""
"123","1","918","-180","","-1010","19180006","12","31","1",""
"se_10053800","","918","","","1","19180007","se_fpc_water_random","23","",""
"19180006","","918","","","","19180008","0","91","",""
"113511","","918","6.61764705882353","","-180","19180009","50","2","12",""
"41","","918","6.61764705882353","","-180","19180010","50","33","12",""
"110111","","918","6.61764705882353","","-180","19180011","-110","2","12",""
"12","","918","6.61764705882353","","-180","19180012","-110","33","12",""
"19180009","","918","","","","19180013","","91","",""
"113511","0.2","918","","","1","19180014","18_misato_backWalkIdle","3","",""
"vo_fpc","","918","0","","","19180015","vo_fpc_21800","21","",""
"113511","0","918","1","0.5","8","19180016","伊緒老師，就是這樣。\n踢水踢得很棒喔～♪","11","0","0"
"0","","918","","","","19180017","","91","",""
"0.5","","918","","","","19180018","0","93","",""
"vo_fpc","","918","0","","","19180019","vo_fpc_21801","21","",""
"110111","0","918","1","0.5","7","19180020","是、是的！嘿咻、嘿咻……\n對不起，難得來到泳池\n還讓妳陪我練習……","11","0","0"
"0","","918","","","","19180021","","91","",""
"0.5","","918","","","","19180022","0","93","",""
"vo_fpc","","918","0","","","19180023","vo_fpc_21802","21","",""
"113511","0","918","1","0.5","9","19180024","沒關係的。\n因為老師永遠是努力的孩子的夥伴唷♪","11","0","0"
"0","","918","","","","19180025","","91","",""
"0.5","","918","","","","19180026","0","93","",""
"12","","918","","","","19180027","0","32","",""
"42","","918","","","","19180028","1","32","",""
"41","","918","","","","19180029","1","32","",""
"113511","0.1","918","18_misato_idle_loop","","0","19180030","18_misato_idle_in","3","1","0.1"
"110111","0.1","918","18_io_stopSwim_loop","","0","19180031","18_io_stopSwim_in","3","1","0.1"
"vo_fpc","","918","0","","","19180032","vo_fpc_21803","21","",""
"110111","0","918","1","0.5","8","19180033","但是，我也是老師，\n明明應該要去教導人才對……","11","0","0"
"0","","918","","","","19180034","","91","",""
"0.5","","918","","","","19180035","0","93","",""
"113511","0.1","918","18_misato_talk_loop","","0","19180036","18_misato_talk_in","3","1","0.1"
"vo_fpc","","918","0","","","19180037","vo_fpc_21804","21","",""
"113511","0","918","1","0.5","8","19180038","我認為這種即便從現在開始\n也要學習什麼的經驗，\n一定會對教導孩子們\n有幫助的。","11","0","0"
"0","","918","","","","19180039","","91","",""
"0.5","","918","","","","19180040","0","93","",""
"vo_fpc","","918","0","","","19180041","vo_fpc_21805","21","",""
"113511","0","918","1","0.5","8","19180042","而且……\n學生也有各式各樣的孩子，\n所以有各種老師在不是很好嗎？","11","0","0"
"0","","918","","","","19180043","","91","",""
"0.5","","918","","","","19180044","0","93","",""
"110111","0.1","918","18_io_guts_loop","","0","19180045","18_io_guts_in","3","1","0.1"
"vo_fpc","","918","0","","","19180046","vo_fpc_21806","21","",""
"110111","0","918","1","0.5","10","19180047","美里老師……\n我會加油的！\n不管是教課，還是游泳……","11","0","0"
"0","","918","","","","19180048","","91","",""
"0.5","","918","","","","19180049","0","93","",""
"110111","0.1","918","18_io_flutterKick2_loop","","0","19180050","18_io_flutterKick2_in","3","1","0.1"
"110111","","918","1.8552036199095","","-180","19180051","300","2","",""
"42","","918","1.8552036199095","","-180","19180052","300","33","",""
"12","","918","1.8552036199095","","-180","19180053","300","33","",""
"42","","918","","","","19180054","0","32","",""
"12","","918","","","","19180055","1","32","",""
"1","","918","","","","19180056","0","93","",""
"113511","0.1","918","18_misato_talk2_loop","","0","19180057","18_misato_talk2_in","3","1","0.1"
"19180051","","918","","","","19180058","","91","",""
"110111","","918","3.23529411764706","","-180","19180059","850","2","",""
"42","","918","3.23529411764706","","-180","19180060","850","33","",""
"12","","918","3.23529411764706","","-180","19180061","850","33","",""
"42","","918","","","","19180062","1","32","",""
"12","","918","","","","19180063","0","32","",""
"113511","0.1","918","18_misato_surprise_loop","","0","19180064","18_misato_surprise_in","3","1","0.1"
"110111","0.1","918","18_io_accident_loop","","0","19180065","18_io_accident_in","3","1","0.1"
"vo_fpc","","918","0","","","19180066","vo_fpc_21807","21","",""
"110111","0","918","1","0.5","10","19180067","呀！我的泳裝！","11","0","0"
"0","","918","","","","19180068","","91","",""
"0.5","","918","","","","19180069","0","93","",""
"vo_fpc","","918","0","","","19180070","vo_fpc_21808","21","",""
"113511","0","918","1","0.5","9","19180071","伊緒老師！？\n哎呀哎呀～！","11","0","0"
"0","","918","","","","19180072","","91","",""
"0.5","","918","","","","19180073","0","93","",""
"113511","0","918","cmn_swm_breastStroke","","0","19180074","18_misato_breastStroke_in","3","1","0.1"
"41","","918","","","","19180075","0","32","",""
"11","","918","","","","19180076","1","32","",""
"113511","","918","3.61990950226244","","-180","19180077","850","2","",""
"11","","918","3.61990950226244","","-180","19180078","850","33","",""
"19180059","","918","","","","19180079","","91","",""
"19180077","","918","","","","19180080","","91","",""
"1","1.75","919","-850","19_nozomi_float","22","19190001","117211","1","-180","0"
"1","1.75","919","-1150","19_suzuna_float","22","19190002","110011","1","-180","0"
"1","1.4875","919","-750","19_tsumugi_search","12","19190003","117411","1","-15","0"
"6","1","919","-180","","-820","19190004","61","31","1",""
"121","1","919","-180","","-850","19190005","1211","31","1",""
"122","0","919","-180","","150","19190006","1221","31","1",""
"6","1","919","-180","","-1150","19190007","62","31","1",""
"121","1","919","-180","","-1180","19190008","1212","31","1",""
"122","0","919","-180","","-180","19190009","1222","31","1",""
"117211","","919","","","","19190010","45","13","",""
"110011","","919","","","","19190011","45","13","",""
"117411","","919","","","","19190012","45","13","",""
"se_10053800","","919","","","1","19190013","se_fpc_water_random","23","",""
"117411","","919","","","","19190014","49","13","",""
"19190012","","919","","","","19190015","0","91","",""
"117411","","919","9.92647058823529","","-15","19190016","330","2","",""
"3.5","","919","","","","19190017","0","93","",""
"vo_fpc","","919","0","","","19190018","vo_fpc_21900","21","",""
"117411","0","919","1","0.5","10","19190019","小望跑去哪裡了啊？\n我想到新服裝的點子了說……","11","0","0"
"0","","919","","","","19190020","","91","",""
"0.5","","919","","","","19190021","0","93","",""
"19190016","","919","","","","19190022","","91","",""
"117211","0.1","919","","","1","19190023","19_nozomi_float","3","",""
"117411","0.1","919","19_tsumugi_notice_loop","","0","19190024","19_tsumugi_notice_in","3","1","0.1"
"0.2","","919","","","","19190025","0","93","",""
"vo_fpc","","919","0","","","19190026","vo_fpc_21901","21","",""
"117411","0","919","1","0.5","9","19190027","哎呀？那是……上游有什麼\n發光的東西……","11","0","0"
"0","","919","","","","19190028","","91","",""
"0.5","","919","","","","19190029","0","93","",""
