89502fc7e6f514f821cccfe3525dba12bfa8764a6ee6f4cb43426aed7c146853,13c12a95e1ad819fb894e0c06dd8415f8c1cf8c0a07c8bf13f1d8dc5822ba3f2,60e3bc11e0fa161b414b0e92647b90f2486d9117cc5fc142231beeedf4ed8332,5b61af8f8c9655fa2c37282f38c26da57da56db8a845170e692393aab084321d,4fbe4ca94e474fc30c7e284f18c9ab0bbe129a92c08d55956c2ecfa143399982,7223ac35b8f69e5dbdfc817cb2016f2ce34df724667c61549eb9496b11210ae5,91e30cb929490e29e884bebada9465b9b8d6d73eeed8fbe4c1776affa788e327,48c8aa03b9dd988741fbd47911d50e04150345eb30dee66696829243266d1e8a,2ab05544e9c23f52deb23a2a8e1d5ade75f84974b602a5414e8d0458d79b66e4,9869a193d1b8d2a207edaca413aa2845f8b04365d0f4f98b8e86b1d5d26c4ad8,9f87500f9349adf2bcd826483fbbe7548b43fba75d29a79bf1cb71a4810a705e,39c45a2acb3b7502849c6d0552693fc5ce5232656b48b88f38584e8bb1b410c2,1622aa71a6fe5543d1217377b76b2fde7089555d0fa25c515d97b97d7d22a7af,26239a340c2b979cf24f95a660d41137be208e379344835b2ac642530ab2ebe7,ffa42021bbfa2b935240018d98bd471c2edee7722667adba279017a385e1aea1,eecb4440009ff6e2689eeda66dd6b5dc74f9914695a0e86aa37044fc4022f934,eb841865449830eb62eb9220c7f3231b789246a5b11ea044a43f25a24ab96ca7,90f90d4f9faaff78c75a7118ecb4fffb7756eb69635529abecb69ef5b0ba1fe3,be097eea70d8e5629e7dbc7b838f40a9afbe7050a2dca876110cc9e4b0c8005a,d38f060242c9f531e51e7bfba97ee096d0ae26e67bdb3d8e99ae1c28638e66f1,18e9d1924b5d9c7932138a48474b246bfc9ae12a775cc0080d5a239e0034ad50,da6ed13f77082e57d7446b121866136a05adf8c7b1f41bf87c31bc8845971250
"0.85","1","1","1080","0","0","0","10800101","10","-30","100","-470","101201","1.1","0","1","210","bgm_M64","1.35","1","101201","1"
"0.65","2","2","1080","-5","-120","0","10800102","10","-30","200","-250","101201","0.8","0","1","200","bgm_M64","1","1","101201","1"
"0.6","3","3","1080","0","70","0","10800103","10","-30","100","-5","101201","0.8","-15","1","200","bgm_M64","1.2","1","101201","1"
"0.7","4","4","1080","-15","-110","10","10800104","0","-30","100","190","101201","0.9","0","1","200","bgm_M64","1","1","101201","1"
"1","5","5","1080","-45","-30","-50","10800105","10","-30","100","475","101202","1","-20","1","250","bgm_M55","1.45","1","101202","1"
"0.575","1","1","1081","-30","-100","-25","10810101","10","-30","170","-480","101291","0.9","0","1","210","bgm_M64","1","1","101291","1"
"0.7","2","2","1081","-30","-10","-30","10810102","0","-30","250","-230","101291","0.8","0","1","240","bgm_M64","1","1","101291","1"
"0.75","3","3","1081","-10","-110","0","10810103","5","-30","100","-10","101291","1","-15","1","200","bgm_M64","1.2","1","101291","1"
"0.8","4","4","1081","-50","55","-50","10810104","-20","-30","300","200","101291","1","-10","1","200","bgm_M64","1.3","1","101291","1"
"1.1","5","5","1081","30","-15","15","10810105","30","-30","100","490","101292","1","-20","1","230","bgm_M55","1.45","1","101292","1"
"0.8","1","1","1082","0","0","20","10820101","10","-30","100","-470","101301","1.1","0","1","210","bgm_M64","1.45","1","101301","1"
"0.75","2","2","1082","0","-120","0","10820102","10","-30","100","-270","101301","1.1","0","1","200","bgm_M64","1.2","1","101301","1"
"1.55","3","3","1082","-10","65","0","10820103","0","-30","100","0","101301","2.2","-15","1","200","bgm_M64","2.3","1","101301","1"
"0.7","4","4","1082","0","-120","0","10820104","0","-30","100","200","101301","0.7","0","1","200","bgm_M64","1","1","101301","1"
"1","5","5","1082","-30","-55","-15","10820105","10","-30","100","470","101302","1.1","-20","1","270","bgm_M55","1.2","1","101302","1"
"0.575","1","1","1083","-30","0","-25","10830101","10","-30","170","-450","101441","0.9","0","1","210","bgm_M64","1","1","101441","1"
"0.75","2","2","1083","0","-90","0","10830102","0","-30","100","-250","101441","1.1","0","1","240","bgm_M64","1.2","1","101441","1"
"0.85","3","3","1083","-10","60","-30","10830103","0","-30","200","-25","101441","1","-15","1","200","bgm_M64","1.4","1","101441","1"
"0.75","4","4","1083","0","-70","-30","10830104","0","-30","100","220","101441","1","0","1","200","bgm_M64","1.2","1","101441","1"
"0.95","5","5","1083","-30","-70","-35","10830105","10","-30","100","470","101442","1.1","-20","1","230","bgm_M55","1.2","1","101442","1"
"0.85","1","1","1084","0","-50","0","10840101","10","-30","100","-470","101451","1.1","0","1","210","bgm_M64","1.35","1","101451","1"
"1","2","2","1084","10","40","10","10840102","0","-30","200","-250","101451","1.1","0","1","240","bgm_M64","1.35","1","101451","1"
"0.75","3","3","1084","-10","-110","0","10840103","0","-30","100","0","101451","1.1","-15","1","200","bgm_M64","1.2","1","101451","1"
"0.6","4","4","1084","-30","30","-30","10840104","-25","-30","300","210","101451","0.6","0","1","200","bgm_M64","0.8","1","101451","1"
"1.25","5","5","1084","-50","-70","-35","10840105","0","-30","100","510","101452","1.4","0","1","290","bgm_M55","1.55","1.2","101452","1"
"0.6","1","1","1085","-30","-50","0","10850101","10","-30","250","-480","101561","0.7","0","1","210","bgm_M64","0.8","1","101561","1"
"0.9","2","2","1085","0","-120","10","10850102","10","-30","100","-250","101561","1.4","0","1","200","bgm_M64","1.5","1","101561","1"
"0.65","3","3","1085","-10","65","0","10850103","5","-30","100","-10","101561","1","-5","1","200","bgm_M64","1.1","1","101561","1"
"0.65","4","4","1085","0","-110","0","10850104","0","-30","100","190","101561","1","0","1","200","bgm_M64","1.1","1","101561","1"
"1.25","5","5","1085","-50","-70","-60","10850105","0","-30","400","460","101562","1.35","0","1","290","bgm_M55","1.55","1.4","101562","1"
"0.575","1","1","1086","-30","-100","-25","10860101","10","-30","170","-480","101001","0.9","0","1","210","bgm_M64","1","1","101001","1"
"0.7","2","2","1086","-30","-10","-30","10860102","0","-30","250","-250","101001","0.8","0","1","240","bgm_M64","1","1","101001","1"
"0.95","3","3","1086","-10","-120","-30","10860103","0","-30","100","-10","101001","1","-15","1","200","bgm_M64","1.4","1","101001","1"
"0.72","4","4","1086","-30","40","0","10860104","0","-30","150","210","101001","1","0","1","200","bgm_M64","1.2","1","101001","1"
"1.2","5","5","1086","0","-40","0","10860105","0","-30","200","480","101011","1","0","1","250","bgm_M55","1.3","1.2","101011","1"
"0.575","1","1","1087","-30","0","-25","10870101","10","-30","170","-450","101021","0.9","0","1","210","bgm_M64","1","1","101021","1"
"0.65","2","2","1087","-5","-120","0","10870102","10","-30","200","-250","101021","0.8","0","1","200","bgm_M64","1","1","101021","1"
"0.6","3","3","1087","-10","65","0","10870103","5","-30","100","-10","101021","0.8","-5","1","200","bgm_M64","0.9","1","101021","1"
"0.7","4","4","1087","0","-100","-25","10870104","0","-30","100","200","101021","0.85","0","1","200","bgm_M64","1","1","101021","1"
"1.4","5","5","1087","0","0","0","10870105","0","-30","200","470","101031","1.6","0","1","220","bgm_M55","1.8","1","101031","1"
"0.85","1","1","1088","0","-100","20","10880101","10","-30","100","-470","101041","1.1","0","1","210","bgm_M64","1.45","1","101041","1"
"0.85","2","2","1088","0","30","0","10880102","10","-30","100","-220","101041","1.1","0","1","200","bgm_M64","1.45","1","101041","1"
"0.75","3","3","1088","-10","-120","-30","10880103","0","-30","100","-10","101041","1.1","-15","1","200","bgm_M64","1.3","1","101041","1"
"0.85","4","4","1088","-20","40","-30","10880104","0","-30","100","200","101041","1.1","0","1","200","bgm_M64","1.4","1","101041","1"
"1.1","5","5","1088","0","-55","-50","10880105","0","-30","150","450","101042","1.35","0","1.3","210","bgm_M55","1.8","1","101042","1"
"0.85","1","1","1089","0","-10","0","10890101","10","-30","100","-470","101161","1.1","0","1","210","bgm_M64","1.35","1","101161","1"
"0.7","2","2","1089","-30","-110","-30","10890102","0","-30","250","-250","101161","0.8","0","1","240","bgm_M64","1","1","101161","1"
"0.75","3","3","1089","-10","50","0","10890103","5","-30","100","-10","101161","1","-15","1","200","bgm_M64","1.2","1","101161","1"
"1","4","4","1089","0","-90","0","10890104","0","-30","200","210","101161","1","0","1","200","bgm_M64","1.5","1","101161","1"
"0.9","5","5","1089","-45","-70","-50","10890105","-10","-30","270","485","101162","1","-40","1.3","280","bgm_M55","1.15","1","101162","1"
"0.575","1","1","1090","-30","-90","-25","10900101","10","-30","170","-450","101171","0.9","0","1","210","bgm_M64","1","1","101171","1"
"0.75","2","2","1090","0","10","0","10900102","0","-30","100","-230","101171","1.1","0","1","240","bgm_M64","1.2","1","101171","1"
"0.9","3","3","1090","-10","-120","-30","10900103","0","-30","100","15","101171","1","-15","1","200","bgm_M64","1.4","1","101171","1"
"0.8","4","4","1090","-50","40","-60","10900104","0","-30","300","200","101171","1","0","1","200","bgm_M64","1.3","1","101171","1"
"1","5","5","1090","0","-30","-50","10900105","10","-30","200","475","101172","1","-20","1","250","bgm_M55","1.45","1","101172","1"
"0.575","1","1","1091","-30","0","-25","10910101","10","-30","170","-480","101191","0.9","0","1","210","bgm_M64","1","1","101191","1"
"0.9","2","2","1091","0","-120","10","10910102","10","-30","100","-250","101191","1.4","0","1","200","bgm_M64","1.5","1","101191","1"
"0.8","3","3","1091","-10","65","0","10910103","0","-30","100","-10","101191","1","-15","1","200","bgm_M64","1.1","1","101191","1"
"0.7","4","4","1091","0","-120","0","10910104","0","-30","100","200","101191","0.7","0","1","200","bgm_M64","1","1","101191","1"
"1.1","5","5","1091","-45","-70","-50","10910105","-10","-30","200","485","101192","1","0","1","280","bgm_M55","1.3","1.2","101192","1"
"0.85","1","1","1092","0","-100","20","10920101","10","-30","100","-470","101201","1.1","0","1","210","bgm_M64","1.45","1","101201","1"
"0.65","2","2","1092","-5","-120","0","10920102","10","-30","200","-250","101201","0.8","0","1","200","bgm_M64","1","1","101201","1"
"0.8","3","3","1092","-10","-65","0","10920103","0","-30","100","0","101201","1.1","-10","1","200","bgm_M64","1.15","1","101201","1"
"0.7","4","4","1092","-15","-110","10","10920104","0","-30","100","190","101201","0.9","0","1","200","bgm_M64","1","1","101201","1"
"1","5","5","1092","-45","-30","-50","10920105","10","-30","100","475","101202","1","-20","1","250","bgm_M55","1.45","1","101202","1"
