53e05fcff736f8f6f5fd1773f24cb06ff01cdaf2259b6e73df3cfe1bafd834f4,45ecb9c184a66e0cc0e886fdb3816b61a1b2d086bfe12598b78eaf5b716fedc1,91b8b03caba95a4e38d406c5ec691786b1a8642d0e68159a5cb821430955c68e,9126c67538dfbd313f4e9041247d8487c172cf20ae8619207a6a297551da9a79,2c6d7a216bd6083f9a0ea7fe7368cc135b4c796382580c8b100a4037d4cbcbbb,06b6895021af8c46e1b9564ccf33a696b60f7f898168c97b4a8c7177ce037122,d2232e5ed9139b9783e2eff32bc9f84c7cf90fe9ac66b45c3ad8b2893e34f035,5c346df5e8284bb59b1f62596ddb5212b266d836860ea1eb07e6102776d4c07c,929c19b102d42aa46e98981fc624fffba06b5cc89ee5d6f1d6f1cb9a1c3e6c77,959ff0b0f497e1c5d0bea2b156d04b644f76270c63d6c785cda995214181c765,c621583f77c2c0aaffb601f66e7629495a213a9460b6cc40f29fc3d431bc68f3
"911","19110093","","","","","0.5","93","","0",""
"911","19110094","","","0.1","","21","3","1","11_neneka_talk_loop",""
"911","19110095","0","","","","vo_fpc","21","","vo_fpc_21112",""
"911","19110096","1","0.5","20","0","21","11","10","好的好的。","-10"
"911","19110097","","","","","0","91","","",""
"911","19110098","","","","","0.5","93","","0",""
"911","19110099","11_kyouka_smile_loop","","0.1","1","25","3","0","11_kyouka_smile_in","0.1"
"911","19110100","3.97058823529412","","","","122911","2","-180","850",""
"911","19110101","3.97058823529412","","","","1","2","-180","850",""
"911","19110102","3.97058823529412","","","","122911","33","-180","850",""
"911","19110103","","","","","0.1","93","","1",""
"911","19110104","2.5","","","","122811","2","-180","900",""
"911","19110105","2.5","","","","2","2","-180","900",""
"911","19110106","2.5","","","","122811","33","-180","900",""
"911","19110107","","","","","0.3","93","","1",""
"911","19110108","9.58823529411765","","","","26","2","-180","850",""
"911","19110109","9.58823529411765","","","","26","33","-180","850",""
"911","19110110","5.82352941176471","","","","25","2","-180","850",""
"911","19110111","5.82352941176471","","","","25","33","-180","850",""
"911","19110112","7.70588235294118","","","","21","2","-180","850",""
"911","19110113","7.70588235294118","","","","21","33","-180","850",""
"911","19110114","","","","","19110108","91","","",""
"912","19120001","-850","cmn_float","1.75","-180","1","1","22","127111","0"
"912","19120002","-850","cmn_float","1.75","-125","1","1","12","126911","0"
"912","19120003","750","cmn_walk_r","1.4875","-15","1","1","12","122711","0"
"912","19120004","-180","","1","1","6","31","-850","11",""
"912","19120005","-125","","1","1","6","31","-850","21",""
"912","19120006","","","","","se_10053800","23","1","se_fpc_water_random",""
"912","19120007","","","","","19120005","91","","0",""
"912","19120008","4.41176470588235","","","12","127111","2","-180","-100",""
"912","19120009","4.41176470588235","","","12","11","33","-180","-100",""
"912","19120010","","","","","4","93","","0",""
"912","19120011","3.67647058823529","","","12","126911","2","-125","-350",""
"912","19120012","3.67647058823529","","","12","21","33","-125","-350",""
"912","19120013","","","","","19120008","91","","",""
"912","19120014","","","0.1","","127111","3","1","cmn_float",""
"912","19120015","0","","","","vo_fpc","21","","vo_fpc_21200",""
"912","19120016","1","0.5","0","0","127111","11","10","啊……","0"
"912","19120017","","","","","0.6","93","","0",""
"912","19120018","4.97058823529412","","","0","122711","2","-15","100",""
"912","19120019","","","","","1.5","93","","0",""
"912","19120020","","","","","19120016","91","","",""
"912","19120021","","","","","19120011","91","","",""
"912","19120022","","","0.1","","126911","3","1","cmn_float",""
"912","19120023","0","","","","vo_fpc","21","","vo_fpc_21201",""
"912","19120024","1","0.5","0","0","126911","11","10","啊……","0"
"912","19120025","","","","","0","91","","",""
"912","19120026","","","","","0.5","93","","0",""
"912","19120027","","","","","19120018","91","","",""
"912","19120028","12_kyouka_notice_loop","","0.1","1","122711","3","0","12_kyouka_notice","0.1"
"912","19120029","0","","","","vo_fpc","21","","vo_fpc_21202",""
"912","19120030","1","0.5","0","0","122711","11","8","咦？\n怎、怎麼了嗎？","0"
"912","19120031","","","","","0","91","","",""
"912","19120032","","","","","0.5","93","","0",""
"912","19120033","","","0.1","","127111","3","1","cmn_float",""
"912","19120034","0","","","","vo_fpc","21","","vo_fpc_21203",""
"912","19120035","1","0.5","0","0","127111","11","9","不，那裡……","0"
"912","19120036","","","","","0","91","","",""
"912","19120037","","","","","0.5","93","","0",""
"912","19120038","","","0.1","","126911","3","1","cmn_float",""
"912","19120039","0","","","","vo_fpc","21","","vo_fpc_21204",""
"912","19120040","1","0.5","0","0","126911","11","10","嗯……","0"
"912","19120041","","","","","0","91","","",""
"912","19120042","","","","","0.5","93","","0",""
"912","19120043","12_kyouka_turn_loop","","0.1","1","122711","3","0","12_kyouka_turn_in","0.1"
"912","19120044","0","","","","vo_fpc","21","","vo_fpc_21205",""
"912","19120045","1","0.5","0","0","122711","11","9","什麼？\n看起來什麼都沒有耶……","0"
"912","19120046","","","","","0","91","","",""
"912","19120047","","","","","0.5","93","","0",""
"912","19120048","","","0.1","","127111","3","1","12_cmn_float_smile",""
"912","19120049","0","","","","vo_fpc","21","","vo_fpc_21206",""
"912","19120050","1","0.5","0","0","127111","11","8","呵呵。","0"
"912","19120051","","","","","0","91","","",""
"912","19120052","","","","","0.5","93","","0",""
"912","19120053","","","0.1","","126911","3","1","12_cmn_float_smile",""
"912","19120054","0","","","","vo_fpc","21","","vo_fpc_21207",""
"912","19120055","1","0.5","0","0","126911","11","10","呵呵呵呵……","0"
"912","19120056","","","","","0","91","","",""
"912","19120057","","","","","0.5","93","","0",""
"912","19120058","4.29864253393665","","","","127111","2","-180","850",""
"912","19120059","4.29864253393665","","","","11","33","-180","850",""
"912","19120060","5.42986425339367","","","","126911","2","-125","850",""
"912","19120061","5.42986425339367","","","","21","33","-125","850",""
"912","19120062","","","","","1","93","","0",""
"912","19120063","12_kyouka_scare_loop","","0.1","1","122711","3","0","12_kyouka_scare_in","0.1"
"912","19120064","0","","","","vo_fpc","21","","vo_fpc_21208",""
"912","19120065","1","0.5","0","0","122711","11","9","咿！\n到、到底是怎麼回事啊……","0"
"912","19120066","","","","","0","91","","",""
"912","19120067","","","","","0.5","93","","0",""
"912","19120068","12_kyouka_run_loop","","0.1","1","122711","3","0","12_kyouka_run_in","0.1"
"912","19120069","3.58220211161388","","","","122711","2","-15","-850",""
"912","19120070","","","","","19120069","91","","",""
"913","19130001","-800","13_kuka_bound","1.75","-180","1","1","22","127011","0"
"913","19130002","-170","","0","1","104","31","-600","1041",""
"913","19130003","-170","","0","1","104","31","-240","1042",""
"913","19130004","-170","","0","1","104","31","170","1043",""
"913","19130005","-170","","0","1","104","31","560","1044",""
"913","19130006","-85","","0","1","1003","31","-575","1003",""
"913","19130007","","","","","se_10053800","23","1","se_fpc_water_random",""
"913","19130008","","","","","19130006","91","","0",""
"913","19130009","0","","","","1003","32","","1",""
"913","19130010","","","","","2","93","","0",""
"913","19130011","","","0.1","","127011","3","1","13_kuka_bound",""
"913","19130012","2.35294117647059","","","","127011","2","-180","800",""
"913","19130013","","","","","0.236666666666667","93","","0",""
"913","19130014","","","","","se_10053800","23","0","se_10053800_913_kuka",""
"913","19130015","0","","","","vo_fpc","21","","vo_fpc_21300",""
"913","19130016","0","","","","1041","32","","1",""
"913","19130017","","","","","0.536666666666667","93","","0",""
"913","19130018","0","","","","1042","32","","1",""
"913","19130019","","","","","0.536666666666667","93","","0",""
"913","19130020","0","","","","vo_fpc","21","","vo_fpc_21301",""
"913","19130021","0","","","","1043","32","","1",""
"913","19130022","","","","","0.536666666666667","93","","0",""
"913","19130023","0","","","","1044","32","","1",""
"913","19130024","","","","","2","93","","0",""
"913","19130025","","","","","19130012","91","","",""
"914","19140001","-1000","14_maho_idle_loop","1.75","-185","1","1","24","110611","0"
"914","19140002","-1000","cmn_boat_idle","1.75","-185","2","5","22","2","0"
"914","19140003","-1000","14_maho_idle_loop","1.75","-185","3","5","23","3","0"
"914","19140004","-1220","cmn_float","1.75","-175","1","1","25","110511","0"
"914","19140005","-1520","14_makoto_float","1.75","-125","1","1","12","110411","0"
"914","19140006","-185","","1","1","116","31","-1000","110611",""
"914","19140007","-175","","1","1","8","31","-1220","41",""
"914","19140008","-175","","0","1","120","31","-50","120",""
"914","19140009","-125","","1","1","4","31","-1520","42",""
"914","19140010","-125","","0","1","117","31","-350","117",""
"914","19140011","","","","","se_10053800","23","1","se_fpc_water_random",""
"914","19140012","","","","","19140010","91","","0",""
"914","19140013","8.60294117647059","","","12","110611","2","-185","170",""
"914","19140014","8.60294117647059","","","12","2","2","-185","170",""
"914","19140015","8.60294117647059","","","12","3","2","-185","170",""
"914","19140016","8.60294117647059","","","12","110611","33","-185","170",""
"914","19140017","8.60294117647059","","","12","110511","2","-175","-50",""
"914","19140018","8.60294117647059","","","12","41","33","-175","-50",""
"914","19140019","8.60294117647059","","","12","110411","2","-125","-350",""
"914","19140020","8.60294117647059","","","12","42","33","-125","-350",""
"914","19140021","","","","","19140013","91","","",""
"914","19140022","14_maho_point_loop","","0.3","1","110611","3","0","14_maho_point_in","0.1"
"914","19140023","","","0.3","","2","3","1","cmn_boat_idle",""
"914","19140024","","","0.3","","3","3","1","14_maho_idle_loop",""
"914","19140025","0","","","","vo_fpc","21","","vo_fpc_21400",""
"914","19140026","1","0.5","0","0","110611","11","7","亞瑟、高文、蘭斯洛特，\n嗯，大家都到齊了哪。\n好了，咱們走吧。\n香織，麻煩妳了──","0"
"914","19140027","","","","","0","91","","",""
"914","19140028","","","","","0.5","93","","0",""
"914","19140029","14_kaori_handUp_loop","","0.1","1","110511","3","0","14_kaori_handUp_in","0.1"
"914","19140030","0","","","","vo_fpc","21","","vo_fpc_21401",""
"914","19140031","1","0.5","0","0","110511","11","9","交──給我吧──！\n出發前進──！","0"
"914","19140032","","","","","0","91","","",""
"914","19140033","","","","","0.5","93","","0",""
"914","19140034","","","0.1","","110411","3","1","14_makoto_pazzled",""
"914","19140035","0","","","","vo_fpc","21","","vo_fpc_21402",""
"914","19140036","1","0.5","0","0","110411","11","8","不不，妳等一下。\n要是那麼猛力地推，\n這些傢伙會掉進水裡溼掉的吧？","0"
"914","19140037","","","","","0","91","","",""
"914","19140038","","","","","0.5","93","","0",""
"914","19140039","14_maho_smile_loop","","0.3","1","110611","3","0","14_maho_smile_in","0.1"
"914","19140040","","","0.3","","2","3","1","cmn_boat_idle",""
"914","19140041","","","0.3","","3","3","1","14_maho_idle_loop",""
"914","19140042","0","","","","vo_fpc","21","","vo_fpc_21403",""
"914","19140043","1","0.5","0","0","110611","11","8","呵呵，這些孩子是之前跟我們一起\n來海邊的孩子，所以不怕水哪。\n但要是掉下來也很可憐呀，\n所以能麻煩妳安全駕駛嗎♪","0"
"914","19140044","","","","","0","91","","",""
"914","19140045","","","","","0.5","93","","0",""
"914","19140046","0","","","","vo_fpc","21","","vo_fpc_21404",""
"914","19140047","1","0.5","0","0","110511","11","10","我知道啦──！\n我會用琉球犬肉球安全游法游的──！","0"
"914","19140048","","","","","0","91","","",""
"914","19140049","","","","","0.5","93","","0",""
"914","19140050","14_kaori_flutterKick_loop","","0.1","1","110511","3","0","14_kaori_flutterKick_in","0.1"
"914","19140051","","","","","0.3","93","","0",""
"914","19140052","6.47058823529412","","","","110611","2","-185","1270",""
"914","19140053","6.47058823529412","","","","2","2","-185","1270",""
"914","19140054","6.47058823529412","","","","3","2","-185","1270",""
"914","19140055","6.47058823529412","","","","110611","33","-185","1270",""
"914","19140056","","","","","41","32","","0",""
"914","19140057","","","","","120","32","","1",""
"914","19140058","6.47058823529412","","","","110511","2","-175","1050",""
"914","19140059","6.47058823529412","","","","120","33","-175","1050",""
"914","19140060","","","","","1","93","","0",""
"914","19140061","0","","","","vo_fpc","21","","vo_fpc_21405",""
"914","19140062","1","0.5","0","0","110411","11","8","總～覺得很令人擔心啊……\n沒辦法，我也跟上去吧。\n喂──等我一下啦！","0"
"914","19140063","","","","","0","91","","",""
"914","19140064","","","","","0.5","93","","0",""
"914","19140065","cmn_swm_dogscratch","","0.1","1","110411","3","0","14_makoto_dogscratch_in","0.1"
"914","19140066","","","","","0.3","93","","0",""
"914","19140067","","","","","42","32","","0",""
"914","19140068","","","","","117","32","","1",""
"914","19140069","3.72637742879957","","","","110411","2","-125","1050",""
"914","19140070","3.72637742879957","","","","117","33","-125","1050",""
"914","19140071","s","","","","19140069","91","","",""
"915","19150001","-950","15_saren_idle","1.75","-180","1","1","23","110311","0"
"915","19150002","-950","cmn_boat_idle","1.75","-180","2","5","22","2","0"
"915","19150003","-750","15_suzume_walk_loop","1.75","-15","1","1","12","107711","0"
"915","19150004","-180","","1","1","101","31","-950","110311",""
"915","19150005","30","","0","1","109","31","210","109",""
"915","19150006","-125","","0","1","4","31","330","4",""
"915","19150007","","","","","se_10053800","23","1","se_fpc_water_random",""
"915","19150008","","","","","107711","13","","49",""
"915","19150009","","","","","0","91","","0",""
"915","19150010","5.51470588235294","","","","107711","2","-15","0",""
"915","19150011","","","","","19150010","91","","",""
"915","19150012","15_suzume_talk_loop","","0.1","1","107711","3","0","15_suzume_talk_in","0.1"
"915","19150013","0","","","","vo_fpc","21","","vo_fpc_21500",""
"915","19150014","1","0.5","0","0","107711","11","8","跟大小姐走散了……\n我竟然迷路了，真是個失職的女僕～","0"
"915","19150015","","","","","3.2","93","","1",""
"915","19150016","","","","","1.5","93","","0",""
"915","19150017","","","","","19150014","91","","",""
"915","19150018","15_suzume_walk_loop","","0.1","1","107711","3","0","15_suzume_walk_in","0.1"
"915","19150019","11.9779411764706","","","","110311","2","-180","-100",""
"915","19150020","11.9779411764706","","","","2","2","-180","-100",""
"915","19150021","11.9779411764706","","","","110311","33","-180","-100",""
"915","19150022","4.22794117647059","","","","107711","2","-15","460",""
"915","19150023","","","","","19150022","91","","",""
"915","19150024","15_suzume_turn_loop","","0.1","1","107711","3","0","15_suzume_turn_in","0.1"
"915","19150025","","","","","0.6","93","","0",""
"915","19150026","0","","","","vo_fpc","21","","vo_fpc_21501",""
"915","19150027","1","0.5","-15","0","107711","11","20","那是……大小姐～！\n我現在就過去！","0"
"915","19150028","","","","","1.7","93","","0",""
"915","19150029","15_saren_notice_loop","","0.3","1","110311","3","0","15_saren_notice_in","0.1"
"915","19150030","","","0.3","","2","3","1","cmn_boat_idle",""
"915","19150031","","","","","0.35","93","","0",""
"915","19150032","","","","","1.5","93","","0",""
"915","19150033","0.5","","","","107711","2","-15","330",""
"915","19150034","","","0.2","","107711","3","1","15_suzume_run","0.1"
"915","19150035","0","","","","vo_fpc","21","","vo_fpc_21502",""
"915","19150036","1","-0.5","0","0","110311","11","81","鈴莓？\n話說，奔跑很危……","0"
"915","19150037","","","","","0.5","93","","0",""
"915","19150038","","","0.1","","107711","3","0","15_suzume_fallDown",""
"915","19150039","","","","","1.3","93","","0",""
"915","19150040","0","","","","vo_fpc","21","","vo_fpc_21503",""
"915","19150041","1","-1.5","0","0","107711","11","129","呀啊啊啊～！","0"
"915","19150042","15_saren_rise_loop","","0.1","1","110311","3","0","15_saren_rise_in","0.1"
"915","19150043","","","0.1","","2","3","1","cmn_boat_idle",""
"915","19150044","","","","","0.5","93","","0",""
"915","19150045","1","","0.1","0","107711","6","1","1",""
"915","19150046","","","","","109","32","","1",""
"915","19150047","","","","","1","93","","0",""
"915","19150048","0","","","","107711","2","-125","330",""
"915","19150049","1","","0.4","1","107711","6","1","1",""
"915","19150050","15_suzume_drown_loop","","0.1","1","107711","3","0","15_suzume_drown_in","0.1"
"915","19150051","2.76470588235294","","","","107711","2","-125","800",""
"915","19150052","2.76470588235294","","","","4","33","-125","800",""
"915","19150053","","","","","19150019","91","","",""
"915","19150054","7.35294117647059","","","","110311","2","-180","900",""
"915","19150055","7.35294117647059","","","","2","2","-180","900",""
"915","19150056","7.35294117647059","","","","110311","33","-180","900",""
"915","19150057","0","","","","vo_fpc","21","","vo_fpc_21504",""
"915","19150058","1","0.5","0","0","110311","11","7","鈴、鈴莓？\n鈴莓～！？","0"
"915","19150059","","","","","0","91","","",""
"915","19150060","","","","","1.5","93","","0",""
"915","19150061","s","","","","19150054","91","","",""
"916","19160001","-750","cmn_walk","1.4875","-15","1","1","12","113111","0"
"916","19160002","750","16_nanaka_run","1.4875","-15","1","1","12","113311","0"
"916","19160003","-850","cmn_swm_diving","1.75","-180","1","1","22","117411","0"
"916","19160004","-2500","cmn_swm_diving","1.75","-180","1","1","22","117011","0"
"916","19160005","50","none","1.75","-180","7","5","22","7","0"
"916","19160006","-1375","cmn_floatRing_pink","1.75","-180","1","5","22","11","0"
"916","19160007","-2500","cmn_float_item_01_Ball","1.75","-125","1","5","12","12","0"
"916","19160008","-180","","1","1","4","31","-1375","11",""
"916","19160009","-125","","1","1","4","31","-2500","12",""
"916","19160010","-180","","1","1","9","31","-850","91",""
"916","19160011","-180","","1","1","9","31","-2500","92",""
"916","19160012","155","","0","1","1015","31","-183","1015",""
"916","19160013","-180","","0","1","1013","31","50","1013",""
"916","19160014","","","","","se_10053800","23","1","se_fpc_water_random",""
"916","19160015","","","","","19160013","91","","0",""
"916","19160016","19.7058823529412","","","","117411","2","-180","2500",""
"916","19160017","19.7058823529412","","","","91","33","-180","2500",""
"916","19160018","24.6323529411765","","","","11","2","-180","1975",""
"916","19160019","24.6323529411765","","","","11","33","-180","1975",""
"916","19160020","19.7058823529412","","","","117011","2","-180","850",""
"916","19160021","19.7058823529412","","","","92","33","-180","850",""
"916","19160022","24.6323529411765","","","","12","2","-125","850",""
"916","19160023","24.6323529411765","","","","12","33","-125","850",""
"916","19160024","","","","","3","93","","0",""
"916","19160025","4.41176470588235","","","","113111","2","-15","-150",""
"916","19160026","","","","","19160025","91","","",""
"916","19160027","","","0.3","","113111","3","1","16_ruka_think",""
"916","19160028","","","","","1015","32","","1",""
"916","19160029","0","","","","vo_fpc","21","","vo_fpc_21600",""
"916","19160030","","","","","0.6","93","","0",""
"916","19160031","","","","","1.5","93","","0",""
"916","19160032","2.71493212669683","","","","113311","2","-15","150",""
"916","19160033","","","","","19160032","91","","",""
"916","19160034","","","0.2","","113311","3","1","16_nanaka_idle_loop",""
"916","19160035","0","","","","vo_fpc","21","","vo_fpc_21601",""
"916","19160036","1","0.5","0","0","113311","11","8","流～夏～姐♪\n妳在看什麼呀～？","0"
"916","19160037","","","","","0","91","","",""
"916","19160038","","","","","0.5","93","","0",""
"916","19160039","16_ruka_notice_loop","","0.1","1","113111","3","0","16_ruka_notice_in","0.1"
"916","19160040","0","","","","vo_fpc","21","","vo_fpc_21602",""
"916","19160041","1","0.5","0","0","113111","11","7","嗯？不，我並沒有\n特別在想什麼……","0"
"916","19160042","","","","","0","91","","",""
"916","19160043","","","","","0.5","93","","0",""
"916","19160044","16_nanaka_point_loop","","0.1","1","113311","3","0","16_nanaka_point_in","0.1"
"916","19160045","0","","","","vo_fpc","21","","vo_fpc_21603",""
"916","19160046","1","0.5","0","0","113311","11","7","呵呵呵，流夏姐的想法\n我全都看穿了！","0"
"916","19160047","","","","","0","91","","",""
"916","19160048","","","","","0.5","93","","0",""
"916","19160049","0","","","","vo_fpc","21","","vo_fpc_21604",""
"916","19160050","1","0.5","0","0","113311","11","8","那就是！\n「看啊！人就像魚一樣！」對吧？","0"
"916","19160051","","","","","0","91","","",""
"916","19160052","","","","","0.5","93","","0",""
"916","19160053","16_ruka_talk_loop","","0.1","1","113111","3","0","16_ruka_talk_in","0.1"
"916","19160054","0","","","","vo_fpc","21","","vo_fpc_21605",""
"916","19160055","1","0.5","0","0","113111","11","7","那種事……\n我是稍微想了一下下……","0"
"916","19160056","","","","","0","91","","",""
"916","19160057","","","","","0.5","93","","0",""
"916","19160058","16_nanaka_idle_loop","","0.1","1","113311","3","0","16_nanaka_idle_in","0.1"
"916","19160059","0","","","","vo_fpc","21","","vo_fpc_21606",""
"916","19160060","1","0.5","0","0","113311","11","7","啊哈哈，果然呢～♪","0"
"916","19160061","","","","","0","91","","",""
"916","19160062","","","","","0.5","93","","0",""
"916","19160063","cmn_run_def_N","","0.1","1","113311","3","0","16_nanaka_turn","0.1"
"916","19160064","2.71493212669683","","","","113311","2","-15","750",""
"916","19160065","","","0.1","","113111","3","1","cmn_walk",""
"916","19160066","5.29411764705882","","","","113111","2","-15","750",""
"916","19160067","","","","","1.5","93","","0",""
"916","19160068","none","","","","7","3","0","fish","0.1"
"916","19160069","","","","","1013","32","","1",""
"916","19160070","","","","","3.2","93","","0",""
"916","19160071","s","","","","19160018","91","","",""
"916","19160072","s","","","","19160064","91","","",""
"916","19160073","s","","","","19160066","91","","",""
"917","19170001","-950","17_akino_worry","1.75","-180","1","1","23","126711","0"
"917","19170002","-950","empty","1.75","-180","3","5","24","3","0"
"917","19170003","-950","cmn_boat_idle","1.75","-180","2","5","22","2","0"
"917","19170004","750","cmn_walk_r","1.4875","-15","1","1","12","110311","0"
"917","19170005","-180","","1","1","101","31","-950","126711",""
"917","19170006","","","","","se_10053800","23","1","se_fpc_water_random",""
"917","19170007","","","","","19170005","91","","0",""
"917","19170008","6.98529411764706","","","12","126711","2","-180","0",""
"917","19170009","6.98529411764706","","","12","3","2","-180","0",""
"917","19170010","6.98529411764706","","","12","2","2","-180","0",""
"917","19170011","6.98529411764706","","","12","126711","33","-180","0",""
"917","19170012","","","","","19170008","91","","",""
"917","19170013","0","","","","vo_fpc","21","","vo_fpc_21700",""
"917","19170014","1","0.5","0","0","126711","11","8","完全沒有抵達目的地呢……\n難不成又迷路了嗎？\n墨丘利度假村就是我的庭院……\n我明明是這樣以為的啊～！","0"
"917","19170015","","","","","0","91","","",""
"917","19170016","","","","","0.5","93","","0",""
"917","19170017","4.72689075630252","","","","110311","2","-15","300",""
"917","19170018","17_akino_laugh_loop","","0.3","1","126711","3","0","17_akino_laugh_in","0.1"
"917","19170019","17_akino_laugh_loop","","0.3","1","3","3","0","17_akino_laugh_in","0.1"
"917","19170020","","","0.3","","2","3","1","cmn_boat_idle",""
"917","19170021","0","","","","vo_fpc","21","","vo_fpc_21701",""
"917","19170022","1","0.5","0","0","126711","11","17","不，不對！這個甚至能夠……\n讓我迷失的廣大度假村……\n我應該為財團的豐功偉業感到自豪呢♪\n哦──呵呵呵！","0"
"917","19170023","","","","","19170017","91","","",""
"917","19170024","17_saren_talk_loop","","0.2","1","110311","3","0","17_saren_talk_in","0.1"
"917","19170025","","","","","0.673109243697478","93","","0",""
"917","19170026","","","","","0.5","93","","0",""
"917","19170027","","","","","19170022","91","","",""
"917","19170028","0","","","","vo_fpc","21","","vo_fpc_21702",""
"917","19170029","1","0.5","0","0","110311","11","8","……這裡是漂漂河，應該就只會\n在同樣的地方繞圈吧？","0"
"917","19170030","","","","","0","91","","",""
"917","19170031","17_akino_pause_loop","","0.1","1","126711","3","0","17_akino_pause_in","0.1"
"917","19170032","17_akino_pause_loop","","0.1","1","3","3","0","17_akino_pause_in","0.1"
"917","19170033","","","0.1","","2","3","1","cmn_boat_idle",""
"917","19170034","","","","","2","93","","0",""
"917","19170035","17_akino_shock_loop","","0.3","1","126711","3","0","17_akino_shock_in","0.1"
"917","19170036","","","","","3","3","0","empty",""
"917","19170037","","","0.3","","2","3","1","cmn_boat_idle",""
"917","19170038","0","","","","vo_fpc","21","","vo_fpc_21703",""
"917","19170039","1","0.5","0","0","126711","11","8","是、是這樣嗎！？\n真是個盲點啊───！","0"
"917","19170040","","","","","0","91","","",""
"917","19170041","","","","","0.5","93","","0",""
"917","19170042","5.29411764705882","","","","126711","2","-180","900",""
"917","19170043","5.29411764705882","","","","2","2","-180","900",""
"917","19170044","5.29411764705882","","","","126711","33","-180","900",""
"917","19170045","","","","","2.7","93","","0",""
"917","19170046","cmn_walk","","0.1","1","110311","3","0","17_saren_turn","0.1"
"917","19170047","2.64705882352941","","","","110311","2","-15","750",""
"917","19170048","","","","","19170042","91","","",""
"917","19170049","","","","","19170047","91","","",""
"918","19180001","-850","18_misato_backWalk","1.75","-180","1","1","22","113511","0"
"918","19180002","-1010","18_io_flutterKick","1.75","-180","1","1","23","110111","0"
"918","19180003","-180","","0","1","14","31","-850","41",""
"918","19180004","-180","","0","1","2","31","50","11",""
"918","19180005","-180","","0","1","14","31","-110","42",""
"918","19180006","-180","","1","1","123","31","-1010","12",""
"918","19180007","","","","","se_10053800","23","1","se_fpc_water_random",""
"918","19180008","","","","","19180006","91","","0",""
"918","19180009","6.61764705882353","","","12","113511","2","-180","50",""
"918","19180010","6.61764705882353","","","12","41","33","-180","50",""
"918","19180011","6.61764705882353","","","12","110111","2","-180","-110",""
"918","19180012","6.61764705882353","","","12","12","33","-180","-110",""
"918","19180013","","","","","19180009","91","","",""
"918","19180014","","","0.2","","113511","3","1","18_misato_backWalkIdle",""
"918","19180015","0","","","","vo_fpc","21","","vo_fpc_21800",""
"918","19180016","1","0.5","0","0","113511","11","8","伊緒老師，就是這樣。\n踢水踢得很棒喔～♪","0"
"918","19180017","","","","","0","91","","",""
"918","19180018","","","","","0.5","93","","0",""
"918","19180019","0","","","","vo_fpc","21","","vo_fpc_21801",""
"918","19180020","1","0.5","0","0","110111","11","7","是、是的！嘿咻、嘿咻……\n對不起，難得來到泳池\n還讓妳陪我練習……","0"
"918","19180021","","","","","0","91","","",""
"918","19180022","","","","","0.5","93","","0",""
"918","19180023","0","","","","vo_fpc","21","","vo_fpc_21802",""
"918","19180024","1","0.5","0","0","113511","11","9","沒關係的。\n因為老師永遠是努力的孩子的夥伴唷♪","0"
"918","19180025","","","","","0","91","","",""
"918","19180026","","","","","0.5","93","","0",""
"918","19180027","","","","","12","32","","0",""
"918","19180028","","","","","42","32","","1",""
"918","19180029","","","","","41","32","","1",""
"918","19180030","18_misato_idle_loop","","0.1","1","113511","3","0","18_misato_idle_in","0.1"
"918","19180031","18_io_stopSwim_loop","","0.1","1","110111","3","0","18_io_stopSwim_in","0.1"
"918","19180032","0","","","","vo_fpc","21","","vo_fpc_21803",""
"918","19180033","1","0.5","0","0","110111","11","8","但是，我也是老師，\n明明應該要去教導人才對……","0"
"918","19180034","","","","","0","91","","",""
"918","19180035","","","","","0.5","93","","0",""
"918","19180036","18_misato_talk_loop","","0.1","1","113511","3","0","18_misato_talk_in","0.1"
"918","19180037","0","","","","vo_fpc","21","","vo_fpc_21804",""
"918","19180038","1","0.5","0","0","113511","11","8","我認為這種即便從現在開始\n也要學習什麼的經驗，\n一定會對教導孩子們\n有幫助的。","0"
"918","19180039","","","","","0","91","","",""
"918","19180040","","","","","0.5","93","","0",""
"918","19180041","0","","","","vo_fpc","21","","vo_fpc_21805",""
"918","19180042","1","0.5","0","0","113511","11","8","而且……\n學生也有各式各樣的孩子，\n所以有各種老師在不是很好嗎？","0"
"918","19180043","","","","","0","91","","",""
"918","19180044","","","","","0.5","93","","0",""
"918","19180045","18_io_guts_loop","","0.1","1","110111","3","0","18_io_guts_in","0.1"
"918","19180046","0","","","","vo_fpc","21","","vo_fpc_21806",""
"918","19180047","1","0.5","0","0","110111","11","10","美里老師……\n我會加油的！\n不管是教課，還是游泳……","0"
"918","19180048","","","","","0","91","","",""
"918","19180049","","","","","0.5","93","","0",""
"918","19180050","18_io_flutterKick2_loop","","0.1","1","110111","3","0","18_io_flutterKick2_in","0.1"
"918","19180051","1.8552036199095","","","","110111","2","-180","300",""
"918","19180052","1.8552036199095","","","","42","33","-180","300",""
"918","19180053","1.8552036199095","","","","12","33","-180","300",""
"918","19180054","","","","","42","32","","0",""
"918","19180055","","","","","12","32","","1",""
"918","19180056","","","","","1","93","","0",""
"918","19180057","18_misato_talk2_loop","","0.1","1","113511","3","0","18_misato_talk2_in","0.1"
"918","19180058","","","","","19180051","91","","",""
"918","19180059","3.23529411764706","","","","110111","2","-180","850",""
"918","19180060","3.23529411764706","","","","42","33","-180","850",""
"918","19180061","3.23529411764706","","","","12","33","-180","850",""
