dd35ea0b3a17ca7c0008f9ff95435308d874cbd905b0505730843dd6a7a811fe,85477d8b1f14c398a2a3ea20468501c4af32b8c1b3812a4f5fd3259437761135,843e8036f6ca7b82e31a2764a505acdc623659e7cebb2647775dbeba60fb722f,da9803ec9889e0321862406d3053f70e99f96f280df137edcd83174ec026dbb6,b96754452f3b917c9ae6369ab4506b66ea3ccaa83079e9ef6ff0800af24b189a,9ac7a74e3519bc439b5e0815a1376b5422141df3c84bc7e9af7a6f95d9facf24,cb6d20383a922a4c1c73d71c60ee7abdf00625d0b939ef2d2b780a5d47a58175,2286b748a5eb3dafec0bd265bf143a3a1f258411a4cb8b436cb7e0b97d08ee10,a428688bbae11cb8ceaadbb053d3579c5337a1d572a7a6b43520e1175e57631a,cb432587d9348df3d72202c6cb24d08ae4123acd66c49af1958ab99ea01b6a23,7269b5c78f815a7fd810c28c24e04e7f610708fb7192dfa42db3a7930e06ddbe
"4","1","102011","1009807161","","","","1009807","","",""
"3","lsv_run","102011","1009807162","1","","","1009807","","0.2",""
"2","-750","102011","1009807163","-235","","","1009807","0.8","","0"
"4","0","100411","1009807164","","","","1009807","","",""
"3","lsv_run","100411","1009807165","1","","","1009807","","0.2",""
"2","750","100411","1009807166","-220","","","1009807","0.8","","0"
"4","0","103611","1009807167","","","","1009807","","",""
"3","lsv_run","103611","1009807168","1","","","1009807","","0.2",""
"2","850","103611","1009807169","-250","","","1009807","0.8","","0"
"93","","0.6","1009807170","","","","1009807","","",""
"6","1","102011","1009807171","1","","0","1009807","1","0.2","0"
"6","1","100411","1009807172","1","","0","1009807","1","0.2","0"
"6","1","103611","1009807173","1","","0","1009807","1","0.2","0"
"91","","0","1009807174","","","","1009807","","",""
"1","100411","1","1009808001","101","lsv_idle_normal","0","1009808","-700","1.95","-220"
"1","102011","1","1009808002","100","lsv_idle_normal","0","1009808","-550","1.95","-235"
"1","103611","1","1009808003","102","lsv_idle_normal","0","1009808","-800","1.95","-250"
"5","333","1","1009808004","0","lsv_white_loop","0","1009808","0","1","0"
"6","1","333","1009808005","1","","0","1009808","1","0","0"
"31","13","3","1009808006","-630","","","1009808","110","0","1.3"
"6","1","100411","1009808007","1","","0","1009808","1","0","0"
"6","1","102011","1009808008","1","","0","1009808","1","0","0"
"6","1","103611","1009808009","1","","0","1009808","1","0","0"
"93","0","1","1009808010","","","","1009808","","",""
"6","1","333","1009808011","1","","0","1009808","1","0.8","0.4"
"3","lsv_walk_glad","100411","1009808012","1","","","1009808","","0.2",""
"2","-100","100411","1009808013","-220","","","1009808","2","","0"
"6","1","100411","1009808014","1","","0","1009808","1","0.4","1"
"3","lsv_walk_glad2","102011","1009808015","1","","","1009808","","0.2",""
"2","100","102011","1009808016","-235","","","1009808","2.2","","0"
"6","1","102011","1009808017","1","","0","1009808","1","0.4","1"
"3","lsv_walk_glad","103611","1009808018","1","","","1009808","","0.2",""
"2","-270","103611","1009808019","-250","","","1009808","2","","0"
"6","1","103611","1009808020","1","","0","1009808","1","0.4","1"
"32","1","13","1009808021","","","","1009808","","",""
"33","-180","13","1009808022","110","","","1009808","2","","0"
"93","","2","1009808023","","","","1009808","","",""
"32","0","13","1009808024","","","","1009808","","",""
"3","lsv_idle_normal","100411","1009808025","1","","","1009808","","0.2",""
"3","lsv_idle_normal","103611","1009808026","1","","","1009808","","0.2",""
"93","","0.2","1009808027","","","","1009808","","",""
"4","1","102011","1009808028","","","","1009808","","",""
"3","lsv_idle_normal","102011","1009808029","1","","","1009808","","0.2",""
"93","","0.5","1009808030","","","","1009808","","",""
"12","10","100411","1009808031","0.5","","0","1009808","","0",""
"3","lsv_smile2","100411","1009808032","0","","0.2","1009808","lsv_idle_normal","0","1"
"12","10","102011","1009808033","0.5","","0","1009808","","0",""
"3","lsv_smile2","102011","1009808034","0","","0.2","1009808","lsv_idle_normal","0","1"
"12","10","103611","1009808035","0.5","","0","1009808","","0",""
"3","lsv_smile2","103611","1009808036","0","","0.2","1009808","lsv_idle_normal","0","1"
"93","","1.5","1009808037","","","","1009808","","",""
"4","0","102011","1009808038","","","","1009808","","",""
"3","lsv_walk","102011","1009808039","1","","","1009808","","0.2",""
"2","200","102011","1009808040","-235","","","1009808","1","","0"
"93","","1","1009808041","","","","1009808","","",""
"3","lsv_idle_normal","102011","1009808042","1","","","1009808","","0.2",""
"93","","0","1009808043","","","","1009808","","",""
"4","1","102011","1009808044","","","","1009808","","",""
"93","","0.6","1009808045","","","","1009808","","",""
"3","lsv_talk_arm_crossed_joy","100411","1009808046","0","","0.2","1009808","lsv_talk_arm_crossed_loop_joy","0","1"
"21","vo_lsv_0821","vo_lsv","1009808047","0","","","1009808","0","",""
"11","喵特\n好大隻好可愛喔──！","100411","1009808048","10","0","0","1009808","1","0","1"
"91","","0","1009808049","","","","1009808","","",""
"3","lsv_idle_arm_crossed_joy","100411","1009808050","1","","","1009808","","0.2",""
"3","lsv_talk_memory_dere2","102011","1009808051","1","","","1009808","","0.2",""
"21","vo_lsv_0822","vo_lsv","1009808052","0","","","1009808","0","",""
"11","嗯♪\n而且很溫柔……\n又鬆鬆軟軟的♪","102011","1009808053","10","0","0","1009808","1","0","1"
"91","","0","1009808054","","","","1009808","","",""
"3","lsv_idle_memory","102011","1009808055","1","","","1009808","","0.2",""
"3","lsv_talk_thinking_joyR","103611","1009808056","1","","","1009808","","0.2",""
"21","vo_lsv_0823","vo_lsv","1009808057","0","","","1009808","0","",""
"11","栞小姐也很溫柔，\n還知道了她願意幫忙我們……\n真是美好的一天。","103611","1009808058","10","0","0","1009808","1","0","1"
"91","","0","1009808059","","","","1009808","","",""
"3","lsv_idle_normal","103611","1009808060","1","","","1009808","","0.2",""
"3","lsv_idle_normal","102011","1009808061","1","","","1009808","","0.2",""
"3","lsv_talk_cool_normal2","100411","1009808062","0","","0.2","1009808","lsv_talk_cool_normal2_loop","0","1"
"21","vo_lsv_0824","vo_lsv","1009808063","0","","","1009808","0","",""
"11","就以這個步調，和小繆\n去各種地方，\n玩各種遊戲吧！","100411","1009808064","10","0","0","1009808","1","0","1"
"91","","0","1009808065","","","","1009808","","",""
"3","lsv_idle_cool_joy","100411","1009808066","1","","","1009808","","0.2",""
"3","lsv_talk_doya","103611","1009808067","0","","0.2","1009808","lsv_talk_doya_anger_loop","0","1"
"21","vo_lsv_0825","vo_lsv","1009808068","0","","","1009808","0","",""
"11","嗯！\n……啊，\n觀察也不能忘記喔？","103611","1009808069","10","0","0","1009808","1","0","1"
"91","","0","1009808070","","","","1009808","","",""
"3","lsv_idle_doya","103611","1009808071","1","","","1009808","","0.2",""
"3","lsv_talk_bitter","100411","1009808072","1","","","1009808","","0.2",""
"21","vo_lsv_0826","vo_lsv","1009808073","0","","","1009808","0","",""
"11","這、這是當然的啊～！\n啊哈哈哈哈～","100411","1009808074","10","0","0","1009808","1","0","1"
"91","","0","1009808075","","","","1009808","","",""
"3","lsv_idle_bitter","100411","1009808076","1","","","1009808","","0.2",""
"3","lsv_talk_surprise_talkjoy","102011","1009808077","1","","","1009808","","0.2",""
"21","vo_lsv_0827","vo_lsv","1009808078","0","","","1009808","0","",""
"11","欸欸，哥哥♪\n哥哥知道還有誰能和小繆\n成為好朋友嗎？","102011","1009808079","10","0","0","1009808","1","0","1"
"91","","0","1009808080","","","","1009808","","",""
"3","lsv_idle_surprise_joy","102011","1009808081","1","","","1009808","","0.2",""
"3","lsv_choice","100411","1009808082","0","","0.2","1009808","lsv_look_idle_normal","0","1"
"3","lsv_choice","102011","1009808083","0","","0.2","1009808","lsv_look_idle_normal","0","1"
"3","lsv_choice","103611","1009808084","0","","0.2","1009808","lsv_look_idle_normal","0","1"
"93","0","0.1","1009808085","","","","1009808","","",""
"2","-420","100411","1009808086","-220","","0.2","1009808","0.33","","2"
"2","452","102011","1009808087","-235","","0.2","1009808","0.33","","2"
"2","-545","103611","1009808088","-250","","0.2","1009808","0.33","","2"
"22","0","0","1009808089","1","","","1009808","","0.2",""
"103","1009808093","牧場的牛群。","1009808090","0","","","1009808","","",""
"103","1009808117","噗吉。","1009808091","0","","","1009808","","",""
"103","1009808141","拉格。","1009808092","0","","","1009808","","",""
"3","lsv_choice","100411","1009808093","0","","0.2","1009808","lsv_idle_normal","0","1"
"3","lsv_choice","102011","1009808094","0","","0.2","1009808","lsv_idle_normal","0","1"
"3","lsv_choice","103611","1009808095","0","","0.2","1009808","lsv_idle_normal","0","1"
"93","0","0.1","1009808096","","","","1009808","","",""
"2","-100","100411","1009808097","-220","","0.2","1009808","0.33","","2"
"2","200","102011","1009808098","-235","","0.2","1009808","0.33","","2"
"2","-270","103611","1009808099","-250","","0.2","1009808","0.33","","2"
"93","0","0.7","1009808100","","","","1009808","","",""
"3","lsv_talk_thinking_joyR","103611","1009808101","1","","","1009808","","0.2",""
"21","vo_lsv_0828","vo_lsv","1009808102","0","","","1009808","0","",""
"11","原來如此……這提議不錯耶。\n牧場的牛牛\n應該都習慣與人相處了。","103611","1009808103","10","0","0","1009808","1","0","1"
"91","","0","1009808104","","","","1009808","","",""
"3","lsv_idle_thinking_joy1","103611","1009808105","1","","","1009808","","0.2",""
"3","lsv_talk_wish_joy","102011","1009808106","1","","","1009808","","0.2",""
"21","vo_lsv_0829","vo_lsv","1009808107","0","","","1009808","0","",""
"11","所以也一定會溫柔地\n對待小繆吧♪","102011","1009808108","10","0","0","1009808","1","0","1"
"91","","0","1009808109","","","","1009808","","",""
"3","lsv_idle_wish_joy","102011","1009808110","1","","","1009808","","0.2",""
"3","lsv_talk_normal","100411","1009808111","1","","","1009808","","0.2",""
"21","vo_lsv_0830","vo_lsv","1009808112","0","","","1009808","0","",""
"11","牧場的話，\n因為栞姐姐也在，\n所以可以放心呢！","100411","1009808113","10","0","0","1009808","1","0","1"
"91","","0","1009808114","","","","1009808","","",""
"3","lsv_idle_normal","100411","1009808115","1","","","1009808","","0.2",""
"101","","1009808166","1009808116","","","","1009808","","",""
"3","lsv_choice","100411","1009808117","0","","0.2","1009808","lsv_idle_normal","0","1"
"3","lsv_choice","102011","1009808118","0","","0.2","1009808","lsv_idle_normal","0","1"
"3","lsv_choice","103611","1009808119","0","","0.2","1009808","lsv_idle_normal","0","1"
"93","0","0.1","1009808120","","","","1009808","","",""
"2","-100","100411","1009808121","-220","","0.2","1009808","0.33","","2"
"2","200","102011","1009808122","-235","","0.2","1009808","0.33","","2"
"2","-270","103611","1009808123","-250","","0.2","1009808","0.33","","2"
"93","0","0.7","1009808124","","","","1009808","","",""
"3","lsv_talk_joy3_blink","102011","1009808125","1","","","1009808","","0.2",""
"21","vo_lsv_0831","vo_lsv","1009808126","0","","","1009808","0","",""
"11","是說綾音的朋友？\n如果是噗吉，\n一定能跟小繆成為好朋友的♪","102011","1009808127","10","0","0","1009808","1","0","1"
"91","","0","1009808128","","","","1009808","","",""
"3","lsv_idle_joy","102011","1009808129","1","","","1009808","","0.2",""
"3","lsv_talk_surprise","103611","1009808130","1","","","1009808","","0.2",""
"21","vo_lsv_0832","vo_lsv","1009808131","0","","","1009808","0","",""
"11","是綾音的話，就不必\n擔心了呢……因為她應該已經\n習慣與奇妙的孩子相處了。","103611","1009808132","10","0","0","1009808","1","0","1"
"91","","0","1009808133","","","","1009808","","",""
"3","lsv_idle_surprise","103611","1009808134","1","","","1009808","","0.2",""
"3","lsv_talk_thinking_talkR","100411","1009808135","1","","","1009808","","0.2",""
"21","vo_lsv_0833","vo_lsv","1009808136","0","","","1009808","0","",""
"11","仔細想想，\n噗吉本身就\n很不可思議呢……","100411","1009808137","10","0","0","1009808","1","0","1"
"91","","0","1009808138","","","","1009808","","",""
"3","lsv_idle_thinking_joy1","100411","1009808139","1","","","1009808","","0.2",""
"101","","1009808166","1009808140","","","","1009808","","",""
"3","lsv_choice","100411","1009808141","0","","0.2","1009808","lsv_idle_normal","0","1"
"3","lsv_choice","102011","1009808142","0","","0.2","1009808","lsv_idle_normal","0","1"
"3","lsv_choice","103611","1009808143","0","","0.2","1009808","lsv_idle_normal","0","1"
"93","0","0.1","1009808144","","","","1009808","","",""
"2","-100","100411","1009808145","-220","","0.2","1009808","0.33","","2"
"2","200","102011","1009808146","-235","","0.2","1009808","0.33","","2"
"2","-270","103611","1009808147","-250","","0.2","1009808","0.33","","2"
"93","0","0.7","1009808148","","","","1009808","","",""
"3","lsv_talk_surprise2","100411","1009808149","1","","","1009808","","0.2",""
"21","vo_lsv_0834","vo_lsv","1009808150","0","","","1009808","0","",""
"11","咦咦，龍！？\n那是說龍嗎？","100411","1009808151","10","0","0","1009808","1","0","1"
"91","","0","1009808152","","","","1009808","","",""
"3","lsv_idle_surprise","100411","1009808153","1","","","1009808","","0.2",""
"3","lsv_talk_normal_suprise1","102011","1009808154","1","","","1009808","","0.2",""
"21","vo_lsv_0835","vo_lsv","1009808155","0","","","1009808","0","",""
"11","有位和厲害的魔物先生\n關係很好的人對吧～","102011","1009808156","10","0","0","1009808","1","0","1"
"91","","0","1009808157","","","","1009808","","",""
"3","lsv_idle_normal","102011","1009808158","1","","","1009808","","0.2",""
"3","lsv_talk_sad","103611","1009808159","1","","","1009808","","0.2",""
"21","vo_lsv_0836","vo_lsv","1009808160","0","","","1009808","0","",""
"11","有、有種危險的氣息呢……\n那個人的話，\n那個……我們再考慮一下吧。","103611","1009808161","10","0","0","1009808","1","0","1"
"91","","0","1009808162","","","","1009808","","",""
"3","lsv_idle_sad","103611","1009808163","1","","","1009808","","0.2",""
"3","lsv_idle_surprise_talkR1","100411","1009808164","1","","","1009808","","0.2",""
"101","","1009808166","1009808165","","","","1009808","","",""
"91","","0","1009808166","","","","1009808","","",""
"102","","","1009808167","","","","1009808","","",""
"22","0.2","0","1009808168","","","","1009808","","",""
"93","","0.2","1009808169","","","","1009808","","",""
"12","7","102011","1009808170","1","0","0","1009808","0","0","0"
"3","lsv_talk_surprise_kira","102011","1009808171","1","","","1009808","","0.2",""
"93","0","3","1009808172","","","","1009808","","",""
"3","lsv_idle_surprise","102011","1009808173","1","","","1009808","","0.2",""
"12","5","100411","1009808174","1","0","0","1009808","0","0","0"
"3","lsv_talk_wish_surprise","100411","1009808175","1","","","1009808","","0.2",""
"93","0","3","1009808176","","","","1009808","","",""
"3","lsv_idle_wish","100411","1009808177","1","","","1009808","","0.2",""
"12","1","103611","1009808178","1","0","0","1009808","0","0","0"
"3","lsv_talk_normal_sad","103611","1009808179","1","","","1009808","","0.2",""
"93","0","3","1009808180","","","","1009808","","",""
"3","lsv_idle_normal","103611","1009808181","1","","","1009808","","0.2",""
"101","","1009808170","1009808182","","","","1009808","","",""
"6","1","333","1009808183","1","","0","1009808","1","1","0"
"4","1","100411","1009808184","","","","1009808","","",""
"3","lsv_run","100411","1009808185","1","","","1009808","","0.2",""
"2","-750","100411","1009808186","-220","","","1009808","0.8","","0"
"4","0","102011","1009808187","","","","1009808","","",""
"3","lsv_run","102011","1009808188","1","","","1009808","","0.2",""
"2","750","102011","1009808189","-235","","","1009808","0.8","","0"
"4","1","103611","1009808190","","","","1009808","","",""
"3","lsv_run","103611","1009808191","1","","","1009808","","0.2",""
"2","-850","103611","1009808192","-250","","","1009808","0.8","","0"
"93","","0.6","1009808193","","","","1009808","","",""
"6","1","100411","1009808194","1","","0","1009808","1","0.2","0"
"6","1","102011","1009808195","1","","0","1009808","1","0.2","0"
"6","1","103611","1009808196","1","","0","1009808","1","0.2","0"
"91","","0","1009808197","","","","1009808","","",""
"1","103611","1","1009809001","102","lsv_idle_normal","0","1009809","-750","1.95","-235"
"1","102011","1","1009809002","100","lsv_idle_normal","1","1009809","650","1.95","-220"
"1","100411","1","1009809003","101","lsv_idle_normal","1","1009809","750","1.95","-250"
"5","333","1","1009809004","0","lsv_white_loop","0","1009809","0","1","0"
"6","1","333","1009809005","1","","0","1009809","1","0","0"
"6","1","103611","1009809006","1","","0","1009809","1","0","0"
"6","1","102011","1009809007","1","","0","1009809","1","0","0"
"6","1","100411","1009809008","1","","0","1009809","1","0","0"
"7","2","103611","1009809009","0","","","1009809","0","",""
"2","-750","103611","1009809010","-235","","","1009809","0.5","","0"
"31","16","2","1009809011","-140","","","1009809","10","0","0.8"
"34","2","16","1009809012","0","","","1009809","0","",""
"93","0","1","1009809013","","","","1009809","","",""
"6","1","333","1009809014","1","","0","1009809","1","0.8","0.4"
"3","lsv_see_sad_pre","103611","1009809015","0","","0","1009809","lsv_see_sad","0.2","1"
"2","-600","103611","1009809016","-235","","","1009809","1.1","","0"
"6","1","103611","1009809017","1","","0","1009809","1","0.4","1"
"93","","1","1009809018","","","","1009809","","",""
"32","1","16","1009809019","","","","1009809","","",""
"91","","0","1009809020","","","","1009809","","",""
"94","240","103611","1009809021","260","","","1009809","0","","80"
"32","0","16","1009809022","","","","1009809","","",""
"12","1","103611","1009809023","1","","0","1009809","","0",""
"7","0","103611","1009809024","2","","","1009809","0","",""
"3","lsv_walk_sad","103611","1009809025","1","","","1009809","","0.2",""
"2","-250","103611","1009809026","-235","","","1009809","2","","0"
"3","lsv_walk","102011","1009809027","1","","","1009809","","0.2",""
"2","100","102011","1009809028","-220","","","1009809","2","","0"
"6","1","102011","1009809029","1","","0","1009809","1","0.4","1"
"3","lsv_walk_talkR","100411","1009809030","1","","","1009809","","0.2",""
"2","270","100411","1009809031","-250","","","1009809","2","","0"
"6","1","100411","1009809032","1","","0","1009809","1","0.4","1"
"93","","2","1009809033","","","","1009809","","",""
"3","lsv_idle_normal","103611","1009809034","1","","","1009809","","0.2",""
"3","lsv_idle_normal","102011","1009809035","1","","","1009809","","0.2",""
"3","lsv_idle_sad","100411","1009809036","1","","","1009809","","0.2",""
"93","","0.5","1009809037","","","","1009809","","",""
"91","","0","1009809038","","","","1009809","","",""
"3","lsv_talk_sad","100411","1009809039","1","","","1009809","","0.2",""
"21","vo_lsv_0921","vo_lsv","1009809040","0","","","1009809","0","",""
"11","今天……\n發生了好多事情喔。","100411","1009809041","10","0","0","1009809","1","0","1"
"91","","0","1009809042","","","","1009809","","",""
"3","lsv_idle_sad","100411","1009809043","1","","","1009809","","0.2",""
"3","lsv_talk_wish_nervous","102011","1009809044","1","","","1009809","","0.2",""
"21","vo_lsv_0922","vo_lsv","1009809045","0","","","1009809","0","",""
"11","嗯……\n不過，能救出小繆\n真是太好了。","102011","1009809046","10","0","0","1009809","1","0","1"
"91","","0","1009809047","","","","1009809","","",""
"3","lsv_idle_wish_nervous","102011","1009809048","1","","","1009809","","0.2",""
"3","lsv_talk_sad","100411","1009809049","1","","","1009809","","0.2",""
"21","vo_lsv_0923","vo_lsv","1009809050","0","","","1009809","0","",""
"11","……雖然牠有點\n變小了。","100411","1009809051","10","0","0","1009809","1","0","1"
"91","","0","1009809052","","","","1009809","","",""
"3","lsv_idle_sad","100411","1009809053","1","","","1009809","","0.2",""
"3","lsv_talk_sad","102011","1009809054","1","","","1009809","","0.2",""
"21","vo_lsv_0924","vo_lsv","1009809055","0","","","1009809","0","",""
"11","……嗯。","102011","1009809056","10","0","0","1009809","1","0","1"
"91","","0","1009809057","","","","1009809","","",""
"3","lsv_idle_normal","102011","1009809058","1","","","1009809","","0.2",""
"3","lsv_idle_normal_talkR","100411","1009809059","1","","","1009809","","0.2",""
"3","lsv_talk_thinking","103611","1009809060","1","","","1009809","","0.2",""
"21","vo_lsv_0925","vo_lsv","1009809061","0","","","1009809","0","",""
"11","……小繆\n到底是什麼生物，\n雖然之前一直想不出來……","103611","1009809062","10","0","0","1009809","1","0","1"
"91","","0","1009809063","","","","1009809","","",""
"3","lsv_idle_thinking","103611","1009809064","1","","","1009809","","0.2",""
"3","lsv_talk_normal_suprise1","100411","1009809065","1","","","1009809","","0.2",""
"21","vo_lsv_0926","vo_lsv","1009809066","0","","","1009809","0","",""
"11","這下終於知道了呢。\n不過有點……\n不對，是非常令人驚訝呢。","100411","1009809067","10","0","0","1009809","1","0","1"
"91","","0","1009809068","","","","1009809","","",""
"3","lsv_idle_normal_talkR","100411","1009809069","1","","","1009809","","0.2",""
"3","lsv_talk_thinking_anger","103611","1009809070","1","","","1009809","","0.2",""
"21","vo_lsv_0927","vo_lsv","1009809071","0","","","1009809","0","",""
"11","能喚來幸福的生物……\n那就是小繆。","103611","1009809072","10","0","0","1009809","1","0","1"
"91","","0","1009809073","","","","1009809","","",""
"3","lsv_idle_sad","103611","1009809074","1","","","1009809","","0.2",""
"3","lsv_talk_sad","102011","1009809075","1","","","1009809","","0.2",""
"21","vo_lsv_0928","vo_lsv","1009809076","0","","","1009809","0","",""
"11","美美我們……\n接下來該怎麼辦呢？","102011","1009809077","10","0","0","1009809","1","0","1"
"91","","0","1009809078","","","","1009809","","",""
"3","lsv_idle_normal","102011","1009809079","1","","","1009809","","0.2",""
"3","lsv_talk_anger_dead","100411","1009809080","1","","","1009809","","0.2",""
"21","vo_lsv_0929","vo_lsv","1009809081","0","","","1009809","0","",""
"11","……不知道耶。","100411","1009809082","10","0","0","1009809","1","0","1"
"91","","0","1009809083","","","","1009809","","",""
"3","lsv_idle_anger_sad","100411","1009809084","1","","","1009809","","0.2",""
"3","lsv_talk_normal_sad","103611","1009809085","1","","","1009809","","0.2",""
"21","vo_lsv_0930","vo_lsv","1009809086","0","","","1009809","0","",""
"11","畢竟突然發生了\n這麼多事嘛。\n……冷靜不下來也是當然的。","103611","1009809087","10","0","0","1009809","1","0","1"
"91","","0","1009809088","","","","1009809","","",""
"21","vo_lsv_0931","vo_lsv","1009809089","0","","","1009809","0","",""
"11","總之，今天先休息吧。\n之後的事情，\n明天再來考慮吧。","103611","1009809090","10","0","0","1009809","1","0","1"
"91","","0","1009809091","","","","1009809","","",""
"3","lsv_idle_normal","103611","1009809092","1","","","1009809","","0.2",""
"3","lsv_agree_sad","100411","1009809093","0","","0.2","1009809","lsv_idle_normal_sad","0","1"
"3","lsv_agree_sad","102011","1009809094","0","","0.2","1009809","lsv_idle_normal_sad","0","1"
"21","vo_lsv_0932","vo_lsv","1009809095","0","","","1009809","0","",""
"11","……嗯。","100411","1009809096","10","0","0","1009809","1","0","1"
"11","……嗯。","102011","1009809097","10","0","0","1009809","1","0","1"
"91","","0","1009809098","","","","1009809","","",""
"22","0","0","1009809099","1","","","1009809","","0.2",""
"102","","","1009809100","","","","1009809","","",""
"93","","0.2","1009809101","","","","1009809","","",""
"12","1","103611","1009809102","1","0","0","1009809","0","0","0"
"3","lsv_talk_normal_sad","103611","1009809103","1","","","1009809","","0.2",""
"93","0","3","1009809104","","","","1009809","","",""
"3","lsv_idle_normal","103611","1009809105","1","","","1009809","","0.2",""
"12","2","102011","1009809106","1","0","0","1009809","0","0","0"
"3","lsv_talk_bitter","102011","1009809107","1","","","1009809","","0.2",""
"93","0","3","1009809108","","","","1009809","","",""
"3","lsv_idle_sad_normal","102011","1009809109","1","","","1009809","","0.2",""
"12","4","100411","1009809110","1","0","0","1009809","0","0","0"
"3","lsv_idle_anger_sad","100411","1009809111","1","","","1009809","","0.2",""
"93","0","3","1009809112","","","","1009809","","",""
"3","lsv_idle_normal_sad","100411","1009809113","1","","","1009809","","0.2",""
"101","","1009809102","1009809114","","","","1009809","","",""
"6","1","333","1009809115","1","","0","1009809","1","1","0"
"4","1","103611","1009809116","","","","1009809","","",""
"3","lsv_run_sad","103611","1009809117","1","","","1009809","","0.2",""
"2","-750","103611","1009809118","-235","","","1009809","0.8","","0"
"4","0","102011","1009809119","","","","1009809","","",""
"3","lsv_run_sad","102011","1009809120","1","","","1009809","","0.2",""
"2","750","102011","1009809121","-220","","","1009809","0.8","","0"
"4","0","100411","1009809122","","","","1009809","","",""
"3","lsv_run_sad","100411","1009809123","1","","","1009809","","0.2",""
"2","850","100411","1009809124","-250","","","1009809","0.8","","0"
"93","","0.6","1009809125","","","","1009809","","",""
"6","1","103611","1009809126","1","","0","1009809","1","0.2","0"
"6","1","102011","1009809127","1","","0","1009809","1","0.2","0"
"6","1","100411","1009809128","1","","0","1009809","1","0.2","0"
"91","","0","1009809129","","","","1009809","","",""
"1","100411","1","1009810001","102","lsv_idle_normal","0","1009810","-650","1.95","-235"
"1","102011","1","1009810002","100","lsv_idle_normal","1","1009810","650","1.95","-220"
"1","103611","1","1009810003","101","lsv_idle_normal","1","1009810","750","1.95","-250"
"5","333","1","1009810004","0","lsv_white_loop","0","1009810","0","1","0"
"6","1","333","1009810005","1","","0","1009810","1","0","0"
"6","1","100411","1009810006","1","","0","1009810","1","0","0"
"6","1","102011","1009810007","1","","0","1009810","1","0","0"
"6","1","103611","1009810008","1","","0","1009810","1","0","0"
"93","0","1","1009810009","","","","1009810","","",""
"6","1","333","1009810010","1","","0","1009810","1","0.8","0.4"
"3","lsv_walk","100411","1009810011","1","","","1009810","","0.2",""
"2","-200","100411","1009810012","-235","","","1009810","2","","0"
"6","1","100411","1009810013","1","","0","1009810","1","0.4","1"
"3","lsv_walk","102011","1009810014","1","","","1009810","","0.2",""
"2","100","102011","1009810015","-220","","","1009810","2","","0"
"6","1","102011","1009810016","1","","0","1009810","1","0.4","1"
"3","lsv_walk","103611","1009810017","1","","","1009810","","0.2",""
"2","270","103611","1009810018","-250","","","1009810","2","","0"
"6","1","103611","1009810019","1","","0","1009810","1","0.4","1"
"93","0","2","1009810020","","","","1009810","","",""
"3","lsv_idle_normal","100411","1009810021","1","","","1009810","","0.2",""
"3","lsv_idle_normal","102011","1009810022","1","","","1009810","","0.2",""
"3","lsv_idle_normal","103611","1009810023","1","","","1009810","","0.2",""
"93","0","0.6","1009810024","","","","1009810","","",""
"3","lsv_talk_guts2_anger","103611","1009810025","0","","0.2","1009810","lsv_talk_guts2_anger_loop","0","1"
"21","vo_lsv_1021","vo_lsv","1009810026","0","","","1009810","0","",""
"11","……都到這一步了，\n我們就負起責任到最後，\n讓牠好好地回去吧。","103611","1009810027","10","0","0","1009810","1","0","1"
"91","","0","1009810028","","","","1009810","","",""
"3","lsv_idle_guts2_anger","103611","1009810029","1","","","1009810","","0.2",""
"3","lsv_talk_joy3_dere","102011","1009810030","1","","","1009810","","0.2",""
"21","vo_lsv_1022","vo_lsv","1009810031","0","","","1009810","0","",""
"11","……說得沒錯。\n這是大家一起決定的嘛。","102011","1009810032","10","0","0","1009810","1","0","1"
"91","","0","1009810033","","","","1009810","","",""
"3","lsv_idle_sad_joynormal","102011","1009810034","1","","","1009810","","0.2",""
"3","lsv_talk_thinking","100411","1009810035","1","","","1009810","","0.2",""
"21","vo_lsv_1023","vo_lsv","1009810036","0","","","1009810","0","",""
"11","不過……\n在那之前還有事情要做喔。","100411","1009810037","10","0","0","1009810","1","0","1"
"91","","0","1009810038","","","","1009810","","",""
"3","lsv_idle_normal","100411","1009810039","1","","","1009810","","0.2",""
"3","lsv_idle_normal","102011","1009810040","1","","","1009810","","0.2",""
"3","lsv_talk_guts2","100411","1009810041","0","","0.2","1009810","lsv_talk_guts2_loop","0","1"
"21","vo_lsv_1024","vo_lsv","1009810042","0","","","1009810","0","",""
"11","要讓小繆恢復活力，\n還有要特訓！\n讓牠回到那邊也不會有問題♪","100411","1009810043","10","0","0","1009810","1","0","1"
"91","","0","1009810044","","","","1009810","","",""
"3","lsv_idle_guts2_joy","100411","1009810045","1","","","1009810","","0.2",""
"3","lsv_talk_doya","103611","1009810046","0","","0.2","1009810","lsv_talk_doya_loop","0","1"
"21","vo_lsv_1025","vo_lsv","1009810047","0","","","1009810","0","",""
"11","……還有很多很多\n該做的事情呢。\n我們也得加油才行。","103611","1009810048","10","0","0","1009810","1","0","1"
"91","","0","1009810049","","","","1009810","","",""
"3","lsv_idle_doya","103611","1009810050","1","","","1009810","","0.2",""
"3","lsv_talk_cool_joy","100411","1009810051","0","","0.2","1009810","lsv_talk_cool_joy_loop","0","1"
"21","vo_lsv_1026","vo_lsv","1009810052","0","","","1009810","0","",""
