46f7ae3a9a58d50beceecc02ccd1ecce51ee855f14fb2a10d961733daeafa952,ccef9b51c69ba03a7c429a51cd4bf96190953deebbc4cb3325384175daf855d8,2bff4fef308deca7ce70b98bab1aac2b5fc1ccad008af2226bcaf97abd833dd8,946e59cede6e171eb6f9114763760c36011bb92a63c4a87f40633b1111d76a72,681a05472fb19b3311a7c4c8f6b4a9942ad04c5a7f8e5249b94c265f0843bf4e,8fa632a9cd8072c50ee03b0764bb7142e19d313d0cfcbd21519470369b1e9f78,27fbcd48d544c4a16e294f780460b51c0e2ef66de5714a1310a5e04bd876fe72,3e236330ec9bb3139134351dc247d4358874d89dc812e3eac3994ea36393fb72,760c335153bb76c710847c119c034a1c41094287c2abd2bcc42c43062bd3fdbf,defc272fa963be2eb1bfb0132df3e6aaa6ab8b8dbfd3b342bd4ebddf922fc1ef,8e385d78c2d5e195fedccbfbb901d64196a8b7dc3dc6ac640a5e1f549fb6d258
"0","6","1007408","0","1","女僕其實是相當辛苦的工作，\n或許是因為身體變虛弱了，\n妳才會失敗，先用溫度計來測量體溫吧。","0.5","11","0","117531","1007408138"
"","","1007408","","","","","91","","0","1007408139"
"","","1007408","","","0","","22","","0","1007408140"
"","1","1007408","","","mhp_idle_normal","","3","0.2","117531","1007408141"
"1","0","1007408","0.2","mhp_suzume_explode_loop","mhp_suzume_explode_in","","3","0.2","102511","1007408142"
"1","0","1007408","0.2","mhp_suzume_explode_loop","mhp_suzume_explode_in","","3","0.2","31","1007408143"
"","","1007408","","","0","","93","","2","1007408144"
"","","1007408","","","1","","32","","121","1007408145"
"","","1007408","","","se_10031400_explosion","","23","","se_10031400","1007408146"
"","","1007408","","","0","","93","","1","1007408147"
"","0","1007408","","","mhp_suzume_geho","","3","0.2","102511","1007408148"
"","0","1007408","","","NoItem","","3","0.2","31","1007408149"
"","0","1007408","","","mhp_mitsuki_geho","","3","0.2","117531","1007408150"
"","0","1007408","","","mhp_yuki_sit_geho","","3","0.2","117631","1007408151"
"","","1007408","","","","","91","","0","1007408152"
"","1","1007408","","","mhp_talk_surprise2","","3","0.2","102511","1007408153"
"","1","1007408","","","mhp_idle_bitter2","","3","0.2","117531","1007408154"
"","1","1007408","","","mhp_sit_idle_bitter2","","3","0.2","117631","1007408155"
"","0","1007408","","0","vo_mhp_2113","","21","","vo_mhp_1007408","1007408156"
"0","4","1007408","0","1","呀啊！對、對不起……\n溫度計自己壞掉了……","0.5","11","0","102511","1007408157"
"","","1007408","","","","","91","","0","1007408158"
"0","1","1007408","","","mhp_talk_sad2","","3","0.2","102511","1007408159"
"","0","1007408","","0","vo_mhp_2116","","21","","vo_mhp_1007408","1007408160"
"0","7","1007408","0","1","那個……醫生？","0.5","11","","102511","1007408161"
"","","1007408","","","","","91","","0","1007408162"
"0","1","1007408","","","mhp_idle_sad2","","3","0.2","102511","1007408163"
"0","1","1007408","","","mhp_talk_bitter","","3","0.2","117531","1007408164"
"0","1","1007408","","","mhp_sit_idle","","3","0.2","117631","1007408165"
"","0","1007408","","0","vo_mhp_2117","","21","","vo_mhp_1007408","1007408166"
"0","5","1007408","0","1","……今天的診療就先告一段落吧。\n請妳改天再過來。","0.5","11","0","117531","1007408167"
"","","1007408","","","","","91","","0","1007408168"
"","","1007408","","","0","","22","","0","1007408169"
"0","1","1007408","","","mhp_idle_normal","","3","0.2","117531","1007408170"
"","","1007408","","","","","93","","0.5","1007408171"
"","2","1007408","0","","17","","12","0","102511","1007408172"
"","","1007408","","","","","93","","0.5","1007408173"
"","","1007408","","","","","101","","1007408215","1007408174"
"","1","1007408","","","mhp_sit_idle","","3","0.2","117531","1007408175"
"0","0","1007408","","","mhp_sit_out","","3","0.2","102511","1007408176"
"","","1007408","","","","","91","","0","1007408177"
"","0","1007408","","","mhp_suzume_stretch_in","","3","0.2","102511","1007408178"
"","0","1007408","","0","vo_mhp_2114","","21","","vo_mhp_1007408","1007408179"
"0","5","1007408","10","1","一、二、三、四……啊啊啊！\n身、身體纏在一起了……咿啊！","0.5","11","-30","102511","1007408180"
"","","1007408","","","1","","93","","2.1","1007408181"
"","1","1007408","","","mhp_suzume_stretch_loop","","3","0.2","102511","1007408182"
"","","1007408","","","","","93","","0.4","1007408183"
"","","1007408","","","se_10031400_panic","","23","","se_10031400","1007408184"
"","","1007408","","","","","93","","0.6","1007408185"
"","0","1007408","","","mhp_suzume_stretch_out","","3","0.2","102511","1007408186"
"","","1007408","","","","","91","","1007408180","1007408187"
"","","1007408","","","","","93","","0.4","1007408188"
"","","1007408","","","0","","22","","0","1007408189"
"","","1007408","","","","","93","","0.6","1007408190"
"0","1","1007408","","","mhp_sit_talk_worry","","3","0.2","117531","1007408191"
"","0","1007408","","0","vo_mhp_2115","","21","","vo_mhp_1007408","1007408192"
"0","6","1007408","0","1","要、要怎麼做才能變成那樣啊？","0.5","11","30","117531","1007408193"
"","","1007408","","","","","91","","0","1007408194"
"","0","1007408","","","mhp_suzume_fall_out","","3","0.2","102511","1007408195"
"","","1007408","","","","","91","","0","1007408196"
"","0","1007408","","","mhp_suzume_sit_in_sad","","3","0.2","102511","1007408197"
"","","1007408","","","","","91","","0","1007408198"
"0","1","1007408","","","mhp_sit_idle_sad","","3","0.2","117531","1007408199"
"0","1","1007408","","","mhp_sit_talk_sad2","","3","0.2","102511","1007408200"
"","0","1007408","","0","vo_mhp_2116","","21","","vo_mhp_1007408","1007408201"
"0","7","1007408","0","1","那個……醫生？","0.5","11","","102511","1007408202"
"","","1007408","","","","","91","","0","1007408203"
"0","1","1007408","","","mhp_sit_idle_sad2","","3","0.2","102511","1007408204"
"0","1","1007408","","","mhp_sit_talk_bitter","","3","0.2","117531","1007408205"
"","0","1007408","","0","vo_mhp_2117","","21","","vo_mhp_1007408","1007408206"
"0","5","1007408","0","1","……今天的診療就先告一段落吧。\n請妳改天再過來。","0.5","11","0","117531","1007408207"
"","","1007408","","","","","91","","0","1007408208"
"","","1007408","","","0","","22","","0","1007408209"
"0","1","1007408","","","mhp_sit_idle","","3","0.2","117531","1007408210"
"0","0","1007408","","","mhp_suzume_sit_out_sad2","","3","0.2","102511","1007408211"
"","","1007408","","","","","93","","0.5","1007408212"
"","2","1007408","0","","17","","12","0","102511","1007408213"
"","","1007408","","","","","93","","0.5","1007408214"
"","","1007408","","","","","91","","0","1007408215"
"0","1","1007408","","","mhp_suzume_walk_sad","","3","0.2","102511","1007408216"
"","","1007408","","","1","","4","","102511","1007408217"
"0","-220","1007408","","5","-1000","","2","","102511","1007408218"
"","","1007408","","","0","","93","","4","1007408219"
"","","1007408","","","","","91","","0","1007408220"
"-200","100","1007409","0","-1000","102511","mhp_idle_normal","1","1.7","1","1007409001"
"-220","100","1007409","1","185","117531","mhp_mitsuki_sit_idle_sad","1","1.7","1","1007409002"
"-200","100","1007409","1","365","117631","mhp_sit_idle","1","1.7","1","1007409003"
"0.85","-240","1007409","","-154","1","","31","1","1","1007409004"
"1","0","1007409","","0","110","","31","0","10","1007409005"
"1","0","1007409","","0","114","","31","0","14","1007409006"
"1","0","1007409","","0","122","","31","0","22","1007409007"
"1","0","1007409","","0","130","","31","0","30","1007409008"
"-220","110","1007409","0","-200","11","NoItem","5","1.7","1","1007409009"
"-220","105","1007409","0","-200","12","NoItem","5","1.7","1","1007409010"
"-220","110","1007409","1","185","21","NoItem","5","1.7","1","1007409011"
"-220","105","1007409","1","185","22","NoItem","5","1.7","1","1007409012"
"0","1","1007409","0","1","1","","6","0","11","1007409013"
"0","1","1007409","0","1","1","","6","0","12","1007409014"
"0","1","1007409","0","1","1","","6","0","21","1007409015"
"0","1","1007409","0","1","1","","6","0","22","1007409016"
"","","1007409","","","","","91","","0","1007409017"
"","1","1007409","","","mhp_mitsuki_sit_talk_sad","","3","0.2","117531","1007409018"
"","0","1007409","","0","vo_mhp_2201","","21","","vo_mhp_1007409","1007409019"
"0","5","1007409","0","0","鈴莓，請進～","0.5","11","0","117531","1007409020"
"","","1007409","","","","","91","","0","1007409021"
"","1","1007409","","","mhp_mitsuki_sit_idle_sad","","3","0.2","117531","1007409022"
"","1","1007409","","","mhp_walk_sad","","3","0.2","102511","1007409023"
"0","-220","1007409","","4","-200","","2","","102511","1007409024"
"","","1007409","","","","","91","","0","1007409025"
"1","0","1007409","0.2","mhp_sit_talk_sad","mhp_sit_in_sad","","3","0.2","102511","1007409026"
"","","1007409","","","","","93","","1","1007409027"
"","0","1007409","","0","vo_mhp_2202","","21","","vo_mhp_1007409","1007409028"
"0","5","1007409","0","1","妳、妳好……\n咿，深、深月醫生，\n妳給人的感覺怎麼……","0.5","11","0","102511","1007409029"
"","","1007409","","","","","91","","0","1007409030"
"","1","1007409","","","mhp_sit_idle_sad","","3","0.2","102511","1007409031"
"","1","1007409","","","mhp_sit_talk_sad","","3","0.2","117531","1007409032"
"","0","1007409","","0","vo_mhp_2203","","21","","vo_mhp_1007409","1007409033"
"0","5","1007409","0","1","這是理所當然的。\n我用盡了各種能想到的方法，\n卻沒能治好妳的冒失……","0.5","11","0","117531","1007409034"
"","","1007409","","","","","91","","0","1007409035"
"","1","1007409","","","mhp_sit_talk_wish","","3","0.2","117531","1007409036"
"","0","1007409","","0","vo_mhp_2204","","21","","vo_mhp_1007409","1007409037"
"0","5","1007409","0","1","所以我要使用最後的手段。","0.5","11","0","117531","1007409038"
"","","1007409","","","","","91","","0","1007409039"
"","1","1007409","","","mhp_sit_idle_wish","","3","0.2","117531","1007409040"
"","1","1007409","","","mhp_sit_talk_sad","","3","0.2","102511","1007409041"
"","0","1007409","","0","vo_mhp_2205","","21","","vo_mhp_1007409","1007409042"
"0","8","1007409","0","1","最、最後的手段……？","0.5","11","0","102511","1007409043"
"","","1007409","","","","","91","","0","1007409044"
"","1","1007409","","","mhp_sit_idle_sad","","3","0.2","102511","1007409045"
"","0","1007409","","","mhp_sit_talk_guts","","3","0.2","117531","1007409046"
"","0","1007409","","0","vo_mhp_2206","","21","","vo_mhp_1007409","1007409047"
"0","5","1007409","0","1","沒錯，這場戰鬥賭上了\n醫生和患者……\n不對，是我和鈴莓的尊嚴。","0.5","11","0","117531","1007409048"
"","","1007409","","","0","","93","","1","1007409049"
"","1","1007409","","","mhp_sit_idle_guts","","3","0.2","117531","1007409050"
"","","1007409","","","1","","93","","4.5","1007409051"
"","","1007409","","","","","91","","1007409048","1007409052"
"","1","1007409","","","mhp_sit_talk_sad","","3","0.2","117631","1007409053"
"","0","1007409","","0","vo_mhp_2207","","21","","vo_mhp_1007409","1007409054"
"0","6","1007409","0","1","這件事需要搞得這麼嚴肅嗎？","0.5","11","0","117631","1007409055"
"","","1007409","","","","","91","","0","1007409056"
"","1","1007409","","","mhp_sit_idle","","3","0.2","117631","1007409057"
"","1","1007409","","","mhp_sit_talk_joy1","","3","0.2","117531","1007409058"
"","0","1007409","","0","vo_mhp_2208","","21","","vo_mhp_1007409","1007409059"
"0","6","1007409","0","1","好，我現在就要解放這隻眼睛了！\n妳做好覺悟吧！","0.5","11","0","117531","1007409060"
"","","1007409","","","","","91","","0","1007409061"
"1","0","1007409","0.2","mhp_mitsuki_sit_kaihou_loop","mhp_mitsuki_sit_kaihou_in","","3","0.2","117531","1007409062"
"","","1007409","","","0","","93","","1.5","1007409063"
"1","","1007409","","","1","","32","1","122","1007409064"
"","","1007409","","","se_10031400_flash","","23","","se_10031400","1007409065"
"","","1007409","","","0","","93","","0.5","1007409066"
"","1","1007409","","","mhp_sit_talk_thinking","","3","0.2","117531","1007409067"
"","1","1007409","","","mhp_sit_talk_surprise2","","3","0.2","102511","1007409068"
"","","1007409","","","0","","93","","1.5","1007409069"
"","0","1007409","","0","vo_mhp_2209","","21","","vo_mhp_1007409","1007409070"
"0","3","1007409","0","1","呀啊！\n怎、怎麼樣呢……","0.5","11","0","102511","1007409071"
"","","1007409","","","","","91","","0","1007409072"
"","1","1007409","","","mhp_sit_idle_sad","","3","0.2","102511","1007409073"
"","1","1007409","","","mhp_sit_talk_thinking","","3","0.2","117531","1007409074"
"","0","1007409","","0","vo_mhp_2210","","21","","vo_mhp_1007409","1007409075"
"0","4","1007409","0","1","哼、哼哼……我用這隻眼睛看透了\n妳的一切。但妳的身體非常健康，\n體能也沒有異常之處。\n我完全搞不懂妳冒失的原因啊……","0.5","11","0","117531","1007409076"
"","","1007409","","","","","91","","0","1007409077"
"","1","1007409","","","mhp_sit_talk_sad2","","3","0.2","117531","1007409078"
"","0","1007409","","0","vo_mhp_2211","","21","","vo_mhp_1007409","1007409079"
"0","5","1007409","0","1","再繼續深入，就是醫學\n無法涉入的禁忌領域了。\n雖然很不甘心，但我投降……","0.5","11","0","117531","1007409080"
"","","1007409","","","","","91","","0","1007409081"
"","1","1007409","","","mhp_sit_talk_worry","","3","0.2","117531","1007409082"
"","0","1007409","","0","vo_mhp_2212","","21","","vo_mhp_1007409","1007409083"
"0","6","1007409","0","1","我想這樣應該很難受，但請妳好好面對\n名為冒失的罪孽，堅強地活下去吧。","0.5","11","0","117531","1007409084"
"","","1007409","","","","","91","","0","1007409085"
"1","0","1007409","0.2","mhp_suzume_tohoho_loop","mhp_suzume_tohoho_in","","3","0.2","102511","1007409086"
"","","1007409","","","0","","93","","1","1007409087"
"1","","1007409","","","1","","32","","110","1007409088"
"1","-100","1007409","","0","-205","","33","","110","1007409089"
"1","-100","1007409","","0","-205","","33","","114","1007409090"
"","","1007409","","","0","","93","","0.8","1007409091"
"","0","1007409","","0","vo_mhp_2213","","21","","vo_mhp_1007409","1007409092"
"","","1007409","","","10001","","13","","102511","1007409093"
"0","4","1007409","0","1","咦～怎麼這樣～！","0.5","11","0","102511","1007409094"
"","","1007409","","","","","91","","0","1007409095"
"","","1007409","","","0","","22","","0","1007409096"
"","","1007409","","","0","","93","","0.2","1007409097"
"1","","1007409","","","1","","32","","114","1007409098"
"","","1007409","","","0","","93","","1","1007409099"
"","","1007409","","","1","","32","","130","1007409100"
"","","1007409","","","0","","93","","4","1007409101"
"","","1007409","","","0","","32","","130","1007409102"
"-240","100","1007410","0","-1000","104431","mhp_idle_normal","1","1.7","1","1007410001"
"-200","100","1007410","1","365","117631","mhp_sit_idle","1","1.7","1","1007410002"
"-220","100","1007410","1","185","117531","mhp_sit_idle","1","1.7","1","1007410003"
"0.85","-240","1007410","","-154","1","","31","1","1","1007410004"
"-220","110","1007410","0","-200","11","NoItem","5","1.7","1","1007410005"
"-220","105","1007410","0","-200","12","NoItem","5","1.7","1","1007410006"
"-220","110","1007410","1","185","21","NoItem","5","1.7","1","1007410007"
"-220","105","1007410","1","185","22","NoItem","5","1.7","1","1007410008"
"0","1","1007410","0","1","1","","6","0","11","1007410009"
"0","1","1007410","0","1","1","","6","0","12","1007410010"
"0","1","1007410","0","1","1","","6","0","21","1007410011"
"0","1","1007410","0","1","1","","6","0","22","1007410012"
"","","1007410","","","","","91","","0","1007410013"
"","1","1007410","","","mhp_sit_talk_normal","","3","0.2","117531","1007410014"
"","0","1007410","","0","vo_mhp_5001","","21","","vo_mhp_1007410","1007410015"
"0","7","1007410","0","0","下一位請進～","0.5","11","0","117531","1007410016"
"","","1007410","","","","","91","","0","1007410017"
"","1","1007410","","","mhp_sit_idle","","3","0.2","117531","1007410018"
"","1","1007410","","","mhp_walk","","3","0.2","104431","1007410019"
"0","-220","1007410","","4","-200","","2","","104431","1007410020"
"","","1007410","","","","","91","","0","1007410021"
"","0","1007410","","","mhp_sit_in","","3","0.2","104431","1007410022"
"","","1007410","","","","","91","","0","1007410023"
"","1","1007410","","","mhp_sit_idle","","3","0.2","104431","1007410024"
"","","1007410","","","0","","93","","1","1007410025"
"","1","1007410","","","mhp_sit_talk_normal","","3","0.2","117531","1007410026"
"","0","1007410","","0","vo_mhp_5002","","21","","vo_mhp_1007410","1007410027"
"0","5","1007410","0","1","哎呀，\n又來了一位不簡單的人物呢。","0.5","11","0","117531","1007410028"
"","","1007410","","","","","91","","0","1007410029"
"","1","1007410","","","mhp_sit_idle","","3","0.2","117531","1007410030"
"1","0","1007410","0","mhp_ilya_doya_talk_loop","mhp_ilya_doya_in","","3","0.2","104431","1007410031"
"","0","1007410","","0","vo_mhp_5003","","21","","vo_mhp_1007410","1007410032"
"0","3","1007410","0","1","哦，妳明白嗎？正是如此！\n妾身名為伊莉亞‧奧恩斯坦，\n乃是統御黑夜之人！","1.5","11","0","104431","1007410033"
"","","1007410","","","","","91","","0","1007410034"
"","1","1007410","","","mhp_ilya_doya_loop","","3","0.2","104431","1007410035"
"","1","1007410","","","mhp_sit_talk_wish","","3","0.2","117531","1007410036"
"","0","1007410","","0","vo_mhp_5004","","21","","vo_mhp_1007410","1007410037"
"0","4","1007410","0","1","哦～我是有聽過傳聞，\n據說傳說的吸血鬼復活了，\n難道那就是在說妳嗎？","0.5","11","0","117531","1007410038"
"","","1007410","","","","","91","","0","1007410039"
"","1","1007410","","","mhp_sit_idle_memory","","3","0.2","117531","1007410040"
"","1","1007410","","","mhp_sit_talk_normal","","3","0.2","104431","1007410041"
"","0","1007410","","0","vo_mhp_5005","","21","","vo_mhp_1007410","1007410042"
"0","4","1007410","0","1","不愧是名醫，幸好妳馬上就了解……\n呃，怎、怎麼了？\n妳怎麼好像很興奮……","0.5","11","0","104431","1007410043"
"","","1007410","","","1","","93","","5","1007410044"
"","1","1007410","","","mhp_sit_talk_sad","","3","0.2","104431","1007410045"
"","","1007410","","","","","91","","1007410043","1007410046"
"","1","1007410","","","mhp_sit_idle_sad","","3","0.2","104431","1007410047"
"","1","1007410","","","mhp_mitsuki_sit_ecstatic_talk","","3","0.2","117531","1007410048"
"","0","1007410","","0","vo_mhp_5006","","21","","vo_mhp_1007410","1007410049"
"0","5","1007410","0","1","這是當然。因為妳是傳說的吸血鬼吧？\n面對這麼有魅力的研究對象，\n不論是誰都會興奮起來的。所以說──","0.5","11","0","117531","1007410050"
"","","1007410","","","","","91","","0","1007410051"
"","0","1007410","","","1007410055","","103","","能讓我解剖妳的身體嗎？","1007410052"
"","0","1007410","","","1007410066","","103","","要不要吸我的血看看？","1007410053"
"","0","1007410","","","1007410072","","103","","要不要使用我的眼睛呢？","1007410054"
"","1","1007410","","","mhp_mitsuki_sit_ecstatic_idle","","3","0.2","117531","1007410055"
"","1","1007410","","","mhp_sit_talk_surprise2","","3","0.2","104431","1007410056"
"","0","1007410","","0","vo_mhp_5007","","21","","vo_mhp_1007410","1007410057"
"0","5","1007410","0","1","好可怕好可怕！妳突然說這什麼話！\n妾身怎麼可能答應！","0.5","11","0","104431","1007410058"
"","","1007410","","","","","91","","0","1007410059"
"","1","1007410","","","mhp_sit_idle_surprise2","","3","0.2","104431","1007410060"
"","1","1007410","","","mhp_mitsuki_sit_ecstatic_talk","","3","0.2","117531","1007410061"
"","0","1007410","","0","vo_mhp_5008","","21","","vo_mhp_1007410","1007410062"
"0","6","1007410","0","1","這就要請妳通融了。妳放心，\n我會在妳還沒注意到\n自己被切開時就結束的。","0.5","11","0","117531","1007410063"
"","","1007410","","","","","91","","0","1007410064"
"","","1007410","","","","","101","","1007410081","1007410065"
"","1","1007410","","","mhp_mitsuki_sit_ecstatic_idle","","3","0.2","117531","1007410066"
"","1","1007410","","","mhp_sit_talk_sad","","3","0.2","104431","1007410067"
"","0","1007410","","0","vo_mhp_5009","","21","","vo_mhp_1007410","1007410068"
"0","4","1007410","0","1","咦，不、不了……是為什麼呢？\n這是很令人感謝的提議，\n但總覺得好像會無可挽回，\n所以就不必了……","0.5","11","0","104431","1007410069"
"","","1007410","","","","","91","","0","1007410070"
"","","1007410","","","","","101","","1007410081","1007410071"
"1","0","1007410","0","mhp_mitsuki_sit_kaihou_loop","mhp_mitsuki_sit_kaihou_in","","3","0.2","117531","1007410072"
"","1","1007410","","","mhp_sit_talk_worry","","3","0.2","104431","1007410073"
"","0","1007410","","0","vo_mhp_5010","","21","","vo_mhp_1007410","1007410074"
"0","4","1007410","0","1","嗯？妳、妳打算做什麼？\n那個眼帶應該不是\n可以經常取下來的東西吧？","0.5","11","0","104431","1007410075"
"","","1007410","","","","","91","","0","1007410076"
"","1","1007410","","","mhp_sit_idle_sad","","3","0.2","104431","1007410077"
"","1","1007410","","","mhp_sit_talk_joy1","","3","0.2","117531","1007410078"
"","0","1007410","","0","vo_mhp_5011","","21","","vo_mhp_1007410","1007410079"
"0","4","1007410","0","1","是啊，但我覺得如果是妳，\n應該可以特別讓妳瞧瞧吧♪","0.5","11","0","117531","1007410080"
"","","1007410","","","","","91","","0","1007410081"
"","","1007410","","","0.5","","22","","0","1007410082"
"","1","1007410","","","mhp_mitsuki_sit_ecstatic_idle","","3","0.2","117531","1007410083"
"1","0","1007410","0.2","mhp_talk_anger2","mhp_sit_out_sad","","3","0.2","104431","1007410084"
"","","1007410","","","1","","93","","1","1007410085"
"","0","1007410","","0","vo_mhp_5012","","21","","vo_mhp_1007410","1007410086"
"0","5","1007410","0","1","這麼危險的地方，誰待得下去啊！\n撤退，撤退！","0.5","11","0","104431","1007410087"
"","","1007410","","","1","","93","","0.5","1007410088"
"","","1007410","","","","","91","","1007410087","1007410089"
"","","1007410","","","1","","4","","104431","1007410090"
"","2","1007410","0","","1","","12","0","104431","1007410091"
"","1","1007410","","","mhp_run_sad","","3","0.2","104431","1007410092"
"0","-220","1007410","","2","-1000","","2","","104431","1007410093"
"","","1007410","","","0","","93","","0.2","1007410094"
"1","0","1007410","0.2","mhp_sit_talk_normal","mhp_sit_wavehand","","3","0.2","117531","1007410095"
"","0","1007410","","0","vo_mhp_5013","","21","","vo_mhp_1007410","1007410096"
"0","6","1007410","0","1","這樣啊，真可惜。要再過來喔♪","0.5","11","0","117531","1007410097"
"","","1007410","","","","","91","","0","1007410098"
"","","1007410","","","0.5","","22","","0","1007410099"
"","1","1007410","","","mhp_sit_idle","","3","0.2","117531","1007410100"
"","","1007410","","","0","","93","","1.8","1007410101"
"","","1007410","","","","","91","","0","1007410102"
"-240","100","1007411","0","-1000","104431","mhp_idle_normal","1","1.7","1","1007411001"
"-200","100","1007411","1","365","117631","mhp_sit_idle","1","1.7","1","1007411002"
"-220","120","1007411","1","185","117531","mhp_sit_idle","1","1.7","1","1007411003"
"0.85","-240","1007411","","-154","1","","31","1","1","1007411004"
"-200","110","1007411","1","365","11","NoItem","5","1.7","1","1007411005"
"1","1","1007411","0","1","1","","6","0","11","1007411006"
"","","1007411","","","","","91","","0","1007411007"
"","1","1007411","","","mhp_sit_talk_normal","","3","0.2","117531","1007411008"
"","0","1007411","","0","vo_mhp_5101","","21","","vo_mhp_1007411","1007411009"
"0","6","1007411","0","0","伊莉亞，請進～","0.5","11","0","117531","1007411010"
"","","1007411","","","","","91","","0","1007411011"
"","1","1007411","","","mhp_sit_idle","","3","0.2","117531","1007411012"
"","1","1007411","","","mhp_walk","","3","0.2","104431","1007411013"
"0","-220","1007411","","4","-200","","2","","104431","1007411014"
"","","1007411","","","","","91","","0","1007411015"
"","0","1007411","","","mhp_sit_in_sad","","3","0.2","104431","1007411016"
"","","1007411","","","","","91","","0","1007411017"
"","1","1007411","","","mhp_sit_idle_sad","","3","0.2","104431","1007411018"
"","","1007411","","","0","","93","","1","1007411019"
"","1","1007411","","","mhp_sit_talk_worry","","3","0.2","104431","1007411020"
"","0","1007411","","0","vo_mhp_5102","","21","","vo_mhp_1007411","1007411021"
"0","5","1007411","0","1","……雖然妾身不是很樂意求助於妳，\n但為了達到目的，這也是無可奈何。\n拜託妳，能不能幫助妾身，\n維持這個模樣？","0.5","11","0","104431","1007411022"
"","","1007411","","","","","91","","0","1007411023"
"","1","1007411","","","mhp_sit_idle_sad","","3","0.2","104431","1007411024"
"","1","1007411","","","mhp_sit_talk_normal","","3","0.2","117631","1007411025"
"","0","1007411","","0","vo_mhp_5103","","21","","vo_mhp_1007411","1007411026"
"0","6","1007411","0","1","妳的說法就像\n自己還有別的模樣呢？","0.5","11","0","117631","1007411027"
"","","1007411","","","","","91","","0","1007411028"
"","1","1007411","","","mhp_sit_idle","","3","0.2","117631","1007411029"
"","1","1007411","","","mhp_sit_talk_sad","","3","0.2","104431","1007411030"
"","0","1007411","","0","vo_mhp_5104","","21","","vo_mhp_1007411","1007411031"
"0","5","1007411","0","1","其實妾身會因為魔力不足，\n而變成小孩子的模樣。\n現在是非常勉強維持住，但在某個條件下，\n妾身就能好好維持原本的模樣……","1","11","0","104431","1007411032"
"","","1007411","","","","","91","","0","1007411033"
"","1","1007411","","","mhp_sit_idle_sad","","3","0.2","104431","1007411034"
"","1","1007411","","","mhp_sit_talk_normal","","3","0.2","117531","1007411035"
"","0","1007411","","0","vo_mhp_5105","","21","","vo_mhp_1007411","1007411036"
"0","4","1007411","0","1","原來是這樣啊，\n我順便問一下，\n那個條件是什麼內容？","0.5","11","0","117531","1007411037"
"","","1007411","","","","","91","","0","1007411038"
"","1","1007411","","","mhp_sit_idle","","3","0.2","117531","1007411039"
"","1","1007411","","","mhp_sit_talk_wish","","3","0.2","104431","1007411040"
"","0","1007411","","0","vo_mhp_5106","","21","","vo_mhp_1007411","1007411041"
"0","5","1007411","0","1","就是待在某個人的身邊。\n所以讓那傢伙一直陪伴在妾身的左右，\n就是最快的方法……","0.5","11","0","104431","1007411042"
"","","1007411","","","","","91","","0","1007411043"
"","1","1007411","","","mhp_sit_talk_worry","","3","0.2","104431","1007411044"
"","0","1007411","","0","vo_mhp_5107","","21","","vo_mhp_1007411","1007411045"
"0","6","1007411","0","1","但不知道是不是在顧慮妾身……\n總而言之，一直無法\n讓他感受到妾身的魅力。","0.5","11","0","104431","1007411046"
"","","1007411","","","","","91","","0","1007411047"
"","1","1007411","","","mhp_sit_idle_sad","","3","0.2","104431","1007411048"
"","1","1007411","","","mhp_sit_talk_thinking","","3","0.2","117631","1007411049"
"","0","1007411","","0","vo_mhp_5108","","21","","vo_mhp_1007411","1007411050"
"0","4","1007411","0","1","嗯～雖然還不及我，\n但我認為妳已經很有魅力了……\n既然如此──","0.5","11","0","117631","1007411051"
"","","1007411","","","1","","93","","7.5","1007411052"
"","1","1007411","","","mhp_sit_idle_thinking","","3","0.2","117631","1007411053"
"","","1007411","","","","","91","","1007411051","1007411054"
"","","1007411","","","0","","22","","0","1007411055"
"","0","1007411","","","1007411059","","103","","用可愛來展現魅力吧！","1007411056"
"","0","1007411","","","1007411076","","103","","用美麗來決勝負吧！","1007411057"
"","0","1007411","","","1007411093","","103","","我來當妳的製作人吧！","1007411058"
"","1","1007411","","","mhp_sit_idle_memory","","3","0.2","117631","1007411059"
"","1","1007411","","","mhp_sit_talk_anger2","","3","0.2","104431","1007411060"
"","0","1007411","","0","vo_mhp_5109","","21","","vo_mhp_1007411","1007411061"
"0","4","1007411","0","1","妳、妳說可愛？\n別、別這麼做。\n這樣很讓人害臊啊……","0.5","11","0","104431","1007411062"
"","","1007411","","","","","91","","0","1007411063"
"","1","1007411","","","mhp_sit_idle_anger2","","3","0.2","104431","1007411064"
"1","0","1007411","0.2","mhp_idle_normal","mhp_sit_out","","3","0.2","117631","1007411065"
"","","1007411","","","","","93","","1","1007411066"
"1","0","1007411","0.2","mhp_yuki_idle","mhp_yuki_pose","","3","0.2","117631","1007411067"
"1","0","1007411","0.2","mhp_yuki_idle","mhp_yuki_pose","","3","0.2","11","1007411068"
"","0","1007411","","0","vo_mhp_5110","","21","","vo_mhp_1007411","1007411069"
"0","4","1007411","10","1","妳在說什麼呢？\n這會成為最棒的武器喔！\n要是妳沒自信，就交給我吧？","0.5","11","0","117631","1007411070"
"","","1007411","","","1","","93","","6.5","1007411071"
"1","0","1007411","0.2","mhp_yuki_idle_2","mhp_yuki_pose_2","","3","0.2","117631","1007411072"
"1","0","1007411","0.2","mhp_yuki_idle_2","mhp_yuki_pose_2","","3","0.2","11","1007411073"
"","","1007411","","","","","91","","1007411070","1007411074"
