57b7f0a651832614b46b7794b979720e5fa26eaa3e2793d87ec65c774ccbf6d2,2ce9196b01a9686d60943e04721c35849b551461bed276660ea8684d3d8439ea,e6d0d7aa3b0846d6eb38911bd469a691bf0734cb72cd1c0a7e4b393c6cdaf6b5,eb18cc3dfbfb89931d5f088875f88817d4708220fd444148c757b9695d3f4ddd,1e5bd13ac13a7350e9beaa3ff80157e71b292134e6384e89cbbd61ee05cf5819,537ca68b343fce5bbc8079a7a75d955e05bc29b37d63fb368a1a37621adb7d70,47bffaaaa67df6403fa6d4baa5928fcc4e597cfa751982042b9d65705d59b034,d99873239f8cd7552e141fa986695a541cd99767db12b04597d37ae960456276
"730049021","730000044","730049022","730049024","730049025","730049023","100","732804902"
"730049034","730000045","730049031","730049035","730049032","730049033","100","732804903"
"730050014","730000046","730050011","730050012","730050015","0","100","732905001"
"730050024","730000047","730050021","730050022","730050025","730050023","100","732905002"
"730050031","730000048","730050034","730050032","730050033","730050035","100","732905003"
"730051011","730000049","730051014","730051012","730051015","0","100","733005101"
"730051021","730000050","730051024","730051022","730051023","730051025","100","733005102"
"730051031","730000051","730051034","730051032","730051035","730051033","100","733005103"
"730052014","730000052","730052011","730052015","730052012","0","100","733105201"
"730052024","730000053","730052021","730052022","730052025","730052023","100","733105202"
"730052031","730000054","730052034","730052032","730052035","730052033","100","733105203"
"730053014","730000055","730053011","730053012","730053015","0","100","733205301"
"730053024","730000056","730053021","730053022","730053025","730053023","100","733205302"
"730053031","730000057","730053032","730053034","730053035","730053033","100","733205303"
"730054014","730000058","730054011","730054012","730054015","0","100","733305401"
"730054024","730000059","730054021","730054022","730054025","730054023","100","733305402"
"730054031","730000060","730054034","730054032","730054035","730054033","100","733305403"
"730055011","730000061","730055014","730055015","730055012","0","100","733405501"
"730055021","730000062","730055024","730055022","730055025","730055023","100","733405502"
"730055034","730000063","730055031","730055032","730055033","730055035","100","733405503"
"730056014","730000064","730056011","730056012","730056015","0","100","733505601"
"730056024","730000065","730056021","730056022","730056023","730056025","100","733505602"
"730056034","730000066","730056031","730056032","730056033","730056035","100","733505603"
"730057011","730000067","730057014","730057015","730057012","0","100","733605701"
"730057021","730000068","730057022","730057024","730057025","730057023","100","733605702"
"730057034","730000069","730057031","730057032","730057035","730057033","100","733605703"
"730058011","730000070","730058012","730058014","730058015","0","100","733705801"
"730058024","730000071","730058021","730058022","730058025","730058023","100","733705802"
"730058034","730000072","730058031","730058035","730058032","730058033","100","733705803"
"730059014","730000073","730059011","730059012","730059015","0","100","733805901"
"730059024","730000074","730059021","730059022","730059023","730059025","100","733805902"
"730059031","730000075","730059032","730059034","730059033","730059035","100","733805903"
"730060011","730000076","730060014","730060015","730060012","0","100","733906001"
"730060024","730000077","730060021","730060022","730060023","730060025","100","733906002"
"730060034","730000078","730060031","730060032","730060033","730060035","100","733906003"
"730061014","730000079","730061011","730061012","730061015","0","100","734006101"
"730061021","730000080","730061024","730061022","730061025","730061023","100","734006102"
"730061031","730000081","730061034","730061032","730061033","730061035","100","734006103"
"730062014","730000082","730062011","730062015","730062012","0","100","734106201"
"730062021","730000083","730062024","730062022","730062025","730062023","100","734106202"
"730062031","730000084","730062034","730062015","730062032","730062033","100","734106203"
"730063011","730000085","730063014","730063015","730063012","0","100","734206301"
"730063021","730000086","730063024","730063022","730063025","730063023","100","734206302"
"730063034","730000087","730063031","730063032","730063033","730063035","100","734206303"
"730064011","730000088","730064012","730064014","730064015","0","100","734306401"
"730064024","730000089","730064021","730064022","730064025","730064023","100","734306402"
"730064034","730000090","730064031","730064032","730064033","730064035","100","734306403"
"730065014","730000091","730065011","730065012","730065015","0","100","734406501"
"730065021","730000092","730065024","730065022","730065025","730065023","100","734406502"
"730065031","730000093","730065034","730065035","730065032","730065033","100","734406503"
"730066014","730000094","730066015","730066011","730066012","0","100","734506601"
"730066021","730000095","730066024","730066022","730066023","730066025","100","734506602"
"730066034","730000096","730066031","730066035","730066032","730066033","100","734506603"
"730067014","730000097","730067011","730067012","730067015","0","100","734606701"
"730067024","730000098","730067021","730067022","730067023","730067025","100","734606702"
"730067034","730000099","730067031","730067032","730067035","730067033","100","734606703"
"730068014","730000100","730068011","730068015","730068012","0","100","734706801"
"730068024","730000101","730068021","730068022","730068023","730068025","100","734706802"
"730068034","730000102","730068031","730068032","730068033","730068035","100","734706803"
"730069011","730000103","730069014","730069012","730069015","0","100","734806901"
"730069024","730000104","730069021","730069022","730069023","730069025","100","734806902"
"730069034","730000105","730069031","730069032","730069033","730069035","100","734806903"
"730070011","730000106","730070014","730070012","730070015","0","100","734907001"
"730070021","730000107","730070024","730070022","730070023","730070025","100","734907002"
"730070031","730000108","730070032","730070034","730070033","730070035","100","734907003"
"730071014","730000109","730071011","730071012","730071015","0","100","735007101"
"730071021","730000110","730071022","730071024","730071023","730071025","100","735007102"
"730071034","730000111","730071031","730071035","730071032","730071033","100","735007103"
"730072011","730000112","730072014","730072012","730072015","0","100","735107201"
"730072021","730000113","730072022","730072024","730072023","730072025","100","735107202"
"730072031","730000114","730072034","730072035","730072032","730072033","100","735107203"
"730073014","730000115","730073011","730073012","730073015","0","100","735207301"
"730073024","730000116","730073021","730073022","730073023","730073025","100","735207302"
"730073031","730000117","730073032","730073034","730073033","730073035","100","735207303"
"730074014","730000118","730074011","730074012","730074015","0","100","735307401"
"730074024","730000119","730074021","730074022","730074025","730074023","100","735307402"
"730074031","730000120","730074032","730074034","730074035","730074033","100","735307403"
"730075014","730000121","730075011","730075012","730075015","0","100","735407501"
"730075024","730000122","730075025","730075021","730075022","730075023","100","735407502"
"730075031","730000123","730075034","730075035","730075032","730075033","100","735407503"
