ae846b222cbd07c2e6cca66c827071bd7a4c9de8241fcdde6020a9f0fc8fb131,5db512b59189972a138371bbae0fce2ba35a3aec4b283d96a02183f0282e961e,9cb21c51c992d502eae0e620d7d99f05594f078b087d1fb31005a17cd97789ef,491d2cefef61f9763f150b267eff0a7cd63d3f520d8d2417f33544389fa74852,50fb73f03914055348a3e195905eb233a2f1e363800d83f4c3ddcb0fb701b756,b571849cc8696021f5a1c7701326ae5d98a4eb71e290cc0d8324e4ff541d90ff,b8c38898c6ed34460e3cce37c74b80e3cbaeed29766a8612119f46164358442d,319bd3979bdf562b2df6f975087e951008c72377b297dcd3c7f91bc30aa7d7fa,c1c02b242056fe3a6e7a2473103deb0c1bc4f56580c323db512d9d3fb7902e86,eecabca0301c7b17d7f3ab6524e9525de22d00d3fa7526f470e38e687c4cb230,69ca6a9a1d47ed0a3d4caabb6a9951d4925e2dcbe8f07934120ea7fd8056196b
"接下來要伸展手腳喔。\n打起精神來做吧。","5152066","5","66086","11","0","7","0.5","132111","1","10"
"0","5152066","","66087","93","","","","5","",""
"","5152066","","66088","91","","0","","66086","0",""
"radio_stretch1_loop_surprise1","5152066","","66089","3","","1","","131911","","0.3"
"radio_stretch1_loop","5152066","","66090","3","","1","","132111","","0.3"
"radio_stretch1_loop","5152066","","66091","3","","1","","4","","0.3"
"","5152066","","66092","93","","0","","0.1","0",""
"radio_stretch1_loop","5152066","","66093","3","","1","","107511","","0.3"
"radio_stretch1_loop","5152066","","66094","3","","1","","107611","","0.3"
"radio_stretch1_loop","5152066","","66095","3","","1","","126911","","0.3"
"radio_stretch1_loop","5152066","","66096","3","","1","","110311","","0.3"
"radio_stretch1_loop","5152066","","66097","3","","1","","107811","","0.3"
"radio_stretch1_loop","5152066","","66098","3","","1","","113511","","0.3"
"","5152066","","66099","93","","0","","2","0",""
"vo_rag_1005","5152066","","66100","21","","0","","vo_rag","0",""
"嘿咻、嘿咻……！","5152066","5","66101","11","0","7","0.5","131911","1","-10"
"0","5152066","","66102","93","","","","5","",""
"","5152066","","66103","91","","0","","66101","0",""
"0","5152066","","66104","93","","","","0.3","",""
"radio_talk_normal","5152066","","66105","3","","1","","131911","","0.3"
"wish_idle_normal","5152066","","66106","3","","1","","132111","","0.3"
"cool_idle","5152066","","66107","3","","1","","4","","0.3"
"0","5152066","","66108","93","","","","0.1","",""
"idle_normal","5152066","","66109","3","","1","","107511","","0.3"
"wish_idle","5152066","","66110","3","","1","","107611","","0.3"
"wish_idle_normal","5152066","","66111","3","","1","","126911","","0.3"
"idle_normal","5152066","","66112","3","","1","","110311","","0.3"
"cool_idle","5152066","","66113","3","","1","","107811","","0.3"
"sad_idle_normal","5152066","","66114","3","","1","","113511","","0.3"
"vo_rag_1006","5152066","","66115","21","","0","","vo_rag","0",""
"那麼，接著是側腰伸展運動。\n做的時候身體要彈回來喔。","5152066","5","66116","11","0","8","0.5","131911","1","-10"
"0","5152066","","66117","93","","","","4.3","",""
"","5152066","","66118","91","","0","","66116","0",""
"radio_stretch2_loop","5152066","","66119","3","","1","","131911","","0.2"
"radio_stretch2_loop_normal2","5152066","","66120","3","","1","","132111","","0.2"
"radio_stretch2_loop_talk2","5152066","","66121","3","","1","","4","","0.2"
"","5152066","","66122","93","","0","","0.2","0",""
"radio_stretch2R_loop","5152066","","66123","3","","1","","107511","","0.2"
"radio_stretch2R_loop","5152066","","66124","3","","1","","107611","","0.2"
"radio_stretch2R_loop","5152066","","66125","3","","1","","126911","","0.2"
"radio_stretch2R_loop","5152066","","66126","3","","1","","110311","","0.2"
"radio_stretch2R_loop","5152066","","66127","3","","1","","107811","","0.2"
"radio_stretch2R_loop","5152066","","66128","3","","1","","113511","","0.2"
"","5152066","","66129","93","","0","","1.5","0",""
"呼、呼、呼……","5152066","5","66130","11","0","14","0","4","1","-10"
"0","5152066","","66131","93","","","","0.2","",""
"vo_rag_1007","5152066","","66132","21","","0","","vo_rag","0",""
"0","5152066","","66133","93","","","","2.5","",""
"","5152066","","66134","91","","0","","66130","0",""
"vo_rag_1008","5152066","","66135","21","","0","","vo_rag","0",""
"真是俐落的動作……\n不愧是姊姊。","5152066","5","66136","11","0","7","0.5","132111","1","10"
"0","5152066","","66137","93","","","","4.5","",""
"","5152066","","66138","91","","0","","66136","0",""
"0","5152066","","66139","93","","","","0.5","",""
"radio_victory_in_normal2","5152066","0","66140","3","1","0","","131911","radio_victory_loop_normal2","0.2"
"radio_victory_in_normal2","5152066","0","66141","3","1","0","","132111","radio_victory_loop_normal2","0.2"
"radio_victory_in","5152066","0","66142","3","1","0","","4","radio_victory_loop","0.2"
"idle_normal","5152066","","66143","3","","1","","107511","","0.2"
"wish_idle","5152066","","66144","3","","1","","107611","","0.2"
"wish_idle_normal","5152066","","66145","3","","1","","126911","","0.2"
"idle_normal","5152066","","66146","3","","1","","110311","","0.2"
"cool_idle","5152066","","66147","3","","1","","107811","","0.2"
"sad_idle_normal","5152066","","66148","3","","1","","113511","","0.2"
"vo_rag_1009","5152066","","66149","21","","0","","vo_rag","0",""
"最後舉起雙手，勝利──！","5152066","5","66150","11","0","9","0.5","131911","1","-10"
"","5152066","","66151","93","","0","","1.5","0",""
"radio_victory_in_normal2","5152066","0","66152","3","1","0","","107511","radio_victory_loop_normal2","0.2"
"radio_victory_in_normal2","5152066","0","66153","3","1","0","","107611","radio_victory_loop_normal2","0.2"
"radio_victory_in","5152066","0","66154","3","1","0","","126911","radio_victory_loop","0.2"
"radio_victory_in_normal2","5152066","0","66155","3","1","0","","110311","radio_victory_loop_normal2","0.2"
"radio_victory_in_normal2","5152066","0","66156","3","1","0","","107811","radio_victory_loop_normal2","0.2"
"radio_victory_in_normal2","5152066","0","66157","3","1","0","","113511","radio_victory_loop_normal2","0.2"
"0","5152066","","66158","93","","","","0.8","",""
"radio_victory_out","5152066","0","66159","3","1","0","","131911","radio_victory_idle","0.2"
"0","5152066","","66160","93","","","","1.8","",""
"","5152066","","66161","91","","0","","66150","0",""
"radio_victory_out","5152066","0","66162","3","1","0","","132111","radio_victory_idle","0.2"
"radio_victory_out_talk2","5152066","0","66163","3","1","0","","4","radio_victory_idle_talk2","0.2"
"radio_victory_out","5152066","0","66164","3","1","0","","107511","radio_victory_idle","0.2"
"radio_victory_out","5152066","0","66165","3","1","0","","107611","radio_victory_idle","0.2"
"radio_victory_out","5152066","0","66166","3","1","0","","126911","radio_victory_idle","0.2"
"radio_victory_out","5152066","0","66167","3","1","0","","110311","radio_victory_idle","0.2"
"radio_victory_out","5152066","0","66168","3","1","0","","107811","radio_victory_idle","0.2"
"radio_victory_out","5152066","0","66169","3","1","0","","113511","radio_victory_idle","0.2"
"vo_rag_1010","5152066","","66170","21","","0","","vo_rag","0",""
"0610_in","5152066","","66171","3","0","","","2","","0"
"bgm_MC173B","5152066","1","66172","27","0","0.5","","bgm_MC173B","0.5","0"
"se_10058300_radio_finish","5152066","","66173","23","","0","","se_10058300","",""
"finish","5152066","","66174","37","","","","2","",""
"1","5152066","","66175","93","","0","","0.4","0",""
"0610_mid","5152066","","66176","3","0","0","","2","","0"
"","5152066","","66177","92","","0","","","0",""
"0610_out","5152066","0","66178","3","0","0","","2","empty","0"
"0","5152066","","66179","93","","0","","0.3","0",""
"pack_vic_in","5152066","0","66180","3","1","0","","5","pack_vic_idle","0.2"
"se_10058300_pack_appear","5152066","","66181","23","","0","","se_10058300","",""
"radio_victory_idle","5152066","","66182","3","","1","","131911","","0.2"
"","5152066","","66183","93","","0","","0.1","0",""
"radio_victory_idle","5152066","","66184","3","","1","","132111","","0.2"
"radio_victory_idle_talk2","5152066","","66185","3","","1","","4","","0.2"
"","5152066","","66186","93","","0","","0.1","0",""
"radio_victory_lookup2_idle","5152066","","66187","3","","1","","107511","","0.2"
"radio_victory_lookup_idle","5152066","","66188","3","","1","","107611","","0.2"
"radio_victory_lookup_idle","5152066","","66189","3","","1","","126911","","0.2"
"radio_victory_lookup2_idle","5152066","","66190","3","","1","","110311","","0.2"
"radio_victory_lookup2_idle","5152066","","66191","3","","1","","107811","","0.2"
"radio_victory_lookup_idle","5152066","","66192","3","","1","","113511","","0.2"
"","5152066","","66193","93","","0","","0.3","0",""
"vo_rag_1011","5152066","","66194","21","","0","","vo_rag","0",""
"勝利──！","5152066","5","66195","11","1","13","0","5","1","0"
"","5152066","","66196","91","","0","","0","0",""
"se_10058300_emotion_laugh","5152066","","66197","23","","0","","se_10058300","",""
"1","5152066","","66198","32","","","","17","",""
"smile2_joy","5152066","0","66199","3","1","0","","131911","sad_idle_joy","0.2"
"wish_talk","5152066","","66200","3","","1","","132111","","0.2"
"doya_in_normal","5152066","0","66201","3","1","0","","4","doya_idle","0.2"
"handsup_in","5152066","0","66202","3","1","0","","107511","handsup_loop","0.2"
"wish_idle_dere","5152066","","66203","3","","1","","107611","","0.2"
"wish2_idle","5152066","","66204","3","","1","","126911","","0.2"
"joy_idle","5152066","","66205","3","","1","","110311","","0.2"
"cool_in_dere2","5152066","0","66206","3","1","0","","107811","cool_talk_dere2","0.2"
"wish_talk_joy_shy","5152066","","66207","3","","1","","113511","","0.2"
"","5152066","","66208","93","","","","2","",""
"1","5152066","","66209","32","","","","4","",""
"","5152066","","66210","93","","","","1","",""
"0","5152066","","66211","93","","","","0.5","",""
"","5152066","","66212","101","","","","66213","",""
"bgm_MC173B","5152066","","66213","25","","","","bgm_MC173B","",""
"0","5152066","","66214","22","","","","0","",""
"107511","5152067","0","67001","1","-254","53","top_idle_normal","1","-60","1.5"
"0","5152067","","67002","93","","","","0.5","",""
"","5152067","","67003","101","","","","67004","",""
"top_doya_in","5152067","0","67004","3","1","0","","107511","top_doya_talk","0.2"
"vo_rag_0101","5152067","","67005","21","","0","","vo_rag","0",""
"我已經做好享受任何體操的準備了。一起加油吧！","5152067","-92","67006","11","1","8","0","107511","1","80"
"1","5152067","","67007","93","","","","3.7","",""
"0","5152067","","67008","102","","0","","0","",""
"107511","5152068","0","68001","1","-254","53","top_idle_normal","1","-60","1.5"
"0","5152068","","68002","93","","","","0.5","",""
"","5152068","","68003","101","","","","68004","",""
"top_surprise3_loop","5152068","","68004","3","","1","","107511","","0.2"
"vo_rag_0102","5152068","","68005","21","","0","","vo_rag","0",""
"做完體操後吃的飯……絕對會很美味唷☆","5152068","-92","68006","11","1","7","0","107511","1","80"
"1","5152068","","68007","93","","","","3.6","",""
"0","5152068","","68008","102","","0","","0","",""
"107611","5152069","0","69001","1","-254","53","top_idle_normal","1","-60","1.5"
"0","5152069","","69002","93","","","","0.5","",""
"","5152069","","69003","101","","","","69004","",""
"top_sad_talk","5152069","","69004","3","","1","","107611","","0.2"
"vo_rag_0201","5152069","","69005","21","","0","","vo_rag","0",""
"在下一定會把在此學到的體操告訴主人。","5152069","-92","69006","11","1","6","0","107611","1","80"
"1","5152069","","69007","93","","","","3.3","",""
"0","5152069","","69008","102","","0","","0","",""
"107611","5152070","0","70001","1","-254","53","top_idle_normal","1","-60","1.5"
"0","5152070","","70002","93","","","","0.5","",""
"","5152070","","70003","101","","","","70004","",""
"top_wish_talk_normal","5152070","","70004","3","","1","","107611","","0.2"
"vo_rag_0202","5152070","","70005","21","","0","","vo_rag","0",""
"蓋上的印章就是努力的證明。這想必會成為重要的寶物吧。","5152070","-92","70006","11","1","8","0","107611","1","80"
"1","5152070","","70007","93","","","","3.3","",""
"0","5152070","","70008","102","","0","","0","",""
"107811","5152071","0","71001","1","-254","53","top_idle_normal","1","-60","1.5"
"0","5152071","","71002","93","","","","0.5","",""
"","5152071","","71003","101","","","","71004","",""
"top_cool_in","5152071","0","71004","3","1","0","","107811","top_cool_talk","0.2"
"vo_rag_0301","5152071","","71005","21","","0","","vo_rag","0",""
"好了，打起精神好好地做。動作不確實的話可是會受傷的。","5152071","-92","71006","11","1","7","0","107811","1","80"
"1","5152071","","71007","93","","","","3.8","",""
"0","5152071","","71008","102","","0","","0","",""
"107811","5152072","0","72001","1","-254","53","top_idle_normal","1","-60","1.5"
"0","5152072","","72002","93","","","","0.5","",""
"","5152072","","72003","101","","","","72004","",""
"top_armcrossed_talk_shy","5152072","0.2","72004","3","1","0","","107811","top_armcrossed_talk_nervous","0.2"
"vo_rag_0302","5152072","","72005","21","","0","","vo_rag","0",""
"又不是小孩子，哪會為了蓋章而開心……感覺還不壞呢。","5152072","-92","72006","11","1","8","0","107811","1","80"
"1","5152072","","72007","93","","","","3.2","",""
"0","5152072","","72008","102","","0","","0","",""
"131911","5152073","0","73001","1","-254","53","top_idle_normal","1","-60","1.5"
"0","5152073","","73002","93","","","","0.5","",""
"","5152073","","73003","101","","","","73004","",""
"top_wish_talk_joy","5152073","","73004","3","","1","","131911","","0.2"
"vo_rag_0401","5152073","","73005","21","","0","","vo_rag","0",""
"居然能在夏日的海邊做廣播體操，我非～常期待呢！","5152073","-92","73006","11","1","8","0","131911","1","80"
"1","5152073","","73007","93","","","","3.6","",""
"0","5152073","","73008","102","","0","","0","",""
"131911","5152074","0","74001","1","-254","53","top_idle_normal","1","-60","1.5"
"0","5152074","","74002","93","","","","0.5","",""
"","5152074","","74003","101","","","","74004","",""
"top_gutsB_talk","5152074","0","74004","3","","1","","131911","","0.2"
"vo_rag_0402","5152074","","74005","21","","0","","vo_rag","0",""
"還可以學到大家的體操呢。我會拚命努力的！","5152074","-92","74006","11","1","7","0","131911","1","80"
"1","5152074","","74007","93","","","","3.6","",""
"0","5152074","","74008","102","","0","","0","",""
"131911","5152075","0","75001","1","-330","60","empty","1","-10","1.9"
"1","5152075","0","75002","5","-330","61","empty","1","-10","1.9"
"132111","5152075","0","75003","1","-315","58","empty","1","-192","1.9"
"2","5152075","0","75004","5","-315","59","empty","1","-192","1.9"
"4","5152075","0","75005","5","-312","57","empty","4","163","1.9"
"107511","5152075","0","75006","1","-165","54","empty","1","-132","1.75"
"107811","5152075","0","75007","1","-175","55","empty","1","-292","1.75"
"107611","5152075","0","75008","1","-190","56","empty","1","-452","1.75"
"110311","5152075","1","75009","1","-165","51","empty","1","105","1.75"
"126911","5152075","1","75010","1","-175","52","empty","1","265","1.75"
"113511","5152075","1","75011","1","-190","53","empty","1","425","1.75"
"5","5152075","0","75012","5","-324","59","empty","5","15","1.9"
"90","5152075","","75013","31","1","0","","90","0","0"
"0","5152075","","75014","91","","","","0","",""
"0","5152075","","75015","93","","","","0.6","",""
"1","5152075","","75016","32","","","","90","",""
"0","5152075","","75017","93","","","","0.1","",""
"comp_victory_F_noFace","5152075","","75018","3","","0","","131911","","0"
"comp_victory_F_emilia","5152075","","75019","3","","0","","1","","0"
"comp_victory_F_noFace","5152075","","75020","3","","0","","132111","","0"
"comp_victory_F_rem","5152075","","75021","3","","0","","2","","0"
"comp_victory_F","5152075","","75022","3","","0","","4","","0"
"comp_victory_B","5152075","","75023","3","","0","","107511","","0"
"comp_victory_B","5152075","","75024","3","","0","","107811","","0"
"comp_victory_B_kokkoro","5152075","","75025","3","","0","","107611","","0"
"comp_victory_B","5152075","","75026","3","","0","","110311","","0"
"comp_victory_B","5152075","","75027","3","","0","","126911","","0"
"comp_victory_B","5152075","","75028","3","","0","","113511","","0"
"pack_comp_vic_in","5152075","0","75029","3","1","0","","5","pack_comp_vic_idle","0"
"0","5152075","","75030","93","","","","4.5","",""
"out","5152075","","75031","37","","","","90","",""
"1","5152075","0","75032","6","0","1","","131911","1","0.1"
"1","5152075","0","75033","6","0","1","","1","1","0.1"
"1","5152075","0","75034","6","0","1","","132111","1","0.1"
"1","5152075","0","75035","6","0","1","","2","1","0.1"
"1","5152075","0","75036","6","0","1","","4","1","0.1"
"1","5152075","0","75037","6","0","1","","107511","1","0.1"
"1","5152075","0","75038","6","0","1","","107811","1","0.1"
"1","5152075","0","75039","6","0","1","","107611","1","0.1"
"1","5152075","0","75040","6","0","1","","110311","1","0.1"
"1","5152075","0","75041","6","0","1","","126911","1","0.1"
"1","5152075","0","75042","6","0","1","","113511","1","0.1"
"1","5152075","0","75043","6","0","1","","5","1","0.1"
"0","5152075","","75044","93","","","","1","",""
